{'descr': '帮朋友定的，离家很近', 'star': 5}
{'descr': '不错  酒店人员也挺好的  地下室标间微潮我是4月末去的  但是屋子很大', 'star': 5}
{'descr': '离开火车站不是很近的，主要是早上根本坐不上公交车，连出租车都打不到，只能坐黑车去景区或者火车站，30元的车费。\n\n而且早上马路上的车鸣声很响，6点多就没法睡觉了。如果在5.1或者10.1实在订不到房间的话再去，不然的话还是不建议订这里的房间。', 'star': 1}
{'descr': '临近五一入住，151元，超不值的，网上并没有说明是在地下一层，空气不流通，有一股潮的味道，被子都是潮的感觉，大床好像真的是两张床拼起来的，隔音不是太好，大早上就很吵。但是打扫卫生的阿姨态度很好，挺亲切。不推荐入住', 'star': 1}
{'descr': '临近五一入住，151元，超不值的，网上并没有说明是在地下一层，空气不流通，有一股潮的味道，被子都是潮的感觉，大床好像真的是两张床拼起来的，隔音不是太好，大早上就很吵。但是打扫卫生的阿姨态度很好，挺亲切。不推荐入住', 'star': 1}
{'descr': '不错，虽然离市区比较远，但是旁边就有公共汽车站，很方便，也比较干净。', 'star': 5}
{'descr': '还不错，交通方便，在小胡同间，比较安静吧', 'star': 5}
{'descr': '还不错，交通方便，在小胡同间，比较安静吧', 'star': 5}
{'descr': '有点不好找，不过，条件还是不错的，喜欢胡同文化的朋友可以试试穿胡同去前门大街，北京大爷大妈会为你指路的，门口的两家饭馆一家早点摊不容错过，价格合理，味道也很好，值得推荐', 'star': 5}
{'descr': '有点不好找，不过，条件还是不错的，喜欢胡同文化的朋友可以试试穿胡同去前门大街，北京大爷大妈会为你指路的，门口的两家饭馆一家早点摊不容错过，价格合理，味道也很好，值得推荐', 'star': 5}
{'descr': '有点不好找，但是周围非常方便，尤其是们口几家小店的饭菜和早点非常的好，价格也便宜，去北京旅游的朋友不容错过，喜欢胡同文化的朋友，如果住在这里可以感受到非常浓重的北京胡同色彩，穿胡同去大栅栏也很方便，不过需要沿路经常打听，屋子条件还行，挺干净的，就是有点发潮屋里有墙皮脱落的痕迹，总体而言，还是满意的。', 'star': 5}
{'descr': '有点不好找，但是周围非常方便，尤其是们口几家小店的饭菜和早点非常的好，价格也便宜，去北京旅游的朋友不容错过，喜欢胡同文化的朋友，如果住在这里可以感受到非常浓重的北京胡同色彩，穿胡同去大栅栏也很方便，不过需要沿路经常打听，屋子条件还行，挺干净的，就是有点发潮屋里有墙皮脱落的痕迹，总体而言，还是满意的。', 'star': 5}
{'descr': '位置稍微有点偏，在小胡同里面，不过挺安静的，还能感受老北京胡同里面真实的生活，第一天到的时候碰到几个胡同里的大爷很热情地给指了路。走小胡同离前门不算远，可以穿观音寺街过去就是大栅栏。定的标间，房间不算很大，但卫生啥的还可以，每天也有打扫和更换用品，总的来说还是不错的。', 'star': 5}
{'descr': '位置稍微有点偏，在小胡同里面，不过挺安静的，还能感受老北京胡同里面真实的生活，第一天到的时候碰到几个胡同里的大爷很热情地给指了路。走小胡同离前门不算远，可以穿观音寺街过去就是大栅栏。定的标间，房间不算很大，但卫生啥的还可以，每天也有打扫和更换用品，总的来说还是不错的。', 'star': 5}
{'descr': '卫生环境还可以就是在胡同里，不太好找，性价比不错', 'star': 5}
{'descr': '卫生环境还可以就是在胡同里，不太好找，性价比不错', 'star': 5}
{'descr': '因为出差整整住了3个月，在所有的快捷酒店中排名倒数第二第三的样子', 'star': 1}
{'descr': '不错嗯。到哪都挺近的。 就是在修路口，有点不方便。 下次应该就好了。', 'star': 3}
{'descr': '不错嗯。到哪都挺近的。 就是在修路口，有点不方便。 下次应该就好了。', 'star': 3}
{'descr': ' 房间很大很宽敞，这样的价格和条件真的很赞', 'star': 3}
{'descr': ' 房间很大很宽敞，这样的价格和条件真的很赞', 'star': 3}
{'descr': '住的124是大床  两个单床拼的  很大 房间也大  很不错', 'star': 3}
{'descr': '住的124是大床  两个单床拼的  很大 房间也大  很不错', 'star': 3}
{'descr': '标准大床房是俩床拼一起，妮玛我干嘛不住标间呢，谁发明的太忒么有才，在胡同里极不容易找着，空调不好使，谁也不热，实在不敢恭维', 'star': 1}
{'descr': '标准大床房是俩床拼一起，妮玛我干嘛不住标间呢，谁发明的太忒么有才，在胡同里极不容易找着，空调不好使，谁也不热，实在不敢恭维', 'star': 1}
{'descr': '太好了！大床都是拼的…浴室的水也排不干净……', 'star': 3}
{'descr': '太好了！大床都是拼的…浴室的水也排不干净……', 'star': 3}
{'descr': '一个人去的话，最好白天过去，酒店环境挺好的', 'star': 5}
{'descr': '一个人去的话，最好白天过去，酒店环境挺好的', 'star': 5}
{'descr': '地方难找，不过安静，还算干静，比较满意。', 'star': 3}
{'descr': '地方难找，不过安静，还算干静，比较满意。', 'star': 3}
{'descr': '位置难找，服务尚可。结帐时，机打发票墨迹太浅，难看清，服务员说就是这样了，没有解决方案。', 'star': 3}
{'descr': '位置难找，服务尚可。结帐时，机打发票墨迹太浅，难看清，服务员说就是这样了，没有解决方案。', 'star': 3}
{'descr': '酒店服务不错，干净卫生。环境特别安静。整体感觉良好。', 'star': 5}
{'descr': '酒店服务不错，干净卫生。环境特别安静。整体感觉良好。', 'star': 5}
{'descr': '酒店还行、难找了点', 'star': 3}
{'descr': '酒店还行、难找了点', 'star': 3}
{'descr': '这家酒店地理位置不错，但就是在小胡同里面，不是特别好找，从陕西巷这边出来较近，不过离大栅栏、前门大街不是很远，也就是一站地，去各个旅游景点也比较方便，因为地铁站还是相对近一点的，离北京西站也不算远，有多辆公交车能到。房间虽然在地下室，没有窗子，不过卫生比较干净，住着也比较舒适。总体来说，在北京这个地理位置算的话，价钱也算物美价廉了，期待下一次入住。', 'star': 5}
{'descr': '这家酒店地理位置不错，但就是在小胡同里面，不是特别好找，从陕西巷这边出来较近，不过离大栅栏、前门大街不是很远，也就是一站地，去各个旅游景点也比较方便，因为地铁站还是相对近一点的，离北京西站也不算远，有多辆公交车能到。房间虽然在地下室，没有窗子，不过卫生比较干净，住着也比较舒适。总体来说，在北京这个地理位置算的话，价钱也算物美价廉了，期待下一次入住。', 'star': 5}
{'descr': '地理位置不好,虽然网页上说从和平门地铁站只需步行15分钟.但实际大约25分钟,而且我还是属于走的快的人, 三站公交站的路程,,而且在一个胡同里,很不好找.\n\n特价房在地下一楼,虽然房间较大,也有宽带,但是墙壁直掉粉,而且隔音效果特别不好.\n\n虽然价格108不算贵,但考虑到其位置和隔音,我不会作回头客.\n\n', 'star': 1}
{'descr': '地理位置不好,虽然网页上说从和平门地铁站只需步行15分钟.但实际大约25分钟,而且我还是属于走的快的人, 三站公交站的路程,,而且在一个胡同里,很不好找.\n\n特价房在地下一楼,虽然房间较大,也有宽带,但是墙壁直掉粉,而且隔音效果特别不好.\n\n虽然价格108不算贵,但考虑到其位置和隔音,我不会作回头客.\n\n', 'star': 1}
{'descr': '很干净还可以已住过多次', 'star': 3}
{'descr': '很干净还可以已住过多次', 'star': 3}
{'descr': ' 地方有点背', 'star': 3}
{'descr': ' 地方有点背', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '地方太偏僻了，不好找，而且硬件设施简陋，没有换气扇地下室，没有窗子', 'star': 1}
{'descr': '地方太偏僻了，不好找，而且硬件设施简陋，没有换气扇地下室，没有窗子', 'star': 1}
{'descr': '性价比高 出门就是大栅栏  卫生情况良好  推荐', 'star': 5}
{'descr': '性价比高 出门就是大栅栏  卫生情况良好  推荐', 'star': 5}
{'descr': '酒店除了位置有点不太好找，别的都很好，位置在大栅栏里面的胡同里，到虎坊桥湖广会馆听相声很方便，去大栅栏那边逛街也很方便，服务态度也很好，本来我定的是地下的房间，我到店的时候，没有地下的房间了，给我调整到三楼了，价格也没变，房间很好，值得推荐。下回去，还定这个酒店。', 'star': 5}
{'descr': '酒店除了位置有点不太好找，别的都很好，位置在大栅栏里面的胡同里，到虎坊桥湖广会馆听相声很方便，去大栅栏那边逛街也很方便，服务态度也很好，本来我定的是地下的房间，我到店的时候，没有地下的房间了，给我调整到三楼了，价格也没变，房间很好，值得推荐。下回去，还定这个酒店。', 'star': 5}
{'descr': '给朋友订的  她说不错   位置好  环境不错 价格适中', 'star': 5}
{'descr': '给朋友订的  她说不错   位置好  环境不错 价格适中', 'star': 5}
{'descr': ' 都不错，但住的是靠楼梯的307，隔壁不知道什么设备间断的有噪音，再有北京好多酒店没大灯，照明很不好', 'star': 3}
{'descr': ' 都不错，但住的是靠楼梯的307，隔壁不知道什么设备间断的有噪音，再有北京好多酒店没大灯，照明很不好', 'star': 3}
{'descr': '找的时候费了半天劲儿，地理位置有点偏，但附近风景不错!饭店服务也不错!好评!', 'star': 3}
{'descr': '找的时候费了半天劲儿，地理位置有点偏，但附近风景不错!饭店服务也不错!好评!', 'star': 3}
{'descr': '巷子比较不好找,不过这个价格有这样的房子,不是一般的值。', 'star': 3}
{'descr': '巷子比较不好找,不过这个价格有这样的房子,不是一般的值。', 'star': 3}
{'descr': '我己入住飘HOME店,感觉很好!', 'star': 3}
{'descr': '我己入住飘HOME店,感觉很好!', 'star': 3}
{'descr': '太超值了，极力推荐次家酒店，很干净，服务很周到！', 'star': 5}
{'descr': '太超值了，极力推荐次家酒店，很干净，服务很周到！', 'star': 5}
{'descr': '我春节前住过这家酒店，定的是当时88元，地下一层无窗的房间，当时前台服务态度很好，先让我去看房间，我选了一个带小窗户的，虽然是有小窗户，但是地下，阳光也照不进来，但也满足了，房间也很大，两张窗，没有暖气，需要打空调，电视70个台中央北京和省级卫视，卫生间也很干净。这次入住给我留下了好印象。但春节之后这次入住，不但价格从88涨到108（3月起118，周末要138，整整贵了50）但是冲着曾经的好印象，', 'star': 1}
{'descr': '我春节前住过这家酒店，定的是当时88元，地下一层无窗的房间，当时前台服务态度很好，先让我去看房间，我选了一个带小窗户的，虽然是有小窗户，但是地下，阳光也照不进来，但也满足了，房间也很大，两张窗，没有暖气，需要打空调，电视70个台中央北京和省级卫视，卫生间也很干净。这次入住给我留下了好印象。但春节之后这次入住，不但价格从88涨到108（3月起118，周末要138，整整贵了50）但是冲着曾经的好印象，', 'star': 1}
{'descr': '88元的特价房性价比高！酒店的服务人员素质高！', 'star': 5}
{'descr': '88元的特价房性价比高！酒店的服务人员素质高！', 'star': 5}
{'descr': '由于之前也住过好几处飘HOME分店 都还可以 这次也选择了他家。酒店的位置还行 但是找的时候很坎坷 本来是想从和平门溜达着过去就可以了 反正也不着急 就打了酒店的电话问路 结果被前台小姐指错方向走了冤枉路越走越远 最后还是酒店的一位牛人大哥明确告诉的方向 才平安到达 历时半个钟头 不过出行还是很方便的。我这次是住在负一层的128元特价房 打电话的时候好像说负一层的是108 一层的128 但是网站上', 'star': 5}
{'descr': '由于之前也住过好几处飘HOME分店 都还可以 这次也选择了他家。酒店的位置还行 但是找的时候很坎坷 本来是想从和平门溜达着过去就可以了 反正也不着急 就打了酒店的电话问路 结果被前台小姐指错方向走了冤枉路越走越远 最后还是酒店的一位牛人大哥明确告诉的方向 才平安到达 历时半个钟头 不过出行还是很方便的。我这次是住在负一层的128元特价房 打电话的时候好像说负一层的是108 一层的128 但是网站上', 'star': 5}
{'descr': '不咋地，太潮湿了', 'star': 3}
{'descr': '不咋地，太潮湿了', 'star': 3}
{'descr': '酒店的位置还可以，出行很方便。胡同里的小吃很多。酒店的卫生很整洁。我这次是住在负一层的特价房双人间6002，空气通风什么也很好。房间的配置都很到位，卫生间的热水也很热。就是卫生间的地上排水的坡度不好会积水，卫生间冷浴间没有灯不怎么方便。卫生间靠床的一面有点发霉最好油漆做一下整体上就OK了。总之性价比很高，下次去北京还会去的。', 'star': 5}
{'descr': '酒店的位置还可以，出行很方便。胡同里的小吃很多。酒店的卫生很整洁。我这次是住在负一层的特价房双人间6002，空气通风什么也很好。房间的配置都很到位，卫生间的热水也很热。就是卫生间的地上排水的坡度不好会积水，卫生间冷浴间没有灯不怎么方便。卫生间靠床的一面有点发霉最好油漆做一下整体上就OK了。总之性价比很高，下次去北京还会去的。', 'star': 5}
{'descr': '酒店还可以，特价间是地下室，空气不是太流畅，不过性价比还算比较高的', 'star': 5}
{'descr': '酒店还可以，特价间是地下室，空气不是太流畅，不过性价比还算比较高的', 'star': 5}
{'descr': '这个价位还行，就是酒店床下木板有味道，厕所积水，服务态度不错', 'star': 5}
{'descr': '这个价位还行，就是酒店床下木板有味道，厕所积水，服务态度不错', 'star': 5}
{'descr': '还好，对得起这个价，后来热水有点不给力。继续努力。', 'star': 5}
{'descr': '还好，对得起这个价，后来热水有点不给力。继续努力。', 'star': 5}
{'descr': '挺好，我很满意，价格便宜，环境不错，离那也不远', 'star': 5}
{'descr': '挺好，我很满意，价格便宜，环境不错，离那也不远', 'star': 5}
{'descr': ' 酒店的服务很细心周到，有家的感觉。缺点是被子不是一日换，是一人换。', 'star': 3}
{'descr': ' 酒店的服务很细心周到，有家的感觉。缺点是被子不是一日换，是一人换。', 'star': 3}
{'descr': '这家酒店，交通倒还是蛮方便的，就是沐浴的水根本不热，到晚上基本是冷水。。。', 'star': 5}
{'descr': '这家酒店，交通倒还是蛮方便的，就是沐浴的水根本不热，到晚上基本是冷水。。。', 'star': 5}
{'descr': '没有暖气很冷，屋子潮，服务员服务不好。到店各种理由变房间变价格，或者说没收到订单', 'star': 1}
{'descr': '没有暖气很冷，屋子潮，服务员服务不好。到店各种理由变房间变价格，或者说没收到订单', 'star': 1}
{'descr': '旅馆挺干净的,地理位置很好,离前门很近,在胡同里很有感觉。', 'star': 3}
{'descr': '旅馆挺干净的,地理位置很好,离前门很近,在胡同里很有感觉。', 'star': 3}
{'descr': '订的是88元特价房，\n缺点是空调时停时转，地下室过道有点霉味\n优点就是交通方便，价格还算便宜', 'star': 5}
{'descr': '订的是88元特价房，\n缺点是空调时停时转，地下室过道有点霉味\n优点就是交通方便，价格还算便宜', 'star': 5}
{'descr': '处在大栅栏中心，是感受老北京胡同文化不错的地方，步行到前门、琉璃厂都很近，天安门也可以步行~~感觉还不错，就是冬天有点点冷，店员给加了被子，总体还好吧。', 'star': 5}
{'descr': '处在大栅栏中心，是感受老北京胡同文化不错的地方，步行到前门、琉璃厂都很近，天安门也可以步行~~感觉还不错，就是冬天有点点冷，店员给加了被子，总体还好吧。', 'star': 5}
{'descr': '1.不太好找。从和平门下地铁沿着南新华街走到一个卖寿山石的地方左转进去才找到。大概走二十五分钟。\n2.住的地方还可以。88特价的房间，原来是地下室的房间。还好有个小窗户，能透透气。\n3.床睡着不舒服，能试出来弹簧。\n4.这个地段这个价格，应该说性价比还可以吧。定的时候不知道是地下室。要知道就选一楼或者二楼的了。\n5.离着前门大栅栏很近，走路大概八分钟。\n', 'star': 5}
{'descr': '1.不太好找。从和平门下地铁沿着南新华街走到一个卖寿山石的地方左转进去才找到。大概走二十五分钟。\n2.住的地方还可以。88特价的房间，原来是地下室的房间。还好有个小窗户，能透透气。\n3.床睡着不舒服，能试出来弹簧。\n4.这个地段这个价格，应该说性价比还可以吧。定的时候不知道是地下室。要知道就选一楼或者二楼的了。\n5.离着前门大栅栏很近，走路大概八分钟。\n', 'star': 5}
{'descr': '我们住的特价房  性价比很高  就是地下室有点潮  可以理解', 'star': 5}
{'descr': '我们住的特价房  性价比很高  就是地下室有点潮  可以理解', 'star': 5}
{'descr': '住的特价房，很干净，就是稍微有点小。总的来说还是不错的！', 'star': 5}
{'descr': '住的特价房，很干净，就是稍微有点小。总的来说还是不错的！', 'star': 5}
{'descr': '这个宾馆居然把我们预订好的房间订给别人了，可恶～', 'star': 3}
{'descr': '这个宾馆居然把我们预订好的房间订给别人了，可恶～', 'star': 3}
{'descr': '  环境挺好 就是刚下地铁时 不容易找到  说是前门店 其时离和平门更近', 'star': 3}
{'descr': '  环境挺好 就是刚下地铁时 不容易找到  说是前门店 其时离和平门更近', 'star': 3}
{'descr': '第一次去会会找比较久一点，请三轮车的师傅载会快很多，因为在胡同内很难找，房间挺大的，虽然有点旧，但也还行，如果房间的水可以在热点就更好了。', 'star': 5}
{'descr': '第一次去会会找比较久一点，请三轮车的师傅载会快很多，因为在胡同内很难找，房间挺大的，虽然有点旧，但也还行，如果房间的水可以在热点就更好了。', 'star': 5}
{'descr': '刚去的时候确实还蛮难找的，过去的时候也有六七点了，打电话问服务台，附近的一些建筑她们好像也不太熟悉，所以打电话也没找到，后来买了水果顺便问了卖水果的才找到。订的是88元半地下的特价房，可能淡季，给我们升级住了一楼的房间，对于88元的房间已经算可以了，每天也有人打扫房间，只是被子没有换。总之住几天还是可以的，还是会推荐的。', 'star': 5}
{'descr': '刚去的时候确实还蛮难找的，过去的时候也有六七点了，打电话问服务台，附近的一些建筑她们好像也不太熟悉，所以打电话也没找到，后来买了水果顺便问了卖水果的才找到。订的是88元半地下的特价房，可能淡季，给我们升级住了一楼的房间，对于88元的房间已经算可以了，每天也有人打扫房间，只是被子没有换。总之住几天还是可以的，还是会推荐的。', 'star': 5}
{'descr': '设施齐全，干净整洁，就是我们晚上去的，有点不太好找～总体来说很不错喔～', 'star': 3}
{'descr': '设施齐全，干净整洁，就是我们晚上去的，有点不太好找～总体来说很不错喔～', 'star': 3}
{'descr': '简单化格局挺舒服的', 'star': 3}
{'descr': '简单化格局挺舒服的', 'star': 3}
{'descr': '在小胡同內，位置尚可，不過離地鐵站有點距離，周邊頗為熱鬧，吃東西也方便。房間環境還不錯，就是網路端點有些問題，後來技術人員找了備用端點及長網線解決障礙。缺點是：只要有其他住戶使用P2P下載程序，網路便難以使用，嚴重損害其他住戶權益，且退房時前臺不能協助叫車，很不方便。', 'star': 5}
{'descr': '在小胡同內，位置尚可，不過離地鐵站有點距離，周邊頗為熱鬧，吃東西也方便。房間環境還不錯，就是網路端點有些問題，後來技術人員找了備用端點及長網線解決障礙。缺點是：只要有其他住戶使用P2P下載程序，網路便難以使用，嚴重損害其他住戶權益，且退房時前臺不能協助叫車，很不方便。', 'star': 5}
{'descr': '酒店不错 房间挺大 配套设施也很齐全 店员态度很好 我们来那天还给升级了房间 也没有加太多钱 床很软 住的很舒服 位置其实也还算好找 没那么旮旯 除了隔音有点不好外（也没有太吵） 感觉还不错', 'star': 5}
{'descr': '酒店不错 房间挺大 配套设施也很齐全 店员态度很好 我们来那天还给升级了房间 也没有加太多钱 床很软 住的很舒服 位置其实也还算好找 没那么旮旯 除了隔音有点不好外（也没有太吵） 感觉还不错', 'star': 5}
{'descr': '挺好的，比我想象的要好得多，干净明亮，就是热水不怎么好用，呵呵！', 'star': 5}
{'descr': '挺好的，比我想象的要好得多，干净明亮，就是热水不怎么好用，呵呵！', 'star': 5}
{'descr': '便宜 环境也不错                     交通也很方便          ', 'star': 5}
{'descr': '便宜 环境也不错                     交通也很方便          ', 'star': 5}
{'descr': ' 酒店挺安静的 隔壁饭店也不错', 'star': 3}
{'descr': '这时第一次住速8酒店，感觉环境不错，服务也很好，以后会再次入住。', 'star': 5}
{'descr': '酒店干净 还是很舒服的 边上稍微好点的吃饭的地方不多 有家超市', 'star': 5}
{'descr': '交通方便 房间也算干净 洗浴间各种设施不错。 缺点是外面比较吵。 即使有两层玻璃也不顶事。', 'star': 5}
{'descr': '服务很周道 很不错 能够便捷的提供所需要的服务', 'star': 5}
{'descr': '第一次入住，感觉不错，不吵闹，服务不错，会推荐给朋友们！', 'star': 5}
{'descr': '房间很宽敞，硬件设施齐全，服务周到热情，出行很方便', 'star': 5}
{'descr': '房间里很干净，服务很好，周边环境不错，超市都有，购物方便，服务员都是随叫随到的，住着很舒服', 'star': 5}
{'descr': '房间空间大，很宽敞，硬件设施很齐全，房间隔音效果很好，卫生干净，附近出行很方便，打车座公交都可以，性价比不错', 'star': 5}
{'descr': '房间布置的很简约，还可以上网，卫生条件很好，打扫的很干净。', 'star': 5}
{'descr': '走廊竟然是开放式的，冷得要死。我住的房间桌子上还有灰。', 'star': 5}
{'descr': '酒店的整体不错，无论是环境呀、服务呀都很好，性价比可以', 'star': 3}
{'descr': '感觉酒店一般，卫生服务还可以，价格也可以接受', 'star': 5}
{'descr': '这个酒店绝对不会再住下一次，服务台在退房前的半夜给客房打电话要求再交纳押金，从来没有遇到这种情况！！！！\r\n酒店的床上有蜘蛛！！！！ 不相信的可以去试住，愿意体会蜘蛛在床上的感觉，推荐去这家酒店！', 'star': 1}
