{'短评内容': '非常不错的地方，就在天坛公园，非常不错', '短评打分': 5}
{'短评内容': '挺好的！住了一个星期！干净交通方便！以后应该还会住那里！', '短评打分': 5}
{'短评内容': '性价比高，位置比较好找，附近不少吃饭的地方。房间一般，但是短期停留还是不错的，前台小妹服务不错。', '短评打分': 5}
{'短评内容': '对来旅游的人来说还是很有优势的，地理位置不错，性价比高，环境和服务都可以！', '短评打分': 5}
{'短评内容': '卫生挺干净，态度也很好！设备有点老！', '短评打分': 3}
{'短评内容': '环境还不错，周边吃饭，还比较方便，下次准备还准备住这里', '短评打分': 5}
{'短评内容': '位置不错，房间很干净。前提服务不错。总体比较满意，希望下次入住时能有更好的体验。', '短评打分': 5}
{'短评内容': '订了2间，去的当天特价房没有了，免费升级到商务房带电脑的，电脑显示屏是与电视一体的那种。可惜我住的那间可以看电视就不能上网，上了网就不能看电视。线的问题修了几次也没修好。环境还好，很安静。交通还很方便出门步行五分钟就是公交法华寺站，十分钟就到地铁天坛东站。就是觉得五号线什么时候都有很多人，好挤。', '短评打分': 5}
{'短评内容': '我是看到大家对这家酒店的点评才订的，入住后感觉不错，吃住行都很方便，是旅游入住的好地方', '短评打分': 5}
{'短评内容': '酒店很干净，环境也很好，价格也便宜，值得推荐。', '短评打分': 5}
{'短评内容': '总体还好，叫是隔音效果不是很好', '短评打分': 3}
{'短评内容': '一般吧，就是床小了点，位置还不错，周围有吃有喝，停车方便。', '短评打分': 1}
{'短评内容': ' 酒店房间还可以，满干净的。就是暖气开着有点干。', '短评打分': 3}
{'短评内容': '交通方便服务满意', '短评打分': 3}
{'短评内容': '离地铁站很近，酒店干净，服务员态度好，价格也不贵，推荐。', '短评打分': 5}
{'短评内容': '前台服务不错、是真不错！！！房间宽敞！赞一下！', '短评打分': 5}
{'短评内容': '我是看见点评才选的这家宾馆...住啦才知道实际的情况和网上点评一样...比如卫生啊、服务啊、交通啊、都比较不错...、前台的服务不错....尤其是前台的男孩们服务相当好...卫生什么都挺好的...这次住的非常愉快...要有机会还会再来的...', '短评打分': 5}
{'短评内容': '我总结啦一下君安宾馆，有几大优势！1服务好，消费肯定想找个服务好的.2位置好，公交地铁特别近。3卫生干净’花钱了肯定想找家干净的花啦钱心里也舒服啊！4宽带，晚上空闲想下载个什么东西也特别快！5君安宾馆大厅还可以代卖火车票、飞机票.相当到位！不错下次还入住君安宾馆！', '短评打分': 5}
{'短评内容': '前台的服务非常热情、耐心。卫生也比较干净，地理位置也不错，公交地铁，极力推荐此宾馆...', '短评打分': 5}
{'短评内容': '地理位置十分优越，出门就是地铁。尤其是服务相当的好！热情耐心。。。。房间也挺大的暖风热水效果都挺好！还有京城一日游车到宾馆来接，挺方便的....真的是物超所值！', '短评打分': 5}
{'短评内容': '这件宾馆挺好的，闹中取静，交通方便。服务周到', '短评打分': 5}
{'短评内容': '房间干净整洁。服务也很热情。外出也很方便，离车站和地铁都很近，还有麦当劳和肯德基', '短评打分': 5}
{'短评内容': '酒店交通位置不错，周边有地铁和多条公交线路，管理也还可以，性价比还比较高', '短评打分': 5}
{'短评内容': '周边吃饭还可以。。房间安静。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '好很好非常好', '短评打分': 3}
{'短评内容': '交通还算方便，房型老了一点，就是开发票时机器坏了，还用挂号信邮寄', '短评打分': 5}
{'短评内容': '床比较大，淋雨比较舒服，就是水温偶尔不是很稳定。浴巾该换新的了', '短评打分': 5}
{'短评内容': '室内环境不错服务员态度很好。', '短评打分': 3}
{'短评内容': '地理位置不错，交通方便。但装修太陈旧，而且早晨没有热水，11月了只能洗冷水澡。\n\n', '短评打分': 1}
{'短评内容': '地理位置很不多，就在天坛公园的东门，那里也也有个地铁站，就叫天坛东门站，不行至地铁站就5分钟路程。旅店周边环境一般，没有百货商场，倒是有个很大的珠宝商场。\n旅店整体不错，但对有一定洁癖的访客，不建议入住。', '短评打分': 5}
{'短评内容': '  房间小  卫生也不怎么好   服务还行   但不推荐', '短评打分': 3}
{'短评内容': '只是设备设施比较陈旧，预定的商务大床，后来服务员与我沟通，给我更换的商务标间，怎么感觉都不像商务标间，普通标间还差不多，感觉被晃了', '短评打分': 5}
{'短评内容': '，卫生差，设施陈旧，很古老的宾馆。', '短评打分': 3}
{'短评内容': '接机的师傅很负责，很认真。虽然有点吵，但适合赶早班航班的人', '短评打分': 5}
{'短评内容': '酒店位置和外部装饰还可以，但房间内部装修较为陈旧，总台服务的工作人员态度很好。房间价格比其他经济型酒店略低，对工薪阶层、旅游者、访亲拜友者一般还可以承受，要是学生可能会觉得略微有点贵。', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '入住了。', '短评打分': 3}
{'短评内容': '干净， 安静， 服务也不错， 订的特价房，去时没有了， 免费换到了标准间，地理位置很好，地铁、公交、景点和餐饮都比较全。\n下次还会住。', '短评打分': 5}
{'短评内容': '还好，卫生佳，水力大，热水充足，三人房的性价比还可以，房间干净！空调效果可以……。建议把客房的灯修好再设ok房，', '短评打分': 5}
{'短评内容': '交通还是很方便出门久游地铁公交车站，到市中心也就5公里左右。就是卫生间实在太小，转身很难受。房间还算干净，服务态度不错。适合旅游住宿', '短评打分': 5}
{'短评内容': '服务不错，第一天住的特价标间但是门有问题于是住了一个晚上向前台反映后，前台免费给升级成了楼上的商务标间。厕所还有环境都十分舒适。离地铁近，交通很方便。旁边就是红桥市场，平时可以出去那转转。', '短评打分': 5}
{'短评内容': '地铁天坛东门站下，东北或西北口出，向北走到大路口左转走到头街道办事处楼既是，交通方便，这个价位的设施较好，性价比高，服务态度一流', '短评打分': 5}
{'短评内容': '己入住417房', '短评打分': 3}
{'短评内容': '有点失望,服务不错,但是设施太旧,价格也不低.离天坛还比较近.', '短评打分': 1}
{'短评内容': '这个宾馆，房间太小，很拥挤，不过交通还算方便，旁边有地铁、公交', '短评打分': 5}
{'短评内容': '房间大 ， 服务好， 两个建议： 厕所灯太暗了、另外就是房间床单微脏 = =', '短评打分': 5}
{'短评内容': '这家酒店还可以，就是没有引路的招牌，我们下了地铁，不知道怎么走，其它的还可以', '短评打分': 5}
{'短评内容': '总体感觉不错，就是家具设施有点旧。推荐一下，下次还回住', '短评打分': 5}
{'短评内容': '三人间整体环境不错，价格适中。距离地铁稍远了些。', '短评打分': 5}
{'短评内容': '整体环境不错，价格适中。距离地铁稍远了些。', '短评打分': 5}
{'短评内容': '地理交通方便，设施一般，价格偏高，服务蛮好房间太小。', '短评打分': 5}
{'短评内容': '交通方便离地铁很近，房间很整洁，服务态度很好。', '短评打分': 5}
{'短评内容': '为了天坛公园才入住的，在北京这种价位住的差也没啥可抱怨的，有钱的朋友还是别来了。', '短评打分': 1}
{'短评内容': '交通比较方便\n服务也还不错\n特价房的性价比还可以', '短评打分': 5}
{'短评内容': '总体来说还行！\n房间干净！空调效果可以！\n就是厕所小了点！不太方便！', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '我经常住\n有空房时，老客户还会免费升级\n交通挺方便的', '短评打分': 5}
{'短评内容': '交通挺方便的，服务也还不错\n二环内这个价格比较难找到', '短评打分': 5}
{'短评内容': '性价比非常高，特价房不到200元，紧靠天坛\n交通还可以，5号地铁边上', '短评打分': 5}
{'短评内容': '前台服务员在推荐几日游的旅行时很是热情，所以我3分钟不到就付款给前台；可是当我旅游前一晚问明天旅行安排时，却被告知旅行团里名单里没有我，前台没有任何我付款的凭证。在我拿出我手里的旅行团的签单凭证，经过一番激烈的讨论后，前台服务人员才极不耐烦的承认把我的情况给忘了------请问你们每天不核对旅行兑账单吗？为什么不提前跟旅行社联系并安排第二天的旅游？介绍签单时的热情哪里去了？？？', '短评打分': 1}
{'短评内容': '环境一般，服务一般，服务态度一般！我们住的是三人房每天给我们的洗漱用品是两个，有时竟然不给。', '短评打分': 5}
{'短评内容': '差，差，差，差，差，差，差，差，差，差，差，差，差，差，差，差', '短评打分': 1}
{'短评内容': '房间从大床房升级到标准间，空间比较大，附近交通便利。前台还挺热情，卫生条件中上吧，总之还可以。', '短评打分': 5}
{'短评内容': '地点旺中带静，交通便利，虽然里面设施较旧，但房间整洁和明亮，价格实惠，值得推荐。', '短评打分': 5}
{'短评内容': '宾馆位置不错，卫生条件也还可以。', '短评打分': 3}
{'短评内容': '酒店不怎么漂亮,在老城区吧,只是离旅游点近,方便', '短评打分': 5}
{'短评内容': '我觉得这家宾馆还行呀 和其他的没什么区别', '短评打分': 5}
{'短评内容': '酒店的服务不够热情，我们入住三位客人总是放二人的毛巾。每次回来都要打电话要毛巾一直到我退房', '短评打分': 1}
{'短评内容': '总的来说还算交通方便，至少占了一个旅游景点“天坛”，去北京市中心的交通也方便，附近就有公交站。不过第一天入住的时候早上到的北京，前台某姑娘依旧说，特价房没有腾出来，可以加20元升级，就可以马上入住了，我因为看了网友的介绍，知道有猫腻，坚持没有住，把行李寄存在前台，去天坛玩了一圈，回来时候正好12点，前台给我办了入住说免费带我升级了。房间里面的设施有点陈旧，床单上有小破洞，烧水的壶好像要散了架。花洒', '短评打分': 5}
{'短评内容': '订的是198元的特价标间，房间很宽敞，窗户也很大，虽然是在二楼，但是环境很好，不会吵，住得挺舒服的', '短评打分': 5}
{'短评内容': '交通方便，卫生、安静、服务好、性价比较高。', '短评打分': 5}
{'短评内容': '房间比较大，服务好，总体性价比比较高……', '短评打分': 5}
{'短评内容': '房间相对比较大，服务好，性价比总体比较高\n', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '还不错哦，很干净，比较居家，酒店位置不错', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '很值', '短评打分': 3}
{'短评内容': '北京服务最差酒店！\r\n我是5月20日入住，最差理由\r\n一。预订的大床，给的却是双床，而且交钱之前不告诉我。\r\n二。无赖酒店，收完钱就不退，因为床型不符要求退房，收完钱就不给退。\r\n三。服务员背后说客人坏话，这是最不能让人忍受的，建议希望被说坏话的请选择君安\r\n四。无赖酒店，对客人冷嘲热讽，还动手打人。已经报警110.不排除向崇文法院起诉\r\n五。酒店设置差，安全隐患突出。特价房马桶居然是漏水的，而且', '短评打分': 1}
{'短评内容': '标准三星级，房间大，干净。前台服务也非常好。', '短评打分': 3}
{'短评内容': 'not so good. only good thing is access to downtown.', '短评打分': 1}
{'短评内容': '很惊喜！~因为有事，当天晚上才入住的，环境不错，地理位置很好，去哪儿都很方便。房间里很干净，客房服务也很到位。有机会还要再住这个酒店', '短评打分': 5}
{'短评内容': '还不错位置很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '服务和卫生还可以，条件没有网上看的照片好，离地铁不远，性价比还算好。', '短评打分': 5}
{'短评内容': '还不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '君安宾馆  第2次住嘞  房间很干净  服务很好！！！', '短评打分': 5}
{'短评内容': '队酒店的价格及服务基本满意吧 总体感觉一般般', '短评打分': 1}
{'短评内容': '总体来说不错  就是有时候洗澡水忽冷忽热 不太稳定 还有下雨的时候电视没信号其他没什么了  服务也很热情 很不错', '短评打分': 5}
{'短评内容': '？还可以吧 房间一般 ', '短评打分': 3}
{'短评内容': '挺好的，很干净房间很大！以后去北京我应该还会订君安宾馆！', '短评打分': 5}
{'短评内容': '配套较老的一家宾馆，房价和设施挂钩，不介意的可以住，交通方便，距离地铁步行5分钟，距离公交站步行3分钟，距离新世界购物中心两站地！', '短评打分': 3}
{'短评内容': '服务态度不错，东西太旧，毛巾旧成灰色还有洗不掉的大片黄色污渍，房价不高，不在意的话还是可以的！', '短评打分': 3}
{'短评内容': '是第二次住了，虽然陈设旧了点，但交通环境和服务都不错，晚上挺安静的，一百多元的房价性价比挺高，值得推荐！', '短评打分': 3}
{'短评内容': '很好很干净，服务热情，下次还选择这里，推荐一下。', '短评打分': 5}
{'短评内容': '我是从网上订的，但是在预定时间之前到了还是没把我订的房间留给我。最后给我了一个三人间真是脏而且浴巾都想破抹布一样吓人！应该不会再去了。', '短评打分': 1}
{'短评内容': '条件一般，价格较合适。', '短评打分': 3}
{'短评内容': '除了位置有点不是特别好找以外，别的一切都很好', '短评打分': 5}
{'短评内容': '交通很方便，价格也比较合理。环境一般，房间还行，有衣柜什么的，就是设施感觉有点旧。不过出去玩主要在交通方便就好', '短评打分': 5}
{'短评内容': '交通方面很是方便的一个酒店，卫生清洁，服务员态度挺好的。', '短评打分': 5}
{'短评内容': '3月21日入住的这家宾馆，酒店靠近天坛，房间设施一般，但卫浴设施还不错，服务态度也不错，但我入住的是第1层房间，这个感觉很不好。整体来讲，128元的价位还是可以接受的。', '短评打分': 5}
{'短评内容': '卫生环境不错，挺幽静的。一开始订房间时他们那边出了点问题没有定上，后来改的房间价格略有上升，不过还可以接受。整体比较满意。', '短评打分': 5}
{'短评内容': '在北京来说，这个价位的还算是很不错了，地理位置也还行，虽然没地铁，但是离崇文门也很近，还是值得住的', '短评打分': 5}
{'短评内容': '很好很满意都是第二次入住了很经济实惠的酒店下次还会入住的', '短评打分': 5}
{'短评内容': '还好吧，服务好，房间干净，不冷，位置好，容易找，价格可以接受', '短评打分': 5}
{'短评内容': '卫生稍差一些 不过总体还算可以 算是经济型  酒店周边交通也比较便利  美食 购物 也应有尽有', '短评打分': 5}
{'短评内容': '入住109 \r\n基本条件尚可  设置陈旧  一般', '短评打分': 3}
{'短评内容': '君安宾馆服务不错~  床很大  设施也还行', '短评打分': 5}
{'短评内容': '挺不错的 住的商务房 离天坛东门地铁特别近~', '短评打分': 5}
{'短评内容': '给力的性价比', '短评打分': 3}
{'短评内容': '服务员很开朗热情，酒店干净，交通方便。总体而言性价比高。', '短评打分': 5}
{'短评内容': '已经第二次入住了很满意下次还会入住很满意很好', '短评打分': 5}
{'短评内容': '很好找，就在红桥市场边上。早餐有点贵，服务好，特别是客房清洁人员，而且有礼貌。电梯不错，很多老外入住。安静，公交方便，离天坛近。就是外出超市购物和吃饭不方便。总体来说，性价比可以。', '短评打分': 5}
{'短评内容': '挺不错的，一切结好。就是感觉定了什么房，到了都说没有，要加钱升级，不过20块钱还是不错的', '短评打分': 5}
{'短评内容': '总体还不错，服务也不错，位置还可以，就是设施有点陈旧。', '短评打分': 5}
{'短评内容': '很不错啊，位置就在5号线的天坛东门A2口出门走一会就到了。由于定的房间满了。商家免费给我升级了房型。真的很不错。', '短评打分': 5}
{'短评内容': '酒店位置不错，很容易就找到了，比预想要好找很多，特价标间有窗户，还不错，入住率不算高，晚上很安静，前台服务还不错，值得下次光临', '短评打分': 5}
{'短评内容': '整洁干净，浴室没有地巾，前台女服务员温柔美丽', '短评打分': 5}
{'短评内容': '环境不错，挺宽敞，干净，地方也安静，门口不很好找', '短评打分': 5}
{'短评内容': '还可以，就是洗澡水有时忽冷忽热！晚上很静！', '短评打分': 5}
{'短评内容': '老公回来说我订的酒店不错.以后还从这里订', '短评打分': 5}
{'短评内容': '空间大，设施稍旧，但是很干净。晚上也比较安静，总体感觉不错。', '短评打分': 5}
{'短评内容': '性价比高，很值得一住，服务也很好，一定会再来', '短评打分': 5}
{'短评内容': '比较经济，卫生也还行，床有些老化了，周边有点偏，吃饭啥的不太方便', '短评打分': 5}
{'短评内容': '酒店位置优越，交通便利，酒店服务员的态度非常好。', '短评打分': 5}
{'短评内容': '还好，就是有点远，但总体感觉还是不错的。', '短评打分': 5}
{'短评内容': '位置还可以 公交法华寺站 100m以内 卫生良好 总体印象比较不错', '短评打分': 5}
{'短评内容': '下次还会去的。。。\n在网上订的 特价房 \n很划算\n里天坛公园很近。。。。。。。。', '短评打分': 5}
{'短评内容': '很好的 。。。。。\n环境很好。。。。\n  暖气很给力、  住了3天  地理位子很好额', '短评打分': 5}
{'短评内容': '服务人员态度极好！位置也不错！强力推荐，评价请见谅！', '短评打分': 5}
{'短评内容': '地方很不错，只是我夜里十一点入住的，第二天中午前就必须退房，有点想不通。建议像我们那二十四小时制。', '短评打分': 5}
{'短评内容': '继第一次在网上预订了99元的特价标间并且入住后，得到了同行好友的好评，并推荐给了其他人，房间很干净，出行也比较方便，有公交到达王府井、天桥等地，附近也有一些吃饭的快餐店，房间供暖充足，热水供应也蛮好的。值得一住，不过好像特价99元的标间活动已经结束了。没有那么便宜的了，110块钱左右。', '短评打分': 5}
{'短评内容': '设施虽然有点老旧，但是房间规格和用品摆设是标准的3星级酒店，安静，舒适，很干净，就是床垫邮点薄，其他得很好！', '短评打分': 5}
{'短评内容': '这个酒店真的不错，设施很全，也很干净，前台的服务也特别细心还把我预定的特价房免费改成了商务间，真的不错！！！', '短评打分': 5}
{'短评内容': '房间很好，很舒服，就是离西站远，而且周围没什么吃的地方。', '短评打分': 3}
{'短评内容': '很不错  服务态度很好  相对于它的价位很合算', '短评打分': 5}
{'短评内容': '房间面积太小，那个标间卧室和卫生间一样大，估计总面积不超过8平米，真的是体会到北京房价之高啊！！第二天马上换宾馆了。', '短评打分': 1}
{'短评内容': '酒店挺好,干净,整洁,卫生.;下次去的话还会去的', '短评打分': 5}
{'短评内容': '性价比还可以，也不算太偏，环境差了点,购物要走很远', '短评打分': 5}
{'短评内容': '整个楼都弥漫一股霉味，房间里也有味道，而且房间里面的设施都太陈旧了，床就是在床垫子上面铺了一层特别薄的布，透过去都能清楚的看清床垫子。。。感觉很不好，出水忽冷忽热，价格是很便宜，要是预算多一点的话不推荐这家酒店', '短评打分': 1}
{'短评内容': '很干净，在北京算是性价比很高的了，周围交通便利，下次来还会住', '短评打分': 5}
{'短评内容': '厕所的门是烂的 卫生间较小 床头的插头是坏的 落地灯不亮', '短评打分': 1}
{'短评内容': '君安酒店不错，卫生服务都很好，交通方便。', '短评打分': 3}
{'短评内容': '酒店的中央空调很暖和,洗澡是24小时热水,卫生也挺不错的,总之非常满意!', '短评打分': 3}
{'短评内容': '酒店的地理位置优越，服务态度好。房间干净，温暖。不错的选择。', '短评打分': 5}
{'短评内容': '还可以。距离秀水街挺近的，可以逛街，地铁也很方便。', '短评打分': 5}
{'短评内容': '很一般，位置还不错，就是房间太老了，而且我觉得很冷......', '短评打分': 1}
{'短评内容': '宾馆环境好。前台服务更是好！推荐这家酒店的入住！', '短评打分': 5}
{'短评内容': '房间太小。', '短评打分': 3}
{'短评内容': '服务态度好，价格公道。房间舒适，设备齐全。', '短评打分': 5}
{'短评内容': '很好。干净卫生。位置方便。会向我的朋友推荐这家酒店。', '短评打分': 5}
{'短评内容': '虽然是那种国营老三星的水准， 房间电视小，柜子也上年纪了，但是住的99元特价房，还是有性价比的，而且里面还有网线， 热水洗澡也不错就是小一些。 99元看一天电视 上半天网，也值了。  \n第一天去前台MM 说特价房特别差，推荐我们128标间住，但是第二天换成特价房，感觉到比标间好， 还是不能信服务员推荐···', '短评打分': 5}
{'短评内容': '还行  不过酒店下面有个火车票售票点 这点挺好的', '短评打分': 5}
{'短评内容': '去的时候前台说特价房靠近公共卫生间，比较吵，可以加20元换成商务间，问是否加钱。我心想反正也就一两天就说不用了，结果前台给免费升级成了商务间，估计是特价房已经满了。大家下次也要小心，不过房间总体来说很不错，还有保险柜，热水也很给力、', '短评打分': 5}
{'短评内容': '原来订的99元房间没有了，后来升级到普通标准间，120元。房间还可以，床头灯不亮，浴室一般，第二天早上没有热水，没洗成澡。总的来说条件一般吧。', '短评打分': 5}
{'短评内容': '服务还可以 就是没大床 或许有大床 但是没住过 预定上是有 但是住不上', '短评打分': 5}
{'短评内容': '服务不错！房间空间很大！可惜卫生间比较小！设备比较陈旧，但是很实用！隔音不错！\n性价比很高！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '卫生很好，接待很热情态度很好，房间有些冷，冬天应该给厚的拖鞋，空调不好，应该换了，其它都很好，下次有机会还会来。', '短评打分': 3}
{'短评内容': '酒店环境不错!99元特价房还是比较值的！', '短评打分': 5}
{'短评内容': '环境、卫生都很不错，最主要的还是服务好。把一切都和我讲的明明白白。临走送我一张会员卡。下次还去', '短评打分': 5}
{'短评内容': '价格优惠，位置好，地铁和公交都很方便，服务周到，热水很足', '短评打分': 5}
{'短评内容': '到店后，服务员会推荐多20元的房间，会说原订的有多么多么不好', '短评打分': 5}
{'短评内容': '服务还不错 就是99元没大床 希望能多增加一些大床房型 不然一个人住标准间是浪费啊。淋浴间的门推不动 不是滚轴的所以被水浇的时间长了就拉不动了 可以看出淋浴门的玻璃没怎么擦 ', '短评打分': 5}
{'短评内容': '条件还可以,房间也很大,以后有机会还会来.', '短评打分': 5}
{'短评内容': '挺好的，而且99元的价位真是超值了，本来说要想看房，前台有点凶地说这已经是免费给升级的房间了，所以就直接入住了，各项都挺好的，就是门有点坏了，而且浴室没有凉拖，前台说不提供凉拖，光着脚丫子在冰冷的浴室冲澡，有点不爽。还会入住这家宾馆。', '短评打分': 5}
{'短评内容': '服务态度很好~商务大床房大是大，但是有点空旷、、总体不错~', '短评打分': 5}
{'短评内容': '交通很方便，最多5分钟就能到地铁。步行往北走，也就15分钟就能到新天地，购物也不错，晚上吃完饭去转转挺好。\n关于宾馆，网上说有99的特价房，条件稍差一点，带卫生间但是不能洗澡，正常标间188，稍贵。三人间228，还可以，房间条件很好的，也很暖和。。晚上也很安静（我们住的6楼，地下几层不知道），总的来说还可以。。。。', '短评打分': 5}
{'短评内容': '性价比很高，离地铁也很近，周围餐饮较多，值得一住', '短评打分': 5}
{'短评内容': '交通便利，服务态度也很好，免费升级到标准间了，很暖和', '短评打分': 3}
{'短评内容': '凑合着吧，让我加了20', '短评打分': 3}
{'短评内容': '＋步行到瓷器口十五分钟，附近吃饭的地方也比较多，加钱住的标间，比较宽敞，暖和，条件不错。', '短评打分': 3}
