{'descr': '很好', 'star': 5}
{'descr': '性价比蛮好的，不过酒店不给存包...而且在马路旁，却是有时候比较吵...但是这个价位，舒适整洁，值拉', 'star': 5}
{'descr': '还不错，挺干净的~就是去的时候已经没有我要订的房间了，换了别的房型', 'star': 5}
{'descr': '还不错，挺干净的~就是去的时候已经没有我要订的房间了，换了别的房型', 'star': 5}
{'descr': '我很快乐！', 'star': 3}
{'descr': '我很快乐！', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '很不错哦，高低铺超舒服的，床垫也很软，桌子也够大，厕所也不小', 'star': 5}
{'descr': '很不错哦，高低铺超舒服的，床垫也很软，桌子也够大，厕所也不小', 'star': 5}
{'descr': '房间很小，还算干净，床虽然很小，但比较舒服。', 'star': 5}
{'descr': '房间很小，还算干净，床虽然很小，但比较舒服。', 'star': 5}
{'descr': '环境交通都不错 下次还会再去 前台的白衬衣小姐真心很漂亮', 'star': 5}
{'descr': '房间非常小，但比较干净，价格便宜，但是靠近马路，实在是太吵了。', 'star': 1}
{'descr': '房间非常小，但比较干净，价格便宜，但是靠近马路，实在是太吵了。', 'star': 1}
{'descr': '前台灯光昏暗，感觉象进了路边旅社，烧水器居然是坏的，没电话，卫生间也没门。', 'star': 3}
{'descr': '最近几次去  安排的都是靠马路的房间  根本无法入睡', 'star': 1}
{'descr': '最近几次去  安排的都是靠马路的房间  根本无法入睡', 'star': 1}
{'descr': '现在去上海经常去这个酒店了  其他方面都很好    就是没有洗漱用品不方便   自动购物的商品也很少  幸亏旁边有个便利店', 'star': 1}
{'descr': '现在去上海经常去这个酒店了  其他方面都很好    就是没有洗漱用品不方便   自动购物的商品也很少  幸亏旁边有个便利店', 'star': 1}
{'descr': '很不错…很满意。', 'star': 3}
{'descr': '很不错…很满意。', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '酒店在果个里大街\n离奋斗很近\n门面不大\n环境还行  房间小  没凳子\n总体 还可以', 'star': 5}
{'descr': '环境不错交通方便', 'star': 3}
{'descr': '环境不错交通方便', 'star': 3}
{'descr': '环境很一般，至少没有南京的汉庭海友好。房间空调不能开，没有拖鞋。', 'star': 3}
{'descr': '环境很一般，至少没有南京的汉庭海友好。房间空调不能开，没有拖鞋。', 'star': 3}
{'descr': '环境还好，就是隔音效果欠佳', 'star': 3}
{'descr': '环境还好，就是隔音效果欠佳', 'star': 3}
{'descr': '房间靠近马路，晚上超级吵，根本无法入睡，房间也没有人管，出门前什么样，回来还是什么样，没有人打扫。', 'star': 1}
{'descr': '房间靠近马路，晚上超级吵，根本无法入睡，房间也没有人管，出门前什么样，回来还是什么样，没有人打扫。', 'star': 1}
{'descr': '名副其实的客栈，拖鞋都没有', 'star': 3}
{'descr': '名副其实的客栈，拖鞋都没有', 'star': 3}
{'descr': '房间很小，晚上很吵，去陆家嘴方向坐车很不方便，大概有一站路要走。', 'star': 1}
{'descr': '房间很小，晚上很吵，去陆家嘴方向坐车很不方便，大概有一站路要走。', 'star': 1}
{'descr': '挺不错的\n就是晚上不知道是什么机器在响，排风扇还是烘干机？我也不知道是什么，反正不是我房里的开关能控制的。\n有一点不好的就是不能寄存包裹！！ 12点退房，续到4点好像是半天房费，续到4点以后就是全天房费了', 'star': 5}
{'descr': '挺不错的\n就是晚上不知道是什么机器在响，排风扇还是烘干机？我也不知道是什么，反正不是我房里的开关能控制的。\n有一点不好的就是不能寄存包裹！！ 12点退房，续到4点好像是半天房费，续到4点以后就是全天房费了', 'star': 5}
{'descr': '房间小了点，单人或情侣刚刚好，房间很干净，物有所值，洗漱用品很便宜，总的来说价格公道经济实惠', 'star': 3}
{'descr': '房间小了点，单人或情侣刚刚好，房间很干净，物有所值，洗漱用品很便宜，总的来说价格公道经济实惠', 'star': 3}
{'descr': '迷你 精致 舒服......就是诱惑太多，一晚上门缝里塞进了N张学生妹色图！！！ ', 'star': 5}
{'descr': '迷你 精致 舒服......就是诱惑太多，一晚上门缝里塞进了N张学生妹色图！！！ ', 'star': 5}
{'descr': '地理位置还是不错的', 'star': 3}
{'descr': '地理位置还是不错的', 'star': 3}
{'descr': '订了房间到店说没有了。一塌糊涂。服务态度也不好', 'star': 1}
{'descr': '订了房间到店说没有了。一塌糊涂。服务态度也不好', 'star': 1}
{'descr': '比广州的汉庭海友客栈好很多,价格也更便宜,', 'star': 5}
{'descr': '比广州的汉庭海友客栈好很多,价格也更便宜,', 'star': 5}
{'descr': '感觉还不错 就是靠街边的房间有点吵 房间之间的隔音效果不太好', 'star': 3}
{'descr': '感觉还不错 就是靠街边的房间有点吵 房间之间的隔音效果不太好', 'star': 3}
{'descr': '临时加住了一天,点评见前一条。。。。。。', 'star': 5}
{'descr': '临时加住了一天,点评见前一条。。。。。。', 'star': 5}
{'descr': '房间有点小，通风不是很好。。\n但是娱乐设施充足，装潢秀丽。我喜欢玩桌游就在这里找到了很多人一起玩。\n总的来说适合爱玩的人居住。我很喜欢，以后还会来的。', 'star': 5}
{'descr': '房间有点小，通风不是很好。。\n但是娱乐设施充足，装潢秀丽。我喜欢玩桌游就在这里找到了很多人一起玩。\n总的来说适合爱玩的人居住。我很喜欢，以后还会来的。', 'star': 5}
{'descr': '5月5日—8日入住了3天。酒店给人的第一印象就是有活力，有亲和力。服务和装修都恰到好处。因为本身酒店的定位就是适合年轻人的客栈形式，所以房间是比较小的。我们住的是99元的榻榻米房间。麻雀虽小五脏俱全。房间的网速很快呢！房间不配备洗漱用具，但是连拖鞋这种可以重复使用的东西都没有还是有点小失望。不过不影响入住心情。酒店里有很多娱乐设施都可以免费玩的，这点是非常的意外呀！ 上网区也很方便，即使没有电脑也', 'star': 5}
{'descr': '5月5日—8日入住了3天。酒店给人的第一印象就是有活力，有亲和力。服务和装修都恰到好处。因为本身酒店的定位就是适合年轻人的客栈形式，所以房间是比较小的。我们住的是99元的榻榻米房间。麻雀虽小五脏俱全。房间的网速很快呢！房间不配备洗漱用具，但是连拖鞋这种可以重复使用的东西都没有还是有点小失望。不过不影响入住心情。酒店里有很多娱乐设施都可以免费玩的，这点是非常的意外呀！ 上网区也很方便，即使没有电脑也', 'star': 5}
{'descr': '住过很多次了…都很满意…但是31度还没有冷空调实在让人无法接受…只能不停的洗澡！价格是便宜但不要降低这种基本设施！', 'star': 3}
{'descr': '住过很多次了…都很满意…但是31度还没有冷空调实在让人无法接受…只能不停的洗澡！价格是便宜但不要降低这种基本设施！', 'star': 3}
{'descr': '  这个价钱已经很不错了 就是房里没洗手液很不方便', 'star': 3}
{'descr': '  这个价钱已经很不错了 就是房里没洗手液很不方便', 'star': 3}
{'descr': '总体来说 性价比还算不错的 临近地铁 也比较容易找到 房间比较简约 很有快捷型酒店的风格 酒店配套还是不错的 唯一的小缺点就是空调制冷不给力 晚上睡觉没什么感觉的 过几天热起来的时候住会比较惨 不过在上海浦东能找到这样的住宿也是挺好的', 'star': 5}
{'descr': '总体来说 性价比还算不错的 临近地铁 也比较容易找到 房间比较简约 很有快捷型酒店的风格 酒店配套还是不错的 唯一的小缺点就是空调制冷不给力 晚上睡觉没什么感觉的 过几天热起来的时候住会比较惨 不过在上海浦东能找到这样的住宿也是挺好的', 'star': 5}
{'descr': '宾馆很干净，离地铁近，入住就去了中国馆。宾馆下面有一个快客，和水果店，买吃的都很方便。', 'star': 5}
{'descr': '宾馆很干净，离地铁近，入住就去了中国馆。宾馆下面有一个快客，和水果店，买吃的都很方便。', 'star': 5}
{'descr': '房间太小', 'star': 3}
{'descr': '房间太小', 'star': 3}
{'descr': '房间挺小，但设计得不错，房间也很干净，离地铁口也很近', 'star': 5}
{'descr': '房间挺小，但设计得不错，房间也很干净，离地铁口也很近', 'star': 5}
{'descr': '价格便宜，入住时花较长时间', 'star': 3}
{'descr': '价格便宜，入住时花较长时间', 'star': 3}
{'descr': '太好了~~~~真的~~~值~~绝对值~~~', 'star': 5}
{'descr': '太好了~~~~真的~~~值~~绝对值~~~', 'star': 5}
{'descr': '价格不错，位置不错，就是不知道半夜为什么会有施工的声音', 'star': 5}
{'descr': '价格不错，位置不错，就是不知道半夜为什么会有施工的声音', 'star': 5}
{'descr': '房间虽小，功能很全，还可以，就是窗子太小，可能是担心冬天会很冷吧', 'star': 5}
{'descr': '房间虽小，功能很全，还可以，就是窗子太小，可能是担心冬天会很冷吧', 'star': 5}
{'descr': '这么便宜的价格，这样的环境还是不错的。就是房间的空间感觉稍微小了点。', 'star': 5}
{'descr': '这么便宜的价格，这样的环境还是不错的。就是房间的空间感觉稍微小了点。', 'star': 5}
{'descr': '特别适合年轻人住，空间虽然比较小，但足够用了。下面还有其他可以玩的项目。\n但是房间的服务速度很慢！ 换床单很慢，说过了有时都不换。\n房间还没有电话需要到走廊里去打。。。。。。。', 'star': 5}
{'descr': '特别适合年轻人住，空间虽然比较小，但足够用了。下面还有其他可以玩的项目。\n但是房间的服务速度很慢！ 换床单很慢，说过了有时都不换。\n房间还没有电话需要到走廊里去打。。。。。。。', 'star': 5}
{'descr': '还不错，环境这个价钱还是真不错', 'star': 3}
{'descr': '还不错，环境这个价钱还是真不错', 'star': 3}
{'descr': '很好，比想象的好太多价格比较值。还可以洗衣服太好啦', 'star': 5}
{'descr': '很好，比想象的好太多价格比较值。还可以洗衣服太好啦', 'star': 5}
{'descr': '设施很好，很适合一群朋友来住。但房间不提供肥皂和拖鞋。', 'star': 5}
{'descr': '设施很好，很适合一群朋友来住。但房间不提供肥皂和拖鞋。', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '非常满意', 'star': 3}
{'descr': '优点：简约型客栈的代表，房间很小，价格便宜，交通便利，离塘桥地铁站很近，附近的饮食和小超市也很多，适合背包客和小情侣。\n不足：不提供一次性的用品，甚至连一次性的拖鞋都没有。空调是中央空调，但不管选送风还是制冷都是出热风，干脆不开。隔音不太好，隔壁在XX的声音都能听到。', 'star': 5}
{'descr': '优点：简约型客栈的代表，房间很小，价格便宜，交通便利，离塘桥地铁站很近，附近的饮食和小超市也很多，适合背包客和小情侣。\n不足：不提供一次性的用品，甚至连一次性的拖鞋都没有。空调是中央空调，但不管选送风还是制冷都是出热风，干脆不开。隔音不太好，隔壁在XX的声音都能听到。', 'star': 5}
{'descr': '7个晚上，点评，都不知道说什么好了，恩，记得酒店里面有个牌子，告诉你怎么搭车去那些景点和车站，恩，这点很好，我去杭州住速8的时候电话问酒店前台怎么去酒店，结果那服务员说要是找不到就打的，我那叫一个郁闷，当时我坐公交过去搭了差不多一个小时，要是打的那不是烧钱哦。  这个酒店就很不错。', 'star': 5}
{'descr': '7个晚上，点评，都不知道说什么好了，恩，记得酒店里面有个牌子，告诉你怎么搭车去那些景点和车站，恩，这点很好，我去杭州住速8的时候电话问酒店前台怎么去酒店，结果那服务员说要是找不到就打的，我那叫一个郁闷，当时我坐公交过去搭了差不多一个小时，要是打的那不是烧钱哦。  这个酒店就很不错。', 'star': 5}
{'descr': '还有一个小小的建议，电影最好还是每个晚上换一个吧…… 几天都是重复的，有点……', 'star': 5}
{'descr': '还有一个小小的建议，电影最好还是每个晚上换一个吧…… 几天都是重复的，有点……', 'star': 5}
{'descr': '酒店的服务应该是让人比较满意的，前台的工作效率很高，记得我在杭州下沙那家速8酒店住的时候，办理入住用了半个小时，退房也用了半个小时，那叫一个郁闷。 这个酒店的服务员素质都很高，不管在哪里碰到了都会很有礼貌的打招呼，让人觉得很亲切。 唯一让人感觉不足的地方就是房间卫生的清理，我总共遇到过两次放假没有打扫的情况，后来询问得知是住得久的客人是三天清理一次。 但是我觉得对于被套什么的可以跟客人沟通隔两天换', 'star': 5}
{'descr': '酒店的服务应该是让人比较满意的，前台的工作效率很高，记得我在杭州下沙那家速8酒店住的时候，办理入住用了半个小时，退房也用了半个小时，那叫一个郁闷。 这个酒店的服务员素质都很高，不管在哪里碰到了都会很有礼貌的打招呼，让人觉得很亲切。 唯一让人感觉不足的地方就是房间卫生的清理，我总共遇到过两次放假没有打扫的情况，后来询问得知是住得久的客人是三天清理一次。 但是我觉得对于被套什么的可以跟客人沟通隔两天换', 'star': 5}
{'descr': '酒店的公共区域应该是这个酒店的特设，免费的上网区，台球，桌上足球，小型电影院，书吧，等等，确实让人眼前一亮，给人休闲的同时，还提供了一个结交朋友的平台。确实很不错，可惜我每都天都在外面逛，回来就累得不想动了，都没怎么好好享受一下这个酒店的特设，下次有机会去的话一定要好好享受一次。', 'star': 5}
{'descr': '酒店的公共区域应该是这个酒店的特设，免费的上网区，台球，桌上足球，小型电影院，书吧，等等，确实让人眼前一亮，给人休闲的同时，还提供了一个结交朋友的平台。确实很不错，可惜我每都天都在外面逛，回来就累得不想动了，都没怎么好好享受一下这个酒店的特设，下次有机会去的话一定要好好享受一次。', 'star': 5}
{'descr': '接着说酒店房间里面的设施，不可否认，房间里面的确比较小，但是也完全足够，我跟我女朋友两个人，每人一个皮箱，放在房间里面也没觉得拥挤，当然你不能够用星级酒店的标准来衡量。   房间里面有烟灰缸，书桌，空调，电视，卫浴，地巾，垃圾桶。 酒店有规定，是不提供毛巾，浴巾，和一次性洗漱用品的，预先了解过的人都能够理解。  当然，有些地方还是稍微有点欠缺的，比如没有放置毛巾的架子，不能够因为酒店不提供毛巾和浴', 'star': 5}
{'descr': '接着说酒店房间里面的设施，不可否认，房间里面的确比较小，但是也完全足够，我跟我女朋友两个人，每人一个皮箱，放在房间里面也没觉得拥挤，当然你不能够用星级酒店的标准来衡量。   房间里面有烟灰缸，书桌，空调，电视，卫浴，地巾，垃圾桶。 酒店有规定，是不提供毛巾，浴巾，和一次性洗漱用品的，预先了解过的人都能够理解。  当然，有些地方还是稍微有点欠缺的，比如没有放置毛巾的架子，不能够因为酒店不提供毛巾和浴', 'star': 5}
{'descr': '先说酒店的价钱，我是提前在网上定的是特价房，78元一个晚上，一共住了7个晚上，如果没有定到特价的，也可以99元住任意房型，的确很不错。 来上海之前我再杭州呆住了5天的速8，花了700，在上海我住了7个晚上，总共才花500，我同学都不敢相信有这么便宜。', 'star': 5}
{'descr': '先说酒店的价钱，我是提前在网上定的是特价房，78元一个晚上，一共住了7个晚上，如果没有定到特价的，也可以99元住任意房型，的确很不错。 来上海之前我再杭州呆住了5天的速8，花了700，在上海我住了7个晚上，总共才花500，我同学都不敢相信有这么便宜。', 'star': 5}
{'descr': '第一次住汉庭旗下的酒店，说实话，最开始并没有报很大的期望，毕竟价钱摆在那里，在上海那样寸土寸金的地方，能够有这么便宜的酒店实在是让人不敢相信。 可以说是非常满意。', 'star': 5}
{'descr': '第一次住汉庭旗下的酒店，说实话，最开始并没有报很大的期望，毕竟价钱摆在那里，在上海那样寸土寸金的地方，能够有这么便宜的酒店实在是让人不敢相信。 可以说是非常满意。', 'star': 5}
{'descr': '酒店服务周到，热情；设备齐全，有Wll，电脑多多，上网方便，有桌游，挺满意的', 'star': 5}
{'descr': '酒店服务周到，热情；设备齐全，有Wll，电脑多多，上网方便，有桌游，挺满意的', 'star': 5}
{'descr': '很不错的地方，虽然小但是绝对够用了，还可以打桌球~', 'star': 5}
{'descr': '很不错的地方，虽然小但是绝对够用了，还可以打桌球~', 'star': 5}
{'descr': '客栈很好，服务也很好，很满意，下次还会去的。\n\n', 'star': 5}
{'descr': '客栈很好，服务也很好，很满意，下次还会去的。\n\n', 'star': 5}
{'descr': '感觉很好  连锁的就是不一样  但是没有拖鞋和杯子   有点不方便\n', 'star': 5}
{'descr': '感觉很好  连锁的就是不一样  但是没有拖鞋和杯子   有点不方便\n', 'star': 5}
{'descr': '今天入住了。房间全满了。感觉还可以吧。', 'star': 3}
{'descr': '今天入住了。房间全满了。感觉还可以吧。', 'star': 3}
{'descr': '很好的。榻榻米房间感觉非常舒服。性价比也非常好。服务不错。', 'star': 5}
{'descr': '很好的。榻榻米房间感觉非常舒服。性价比也非常好。服务不错。', 'star': 5}
{'descr': '＋房间很适合我，很赞哦，已经第三次住这里了，以后还住这。', 'star': 3}
{'descr': '＋房间很适合我，很赞哦，已经第三次住这里了，以后还住这。', 'star': 3}
{'descr': '很适合年轻人住的一家酒店，特别是在上海以这个价钱住到一个品牌连锁店，很满意了', 'star': 5}
{'descr': '很适合年轻人住的一家酒店，特别是在上海以这个价钱住到一个品牌连锁店，很满意了', 'star': 5}
{'descr': '＋这家店非常特别，房型小巧，价格实惠，服务周到，最赞的是大厅的上网区域，着实为住客提供了很大方便，我很乐意下次再选择这里。', 'star': 3}
{'descr': '＋这家店非常特别，房型小巧，价格实惠，服务周到，最赞的是大厅的上网区域，着实为住客提供了很大方便，我很乐意下次再选择这里。', 'star': 3}
{'descr': '什么都不提供，连最基本的拖鞋和毛巾都不提供，还那么小，床单也比较不干净。。。。', 'star': 1}
{'descr': '什么都不提供，连最基本的拖鞋和毛巾都不提供，还那么小，床单也比较不干净。。。。', 'star': 1}
{'descr': '酒店比较符合年轻人旅游；大堂是一排排的电脑可以免费上网，并且有各式的娱乐设施。都是免费的哦。。。\n房间设置很有意思，很适合情侣旅游居住。第一次在酒店里面看见有高低铺的，哈哈~~~', 'star': 5}
{'descr': '酒店比较符合年轻人旅游；大堂是一排排的电脑可以免费上网，并且有各式的娱乐设施。都是免费的哦。。。\n房间设置很有意思，很适合情侣旅游居住。第一次在酒店里面看见有高低铺的，哈哈~~~', 'star': 5}
{'descr': '酒店不错，对的起价格。入住最好自己带好洗漱用具。自动售卖机不好用，老卡住东西', 'star': 5}
{'descr': '酒店不错，对的起价格。入住最好自己带好洗漱用具。自动售卖机不好用，老卡住东西', 'star': 5}
{'descr': '在地铁塘桥站下车，5分钟就可以走到了，蛮干净的，一个人住够了，适合经常出差的顾客，蛮经济的，所有的房型都99元，没有洗漱用品包括拖鞋，都要自己准备哦~~要预定的了，因为价格蛮低的所以要提前预定才有房子住的了~~', 'star': 5}
{'descr': '在地铁塘桥站下车，5分钟就可以走到了，蛮干净的，一个人住够了，适合经常出差的顾客，蛮经济的，所有的房型都99元，没有洗漱用品包括拖鞋，都要自己准备哦~~要预定的了，因为价格蛮低的所以要提前预定才有房子住的了~~', 'star': 5}
{'descr': '酒店入住还可以,房间很温馨。', 'star': 3}
{'descr': '酒店入住还可以,房间很温馨。', 'star': 3}
{'descr': '环境什么都还可以，大厅能上网，总体还不错。就是感觉床不是很干净。', 'star': 5}
{'descr': '环境什么都还可以，大厅能上网，总体还不错。就是感觉床不是很干净。', 'star': 5}
{'descr': '很不错 设施齐全 价格便宜 下次还会去的', 'star': 5}
{'descr': '很不错 设施齐全 价格便宜 下次还会去的', 'star': 5}
{'descr': '性价比还可以的客栈，其他的还好，不足的就是房间空间小了，感觉很压抑，隔音效果不好', 'star': 5}
{'descr': '性价比还可以的客栈，其他的还好，不足的就是房间空间小了，感觉很压抑，隔音效果不好', 'star': 5}
{'descr': '住的很舒服，不过电视太小了。', 'star': 3}
{'descr': '住的很舒服，不过电视太小了。', 'star': 3}
{'descr': '还行吧，便宜就只能将就一点了，之前说有停车位，根本就长期有人霸占着，形同虚设，还得自己另外花钱去别的地方停车，太不方便啦。', 'star': 5}
{'descr': '还行吧，便宜就只能将就一点了，之前说有停车位，根本就长期有人霸占着，形同虚设，还得自己另外花钱去别的地方停车，太不方便啦。', 'star': 5}
{'descr': '条件一般，房间太小啦，但相对价格来讲，性价比还是很高的啦', 'star': 5}
{'descr': '条件一般，房间太小啦，但相对价格来讲，性价比还是很高的啦', 'star': 5}
{'descr': '预订前并没告知所预订的房间的情况，到了之后才发现：房间几乎就一张床，辈子只够盖一半，啥用品也没有，还是公用卫生间的，当时就无语了，感觉相当差，还好只住一晚，也就没跟他们理论了，有种被欺骗的感觉。', 'star': 1}
{'descr': '预订前并没告知所预订的房间的情况，到了之后才发现：房间几乎就一张床，辈子只够盖一半，啥用品也没有，还是公用卫生间的，当时就无语了，感觉相当差，还好只住一晚，也就没跟他们理论了，有种被欺骗的感觉。', 'star': 1}
{'descr': '很好，喜欢', 'star': 3}
{'descr': '很好，喜欢', 'star': 3}
{'descr': '和其他100元的比 房间小 有小窗 有换气扇 无一次性用品 无线上网形同虚设 一楼有公共上网区', 'star': 5}
{'descr': '和其他100元的比 房间小 有小窗 有换气扇 无一次性用品 无线上网形同虚设 一楼有公共上网区', 'star': 5}
{'descr': '没有窗户不好 毛巾太少，房间布局很好 有点拥挤', 'star': 5}
{'descr': '没有窗户不好 毛巾太少，房间布局很好 有点拥挤', 'star': 5}
{'descr': '客栈很干净，柜台没有卖洗漱用品不好', 'star': 3}
{'descr': '客栈很干净，柜台没有卖洗漱用品不好', 'star': 3}
{'descr': '不错。没有毛巾什么的都不太方便.........', 'star': 5}
{'descr': '不错。没有毛巾什么的都不太方便.........', 'star': 5}
{'descr': '第二次住了,正赶上九十九元随意住,很实惠的价,只是房间的马桶下水有些不好,有些遗憾.很满意大堂的电脑免费服务,在店里随处遇见的汉庭人都亲切的向每位问好,很温馨,谢谢!还是推荐店旁的望湘亭饭店,很实惠也很好吃!', 'star': 5}
{'descr': '第二次住了,正赶上九十九元随意住,很实惠的价,只是房间的马桶下水有些不好,有些遗憾.很满意大堂的电脑免费服务,在店里随处遇见的汉庭人都亲切的向每位问好,很温馨,谢谢!还是推荐店旁的望湘亭饭店,很实惠也很好吃!', 'star': 5}
{'descr': '性价比很高。但是不能存放行李，有点不方便。其他都不错。', 'star': 5}
{'descr': '性价比很高。但是不能存放行李，有点不方便。其他都不错。', 'star': 5}
{'descr': '蛮好的。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '蛮好的。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不错，就是小了点。房间小了点。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '不错，就是小了点。房间小了点。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '蛮好的。就是不能寄存行李。其他都很不错，性价比高', 'star': 5}
{'descr': '蛮好的。就是不能寄存行李。其他都很不错，性价比高', 'star': 5}
{'descr': '酒店的性价比不错，离地铁比较近，还是比较方便的！！！', 'star': 5}
{'descr': '酒店的性价比不错，离地铁比较近，还是比较方便的！！！', 'star': 5}
{'descr': '汉庭连锁本来就还不错的，再加上又经济实惠，客人还是比较满意！！', 'star': 5}
{'descr': '汉庭连锁本来就还不错的，再加上又经济实惠，客人还是比较满意！！', 'star': 5}
{'descr': ' 下次还会入住该酒店。', 'star': 3}
{'descr': ' 下次还会入住该酒店。', 'star': 3}
{'descr': '性价比高，交通方便，离地铁特别近。虽然房子比较小，但功能还是蛮俱全的，比如有独立的卫生间，可以淋浴，还有娱乐区，休息区，还可以免费上网，如果下次再来上海，我还会选择这家', 'star': 5}
{'descr': '性价比高，交通方便，离地铁特别近。虽然房子比较小，但功能还是蛮俱全的，比如有独立的卫生间，可以淋浴，还有娱乐区，休息区，还可以免费上网，如果下次再来上海，我还会选择这家', 'star': 5}
{'descr': '住的很满意 交通便利 榻塌米的 媳妇很满意哦 ', 'star': 3}
{'descr': '住的很满意 交通便利 榻塌米的 媳妇很满意哦 ', 'star': 3}
{'descr': '不错，就是设施简单了些。不错，就是设施简单了些。', 'star': 5}
{'descr': '不错，就是设施简单了些。不错，就是设施简单了些。', 'star': 5}
{'descr': '还行吧，如果再有双脱鞋就更方便了。。。。', 'star': 5}
{'descr': '还行吧，如果再有双脱鞋就更方便了。。。。', 'star': 5}
{'descr': '不错。就是没有毛巾什么的都不太方便。其它的设施都还不错。', 'star': 5}
{'descr': '不错。就是没有毛巾什么的都不太方便。其它的设施都还不错。', 'star': 5}
{'descr': '感觉很舒适，环境不错，下次还会选择入住该酒店', 'star': 5}
{'descr': '感觉很舒适，环境不错，下次还会选择入住该酒店', 'star': 5}
{'descr': '干净，方便，现在打折很划算，酒店内还有免费的Xbox和wii可以玩！', 'star': 5}
{'descr': '干净，方便，现在打折很划算，酒店内还有免费的Xbox和wii可以玩！', 'star': 5}
{'descr': '价格是不高，但是什么东西都没有，洗澡的毛巾都没有，出了草纸', 'star': 1}
{'descr': '价格是不高，但是什么东西都没有，洗澡的毛巾都没有，出了草纸', 'star': 1}
{'descr': '房间不大但是里面暖气很足，位置在哈尔滨也是挺繁华的，服务态度比较一般，价格倒是能接受。就是房间比较小酒显得比较压抑。', 'star': 3}
{'descr': '住着还可以，就是房间有点小，总体感觉还不错', 'star': 5}
{'descr': '还可以~~就是房间小~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '地方有点小~~总体还行~~服务还算周到~~下次去应该还会选择', 'star': 5}
{'descr': '很不错 挺干净的 离景区也比较近 住的挺舒服，服务态度也很好。', 'star': 5}
{'descr': '酒店还是一般，房间也是比较小设施也不是很齐全，洗手间的手纸还得拿钱买，服务态度也就一般基本都没接触过，价格还可以，位置的话还是挺好找的。但是酒店本身的一个环境不是很好。', 'star': 1}
{'descr': '房间不大 ，缺点是里面太热。其他都还好。', 'star': 5}
