{'短评内容': '酒店位置和设施都还可以，就是前台服务效率有待提高', '短评打分': 4}
{'短评内容': '整洁，卫生，价格适中，前台服务人员态度很温馨，让人有一种回家的感觉，是所有经济性连锁酒店中性价比最高的品牌！', '短评打分': 5}
{'短评内容': '已经住了好几次了，包括带朋友入住\n在来火车站位置\n\n周围宾馆多，饭店多，这个店还是蛮不错的\n一句话：很锦江之星', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 3}
{'短评内容': '床品不错，酒店的服务很好，住房干净整洁，周边配套不错，但是电视机蛮破旧的，如果能换成液晶电视会好一些，，每次去义乌都住这个店。', '短评打分': 5}
{'短评内容': '很好 ，一如既往 的干净，已经住 过好 多次了，    下次去，还会 选择锦江之 星的！  下次会推荐朋友们一起去！', '短评打分': 5}
{'短评内容': ',酒店很好!很舒适!有档次!', '短评打分': 3}
{'短评内容': '服务还是可以的 预定的时候觉得可能会不够 不过还是拿到了 住进来了之后发现没有上海地区的好 质量还好马马虎虎 ', '短评打分': 5}
{'短评内容': '这个价格在义乌应该不低了，总体上还行。没什么特别的优点，位置嘛还行，楼下有个动漫游戏厅，晚上12点以后似乎还有动静。给中中评。', '短评打分': 5}
{'短评内容': '洗澡的地方太暗，其他卫生不错，卫生纸够用，哈哈', '短评打分': 5}
{'短评内容': '空调是大金的，声音很轻，房间也挺干净，就是宽带线太短，只好在电视机旁上网', '短评打分': 5}
{'短评内容': '酒店太“经济”了，卫生间用品极少，且只有一盏灯，淋浴时光线太暗；房间小而压抑，空调也不太好用；停车位太少，早到早得。最大的优点是还算干净！', '短评打分': 1}
{'短评内容': '锦江之星的环境一直很不错~~距离商贸城也不是很远！！！推荐~', '短评打分': 5}
{'短评内容': '我第一次到义乌，是从网上查找到锦江之星的，还没到酒店之前感觉这酒店不怎么样，心想如果到了感觉不好立马走人，但是到了后感觉还好，挺新的，交通方便，如果下次再到义务还会再到锦江之星！！！', '短评打分': 5}
{'短评内容': '给朋友订的，他们一行锦江之星的评价是：干净、舒适，很是超值！', '短评打分': 5}
{'短评内容': '好  很好   下次一定还住苛刻健康快乐科技了科技离开', '短评打分': 5}
{'短评内容': '好  当是没25 个 平方  不过环境 非常好', '短评打分': 5}
{'短评内容': '3楼吵有点，房间还大，要是八楼很舒服了就', '短评打分': 3}
{'短评内容': '干净，不错', '短评打分': 3}
{'短评内容': '宾馆服务较好，房间简洁干净，价格适中。如果赠送早餐就更好了。', '短评打分': 5}
{'短评内容': '环境及服务特别好，很温馨，价格经济，有良好口碑的宾馆。', '短评打分': 5}
{'短评内容': '酒店整体感觉不错，就是价格有点高，另外退房时间在12点有点早，酒店照明感觉有问题。但是电视点播不错，总体设施不错。', '短评打分': 5}
{'短评内容': '水杯用一次性的，不环保！餐厅吃的种类太少，且味道不怎样。', '短评打分': 5}
{'短评内容': '舒服,卫生,地理位置不错!出差好选择!!!!\n下次还会再次选择!!!!!!', '短评打分': 5}
{'短评内容': '已入住义乌宾王景江之星，干净整洁舒适。', '短评打分': 3}
{'短评内容': '第二次入住，干净，服务好。\n但是楼层太低而且靠马路那边太多人和车辆经过，\n很嘈的。\n靠里面和楼层高点就好！', '短评打分': 5}
{'短评内容': '挺好的，一样那么干净，很舒服住起来，就是前台的人慢了点', '短评打分': 5}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '房间很干净，床很舒适，卫生间非常大，性价比很高，下次来义乌一定还入住锦江之星！', '短评打分': 3}
{'短评内容': '锦江之星店交通方便，周遍配套服务设施齐全，距离宾王服装批发市场很近，酒店卫生也很周到！', '短评打分': 5}
{'短评内容': '环境很好，地理位置也不错，离办事地点很近。。。推荐~~', '短评打分': 5}
{'短评内容': '锦江之星店交通方便，周遍配套服务设施齐全，距离宾王服装批发市场很近，酒店卫生也很周到！', '短评打分': 5}
{'短评内容': '非常好的早餐，环境也很好，有机会还会住。              ', '短评打分': 5}
{'短评内容': '房间很干净，交通也方便。', '短评打分': 3}
{'短评内容': '优点：价格还好，也干净，还不错\n缺点：很吵，我订之前就看到有人评价说很吵，特地让服务员给我一间不怎么吵的，结果还是很吵，房型不是很正 ', '短评打分': 5}
{'短评内容': '很干净。。床也很舒服，空间比较大，地理位置也不错。。', '短评打分': 5}
{'短评内容': '酒店很干净，服务也很好。尤其是床单和枕套都特别干净，很舒服。而且价格也不是很贵。很值得。', '短评打分': 5}
{'短评内容': '眼前一亮。性价比很高的酒店。绝对推荐。\n套房很大，灯光也很明亮。喜欢', '短评打分': 5}
{'短评内容': '  环境不错！舒适。', '短评打分': 3}
{'短评内容': '周围是一大堆快捷酒店，还不错，下次还可以入住。停车太麻烦。', '短评打分': 5}
{'短评内容': '锦江的整体品质确实还不错，要是能推些品质再高点的房，价格也可以再高点', '短评打分': 5}
{'短评内容': '床睡的很舒服，服务很好，我很满意！！！！！', '短评打分': 5}
{'短评内容': '锦江一如既往的好，床很柔软舒服，环境很好，位置也不错，下次还会入住', '短评打分': 5}
{'短评内容': '各方面条件都很好，就是发现晚了，以后到义乌就住锦江之星了', '短评打分': 5}
{'短评内容': '锦江之星相对其他经济连锁来说更具专业性，不管是房间设施还有入住体验，都非常值得推荐。', '短评打分': 5}
{'短评内容': '不错啊！', '短评打分': 3}
{'短评内容': '酒店条件不错 所以多住了一天 下次还来这里~~', '短评打分': 5}
{'短评内容': '很不错呢 房间干净 设施齐全 服务也好 强烈推荐~~', '短评打分': 5}
{'短评内容': '酒店比较干净，楼下停车位吃紧', '短评打分': 3}
{'短评内容': '卫生条件不错，大厅可上网，房间有免费网络，周边吃饭很方便', '短评打分': 3}
{'短评内容': '  一如既往的支持', '短评打分': 3}
{'短评内容': '锦江就是标杆，能说什么呢，服务专业，干净整洁，贴心周到，就是好啊！', '短评打分': 5}
{'短评内容': '还是我3年前来时的样子没变，说明经营稳定，给来宾有熟悉感', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '一如既往的好，我们是除夕去住的，住的时候说再晚点差点没房间了，嘿嘿…幸亏环境等方面都很好', '短评打分': 3}
{'短评内容': '设施比较新，地段不错，价格实惠，下次还会住这里', '短评打分': 5}
{'短评内容': '房间很棒！比上海的锦江之星好多啦', '短评打分': 3}
{'短评内容': '尚可', '短评打分': 3}
{'短评内容': '不错 环境不错 服务不错 交通方便 下次会继续入住', '短评打分': 5}
{'短评内容': '房间很干净、温暖。那么冷的天气，洗澡水很热的。被子软软的，很舒服哦', '短评打分': 5}
{'短评内容': '比较好，挺干净，符合商务住宿的要求!比较满意', '短评打分': 5}
{'短评内容': '很不错，虽然位置可能比较偏，但是价格便宜，卫生也很好', '短评打分': 5}
{'短评内容': ' 价格还是有点高', '短评打分': 3}
{'短评内容': '很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意很满意', '短评打分': 5}
{'短评内容': '还不错，就是感觉牙膏不是很好。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '距离义乌老火车站咫尺之遥，交通蛮方便的，再说义乌本身就不大。最值得称道的是这家的早餐和午餐自助餐，价廉物美，非常不错！', '短评打分': 5}
{'短评内容': '房间不错，比较干净舒适！地理位置不错，价格也优惠，以后还会来！', '短评打分': 5}
{'短评内容': '很好，比较新，很安静。员工服务态度很好。就是房间的房型都比较奇怪，工作人员不厌其烦的等我挑房间，最后挑了一间不错的。', '短评打分': 5}
{'短评内容': '酒店非常好，价格也优惠，以后还会入住！', '短评打分': 3}
{'短评内容': '交通便利，性价比还算可以吧，就是房间有点小，网速比较慢', '短评打分': 5}
{'短评内容': '房间很卫生，也很舒适。早晚餐也很经济可口，超赞。', '短评打分': 5}
{'短评内容': '虽然入住时间不长，但是感觉还是挺满意的，周围打车也算方便。', '短评打分': 5}
{'短评内容': ' 房间很卫生，很舒服，交通方便，符合锦江一贯作风。', '短评打分': 5}
{'短评内容': '新开的 非常好，设施很齐全。就是没有沐浴液和洗发膏', '短评打分': 5}
{'短评内容': '锦江之星（义乌店）房间风格简约、布置合理，卫生状况不错。下次去应该还会入住。', '短评打分': 3}
{'短评内容': '交通方便~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 3}
{'短评内容': '对面就是义乌老火车站，离市中心打车10元就能到！早饭和中饭都不错，尤其是30元一位的中午自助餐尤其值得称道！下次还会去！', '短评打分': 5}
{'短评内容': '锦江一贯的风格，简约，干净，舒适。就这么多啦，追求最佳性价比的，就是这里了。', '短评打分': 5}
{'短评内容': '此店服务态度还好，房间卫生还好', '短评打分': 5}
{'短评内容': '很好，不过好像和Elong链接不好，订了两个多小时才反馈到店，等了好久。', '短评打分': 5}
{'短评内容': '在这里住了2天，服务挺不错的，卫生不也错 ', '短评打分': 3}
{'短评内容': '还好，较为满意。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '性价比很高的酒店，卫生条件很好！电视差了些，20寸的CRT彩电！', '短评打分': 5}
{'短评内容': '位置很好，离义乌各市场也很近，就是结账的时候服务员的态度真不怎么样', '短评打分': 5}
{'短评内容': '锦江之星还是可以的，设施、服务态度都比较好，价格合理', '短评打分': 5}
{'短评内容': '很不错的一家经济型旅店，面积相对较大，干净、卫生、舒适，就是位于老城区，周边环境一般。', '短评打分': 5}
{'短评内容': '＋不错', '短评打分': 5}
{'短评内容': '各方面都还不错，比较安静，大堂可以上网，下次还住这里', '短评打分': 5}
{'短评内容': '环境不错，就是隔音效果差点，有点吵', '短评打分': 5}
{'短评内容': '挺干净的，大小适合，位置也不错，性价比很高', '短评打分': 5}
{'短评内容': '房间很大 设施也很齐全 \r\n非常不错的酒店', '短评打分': 3}
{'短评内容': '房间很大 设施也很齐全 \r\n非常不错的酒店', '短评打分': 5}
{'短评内容': '房间大床也舒服干净，服务态度也好！下次还来', '短评打分': 5}
{'短评内容': '酒店很好。卫生条件好!服务也很好!', '短评打分': 5}
{'短评内容': ' 这家旅店真的挺值得推荐，环境简洁大方，干净舒适，床不错，睡了个好觉。唯一一个缺点是没有沐浴液，只有一个小肥皂，有点不太方便哦。', '短评打分': 5}
{'短评内容': '很好 干净  房间很大 也很舒服 厕所卫生也很好', '短评打分': 3}
{'短评内容': '很好的店,以後出去有錦江之星的話就放第一順位', '短评打分': 3}
{'短评内容': '    总体感觉良好，服务人员态度也很好，建议大堂多备两台电脑就更好了', '短评打分': 5}
{'短评内容': '很意外啊，这家酒店很干净很舒服，空间也很大\r\n不错\r\n而且很新！', '短评打分': 5}
{'短评内容': '中餐和早餐都很好，但是30元的收费和菜品质量相比偏高一些，与无锡锦江差了一个级别。希望酒店在这方面可以改善', '短评打分': 5}
{'短评内容': '軟硬體都很好,性價比很高,推薦,如果說美中不足的地方就是電視不是液晶的,但對筆電不離身的商務客來說不影響', '短评打分': 3}
{'短评内容': '锦江之星就是办理会员卡的价格高点，整个房间的环境还是比较舒适的。', '短评打分': 5}
{'短评内容': '+性價比很高的酒店很不錯', '短评打分': 5}
{'短评内容': '性价比非常好', '短评打分': 5}
{'短评内容': '房间挺大的，床也很舒适\r\n相对于房间数量来说，停车位比较紧张', '短评打分': 5}
{'短评内容': '很新，加上锦江之星比较规范，还不错，打车也方便。', '短评打分': 5}
{'短评内容': '+房间很干净，服务很好.楼道空气有点闷.整体不错', '短评打分': 5}
{'短评内容': '＋一如既往的舒适 下次还会入住', '短评打分': 3}
{'短评内容': '一如既往的舒服，安静，床，被子，枕头一如既往的舒适', '短评打分': 5}
{'短评内容': '一如既往的感到温馨，干净整洁，上网方便。服务员都很有礼貌的主动打招呼，酒店内十分安静，隔音效果好~！', '短评打分': 3}
{'短评内容': '干净，舒适，附近交通也方便~~~~~~~~~~~~~~', '短评打分': 3}
{'短评内容': '义乌这家锦江之星是我住的挺满意的一家！如果出门每次的连锁锦江都像义乌这家一样，我想我会一如既往的支持，真的不错！', '短评打分': 5}
{'短评内容': '锦江之星总体性价比高，住得舒服。我需要的话下次会再订。', '短评打分': 3}
{'短评内容': '一如既往的支持锦江之星，只是义乌的的这家感觉在老区，建议在新区国际商贸城再发展一家就好了。', '短评打分': 5}
{'短评内容': '不错的选择！!!!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '值得住~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': ' 服务到位，', '短评打分': 5}
{'短评内容': '地理位置优越 交通方便 服务很好 很干净 比同等价位的酒店性价比要好', '短评打分': 5}
{'短评内容': '环境不错，住得较满意，只是没电脑玩，性价比高,酒店内还有自助餐，挺合算的。', '短评打分': 5}
{'短评内容': '清潔舒适,打掃干淨，地方寧靜,離市區有\ue9c3遠，但價格合理。', '短评打分': 5}
{'短评内容': '房间蛮好，干净舒适。就是结账慢了点。\r\n下回继续住', '短评打分': 3}
{'短评内容': '还不错，环境卫生也挺好的，性价比还可以，值得一住', '短评打分': 5}
{'短评内容': '名牌酒店就是不一样,美中不足的是靠近老火车站，离商贸有点距离', '短评打分': 5}
{'短评内容': '酒店可以，下回去肯定入住\r\n就是付钱刷卡机故障，刷卡四五次。', '短评打分': 3}
{'短评内容': '房间还可以，蛮干净的。前台服务很好。早餐不是很丰富但是比较好吃。就是周边环境比较差，不适合外国人在这里住。', '短评打分': 5}
{'短评内容': '2天前订的返现到账了，2天后订到现在还没到账', '短评打分': 3}
{'短评内容': '卫生等都还可以，就是外面有点太吵了，晚上睡觉的时候感觉不是特别爽～～', '短评打分': 5}
{'短评内容': '替同事选的。性价比还行。今天是入住第一天。', '短评打分': 5}
{'短评内容': '替朋友定的,朋友很满意', '短评打分': 5}
{'短评内容': '每次朋友来都会带他去这家酒店。。因为我觉得这里很舒服很干净~~', '短评打分': 5}
{'短评内容': '酒店服务态度特别好，住宿环境也不错，下次到义乌还会选择锦江之星', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '下次还会选择这个酒店', '短评打分': 5}
{'短评内容': '很不喜欢漱口被子都是纸杯，一点也不环保。服务员响应比较慢，卫生不及如家！但位置还比较便利，离宾王市场很近', '短评打分': 5}
{'短评内容': '离火车站蛮近的，周边环境也不错!', '短评打分': 5}
{'短评内容': '以前一直在这边住，感觉很好', '短评打分': 5}
{'短评内容': '很干净，锦江之星总是这么的让人感觉安心。就是交通不太好', '短评打分': 5}
{'短评内容': '很不错的酒店  去义乌都会选择哪里', '短评打分': 5}
{'短评内容': ' 酒店各设施环境都很好 很值得一住  ', '短评打分': 5}
{'短评内容': '周围靠近马路，很吵', '短评打分': 1}
{'短评内容': '基本每个礼拜都要来义乌，住过很多经济型酒店。锦江之星是最满意的，服务好，房间清爽干净', '短评打分': 5}
{'短评内容': '不错的酒店  价格合适', '短评打分': 5}
{'短评内容': '很新很好，除了是在义乌。 义乌是个县城哦！ 小商品，小商小贩很多，豪车很多。锦江之星真不错！！', '短评打分': 3}
{'短评内容': '位置不是太好，但是还算比较便捷，感觉上海的连锁店要好一些。', '短评打分': 5}
{'短评内容': '总体不错，非常干净！', '短评打分': 5}
{'短评内容': '挺干净的，就是房间有点小，不过这个价位算可以了。', '短评打分': 5}
{'短评内容': '非常好的酒店~下次依旧选择 ！', '短评打分': 5}
{'短评内容': '位置因为火车站搬迁的关系 只能将就', '短评打分': 5}
{'短评内容': '服务台的服务水准与锦江的品牌有差距，入住与结帐时间太久，会预想客人下次回头再来。\r\n\r\n服务好不仅仅在硬件，关键是要看整体。\r\n\r\n义乌店早餐不错', '短评打分': 5}
{'短评内容': '挺干净的，位置一般，卫生比较好，夏天了，希望在清理蚊子方面更加提高方法', '短评打分': 5}
{'短评内容': '服务很不错，性价比也很好，推荐给大家', '短评打分': 5}
{'短评内容': '前台服务态度须改进。丢一个房卡要收￥20元， 却拿不出价格标准。退房时间也比其他经济型九点要求早。', '短评打分': 1}
{'短评内容': '酒店不错，符合经济型的特点，餐厅早餐品种太少，人员少服务不到位，我自己叫餐自己去端到房间呵呵，总体还好。', '短评打分': 5}
{'短评内容': '还不错,2楼有点吵,第2次住了,下次还会继续住,交通也方便', '短评打分': 3}
{'短评内容': '这次住2楼有点吵,总的来说还好,下次继续', '短评打分': 5}
{'短评内容': '可以，只是在义乌。房间不错！', '短评打分': 3}
{'短评内容': '喜欢这样的风格', '短评打分': 3}
{'短评内容': '很好！不错', '短评打分': 5}
{'短评内容': '锦江之星一直的干净整洁！距离商贸城也较近！而且前台服务还不错！就是没有提供早餐！', '短评打分': 5}
{'短评内容': '锦江之星是很好的连锁酒店，服务态度！义乌店比较新，当然算是锦江之星中比较好的了', '短评打分': 3}
{'短评内容': '很干净,就是房间小了点!总体感觉比较值', '短评打分': 5}
{'短评内容': '很干净，很舒适，下次还来！！！', '短评打分': 5}
{'短评内容': '第一次入住&lt;锦江之星&gt;还是在湖北襄樊，因为不是我办的入住手续，对它的卫生、舒适度印象深刻但没记住它的名字。在义乌再次入住&lt;锦江之星&gt;让我真正记住了它的名字！确实不错！卫生、舒适度没得说，性价比也不错！觉得有点美中不足的是餐厅的菜品比较少（不过说句公道话，菜品虽少但味道还是不错的），免费上网的电脑也有点少，想上网发个邮件老是有人占着', '短评打分': 5}
{'短评内容': '酒店很好，只是在义乌', '短评打分': 5}
{'短评内容': '十分不错的酒店，下次还会入住\r\n空调好像有点问题', '短评打分': 3}
{'短评内容': '锦江之星是很好的连锁酒店，服务态度！义乌店比较新，当然算是锦江之星中比较好的了。只是餐厅过于单调，整栋楼多面临街，不够安静。如家酒店是连锁酒店中最垃圾的，强烈建议大家不要住如家，不信你住了就知道。', '短评打分': 3}
{'短评内容': '火车站打车来30元。店的卫生设施都很好，也很安静，服务人员态度都很亲切。唯一不好的就是一次性拖鞋的质量不好。。其他都不错。', '短评打分': 5}
{'短评内容': '整體來說性价比是不错的。', '短评打分': 5}
{'短评内容': '酒店周围的风景不是太好，网上订购价138还是挺不错的性价比。下次还住！', '短评打分': 5}
{'短评内容': '不错的酒店，下次去还会入住', '短评打分': 5}
{'短评内容': '不错，环境很好。位置还可以。房间挺大的，有星级酒店的标准！', '短评打分': 5}
{'短评内容': '整体感觉不错', '短评打分': 5}
{'短评内容': '锦江之星（义乌店）位置不错，服务人员效率高，房间干净，下次去义乌还会再入住。', '短评打分': 5}
{'短评内容': '我最满意的就是这个床了，很大，横过来睡都没问题，非常喜欢！睡起来很舒服！\r\n地理位置也很好，去哪里都方便。', '短评打分': 5}
{'短评内容': '干净卫生，每次去义乌都住这里', '短评打分': 5}
{'短评内容': '酒店总体很不错，就是周边环境有点乱旧。', '短评打分': 5}
{'短评内容': '服务不错哦', '短评打分': 5}
{'短评内容': '新开的酒店，蛮好的，卫生干净，设施完善，地理位置交通方便，性价比很高。', '短评打分': 5}
{'短评内容': '态度很好。。设施标准', '短评打分': 5}
{'短评内容': '比较有家的感觉，本来锦江的特色就是房间，干净也很舒服。', '短评打分': 5}
{'短评内容': '位置还可以，就在老火车站这里，服务也很好，就是由时候总台服务人员太少，要等好久   总体说不错的', '短评打分': 5}
{'短评内容': '不错的酒店不错的服务，可惜周围环境太差。很吵！而且烟味很浓，尽管服务员来处理过烟味了，只是喷了些香氛，烟味依然很浓，害得我一晚没睡觉。', '短评打分': 5}
{'短评内容': '单人床就很大，枕头也很舒服。不过被子太厚了，很热，应该换夏天的薄被子。\r\n早餐15元自助餐，物有所值。', '短评打分': 5}
{'短评内容': '不错，性价比较高，很干净，就是周围吃饭的地方少，两顿正餐都在宾馆解决的。', '短评打分': 5}
{'短评内容': '有两个窗户，格局感觉不错，床很大。设施很新，下次来还住这', '短评打分': 5}
{'短评内容': '非常的满意，尤其是床上的席梦思非常的舒服，很柔软，', '短评打分': 5}
{'短评内容': '地点适中，价格合理，卫生不错。', '短评打分': 5}
{'短评内容': '住的是一个靠街角的带穿房，挺舒适的，值得推荐！', '短评打分': 5}
{'短评内容': '服务及设施都好，就是地方有点偏，比起杭州的锦江来讲还是很好的了，下次出差还会去住。就是晚上送到房间的东西很难吃，可以说是难以下咽', '短评打分': 5}
{'短评内容': '距离国际商贸城打车只要7块钱左右，位置很方便。房间也很干净，住的很舒服，服务也还好，就是晚上外线的电话打不进来。另外，早餐的种类很少，尤其是青菜，白灼青菜，真的就是白水煮白菜了，不过卫生还好啦！\r\n如果以后去义乌，应该还会住了，毕竟性价比还是很不错的！', '短评打分': 5}
{'短评内容': 'a good location ,high 性价比 ,just cny159 a night,I will be back.', '短评打分': 5}
{'短评内容': '性价比很高，赞！！！', '短评打分': 5}
{'短评内容': '锦江之星酒店确实不错，下次还会入住', '短评打分': 3}
