{'descr': '应该是携程代理的，虽然没入住，但希望京东旅行越做越好', 'star': 5}
{'descr': '说实话，我是因为考公而住进去的，但是房间隔音效果实在不敢恭维，我一夜都被隔壁的声音搅合得没有睡着，严重影响了我第二天的发挥。当时和前台咨询过，不过因为房间被定满了，不好调换。', 'star': 1}
{'descr': '很温馨的说，收拾的也比较干净，离我们学校比较近，如果有同学来我一般都会向同学推荐这家的 ', 'star': 5}
{'descr': '酒店离单位很近，出行很方便，住着很温馨舒服。就是附近没有什么可逛的地方', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '地方有点偏，不过去市区的车还是比较多的。4路直接到夫子庙，还有一辆车可以直接到新街口的小吃街。', 'star': 5}
{'descr': '很好，嘻嘻…', 'star': 3}
{'descr': '卫生条件还不错，就是房间里没有吹风机，需要向前台借用，数量不多先借先得，需要吹风机的朋友别忘了早借。', 'star': 5}
{'descr': '总体感觉不错。', 'star': 3}
{'descr': '感觉不错，有点回家的感觉。', 'star': 3}
{'descr': '还不错，挺舒适的，唯一不足的就是可能因为空间小，会让人感觉有点闷~', 'star': 5}
{'descr': '很好不错，交通方便，服务态度较好。周边设施齐全。', 'star': 5}
{'descr': ' 环境不错，空调很暖和，也很干净，推荐', 'star': 3}
{'descr': '房间挺宽敞，离中山陵比较近，就是空调不是很不暖和', 'star': 5}
{'descr': '还行吧，就是空调不太好，噪音大，半天热不起来。', 'star': 1}
{'descr': '卫生可以，有点冷', 'star': 3}
{'descr': '环境不错，隔音效果很好，停车方便，有停车场，靠近南林大，强烈推荐~', 'star': 5}
{'descr': '酒店很不错，性价比很高，空调温度很足，推荐', 'star': 5}
{'descr': '  环境舒适，隔音好，水温热的快，洗澡也很舒服', 'star': 3}
{'descr': '不错，很方便，周围离南理工和南农都很近，吃饭也非常方便', 'star': 5}
{'descr': '很不错的经济酒店，很安静很干净，就是打扫的时候杯子没有清洗', 'star': 5}
{'descr': '环境挺好，服务周到，相当实惠的酒店，出差住住挺好，要是能打1折就更好了', 'star': 5}
{'descr': '地理位置不错，旁边就是苏果，但是酒店给的参考数据有问题，房间很小，大床房基本就正好放个床，10平米左右吧', 'star': 5}
{'descr': '服务不错，但是房间不太好，窗户外面是墙壁，我不喜欢这样的房间。', 'star': 5}
{'descr': '服务不错，但是房间不太好，窗户外面是墙壁，我不喜欢这样的房间。', 'star': 5}
{'descr': '因办事方便选择了这里，一贯的如家风格，服务很好，干净卫生，但一切很简陋，商务大床房价格偏高却非常迷你。', 'star': 5}
{'descr': '因办事方便选择了这里，一贯的如家风格，服务很好，干净卫生，但一切很简陋，商务大床房价格偏高却非常迷你。', 'star': 5}
{'descr': '干净', 'star': 3}
{'descr': '干净', 'star': 3}
{'descr': '商务大床房，不错哦', 'star': 3}
{'descr': '商务大床房，不错哦', 'star': 3}
{'descr': '还算干净，早餐简单了些，还算安静，去周边学校比较方便，去紫金山也不远', 'star': 5}
{'descr': '还算干净，早餐简单了些，还算安静，去周边学校比较方便，去紫金山也不远', 'star': 5}
{'descr': '环境不错，交通便利\n环境不错，交通便利\n环境不错，交通便利\n环境不错，交通便利', 'star': 5}
{'descr': '环境不错，交通便利\n环境不错，交通便利\n环境不错，交通便利\n环境不错，交通便利', 'star': 5}
{'descr': '不错，离南理工和南农大都很近，大概10分钟。晚上附近还有水果卖。', 'star': 5}
{'descr': '不错，离南理工和南农大都很近，大概10分钟。晚上附近还有水果卖。', 'star': 5}
{'descr': '酒店很干净、清爽，服务态度很好。我下次还选它。', 'star': 5}
{'descr': '酒店很干净、清爽，服务态度很好。我下次还选它。', 'star': 5}
{'descr': '＋很干净，挺好的', 'star': 3}
{'descr': '＋很干净，挺好的', 'star': 3}
{'descr': '还不错，早餐很好', 'star': 3}
{'descr': '还不错，早餐很好', 'star': 3}
{'descr': '很好很干净，停车也方便', 'star': 3}
{'descr': '很好很干净，停车也方便', 'star': 3}
{'descr': '非常不错，房间也大，很舒服，周边购物挺方便的', 'star': 5}
{'descr': '非常不错，房间也大，很舒服，周边购物挺方便的', 'star': 5}
{'descr': '难找。', 'star': 3}
{'descr': '难找。', 'star': 3}
{'descr': '总体还可以，卫生也不错。--------------------', 'star': 5}
{'descr': '总体还可以，卫生也不错。--------------------', 'star': 5}
{'descr': '总体还可以，地理位置也比较好。下次还会考虑入住。', 'star': 5}
{'descr': '总体还可以，地理位置也比较好。下次还会考虑入住。', 'star': 5}
{'descr': '酒店干净舒适够大', 'star': 3}
{'descr': '酒店干净舒适够大', 'star': 3}
{'descr': '第三次住了，除了隔音稍稍差点，其他的真的很好。', 'star': 5}
{'descr': '第三次住了，除了隔音稍稍差点，其他的真的很好。', 'star': 5}
{'descr': '离南理跟南农都不远，旁边还有苏果超市跟两家银行，还是比较方便的。不过我们住的房间后面是个工地，白天有点吵。宾馆的条件还可以，算是标准配置吧，服务态度也还不错，就是感觉价钱稍微高了点', 'star': 5}
{'descr': '离南理跟南农都不远，旁边还有苏果超市跟两家银行，还是比较方便的。不过我们住的房间后面是个工地，白天有点吵。宾馆的条件还可以，算是标准配置吧，服务态度也还不错，就是感觉价钱稍微高了点', 'star': 5}
{'descr': '又一次来住了。\n还不错.总体比较卫生。\n超市，公交比较便利，距离地铁口，1公里不到\n附近有在建楼盘，但是晚上不施工，睡觉时间比较安静。\n还有停车位，感觉很好。\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '又一次来住了。\n还不错.总体比较卫生。\n超市，公交比较便利，距离地铁口，1公里不到\n附近有在建楼盘，但是晚上不施工，睡觉时间比较安静。\n还有停车位，感觉很好。\n\n--------------------------------------------------------------------------------\n', 'star': 5}
{'descr': '还不错.总体比较卫生。\n超市，公交比较便利，距离地铁口，1公里不到\n附近有在建楼盘，但是晚上不施工，睡觉时间比较安静。\n还有停车位，感觉很好。', 'star': 5}
{'descr': '环境不错。', 'star': 3}
{'descr': '比较方便.\n签名:王鹏', 'star': 3}
{'descr': '环境优雅，出行方便，房间整洁，设施齐全。一个字好好好好好好好好好好好好好好好好好好好好好好好好好。djsaklskfjkldasj ', 'star': 5}
{'descr': '不错,但少了一套用品。不过及时补上了。早餐也不错。', 'star': 3}
{'descr': '比较注重细节，有回家的感觉，个别房间偏小', 'star': 5}
{'descr': '装修设施还可以，就是距离市区远了一些，后院有停车场。', 'star': 5}
{'descr': '离农大和南理工很紧，安静，标间不错，普通大床方空间较小，总体来说不错', 'star': 5}
{'descr': '酒店环境不错，价格要是能在便宜些就好了。离地铁稍微有些远，要走10几分钟的路程。', 'star': 5}
{'descr': '很不错的宾馆，干净温馨。服务员态度也很好。', 'star': 5}
{'descr': '不错，旁边有个超市比较方便！离南农比较近', 'star': 5}
{'descr': '环境优雅，服务很好，为旅客提供了很好的住宿环境，希望一直能继续发扬和保持下去。', 'star': 5}
{'descr': '  不错', 'star': 3}
{'descr': '酒店隔音不好，一大早就在装修，结账速度很慢，服务态度一般，很失望', 'star': 1}
{'descr': '环境蛮好的，就是房间有些小，还是标间好。还有就是之前没说明是暗窗，结果给的房间是暗窗的', 'star': 5}
{'descr': '服务不错，态度蛮好，环境也还可以。就是这个点评非得要20字，若是我喜欢用文言文点评，岂不是会死人，这个不好', 'star': 5}
{'descr': '内容', 'star': 3}
{'descr': '房间干净卫生还可以，就是酒店不提供午餐和晚餐，太不方便了。而且酒店附近也没什么吃饭的地方。', 'star': 5}
{'descr': '交通很便利，旁边就有苏果超市，房间布置也很温馨，是我这次出差住过的锦江之星、莫泰168、如家三家里面感觉最好的一家。遗憾的是酒店只提供早餐，没有午餐和晚餐提供。', 'star': 5}
{'descr': '环境、服务均好，价格适中，以后会推荐给朋友、同学', 'star': 5}
{'descr': '环境很好，很安静，交通很方便，如果价钱在便宜点就更好了！', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '环境蛮好，隔音很不错，被罩是粉色的很适合女生呢', 'star': 5}
{'descr': '卫生环境比较好。', 'star': 3}
{'descr': '还可以！服务也还不错！交通也算便利！还可以使用 消费券 ，不错！', 'star': 5}
{'descr': '房间比较干净，总体还不错，原以为有电脑的，去了才发现只有网线。。。而且去的那几天后边的工地还在施工，午休时有点受打扰了。', 'star': 5}
{'descr': '刚好在南农大办事，第一次住这家店，还不错，挺干净，服务员也还不错，挺好的，推荐', 'star': 5}
{'descr': '挺安静，环境也不错，态度也蛮好的，下次去附近的话还会住', 'star': 5}
{'descr': '挺好的，就是房间跟跟窗子有点小，挺干净的', 'star': 5}
{'descr': '环境还可以，窗户采光不是太好，与同类别的连锁店价格有点高。', 'star': 5}
{'descr': '总体来说不错，如果预定的房型可以更改，就更好了。', 'star': 5}
{'descr': '环境不错 性价比好', 'star': 3}
{'descr': '房间稍微有点小，没有挂衣服的地方，卫生间不错，很干净', 'star': 5}
{'descr': '总体还不错,订房程序若再灵活就更好,比如订房后不能更改房型', 'star': 3}
{'descr': '学校附近，方便，性价比算是挺高的一个快捷酒店了', 'star': 5}
{'descr': '如家快捷酒店（南京月牙湖银城东苑店）环境和卫生很好，周围交通便利，下下次去南京还选择它。', 'star': 5}
{'descr': '离农大很近，但有天晚上热水不怎么的，哥受凉了！', 'star': 1}
{'descr': '服务不错，环境跟好，跟想象中的一样，下次出差还去', 'star': 5}
{'descr': '很温馨…就是洗澡水温不够热…', 'star': 3}
{'descr': '服务态度好，设施齐全，旁边有银行，超市，很方便。挺好的酒店，性价比高。', 'star': 5}
{'descr': '服务设施都很好，只是因为学生考试临时提高价格，', 'star': 5}
{'descr': '很好，环境很不错.离景点很方便，有公交直达', 'star': 5}
{'descr': '价格实惠，室内装潢简约大气，离两所学校都比较近', 'star': 5}
{'descr': '交通便利，周围有公交车站，服务态度很好，比较干净，推荐。', 'star': 5}
{'descr': '新开的酒店，但是没有装修味道，是我住过的最好的如家。', 'star': 5}
{'descr': '很不错的如家，服务态度非常好，服务人员非常热情！再接再厉！', 'star': 5}
{'descr': '服务态度，住宿环境一级棒的～没的说，下次还会再住！', 'star': 5}
{'descr': '不错,态度服务不较好，房间有桌子 椅子等等', 'star': 5}
{'descr': ' 干净整洁 服务态度好。可是热水器水不够热', 'star': 3}
{'descr': '房间很整洁，很干净，网络也好用。就是离地铁站远，门口有公交站。', 'star': 5}
{'descr': '房间空间不算大，但很干净很温馨，就是住的房间旁边有施工，早上有点吵~~总的来说，值得入住~~', 'star': 5}
{'descr': '\n南京月牙湖银城东苑店这家如家蛮好的，就是退房时间早', 'star': 5}
{'descr': '条件很好很舒适', 'star': 3}
{'descr': '很好的服务，第二次住了！整洁干净，真的很不错！', 'star': 5}
{'descr': '没有吹风机，房间比较小，窗外没风景。。。。。。。', 'star': 5}
{'descr': '挺好的。', 'star': 3}
{'descr': '服务周到，环境干净优雅，房间内很有家的氛围，入住感到很温馨', 'star': 5}
{'descr': '环境不错，服务还挺好，下次朋友过来还推荐入住如家酒店', 'star': 5}
{'descr': '酒店整体服务环境都不错，就是不提供早餐让人没有回家感觉，附件有超市，购物较方便。大床房较小不过也还温馨。', 'star': 5}
{'descr': '和其它的如家一样，很干净，很舒适，这么冷的天空调很给力，就是卫生间地面下水道设置位置不合理，墙角有积水，仅我一间房间。', 'star': 5}
{'descr': '住进来了感觉还不错…感觉蛮温馨的，可是商务大床房面积太小，隔音效果不行。不过总体来说还可以，价格要是便宜点会更好…\r\n', 'star': 3}
{'descr': '房间感觉不错，很温馨，很干净，下次还会选择如家', 'star': 3}
{'descr': '很温馨 很不错 落地窗很漂亮，早餐也不错，就是厕所的门坏了，其他都好的~~', 'star': 5}
{'descr': '南京农业大学门口，坐公交还算方便，酒店内部环境不错，蛮干净清爽的。不过酒店隔音有点差，早上走廊有点吵。还有救是没发现吹风机在哪里。', 'star': 5}
{'descr': '不错的酒店 \n就在解放军理工大学 和农业大学之间\n服务员很热情 \n房间也很干净', 'star': 5}
{'descr': '  设施较好，环境清幽。而且紧挨着苏果。呵呵', 'star': 5}
{'descr': '这是附近性价比最高的酒店。服务人员态度也很好。很喜欢。', 'star': 5}
{'descr': '我个人非常喜欢  服务好 性价比超高  也很方便 超值', 'star': 5}
{'descr': '酒店服务还不错，环境也很好，就去位置有点偏', 'star': 3}
{'descr': '住的还可以，如家还是不错的，下次来南京会再来。', 'star': 5}
{'descr': '好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', 'star': 5}
{'descr': '服务很好！很温馨，家的感觉.如果一定要有什么不够给力的话就是隔音还能再好一点\n', 'star': 5}
{'descr': '酒店非常好，不错', 'star': 3}
{'descr': '干净不错。', 'star': 3}
{'descr': '还可以，就是没有饮水机。周末很难住到房，要先预订。但官方网上订的价格没其他网上的便宜。', 'star': 5}
{'descr': '房间干净整洁，价格也非常实惠。边上就是苏果超市，南京理工大学和南京农业大学也在边上，可以到学校食堂吃饭。。。', 'star': 5}
{'descr': '我非常喜欢你的地理位置 和你们工作人员的服务    支持你们', 'star': 5}
{'descr': '地理位置不错  服务很好  每个服务人员都很让人心暖', 'star': 5}
{'descr': '酒店设置比较新，卫生也很好，服务不错，餐厅在三楼中间，过道饭菜味比较浓，就是半夜旁边工地的车子声吵了近一个多小时。', 'star': 5}
{'descr': '第一次住，感觉不错，很干净，舒服，下次还会光顾的。', 'star': 5}
{'descr': '安静，方便，紧邻南京农业大学和南京理工大学，下次来了还会考虑', 'star': 5}
{'descr': '环境卫生还可以，就是房间隔音很不好，对面房间打了一晚上牌、隔壁的电视机声音晚上睡觉听的清清楚楚…', 'star': 3}
{'descr': '如家的服务是我住过的所有商务酒店里服务最好的一家，所有的工作人员见到住宿的客人，无论在任何情况下，都会亲切的问声：您好！这一句简单的问候语，让旅途疲惫的客人倍感温暖！', 'star': 5}
{'descr': '很满意如家酒店的服务', 'star': 3}
{'descr': '到南农南门步行5分钟可以到，很方便的一处酒店，如家的服务真的很好!为客人服务的很周到，尽量的满足客人的需要。一流的服务，一流的团队，一流的设施！如家是我住过的商务连锁酒店里最好的了！', 'star': 5}
{'descr': '位置有點偏，不過挺安靜的.衛生還不錯，服務態度也挺好。', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '其他都挺好。\r\n就是天气还不太热，就必须用很厚的被子，给酒店提出调换，未果。', 'star': 5}
{'descr': '紧邻南农大和钟山风景区，房间宽敞安静，比较舒适，卫生做的很好，值得入住。', 'star': 5}
{'descr': '属于好的酒店系列 就是性价比一般点 属于比较贵的系列', 'star': 1}
{'descr': 'hao ao ajljkldfj lks jf', 'star': 5}
{'descr': '酒店的卫生条件很好,属于那种简洁型酒店,毕竟是连锁酒店住起来只要舒服就好.这家酒店就像它的名字一样总能给我&quot;家&quot;的感觉.', 'star': 5}
{'descr': '卫生 服务 都不错 也比较安静 早餐还算实惠   我喜欢 ', 'star': 3}
{'descr': '酒店服务人员很热情,而且也很周到,就是从性价比的角度来讲还是有些偏贵,不过比较是连锁酒店还是可以接受的.整体感觉还可以.', 'star': 5}
{'descr': '酒店位置非常好,毗邻中山陵风景区.观光出行都很便利.周边的学府也很多很有学院风.家里人来看望学子时可以选择这家住下,还不错哟.', 'star': 5}
{'descr': '卫生很好 很干净 位置对我来说很好 服务态度也不错', 'star': 5}
{'descr': '新店，装修气味重', 'star': 5}
