{'descr': '很好', 'star': 5}
{'descr': ' 很不错，干净卫生', 'star': 3}
{'descr': '干净、服务周到、床位舒服、设施齐全、出差时的好选择。', 'star': 5}
{'descr': '  卫生条件很好，满意', 'star': 3}
{'descr': '地理位置好 卫生条件也不错 住着很舒服  很满意', 'star': 5}
{'descr': '干净舒适，交通便利，距离榆次老城景区很近，房间很大比较安静，很超值。', 'star': 5}
{'descr': '前台服务态度不好。光订房就订了二十分钟，不按顺序办，还有就是房间应该放四双拖鞋。洗澡后湿拖鞋太滑，', 'star': 3}
{'descr': '   蛮好，卫生环境都不错，值得推荐', 'star': 3}
{'descr': '性价比很高', 'star': 3}
{'descr': '在这个酒店住过几次，这次是为朋友定的，朋友很满意。干净、安静。', 'star': 5}
{'descr': '店内环境很好，服务态度也好，酒店周围购物就餐特别方便。离老城也近。', 'star': 5}
{'descr': '卫生条件不错，交通方便，但是有一小瑕疵，要了一个一次性的剃须刀，根本不能用。', 'star': 5}
{'descr': '上海薇爱精品时尚酒店（吴中店上海薇爱精品时尚酒店（吴中店上海薇爱精品时尚酒店（吴中店上海薇爱精品时尚酒店（吴中店', 'star': 5}
{'descr': '酒店前台态度好，房间也大，设施也较新，处于市中心，后面既是榆次老城，交通方便，唯一有点美中不足就是水温不太稳', 'star': 3}
{'descr': '很干净，性价比很高，位置极佳，热水很充足', 'star': 3}
{'descr': '即使是快捷酒店,这里的设施也太简陋了,甚至没有一个柜子,一个抽屉,行力只能放地上.如果再减价三分之一是120元,就名实相附了.', 'star': 3}
{'descr': '这里非常干净舒适，而且地理位置不错，房间大小适中。', 'star': 5}
{'descr': '干净，但没有任何消费，饮料都没有，烟也没有', 'star': 5}
{'descr': '干净卫生，只是液晶电视太小，在床上看有点费眼睛。如果180包含早餐则更好。', 'star': 5}
{'descr': '房间靠近电梯  有点吵  房间里没有行李架  其他的都不错', 'star': 3}
{'descr': '环境很好，简洁而舒适，服务非常好，处理问题也非常灵活、周到，很好，以后会经常来入住的。', 'star': 5}
{'descr': '住了好几次了 感觉很好 很干净 服务也不错 就是自助早餐太差了……\u3000还有浴室的下水管道\u3000老容易积水……洗澡很麻烦  \n还有啊 能不能把一次性拖鞋 换成塑胶拖鞋呢 我觉得这样比较好', 'star': 5}
{'descr': '价格合理，干净，早餐也不要错，值得入住的酒店', 'star': 5}
{'descr': '客房很干净，服务员比较热情，但是交通不太方便。前台送了个身份证套套，很贴心', 'star': 5}
{'descr': '冬天暖风很足，室内很温暖。不错不错，应该推荐。', 'star': 5}
{'descr': '不错的一家酒店，酒店内很干净，设施较为一般，前台服务人员很热情', 'star': 5}
{'descr': '地理位置不错，房间干净卫生，服务态度端正。但早餐花样不是太多。', 'star': 5}
{'descr': '冬天热风比较足，室内很温暖，双层窗隔音不错，总之细节都比较用心，前台责任性也强，很好！', 'star': 5}
{'descr': '很不错，整洁。很好。值得推荐。早餐有点简单，', 'star': 5}
{'descr': '酒店干净。很好。', 'star': 3}
{'descr': '第一感觉服务很好，当天到的比较早，早上6点就到了，当时没有房间，需要等待，服务员主动端上了热牛奶，非常温馨。其次，床和被子非常舒服。出行方便，值得推荐，而且锦江之星的卡能打折', 'star': 5}
{'descr': '窗户外边是大马路 晚上大车或者农用车比较多 声音很大 硬件设施还是很不错的 走廊有地毯 房间很大 服务不错', 'star': 5}
{'descr': '环境不错，感觉整洁房间也大，性价比高，推荐。', 'star': 5}
{'descr': '电视还没有我自带的笔记本电脑屏幕大呢，太小了，我的近视眼HOLD不住啊！是我住过的宾馆里见过的电视最小的。还有就是2合1的洗发水味道不怎么好啊~其他的都挺好，环境不错，床也舒服。', 'star': 5}
{'descr': '环境不错', 'star': 3}
{'descr': '干净、舒适、方便。', 'star': 3}
{'descr': '不知道是不是酒店太火爆的缘故，有两次入住都没有房间，需要等半小时清理房间，建议提高工作效率。', 'star': 5}
{'descr': '酒店的早餐不错，品种比较丰富。酒店的早餐不错，品种比较丰富。', 'star': 5}
{'descr': '其他的都不错，不过电视太小了，换台反应慢，不太理想。', 'star': 5}
{'descr': '新开的快捷酒店，干净整洁，房间也够大，不错。', 'star': 5}
{'descr': '床特别特别特别舒服~~~要是送早餐就好了> <', 'star': 5}
{'descr': '不知道是酒店原因还是运营商的原因，晚上时候网络会特别的慢，而且每天晚上23点左右准时会断线10分钟或更长，希望尽快解决，除此之外，其他一切都非常满意', 'star': 5}
{'descr': '酒店很干净，服务也不错！可惜的是没有香烟，饮料只有矿泉水，稍微降低了酒店的服务满意度', 'star': 5}
{'descr': '环境好交通方便', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '早餐自助不错，房间干净，整体好,服务态度也不错，赞一下。', 'star': 5}
{'descr': '酒店位置比较好，对面就是百货大楼，边上还有餐饮一条街。屋里环境比较干净简介，就是电视太小了', 'star': 5}
{'descr': '很不错，物美价廉，吹风机不是房间里的必备，需要到服务台借用。', 'star': 5}
{'descr': '酒店很新\n\n环境不错 干净\n\n在繁华商业街上 \n\n楼下 大中 赶上10.1 有些吵\n', 'star': 5}
{'descr': '优点：服务还好、客房大、隔音不错\n缺点：电视太小太高、换台太慢、没有CCTV5\n水龙头水小，没有荞麦枕，只有一个棉枕\n没有浴帽，卫生纸只有一卷不过问楼层服务员又要了一卷\n电梯慢，热水壶有怪味。。。。。。', 'star': 5}
{'descr': 'B君与两个哥们逛商店。B与其中一个在看体育用品，另一个在看CD。好一段时间过去了，B君忽然想起那个姓闻的哥们，于是大嚷：“闻兄呢，闻兄呢，闻兄在哪儿？”直到隔壁女装专柜的导购小姐笑盈盈地向他们走来，他们才恍然大悟，“嗖”地溜了。', 'star': 5}
{'descr': '这个酒店交通方便，条件还不错，本以为临街会很吵，但入住后也没感觉噪音大。不足之处就是没有免费早餐，不好停车。', 'star': 5}
{'descr': '第二次住了，不过都是带朋友来的，朋友都说还不错，价格适中。但是弄点小误会，虽然最终解决了，但希望酒店方做事更细一点就更好了！！！！！', 'star': 5}
{'descr': '房间不错，环境也可以，前台服务一般，感觉很死板，房间内热水一直供应很足，但不知道是不是我住的高的原因，开了凉水没感觉凉，全部都是热水。另，夜里面出租车很宰人，希望晚上能少出去就少出去', 'star': 5}
{'descr': '酒店位于市中心，旁边就是广场，广场下有超市，吃喝玩乐都很方便。停车方便，服务态度好。 酒店位于市中心，旁边就是广场，广场下有超市，吃喝玩乐都很方便。停车方便，服务态度好。', 'star': 5}
{'descr': '，房间比锦江之星大，好，就是地板有点翘', 'star': 3}
{'descr': '隔音太差，吵的不行，别的服务都很好，尤其对入住客人遗漏的东西能妥善保管！', 'star': 5}
{'descr': '很不错哦，房间很好，网速做了限制，防止某些不良的人下载过大导致别人打不开网页，下次还来', 'star': 5}
{'descr': '干净，硬件基本到位，服务周到。刚刚入住时候，遇到一个不但不会笑，而且似乎我欠她什么似的；回来，到了晚上，遇到两位前台服务员，热情周到，还为我介绍了山西其他景点，以及如何行车路线更合理，门前停车场的保安也是与我聊得很开心，介绍了许多情况。我及时修改了路线，我少走了一些弯路，多看了一些景点。', 'star': 5}
{'descr': '第二次定这家宾馆了，干净整洁。早餐的品种稍微少一点。', 'star': 5}
{'descr': '酒店位置不错，去老城区非常近。房间也比较干净，但就是房间装修味道还未散去，性价比中等', 'star': 5}
{'descr': '非常干净，早餐不错。\n临街的有一点点小吵，房间也非常 整洁，推荐', 'star': 5}
{'descr': '酒店比较新，干净整洁。地理位置也不错，逛街方便。', 'star': 5}
{'descr': '在榆次，金广的性价比算比较高的了\n屋内的设施较新，住着比较舒服\n唯一让我觉得遗憾的是，电视有点小', 'star': 5}
{'descr': '榆次开的第一家，太原有很多，环境还可以，交通方便，市中心，屋子设计的挺好', 'star': 5}
{'descr': '还不错  值得推荐  新开的酒店，装修什么的都不错   而且客房中心的服务员还是不错的      要是房价直接含早餐，高点也无所谓就更好了！！！\n', 'star': 5}
{'descr': '刚刚开业的新店  服务 住房神马的都值得推荐 而且地理位置很不错 离老城很近 徒步就过去了 超市 快餐都在附近', 'star': 5}
{'descr': '该酒店在榆次的商务酒店中还是不错的，推荐入住', 'star': 5}
{'descr': '很新   只是在广场旁边早上会有点吵  很干净 位置也不错 周边还有一条街可以吃小吃 对面就有肯德基', 'star': 5}
{'descr': '位置很好，电视机很小而且位置不好，看的很难受', 'star': 1}
{'descr': '很好', 'star': 3}
{'descr': '各方面都不错，就是希望你们能提供消毒拖鞋，不然那个一次性拖鞋在浴室很不方便啊，而且地巾有点鸡肋~', 'star': 5}
{'descr': '很干净且安静，但电视机太小，躺在床上看很不舒服.还有就是细节服务不好，比如有需要拨打前台电话时，却不知到该拨几号！', 'star': 5}
{'descr': '还可以不错的，就是早餐不大好，不值15元', 'star': 5}
{'descr': '不错，房间可以，但是大床房和标间网上说是一般大，结果一看，其实大床房要小的，不足之处，电梯里的地毯是臭的', 'star': 5}
{'descr': '市中心，交通方便.901起点直达太原火车站，购物方便.田森超市就在隔壁。旅游方便.榆次老城就在旁边。对面肯德基。房间新.干净。（榆次后沟很值得一看）', 'star': 5}
{'descr': '酒店环境不错，就是价格有点贵。', 'star': 3}
{'descr': '干净整洁舒适，近老城和购物中心，出行十分方便。', 'star': 5}
