{'descr': '很好，环境不错，干净，较满意。', 'star': 5}
{'descr': '雖然有小的問題，但是及時幫我們解決了。就是最後不能延時退房，有點兒不舒服。總體還可以，位置還是不錯的。', 'star': 3}
{'descr': '价格适中,环境挺好,房间大,设施齐全.距离也很近,交通便利.', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '大部分是特价房，高级房其实和特价房一样。', 'star': 5}
{'descr': '房间还可以，就是有点小，但相对于这个地点，这个价位算很不错的了', 'star': 5}
{'descr': '订的高级大床房，酒店电梯一般，房间太小，干净整洁，电视太差，模糊，晚上有点吵，感觉不值这个价。。。。。。。。。。。', 'star': 1}
{'descr': '环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。\n环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。\n环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。\n环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。\n环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。\n环境一般，床倒是挺大的，没什么感觉，价格还凑合吧。', 'star': 1}
{'descr': '感觉还不错。位置   服务   还有周边环境 都还是不错的\n\n就是邻近 道路  早上可能会听到车的声音。\n\n总体还是不错的  。', 'star': 5}
{'descr': '，非常不错，再订一间。', 'star': 3}
{'descr': '房间有点小，噪音很大，临街，不过挺方便的，去哪里都方便。周围小吃也比较多，比较适合临时住一下', 'star': 5}
{'descr': '价格公道，干净 ，交通便利，适合旅游住宿。周边吃饭地方也多。临近天津总院', 'star': 5}
{'descr': '酒店电梯一般，其实有更好位置的汉庭，这个汉庭离购物街1公里，其他还可以，就是汉庭啦', 'star': 5}
{'descr': '很好，很干净，非常舒适，各个设施也很完备', 'star': 5}
{'descr': '屋子很干净，回来后都会摆的整齐，但是被罩不是每天都换的吗，发现痕迹只是从头调到尾，没有换过，这点不好', 'star': 5}
{'descr': '和G友去的 还是不错的 地理位置也比较好 向大家推荐', 'star': 5}
{'descr': '在一个写字楼里，房间面积较小，性价比不高。', 'star': 1}
{'descr': '卫生还可以  就是空调不制冷  住进去还有点味道   下次住要调一下房间了', 'star': 5}
{'descr': '非常贴心。很喜欢。', 'star': 3}
{'descr': '卫生整洁,环境比较安静。总体上比较满意!', 'star': 3}
{'descr': '总体不错，不过当天冷气出问题了，有点热。。。。。。。', 'star': 5}
{'descr': '老住了~~特价房非常实惠~~~而且地点离南京路、滨江道走路可到~还是十分方便的额！', 'star': 5}
{'descr': '酒店位置不错，离市中心近，服务也算可以，值得推荐', 'star': 5}
{'descr': '100元的周末特价房，很不错。设施齐全，装修精美，地点位置也不错。', 'star': 5}
{'descr': '酒店挺好的', 'star': 3}
{'descr': '性价比不错，就是手续太麻烦了！定了两天，还不能一次办理连续住，得在前台办理两次', 'star': 5}
{'descr': '服务很好~而且房间很别致~很适合休闲旅游居住~很放松心情~', 'star': 5}
{'descr': '设施很全   住着比较舒服   服务人员态度特别好   而且 有吹风机  这是很多快捷酒店没有想到的   很有家的感觉   位置也很不错  走几步就到滨江道了   给十星好评    鼓掌 撒花', 'star': 5}
{'descr': '位置还可以，服务也可以，特价房是那样的啦，不过在网上订不订无所谓，因为149是酒店特价服务。', 'star': 5}
{'descr': '定的假日百元房，特别适合逛街的童鞋们~住过如家，锦江之星还有格林豪泰，感觉汉庭比较人性化，床头柜上还有网线。不错~~~\n缺点就是大厅跟其他商铺共用，木有大厅休息区，木有无线网络。', 'star': 5}
{'descr': '火车站坐8路车，新兴路下车，就能看到高楼上面汉庭的牌子。距离天津大学（卫津路）不远，打车起步价，走起来的话估计要将近20分钟吧。房间干净，洗漱用品齐全。郁闷的是洗手间马桶漏水，维修工人下班了，结果吵了一晚上还好，浪费多少水啊。。。', 'star': 5}
{'descr': '别的还可以，就是隔音方面，换了几个房间，隔音都比较差', 'star': 1}
{'descr': '地理位置相当好，很安静，离滨江道等闹市区很近，价位还低，很干净，所以住起来不错。\n不足的地方就是第一卫生间有点小，第二，网线连不上网不知道为什么。第三，应该是个别现象，牙刷会掉毛。希望改进，还有就是窗户外面不知道是什么地方，晚上风机的声音很大，夏天了，想开开窗户会很吵。', 'star': 5}
{'descr': '酒店很好，很干净，地点也很好，服务态度也不错，就是房间有点儿小，价位还可以。', 'star': 3}
{'descr': '价格和位置都不错,就是酒店竟然不主动开发票害我又跑一趟而且酒店一点歉意也没有...很无语,让人怀疑这是汉庭连锁不是啊???', 'star': 5}
{'descr': '酒店环境还不错,这附近的酒店它家算便宜了。', 'star': 3}
{'descr': '汉庭特价大床房设施很全，只是因为没有窗户所以一进门有一点空气不流通的味道，建议以后等顾客入住前开一会儿换气扇', 'star': 3}
{'descr': '挺好的~挺干净的，服务态度也挺好，还送一瓶矿泉水，挺细心的', 'star': 5}
{'descr': '舒适 温馨 价格合理！ 是一个很适合居住的酒店！ 安全性更加不用不评论', 'star': 5}
{'descr': '房间干净，比强想象中好很多', 'star': 3}
{'descr': '酒店一般', 'star': 3}
{'descr': '房间很干净，服务也不错，很好.环境也不错，以后有机会还来。', 'star': 5}
{'descr': '味道太重了！！！装修的那种味道！！！！\n\n楼道和房间里面都是！！！\n', 'star': 1}
{'descr': '周末特价百元房性价比很高，不错,值得下次再去住，赞一个！！！！！', 'star': 5}
{'descr': '非常好，gOODDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD!', 'star': 1}
{'descr': 'GOODDDDDDDDDDD!!!very nice!!!', 'star': 5}
{'descr': '超值', 'star': 3}
{'descr': '配套很好！不错', 'star': 3}
{'descr': '还是挺好的。去了第2次,很安静。整洁..l下次如果可以还是会选择这家', 'star': 5}
{'descr': '挺好的，房间里还有吹风机呢！隔音很好！', 'star': 3}
{'descr': '汉庭鞍山道店，住宿条件尚可，交通快捷方便', 'star': 3}
{'descr': '隔音差旁边屋子交换的声音都能听见，而且淋浴最让人受不了，一会儿热一会儿凉一会儿没水。', 'star': 1}
{'descr': '选择汉庭是因为卫生条件好，且服务态度好，但房间确实有点小，不过凑合住是没有问题，酒店地处市中心，交通也比较便利', 'star': 5}
{'descr': '地点还算便利，房间有点小，隔音效果一般。对面是医院，附近也没什么好的饭馆。', 'star': 5}
{'descr': '晚上有点吵…总体上不错！', 'star': 3}
{'descr': '应该说就在市中心区，很方便的位置，房间有点小了。门口的停车场是承包了，胡乱收费，呵呵，天津特色吧。酒店还可以，下次还会住这里。', 'star': 5}
{'descr': '这里很好，交通很方便，在市中心，而且价格合适！', 'star': 5}
{'descr': '地理位置毗邻市中心，交通还不错，附近有两个以上的公交站。不错吃饭不是很方便，楼下的几家餐厅看起来都很不体面。', 'star': 5}
{'descr': '交通便利，干净卫生，经济实惠，性价比不错。', 'star': 5}
{'descr': '不错啊~就是周围车有点吵~~还有大门刷卡的有点不太灵', 'star': 5}
{'descr': '卫生间好小啊，别的还没有想到什么，总体来说还好。', 'star': 5}
{'descr': '有点小，别的不错', 'star': 3}
{'descr': '房间有点小……可能是我订的是特价房……节假日，都是满房，能订到已经不错了……', 'star': 5}
{'descr': '酒店很干净，很舒服，符合这个价位。', 'star': 3}
{'descr': '性价比高，房间干净，位置不好找。床很大但是有点硬', 'star': 5}
{'descr': '性价比挺高，房间干净。位子不是很好找。床很硬', 'star': 5}
{'descr': '很不错的酒店\n，我觉得很好很舒适，。。。。。', 'star': 5}
{'descr': '位置就在滨江道附近，交通挺便利的；周边有个菜市场，可以买些水果之类的，附近多居民楼，算是闹中取静吧，推荐', 'star': 5}
{'descr': '汉庭的店都非常值得。在广州，成都都是住的汉庭，一个字好', 'star': 5}
{'descr': '干净卫生，简洁整齐，周围比较方便，十几分钟可以走到南京路的家乐福，不错哦。', 'star': 5}
{'descr': ' 床很大 墙隔音不错 但是窗户隔音不行 外面车多很吵', 'star': 3}
{'descr': '汉庭一如既往的舒适和便捷，非常好。以后还会来住的', 'star': 5}
{'descr': '    这是第N次入住了，还是一如既往的满意，推荐推荐！！', 'star': 5}
{'descr': '环境很好 离市中心很近 而且价位又低 很喜欢', 'star': 5}
{'descr': '汉庭的服务一直很周到 虽然房间较小 但是足够用了 干净卫生 ', 'star': 5}
{'descr': '很温馨……房间虽然小点却很舒服', 'star': 3}
{'descr': '我感觉酒店好不好。还是入住之后才能身有体会,我预定的是新春特价房,一进房间的感觉就很好。房间很干净整洁,真的不错。虽然是特价房但是各方面一点都不差,很好，下次的首选.', 'star': 5}
{'descr': '服务态度很好 在网上订的标准间给调成大床房了  就是没窗户的房间会有一些味道 ', 'star': 5}
{'descr': '条件一般，挺干净的，不过隔音效果不敢恭维。', 'star': 1}
{'descr': '入住', 'star': 3}
{'descr': '较好满意', 'star': 3}
{'descr': '环境还不错，卫生间除味还需加强！', 'star': 3}
{'descr': '房间确实不大，但设计齐全，挺干净，暖气很足，下次还要入住汉庭。', 'star': 3}
{'descr': '房间很干净，服务也很好', 'star': 3}
{'descr': '酒店整体很不错，房间格局也不错，很干净，暖气很足，床也大的舒服！哈哈哈交通也很方便，离商业街步行就能到 喜欢', 'star': 3}
{'descr': '很好 比想象的好的多，价格也恨便宜。也比较安静，总体来说 恨划算~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '性价比很好，很干净，服务很热心！推荐！', 'star': 3}
{'descr': '汉庭酒店鞍山道店感觉还不错，挺舒适的。', 'star': 3}
{'descr': '房间虽小，该有尽有，很干净，满意，下次去天津还会光顾~', 'star': 5}
{'descr': '还不错…和想的差不多', 'star': 3}
{'descr': '酒店不错，位置好，交通方便，干净卫生，希望优惠活动多些', 'star': 5}
{'descr': '地理位置可以，服务很好、很好，环境、卫生一般。值得入住', 'star': 5}
{'descr': '离市中心很近 交通很方便 住的很温馨 以后还会来', 'star': 5}
{'descr': '位置稍微难找不过打车去没问题，其他的还可以', 'star': 5}
{'descr': '酒店经济实惠，但与写字楼共用一楼大厅，不太方便', 'star': 5}
{'descr': '还可以的卫生条件不错，房间布局好像不是很舒服，总体还行', 'star': 5}
{'descr': '很干净，但是无窗房真的很憋得慌，下次还是住有窗的比较好~', 'star': 5}
{'descr': '地理位置很不错，卫生干净，环境可以。服务态度很好。', 'star': 5}
{'descr': '干净，就是房间太小了，洗手间也很小，干湿分离，这个倒没有太大问题', 'star': 5}
{'descr': '还好吧，就是房间太空了，卫生间地板挺滑的，不过有吹风机，挺好。', 'star': 5}
{'descr': '位置好，服务好，早餐比较方便！整体还是不错的，下次还回去的！', 'star': 5}
{'descr': '还可以，上了楼的指示不太明确，房间很小，前台服务人员很少，整体感觉有点杂乱，价格中等可以接受……', 'star': 1}
{'descr': '房间很干净整洁，网线热水很方便，就是今天有施工', 'star': 3}
{'descr': ' 价格还是挺可以的 地点很不错 交通方便', 'star': 3}
{'descr': '位置很好，距离医院比较近，房间比较干净，服务好', 'star': 5}
{'descr': '酒店地点不错，价格还好，就是房间有点小           ', 'star': 5}
{'descr': '水温很低，没办法洗澡... 其他还好     ', 'star': 5}
{'descr': '地点有点偏不太好找，但是真的很便宜，距离滨江道也不远~~~~~~', 'star': 5}
{'descr': '在医院后面，比较隐蔽。高层视野较好。大唐有薄荷糖', 'star': 5}
{'descr': '地点较隐蔽，吃饭有点远。但是高层，房间比较亮', 'star': 5}
{'descr': '同下。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '地理位置还算不错，周围吃饭的地方挺多，就是打车不好打，要早出门！', 'star': 5}
{'descr': '很干净，也很安静，值得推荐，性价比比较高', 'star': 5}
{'descr': '很吵，服务态度也很一般，像个加盟店。附近还有个汉庭快捷，那家不错', 'star': 1}
{'descr': '虽然只满足基本的住宿需求， 但价格适中， 适用于只睡一晚上的使用，但不要指望享受型的住宿', 'star': 5}
{'descr': '地理位置还可以，不过房间感觉一般，床单什么的不是很干净。', 'star': 1}
{'descr': '麻雀虽小五脏俱全，挺可爱的小房间，一切都安排的很好~ 订的是无窗房，房间好黑，很促进睡眠~ 提示：一定要上闹钟，否则太阳晒屁股了都不知道', 'star': 5}
{'descr': '周日的活动很便宜 房间不小 性价比不错 离滨江道不远 很方便', 'star': 5}
{'descr': '地点不错！交通便利\n就是高层正在装修 ，会很吵', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': ' 汉庭位置比较不好找但是性价比很高', 'star': 3}
{'descr': '周围小吃还可以', 'star': 3}
{'descr': '房间不错，环境挺好的，而且不吵闹，但是空调似乎不大好用，屋里比较热。。。按性价比算，还不错', 'star': 5}
{'descr': '已经入住就店,但是房间的卫生间门直对床而且距离很近感觉不好.要求调房前台说没有可气。', 'star': 3}
{'descr': '房间较小，因为没有窗户，所有有些味道，但总体来讲不错，值得推荐。', 'star': 5}
{'descr': '房间不大，因为没有窗户，有味道。但是总体来讲比较值，值得推荐。', 'star': 5}
{'descr': '住的这么多200左右的快捷酒店，就觉得汉庭最好，房间大，很干净，8错8错', 'star': 5}
{'descr': '房间比较小，没有窗户，有些味道，但这个位置这个价钱，还是很值得的', 'star': 3}
{'descr': '感觉一般吧，卫生间和淋浴是玻璃隔开的两间感觉好小~无窗的空气不好', 'star': 1}
{'descr': '地理位置还不错，去哪都比较方便。就现有的环境和服务价格应该更便宜些。', 'star': 5}
{'descr': '该店在天津来说，这个价位还是不错了。服务态度很好。', 'star': 5}
{'descr': '之前也看了很多点评，说是面积很小，但是入住的那天我觉得一点也不小，很舒服很干净，很满意。', 'star': 5}
{'descr': '非常不错的一家汉庭，卫生服务都不是盖的。不错。', 'star': 5}
{'descr': '房间不大，没有窗户，有些味道，但这个位置这个价钱，还是值得的', 'star': 5}
{'descr': '+周围挺不错的，很方便。', 'star': 5}
{'descr': '房间很干净，相当舒适，不愧是大牌子，除了房间稍微有点小以外，其他都比较满意。', 'star': 5}
{'descr': '房间不大，而且因为没有窗户，有味道，但是这个地点，这个价格还是值的，推荐', 'star': 3}
{'descr': '环境挺好的，我住的是特价房，才149，还返券，很合适，汉庭挺不错的', 'star': 5}
{'descr': '房间干净、设施配备的也很齐全。就是第一次找酒店的时候有点费劲。总体来说还是很满意的。100元的周末房很实惠。', 'star': 3}
{'descr': '这个酒店性价比还是比较高的，就是位置稍微有点偏，不过还好，也挺干净卫生的', 'star': 5}
{'descr': 'good eough it itititititti could ', 'star': 5}
{'descr': '服务很好，很热情，很到位。房间布局不错。交通很方便。推荐该店。', 'star': 3}
{'descr': '感觉各方面都很好，就是第二天早上起来水不是很热，不知道是哪出了问题', 'star': 5}
{'descr': '环境不错，就是服务态度有点不太虚。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '第一次住这家，感觉各方面都可以。尤其是交通，很方便。', 'star': 3}
{'descr': '房间很小，有味道，因为没有窗户，需要开空调通风，但位置好，交通方便。\r\n这个地点、这个条件，价格还是比较划算的。', 'star': 5}
{'descr': '+环境和服务都还不错,房间稍小,比较整结,但每个房间内都是中央空调,天气凉没供暖气的时候,打开中央空调,房间内无法取暖.', 'star': 5}
{'descr': '酒店大堂与写字楼共用，略显杂乱，其他均可。111111', 'star': 5}
{'descr': '很好 酒店设备齐全 性价比很高 地理位置也可以。。。', 'star': 3}
{'descr': ' 地方有点小，不过设施挺齐全的…总体来说还行…', 'star': 5}
{'descr': '非常好，以后还会再来&#183;              ', 'star': 5}
{'descr': '除了房间稍微小点，其他还都不错，床很大很舒服，卫生也还不错，电视有点小', 'star': 5}
{'descr': ',各方面条件还是不错的,如果就住一晚,很值', 'star': 5}
{'descr': '酒店不是很好找，房间很小，其他的都不错，离南开天大都很近，总体好评！！', 'star': 3}
{'descr': '隔音隔音隔音隔音隔音隔音隔音隔音隔音隔音隔音隔音隔音隔音', 'star': 3}
{'descr': '还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行还行', 'star': 5}
{'descr': '酒店不错，特价房没有窗子，建议夏天入住，其他都可以', 'star': 5}
{'descr': '经常住 不过房间都比较小 但是位置不错 也还好了', 'star': 3}
{'descr': '经常住 不过房间都比较小 但是位置不错 也还好了', 'star': 3}
{'descr': '还行 房间小了点 卫生还好 其他都不错 价格不高', 'star': 5}
{'descr': '总的来说还可以，服务态度也不错，环境也很好', 'star': 5}
{'descr': '还可以的酒店，位置比较好，服务很不错，就是房间太小了。。', 'star': 5}
{'descr': '房间比住过的七天快捷酒店要小，但价格没有七天的实惠。枕头套有点脏，还有就是漱口的杯子非一次性的，感觉没有洗得很干净，杯子外面还有点污渍。前台服务员很干练，但少了点笑容。不过所处的位置还不错，楼下很多小饭馆，走不了多远就是商业区，吃饭购物还是很方便的，在附近的小街小道逛逛也挺有意思的。', 'star': 1}
{'descr': '这是第三次住汉庭鞍山道店了。还是推荐给各位朋友。交通方便、性价比合理都不用说了，最重要的一点是服务态度始终如一的好。推荐推荐还是推荐！', 'star': 3}
{'descr': '酒店在细节上很周到，吹风机之类的东西很全，房间也很干净', 'star': 5}
{'descr': '这家快捷酒店位置相对较偏，不太好找；酒店是与其他的公司在一座大厦里，人来人往，环境比较嘈杂；有两个电梯，都很小，噪声很响，上下摆动的幅度比较大，我们入住的时候还赶上检修；房间很小，设施相对简单，床垫比较硬，睡觉不太舒服。综合比较，也就是一般般吧。', 'star': 1}
{'descr': '酒店的设施还不错就是周边吃饭的地比较少！', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '房间整体还是比较干净、时尚，地段挺好，闹中取静，从大路要走进去拐一下，房间略小，洗手间浴室是透明的，所以比较适合情侣入住，整体还是不错的，给个好评！', 'star': 5}
{'descr': '滨江道中心区域附近，去古文化街、文庙、食品街、五大道都比较方便，去友鹏吃海鲜也比较方便，打车都是起步价，天津站打车到达也是起步价。\r\n房间有点小，电视有点旧，卫生一般。', 'star': 1}
{'descr': '地理位置很好，离南开天大海光寺及滨江道都很近。屋内设施齐全，就是房间有点小', 'star': 3}
{'descr': '非常喜欢这家店，地理位置很好，离商业区近，周围又比较安静，交通方便，附近还有药店和小商店。工作人员服务态度挺好的，而且办事效率也蛮高。房间还是很干净的，而且电源插头很多，特别方便。与之前一次相比，这次房间的床灯光线柔和了很多，很舒服。总之，这一家的性价比是相当高的了，推荐朋友们入住。', 'star': 5}
{'descr': '酒店环境不错  很干净   服务也很好', 'star': 5}
{'descr': '挺好的，就是浴室最好有挂毛巾的地儿，湿毛巾不太好放，呵呵，其他都挺好的。', 'star': 3}
{'descr': '挺整洁的，最好的是有吹风机，不错哦~~~~', 'star': 5}
{'descr': '房间可以床大', 'star': 5}
{'descr': '酒店美中不足的就是地理位置。比较难找，尤其是自己开车的时候，如果不熟悉地形，太痛苦了。酒店所在位置是多个道路的交叉口，而且附近很多都是单行线。酒店门口停车还要收费，即便你是住店的也不行。而且酒店上面就是写字楼，所以楼下停车位非常紧张……\r\n至于酒店内部，就跟其他汉庭差不太多了。', 'star': 5}
{'descr': '我住的是特价房 149元。就是没有窗户比较郁闷 其余都还凑合\r\n但就是觉得性价比有点不好', 'star': 5}
{'descr': ' 被子很脏，半夜装修，停车还要再交12，最关键的是这不是我要定的那家汉庭，给我定错了，无语！', 'star': 5}
{'descr': '出行，吃饭都很方便，性价比高。就是窗子不能打开，有点遗憾。', 'star': 3}
{'descr': '出行方便，性价比高。唯一不好的是窗子不能开。', 'star': 5}
{'descr': '位置很不错，就是内宾是在太小了。也太黑了。不开灯什么都看不见啊', 'star': 5}
{'descr': '不错。卫生不错。位置不错。但是床很不舒服。被子不是棉质，很扎皮肤。', 'star': 5}
{'descr': '可以', 'star': 5}
{'descr': '住了两次了，感觉还行，只是床单之类的有时候好像不太卫生，希望改进', 'star': 3}
{'descr': '周围市场买东西比较方便，离长征医院近，地铁站也不远。', 'star': 3}
{'descr': '周围市场买东西比较方便，离长征医院近，地铁站也不远。', 'star': 3}
{'descr': '床有点硬, 床垫太薄, 最后一夜隔壁有装修声音,总台未能协调,停止装修,表明能力一般, 同时房间隔音较差, ', 'star': 5}
{'descr': '服务非常好，卫生、环境也很好。地理位置稍偏。价格比很好，值得入住！', 'star': 3}
{'descr': '非常好找，而且非常干净，清洁 的很好                                           ', 'star': 5}
{'descr': '还不错,就是门的隔音不是很好', 'star': 5}
{'descr': '卫生什么的不错，就是房间小一点儿,尤其是卫生间。', 'star': 5}
{'descr': '不错，挺好的！房间的东西齐全。好评！！！！！！！！！！！！！！！！！！', 'star': 3}
{'descr': '面盆没有混水阀，有点不方便。离地铁站很近。', 'star': 5}
{'descr': '+酒店位置比较偏,楼上还在装修,电梯很差', 'star': 3}
{'descr': '宾馆比较偏，不太好找，楼上还在装修，电梯很差', 'star': 1}
{'descr': '唯一觉得不太方便的是，屋里的网线太短了，而且明显速率太慢，几乎上不去，而且经常断线', 'star': 5}
{'descr': '交通方便，唯房间偏小。', 'star': 5}
{'descr': '店里的服务员很有礼貌，见面会主动问候，感觉不错。因为是没有窗户的房间，和老公睡了个大觉，舒服。房间虽然小但是感觉挺温馨的，麻雀虽小五脏俱全吧~ ', 'star': 5}
{'descr': '整体感觉还不错，不是让人觉得很温馨！房间内的布局设施略显单调！', 'star': 5}
{'descr': '环境还可以 ，服务态度衣挺好， 尤其是前台胡妹妹比较好啊 顶一个', 'star': 3}
{'descr': '一直住在这儿好几天了，服务的态度真的非常不错呢。交通也方便。', 'star': 5}
{'descr': '服务态度很好，离商业区——滨江道也很近，附近的公共汽车也十分方便。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '房间和卫生间都跟干净 设备也比较齐全 再加上周日的百元房活动 性价比很高', 'star': 5}
{'descr': '服务员的服务态度真的很不错，也很舒适，就是双床的房间卫生间感觉有点小，总体感觉还是不错的', 'star': 5}
{'descr': '设计非常人性化，特价房加装了假窗口，唯一不足是空调不是非常好用', 'star': 3}
{'descr': '服务质量差，退房竟然要办理半小时，效率太低', 'star': 5}
{'descr': '还不错，住第二次了～两次都还挺满意的。还算干净，也没有很吵闹呢。', 'star': 5}
{'descr': '位置还好就是里面的空间有点小，厕所和浴室公用一个门很佩服设计者。。。', 'star': 1}
{'descr': '大床房非常好！7层是独立房间，隔音非常好！ML灰场合适！呵呵！', 'star': 5}
{'descr': '总体感觉非常好，性价比很高！只是中央空调不是非常好用', 'star': 5}
{'descr': '在总医院殡仪馆附近，稍微有点瘆得慌，对面一个饭馆还不错，挺好吃', 'star': 3}
{'descr': '+良好', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '干净，服务好。', 'star': 5}
{'descr': '服务态度非常好，由于空调出了问题，免费给我们换高级大床房！', 'star': 3}
{'descr': '不错！服务态度非常好！空调坏了还免费给我们换了一个高级大床房！', 'star': 3}
{'descr': '服务很好，房间比其他的汉庭稍微大些', 'star': 5}
{'descr': '大床房房间较小，床是1.8的比较舒服，其它都一般吧', 'star': 5}
{'descr': '大床房房间较小，床是1.8的比较舒服，其它都一般吧', 'star': 3}
{'descr': '总体不错', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '好，不错，续住了', 'star': 3}
{'descr': '最好能把中午12点结帐的时间能稍微往后拖半个小时，毕竟或许有事可能会耽误一点。', 'star': 5}
{'descr': '又回到了这里呵呵，这次没自驾车，不知道被出租车师傅宰了没，从杨柳青到汉庭花了54元，老妈心疼的很呵呵，不过到了汉庭还是一如以往的好，进了房间，方向不太适应，就换回上次住的那个朝向的房间，前台跟5楼的服务人员都很热情的帮忙换，心情好了很多，后来发现灯泡坏了一个，联系前台后立即有师傅来修，还给我们道歉，说是他们的失误影响我们休息，太客气了，我都觉得人家能给修就很不错了，还这么有觉悟，赞一个！唯一的就是', 'star': 5}
{'descr': '服务比其他汉庭相对差些，不过房屋面积还比较理想', 'star': 5}
{'descr': '不错，……', 'star': 3}
