{'短评内容': '酒店很有古韵,位置比较好找.不过有几点让人比较难接受:  1. 洗手盆下面严重漏水,打开下面的柜子,里面因为长期受潮,长了很多白色菌类,看了让人发毛.   2. 淋浴的水温不好调,而且浴缸的位置摆放别扭,淋浴时,水会溅到浴缸外面.  3. 马桶冲水不太给力.', '短评打分': 4}
{'短评内容': '环境真不错', '短评打分': 5}
{'短评内容': '一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般一般', '短评打分': 5}
{'短评内容': '房间很小，很闷比较潮，是蹲便，东西多最好别住这间，落地窗连通平台，但有门缝，蚊子多，蚊香都不管用！第二天又换了一间大点的还好。', '短评打分': 3}
{'短评内容': '酒店离码头很近，5分钟不到就可以走到酒店了，我住的是一楼的小古堡，干净舒适，店里的WIFI很给力，美中不足的是没有浴帽。', '短评打分': 5}
{'短评内容': '老板很热情，小店虽小，但什么都不缺，喜欢的风格。', '短评打分': 3}
{'短评内容': '  很温馨阿。不错的酒店。。还有两只大懒猫。。推荐', '短评打分': 3}
{'短评内容': '酒店环境不错 房间也很有感觉 就是卫生间味道有点儿的大', '短评打分': 5}
{'短评内容': '就是位置好，出行方便，但酒店条件和服务都比较一般，一楼房间不隔音，厕所也没安门，感觉价格太贵了。', '短评打分': 1}
{'短评内容': '旅店清静，前台工作人员热情。性价比还可以（工作人员的热情抵了不少）。如果可以将进入旅店那条小路上产生的冷气机滴水修好、下水道再清清。那就更好了。旅店离码头好近。', '短评打分': 5}
{'短评内容': '酒店就是想营造一个小子的感觉，整体来说还是可以的，就是房间有点小了，另外有一种味道，凡是出国过的人我想都能闻到这种味道，木质的老房子时间长了就有了。注意：酒店门口的海鲜酒店千万不要去吃，不但贵得离谱而且非常的不好吃', '短评打分': 5}
{'短评内容': '1、虽然离码头非常近，但是每次要走过一条充满臭味的夹道，有点恶心。\n2、2层标间房间面积袖珍也能理解，但是卫生间没有门，在入厕方面真的很有压力。\n3、洗澡时发现不光大莲蓬头坏掉不能使用，而且连接莲蓬头的连接杆也坏了，摇摇欲坠，洗澡的时候不光用水费劲而且还要不停的用手扶随时倒下来的莲蓬头和杆，很狼狈。告知后也没有修，很无奈。\n4、唯一安慰的是空调坏了，夜里不停地滴水，报修后马上修好了。', '短评打分': 1}
{'短评内容': '房间有点小，一家三口睡大床有点挤，对不起三楼vip大床的价格。', '短评打分': 1}
{'短评内容': '先说优点吧：\n1.酒店位置距离码头很近，下了轮渡码头，走到酒店也不超过2分钟。\n2.小院内、房内布置还算优雅。\n3.距离龙头路很近，走过去陪老婆四处走走，吃点小吃，买点特产，很方便。\n4.服务尚可。\n缺点来了，老板跟各位看官要接住啊。\n1.距离码头太近，轮渡不停，轰轰的马达声就不会停歇，说实话，有点影响休息。\n2.酒店门口一条通道走到大路上，通道旁边就是一个饭店的后厨区域，有点脏兮兮的，感觉很不好', '短评打分': 1}
{'短评内容': '因为预订的晚，所以岛上几乎没有房间可供我选择了。399预订了麓意思老别墅最后一间101的房间，因为靠近门口，房间隔音又不是很好，所以有点吵哦~\n因为我们有个3岁的小孩，所以相对这个房间来说也小了点，适合情侣住。\n\n不过出门就是院子，还有电脑可以免费供客人使用，这点方便了，哈哈~', '短评打分': 5}
{'短评内容': '环境，位置，装修都还不错，闹中取静。挺浪漫的地方。', '短评打分': 5}
{'短评内容': '房间小一点，但是估计岛上的老别墅的空间都不大。喜欢店里的装修风格，古朴的百年老宅。地理位置很好，近码头却闹中取静。店里有两只猫，一动一静；店里的服务员都是帅哥，服务态度不错。如果房价能再便宜点，那么下次再来住上一周把鼓浪屿读透...', '短评打分': 5}
{'短评内容': '那是相当不怎么样,房间小到两个人转身都困难,住一层一直都睡不好,门外有人玩扑克声不绝于耳,不太干净.', '短评打分': 1}
{'短评内容': '酒店不错呐亲,距离码头很近非常好找,住在一楼的古堡房,干净卫生咧,就是厕所木有帘子,有点紧张呐,还有麻烦酒店的清洁阿咦记得打扫床底下呀.恩,酒店里面设施和庭院环境都很好,见到了酒店里两只可爱的小猫,其实一楼房间的隔音都还好的,就是希望前台那个总是咳嗽的帅哥注意身体,还有戴眼镜的帅哥很热情阳光,感谢总帮忙开房间的红木门的那个帅哥,如果有机会再去鼓浪屿,还会选择该酒店~', '短评打分': 5}
{'短评内容': '地理位置很方便。房间干净而又舒适，屋内每一寸装修和摆设，都很用心，连屋顶四角都有雕花，砖上雕。一花一白两只猫，很有主人气质。', '短评打分': 5}
{'短评内容': '环境和服务还不错，vip房间设施不行，有待改善。', '短评打分': 3}
{'短评内容': '酒店很有情调，尤其是在院子里借着烛光，一个人静静地喝着冰啤…', '短评打分': 3}
{'短评内容': '很烂，不值', '短评打分': 3}
{'短评内容': '很棒的酒店 超有feel 很温馨 还有两只超有爱的小猫 \n店主很热情 给我画线路图 告诉我去哪里买面包 然后还帮忙烤面包\n恩恩 真是个可爱的地方', '短评打分': 5}
{'短评内容': '房间很有feel  欧式的感觉  还有个阳台  店主也很热情  ', '短评打分': 5}
{'短评内容': '酒店还是比较有特色的~~地方太隐蔽了,对于在岛上不熟悉的人来说好难找,隔音差了点!', '短评打分': 5}
{'短评内容': '住古堡房，环境不错，尤其是卫生间的部分！有两只可爱小猫！奇怪的是进入酒店厚联通信号就完全被屏蔽！距离轮渡码头、龙头路都很近！老板态度很不错！', '短评打分': 5}
{'短评内容': '离码头很近，门面不大，房间不大，但是小小的庭院很温馨。', '短评打分': 3}
{'短评内容': '位置靠近轮渡码头，但比较难找，标识不清楚。住宿环境尚可。', '短评打分': 5}
{'短评内容': '总起可以，位置还可以，要提前预定，否则没有房间，或者房间较贵。', '短评打分': 5}
{'短评内容': '环境不错，房间有点小。自家旅游可以预定。', '短评打分': 5}
{'短评内容': '园子里没有大树不荫凉;到酒店要穿十几米的小径刚好临一家餐厅的后厨,有时会堆垃圾有点异味;302房的房价偏贵了。', '短评打分': 3}
{'短评内容': ',已经入住麓意思，与想象中差太远!房间小，空气不流通，园子太小，而且正对隔壁厨房，油烟味道浓!完全找不到感觉!', '短评打分': 3}
{'短评内容': '位置比较好找，服务态度很好！不足的是隔音效果不好，其他都很好。', '短评打分': 5}
{'短评内容': '还行还行还行，不错不错不错，位置离码头近', '短评打分': 5}
{'短评内容': '闹中取静的一个小旅店。\n离码头和著名的龙头路很近，但是又比娜娜、蘑菇要安静得多。\n房间不大，但是布置的很别致温馨，干净整洁，店员服务周到热情。\n旅店有两只小奶猫，正是活泼好动的时候，很是可爱的！', '短评打分': 5}
{'短评内容': '酒店就在轮渡旁边，灰常方便！房间的所有硬件和软件设施都是我喜欢的调调！住在一楼，下次有机会要住楼上试试看看！对了一楼的那个房间门该修修了！O(∩_∩)O！还有一个意见就是，一楼那个房间的床正对着洗手间的镜子，害得我一晚上没睡好，能不能按照房间的格调，在那里加个挂帘？！这样就可以关灯睡觉了···喜欢鼓浪屿，也喜欢鼓浪屿的麓意思··下次再见！', '短评打分': 5}
{'短评内容': '闹中取静，不错，这个季节有蚊子，不过蚊香和灭蚊液还是很管用', '短评打分': 5}
{'短评内容': '位置挺好，闹中取静，工作人员友好，进房时小伙子嘱咐晚上别忘了点蚊香，我们没点，居然也没被咬，睡了个好觉。卫生间超棒，愉快的经历', '短评打分': 5}
{'短评内容': '服务生很客气，让人舒服。还送了2个肉粽，虽然我不喜欢肉的粽子，但是这说明店家的用心。房间还可以，稍微小了一点，但是够住了，而且挺有情调的。唯一的缺点就是这两天楼顶的灭火装置有点问题，总是滴滴的响，不过估计现在已经修好了。\n总体来说非常不错，酒店在鼓浪屿的最热闹的地方，但是却很安静，算是闹中取静的好地方，出行也方便，很好。', '短评打分': 5}
{'短评内容': '花园很好，儿子很喜欢。就是要注意防蚊的！下午睡在摇椅上，超级棒！还能通过WIFI发围脖。', '短评打分': 5}
{'短评内容': '闹中取静，别有风味，服务贴心，十分惬意！建议预订2楼和3楼的房间。三楼的客厅很好，我和丈人有了抽烟的地方！', '短评打分': 5}
{'短评内容': '酒店位置不错，离轮渡几分钟，离龙头路商业区也就几分钟路程。闹中取静，因为在一个巷子里。定的是一楼古堡房，虽然小，但是布置很温馨，外面的花园、秋千都很美。', '短评打分': 5}
{'短评内容': '麓意思,有意思!鼓浪屿是值得我去过,现在又去,以后还可再去的地方!原先想订的是中德记,但无空房,在一圈其它酒店无房的遗憾后,遇上了麓意思,有缘!!老别墅不大,共三层.木楼梯,百叶窗告诉你它的以前,后庭院,小碎花,水晶灯,铁艺家具,十元一杯的手磨咖啡无不流露着新古典与小田园的美好!cozy应是最好的注释!我当时住的是3202房,细节处理到天花板四个角落的花式镂空,各层各个房间虽然搭配色调有异,但总体', '短评打分': 5}
{'短评内容': '这家酒店房间太小，没有提供肥皂或洗手液，难道让我们用沐浴露洗手吗？窗帘没有遮光布。优点是离码头近，环境不错。', '短评打分': 1}
{'短评内容': '店主以及店主的服务非常温馨，让人倍感亲切，如果前面附近的厨房噪音没那么大就更好了，本身地理位置还是很好的', '短评打分': 5}
{'短评内容': '非常不错，很有情调，尽管房间不大，不过超级喜欢他们家的小院子和吧台部分。\n老板娘很优雅，店员小伙或帅气或热情，很好！', '短评打分': 5}
{'短评内容': ' 天气一直在下雨啊…无奈了，住得不错，一楼房间比较小，喜欢大房的孩子们别订一楼的房啊…', '短评打分': 3}
{'短评内容': '房间很小，真的很小很小，双人是1米的床。\n一楼房间非常潮湿，小虫子蚊子很错，还有苍蝇在飞，主要有很重的霉味。坚决不会再住一楼。我是5.9号住的，这个时候貌似梅雨季节。岛上可能都这样子。\n服务还不错。\n需要信用卡做担保做预定，如果没去住，会被扣全额房费。\n另外，房间在小路尽头，离轮渡码头很近，小路两边是餐馆，一直听到厨房排烟机的声音，白天很吵。晚上还是很安静的。\n', '短评打分': 1}
{'短评内容': '位置离码头比较近，酒店品质不错，比较人性化，服务也还不错，就是房间有点小。', '短评打分': 5}
{'短评内容': '很复古很喜欢', '短评打分': 3}
{'短评内容': '不错，推', '短评打分': 3}
{'短评内容': '离码头很近，离热闹的龙头路美食街很近，别墅里面却很幽静，享受在庭院里傻傻的呆坐、上网、小憩。。。', '短评打分': 5}
{'短评内容': '离码头很近，在雅静的小巷里里，百年的老别墅，保留了大部分的原貌，掌柜的黄姐是个热爱艺术的女士，接待的伙计是个帅气小伙，叫Nano手脚麻利，还有3个可爱的才出生不久的小猫儿，会扑倒你的脚边觅食，可爱。很享受这份与喧嚣一巷之隔的宁静。别的整理后会写到新浪的博里，时间匆匆，有机会再去和掌柜的聊聊她的艺术她的经营，呵呵。', '短评打分': 5}
{'短评内容': '距离码头就几步路，老别墅！房间虽然不大但非常干净，院子美极了，可以和朋友坐在院子里喝咖啡聊天。', '短评打分': 5}
{'短评内容': '挺好，有格调。', '短评打分': 3}
{'短评内容': '＋小店很漂亮。。。。很乖', '短评打分': 3}
{'短评内容': '很靠近码头。交通比较便利,就是房间比想象中的小', '短评打分': 5}
{'短评内容': '离开那时间已经快有半年了，但哪写意的心情，温沁的休闲让人始终难忘记，谢谢曾经浸心的关照。', '短评打分': 5}
{'短评内容': '麓意思老别墅度假酒店还是可以～物有所值～会向身边的朋友推荐下～～', '短评打分': 5}
{'短评内容': '位置好出行方便，就近选择方便出行，室内环境也很好，印象不错.', '短评打分': 5}
{'短评内容': '上码头左转进去一点点路,没有招牌,在一家咖啡店旁的小弄里进去就是.房间很好,但2楼中间有一间可以直接由楼梯通向天井,但房间与卫生间竟然没有门.有点别扭阿,洗澡上厕所都不方便.', '短评打分': 5}
{'短评内容': '选了推荐并不代表你们做得好，而是希望你们会有所改进。华而不实这是我对你们的评价。用来参观我可以打满分，但如果是用来住的话就不敢恭维了。毕竟是以酒店为主的，所以更应该在住的方面下点功夫。浴霸太高了，加热起不到什么效果。卧室和卫生间之间没有门，那空调要开到什么时候才能使房间制热呀？卧室很小，这本身是没办法改变的，但可以做些架子和橱让住客放些衣服和包之类的物品。还有些细节方面也做得不够好，要好好改进一下', '短评打分': 5}
{'短评内容': '选了推荐并不代表你们做得好，而是希望你们会有所改进。华而不实这是我对你们的评价。用来参观我可以打满分，但如果是用来住的话就不敢恭维了。毕竟是以酒店为主的，所以更应该在住的方面下点功夫。浴霸太高了，加热起不到什么效果。卧室和卫生间之间没有门，那空调要开到什么时候才能使房间制热呀？卧室很小，这本身是没办法改变的，但可以做些架子和橱让住客放些衣服和包之类的物品。还有些细节方面也做得不够好，要好好改进一下', '短评打分': 5}
{'短评内容': ' 房间好小  一人住比较适合   欧式格调很喜欢 简约温馨  离码头近   ', '短评打分': 3}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '非常好的酒店下次还要来', '短评打分': 3}
{'短评内容': '酒店离码头真的真的非常近，下船后就向左走70米左右就到，但是因为是在巷子里，初次去的客人肯定不容易找到，好在后来第二天我就发现老板把指示牌放在了路上，那就非常非常容易找到了。交通是极便利的。卫生状况也很好。就是房间小了些，但是可以理解，都是以前的老房子改造的，房间也只能这么大了。总体觉得不错。', '短评打分': 5}
{'短评内容': '酒店很有特色，古朴、宁静、温馨，两个服务员小伙子亲切、周到。感觉很好！', '短评打分': 5}
{'短评内容': '整体不错。位置极方便，设计、装修质量、设施都蛮不错，服务人员（几个大男生）都很亲善helpfull。就是热水要开好久好久才来，浪费很多水很不环保，强烈要求店家整改一下；还有配的厕纸实在是差，分量很小纸质很差的一小卷，店主花了那么多心思在各个细节上却疏忽了这非常重要却省不下几个铜板的一点，汗！', '短评打分': 5}
{'短评内容': '酒店还是挺好的，离鼓浪屿码头都挺近的，服务态度和价格都很不错。', '短评打分': 5}
{'短评内容': '酒店很新房间打扫很干净装修也不错，虽然不是太好找酒店还是比较好的一个位置，服务不错老板娘挺好的，价格还行可能还是房间比较小些。', '短评打分': 5}
{'短评内容': '这家旅店非常好，闹中取静，位置便利，且有历史的沉淀感，还会再去', '短评打分': 3}
{'短评内容': '就是喜歡這些酒店, 很有特色! 最重要的是, 老闆娘跟服務員都很好!\n\n我是住三樓的房子, 房間比較大, 一切還可以, 只是家具位置舖排可以更好一點…\nwifi收發器在三樓, 房間裡訊號也蠻強, 不錯! 不足之處是全旅館只有一台電腦供旅客使用, 而且在地面, 對於在三樓的客人不太方便, 建議在三樓大廳裡也加裝一台…\n\n最後還有小小的建議, 像這樣的旅館, 最重要是留住客人的心, 在日本有很多這樣的', '短评打分': 5}
{'短评内容': '\n总而言之，鼓浪屿的酒店的性价比还是比较低的。\n\n客观地说，麓意思的服务很不错的，房间也不错，不过呢，家庭旅馆毕竟有其条件的局限，床不舒服啊，早餐太简单啊，房间太小阿等等。\n\n', '短评打分': 1}
{'短评内容': '新开业的硬件设施还不错.就是结帐不能刷卡.客房住着挺舒服的.', '短评打分': 5}
{'短评内容': '酒店条件还不错.客房的硬件设施及卫生还可以，位置很好挺方便出行.', '短评打分': 5}
{'短评内容': '很温馨别致的酒店，离轮渡很近，却远离游人的嘈杂。超喜欢三楼的大床房，十足的欧式味道，楼层的小客厅真的太漂亮了！特别感谢前台的成都美女俐俐，人如其名，聪明伶俐，热情大方。', '短评打分': 5}
{'短评内容': '酒店比较安静，即使是白天也不是很吵闹，就是不太好找啊。希望老板能做一个详细的指示地图发布在网络上哦。房间不是很大，但还算是比较舒适，要注意即使检查和维修房间内的设施，我住的房间淋浴蓬头有点小毛病，但不妨碍使用。还有就是既然卫生间设计成干湿分离，那么不妨在淋浴区加上一个隔水的地沿，下水道不是很通畅，洗澡的时候水斗漫到洗手池附近了。我觉得老板可以增加些个性化的服务，比如个性枕头，毕竟有人喜欢硬的有人喜', '短评打分': 5}
{'短评内容': '地点很好 闹中取静 房间设施也不错 唯一不足的 房间在一楼的话会比较吵 客人入住都能听到 总体满意 ', '短评打分': 5}
{'短评内容': '不错的 老式欧风 能住到二三楼更好 距离码头真的很近 前台的服务生都是年轻人 很羡慕他们的生活和工作', '短评打分': 5}
{'短评内容': '最爱的感觉是，阳光透过多彩的玻璃掠过拱窗照在床上，搭配窗帘，甚爽。\n院子里，太阳好的时候，晒个衣服，坐在墙根上抽根烟，看着鼓浪屿特有的圆乎乎的猫咪在那里吃草，时间就停滞了。', '短评打分': 5}
{'短评内容': '太小，不太满意', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '这次在网上预定到鼓浪屿Louis老别墅很满意，别墅离码头很近，大概3-5分钟路程，唯一就是路上没有Louis别墅的标志，但是也很容易找。别墅的老板娘很热情，装潢很有特色，超喜欢这样的风格。这次没回来，就向朋友推荐这家，以后如果还去鼓浪屿的话一定会再次入住这家店。', '短评打分': 5}
{'短评内容': '以下点评纯属本人的主观感受，首先肯定老板和员工的热情、负责，酒店离码头非常近也好找。我住的是一楼古堡房101室，就在进门旁边，前台的边上，感觉很像别墅以前的门房间。一进房间感觉好小，两个人都转不开身，只有一把椅子，床上的被子也不够大，这房间适合一个人住。卫生间干湿分离是蛮好，设计挺好，但是不大实用，要是在镜子旁边做两排架子就能放放东西了，淋浴房里只有一块突出的石砖可以放沐浴露、洗发水之类的，万一不', '短评打分': 1}
{'短评内容': '应该是新开的吧！很干净很舒服，环境也不错，而且老板人也很好，离码头很近不过因为没招牌不好找。', '短评打分': 3}
{'短评内容': '酒店的装修风格很有味道，有一种欧式乡村小别墅的感觉。尤其好的是服务生的态度都很nice，有问题会很热情地帮忙解决。唯一不足的是房间里有蚊子（我住一楼）。不过点着电蚊香打开空调之后就没事了。价格也很公道。总之，住得很开心', '短评打分': 5}
{'短评内容': '1、在门上挂了请打扫房间的牌子后一整天没人打扫，晚上回去时发现还是原样，请服务人员来，不到十分钟就完事了\r\n2、挺客气，但是没有经过培训的人\r\n3、设施很简单，房间只有十平的样子，行礼基本放不下，卫生间不小，但是干湿不分，没什么用。房间隔音特别特别特别差\r\n4、性价比超低，600元一天，也就是黄金周，不然没人会住。比起金威大酒店（黄金周时也只有528一天）那真是天壤之别\r\n5、离轮渡比较近\r\n6、', '短评打分': 1}
{'短评内容': '离码头很近，交通方便，晚上竟然也很安静，不吵；酒店服务人员和客气，态度很好；环境布置很有心，花草很漂亮，院子里坐坐聊天很舒服。不足的地方有两条，一个是结帐没有pos机，必须付现钞；另一个是同一楼面同一价格的房间好差明显，建议订房前咨询清楚房间的朝向和窗的数量。', '短评打分': 5}
{'短评内容': '住的很好，老板人很好～', '短评打分': 5}
{'短评内容': '酒店不错，挺干净的', '短评打分': 5}
{'短评内容': '还不错，相对干净', '短评打分': 5}
