{'descr': '发票都没得开！', 'star': 4}
{'descr': '酒店是不错的，连锁还是有保证的。实在是地方偏远了一些，估计下次不会再住了。', 'star': 1}
{'descr': '感觉一般', 'star': 3}
{'descr': '酒店环境不错，房间干净整洁，下次还是会入住！', 'star': 5}
{'descr': '质量一般吧，在这个位置基本都是这样的，头套、吹风机要用得找前台要', 'star': 1}
{'descr': '不错！我已经第2次入住了！经济实惠，装饰不错', 'star': 5}
{'descr': '很好！ 有空可以去试试！\n靠窗安静。。。。', 'star': 5}
{'descr': '还好还好还好还好还好还好还好还好还好还好还好还好还好还好还好', 'star': 5}
{'descr': '酒店太垃圾了!大冬天雪天没有热水!网络速度奇慢!订了三天，忍受了两天就去找另外宾馆了', 'star': 3}
{'descr': '周围环境一般，但内部还可以接受，如果喝水杯子替换成玻璃杯就更好点了。', 'star': 5}
{'descr': '房间挺大，环境不错,总体都挺好的，推荐，价格也还好', 'star': 5}
{'descr': '酒店的大堂做的挺大的，说是什么运动风格，放了个台州桌，但是貌似不能玩，墙上贴了一些足球明星的海报。不知道是为了节电还是什么原因，酒店里光线挺暗的。床单下面好像还有毛发。唯一的亮点是淋浴的水挺足的。装修风格我不喜欢，墙面是蓝色和土黄色的那种。还有隔音效果不好，外面讲话走路都能听到的。', 'star': 1}
{'descr': '价格非常实惠，房间也不错，干净整洁，感觉挺新的，物超所值', 'star': 5}
{'descr': '很好~~很满意~~！！！！！！！！！下次有计划还会入住', 'star': 5}
{'descr': '第二次入住了，各方面都不错，不过设施应该更新下，辈子都是破的', 'star': 5}
{'descr': '没窗户好闷、不过和我的爱人住的蛮舒服、。。。', 'star': 5}
{'descr': '还是蛮温馨的 紫色的房间，喜欢洗澡水压比较大', 'star': 5}
{'descr': '怎么说类、跟想像中还是有点差别的、虽然没有窗户是在意料之中的、房间没有相像中的大、床也不大、不过总体感觉还好啦、', 'star': 5}
{'descr': '基本ok，房内有个迷你小窗户，只是交通不太方便', 'star': 5}
{'descr': '总体感觉蛮不错的，房间很温馨，也很干净！', 'star': 5}
{'descr': '还不错，总体很好，就是热水不行，大部分时间是冷的', 'star': 5}
{'descr': '还可以吧！一般般！那个窗户和没有窗户没有区别！酒店的环境还可以！早饭有问题，外包的很不好！其他都还可以！', 'star': 5}
{'descr': '性价比高，装修精致，服务态度好。 就是热水不太给力。', 'star': 5}
{'descr': ' 还不错。', 'star': 3}
{'descr': '虽然酒店地址偏僻,但是胜在安静,离原汽车东站很近哦.', 'star': 5}
{'descr': '还干净，地段稍微偏点，服务不错，就是路难找，在高架下面', 'star': 5}
{'descr': '位置略偏，司机都不知道那地方，就是够安静。酒店的主题并没有体现在房间内，所以别人说的足球主题，也就不明显', 'star': 5}
{'descr': '房间隔音很差，外边走人都听的清清楚楚，隔壁淋浴声音很吵，提供的是一次性塑料杯子。', 'star': 5}
{'descr': '特价大床房没有窗户，前台工作人员还好意思跟我说他们这个店一半房间都是没有窗户的。之后好不容易换了个有窗户的豪华大床房，竟然只比特价大床房大几平方米，就多要80块。房间也没有地毯，连垃圾袋都不用。杯子还是用一次性的塑料杯，连个茶都没有的泡。厕所还有异味，也没有刮胡刀。这种“豪华”大床房还要200多块一晚。下次再也不住怡莱了。', 'star': 1}
{'descr': '酒店位置一般但性价比很高下次还来', 'star': 3}
{'descr': '第二次入住该酒店 感觉还是不错 就是附近交通不怎么方便', 'star': 5}
{'descr': '床不舒服，房间有味道，停车也不方便，离东站到是很近。', 'star': 1}
{'descr': '很不错的~ 非常适合年轻情侣居住哈哈~ 环境比较幽静~浴室玻璃还透明的', 'star': 5}
{'descr': '酒店还行,就是回来时坐公交要走得远些...', 'star': 5}
{'descr': '非常干净。整洁。酒店气氛挺运动风的。只是窗户的位置有点不太合理', 'star': 5}
{'descr': '再次入住了，性价比不错，比较不易找。。。', 'star': 5}
{'descr': '地方比较安静，人比较少。。。。。。。\n还行', 'star': 5}
{'descr': '酒店的硬件设施实在是太一般了，隔音效果又很差，房间也有点阴阴的。第一次入住怡莱，看着图片本来很期望的，有点小失望，不过碰巧有活动，价格倒是很优惠，服务还好。', 'star': 5}
{'descr': '这次住的是没有窗的大床房，环境没上次好，而且水经常又冷又热的，这次映像不好', 'star': 5}
{'descr': '特价房房间挺大，价格便宜，性价比不错....', 'star': 5}
{'descr': '很不错的，装修很有个性，就是我住的那个房间没有窗，比较遗憾', 'star': 5}
{'descr': '性价比很高。是特价房。值得！下次有机会还住！', 'star': 5}
{'descr': '位置有一点偏，其他都还不错\n晚上也比较安静吧', 'star': 5}
{'descr': '酒店整体给我感觉都不错大而且清爽，刚进门厕所的风格就吸引我，住的也挺舒服的', 'star': 5}
{'descr': '酒店一个字：烂！', 'star': 3}
{'descr': '都挺好，挺有风格的酒店，就是打车不方便。', 'star': 3}
{'descr': '酒店很适合年轻人，风格很运动很时尚，就是发“小卡片”的效率太高了，刚刚进房间就来了', 'star': 5}
{'descr': '还成，偏远了点。周边环境不大好啦。怕怕的。', 'star': 3}
{'descr': '1.酒店有点难找哦;火车东站撤销后这里的人气明显不如以前啦;\n2.适逢世界杯期间,订到这么实惠的酒店我还是很高兴的.大家一起在大厅里看球喝酒聊天,很惬意啊.\n3.酒店还每个房间送2瓶啤酒呢.呵呵.真周到', 'star': 3}
{'descr': '酒店是足球运动主题酒店\n位置稍微有点难找\n酒店设施简单实用，\n还不错。', 'star': 5}
{'descr': '还行，就是地点有点偏了，总得来说，还好吧。', 'star': 5}
{'descr': '酒店离景区太远，非常简陋，卫生纸还要自己去大堂拿，地方太偏僻，打车也难打，这种酒店还这价格也太坑人，第二天就换了四星酒店，也没', 'star': 5}
{'descr': '不好停车，卫生间味道比较大，其他还好吧，还要什么字数限制', 'star': 3}
{'descr': '位置有点偏，找了半天才找到，不过住的还可以，浴室是透明的，还行吧', 'star': 5}
{'descr': '目前位置离客运总站（原老东站）比较远，由于不知道杭州东站已搬迁，故选择此家店，而杭州打的一直是比较困难的，给出行造成了一些麻烦，希望其它入住客人注意。', 'star': 5}
{'descr': '＋酒店设施一般，位置一般，打车至市中心二十三元，离公交站十五分钟', 'star': 5}
{'descr': '东站店还是很方便，车站不是很远，Taxi到西湖也就20不到。房间不大，还蛮干净的', 'star': 5}
{'descr': '环境很好哦～很有情调～挂满了球服～房间很适合情侣居住，下次还来/就是位置坏了一点', 'star': 5}
{'descr': '+环境不错,人员服务也很热情.价格还算合理.', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '就是经济实惠,但是整个楼道比较暗,有的房间没有窗户很压抑,而且有的房间有味道,..,.,', 'star': 5}
{'descr': '光线不足足，难找。', 'star': 5}
{'descr': '位置有点远，在汽车东站附近，比较乱。房间很干净还是不错滴', 'star': 3}
{'descr': '嗯，我刚才点评过了的。还成，挺好，停车不方便。', 'star': 3}
{'descr': '还成，推荐下，有点远离西湖了。房型较小，五脏俱全。', 'star': 5}
{'descr': '+停车不便', 'star': 5}
{'descr': '+环境不错，有点远，没窗户!', 'star': 5}
{'descr': '环境不错\u3000有点难找', 'star': 5}
{'descr': '这是我去杭州住这么多酒店 性价比 房间设施 酒店设施比较不错的一个 以后来杭州我都会选择这里 ', 'star': 5}
{'descr': '外观不起眼，但内部很不错，房间比较大，比较舒服，推荐入住', 'star': 5}
{'descr': '交通很不方便，想在酒店门前打的的话是很难的，公车也要走一段时间。', 'star': 1}
{'descr': '酒店感觉不错，和其他快捷酒店差不多，里面体育元素多', 'star': 3}
{'descr': '+酒店位子比较难找，但是进去后别有洞天。LOFT分格明显，适合情侣居住，因为浴室是玻璃门的', 'star': 5}
{'descr': '挺好的，简洁，灯光比较暗，房间较小，位置偏了点', 'star': 5}
{'descr': '酒店不错,较有个性,面积也可以,有不大的停车场,电视频道多\r\n要说不足,一个是离西湖有点远,二是房间里没有放行李的地方,只能放地上', 'star': 5}
{'descr': '很不错，室内布置很好，隔音效果也不错，地理位置和东站小商品市场很近', 'star': 3}
{'descr': '地方虽然紧凑，但是精致！！！！！！\r\n推荐住！', 'star': 5}
{'descr': '我和女朋友一起入住的，感觉酒店装饰还行，就是房间偏小一点点，总体还可以，服务还算周到', 'star': 5}
{'descr': '性价比高，精致。年轻小伙的地。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '第二次住了,以后基本是我的驻地了哈哈', 'star': 5}
{'descr': '不错的， 以后有机会还去住呵呵,有点出乎我的意料', 'star': 3}
{'descr': '酒店总体感觉还行，只是我个人不是很喜欢，颜色太暗，有点沉重&#183;&#183;&#183;', 'star': 5}
{'descr': '环境很不错,我们刚从上海的莫泰过来,怡莱这边好太多,而且运动主题鲜明,就是早餐品种多点就好了,以后还会住噢', 'star': 3}
{'descr': '运动风格的酒店，挂满了各种球衣，还是有点创意的。\r\n房间比较干净清爽，不过电视不是挂在墙上，而是放在书桌上，笔记本电脑都没地方放，上网不方便。', 'star': 5}
{'descr': '房间很干净，也很舒服和安静，就是离西湖有点远。。。。', 'star': 5}
{'descr': '位置有点偏僻，但是步行坐车还是很方便的。很温馨的房间，条件也很好', 'star': 5}
{'descr': '这个酒店我已经多次入住，已经成为我在杭州的根据地了。主要还是觉得性价比高，很安静。', 'star': 5}
{'descr': '房间采光不好，灯光设施也偏暗。白天很不适应，夜间感觉还好。', 'star': 5}
{'descr': '不错，干净快捷。\r\n高峰打车有点难！\r\n其他都还不错！', 'star': 3}
{'descr': '位置太囧了，在红灯区里面，附近有好多发廊，足浴什么的地方。设施什么的都一般吧。浴室是透明的，有些尴尬。', 'star': 5}
{'descr': '第二次入住，感觉很好！ \r\n服务员响应及时', 'star': 5}
{'descr': '很运动风格，很干净', 'star': 5}
{'descr': '怎么说呢,在世界杯期间找到这家酒店是意外惊喜了:\n1.世界杯期间每间房送2瓶啤酒,大厅有电视可以大伙一起看球呐喊;\n2.价格便宜;\n\n不足之处呢:\n1.难找啊~\n2.单人间空调是在侧面,感觉功力不足', 'star': 5}
{'descr': '还不错啊，就是位置不是很好找，环境还是很安静的。', 'star': 3}
{'descr': '一般', 'star': 5}
{'descr': '性价比非常高 下次来还住这里 嘿嘿  就是找的时候费了好多时间', 'star': 5}
{'descr': '非常温馨', 'star': 5}
{'descr': '地理位置不算远也不算近。除非在东站这里上下车的倒算很方便。\r\n\r\n秋涛北路这个立交桥下面还真不少的快捷连锁。\r\n\r\n这家的主题是运动。可惜步入大堂的感觉没有网上图片那么好，比较暗暗的，不活泼。电梯口是很多足球明星的海报。电梯上是巴乔：）\r\n\r\n进入客房楼层，是LOFT兼warehouse的风格，楼层过道没怎么装修，可能要的就是这初始感觉。\r\n\r\n我的227号房是无窗的。不过拉上窗帘打开灯光倒也无妨', 'star': 5}
{'descr': '房间装修还不错的，比很多快捷连锁酒店好。\r\n位置还行。\r\n晚上空调有点响。', 'star': 5}
{'descr': '感觉很干净，很安静，不错的酒店。就是位置稍微有些难找。', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '喜欢里面的装修 干净舒适 \r\n在立交桥下 交通不太方便\r\n周围吃饭的地方不多', 'star': 5}
{'descr': '不错的位置 不错的服务 而且蛮干净的 价格也挺实惠 下次还是会考虑去那边的', 'star': 5}
{'descr': '不错的酒店，服务很周到也很热情\r\n地理位置虽然偏但打车还是很方便\r\n周围有华润万家超市 麦当劳 永和大王\r\n总体很好', 'star': 5}
{'descr': '总的来说还不错，离火车站近，比较方便', 'star': 5}
{'descr': '还可以吧，没有什么太大的感觉', 'star': 5}
{'descr': '服务各方面都可以，就是地方有点偏', 'star': 3}
{'descr': '时尚、切合现代年轻人尤其是喜爱体育的运动族的居住喜好，房间不大但十分干净整洁，面对如此优越的性价比你还能要求什么呢？大厅的斯诺克不失为该酒店的一大亮点，可惜免费的时间段太短（半小时），超过了就要付费了。不过服务态度不错，唯一缺憾的就是check-out等待时间有点长，刷卡了好几次都连不上，无奈只能付现。总之如果你是喜欢体育运动、休闲旅游的年轻人，怡莱真的是不错的选择！！！', 'star': 5}
{'descr': '性价比很好，推荐', 'star': 5}
{'descr': '靠立交的房间有点闹，总的来说还是很好的。。', 'star': 5}
{'descr': '酒店不错，起码在同等价位算是好的，房间很干净，虽然来的那天电视故障，但是很快晚上就修好了，员工素质都比较高，呵呵，下次还选择这儿。说完自己都觉得像托，呵呵，不过真的值得推荐。', 'star': 5}
{'descr': '其实我觉得一个酒店的前台服务态度最重要，不管条件怎么样，最起码能让客人觉得你在为他服务，而不是欠你钱不还。。。', 'star': 3}
{'descr': '住的房间被子很潮，一进门一股很久没有人住的发霉味，打电话给前台来了一个男工作人员，长得一般。跟我说被子是我开空调才潮的。我很无语。。。服务态度冷漠。还有告诉我一个便利店，我都做到很远的如家快捷酒店才找到。。。', 'star': 1}
{'descr': '服务员态度 需要改善，给人的感觉像是求他们的感觉。', 'star': 1}
{'descr': '价格便宜，位置有些偏，服务态度好，不过我住的房间洗手间天花板吊下来了，把我吓一跳。维修算及时。', 'star': 5}
{'descr': '还可以，值得入住', 'star': 5}
{'descr': '不错的酒店，安静舒适，浴室也不错，还会再来', 'star': 5}
{'descr': '性价比不错，卫生也不错，大堂装修较有特色，适合运动型人士', 'star': 5}
{'descr': '其他都没有特殊的，就是性价比还不错', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '不错，性价比可以，自己开车不用住很市中心', 'star': 5}
{'descr': '地理位置方便，附近有很大的华润万家超市，性价比比较好，但是有点潮湿，隔音效果不好，如果对睡眠质量要求比较高的不建议入住，但是一般商住还是比较不错的，干净卫生！@', 'star': 3}
{'descr': '不错', 'star': 5}
{'descr': '很便宜的房间，但是设施什么的都还不错，而且酒店有免费的斯诺克打，一楼在世界杯期间还可以看足球', 'star': 5}
{'descr': '别致，有味道的陈设，较舒适，值得推介', 'star': 5}
{'descr': '就是隔音不是很好，其他都很满意', 'star': 5}
{'descr': '除了隔音不太好之外，其他没什么。很实惠。', 'star': 5}
{'descr': '以前住过此酒店，很有特色，交通也比较方便。', 'star': 5}
{'descr': '还是不错的，就是地理位置不怎么好  但是到闸弄口 东站都比较方便   很浓的运动气息', 'star': 5}
{'descr': '除了隔音效果不是很好，走廊有人走动早上有旅游团队喊人，声音比较响，其他都好，舒适，性价比很好，很对得起这个价格，感觉比如家好多了！', 'star': 5}
{'descr': '住的是大床房，价格还是比较实惠的，就是窗户比较小，空调晚上会滴水。', 'star': 5}
{'descr': '设计很实用，酒店很整洁，性价比高', 'star': 3}
{'descr': '布局合理，经济舒适，对于杭州这个旅游城市而言，性价比很高', 'star': 3}
{'descr': '连锁品牌，硬件软件都不错，只是位置有点远，打的去西湖20元。', 'star': 5}
{'descr': '出差还不错', 'star': 5}
{'descr': '进入房间按照前台的说法给了一个很大的房间，进去一看，和普通的房间一样大，而且没有窗户，很压抑。房间里一股臭味，是从洗手间里发出来的，真的很不舒服，把洗手间门关了味道还是一样传出来，你酒店就不能放点活性炭之类的吸收味道吗', 'star': 1}
{'descr': '除了地点偏远一点，其他都可以，不错的便捷酒店', 'star': 5}
{'descr': '这个酒店不错，感觉时尚，价格可以，以后还会去。', 'star': 5}
{'descr': '网速超慢，热水器水温不好调节，不推荐', 'star': 3}
{'descr': '硬件偏差，服务一般，网速奇慢', 'star': 1}
{'descr': '不错的酒店', 'star': 5}
{'descr': '性价比很好, 值得推荐', 'star': 5}
{'descr': '环境不错。运动主题的酒店', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '隔音效果太差了,吵得我精神衰弱.', 'star': 1}
{'descr': '酒店大堂及走廊装修很有风格但房间太差，位置难找', 'star': 1}
{'descr': '酒店离市区稍微有点远 不过出酒店十分钟左右就是车站和华润超市 酒店整体装修很适合年轻情侣 房间虽然小 但是设备齐全 床很大 就是躺到上边声音也很大 呵呵 热水很好 就是入住的时候发现床单有点污渍 整个房间大概因为这里空气的原因有些味道 晚上窗子外面的排风声音比较大 隔音效果不是很好 不过当晚入住的有些老年人 晚上还好 不是很吵 前台服务员很客气周到 总的来说这个价格算是性价比比较高的了 如果对住宿', 'star': 5}
{'descr': '由于离要去的地方比较近，所以定了这家。房间还行，比较实惠。', 'star': 5}
{'descr': '酒店位置有点难找，房间环境不错，只是这次住的房间没有窗户，排风扇的噪音有点大，希望可以改进一下，呵呵！总体还是不错的，下次还会选择', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '晚上1点之后走廊很吵，隔音有点不好，其他都是还可以的。住住也慢温馨的', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '不好停车，价格适中。服务好', 'star': 1}
{'descr': '房间还不错，服务员态度非常不错，酒店比较有个性。', 'star': 5}
{'descr': '第一次入住。房价装修的满温馨的。。就是地方有点小偏，，总体蛮好。', 'star': 5}
{'descr': '除了院内的卫生有点乱，别的还可以', 'star': 5}
{'descr': '性价比较高，环境很安静，就是交通不太方便，离站点很远，房间也比较小，但是价格很适中。', 'star': 5}
{'descr': '这个酒店离火车站好点远的，来回的车费和去西湖什么地方玩的车费的话，还是加一半钱住近点的酒店好。不过酒店装修感觉起来还不错的，就是不知道是不是因为是特价房窗户都是在天井里面的几乎等于没窗户，。。。，那天淋浴了，回来还有有热水。但是感觉房间很压抑。总体还可以吧，', 'star': 5}
{'descr': '地方有点偏，没有公交车直达，一路走一路问，足足找了20分钟。第二天去玉皇山景区，打的花了我37块。。。我们订的大床房，房间偏小，压抑，但是设施什么还是比较新的，网速很快，最特别的是洗澡间，和外面房间是用玻璃隔开的，也就是说坐在床上可以看到里面人洗澡，情趣钟点房的感觉，汗。。。。。', 'star': 5}
{'descr': ' Location is no so good,a little far to westlake area,so not recommend to tourit.', 'star': 3}
{'descr': '房间隔音效果不好，稍微有点吵，总体不错', 'star': 5}
{'descr': '位置还不错，', 'star': 5}
{'descr': 'so so,not so good,not so bad', 'star': 1}
{'descr': '离汽车东站很近，步行就可以到的，附近也有车站可以到西湖、河坊街、武林广场，很方便的。不过似乎不在市区，所以晚上比较安静，好像公交车也很早就没有了，总体来说还是比较满意！', 'star': 5}
{'descr': '在杭州算是很便宜的酒店了，环境也很不错，只是离西湖远些，第一次去的时候不太好找。但是总体还是性价比挺高的，门口就有公共租车点。', 'star': 5}
{'descr': '位置有点偏，说是东站旁边，其实还有不少路，还是离闸弄口新村近一点。环境和卫生都不错，总体还是挺不错的', 'star': 5}
{'descr': '总体来说酒店很好，尤其是服务态度，地理位置也没传说中的那么难找，周围的配套设施也不错，坐公交也很方便，有大超市，但房子的整体结构好像不这么好，推开小窗户看到的是四面墙和整天旋转散发热气的空调外机~~很少住过这种格局的酒店', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '交通实在是太差了，附近公交不方便到火车站和西湖都要转车，打车也是一个死角。空间不大，窗户不能开大只能开一点缝，住的不舒服。', 'star': 1}
{'descr': '房间稍小了些，窗户偏小不透风，环境还不错！', 'star': 5}
{'descr': '房间还蛮好的&#183;&#183;位置很方便', 'star': 3}
{'descr': '总的来说还是不错的，前台和服务人员的态度都很好，都很有耐心，虽然离市中心远点，但是打车一条直线就到了，还算比较方便。', 'star': 5}
{'descr': '具体来讲各方面都还不错', 'star': 5}
{'descr': '房间装修的不错，一个人住很舒服，插座插头接触不良经理马上找人修理了，服务很好！个人感觉老板是个爱好体育尤其是足球的人，酒店有一定的文化气息，比那个如家，7天的文化氛围好多了！呵呵', 'star': 5}
{'descr': '酒店很不错，就是位置有点偏。。。', 'star': 5}
{'descr': '还不错，就是位置不是蛮好，总体还可以。', 'star': 5}
