{'短评内容': '酒店地理位置交通便利。', '短评打分': 4}
{'短评内容': '房间空间很大，比较明亮。早餐还不错，价钱还可以', '短评打分': 5}
{'短评内容': '交通便利', '短评打分': 3}
{'短评内容': '没什麼好說的，每次去的感覺都一樣，他們還有一家分店是專門提供溫州小吃的，叫天一角，在五馬街上，還可以。', '短评打分': 5}
{'短评内容': '現在8樓有重新裝修了，看上去還不錯，服務一般般，隔音還是不怎麼滴。', '短评打分': 5}
{'短评内容': '交通还算便利，环境不错，餐饮口味还可以，从经济的角度还值得一荐', '短评打分': 5}
{'短评内容': '环境、服务还行，价格相对还是比较合理，餐饮口味还不错', '短评打分': 5}
{'短评内容': '交通方便，不错的酒店，而且酒店还有不错的美食', '短评打分': 5}
{'短评内容': '隔壁是一些打麻将的，因为隔音实在不给力，我一个晚上没有睡觉。', '短评打分': 5}
{'短评内容': '每次去溫州都是住這個酒店，都是在藝龍上面訂，每次感受也都一樣。', '短评打分': 5}
{'短评内容': '很乱的酒店。楼下是酒楼，和住店的使用同一部电梯。。非常混乱。前台有很多蚊子在飞。服务员具然还在笑着看我们赶蚊子！', '短评打分': 1}
{'短评内容': ' 挺好的', '短评打分': 3}
{'短评内容': '位置不错！性价比还可以   一般    总体上还是可以推荐的', '短评打分': 5}
{'短评内容': '还是比较规范的酒店，价格也不贵。支持下', '短评打分': 3}
{'短评内容': '除夕夜和朋友们租了个套房一起看春晚。1室1厅，房间很大，卫生间很好。房间还配有电脑。总之，很不错哦。人多平摊掉房价也不是很贵呢。\n可以租麻将，30元一天。', '短评打分': 5}
{'短评内容': '再次入住，基本未变；\n  就是餐饮方面有些.....据店员说，现在物价涨了，所以他没也随之在价格上做了调整，不过还能接受；\n  这次自己带了电脑，上网的速度也蛮好的。', '短评打分': 5}
{'短评内容': '还是一样的感觉,这次没有住呆电脑的房间,宽带速度也还行,任然存在的原因就还是隔音不怎么好...忘尽快改善....', '短评打分': 5}
{'短评内容': '总的来说，性价比高。干净舒适。缺点：整个酒店没开暖气，晚上很冷，隔音不好。', '短评打分': 5}
{'短评内容': '总的来说相当不错 舒适干净整洁 性价比高', '短评打分': 5}
{'短评内容': '＋性价比不错', '短评打分': 5}
{'短评内容': '入住的时候是半夜，在大厅CHECK-IN的时候蚊子蛮多的，第一印象很重要，希望能改进。总体来说，性价比很高的一家酒店，超划算！', '短评打分': 5}
{'短评内容': '位置有点远，周围脏乱', '短评打分': 5}
{'短评内容': '性价比很高!', '短评打分': 5}
{'短评内容': '整体感觉不错', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '在温州应该性价比较高的，就是位置较偏，服务一般，设施不错', '短评打分': 5}
{'短评内容': '还不错的酒店在温州！', '短评打分': 5}
{'短评内容': '挺好的！', '短评打分': 5}
{'短评内容': '位置稍偏，性价比不错', '短评打分': 3}
{'短评内容': '除了位置偏了一点外，其他的还好。', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '房间很大，很舒服。楼下的中餐厅菜做得很棒，价钱也算公道。就是地方有点偏，停车场太脏了', '短评打分': 5}
{'短评内容': '整体情况很好,就是位置稍偏了一点,打的比较麻烦.', '短评打分': 5}
{'短评内容': '入住感觉越来越不好，两次都被安排到靠马路的房间，吵啊！房间淋浴很糟糕，花洒位置装得一点不适合淋浴，有几个人会用浴缸啊！连房间叫餐都不能挂房账，早餐9点就没了', '短评打分': 1}
{'短评内容': '很不错的酒店，推荐入住！', '短评打分': 5}
{'短评内容': '设施很新，房间很舒适，288的性价比很高，楼下的餐厅也不错，就是出行一般', '短评打分': 5}
{'短评内容': '他家的早餐很不错的！现在上住房区一定要在电梯里用房卡刷一下，与餐饮区分开，安全性提高了，蛮好的！', '短评打分': 5}
{'短评内容': '还可以，比较安静~~希望价格 可以低点', '短评打分': 5}
{'短评内容': '价格还比较便宜，就是停车不方便，酒店没有配备停车场，车是停在路边的，当时过去都没有车位了', '短评打分': 5}
{'短评内容': '新开业的酒店，设施比较新，服务也比较的周到，希望价格能在优惠点', '短评打分': 5}
{'短评内容': '酒店里的网络服务人员好象没有哦!上网花了我不少时间才上去,不方便.', '短评打分': 1}
