{'短评内容': '环境好，设施齐全！', '短评打分': 5}
{'短评内容': ' 酒店蛮干净的，性价比较高。就是空间小点', '短评打分': 3}
{'短评内容': '还没有来得及去苏州看看，这次帮朋友定的，说是还可以，gps可以找到，自驾游可以考虑', '短评打分': 5}
{'短评内容': '很好的一家酒店，干净、安静。房间与网上介绍不符，面积有加卫生间大概十平方。距离观前街、石路都很近。交通出行方便快捷，推荐。', '短评打分': 5}
{'短评内容': '酒店环境不错，很安静，就是房间有点小，不过总体来说不错', '短评打分': 5}
{'短评内容': '交通便利、环境好，客房服务也不错啊，我推荐。\n', '短评打分': 5}
{'短评内容': '房间不大，但是很干净，工作人员的态度很好，虽然处在市区，但是由于酒店有个小院子，非常安静！', '短评打分': 5}
{'短评内容': '性价比高，服务员态度不错，就是早餐需要再努力。', '短评打分': 5}
{'短评内容': '还可以，但好像生意不怎么好。前台的服务员态度不怎么样', '短评打分': 1}
{'短评内容': '酒店房间与介绍图片有出入，我定的是高级大床电脑房，结果没电脑。和前台沟通后得到解决。房间比较小，装修挺清爽，卫生较干净。靠近马路的一边噪音较大。店家服务很好，东西和汽车钥匙丢在前台，被保管的很好。建议店家靠近马路一边加装双层窗户，多开窗通风。', '短评打分': 5}
{'短评内容': '经济实惠，也挺干净的 ，旁边有很多吃饭的地方，比较方便，只是出租难打                             ', '短评打分': 5}
{'短评内容': '位置还可以，打的不好打，环境不错，很安静。房间也很干净，满意', '短评打分': 5}
{'短评内容': '离观前街相对远了点儿，住宿还是可以的，还帮着买的火车票。如果去苏州玩，建议住临顿路或者人民路。', '短评打分': 1}
{'短评内容': '房间小了点，不过只住一晚，将就了。前台服务员服务不错。', '短评打分': 1}
{'短评内容': '苏州凯华世家酒店（景德路店)地理位置其实还可以，卫生条件也可以，但硬件没有上星级，如果自己住可以选择。', '短评打分': 5}
{'短评内容': '酒店环境比较安静，客房服务周到，就是客房面积太小了。我定的是大床房。', '短评打分': 5}
{'短评内容': '总体来说，还是比较满意的。空间再大点就更好了。', '短评打分': 5}
{'短评内容': '酒店蛮好的，挺清爽的。服务态度也蛮好的，直接去报名字就可以了。', '短评打分': 5}
{'短评内容': '有窗户 但是不知道什么原因 给封死一半  看不到 外面 \n', '短评打分': 1}
{'短评内容': '酒店服务态度挺不错的！房间也很干净！\n我退房离开苏州后，发现有东西落在酒店啦，酒店还同意给我快递回来！\n如果有机会再到苏州游玩，一定还住这里！', '短评打分': 5}
{'短评内容': '整体比较满意。性价比很不错，房间住的很舒适周边人也很热情，值得推荐', '短评打分': 5}
{'短评内容': '环境很好，住的很安全踏实，旅游就该找这样的住处！', '短评打分': 5}
{'短评内容': '性价比很高，房间整洁干净，地理位置也还可以，去石路和观前街都可以步行，打的也就一个起步价的样子。总之是很满意啦...', '短评打分': 5}
{'短评内容': '环境不错，位置也很好，晚上空调有滴水的声音...', '短评打分': 5}
{'短评内容': '蛮好 就是房小店  打车蛮难 不过附近 东西蛮多', '短评打分': 5}
{'短评内容': '还不错，经济实惠，只不过总台的服务生不是本地人，对本地也不是很了解呐！', '短评打分': 5}
{'短评内容': '位置确实方便，服务态度不错，但是房价很小……', '短评打分': 5}
{'短评内容': '性价比较高，不错！卫生还行，有宽带，让我们这些学生有了打发时间的好方法。', '短评打分': 5}
{'短评内容': '不错不错。位置挺好，公交去哪都非常方便。还有环境也好。房间里面也干净，就是浴室里面那个地贴太恶心了- -既然没有在用就拿走嘛，放在那边恶心人。。。当然卫生间还是干净的，还有呢，服务态度也不错。就是看起来像是老板娘的感觉有些偏冷了。挺好的一家旅店，推荐入住。！', '短评打分': 5}
{'短评内容': '马马虎虎吧，条件很一般。吃饭很方便，但是打车是个大问题，很难等。最不喜欢的是离旁边的居民楼太近，5米之内，所以人在房间的时候并不方便打开窗帘，而且卫生间的门正对着窗户，这个马桶设计得真是.....说是新开业的美多久，但是设施物品不新，床单被套上的污渍印迹据说洗不掉了，...当然，服务态度还是挺好的。', '短评打分': 1}
{'短评内容': '总体来说还可以啦，有间大床房稍微小了点，离闹市挺近', '短评打分': 5}
{'短评内容': '好，服务热情，价格网上订还是比较划算的。', '短评打分': 5}
{'短评内容': '环境还可以，就是面积有点小，剩下的都还不错，还算满意吧。。', '短评打分': 5}
{'短评内容': '价格便宜，环境很安静，停车方便，干净卫生。性价比高。', '短评打分': 5}
{'短评内容': '酒店很干净，服务也不错，最重要的是闹中取静，周边生活很方便。', '短评打分': 5}
{'短评内容': '酒店人员服务不错，比较细心，住了2天玩得痛快，下次还来。', '短评打分': 5}
{'短评内容': '挺好的，房间干净，性价比高，就是前台服务人员有的素质不高', '短评打分': 5}
{'短评内容': '酒店位置很好，周边商家很多，很方便，闹中取静。房间很干净，就是小了些。', '短评打分': 5}
{'短评内容': '地理位置很好，去观前和石路都很方便，而且环境也很干净，服务态度也不错，价格也比较低便宜。', '短评打分': 5}
{'短评内容': '1、各方面都还好；\n2、有一点我是特别满意，就是地理位置，不管到观前还是石路，都很近，年轻人到石路步行最多十分钟！', '短评打分': 5}
{'短评内容': '环境不行！有蟑螂！服务态度不怎么好~房间脏', '短评打分': 5}
{'短评内容': '房间稍小点，但干净卫生，设施也比较新，值得入住，周围交通方便，酒店也比较安静。', '短评打分': 5}
{'短评内容': '离观前步行 1站路，格局比较小，但挺干净', '短评打分': 5}
{'短评内容': '酒店地址还不错，一路走到头就是观前街，走路约15-20分钟左右。酒店价格很合理，环境不错，不吵，卫生干净也不错。酒店服务员态度很好，下次还会再来。', '短评打分': 5}
{'短评内容': '房间空调质量差，电视有杂音，隔音效果不好。\n服务态度还不错。', '短评打分': 1}
{'短评内容': '交通方便，服务到位，就是隔音效果不是很好。', '短评打分': 5}
{'短评内容': '地理位置还酒店服务一般，设施一般，不推荐', '短评打分': 1}
{'短评内容': '房间还蛮大的，地理位置也不错，靠近观前街，大概要走个20分钟，打车比较不好打，附近有一处较近的公交车站点，附近学士街上有一些小吃，晚上可以做宵夜。以後還會來入住。\n1.卫生间防滑垫清洁阿姨卷起来放置，老人家进去来不及打开的话容易滑倒的哦~我媽媽就摔倒了...让我十分郁闷...\n2.因不是中央空调，独立空调声音太大。\n3.服务人员态度较好，仅仅有一位短发女生态度较差(还爱碎碎念人)，总是说没房间，但', '短评打分': 5}
{'短评内容': '还是比较不错的，房间比较小，但是很齐全,布局和别的地方不一样', '短评打分': 5}
{'短评内容': '服务整体还不错~房间也比较干净宽敞，到观前街也很近', '短评打分': 5}
{'短评内容': '离观前街走路快大约20分钟的路程，第一次去不大好找，前台服务很热情。房间不大但是还好，就是发现床单什么的有点点脏，毛巾味道有点怪怪的。有无线网，这是让我最心水的地方。', '短评打分': 5}
{'短评内容': '房间挺干净整洁的，比较满意，我住的是大床房，貌似房间面积不是很大（相对于其他酒店）', '短评打分': 5}
{'短评内容': '还可以，比较干净，位置很不错，附近很多吃饭的地方，比较方便', '短评打分': 5}
{'短评内容': '下午到的酒店~~前台服务人员很热情~~~因此第一印象不错~~\n定的是高级大床房，还特地要了有阳台的，房间大小适中，布局合理，采光很好而且干净整洁~~~性价比挺高的~~\n酒店里公交车站有一段距离，但不会太远，离酒店大门50米处就有一个好又多超市，购物很方便~~~\n该酒店总体感觉不错~~下次来苏州还会考虑这里~~~', '短评打分': 5}
{'短评内容': '一如既往。。。。。。。。。。。。。下次还会再去', '短评打分': 5}
{'短评内容': '交通很便利，但最好注明在儿童医院公交站下，方便旅客寻找，到各大景点及周边吃饭都很不错。酒店干净明亮，性价比高。建议酒店制备一份自酒店到各景点的公交图或线路，这样就更方便', '短评打分': 5}
{'短评内容': '大床房的房间很小 宽度就比床稍微大点 电视机挂墙壁上的。感觉很压抑。加钱换了另一房间，结果房间情况一样，就本来房间窗户外是楼梯，换了就不是了。', '短评打分': 5}
{'短评内容': '旁边在施工，白天特别吵，最开始想要换房间闹了小小的不愉快，不过后来解决了，虽然不是最优方案；屋子里面设施和图片有点不一样，应该没有18平米，但是布局比较合理，东西也都放下了，还不错；家具都很新，而且很干净，这是最满意的一点；服务员态度还不错，除了入住时态度有点不好，之后都很热情的打招呼；要步行一段时间才有车坐，还可以。如果下次再去，还会考虑入住的:)', '短评打分': 5}
{'短评内容': '地点好，服务好，就是房间早上窗帘不太避光，一大早就被“亮”醒了.', '短评打分': 5}
{'短评内容': '酒店服务不错，干净，除了浴帽小了一点以外，都很好，附件吃东西很方便，比观前街吃的还要好，交通方便，火车站69、游1可以到，去虎丘 景公山 等景点都有直达公交。门口还有自驾租车公司，下次还会选入住。', '短评打分': 5}
{'短评内容': '很好的酒店，物超所值，干净舒适，赞一个。', '短评打分': 5}
{'短评内容': '经济型的酒店，院内有停车位适合自驾游客，房间装修明亮就是面积小了点，还算干净吧，淋浴有花洒还比较舒服，离观前街步行15分钟', '短评打分': 5}
{'短评内容': '交通方便，离步行街也不远。装修不错，房间看起来亮堂堂的很舒服。前台的小姑娘很热心。', '短评打分': 5}
{'短评内容': '还可以把，卫生有待于加强一下，配套设施还不错的，最重要的是距离石路很近，离观前也不远，地理位置好', '短评打分': 5}
{'短评内容': '地理位置不错，服务不错，房间也不错。值得推荐！', '短评打分': 5}
{'短评内容': '酒店工作人员服务态度很好,服务规范,房间卫生整洁.入住满意!', '短评打分': 3}
{'短评内容': '地方比较靠近市中心，交通还是方便，就是早上有点吵', '短评打分': 5}
{'短评内容': '不错的酒店，该有的东西都还是齐备的，推荐一下', '短评打分': 5}
{'短评内容': '看到这家酒店的评价不错，定了2间房住了两夜，离观前街大概几分钟路程，酒店附近有很多美食，还是不错的，唯一不足的就是我们女生住的这间房卡坏的，开不了门每次都要让前台给我们开门，有点不方面，其他的方面还是不错的，下次去苏州的话还会住的，希望下次能提供早餐', '短评打分': 5}
{'短评内容': '交通和吃饭都很方便，周边晚上都是大排档也很热闹，酒店房间也是闹中取静，性价比挺好', '短评打分': 5}
{'短评内容': '酒店态度和设施都很好的，地段也很好\n落下了东西，客服态度也很好，找到了并联系我们，可惜东西最终因为种种原因（不是酒店方面）没有拿回来，以后有机会还会去的\n', '短评打分': 5}
{'短评内容': '房间较小，卫生还过得去，服务前台的态度也还可以！', '短评打分': 5}
{'短评内容': '比较干净的酒店。工作人员态度蛮好！！下次还会光顾。', '短评打分': 5}
{'短评内容': '房间很干净，不错，下次去苏州还要住，赞一个。', '短评打分': 5}
{'短评内容': '不错还是挺干净的。。。就是热水温度有点低。。。洗澡有时候不是特别舒服。。。', '短评打分': 5}
{'短评内容': '很好的酒店。前台人员很热情，性价比比较高~~', '短评打分': 5}
{'短评内容': '很好的酒店。前台人员很热情，性价比比较高，离市中心两路公交，交通方便~~', '短评打分': 5}
{'短评内容': '环境还不错。。。。适合出差人员入住，工作人员的服务态度很好。。。值得推荐。', '短评打分': 5}
{'短评内容': '前台很好啊，在结账是我同学收到一张有点破损的百元大钞，其他地方都不愿收，前台在验明真伪之后就给我们换啦，下次去苏州还住这家', '短评打分': 5}
{'短评内容': '感觉不错，就是距离地铁有点远，不过以后还会考虑。', '短评打分': 5}
{'短评内容': '经理很萌哦。。\n就提一点建议，最好在空调下面安装一下挂钩啥的。。吹衣服方便啊', '短评打分': 5}
{'短评内容': '干净舒适，环境挺好，值得推荐。设备挺新的，下次有机会还来', '短评打分': 5}
{'短评内容': '前台的孩子们都好好人的~~各种友善各种不嫌麻烦~~~~~跟他们关系还不错\n\n酒店也干净 房间大 反正我喜欢哇 ', '短评打分': 5}
{'短评内容': '这是第二次住，发现1栋后面学校在装修，很吵，换了第二栋一楼，房间有点潮湿，性价比还行吧', '短评打分': 5}
{'短评内容': '酒店位置还不错，房间也挺舒服的，但是离居民家太近了，都看到人家家里了。', '短评打分': 5}
{'短评内容': '房间还可以，地方也算是比较方便，也算干净卫生。', '短评打分': 5}
{'短评内容': '房间还可以,就是太小了,还有我定的是高级大床房,给的好像不是高级大床,就是普通大床房,这点让我很不满意', '短评打分': 5}
{'短评内容': '不错的，前台也很给力。。。下次还会来。~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '位置确实不错，离火车站和观前街都较近，吃饭也很方便。唯一不足的是卫生不到位。卫生间的水池台面和淋浴房的防滑垫上都长了黑黑的霉菌，看起来很倒胃口；卫生间也没有凉拖，淋浴不方便。如果卫生能得到及时改善，还是值得一住的。', '短评打分': 1}
{'短评内容': '还不错 服务很好 对得起这个价格 毕竟一分价钱一分货 值得推荐', '短评打分': 5}
{'短评内容': '已入住，感觉一般。不过，房间挺亮。', '短评打分': 3}
{'短评内容': '客房布置得很温馨，房间打扫的干净，给人一种清爽的感觉，下次再光顾。', '短评打分': 5}
{'短评内容': '酒店还是很干净的，环境也不错。去景点很方便。', '短评打分': 5}
{'短评内容': ' 很好 新装修的', '短评打分': 3}
{'短评内容': '房间很干净，服务很好。', '短评打分': 3}
{'短评内容': '实惠，网速很好，不追求奢华的话一个人住住足够了', '短评打分': 5}
{'短评内容': '，好评', '短评打分': 3}
{'短评内容': '还好~~~就是有点小旧，，，别的还ok~~苏州的出租车太难打了啊~~~', '短评打分': 5}
{'短评内容': '还可以，挺实惠', '短评打分': 3}
{'短评内容': '设施不错  卫生还好   12号到19号继续来住  希望还能让我们都满意~', '短评打分': 5}
{'短评内容': '  挺好的地方', '短评打分': 3}
{'短评内容': '房间还好，挺干净的，就是卫生间小了点~~', '短评打分': 3}
{'短评内容': '交通挺方便的，从火车站乘游1就可以到达，房间还可以，价格适中。服务也挺好的。', '短评打分': 5}
{'短评内容': '还好，就是房间太小，电视也很小，服务一般。', '短评打分': 5}
{'短评内容': '环境挺好。交通便利。房间没有描述的那么大。', '短评打分': 5}
{'短评内容': '房间干净，设施一般', '短评打分': 3}
{'短评内容': '整体还不错，比想象中好。性价比较高。服务态度也不错。', '短评打分': 5}
{'短评内容': '按性价比来说，的确很不错，值得推荐。但酒店好像对网上预订的客户不怎么欢迎，我定了2间房，一间3楼很高级，一间底楼较差，除了床是1.8米的，另外条件都不好，也算高级大床房，呵呵！', '短评打分': 5}
{'短评内容': '离观前街有2站路的距离.\n酒店周边吃东西的地方还是比较多的.特别是晚上有夜排档一条街.\n房间还算干净.', '短评打分': 5}
{'短评内容': '酒店很干净，服务很亲切，早餐很丰富，为我们准备的煎蛋和馄饨都还没有吃完，给店家造成了浪费实在是不好意思，如果下次有机会一定还会入住的，不远处就是美食一条街非常方便，我们很满意！', '短评打分': 5}
{'短评内容': '房间挺不错的，很干净，房间有无线网络，上网也很方便，网速很给力', '短评打分': 5}
{'短评内容': '总的来说还不错，房间大，也挺干净，就是毛巾有一点脏，继续改进啊！', '短评打分': 5}
{'短评内容': '建议多搞点电吹风，一个宾馆就5个电吹风实在说不过去吧？', '短评打分': 5}
{'短评内容': '还不错、最后就是有个吹风机还有就是被子厚了点、、', '短评打分': 5}
{'短评内容': '性价比高。酒店整体还不错，位置也很好，酒店环境整洁，服务热情。', '短评打分': 5}
{'短评内容': '挺干净的，空调不错，外面有点吵，电视台不够多，就卫生好。', '短评打分': 5}
{'短评内容': '房间一般，出行远。关键苏州打不到车！\n苏州太差', '短评打分': 1}
{'短评内容': '酒店整体还不错，位置也很好，酒店环境整洁，服务热情。很有家的感觉。', '短评打分': 5}
{'短评内容': '此酒店性价比高，卫生干净，房间光量，地理位置远了少少，但是有游1公交线路，可以去不同的地方.', '短评打分': 5}
{'短评内容': '很不错，刚开始房间不满意，换了个，服务还是比较好，', '短评打分': 5}
{'短评内容': '地方蛮好找的，也蛮干净的，服务也比较周到，适合入住。。。', '短评打分': 5}
