{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '环境很好，花园很大，晚上在里面散步是非常安静的。', '短评打分': 5}
{'短评内容': '服务非常好，环境优雅，客房舒适豪华。送餐及服务也非常好。尤其餐点的口味非常好，送餐服务员非常有礼貌。建议价格再优惠一些。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '环境是相当好， 酒店房间很大，整个就在一个大园林里，所有的环境在上海市来说可以说是首屈一指的，如果选择住三晚，那的确是最佳的选择。酒店毗邻张江科技园，如果是去张江科技园出差，那的确是交通方便。', '短评打分': 5}
{'短评内容': '环境是相当好， 酒店房间很大，整个就在一个大园林里，所有的环境在上海市来说可以说是首屈一指的，如果选择住三晚，那的确是最佳的选择。', '短评打分': 5}
{'短评内容': '因为去附近开会，对方公司推荐的酒店，环境很不错，', '短评打分': 5}
{'短评内容': '环境非常好，应该是上海最大的园林酒店，因为是国宾馆，呵。', '短评打分': 5}
{'短评内容': '环境不错，地理位置也合适。酒店也很舒服，下次还会去住     ', '短评打分': 5}
{'短评内容': '服务可以', '短评打分': 3}
{'短评内容': '环境优雅空气不错', '短评打分': 3}
{'短评内容': '不如西郊宾馆.', '短评打分': 3}
{'短评内容': '服务很周到.', '短评打分': 3}
{'短评内容': '酒店的卫生做得非常好.室内很整洁.而且硬件条件也不错,综合水平挺高的.', '短评打分': 5}
{'短评内容': '环境还可以但是服务不是太好，酒店出行不是特别方便，价格也不便宜。酒店还是非常安静。', '短评打分': 5}
{'短评内容': '园林式的酒店,自驾车更方便一些,进入园林后到房间还是有点远的.室内条件非常好.各方面都非常到位.', '短评打分': 5}
{'短评内容': '房间隔间效果不是很好,最后换了一间还不错.而且服务人员都比较热情周到,硬件条件和服务都相当到位,我本人很看好这家酒店.', '短评打分': 5}
{'短评内容': '环境很不错，安静优雅，房间设施都是豪华标准，舒服是舒服，但是价格有点偏高。', '短评打分': 5}
{'短评内容': '酒店不错，就是价格有点高哦！', '短评打分': 5}
{'短评内容': '酒店环境非常好，公园一样', '短评打分': 5}
{'短评内容': '环境优美，房间大，会议室豪华。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店各方面条件都很好,入住也很舒适,很适合商务出差的客人,但感觉不太适合旅游,因为价格比较贵,而且离市中心也比较远', '短评打分': 5}
