{'descr': '住着不错？！！！！！！！！！！！', 'star': 5}
{'descr': '乔家庄园地理位置很好，就在南门的边上，南门是平遥古城的正门。乔家庄园的房间分两个格局，一处朝东开门，是全新的建筑，出门就是明清街，客栈的前台也在这里，包括餐厅，这里的房间比较好，全部配备了液晶电视，比较新；另一处的大门朝南开，是老宅，三进的，大多数的房间也重新装修过。\n偶们的运气在好与不好之间徘徊，好的是我们的套房价格220元，住4人，绝对合算，而且我们住的是老宅的正房，不好的是，也许是窑洞式房屋', 'star': 5}
{'descr': '优点就是在古城里面 别的就没了 设施老化 尤其是热水尤其不好控制 要么太热 要么就是凉的', 'star': 1}
{'descr': '优点就是在古城里面 别的就没了 设施老化 尤其是热水尤其不好控制 要么太热 要么就是凉的', 'star': 1}
{'descr': '没有预想中的好，不过服务态度还是可以肯定的。入住的时候也有人接站。', 'star': 3}
{'descr': '没有预想中的好，不过服务态度还是可以肯定的。入住的时候也有人接站。', 'star': 3}
{'descr': '位置很好找：进南门走在南大街左手边，进西门的话走西大街，走到丁字路口看到樱花酒吧右转，店在右手边；院子房间挺多的，服务比较周到', 'star': 5}
{'descr': '位置很好找：进南门走在南大街左手边，进西门的话走西大街，走到丁字路口看到樱花酒吧右转，店在右手边；院子房间挺多的，服务比较周到', 'star': 5}
{'descr': '老板服务很到家，给我们无条件换了一件比较满意的三人间。美中不足的是晚上房间比较冷，不知道是否中央空调没调好。楼下的餐也算不错，中午饱餐了一顿后开始逛。', 'star': 5}
{'descr': '老板服务很到家，给我们无条件换了一件比较满意的三人间。美中不足的是晚上房间比较冷，不知道是否中央空调没调好。楼下的餐也算不错，中午饱餐了一顿后开始逛。', 'star': 5}
{'descr': '房间，价格还可以，价格也算合理， 地理位置也很好但是热水没有24小时， 无线网络在房间里偶尔收不到 ', 'star': 5}
{'descr': '房间，价格还可以，价格也算合理， 地理位置也很好但是热水没有24小时， 无线网络在房间里偶尔收不到 ', 'star': 5}
{'descr': '比较繁华，卫生可以，服务也不错，设施较完备。', 'star': 5}
{'descr': '比较繁华，卫生可以，服务也不错，设施较完备。', 'star': 5}
{'descr': '酒店离南门很近，位置不错。进院后感觉不到外面的喧嚣。卫生设施还需提高', 'star': 5}
{'descr': '酒店离南门很近，位置不错。进院后感觉不到外面的喧嚣。卫生设施还需提高', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '入住', 'star': 5}
{'descr': '入住', 'star': 5}
{'descr': '位置挺好，周边景点挺多，游玩很方便。', 'star': 5}
{'descr': '位置挺好，周边景点挺多，游玩很方便。', 'star': 5}
{'descr': '乔家庄园位置很好，距离景区很近，附近吃小吃也很方便。', 'star': 5}
{'descr': '乔家庄园位置很好，距离景区很近，附近吃小吃也很方便。', 'star': 5}
{'descr': '酒店的配置硬件还是比较全的，因为是个人的，要求也不能太高。', 'star': 5}
{'descr': '酒店的配置硬件还是比较全的，因为是个人的，要求也不能太高。', 'star': 5}
{'descr': '除了位置比较不错以外，基本上不推荐。房间的空调声音真不是一般的大，被我们戏谑为---拖拉机。服务态度一般，基本上要你说三遍服务员才会把你需要的东西奉上。。。', 'star': 1}
{'descr': '除了位置比较不错以外，基本上不推荐。房间的空调声音真不是一般的大，被我们戏谑为---拖拉机。服务态度一般，基本上要你说三遍服务员才会把你需要的东西奉上。。。', 'star': 1}
{'descr': '酒店的位置很好，周围环境也很不错，很方便出行。酒店本身条件比较一般。', 'star': 5}
{'descr': '酒店的位置很好，周围环境也很不错，很方便出行。酒店本身条件比较一般。', 'star': 5}
{'descr': '酒店的配置硬件设施齐全达标，软件管理方面需要加强。', 'star': 5}
{'descr': '酒店的配置硬件设施齐全达标，软件管理方面需要加强。', 'star': 5}
{'descr': '订的传统土炕。房间果然很小很潮，卫生条件一般，床比较硬，这个价钱贵了。不推荐', 'star': 1}
{'descr': '订的传统土炕。房间果然很小很潮，卫生条件一般，床比较硬，这个价钱贵了。不推荐', 'star': 1}
{'descr': '这家酒店挺不错的，环境比较好，古香古色，夏天在里边住感觉也挺凉爽的，房间里卫生打扫的也蛮干净，设施方面比较简单，但是该有的也都有了，卫生间面积也蛮大，热水也挺热的，感觉住的挺舒适的，酒店的早餐比较便宜，也挺丰盛。位置也不错，出行也挺方便的，整体感觉挺不错，值得推荐。', 'star': 5}
{'descr': '这家酒店挺不错的，环境比较好，古香古色，夏天在里边住感觉也挺凉爽的，房间里卫生打扫的也蛮干净，设施方面比较简单，但是该有的也都有了，卫生间面积也蛮大，热水也挺热的，感觉住的挺舒适的，酒店的早餐比较便宜，也挺丰盛。位置也不错，出行也挺方便的，整体感觉挺不错，值得推荐。', 'star': 5}
{'descr': '位置很好闹中取静，去一些景区也很方便，价格比较合理适中。', 'star': 5}
{'descr': '位置很好闹中取静，去一些景区也很方便，价格比较合理适中。', 'star': 5}
