{'短评内容': '酒店就在文昌阁边上', '短评打分': 5}
{'短评内容': '服务很热情,很好,位置交通便利,晚上欣赏扬州的美景,不虚此行', '短评打分': 5}
{'短评内容': '还不错啊，位置很热闹，还可以了。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间一般，略显陈旧，但在市中心，各方面都比较方便，适合短时间入\n', '短评打分': 5}
{'短评内容': '设备陈旧~，需要改造，环境也 不是很好。就是 占了 个 交通便利的便宜  相对而言 同样的价格 还不不如住如家，汉庭 之类的要比这好很多', '短评打分': 1}
{'短评内容': '120的特价房是靠马路的那栋楼，不在大堂那个主楼，其实就6间，真的很烂，家具都是坏的，卫生间就角上拉个帘子当淋浴', '短评打分': 1}
{'短评内容': '酒店很方便', '短评打分': 3}
{'短评内容': '很舒适的酒店。宽敞，干净。交通便利。服务较好。', '短评打分': 5}
{'短评内容': '在市中心 出入方便 虽然设备有点陈旧 但是还蛮干净的 适合短住 ', '短评打分': 5}
{'短评内容': '环境卫生一般.设施偏陈旧.但是出行方便.离文昌阁很近.', '短评打分': 3}
{'短评内容': '酒店设施比较老化，有霉味，不过交通便利，容易找到！！早餐还不错~~服务还是很周到的', '短评打分': 5}
{'短评内容': '房子设施陈旧，壁纸灯罩的纸都破了，卫生间防滑地垫也都是霉斑，根本不敢用。不过晚上很安静，紧邻文昌阁，交通也很便利，服务员也挺和气的，如果临时来办事，克服一下住一晚也不是不可以。', '短评打分': 5}
{'短评内容': '酒店位置很好，房间干净卫生，就是设备有点陈旧，对比起价格而言，性价比还是很高的。 \n', '短评打分': 5}
{'短评内容': '宾馆位置很好，离文昌阁相当近，周围是繁华地带，停车方便。房间有些破旧，窗户都锁不上。整体性价比还算凑合', '短评打分': 5}
{'短评内容': '房间破的不能再破了', '短评打分': 3}
{'短评内容': '这家酒店的地理位置在市中心，无可否认，不过酒店方面在网上挂出的图片和真实情况相差的不是一丁半点，完全不推荐各位入住，房间质量真的很差，地毯非常脏，墙壁也是，噪音也大，之前看了别人的评价以为是夸张，结果根本没有，我绝对不会再次入住这家酒店，真的很脏很脏，一点都不符合他的宣传。', '短评打分': 1}
{'短评内容': '肮脏臭气熏天的环境太上当了有损贵网的形象', '短评打分': 3}
{'短评内容': '位置佳，交通方便，但设施陈旧', '短评打分': 3}
{'短评内容': '地理位置很好，住的床超级大', '短评打分': 3}
{'短评内容': '环境差了点，不过国庆也就这样了。', '短评打分': 3}
{'短评内容': '地址还行 房间不像三星的楼旧屋里不好服务也不好连蚊香也没有  ', '短评打分': 1}
{'短评内容': ',还可以', '短评打分': 3}
{'短评内容': '太老了 酒店设施太旧 空间很小 不舒服 有点贵 性价比不合算 反正就是离市中心比较近这点不错 其他也没什么 希望能改进下啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊', '短评打分': 1}
{'短评内容': '蛮好的、确实不错、蛮方便的、优惠的都不错、知道信赖的网站、不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', '短评打分': 5}
{'短评内容': '好！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '看到评价很高才订的，去了后也没看房间，入住后才发现床很窄，卫生很差，设施比较陈旧，但是服务态度还可以。', '短评打分': 1}
{'短评内容': '价廉物美', '短评打分': 3}
{'短评内容': '酒店位置不错 性价比也不错 就是楼下有点吵闹（对面酒店那些山吃海喝的，都是些什么人，你懂的）      ', '短评打分': 5}
{'短评内容': '设施一般。居住环境差，四周有施工噪声，极吵。', '短评打分': 1}
{'短评内容': '房间一般，略显陈旧，但在市中心，各方面都比较方便，适合短时间入住。', '短评打分': 5}
{'短评内容': '位置很好，位于闹市区，但是房间卫生条件一般，设施陈旧', '短评打分': 1}
{'短评内容': '不错的酒店，虽然设施有点陈旧，但是性价比还是可以的', '短评打分': 5}
{'短评内容': '地理位置很好，交通便利，只是房间味道太难闻了，受不了，卫生间也很破，洗澡很难受', '短评打分': 5}
{'短评内容': '交通非常方便，就在文昌阁附近。停车吃饭都方便。', '短评打分': 5}
{'短评内容': '好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '价廉物美,位置极佳,设施一般,值得入住.', '短评打分': 5}
{'短评内容': '酒店位置那是相当不错，性价比也高，适合出差一族', '短评打分': 5}
{'短评内容': '＋房间里面还不错，前台服务态度不好', '短评打分': 3}
{'短评内容': '酒店老旧些了，设施有些落伍，床头控制开关差不多都坏了，浴室毛巾甚至都有点破烂，但是临近市中心，地理条件有优势，入住率蛮高。', '短评打分': 5}
{'短评内容': '价格便宜，位置适中，已经住过几次，还可以的吧。', '短评打分': 5}
{'短评内容': '离市区很近，很方便，但设施略陈旧', '短评打分': 3}
{'短评内容': '好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '非常好，地点好，市中心，太方便了，以后还会去', '短评打分': 5}
{'短评内容': 'soso..........................................', '短评打分': 5}
{'短评内容': '总体来讲是比较糟糕。房间的地毯很胀，设施也比较陈旧。窗帘遮光不是很好，夜里如果不是非常困的话，很难睡着。性价比很低。服务态度也非常差。早餐比较简单。可能除了位置比较好以外，没有什么优点了。还有就是3楼、4楼还有餐厅，晚上9点了还非常吵。另外，我住的是A楼，住特价的B间估计更惨，因为靠马路，会很吵。下次不会再入住这个地方了，宁愿远一点。文昌阁门口堵车非常严重，省不了多少时间。', '短评打分': 1}
{'短评内容': '交通便利，旁边是 金鹰，教场，离富春茶社也不是很远，老牌宾馆，性价比高', '短评打分': 5}
{'短评内容': '总体上是很不错的，床垫很软，卫生间干净，位于主干道边上，交通方便。不足之处是部分设施老化，浴巾，热水器该换新的了。', '短评打分': 5}
{'短评内容': '还行,就是没有电梯,总体还行,提供早餐就更好了', '短评打分': 5}
{'短评内容': '地理位置有优势，就在城中心，但是饭店的设施条件简陋些，地毯那个难看的样子，不铺也许更好些，总台个别服务人员的素质也稍不够。', '短评打分': 5}
{'短评内容': '地理位置有优势，就在城中心，但是饭店的设施条件简陋些，总台个别服务人员的素质也稍不够。', '短评打分': 5}
{'短评内容': '还算干净，地板高低不平，便宜实惠，对得起它的价格', '短评打分': 5}
{'短评内容': '位置还行，不太干净，明显枕套是没换的，叫服务员来看，服务员也承认没换，说我们这有什么呀，唉~很无语，住一天也就凑合了', '短评打分': 1}
{'短评内容': '总体环境不错 挺满意的', '短评打分': 3}
{'短评内容': '很方便！\r\nLRWjiaming', '短评打分': 3}
{'短评内容': '房间不亮，东西很旧，很老式，而且有点脏，就是地段不错，交通也方便', '短评打分': 3}
{'短评内容': '地點靠近文昌閣, 附近景點多, 步行可到\n房間地毯太髒\n其他部分還不錯', '短评打分': 5}
{'短评内容': '交通方便从火车站直达宾馆，虽然房间比较小但还算干净性价比比较高', '短评打分': 3}
{'短评内容': ':地段好,景点近,|28元标间价格便易,床上用品和卫生间还算干净,前台服务员态度好。地毯太脏,应当换掉,墙壁应重新粉刷或装修o', '短评打分': 3}
{'短评内容': '酒店老旧些了，设施有些落伍，床头控制开关差不多都坏了，浴室毛巾甚至都有点破烂，但是临近市中心，地理条件有优势，入住率蛮高。\n', '短评打分': 5}
{'短评内容': '酒店老旧些了，设施有些落伍，毛巾甚至都有点破烂，但是临近市中心，地理条件有优势，入住率蛮高。', '短评打分': 5}
{'短评内容': '比我想象中好。。虽然称不上三星级，但很对的起这个价格，而且交通挺方便的，在市区。。', '短评打分': 5}
{'短评内容': '位置不错，在文昌阁附近，其他一般。   但要注意扬州不太好打的（这个和酒店位置无关）', '短评打分': 5}
{'短评内容': '在市中心，交通方便，较为安静。年代较久，可以对装潢更新，', '短评打分': 5}
{'短评内容': '酒店位置优越,出行方便,前台工作人员和楼层服务员热情,服务周到,很有亲切感,有机会再入住.', '短评打分': 5}
{'短评内容': '地理位置不错，挂三星。\n但是内部很一般，也比较旧。估计就是一线城市二星以下吧。\n还有就是单人间和标准间价格一样，标准间要大。定单人间亏了。', '短评打分': 5}
{'短评内容': '性价比很高的酒店~强烈推荐~~~~~！！！！！！！！！！！1', '短评打分': 5}
{'短评内容': '房子虽然比较老 但很干净 这个价位就算理想了', '短评打分': 3}
{'短评内容': '房间在另外一个楼里  然后  不怎么大  很小   地毯也很脏  不过这个价格...\n总的来说  对得起这个价格吧   在市中心 还是很不错的     干净     ', '短评打分': 5}
{'短评内容': '房间不大，有网线没电脑，挺安静，位置超好，非常便宜。', '短评打分': 5}
{'短评内容': '交通便利，去个园何园都很方便，对面胡同就能吃到福星臭大元，晚上有夜市。\n去双博园等各个景点都有公交车。去火车站有直达', '短评打分': 5}
{'短评内容': '硬件设施还是很陈旧，但是地理位置很好，早餐不错，性价比还是可以的。', '短评打分': 5}
{'短评内容': '地址很好 也挺方便 是扬州的同学推荐我的 当时定的晚了市中心的酒店要不太贵要不太差就这里还几间房了 \n\n服务什么的没什么大问题 但是晚上睡觉的时候发现隔音不是很好 隔壁房间几个男人开着门在打牌还是怎么的 吵死了 不过我们白天很累了 也没受太大影响 \n\n另外唯一一点非常不满意的是窗户是坏的啊啊啊！！！锁不上的！同学说扬州治安好都夜不闭户的==~但是外面就是空调架如果要爬上三楼来真的很方便啊~~\n\n其', '短评打分': 5}
{'短评内容': '  宾馆的环境比想象要差但服务员的态度还行。', '短评打分': 3}
{'短评内容': '性价比还不错', '短评打分': 3}
{'短评内容': '位置很好，出行很方便。酒店设施稍显陈旧，但是还蛮干净的。如果能够翻新一下地毯会好很多。', '短评打分': 5}
{'短评内容': '区域位置好~不过有点不足的，浴室淋浴的水流不给力', '短评打分': 5}
{'短评内容': '设施比较老，但是靠近市中心，性价比还算不错~', '短评打分': 5}
{'短评内容': '原来红杉树分2个部门，120圆的房间是在另外的一栋楼里，怀疑 根本就是 红杉树的分店（旅馆）！！！！', '短评打分': 5}
{'短评内容': '价格，位置真不错，但是房间装修很老，更有意思的是，你刷房卡，基本上很难把们刷开，这个就厉害了，说明小偷要进来你房间偷点东西，基本上很难！因为我自己有房卡都刷不开门，更何况小偷呢？', '短评打分': 5}
{'短评内容': '还可以，如果要是有电梯的话会更好。。。。', '短评打分': 5}
{'短评内容': '十内容一般', '短评打分': 3}
{'短评内容': '感觉房间很旧 卫生一般 电视也不太好 而且三人间是在副楼 觉得不太安全', '短评打分': 1}
{'短评内容': '很一般的酒店,不要抱太高希望就好.个人是不会推荐了,恩.', '短评打分': 1}
{'短评内容': '酒店附近的交通设施还可以，但酒店内部的设施一点都不像是三星级的。太陈旧太落后了。我估计应该是早年的时候评的星级酒店吧，在现在的社会应该被淘汰了。', '短评打分': 1}
{'短评内容': '位于市中心，但是空调效果欠佳，床比较舒服，很软', '短评打分': 5}
{'短评内容': '还行吧  位置可以  在扬州市中心  离吃的位置比较近。', '短评打分': 5}
{'短评内容': ' 地理位置好。居住环境一般，设施相当陈旧。', '短评打分': 3}
{'短评内容': '位置很好 当然因为便宜 设施很一般 卫生也一般 年轻人就凑合了吧', '短评打分': 5}
{'短评内容': '不错，还可以\n物有所值，比较安静，卫生也还可以', '短评打分': 5}
{'短评内容': '环境不错！！！大家都可以来尝试下！！！ 不会有遗憾！！！', '短评打分': 5}
{'短评内容': '价格便宜，房间还行，但噪音大', '短评打分': 3}
{'短评内容': '酒店整体性价比还行吧，设施设备等也还可以，不算新但是也说不上很旧，感觉商务间也商务不到哪里去。位置还是很不错的。', '短评打分': 5}
{'短评内容': '酒店位置么的说，还是挺方便的，属于比较繁华的区域。订的是商务标间，感觉配置也一般，座椅等也没有说的那么好，前台很负责任，原则性比较好。早餐不是很丰富，包子还是不错的，呵呵', '短评打分': 5}
{'短评内容': '住房一般', '短评打分': 3}
{'短评内容': '这家酒店就在文昌路南侧，坐26路或22路公交从扬州火车站到世纪联华下车往回走200米即到。是个挺大的老宾馆。但是设施比较完善。房间比较干净整洁。卫生间也干净整洁。早餐10元一份。很丰富。从宾馆走到个园（路熟）的话需要20来分钟。周围很繁华。值得推荐给大家。', '短评打分': 5}
{'短评内容': '便宜，性价比高\n\n特价2号楼没有电梯。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '房间设施陈旧，宽带接入线太短，台灯不亮，估计是年头太久，所以很多服务跟不上，但地理位置不错。', '短评打分': 1}
{'短评内容': '已入住', '短评打分': 5}
{'短评内容': '性价比可以', '短评打分': 5}
{'短评内容': '酒店设施比较老了，但是看得出在服务等各方面都维持着三星的标准，员工是培训过的。总体还可以。', '短评打分': 5}
{'短评内容': '缺点是没电梯，其它都好', '短评打分': 5}
{'短评内容': '总的来说 这扬州这个地方的价格还是蛮公道的', '短评打分': 5}
{'短评内容': '千万不要被这家酒店欺骗\r\n挂着3星的招牌，一进大堂，小姐那个热情哟，得知你是特价房之后，得！去对面吧，原来对面的那小破招待所是他们的特价房，里面专门租给别人当办公室用了\r\n房里面的设施，那个陈旧阿，仿佛80年代的摆设一般\r\n\r\n想不通，旁边就是速8，格林，不远还有如家都比这便宜，怎么会有人愿意住这里？？', '短评打分': 1}
{'短评内容': '位置位于市中心文昌阁以东100多米临街。二楼的饭店的饭菜制作精良，合口，价格适宜。很好的淮阳风味。有公交车直达火车站，但要注意，应该在世纪花园站上车。因为文昌阁站是夜班公交车站，车不停站。这一点酒店应该及时提醒客人才好。', '短评打分': 5}
{'短评内容': '很不错，位于市中心，扬州这个城市很安逸，是个很规矩的地方，发展没有那么快，推荐来这里玩。这个酒店性价比很好，设施不是很新，但是干净舒适。', '短评打分': 5}
{'短评内容': '还可以 就是卫生不是很好 可能是因为对面的 楼的原因。在市中心的说～', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '设施过于陈旧，房间内家具破旧，不符合三星标准。但是酒店位置较好。', '短评打分': 1}
{'短评内容': '非常舒适，住有所值。下次还住在此酒店，并推荐给我的好友们。', '短评打分': 5}
{'短评内容': '第一次去扬洲就住在那,住下了就不想换了,感觉还可以,下次去还是会住那里的', '短评打分': 3}
{'短评内容': '位置极好，离文昌阁100米，性价比好，早餐10元还可以，就是注意旅店的茶是要付钱的，', '短评打分': 5}
{'短评内容': '酒店设施一般，旧楼没有三星的标准。不过地处市中心，去哪里玩很方便，打车起步价就够了', '短评打分': 3}
{'短评内容': '这个房对得起这个价格，去哪个景点都比较方便', '短评打分': 5}
{'短评内容': '大厅挺干净，地段很好。房间略微简陋了点。', '短评打分': 5}
{'短评内容': '脏、乱、差。。。。。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '交通还是很方便的，位于市中心，周围很热闹的，房间还是满干净，满舒服的。', '短评打分': 5}
{'短评内容': '便宜嘛，将就住', '短评打分': 5}
{'短评内容': '地理位置很好，性价比非常高，旅游及商务住宿很方便。不足之处是电视有色差。', '短评打分': 5}
{'短评内容': '位于市中心，闹中取静，性价比不错。', '短评打分': 5}
{'短评内容': '附注，那个自助餐，太差劲了，建议大家不要去，品种及其单一。列出：蛋炒饭，炒面，花卷，淡馒头，豆浆，牛奶，油条，蛋糕，西瓜，卷心菜，酱萝卜，茶叶蛋', '短评打分': 3}
{'短评内容': '入住的是特价房，在2号楼。\r\n开门就闻到一股难闻的味道，进入房间，墙纸是破裂的，窗帘是破烂的，窗户是无法关死的，空调外壳上黑糊糊的，淋浴软管破损，固定座无法固定，偏向一边。毛巾也是乌糟糟的，反正我不用外面的毛巾。电视机会时不时地抖动几下。电热水壶脏兮兮的。\r\n比较好的是空调还算冷，地段来说，交通比较便利，打的到各个景区都不贵，基本10元以内搞定。', '短评打分': 1}
{'短评内容': '不错，推荐', '短评打分': 3}
{'短评内容': '订的是特价房但是住的是一个招待所一样的可能是后面再改建的', '短评打分': 1}
{'短评内容': '性价比很高', '短评打分': 3}
{'短评内容': '性价比很高', '短评打分': 5}
{'短评内容': '每次都选择他的原因是“能多开点票”，呵呵', '短评打分': 5}
{'短评内容': '挺好的，推荐', '短评打分': 3}
{'短评内容': '关键就是位置特别好 可以暴走到富春茶社、个园、瘦西湖、天香阁酒店。。。', '短评打分': 5}
{'短评内容': '酒店陈旧，服务乏善可陈。', '短评打分': 1}
{'短评内容': '环境还不错，性价比适中，就是设施有点陈旧，不过在镇江这种地方住到这样的酒店还说的过去了', '短评打分': 5}
{'短评内容': '门难关，空调效果还可以，就是外观像破烂，窗帘也不是很好，隔音效果一般，但是价格和地理位置还不错，可以入住', '短评打分': 5}
{'短评内容': '这是三星级酒店吗？垃圾的很，脏、乱、差，坚决不再住！！！（2号楼）', '短评打分': 1}
{'短评内容': '我住的是2号楼的，是副楼，跟招待所差不多，墙壁都发霉了，里面插头也少，而且房间又味道，还有楼道外面都租给人家做公司的，总之一句话，很乱，很脏，很不值得，看到评价的人，或者对卫生稍微有点小要求的人，还是不要来住这里，估计你会郁闷的', '短评打分': 1}
{'短评内容': '离市中心是非常近的，性价比还不错，不过这个季节房间有一点点霉味。。。', '短评打分': 5}
{'短评内容': '地理位置不错，环境很好。', '短评打分': 5}
{'短评内容': '差的要命！', '短评打分': 1}
{'短评内容': '那些搞卫生的阿姨服务很好很好，位置就是市中心附近啊，住的也很舒服，免费宽带，但是电脑要自己带的！我住的是客房2的2410，在四楼，没有电梯，比较安静，之前安排我们的那间霉味太重，然后就换一间了，换的那间2410可能是因为有人退房不久，所以霉味没有，有空调的味道！反正下车我还是会去那边住的，就是喜欢！好过在扬大附近的八十块钱的大观园！', '短评打分': 5}
{'短评内容': '总体还可以 基本上值这个价钱', '短评打分': 3}
{'短评内容': '为了拿消费券 再点评一遍 性价比确实很高 就在文昌阁旁边 打车去个园 何园 瘦西湖都是起步价 因为价格低 而且去扬州一般都是住一晚 还是不错的 \r\n', '短评打分': 3}
{'短评内容': '地毯相当脏。。电视不清楚 。。其他还行  小是小了点  不过地方好。。。', '短评打分': 5}
{'短评内容': '性价比确实很高 就在文昌阁旁边 打车去个园 何园 瘦西湖都是起步价 因为价格低 而且去扬州一般都是住一晚 还是不错的', '短评打分': 5}
{'短评内容': '门锁是坏的，电话也是坏的，让他打折也没如愿。虽然房间有点小，不过地理位置不错。', '短评打分': 5}
{'短评内容': '酒店价格还算可以，但二号楼设施有点旧，服务员态度倒是很好，总体还算满意。', '短评打分': 5}
{'短评内容': '特价价廉而已！', '短评打分': 3}
{'短评内容': '酒店比较陈旧了, 位置还算好, 离瘦西湖不远', '短评打分': 1}
{'短评内容': '距离景区 不太远 蛮方便', '短评打分': 5}
{'短评内容': '性价比不错 ，离市中心也比较近', '短评打分': 3}
{'短评内容': '性价比高', '短评打分': 3}
{'短评内容': '性价比比较高，出行方便', '短评打分': 5}
{'短评内容': '位置不错，去哪里都比较方便，可能因为是附楼，地毯不是很干净，有待改善', '短评打分': 5}
{'短评内容': '就在文昌阁边上，就是靠文昌中路，还好隔音还可以，性价比不错。', '短评打分': 5}
{'短评内容': '商务单间太小了,设施非常简单,还在280元简直是太贵了', '短评打分': 3}
{'短评内容': '我订的是三人间,房间非常大,三个人住简直是太宽敞了', '短评打分': 5}
{'短评内容': 'evering thing is good !!!', '短评打分': 5}
{'短评内容': '不错，在市中心，距离文昌阁非常近。但是房间内部有点旧，不太干净。', '短评打分': 3}
{'短评内容': '可能是因为我定的是特价房，真是一分价钱一分货啊！', '短评打分': 1}
{'短评内容': '设施太简陋，唯一的好处是在市中心性价比还是比较高。', '短评打分': 1}
{'短评内容': '环境嘈杂,根本无法入睡,早餐比较差', '短评打分': 1}
{'短评内容': '设施跟招待所差不多，牙具什么的都是潮湿的，毛巾黑黑的。没看出三星的标准。前台服务也很生硬。唯一的优点就是地理位置好，逛闹市方便。', '短评打分': 5}
{'短评内容': '总体来说一般吧，不过性价比还是可以的，主要是位于市中心，而且交通很方便', '短评打分': 5}
{'短评内容': '就在市区里，去哪都非常方便，早餐也挺不错，离瘦西湖很近，但离2个大的长途汽车站比较远，唯一的问题但不是酒店的问题是餐馆关门都比较早，北方客人不太习惯', '短评打分': 5}
{'短评内容': '位置很好.环境还行.价格便宜.有机会会再去的.', '短评打分': 5}
{'短评内容': '窗户关不严，差强人意！唯一还可以的是地理位置还不错', '短评打分': 1}
{'短评内容': 'convenient and cheap,only 100 yuan a nite, room decor a bit old though.', '短评打分': 5}
{'短评内容': '早餐太过分了！！！！差！', '短评打分': 1}
{'短评内容': '位置好，其它一般。希望加强服务意识。', '短评打分': 5}
{'短评内容': '地段好，一进去还有一股香味', '短评打分': 5}
{'短评内容': '在一般季节，这个特价房只值这个价；因为提前预订了特价，在清明时节能享受到特价，还算值！另外在扬州含早餐的房间基本属于鸡肋，因为大多数的游客都会去富春或冶春品尝特色早点的！', '短评打分': 1}
{'短评内容': '帮婆婆跟她的朋友预定的酒店，都比较满意，呵呵！', '短评打分': 5}
{'短评内容': '感觉挺好的，设施也很齐全，早饭味道也还不错', '短评打分': 5}
{'短评内容': '他们的特价房,就100元的价格来说，是非常合算.\r\n地理位置很好,地毯有点脏,设备老化', '短评打分': 5}
{'短评内容': '选择了他们的特价房,就100元的价格来说，是非常合算的\r\n地理位置很好,去哪里都挺方便.\r\n地毯有点脏,不过想想只有100,也就还行.\r\n服务人员包括门卫都不错\r\n听说那个巷子里有个很不错的红豆元宵.门卫说2点以后才能出来,很可惜我们没有吃到.', '短评打分': 5}
{'短评内容': '抱着试试看的心情预定了１００元的特价房，２晚的住宿，感觉性价比很高。设施虽然较旧，但很干净，服务也好，连２位门卫都很热情。酒店距离瘦西湖、个圆都可以步行前往。旅行中选对了酒店，对这个城市会增加一份好感。扬州很美，真想再游扬州，还住红杉树。', '短评打分': 5}
{'短评内容': '住了4天，感觉还不错', '短评打分': 5}
{'短评内容': '交通非常便利。服务很好，房间打扫很快。特价房是临街，楼层也较高，房间用品有些旧！而且没有半日房，一交就是全天的房费', '短评打分': 5}
{'短评内容': '不错 性价比很高 ', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '非常好， 外观不起眼， 但是里面环境很好， 100的特价房很实惠， 地理位置也很好， 去各个景点和火车站都很方便', '短评打分': 5}
{'短评内容': '地段很不错，就在市中心。', '短评打分': 5}
{'短评内容': '很干净的酒店。位置也很好，离何园、个园都很近。比较满意。', '短评打分': 5}
{'短评内容': '地毯有点脏，房间还有股淡淡的异味。除此别的都很好，厕所很干净，位置很好，位于文昌阁旁边，交通方便，离瘦西湖挺近的。', '短评打分': 5}
{'短评内容': '普通标准间不太好', '短评打分': 5}
{'短评内容': '服务没的说，很好，就是设施有些陈旧了！', '短评打分': 5}
{'短评内容': '100元的價格非常實惠,酒店就在商業街,購物方便.', '短评打分': 5}
{'短评内容': '最吸引人的是价格，138一天性价比很高，位置不错，附近吃饭的地方多', '短评打分': 5}
{'短评内容': '地理位置很好，但是设施比较旧了，不过还算可以吧，我住的是248元的标房，虽然房间有点小，但是总算还过的去吧。', '短评打分': 5}
{'短评内容': '位置不错，服务冷淡', '短评打分': 5}
{'短评内容': '一般般！', '短评打分': 1}
{'短评内容': '我们住的是百元标房，各方面都不错，非常值得推荐。感谢ELONG网。', '短评打分': 5}
{'短评内容': '总的感觉不错！', '短评打分': 5}
{'短评内容': '很好,很舒适!', '短评打分': 3}
{'短评内容': '还可以,不错', '短评打分': 5}
{'短评内容': '房间设施较旧，卫生间宽敞。价格便宜，免费早餐还好。前台服务不冷不热。', '短评打分': 3}
{'短评内容': '酒店设施有点旧，不知道是不是因为我的价格便宜就安排了个不好的房间，总之房间里有点脏，地毯上有不少污渍，可能清洗不掉吧。床上竟然没有褥子，就是直接一个床单铺在床垫上，连床垫上的花纹都看得清清楚楚，感觉怎么这么简陋。住宾馆还是希望住在白白净净床上用品看着比较舒适的地方。但是位置绝对好。那个什么阁旁边，周围全是服装店，逛街比较方便。', '短评打分': 1}
{'短评内容': '位置不错，总体还可以。', '短评打分': 5}
{'短评内容': '酒店位置佳，地处扬州市中心，距文昌阁步行约5分钟，酒店房间设施一般，舒适度可以，空调很好，建议北方客人冬季旅行选择此酒店，酒店早餐品种繁多，口味很好，质量很好，酒店前台服务好，结账速度快，可以提供信用卡刷卡。', '短评打分': 5}
{'短评内容': '设施陈旧，软配置差，地板，床单等比较不干净。空调噪音大。', '短评打分': 1}
