{'短评内容': '非常不错哦', '短评打分': 5}
{'短评内容': '488元的房间，用的浴巾不堪入目，恶心啊。 \n房间的被子很旧，发黄，第二天要求换成干净的了，一对比，不知道昨天自己怎么睡得，那么恶心的床单居然睡了一晚上。 \n\n周边环境不错，吃饭很方便。 \n\n服务很差，基本无表情，早餐牛奶需要预约？只有一盒，不问不知道放在什么地方。 \n\n住了两晚是因为酒店订了两晚，否则住过一次，绝不想去第二次，看到有人给好评，我只能说你们都是好人，我是恶人', '短评打分': 1}
{'短评内容': '酒店早上自助餐很丰富，服务态度也OK。来考试的，地理位置相当不错，非常近，走路三分钟左右就到了，边上吃的地方挺多，感觉很满意', '短评打分': 5}
{'短评内容': '，，，，，，，很好 值得推荐，，，，，，，，，，，，，，，，', '短评打分': 5}
{'短评内容': ',利物浦会展中心环境挺好的,房间也干净,下次有机会还会来的。', '短评打分': 3}
{'短评内容': '交通方便，房间很大，价格要经常优惠就好了。', '短评打分': 5}
{'短评内容': '  宾馆不错，一直住的', '短评打分': 3}
{'短评内容': '洗澡的地方和卫生间分开的，觉得不是很方便。', '短评打分': 1}
{'短评内容': '不错，就是入住手续办得有点长', '短评打分': 3}
{'短评内容': '在园区来说性价比挺高，交通方便，周边有不少小吃店和肯德基店。', '短评打分': 5}
{'短评内容': '给朋友订的酒店，位置比较好找，酒店从整体上看起来也比较整齐，干净，基本上值得推荐，就是如果人员的服务再提高一步，就更好了', '短评打分': 5}
{'短评内容': '酒店房间比较大，在园区里面算得上性价比挺高，', '短评打分': 5}
{'短评内容': ' 还不错…网速很给力…', '短评打分': 3}
{'短评内容': '酒店在大学城，环境很好。由于没开学挺清静的。不错', '短评打分': 5}
{'短评内容': '酒店前台的服务人员态度很差，入住和退房都没有人来帮我们拿行李，房间虽然大但是显得很空，床特别不舒服。。', '短评打分': 1}
{'短评内容': '酒店房间很大，很舒服，早餐不错。周边是大学城，打车比较方便，餐饮比较多也比较实惠，下次还会入住', '短评打分': 5}
{'短评内容': '酒店房间很大，很舒服，早餐不错。周边是大学城，餐饮比较多也比较实惠，下次还会入住', '短评打分': 5}
{'短评内容': '希望有更优惠的房价，高教区较为方便的酒店。', '短评打分': 5}
{'短评内容': '非常棒!', '短评打分': 3}
{'短评内容': '挺不错的，外面很气派，服务很周到，也很方便', '短评打分': 5}
{'短评内容': '早餐庭员工每个人都在抱怨，说“不是人干的活”。与先前入住有很大落差。先在大量使用临时工，早餐提前20分钟收餐不说，也不提醒客人。', '短评打分': 1}
{'短评内容': '房间干净，大。酒店位置也不错。\n早餐一般，主要是咖啡太一般。\n我喜欢', '短评打分': 5}
{'短评内容': '地毯脏的没法形容,半夜有人唱KTV,简直没法睡!早餐还不如街边的小吃....贵就不说了,服务人员对外宾相当的好,对我们学生就爱理不理,势利的不得了!!!下次再也不会来!!!', '短评打分': 1}
{'短评内容': '工业园区非常好的一家4星酒店，装修好，设施新，房间宽敞明亮，服务好，酒店的自助餐很好，98/位，还送一只大闸蟹。就是房间的电视差点，不够大，也不是液晶的。', '短评打分': 5}
{'短评内容': '朋友说感觉很好，很安静！', '短评打分': 3}
{'短评内容': '给我们客户推荐的，说很好，房间干净宽敞，下次还会推荐的', '短评打分': 5}
{'短评内容': '交通方便，价格能优惠点就更好了', '短评打分': 3}
{'短评内容': '交通便利，周边环境好，房间也不错，很干净，性价比较高。', '短评打分': 5}
{'短评内容': '苏州西交利物浦国际会议中心环境很好,不足之处是淋浴房内未设置放置物品架,下水道也不太通畅.', '短评打分': 3}
{'短评内容': '交通便利，乘公交115路可直达苏州园区站，乘178路公交可到得月楼及名盛园林景点还有苏州站，乘128路可到阳澄湖景点品大闸蟹.乘独墅湖园区免费公交888路可在高教区各站点任意前后门上下车.这是全国独一无二的绿色环保园区.乘888路倍感园区人的温暖。美丽的金鸡湖美丽的独墅湖浩瀚的阳澄湖环抱着的园区，安静有序便利。繁华不嘈杂。', '短评打分': 5}
{'短评内容': '还好，十一人真多，给免费升级了行政房。房间很大。', '短评打分': 5}
{'短评内容': '酒店蛮干净的，性价比还可以', '短评打分': 3}
{'短评内容': '交通方便，自助餐好并且常常会有优惠活动，大大小小会议厅设施全面，如果有游泳桑拿SPA美容美发店就好了，健身场地太小并且不开放.总之这里是举办培训和会议的最佳地。', '短评打分': 5}
{'短评内容': ': 酒店第一感觉不错. 住宿值, 餐饮偏贵', '短评打分': 3}
{'短评内容': '第一次入住感觉很好，靠近金鸡湖，旁边又是大学，很有氛围，主要是价格非常合适，环境也好！价格跟格林豪泰差不多，但是档次不是一个档次！', '短评打分': 5}
{'短评内容': '房间有线上网不行; 588元的行政标准房与318元的豪华标准房，没有多大的区别，房间大一点点而已。', '短评打分': 3}
{'短评内容': '不错，很多雅思考生都住这，就是周围没什麽好吃的，本酒店的饮食还是可以的！', '短评打分': 5}
{'短评内容': '酒店硬件尚可，早餐一般，服务一般，可能通常是举办学术交流的缘故吧', '短评打分': 1}
{'短评内容': '酒店很好，硬件不错。服务人员偏少，清理卫生太慢。我们入住时等候1小时。', '短评打分': 5}
{'短评内容': '距离西交利物浦大学非常近，很便利，环境也还不错。', '短评打分': 5}
{'短评内容': '非常好的酒店，大堂很阔气，房间也很大，很新！早餐也非常的不错！同行的同事也不停的赞这酒店不错。前台说因为现在是暑假，所以价格比较优惠，本来是500多的房间现在才318.以后和家人来玩也住这里，觉得值！', '短评打分': 5}
{'短评内容': 'very good hotel.it is cheap and quiet. it is also very near to the city center.', '短评打分': 5}
{'短评内容': '服务还要提高，态度有待改进。房间里的冰箱是摆设，根本没有办法用，问了服务台，态度还很不耐烦，服务员清楚客人是给酒店送“钱”来的道理吗！', '短评打分': 1}
{'短评内容': '交通很方便，门口就有公交车站，就是价格比以前贵了', '短评打分': 5}
{'短评内容': '交通比较方便，周围有肯德基，吃比较方便，就是价格小贵，能便宜点就好了', '短评打分': 5}
{'短评内容': '整体环境不错，建议选择离2楼KTV远一点的楼层，这样会安静许多。\n早餐每天的变化不大，中西合璧，口味不错。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '早餐太一般，价格偏贵', '短评打分': 3}
{'短评内容': '房间还算宽敞，卫生OK，就是电视机不是液晶，而且小，关键频道太少画面有雪花！', '短评打分': 5}
{'短评内容': '纳米园旁边 适合在附近出差的商务人士................', '短评打分': 5}
{'短评内容': '酒店环境较好，房间宽敞、亮堂，大堂工作人员对于顾客的询问比较耐心，周围有一个邻里中心，饭店很多，有选择的余地', '短评打分': 5}
{'短评内容': '酒店一般，客房较陈旧，卫生间还蛮干净的，服务不错。', '短评打分': 3}
{'短评内容': '地处 高教区，环境不错，值得一住。晚上可以出来走走，挺好', '短评打分': 5}
{'短评内容': '感觉还可以，如果办事离的比较近的话应该挺合适。附近大学比较多', '短评打分': 5}
{'短评内容': '交通蛮方便，前面就是公交车站，周围还有肯德基店，就是房价贵了点', '短评打分': 5}
{'短评内容': '西交利物浦会议中心大厅足够大，入住的房间也很宽敞，卫生也很让人满意。', '短评打分': 3}
{'短评内容': '还不错。 第二次入住了。 卫生条件也还行， 房间大， 关键是离客户近 ', '短评打分': 5}
{'短评内容': '帮朋友订的，对方很满意，环境好，居住舒适，会再来', '短评打分': 5}
{'短评内容': '很不错的酒店，下次再入住，在大学城内，很有学习氛围', '短评打分': 5}
{'短评内容': '不错，环境挺安静，房间也干净，饭菜一般。', '短评打分': 5}
{'短评内容': '还不错，蛮安静，适合考雅思，方便快捷，不考雅思应该没机会住这个酒店了', '短评打分': 5}
{'短评内容': '条件尚可只是早餐只有一份', '短评打分': 3}
{'短评内容': '酒店位于苏州工业园高教区，人文环境良好，风景宜人，酒店设施齐全。', '短评打分': 5}
{'短评内容': '性价比很高的酒店，高教园区的环境很好，很安静。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店不错，周边是大学城，对于一个人出差的朋友吃饭很方便，花样很多，推荐入住！', '短评打分': 5}
{'短评内容': '天气很冷，不给供暖风。强烈要求下给了两个小时暖风，第二天还是没有。态度恶劣，敷衍了事。\n平时保安在睡觉，大堂经理也找不到，真要发生啥事没人管。', '短评打分': 1}
{'短评内容': '在独墅湖高教区里我还是最喜欢这家酒店，就是中餐不行', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '离考试地点很近，晚上也很安静，但是价位还是有点高。', '短评打分': 5}
{'短评内容': '不满意', '短评打分': 5}
{'短评内容': '前台服务员服务态度一般，爱理不理的。\r\n早餐种类比较丰富，但是味道实在一般。', '短评打分': 1}
{'短评内容': '非常适合考雅思的人住，环境幽静，卫生干净，价格偏贵。', '短评打分': 5}
{'短评内容': '卫生间的淋浴不是很舒服,下水也很慢，入住那天水都满起来了', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': '酒店不错，安静舒适....................', '短评打分': 3}
{'短评内容': '位置还是偏了一些但是房间还是比较不错，卫生设施配套服务都是比较好的，环境也很不错，价格也很合适。', '短评打分': 5}
{'短评内容': '还算不错，大堂服务很好。就是时间比较郁闷，中午没有地方住了', '短评打分': 5}
{'短评内容': '酒店还可以，离西交大研究院很近，打车有点费劲，性价比不错', '短评打分': 5}
{'短评内容': '环境很不错，性价比很高,以后来苏州还会入住。', '短评打分': 5}
{'短评内容': '在苏州工业园区附近还不错的酒店，很安静。就是窗帘不能完全拉严实', '短评打分': 5}
{'短评内容': '很干净，酒店的交通很方便，附近有肯德基和小吃店', '短评打分': 5}
{'短评内容': '舒適度佳.乾淨.早餐供應菜色簡單了點,,', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '在园区的大学城里，服务一般，房间很大，电视节目少了点', '短评打分': 5}
{'短评内容': '除了位置偏点，性价比还是挺高的，尤其是对开车族来说', '短评打分': 5}
{'短评内容': '住了很多次，总体感觉很好，比周边其他的住宿条件好些，但要贵些，但有的时候价格会有变动，变高，如果对常住的客户能有适当优惠更好', '短评打分': 5}
{'短评内容': '早餐比较普通，，房间的性价比不是太高', '短评打分': 5}
{'短评内容': '房间很大，浴室也很好。 网络非常快，视频下载很流畅。前台的服务态度也很好。遗憾的是地毯有点点脏。早餐品种略为单调。总体说来还是蛮不错的。', '短评打分': 5}
{'短评内容': '房间很大，早餐一般，毛巾浴巾很烂，这点很重要', '短评打分': 5}
{'短评内容': '已经第二次预订了，觉得挺不错的！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '地方还是可以的，门口有公交车，我从纳米科技园回来可以坐公交车（出来的时候很难打到车），而且快2线直达火车站。现在苏州的叫车电话太难打了:(', '短评打分': 5}
{'短评内容': '才知道午餐是没有自助餐的。', '短评打分': 5}
{'短评内容': '好的地方不说了，只说缺点：\r\n1.房间打扫太粗，枕套也不换，前面客人的拖鞋也没收掉；经了解好像是服务员太少，忙的来不及；\r\n2.自助早餐品种少，来晚了就没啥可吃了，吃完后添加新的跟不上，服务员太少。\r\n3.位置较偏，最好是自驾车。', '短评打分': 1}
{'短评内容': '起先可能抱的希望太大了，进楼梯就不是很喜欢了.后来找到房间,更不喜欢了.\r\n很陈旧的感觉，还有气味.不知道是什么味道.反正不喜欢.', '短评打分': 3}
{'短评内容': '以三百多的價錢入住4、5星級的酒店，已很不錯了，還可以改善的地方:-\r\n1. 沐足可聘請一些不超過30歲的姑娘... 40-50歲的技師... 感覺不太好\r\n2. 早餐的款式可改變多一些... 每天10款有9款是一樣的，讓人不會太留戀... 想住多幾天\r\n3. 卡拉OK還未啟用... 娛樂設施不足', '短评打分': 5}
{'短评内容': '酒店环境很安静，性价比很好！', '短评打分': 3}
{'短评内容': '交通方便，价格便宜，服务好', '短评打分': 5}
{'短评内容': '非常安静 舒适的性价比很高的酒店！', '短评打分': 5}
{'短评内容': '环境不错，周围设施也可。\r\n发票不是正规酒店发票', '短评打分': 5}
{'短评内容': '酒店特别安静，就是离市中心有点远，不过边上都是大学，空气也很好。', '短评打分': 5}
{'短评内容': '周邊環境便利,酒店門面氣派,房間衛生頂級,讓人舒適賓至如歸.', '短评打分': 5}
{'短评内容': 'NOT BAD', '短评打分': 5}
{'短评内容': '还可以，有点远', '短评打分': 3}
{'短评内容': '虽然比较偏 但安静,卫生,房间大,性价比不错!', '短评打分': 5}
{'短评内容': '很好的酒店。', '短评打分': 5}
{'短评内容': '位置差点，但是对于有车的来说还是很方便的，室内环境不错，房间够大，对面就是KFC，有免费网络，价格也合适', '短评打分': 5}
{'短评内容': '之前一直以为这个酒店很不错,这次终于有机会一住.对面就是学生食堂,很多的小店.还有KFC..\r\n但酒店实在破.大堂还不错.但房间真的不勘一击.有怪气味,家具很旧,颜色不也漂亮。可能我对酒店要求高吧.吧柜里只有可乐和雪碧,而且电话给前台问是否有赠送券的优惠.结果回答我说:没有这种事情.态度很随便.后来也没再问.\r\n房间没面纸.卫生间有淋浴也有浴缸.但觉得有点多余.有了淋浴再弄个浴缸做啥呢?房间总得来', '短评打分': 1}
{'短评内容': '不错的酒店，如果有自驾车，会很方便了。', '短评打分': 3}
{'短评内容': '还不错，就是早餐品种少点，还可以', '短评打分': 5}
{'短评内容': '到高教园区还是比较方便的，酒店门口就是一个车站，可以到园区也可以到火车站。感觉生意不怎么样', '短评打分': 5}
{'短评内容': '还可以，就是比较远，不方便', '短评打分': 3}
{'短评内容': '不错的酒店，上次住过一次，感觉不错，这次就住了。\r\n本计划3/8日这次来苏州出差继续住的，只可惜住满了，不能预定。', '短评打分': 5}
{'短评内容': '不错的酒店,值的推荐，自驾车比较方便．', '短评打分': 5}
{'短评内容': '非常不错的酒店', '短评打分': 5}
{'短评内容': 'Very good. High price/performance rate.', '短评打分': 5}
{'短评内容': '很不错，环境很好 ', '短评打分': 3}
{'短评内容': '酒店位于苏州高等教育区,周围环境很安静。房间大,特别是卫生间很大很干净。在酒店用的晚餐，价格不贵，味道也不错，酒店对面就有肯德基，很方便。是一家性价比很好的酒店。', '短评打分': 5}
{'短评内容': '总体不错，但有点远离市区，周围也没有可去之处', '短评打分': 5}
{'短评内容': '房间不错，早餐一般，没车出行不方便。', '短评打分': 5}
{'短评内容': '对于有车一族来说性价比非常高，地点也算好找，下次还住，值得推荐。', '短评打分': 5}
{'短评内容': '已经是第二次住这家酒店了，位置不好说远近，因为离我出差的地方比较方便，卫生还可以，这个价位能接受也', '短评打分': 5}
{'短评内容': '卫生服务方面做的都很不错,打扫的很干净,住着很舒适,而且出行也很方便,我很满意.', '短评打分': 3}
{'短评内容': '卫生不错很干净，设施一般，空调不是特暖和，门卡总是不好用，地理位置交通比较方便，服务也热情周到，性价比不错', '短评打分': 3}
{'短评内容': '地处独墅湖附近，环境挺好，周围都是大学，氛围不错，只是出行不太方便。酒店的设施很好，房间很大，服务也很好，以后还会考虑入住。', '短评打分': 5}
{'短评内容': '房间空调的制暖不是特别好，找服务人员说可以给换房间，当时比较累了，也就没再费事去弄', '短评打分': 3}
{'短评内容': '房间很大，卫生状况也很好，周边生活设施在工业园区里面算很好的了。就是位置不大好找,适合入住。', '短评打分': 5}
{'短评内容': '这家酒店在工业园区，位置有点偏，出行还算比较方便，房间的卫生和设施还行，服务也还好，整体感觉这家酒店的性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '环境不错，房间大', '短评打分': 5}
{'短评内容': '不错,挺干净的，也很宽敞的空间。', '短评打分': 3}
{'短评内容': '高教区里很不错的酒店，环境很舒适', '短评打分': 5}
{'短评内容': '很喜欢这个酒店，就是离市内远了点。房间超大，适合一家3口。居然有两个卫生间。酒店的餐厅价格也便宜。如果去工业园出差，推荐住这里。', '短评打分': 5}
{'短评内容': '酒店很安静，很新，很好，就是离市区远点', '短评打分': 3}
{'短评内容': '值得推荐的酒店，旁边大学城感觉很好，很安静', '短评打分': 3}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '很好的酒店，值得推荐', '短评打分': 5}
{'短评内容': '酒店很好，只是早餐单调了一点', '短评打分': 5}
{'短评内容': '5星的设施，4星的服务，3星的价格\r\n很好。\r\n离隔壁的大学很近，很方便\r\n\r\n以后还回住的', '短评打分': 3}
{'短评内容': '5星的设施，4星的服务，3星的价格\r\n很好。\r\n离隔壁的大学很近，很方便\r\n\r\n以后还回住的', '短评打分': 5}
{'短评内容': '服务态度比较一般,位置还是挺好找的出行挺方便的,房间的卫生和设施还是挺不错的,性价比也还行,感觉还是挺不错的.', '短评打分': 3}
{'短评内容': '房间的地毯是浅颜色的所以显得不是很干净,位置有些偏但是很安静,设施很齐全,性价比一般.', '短评打分': 3}
{'短评内容': '该酒店硬件设施不错，房间大，也很安静，还有很大的停车场。唯一缺点是位置较偏，初次去寻找不易。', '短评打分': 5}
{'短评内容': '太远,', '短评打分': 1}
{'短评内容': '给朋友定的,反应还不错,可以推荐', '短评打分': 5}
{'短评内容': '酒店的环境比较舒适的，卫生服务都很好，交通方便，性价比还是比较高的。', '短评打分': 3}
{'短评内容': '房间的硬件设施还是不错的,很新,卫生打扫的也很干净,酒店是位于开发区,离我办事的地方很近,如果来这边办事的话我建议可以选择这家酒店.', '短评打分': 3}
{'短评内容': '地理位置有些远，有蚊子，其它还可以', '短评打分': 5}
{'短评内容': 'nice', '短评打分': 5}
{'短评内容': '酒店房间大，安静，干净舒适，服务好！以后会常驻！很喜欢~~~', '短评打分': 5}
{'短评内容': '是一家性价比比较高的酒店，服务很周到（特别是礼宾部门：叫车服务很贴心），房间很大比较干净，设施比较新，睡觉也非常安静，唯一不足的是地理位置太偏，否则就没有这么便宜了，哈哈。。', '短评打分': 5}
{'短评内容': '酒店的地理位置稍微有点偏,而且可能是周边环境的问题,所以房间里的蚊子比较多,卫生还可以,其他方面也还能接受.', '短评打分': 5}
{'短评内容': '酒店的房间里装修和其他异味的气味，很难闻，而且也有蚊子，服务也很一般', '短评打分': 1}
{'短评内容': '我挺喜欢这家酒店的,环境布置的挺温馨的,房间里卫生打扫的也挺干净的,设施方面也比较齐全的,整体感觉价格还是比较合适的.', '短评打分': 5}
{'短评内容': '酒店在工业园，离市区有点远，酒店本身环境还不错，价格也比较适中，性价比还可以 ', '短评打分': 5}
{'短评内容': '酒店是新装修的，还是有点味道，设施方面还是比较齐全比较新的，服务也蛮热情的，整体感觉价格方面还是比较不错的。', '短评打分': 5}
{'短评内容': '酒店各方面条件感觉都还可以,就是价格有些偏高,不过还是要以接受的.', '短评打分': 5}
{'短评内容': '除交通不太便利，其他的都还好，价格合适，设施条件也不错，就是晚上酒店附近的灯有点少，给人感觉不安全', '短评打分': 5}
{'短评内容': '酒店本身环境还可以，服务特别周到，不过酒店的位置有点偏，要是自己没有车的话就不太方便了', '短评打分': 5}
{'短评内容': '房间很宽敞，卫生做得很好，上网速度也不很错，环境很安静。\r\n就是地段有点偏僻，没有看到附近有超市和餐厅之类的地方。', '短评打分': 5}
{'短评内容': '酒店位置有点偏,但其他方面还都是比较满意的,性价比比较好,卫生服务很好的.', '短评打分': 5}
{'短评内容': '好，非常好！在园区工作，所以不觉得远，出行打车很方便，亦有公车到不同地方。住了三周，比原本想象的好。\r\n大堂有气派，房间设备好、乾净。前台及大堂员工，服务态度非常友善体贴，待客有礼。早餐及餐厅设备可以，但服务员未达专业水平，客人未吃完就急於收拾。除浴屏门边漏水、冰箱藏在没通风的柜内、等小问题外，再没其他。', '短评打分': 5}
{'短评内容': '本来想象酒店位置比较偏僻，但实际上周围还是有不少人气，并且干干净净。地毯用了淡色，很容易显脏。洗手间不错，浴缸和淋浴分开的。床很大，不错。网速稍慢。早餐结束太早，应该延迟到10点。', '短评打分': 5}
{'短评内容': '在这里住了两晚，服务还不错，周边出行也比较方便，感觉还比较舒适的', '短评打分': 5}
{'短评内容': '酒店的位置比较偏，出行交通不是很方便，环境硬件设施都很不错，价格也比较合理优惠，还是可以推荐入住的酒店类型。性价比很不错。', '短评打分': 5}
{'短评内容': '还不错,过些天去苏州,还住这', '短评打分': 5}
{'短评内容': '环境，服务都非常好，价格也很合理', '短评打分': 5}
{'短评内容': '装修非常不错，价格比较适中，地理位置处于高教区，比较有文化氛围～，就是早餐只有一份，送早餐最好是2份～', '短评打分': 5}
{'短评内容': '现在的价格可以考虑入住.', '短评打分': 5}
{'短评内容': '酒店价格与配套设施方面不太相符,价格也有些偏高,而且酒店是新开业的,有些味道,但位置还不错,在高校区', '短评打分': 5}
