{'短评内容': '安静', '短评打分': 5}
{'短评内容': '我代两位国外朋友定了这家酒店，并替他们了办理入住和退房手续。感觉该饭店\n有几个问题需要改进\n1.既然是涉外宾馆，应该有兑换外币业务。\n2.预付款刷卡时，不知为什么只能按标准价格刷，还要另付现金的钥匙押金；费时费事。\n3.前台个别服务员，素质太差；没有服务意识，动作慢，对客人的合理意见不但听不懂，反而予以讥讽；应该加强培训和教育。', '短评打分': 1}
{'短评内容': '8不错', '短评打分': 3}
{'短评内容': '酒店还可以拉，就是地毯有些不是很干净，而且还一天不给换床单，希望改进，其实都还不错，就是服务不是很好，本打算住三天，实在受不了就住两晚换别的了', '短评打分': 1}
{'短评内容': '离北京西站南广场很近,感觉很好!', '短评打分': 3}
{'短评内容': '酒店硬件不错,设施老,但还说的过去.地理位置不错.', '短评打分': 5}
{'短评内容': '是在一场大雨过后历尽千辛万险赶到的。饭店设施有些旧了，尤其是床上用品，地上貌似还有蟑螂。不过当时用来救急，离北京西站也近，算是将功补过吧。空间大小还不错。适合过路客', '短评打分': 5}
{'短评内容': '地理位置非常好，距离西客站很近，也很好找。酒店比较高档，设施很好。', '短评打分': 5}
{'短评内容': '离北京西站不远，外表一般，但房间还是相当整洁现代，隔音效果还可以，但是浴室下水很慢！', '短评打分': 5}
{'短评内容': '方便，干净，不错，下次还会入住的，离离西客站南广场很近', '短评打分': 5}
{'短评内容': '蛮不错的，有信价比的一家店，推荐哈！！！！！！！', '短评打分': 5}
{'短评内容': '离西客站很近，环境还不错哦，物有所值。本来以为准四星会很贵，没想到在北京西客站附近还有价格这么实惠的节酒店，赞。。。', '短评打分': 5}
{'短评内容': '离西客站比较近,坐火车挺方便的.房间升了级,看上去还不错,只是装修啥的有点旧了.', '短评打分': 5}
{'短评内容': '房间脏得不行，服务态度不好。叫来打扫，跟没打扫一样。。一塌糊涂', '短评打分': 1}
{'短评内容': '前台服务态度太差了，服务质量也很低，我拿着房卡到9楼发现打不开门，到前台一问才知道她们根本没给刷，我离店时居然也不给我在身份证验证系统上核销，导致我在下一家酒店无法正常入住，总体感觉像是国营酒店似的。', '短评打分': 1}
{'短评内容': '酒店前台接待服务不是太好。早餐种类也不是特别多。。', '短评打分': 5}
{'短评内容': '方便舒适', '短评打分': 3}
{'短评内容': '交通很方便，房间一般，前台服务人员的态度还需改进', '短评打分': 5}
{'短评内容': 'It is OK. But, the floor is not very clean. Will come back again.', '短评打分': 5}
{'短评内容': 'It is OK. But, the floor is not very clean. ', '短评打分': 5}
{'短评内容': '位置好，放假环境、配套不错，就是有点儿吵。', '短评打分': 5}
{'短评内容': '酒店环境还不错，离西站近，坐机场大巴和火车都方便。从酒店往北走，吃饭也方便。酒店前台服务不好，不热情，房卡总是开不了门，连续到前台询问换卡四次，态度不好，楼层服务员不帮助解决问题，让客人自己去前台解决，服务不好。酒店不错，服务一般。', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '有点旧，性价比不算太高。位置不错。', '短评打分': 3}
{'短评内容': '    环境不错  性价比不错 谢谢', '短评打分': 3}
{'短评内容': '位置很方便,卫生条件也不错，就是酒店前台很小', '短评打分': 5}
{'短评内容': '房间不错，位置很方便,到火车站很方便。。。。。。', '短评打分': 5}
{'短评内容': '建银酒店服务很周到，房间价格合理，居住环境舒适。很满意。', '短评打分': 3}
{'短评内容': '位置不错，价格合理；下次再来。', '短评打分': 3}
{'短评内容': '服务朴素大方，房间环境宽敞明亮，交通十分便利。', '短评打分': 5}
{'短评内容': '对网订客人讲信义，积极想办法克服困难，满足客人需求。', '短评打分': 5}
{'短评内容': '房间设施挺不错，自然光线好，灯光设计人性化，方便美观。', '短评打分': 5}
{'短评内容': '这个交通位置，这个价格，确实比较合理，物有所值。', '短评打分': 5}
{'短评内容': '服务态度大方自然，不做作，对网订客人能讲信义。', '短评打分': 5}
{'短评内容': '客房服务热情，对客人丢失的东西能主动联络送还！', '短评打分': 5}
{'短评内容': '交通极其方便，火车、飞机都方便，地铁、公交也方便！', '短评打分': 5}
{'短评内容': '空间敞亮舒适，卫生洁净，餐饮质量不错，性价比好！', '短评打分': 5}
{'短评内容': '出行方便，环境不错.出行方便，环境不错.出行方便，环境不错.', '短评打分': 5}
{'短评内容': '房间很大', '短评打分': 3}
{'短评内容': '1111111111111111111111111111111111111111111111111', '短评打分': 1}
{'短评内容': ' 价位与环境都不错，以后还会入住的。', '短评打分': 3}
{'短评内容': '房间不是很隔音，服务一般，整体效果也就是平均水平，国企嘛', '短评打分': 1}
{'短评内容': '很好物有所值，离西客站非常近，视野也很好，酒店品质也很好！', '短评打分': 5}
{'短评内容': '还不错，离火车站南广场很紧，步行也就6、7分钟吧', '短评打分': 5}
{'短评内容': '西客站南广场，十字路口的酒店，出行不是太方便', '短评打分': 5}
{'短评内容': '不好', '短评打分': 3}
{'短评内容': '预定后到店无房，经协商服务员要给一电路故障、空调不能用的房间；不能刷信用卡预授权，理由是“客人刷了预授权后不结账”，很难想象在北京这大城市一家挂牌四星酒店并且是建行开的酒店会有此行为；想刷卡结账的要入住时结账，同样没见过；想打电话、吃早餐必须现金结帐或每次到前台交押金；不管预定住几晚，必须每天中午之前自己到前台重刷房卡；不管多少住客等在前台，始终是两个服务员办理，退房至少20分钟；服务态度差，大喊', '短评打分': 1}
{'短评内容': '位置好但交通不便，服务很差！前台办理入住退房时间很长。', '短评打分': 1}
{'短评内容': '一进大厅就是一股澡堂子味，预定好竟然到店没房间！', '短评打分': 1}
{'短评内容': '不能刷信用卡授权，只能携带大量现金；服务巨差；真是大爷的买卖啊！见识了', '短评打分': 1}
{'短评内容': '这个酒店是见过最差的一家：\n1、预定后到店无房，经协商服务员要给一电路故障、空调不能用的房间；\n2、不能刷信用卡预授权，理由是“客人刷了预授权后不结账”，很难想象在北京这大城市一家挂牌四星酒店并且是建行开的酒店会有此行为；\n3、想刷卡结账的要入住时结账，同样没见过；\n4、想打电话、吃早餐必须现金结帐或每次到前台交押金；\n5、不管预定住几晚，必须每天中午之前自己到前台重刷房卡；\n6、不管多少住客等在', '短评打分': 1}
{'短评内容': '就是地理位置好，房间设施还算干净。服务人员业务似乎缺乏培训', '短评打分': 1}
{'短评内容': '每次来都住这家，因为离公司稍微近点，房间还可以，但是没有早餐不太方便，每天麦当劳都吃晕了。。。', '短评打分': 5}
{'短评内容': '很满意，价钱公道，卫生很好，设施也不错。服务业很好。工作人员很和蔼热情。就是周围没有地铁站。好像正在建', '短评打分': 5}
{'短评内容': '房间设施不错，交通也方便，就是不含早。', '短评打分': 3}
{'短评内容': '无论从硬件还是软件方面都不够4星标准。服务员不够热情，与客人争电梯，不打招呼等时有发生。', '短评打分': 1}
{'短评内容': '卫生间味道太大，感觉不好，与星级不匹配，希望改进。', '短评打分': 5}
{'短评内容': '这个价格和配置在西客站附近算是比较合适的，但是这也是第一家我住的不能刷预授权的酒店，竟然只接受现金押金', '短评打分': 5}
{'短评内容': '新装修完的，好多了。不过服务冷淡了点，总体感觉还可以吧。', '短评打分': 5}
{'短评内容': '前台服务太一般。。\n受不了\n接待我的时候 服务员居然在和男朋友电话聊天，，无语。。\n\n', '短评打分': 1}
{'短评内容': '主要是交通方便, 在北京西站中转的话住住还是可以的.', '短评打分': 5}
{'短评内容': '地理位置不错，性价比高，总体感觉不错，推荐。', '短评打分': 5}
{'短评内容': '房间不错，价格适中，唯一缺陷早餐要每人另收30元，早餐一般。', '短评打分': 3}
{'短评内容': '很好，交通环境都很不错', '短评打分': 3}
{'短评内容': '＋房间很新，像四星的标准，大堂差点事', '短评打分': 3}
{'短评内容': '就是个老的星级酒店，如果是很讲究的，就不要住了', '短评打分': 1}
{'短评内容': '非常满意的一次入住，干净整洁，性价比非常高', '短评打分': 5}
{'短评内容': '不错,交通方便.去机场 西客站很近.房间也很新.舒服', '短评打分': 5}
{'短评内容': '卫生条件一般，但是服务还是不错的，房间比较小', '短评打分': 5}
{'短评内容': '前台櫃員服務態度有待改進,飯店位置不錯,距北京西站很近,乘車方便!', '短评打分': 1}
{'短评内容': '＋前台服务员很差劲，没退的房间，给我。', '短评打分': 5}
{'短评内容': '    太好了．服务到位．热情．出行方便．下次一定还来这里！', '短评打分': 5}
{'短评内容': '卫生和住宿的条件都还不错过  毕竟在北京这个价位还是不错的  不过前台的服务人员的敬业精神比较差。', '短评打分': 5}
{'短评内容': '性价比还不错。。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '性价比还不错。.................', '短评打分': 5}
{'短评内容': '房间装修不错，但是前台的效率实在是太低了，入住和退房都等了很久。这个价位从性价比来说只是一般，不过还是推荐吧。', '短评打分': 5}
{'短评内容': '交通比较方便，房间大小适中。', '短评打分': 3}
{'短评内容': '酒店的地理位置很方便，而且性比价也不错。今后推荐给来京的朋友', '短评打分': 5}
{'短评内容': '该酒店设施很好，房间舒适，但前台的服务很一般。', '短评打分': 5}
{'短评内容': '环境不错，性价比较高。交通也很方便，是出差的不错选择。', '短评打分': 3}
{'短评内容': '该酒店房间宽敞舒适，交通方便，性价比较高。', '短评打分': 5}
{'短评内容': '果然如网上所说的那样遭遇了刷卡打不开门的尴尬，偏偏到店时间比较晚，服务员都不知道跑哪儿去了。最后在濒临绝望之前门锁突然良心发现找到了信号。。。总的来说，如果解决锁的问题，性价比还是很不错的。\r\n另外网上地图指示的位置不对，貌似建银大厦和建设大厦搞混。', '短评打分': 5}
{'短评内容': '前台服务员面无表情，冷淡，使客人感到不舒服。', '短评打分': 1}
{'短评内容': '建银大厦服务和卫生环境还是不错的', '短评打分': 5}
{'短评内容': '总体感觉还行，就是本来订的是大床房，可到了后酒店说没有，只能住个标准间了。', '短评打分': 5}
{'短评内容': '各方面都还不错，性价比比较高。推荐之。。。', '短评打分': 5}
{'短评内容': '整体不错，还是前台需要提高', '短评打分': 5}
{'短评内容': '总体不错，前台服务有待提高', '短评打分': 5}
{'短评内容': '离四星还差点,前台服务不够专业,竟然坐着接待客人,也不热情.大堂蚊子很多.周围没有地铁,如果是旅游的话不推荐.性价比还可以.', '短评打分': 5}
{'短评内容': '前台的服务人员有点少，有个男的不是很专业，问他需不需要刷房卡，他告诉我不需要，可是等到房门口又进不去，还是下来从新刷了门卡', '短评打分': 3}
{'短评内容': '总体感觉还可以，在北京这地段还凑合，主要是在西站坐车方便才住的。', '短评打分': 3}
{'短评内容': '我住的那间509的下水不太好，洗澡时水漏了卫生间一地！', '短评打分': 5}
{'短评内容': '总体环境还不错，不过网速还是不敢恭维，特别是晚上8～10点，QQ和飞信都会掉线。还有一点,我是通过网上订房的，房费中不含早餐，在用餐时，服务人员对于没有早餐券的客户，比较忙乱,又要记录房号又要通知前台开单，最后还有客户签字确认，手续比较繁琐，而且经常找错对象。', '短评打分': 5}
{'短评内容': '地段较好，离地铁很近，其他一般，上网要钱，这个貌似很少了', '短评打分': 5}
{'短评内容': '上不了网，打了三个电话才来，反应慢得来，来了到服务还可以', '短评打分': 5}
{'短评内容': '酒店位置很好，房间不错，卫生也不错，可以推荐。', '短评打分': 5}
{'短评内容': '位置离北京西站非常近，步行不超过5分钟吧，挂牌的四星级，这个价位算是很实惠了，设施也比较新。就是前台服务员数量较少，效率不高', '短评打分': 5}
{'短评内容': '以往好像有免费早餐，现在怎么没有了？\r\n', '短评打分': 5}
{'短评内容': '交通方便，位置不错，旁边购物也很方便，酒店设施也不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '价格较高,其他没有什么好的.', '短评打分': 1}
{'短评内容': '不错，还会住的。位置，价位都不错。尤其是服务态度很好。', '短评打分': 3}
{'短评内容': '很不错的酒店，这个价格这个标准的酒店绝对物有所值，下次还会选择这里。', '短评打分': 5}
{'短评内容': '在北京这地段四星级的酒店三百多的房价能住这样的酒店，真是不错的了。房间面积够大，设施也很新的，这次住的房间正好可以看到西客站的景色，周边的吃饭的地儿也是蛮多地，还有24小时的麦当劳，吃个消夜什么地还是很方便的。下次来还会住这儿家地！', '短评打分': 5}
{'短评内容': '不错，有机会再去', '短评打分': 5}
{'短评内容': '房间很干净，服务质量很好，隔音也不错，就是位置离地铁站稍远', '短评打分': 3}
{'短评内容': '屋子很干净，服务质量很好，但是住的时间空调经常坏，还好服务人员服务质量很好，位置不是很好，离地铁站有段距离，隔音还不错', '短评打分': 5}
{'短评内容': '位置好，其他一般\r\n', '短评打分': 5}
{'短评内容': '第三次入住了，感觉仍然是那么的亲切', '短评打分': 3}
{'短评内容': '已经是第三次入住了，房间仍然是那么的干净，没有送早餐略感遗憾', '短评打分': 5}
{'短评内容': '入住舒适，交通便利，价格偏高，不过还是值得推荐！', '短评打分': 5}
{'短评内容': '建行的酒店 比较干净 服务一般', '短评打分': 3}
{'短评内容': '比较干净 建行的酒店 服务一般', '短评打分': 5}
{'短评内容': '入住舒适，交通便利，值得推荐！', '短评打分': 5}
{'短评内容': '酒店位置好，对面就是机场大巴终点站', '短评打分': 3}
{'短评内容': '很一般', '短评打分': 5}
{'短评内容': '地段非常好，对面就是机场大巴的起点站中盐大厦', '短评打分': 5}
{'短评内容': '位置很好，价格偏高，不过下回还会住的。开车出入不太方便绕来绕去的。\r\n\r\n', '短评打分': 5}
{'短评内容': '一般吧，主要是在附近办事挺方便的。', '短评打分': 5}
{'短评内容': '非常满意', '短评打分': 5}
{'短评内容': '免费宽带太慢了，从单位的服务器下载一个900 KB左右的文件竟花了20多分钟。还不如收费，让整个酒店的带宽更大一些。', '短评打分': 5}
{'短评内容': '离西站很近，房间很大，块头比较大的人入住会比较舒服，还配有加湿器。干净、安静，周围吃饭很方便。四星级酒店这个价位还算能接受。就是前台的服务人员表情态度比快捷酒店差多了。', '短评打分': 5}
{'短评内容': '位置很好，价格偏高，不过下回还会住的', '短评打分': 3}
{'短评内容': '该酒店交通便利，卫生间很好用，卫生条件好，宽敞明亮', '短评打分': 5}
{'短评内容': '新在旁边开了机场巴士，出行很方便', '短评打分': 5}
{'短评内容': '酒店的环境非常好，不足的是有点吵，不过性价比很好，我会推荐给我的朋友的。', '短评打分': 5}
{'短评内容': '打完折后290   虽然是四星级   就在我家门口(为了和女朋友开房才去的,家里虽然也没人 不过 不喜欢)\r\n\r\n\r\n酒店宽带速度很快``', '短评打分': 5}
{'短评内容': '酒店位置不太好，出行不是很方便，不过经济型的酒店，酒店的设施、环境、服务都还不错', '短评打分': 5}
{'短评内容': '该用户未发表文字评论', '短评打分': 5}
{'短评内容': '建银大厦的条件还是不错的，卫生条件很好，地理位置也很好，离西客站仅500米，隔道相望，我这次来一住就是五天，我对这里的服务还是相当满意的。', '短评打分': 5}
{'短评内容': '300多的价位在北京能住到这样的酒店很不容易了！', '短评打分': 5}
{'短评内容': '这家酒店不是4星，服务生告诉我的，感觉3星都不够，上当了！！！', '短评打分': 3}
{'短评内容': '房间电视太小,空调温度不够!其他方面还可以', '短评打分': 3}
