{'descr': '隔音比较差', 'star': 4}
{'descr': '最终住了莫泰168，地理位置不错，滨临嘉陵江边，去各个景点都方便，但房间里面不是很透气，烟味重，旁边那家旅行社很骗钱。', 'star': 3}
{'descr': '性价比超过的酒店在，就在洪涯洞旁边，离解放碑走路也不到5分钟 ，旁边就是家乐福。酒店卫生舒适', 'star': 5}
{'descr': '已入住，位置不错，离解放碑较近，走一会就到。', 'star': 3}
{'descr': '服务态度一般，内部环境不好，房间有异味，有的房间中央空调没有，为了空调和我打了有5个电话，下次不会再住了。', 'star': 1}
{'descr': '交通非常方便，前台态度很好，电梯不给力。', 'star': 5}
{'descr': '此点在重庆很好的位置，定的是特价房 虽然没有窗子 但一点没有觉得闷热 推荐！', 'star': 5}
{'descr': '位置不错 但室内装修陈旧 设施也简单！电梯只开一个 其他楼层也在装修 有点乱！', 'star': 1}
{'descr': '电视画面不清晰 中央空调强风滴水。没有wifi ', 'star': 1}
{'descr': '环境一般,隔音不好', 'star': 3}
{'descr': '可以可以可以可以', 'star': 3}
{'descr': '交通非常方便，临江，嘉陵江，很美哦。。。。', 'star': 5}
{'descr': '酒店应该是新开张不久，装修是新的，设施也可以，服务态度热情，很好。', 'star': 5}
{'descr': '位置不错，就在洪崖洞，交通可以，环境不错，服务可以，唯一不足的就是不知道什么原因住了两天空调是坏的，重庆的天是在太热，屋里没空调是在不好受，希望以后不要再发生此类低级事件。总体还是不错的。', 'star': 5}
{'descr': '地理位置很好就在洪崖洞旁离解放碑朝天门都很近。房间一般般。', 'star': 5}
{'descr': '地理位置相当给力！我住了二楼，特价大床房还算不错。但是这家莫泰的房间内饰确实是我住过的莫泰中最旧的，其实稍微粉刷一下都比现在好。\n\n特别要提出的是，白天有个戴眼镜的男前台，人特别自以为是的样子，对顾客态度不算太友好，还有个细节就是，他输入信息到电脑的时候，他的同事告诉他有个地方错了，他很不屑地瞟了同事一下，还怪别人多管闲事。这样的人做前台太不负责了！特别要表扬的是值晚班的一个男前台，头发很短，他人', 'star': 5}
{'descr': '地理位不错，靠江边，吃的东西很多 离解放碑也很近', 'star': 5}
{'descr': '还行吧，交通便利，价格适中。没窗户的确实会潮一点，不过对于白天出去玩只有晚上入住的就无所谓。', 'star': 5}
{'descr': '到重庆旅游时入住的，位置很好交通方便。下次还回去', 'star': 5}
{'descr': '不错！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '酒店还凑活，服务太差了', 'star': 3}
{'descr': '这个宾馆很不错，地理位置优越，晚上可以看夜景，而且价格也合适的。', 'star': 5}
{'descr': '酒店不错，离洪崖洞很近，只是房间都没有窗，感觉很闷', 'star': 5}
{'descr': '整体不错，在嘉陵江边上，离洪崖洞、解放碑、朝天门都很近，如果不介意走路的话都可以过去。住的是没窗户的，其他还好，如果有窗户的话应该可以看到嘉陵江的夜景', 'star': 5}
{'descr': '地理位不错，靠江边，吃的东西很多 离解放碑也很近，洗澡水有点小望改善', 'star': 5}
{'descr': '酒店的位置很好，洪崖洞景区就在酒店的旁边。前面是嘉陵江，离解放碑也很近，走到朝天门也就10分钟左右。酒店房间干净，整洁，价格经济。另外，存包处的保安态度很好。这也是让我们满意的原因这一。', 'star': 5}
{'descr': '酒店的位置很不错，房间设施很不错，只是没有窗户，不过这个价位也算很好了，以后有机会再住', 'star': 5}
{'descr': '不错哦，方便离洪崖洞很近，\n对面宵夜不错', 'star': 5}
{'descr': '酒店位置不错，离解放碑约十分钟路程，坐交通车方便；卫生间干净、被套看起来颜色都洗变了。其他都还行，房间靠江边到夜里噪音有点大。', 'star': 3}
{'descr': '酒店位置很好，房间也很大，住的很安逸，唯一的缺点是房间的电视配不上房间的装饰。也许是我运气差吧，住的时候客梯坏了，后来坐后面的电梯的，我住的是3楼，而且后梯的位置有点黑，感觉有点恐怖呵呵，我女友在哪里还吓了一大跳，不过总体感觉很不错，下次还是会选择这家酒店的。', 'star': 5}
{'descr': '不错！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '在这样的商业区就这样的价位也就只能这样了，不能要求太高，这是我住过的其他城市的莫泰168中最差的一家了，卫生很是问题啊，房间有股怪味，下次肯定加点钱去住好点的。', 'star': 1}
{'descr': '    出差在外好几年，住过的酒店不下百家，本来是慕名而去，却扫兴而归。莫泰洪崖洞店是我住过的国内商务酒店行业最差的一家：1、前台效率太低，入住和退房至少8分钟/批次。2、酒店楼层间异味较重，服务员推说是装修所致。3、房间配置物品陈旧，床单被套有霉味和头发丝，洗手间看起来有点脏。4、江景房房型离立交桥和路边太近，很吵，阳台堆有杂物。', 'star': 1}
{'descr': '    出差在外好几年，住过的酒店不下百家，本来是慕名而去，却扫兴而归。莫泰洪崖洞店是我住过的国内商务酒店行业最差的一家：1、前台效率太低，入住和退房至少8分钟/批次。2、酒店楼层间异味较重，服务员推说是装修所致。3、房间配置物品陈旧，床单被套有霉味和头发丝，洗手间看起来有点脏。4、江景房房型离立交桥和路边太近，很吵，阳台堆有杂物。', 'star': 1}
{'descr': '订的三间房，到店说只有一间的纪录，折腾了半天才搞定', 'star': 3}
{'descr': '入住特价两床,感觉很好,虽然没有窗子(有窗的房子,窗也不能打开),但睡觉却很安静.酒店到各旅游点非常方便,距离洪崖洞走路3分钟,解放碑\\朝天门头5分钟,距离地铁1\\2号线走路也只有5分钟(1号到磁器口,2号到三峡博物馆)。再次去重庆还会入住,也会推荐给朋友。', 'star': 5}
{'descr': '.................................................', 'star': 5}
{'descr': '房间各方面小一些，装修已经比较旧了。不过地点不错，而且价格相对OK。', 'star': 5}
{'descr': '服务还是不错的  就是前台人有些少 速度有点慢 我喜欢他里面的被子  感觉很温馨', 'star': 5}
{'descr': '什么江景房啊窗户也打不开，房间很小，卫生间就在床前面一米处。。。。。墙壁掉灰、、、简直很破。还这么贵，下次再也不会去了。', 'star': 1}
{'descr': '地理位置还是相当不错的，离解放碑商圈近，交通方便', 'star': 5}
{'descr': '地理位置不错，离解放碑很近，从窗户往外看夜景很方便，周围购物也很方便。就是房间不能晾衣服！', 'star': 5}
{'descr': '＋房间不错，价格也实惠，赞！', 'star': 3}
{'descr': ' 在江边 环境不错 比较干净 就是服务员人数太少 业务不熟 办手续很慢', 'star': 3}
{'descr': '整体不错，给人感觉挺好的', 'star': 3}
{'descr': '地理位置交通都不错，房间里可以看到江水，挺不错的。', 'star': 3}
{'descr': '酒店位置很方便，离解放碑很近，附近还有好吃的烧烤。内饰很一般。', 'star': 3}
{'descr': '商务性质的入住性价比很好，房间也很大卫生状况不错。', 'star': 5}
{'descr': '总体不错,景区与美食就在隔壁.主要是在搞装修', 'star': 5}
{'descr': '还不错,如果不太讲究能说的过去.主要是装修不是太好,不过隔壁的景点与美食让我们消除了一切!', 'star': 5}
{'descr': '价格便宜，其他还行，装修有点老，希望改进', 'star': 5}
{'descr': '地方不错，渝中最繁华的地段。有几个不足：房间可能刚装修完，有味道，墙刷到也比较粗糙。', 'star': 5}
{'descr': '房间比较脏，地段不错，在洪崖洞旁边。离解放碑，朝天门都比较进。', 'star': 5}
{'descr': '位置不错，就在洪崖洞，很好找，但大部分房间没有窗户，所以有点闷闷的感觉', 'star': 5}
{'descr': '酒店地理位置不错，直接临江，但房间一般，可能是我订房时所有有窗的房间都在装修的缘故吧，只订到了无窗的房间，里面特压抑，且空气不流通，有一股霉味。', 'star': 1}
{'descr': '马路过车时噪音太大，浴巾毛巾都用塑料袋封好，很卫生，只是旧得有些发黑了', 'star': 3}
{'descr': '酒店地理位置好，但是服务人员太少，办理速度偏慢。房间干净程度仅为可接受的程度。', 'star': 1}
{'descr': ' 空调不给力,灯光若调亮些就好了', 'star': 3}
{'descr': '交通方便，价格合理。就是酒店暂时维修，没有空调。有点遗憾', 'star': 5}
{'descr': '总体还可以，就是里面的毛巾和浴巾太旧了，看起来也有点脏', 'star': 3}
{'descr': '第二次住了，不错哈，在江边，位置交通很方便', 'star': 5}
{'descr': '地位位置真的不错，就在洪崖洞大酒店旁边，周边有家乐福，也很方便，就是小卡片发放的多了些', 'star': 5}
{'descr': '这家酒店位置很不错在江边，房间没有窗户。离石崖洞小吃城很近，旁边有星巴克，离生意很不错的胖子火锅也是十分钟路程。到轻轨站和市中心步行十多分钟，唯一遗憾的的是没有订江边的房间，晚上可以看夜景的。', 'star': 5}
{'descr': '还行，挺方便', 'star': 3}
{'descr': '经济实惠，就是没有窗户，性价比还可以。晚上可以一饱美丽的夜景。', 'star': 5}
{'descr': '地段虽好，但卫生有待改善。许久没有住过的房间连基本的打扫都没有，门口全是灰尘。设施陈旧，没有房门保险，即使有也等于没有。', 'star': 1}
{'descr': '莫泰168是我住过最好的家庭房。景色美呆啦', 'star': 3}
{'descr': '环境各方面很一般，服务也很一般，店比较老了', 'star': 1}
{'descr': '设施太陈旧了，和隔壁的洪崖洞酒店相比价位相差不是很大，但条件相差几倍。', 'star': 3}
{'descr': '位置挺好，房间设施一般，对得起这个价格，服务态度不敢恭维。', 'star': 5}
{'descr': '第二天晚上 灯突然灭了 这点感觉不好  其他都很不错', 'star': 5}
{'descr': '就在洪崖洞旁边 房间也不错 可惜本来预定了4天 朋友临时有急事 只住了一晚就匆匆离开了', 'star': 5}
{'descr': '地理位置非常好 边上有家乐福 洪崖洞 房间设施有点老 卫生一般', 'star': 5}
{'descr': '房间空间太小，条件也不好，也就交通还一般', 'star': 3}
{'descr': '位置相当好，大堂在9楼，房间却在5楼。很有意思。', 'star': 5}
{'descr': '价格太便宜了，房间挺大的，第一次住莫泰，感觉比儒家和齐天要好，位置最好，交通方便，比住到解放碑跟前要好。', 'star': 5}
{'descr': '位置太好了，就在洪崖洞，步行到解放碑和朝天门都是十分钟，家乐福2分钟，地铁站10分钟。门口公交站到瓷器口。', 'star': 5}
{'descr': '整体感觉不错，周围有很多好吃的。', 'star': 3}
{'descr': '酒店没什么特别可以说的，各方面都中规中矩，停车还比较方便，地段是相当的不错。', 'star': 5}
{'descr': '前台很礼貌 尽力满足顾客需要 就是房间没有空调有点郁闷 最近挺冷 总体还不错', 'star': 5}
{'descr': '交通很方便，离解放碑两站地，步行15分钟吧，有到大礼堂、磁器口的直达车\n从商务双床往外看，就是洪崖洞大酒店，特别是晚上，很美的\n总体来说很不错，电视有点小，桌子有点旧，其他都很满意', 'star': 5}
{'descr': '酒店有些旧，配套设施一般，床，洗澡还过关！', 'star': 3}
{'descr': '房间靠着路面的居然是扇门，门还只是用环形锁锁住的，根本不密封，冷风嗖嗖的。住的很不舒服，下次绝对不住了', 'star': 1}
{'descr': '总的来说还是不错，只是没有窗户的房间还是觉得有点闷', 'star': 5}
{'descr': '房间设施还是一般，网络速度有点慢，房间的隔音效果不好', 'star': 5}
{'descr': '环境不错，就是服务一般！\n一是停车，我一个小小的长城炫丽，说是机械停车库停不进去。就没人管了！！\n二是问总台借一个万能充电器，告知只能卖，不借！', 'star': 5}
{'descr': '网上订的特价房，158元一晚的，无窗，本来只打算住一个晚上，但考虑到一：虽无窗但并不感觉气闷，内设感觉还不错；二是地理位置实在好，洪崖洞、解放碑、朝天门、较场口、临江门，都是步行可至，所以一连住了四个晚上，每天都可去洪崖洞宵夜、早餐。另外，这个位置打车也非常方便，去江北机场45元左右，去磁器口30元左右，去洋人街30元左右。', 'star': 5}
{'descr': '空调好象没起作用?', 'star': 3}
{'descr': '位置好.服务也挺好.就是门牌号己变了.网上应及时更正.不是46号了.己更正为52号.以免误导', 'star': 3}
{'descr': '酒店就在嘉陵江边上，风景不错。客房还是挺干净的。', 'star': 5}
{'descr': '总体来说还是不错的！就是位置不是很好找！晚上洗澡时水温太低！\n', 'star': 5}
{'descr': '位置很好，临江水景，和洪崖洞比邻，但是装修很土很旧，不是很舒适。', 'star': 3}
{'descr': '交通还方便，旁边就是洪崖洞，吃的也方便，好多小吃噢，夜景也很美！', 'star': 3}
{'descr': '房间很小，很兴', 'star': 3}
{'descr': '优点：酒店位置极好，临江，临解放碑，晚上热闹\n缺点：普通大床房及标间无窗', 'star': 5}
{'descr': '位置不错！江景房还好，洗澡水有点小！服务还需加强！', 'star': 5}
{'descr': ',服务差，设施差，性价比极低', 'star': 3}
{'descr': '闹市区的物美价廉住处，离解放碑蛮近的；有江景房可住，只是早餐太差了！', 'star': 5}
{'descr': '交通比较方便，服务、卫生、环境比较好，有机会我还去入住。', 'star': 5}
{'descr': '很好很满意', 'star': 3}
{'descr': '环境还可以，服务态度较差。', 'star': 3}
{'descr': '点的位置不错，就在洪崖洞旁边，店里的房间窗户可以看到长江。就是离高速路近了点，有点吵。', 'star': 5}
{'descr': '服务可以', 'star': 3}
{'descr': '大堂在地上 酒店睡在地底下 跟怎樣了似的 一夜無法好睡 天亮速度退房去住JW萬豪 真是崩潰', 'star': 1}
{'descr': '地理位置挺好～', 'star': 3}
{'descr': '带着一肚子的火特地来点评这家垃圾酒店，本人中午入住，一进房间发现陈旧脏乱，极其失望的情况下要求退掉（此时只进到房间15分钟）但被告知退也按照卖价照算，无奈之下只能委屈自己。没过2小时空调没了只是送风，倒也没觉察。可恨得是晚饭后回来开空调发现机器报警失灵，总台一个小丫头说叫我打工程部，却一直无人接，再叫总台，换了个丫头解释说因为天气凉爽了没有空调但可以开松风吹吹风，**，空调完全瘫痪失灵叫老子开个鸟', 'star': 1}
{'descr': '重庆是个好地方，酒店所处位置很好，在洪崖洞边上，离解放碑也很近走路10钟都不用，而且是走的很慢的那种，推荐，下次还会来哦！！', 'star': 5}
{'descr': '酒店服务一般，设施有些陈旧，不过位置很好，也比较安静。可以选择', 'star': 5}
{'descr': '1.位置很不錯~剛好在洪漄洞旁出入景區很方便離步行街也相當近...\n2.服務員效率不好(入住及結帳時)~\n3.餐廳介紹海報很不錯~但是到現場看落差相當大~\n4.到房間的走道曲折離奇不只走道非常暗而且不好找到房間號~\n5.房間被子有些就而且有污漬...\n6.房間插頭很糟糕還差點走火....\n7.性價比已為相當好結果有些失望...', 'star': 5}
{'descr': '位置优越但卫生条件有待提高。10点以后供热水真让人受不了。前台小姐人漂亮话冷漠', 'star': 1}
{'descr': '位置优越但卫生条件有待提高。10点以后供热水真让人受不了。前台小姐人漂亮话冷漠。', 'star': 1}
{'descr': '前台服务员态度不好，而且动作很慢，等很久才能办完入住', 'star': 1}
{'descr': '很一般 ， 而且前台服务员服务太差  办理入住手续  等了二三十分钟', 'star': 1}
{'descr': '价格实惠，环境很幽静，房间面积较大，值得推荐。', 'star': 5}
{'descr': 'Location was very well. This hotel is located by the jiang river. Steffs were very  kind. But breakfast was bad. ', 'star': 5}
{'descr': '方便快捷地点比例！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': 'check in的服务员只有一个，办理人太多了就忙不过来，态度没有很好。另外，房间的冷气太不给力。还有，喷杀虫水的阿姨都没有问清房间里有没人，就直接刷卡进来，让人太没安全感，一定要锁小锁。餐厅里的餐具，都是水，没有擦干。总之以后都不会去住这家店！', 'star': 1}
{'descr': '设施比较陈旧了，没有窗户的房间刚进去有股霉味。开一会空调就好多了。价格还是比较便宜，还是比较好找。但是朋友去住的话还是不建议。', 'star': 1}
{'descr': '交通方便.就是有点潮', 'star': 3}
{'descr': '交通方便，就在市中心。\n\n卫生很一般，设施陈旧。\n\n走廊里面总是很吵闹\n\n', 'star': 5}
{'descr': '住的商务单人间，毫无性价比可言，还给我安排了一个最靠边的房间，要求更换，还说没有了，那个时候才13点。。。。江景基本看不见，房间不大，卫生间极小。。。。。。。。。。', 'star': 1}
{'descr': '有点像黑黑的无底洞，房间没有窗户，走廊没有窗户，不过服务很好，哈哈', 'star': 3}
{'descr': '住的无窗房间，空气不流通，有些异味，开了空调几个小时也没好转。其他都还好，不推荐无窗的。', 'star': 1}
{'descr': '莫泰168重庆解放碑店 地理位置真的很不错 就在洪崖洞旁边，去重庆旅游住这里真的是选对了方，房间性价比高，有机会去还住这里。', 'star': 5}
{'descr': '挺好的，以前就住过这里，地点也挺好的，洪崖洞很漂亮', 'star': 5}
{'descr': '位置很好，比较干净，装修时尚。\n大堂太小了点。', 'star': 5}
{'descr': '酒店位置不错，但酒店太老，设施更老，服务更差。酒店的地毯都已经破的不能再破了，桌子床已经边边角角都破的不行了。', 'star': 1}
{'descr': '电梯太慢、价格合适、环境还不错、单间的床很大很舒服。退房时间延误了20分钟遭扣了半天房费、郁闷。', 'star': 3}
{'descr': ' 地理位置绝佳，毗邻洪崖洞，朝天门码头也近，并离解放碑不远。很不错', 'star': 3}
{'descr': '酒店在解放碑这，外出比较方便，酒店也比较干净，很不错，下次去，还是会选择这里', 'star': 5}
{'descr': '莫泰服务挺好,就是里面日用品不是很全.', 'star': 3}
{'descr': '酒店位置很好，风景不错，感觉也比较干净，可惜没窗，前台服务一般', 'star': 3}
{'descr': '酒店地理位置很好，前台服务态度恶劣，整体来说莫泰在快捷酒店里算非常一般', 'star': 5}
{'descr': ' 房间较大服务一般', 'star': 3}
{'descr': '不错,我很喜欢那里,很方便,然后又能看夜景,是个不错的地方', 'star': 5}
{'descr': '位置超好，去红崖洞方便出门右转就到，逛到二层左转就是酒店门口，马上又能回酒店了，第一次住到大堂在房间楼上的酒店，提醒了朋友一下，他们也很惊奇。', 'star': 5}
{'descr': '酒店的服务态度还是可以的，只是我住的房子刚好没有窗户感觉有些不太好，可能是由于临江吧，所以房间内的东西有些潮，不过总体还是可以的，而且位置很好，去哪都很方便，给予好评。', 'star': 5}
{'descr': '位置不错，就在嘉陵江边。\n离解放碑很近的\n不过住的是没有窗户的房间，所以房间很潮。\n要是住有窗户的房间就更好了。', 'star': 5}
{'descr': '江景不错，地理位置也很好，不过酒店内部设施还有改进的空间', 'star': 5}
{'descr': '也许是订的房间不好，太潮湿，有点闷，环境条件不如速8', 'star': 1}
{'descr': '不推荐。房间很差，服务也很查。', 'star': 3}
{'descr': '蛮干净的.交通便捷.', 'star': 3}
{'descr': '房间很小，地理位置不错，前台态度较差。', 'star': 3}
{'descr': '江景房视野很开阔，不错', 'star': 3}
{'descr': '房间实在太小！设备也比较陈旧！不值这个价，唯一好的就是地方还是不错！', 'star': 3}
{'descr': '位置不错，紧邻洪崖洞，还有一些是江景客房！', 'star': 5}
{'descr': '酒店位置不错，旁边是洪崖洞，离朝天门码头也不远，出行方便。', 'star': 5}
{'descr': '不错，江景酒店，交通方便！值得推荐！下次还来！', 'star': 5}
{'descr': '酒店里面完全没有信号，二楼还没开空调，冻死人了，前台的服务态度很差，爱理不理的样子，其他还好，房间还算比较赶干净', 'star': 1}
{'descr': '第二次过来了，刚入住灯泡坏了，结果不到2分钟就有人主动来修，态度也很好，莫泰便宜环境好，下次要是再来还会住。', 'star': 5}
{'descr': '位置不错，可以看到嘉陵江，头上是过江索道。缺点是吵了点，停车也不方便', 'star': 3}
{'descr': '地理位置方便，服务也好。符合经济型酒店标准', 'star': 5}
{'descr': '房间比较干净，就是隔音效果好像不是很好!!!!', 'star': 5}
{'descr': '位置很好，就在洪崖洞旁边，晚上可以看洪崖洞的夜景以及江景，离解放碑也近，走路十分钟左右就能到。但因为重庆特殊的地理环境，房间从一面算的话几乎都是在地面以下，矮一点的楼层会有潮湿的味道，5、6楼的话就会好一点。', 'star': 5}
{'descr': '交通挺方便的。服务可以。符合经济型酒店类型', 'star': 5}
{'descr': ' 江边，山下，购物街', 'star': 3}
{'descr': ' 凑合，继续试住', 'star': 3}
{'descr': '位置很不错，但是设施实在太过陈旧，桌子、椅子简直可以用残破不堪来形容…… ', 'star': 1}
{'descr': '随便住住', 'star': 3}
{'descr': '临时帮朋友订的，很不令人满意，床单有印迹，空调也不暖和。', 'star': 1}
{'descr': '恩 挺不错的 离洪崖洞近 有很多吃的 交通也很方便 ', 'star': 5}
{'descr': '太烂了', 'star': 3}
{'descr': '位置好，也还干净，就是靠路边车辆路过有点吵', 'star': 3}
{'descr': '江景不错，设施也还可以。旅游的话是个好的休息处。', 'star': 5}
{'descr': '位置比较好,就在长江边上, 对于喜欢看江景的人来说, 不错! 但是呢, 房间设施有些久, 冬天有些冷, 空调不制热.', 'star': 5}
{'descr': ' 位置好，还有江景。只是设备旧了些。', 'star': 3}
{'descr': '＋不错', 'star': 3}
{'descr': '   同事入住  听说还行', 'star': 3}
{'descr': '位置好，特价房无窗，酒店外风景很好，地处两家交汇处，基本良好！', 'star': 5}
{'descr': '空调噪音比较大。房间内设施比较陈旧了。。', 'star': 5}
{'descr': '酒店地理位置很好！', 'star': 3}
{'descr': '不错，给我选了一个靠江的房间。\n坐车方便，晚上江景非常的好。', 'star': 5}
{'descr': '酒店交通比较方便，附近超市较近购物较为方便。酒店离洪崖洞和解放碑很近。酒店设施还可以，卫生干净\n', 'star': 5}
{'descr': '地理位置很好 交通很便利 很不错 靠着嘉陵江 可以看到江景', 'star': 5}
{'descr': '超级差，大冷天居然没有暖气，半夜开始停电，以后不会住', 'star': 3}
{'descr': '房间有点旧了，床垫比较硬。', 'star': 3}
{'descr': '房间位置特别好,打开窗户就可以看江,重庆夜色很美丽,值', 'star': 5}
{'descr': '酒店位置特别好,就是房间有点旧了,不过价格特别合理', 'star': 5}
{'descr': '很不做的选择，整体来说还是不错的！值得是推荐！', 'star': 5}
{'descr': '位置很不错。很喜欢虽然没有窗户，这次去重庆又预定了这家。', 'star': 5}
{'descr': '支持下，还是很不错的支持下，还是很不错的', 'star': 5}
{'descr': '酒店景色不错。就是晚上有些吵。', 'star': 3}
{'descr': '性价比 比较高 不过没有窗子 有点闷 位置也不错 不过服务有点反应慢', 'star': 5}
