{'短评内容': '1', '短评打分': 5}
{'短评内容': '最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = 最爱百元房 = = ', '短评打分': 5}
{'短评内容': '地理位置不错，酒店工作人员服务意识很好，是一家值得推荐的酒店。', '短评打分': 5}
{'短评内容': '进门就觉得环境不错，房间也明亮，给人的感觉就干净了。但是好像没有浴帽。。。', '短评打分': 5}
{'短评内容': '态度很好,服务也很贴心,这次因为航班延误,酒店的服务人员主动和我联系,真的让我很感动,下次有机会到昆明还是会选择入住这家酒店的.', '短评打分': 5}
{'短评内容': '虽然是特价房，服务态度好，房间干净，下次再入住', '短评打分': 5}
{'短评内容': '百元房，很安静，很舒适，卫生条件蛮好。只是电梯有点小纠结。', '短评打分': 5}
{'短评内容': '住的周日百元房\u3000很好住\u3000很安静', '短评打分': 3}
{'短评内容': '光线好，视线好，装修比较现代商务风格，总之就是感觉不错！', '短评打分': 5}
{'短评内容': '酒店的位置很好，在北京路南段，靠近火车站，交通便利；酒店的环境很好。安全卫士。很不错的。我下次还来住。', '短评打分': 5}
{'短评内容': '住的百元房,性价比很不错.', '短评打分': 3}
{'短评内容': '房间很干净服务很好', '短评打分': 3}
{'短评内容': '百元大床房很实惠，就是靠马路，太吵太吵\n其他都蛮好的', '短评打分': 5}
{'短评内容': '窗户隔音实在太差，整晚睡不好！门口修路，打车不方便', '短评打分': 1}
{'短评内容': ' 房间不错，服务也很，美中不足的大厅苍蝇太多，房间靠解放路噪音比较严重，隔音不够。', '短评打分': 3}
{'短评内容': '199的房，背主路，不吵。前台小伙服务意识不错，看我等了半天还不发火，主动送我早餐卷，值得表扬。\n北京路修地铁，稍微的乱点，也不错了。', '短评打分': 5}
{'短评内容': '条件设施都不错，服务也周到，下次还来这儿', '短评打分': 3}
{'短评内容': '房间非常干净,服务员态度非常好，交通很方便,是一个性价比很高的酒店！！！', '短评打分': 5}
{'短评内容': '第一次住汉庭  但是非常的满意 见到的每一个工作人员都是“您好”挂在嘴边，每天都会提供免费的矿泉水 环境挺好的  很干净 门口有到昆明多个方向的公交车  到市中心商业区域也很近 \n', '短评打分': 5}
{'短评内容': '房间是特价房，比较干净，新装修的，就是有点小，住特价房还是比较合适的，有空调', '短评打分': 5}
{'短评内容': '很好还会来的，很干净，特别是洗澡水很棒.', '短评打分': 5}
{'短评内容': '卫生条件还是可以的。酒店朝向路的一面非常吵。没有停车场。只有一部电梯。', '短评打分': 1}
{'短评内容': '环境很好，离火车站机场都很近，下次还住这！', '短评打分': 5}
{'短评内容': '挺好的\u3000干净环境好', '短评打分': 3}
{'短评内容': '酒店环境很好，前台服务也很好……希望经常做活动呀！有一点不好的就是房间的一次性拖鞋不能穿到洗手间，会弄湿，也很滑，其他的都非常好！', '短评打分': 5}
{'短评内容': '很不错~是以五一特惠价格入住的，离机场近，晚上还可以品尝夜市烧烤~', '短评打分': 5}
{'短评内容': '楼层很好，景色很好！前台服务很好', '短评打分': 3}
{'短评内容': '房间还是干净卫生，就是房间太小（高级大床房），宽带连接有点麻烦', '短评打分': 5}
{'短评内容': '条件、服务都不错，就是门前修地铁，打车不太方便。', '短评打分': 5}
{'短评内容': '非常棒，非常喜欢该酒店。\n楼层刷卡进入，很安全。\n不愧是汉庭。', '短评打分': 5}
{'短评内容': '感觉还可以，就稍有陈旧感！在新点就更好了！', '短评打分': 3}
{'短评内容': '还不错，北京路上比较正规的连锁酒店。服务态度不错，房内设施也还好。餐厅很小，早餐却要15元一位，没什么东西可吃。', '短评打分': 5}
{'短评内容': '很好,距离机场很近～', '短评打分': 3}
{'短评内容': '特价大床房，不错，服务也好，酒店位置也合适，去哪里都比较方便，就是吃饭不是很方便', '短评打分': 5}
{'短评内容': '还可以，比较方便。网速也还可以，快捷酒店相对快捷又干净些', '短评打分': 5}
{'短评内容': '因为饮食不当，在这个酒店多住了两天。个人觉得是个性价比高的酒店。如果过分要求酒店环境的话，那还是请找星级酒店！', '短评打分': 5}
{'短评内容': '卫生和地理位置还不错！\n性价比高！\n离火车站很近！', '短评打分': 5}
{'短评内容': '确实不错，早餐也挺好，虽然还要收费15元/人\n不过高峰期确实要提前预定，否则都没有了', '短评打分': 5}
{'短评内容': '酒店非常干净，很满意！', '短评打分': 3}
{'短评内容': '不错 很干净 设施很全 下次继续住', '短评打分': 3}
{'短评内容': '酒店是新装修的，环境不错！去金马步行街很近，拐个弯就到了~~~', '短评打分': 5}
{'短评内容': '第一次入住此酒店,前台办理速度慢服务态度有待提高,楼层阿姨让人感觉很温暖,房间很新,洗澡很舒服~', '短评打分': 3}
{'短评内容': '很干净，很满意。交通也很方便，强烈推荐~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店很干净，比有些星级饭店感觉还不错', '短评打分': 3}
{'短评内容': '服务不错，环境也不错。距离火车站距离比较近。值得推荐！', '短评打分': 5}
{'短评内容': '很好，服务挺细心挺周到，卫生做得也不错。', '短评打分': 5}
{'短评内容': '酒店还不错，房间还好，服务上挺周到的。', '短评打分': 3}
{'短评内容': '不错的酒店   很好   就是窗帘有点不好   早上光线太亮了   不好睡觉   其他的我觉的都很不错   ', '短评打分': 5}
{'短评内容': '很好，很方便的酒店\n对于驴子来说很奢侈的地方，好在价格可以，否则真住不到这儿', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '第一次住汉庭，入住后，看得十分干净，地理位置也好，挺舒适的，下次来昆明还来这里，十分推荐，服务很周到', '短评打分': 3}
{'短评内容': '我觉得各方面都还好，住的还算舒适。可以推荐一下。', '短评打分': 5}
