{'descr': '好好好好好好好好好好好', 'star': 5}
{'descr': '酒店一切都很好，就是有个很顽固的问题，老是有一股味道，建议处理下水系统', 'star': 5}
{'descr': '虽位置偏远，房间舒适，性价比较高，值得推荐', 'star': 5}
{'descr': '酒店不错，房间很干净，性价比高，就是地段偏了点\n', 'star': 5}
{'descr': '真是不错.性价比高.下回还住.就是打车不方便。', 'star': 5}
{'descr': '交通不是很方便,但是周边还是有很多娱乐,餐饮', 'star': 5}
{'descr': '酒店很安静，就在阅江楼边上，因为靠近南京西站，所以公交车也很方便。出行一般都是公交+地铁就中~', 'star': 5}
{'descr': '酒店就在商场楼上，绕了一个大圈才找到前台，2楼是金钱豹，8点以后8折，凭酒店房卡再打85折，这点挺爽的，不过人气肯定没有上海的热闹', 'star': 5}
{'descr': '房间布置得很有特点，适合情侣。我的房间手绘是爱情海，很不错的说。就是周六晚上听到了边上KTV的歌声，有点小闹腾', 'star': 5}
{'descr': '建议大家不要来这家酒店，服务态度生硬，而且不太有礼貌，酒店位置很偏，去夫子庙、总统府、中山陵都不方便，打的也要走出去很远，设施一般，也就是个3星的水准，自诩为4星，差距还很远呢，我是不会再住。', 'star': 1}
{'descr': '酒店很安静 服务也很不错 大观天地吃喝玩乐都有 ', 'star': 5}
{'descr': '五楼有点吵，电视收看不到什么节目，其它还好，房间比较大', 'star': 3}
{'descr': '酒点还算可以，但言过其实！价格偏高，位置不错！最最普通的一个快捷酒店了！', 'star': 5}
{'descr': '从宜家茶杯到不知名洁具、小妹牙膏再到锈迹斑斑的体重计，还有师傅亲手打制上漆很有“味道”的手工板式家具，且居然离奇到被前台训斥了一顿。所有的这一切哥都忍了，但楼下的夜店80年代歌曲唱到深夜震耳欲聋，这一张旧船票如何登山你的客串，小城故事多，冷冷的冰雨在脸上胡乱的拍。我辗转反侧时都忍不住小声合唱起来。\n我跪了，这类文艺酒店真的不适合我，我要好好学习提高自身修养了。', 'star': 1}
{'descr': '酒店的炫妙季节房間在最上面一層,下面是商場,聽起來感覺不錯,問題房間上面是中央空調,房間抽風空調都不開,都能聽到樓頂空調嗡嗡嗡的響聲,跟客服投訴後,結果跟我說十點後商場關門後就會好了,意思就是說,來住房的人都要十點後才能休息,房間床單是破的,跟服務員說了,結果回我說沒關係,我明天會交接,卻不是想要幫我換一件床單,還有廁所浴室沒有隔間,洗個澡後整個廁所全都是濕的,房間天花板的燈還脫落,打電話問酒店在', 'star': 1}
{'descr': '反正我是不失望的。不愧是四星级艺术酒店。环境蛮好，最重要的是细节做的很好。保险柜，熨斗，针线包，几乎生活中用到的都有了。就这个价钱，很满意！', 'star': 5}
{'descr': '比普通快捷酒店略好,其他一般,地方比较偏', 'star': 5}
{'descr': '还行，就是没有第一次住的房间号了，总体来讲还是不错的\n', 'star': 5}
{'descr': '住了很多次，性价比很高，感觉很温馨，很舒适，有家的感觉。', 'star': 5}
{'descr': '住了很多次，性价比很高，感觉很温馨，很舒适，超给力，有家的感觉。', 'star': 5}
{'descr': '洗澡很舒服，水很大。房间设计很具特色,约会的好地方。', 'star': 5}
{'descr': '环境好，房间干净，设施全,设计很新颖，就是远了点。', 'star': 5}
{'descr': '房间蛮干净,旁边就有商场\\电影院\\餐馆。但是一墙之隔就是卡拉OK，实在是让人苦不堪言，躺在床上，感觉整个房间就在震动，一直闹腾到凌晨才息。另外，早餐是在三楼的别家自助餐厅，可能因为是委托别家的，结果七点半去的时候就没啥吃的了，而且态度非常冷淡。建议商家应该在早餐时派自己家店里的服务员在餐厅监督一下。', 'star': 1}
{'descr': '艺术的视觉难掩硬件软件的瑕疵:电视信号质量差，卫生间漏水，房间电路故障。艺术的“四星”，真实的快捷，物不所值！', 'star': 3}
{'descr': '环境不错 ，装修的是年轻人喜欢的风格，价格合适，服务也还行，就是早餐不给力哟', 'star': 5}
{'descr': '还不错，挺干净的，挺有艺术气息', 'star': 3}
{'descr': '下水道堵了,墙面上有污渍,其他还可以吧........', 'star': 1}
{'descr': '房间不错,就是有点偏,出行不太方便,隔音似乎也不行', 'star': 5}
{'descr': '上次点评的问题点 这一次都改善了。确实不错！', 'star': 5}
{'descr': '房间比较有特色，比较干净整洁，价格也比较合理，比较安静，周围购物也很方便。不足的地方是走廊有股不知名的异味，房间里的紧急备用手电没法正常使用，需要经常检查更换，淋浴的上下水切换开关需要检修。', 'star': 5}
{'descr': '环境很好，很舒适', 'star': 3}
{'descr': '很不错，房间也蛮大的，就是有点吵', 'star': 3}
{'descr': '价廉物美  哈哈  房间是我喜欢的桃粉色  细节不错', 'star': 5}
{'descr': '设施很不错，窗帘有点透光，其他还是不错的', 'star': 5}
{'descr': '房间本身不错，就是洗手间时干湿一起的，而且没有浴帘，洗完后整个房间都是水，希望改进。', 'star': 5}
{'descr': '地点非常好，由于是在综合商场一起，吃饭购物都很方便。而且旁边就是越江楼，有时间的话还可以游玩一下。', 'star': 5}
{'descr': '酒店位置较偏 但在购物中心楼上看起来还蛮便利 但是前台很不到位 不让选房 还给错房 。硬件还是不错 空调是中央空调 不可调', 'star': 5}
{'descr': '酒店装潢很新，环境不错，感觉很温馨，房间的陈设很别致，卫生也很好。', 'star': 5}
{'descr': '地方太难找。。\n走廊太花哨，看着头昏。。\n隔音效果不太理想。。', 'star': 1}
{'descr': '酒店在南京下关，比较偏，酒店房间没有图片上好看，但还是蛮干净的，卫生间蛮大的。旁边就是大观天地商城和麦德龙，吃东西和买东西还是蛮方便的。去火车站的话酒店门口不远就有10路公交，很方便。总体来说还行。', 'star': 5}
{'descr': '还不错，环境还行，就是卫生间有渗水现象。', 'star': 5}
{'descr': '挺好的——整个大厦都很方便,商场，饮食，名胜古迹，小吃，KTV等', 'star': 5}
{'descr': '环境很好 性价比高 浴缸很脏 没敢用', 'star': 3}
{'descr': '卫生有点差，晚上10点多，服务员送了一罐啤酒和一盒口香糖，本来感觉有礼品，很高兴，但是第二天仔细一看，原来都是过期的，原本好的心情变得很差', 'star': 1}
{'descr': '还行，就是隔音不是很好', 'star': 3}
{'descr': '有特色,比较前卫的设计风格,总体印象不错,附近交通不是太方便', 'star': 5}
{'descr': '酒店不错，很有个性，房间也很干净，服务到位，下次还会光顾的！', 'star': 5}
{'descr': '早餐不错，干净度也也是不错的。电视内容再丰富些就更好了。', 'star': 5}
{'descr': '酒店不错                                       酒店不错', 'star': 5}
{'descr': '酒店环境还不错，但是里面细节需要提高。我预定的房间灯坏了 但是一直都没有维修，最后只能给我拿台灯使用。', 'star': 5}
{'descr': '酒店装修非常有特色，房间很大，入住觉得很舒适，有四星的感觉，关键就是价格实惠，性价比不是一般的高。', 'star': 5}
{'descr': '很不错的酒店，下次还会去住，房间隔音不太好。', 'star': 5}
{'descr': '酒店交通方便，房间安排得比较安静，酒店前台客服态度非常好，有温馨如家的感觉。', 'star': 5}
{'descr': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', 'star': 5}
{'descr': '位置太偏了。再过去就是长江以北了。服务太差了，前台和客房的领班在回答你的问题时都没有笑脸，不解决问题的同时还表示极大的不耐烦。客房打扫不换床单是环保，但也请把杯子洗洗、地毯吸尘。反正除了房间大点，没什么优点了。下次一定不会去了。', 'star': 1}
{'descr': '酒店位置不错，交通也很方便，安排的房间晚上很安静，房间设施满意，卫生也挺好的。', 'star': 5}
{'descr': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', 'star': 5}
{'descr': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', 'star': 5}
{'descr': '酒店不错                                                    酒店不错', 'star': 5}
{'descr': '房间一般，有些陈旧，尤其是厕所，一开门先是浴缸然后是床，灯还是坏的。找服务员过来修理结果跟我们说工作人员下班了。。一晚上房间只能靠床上一个红色的小灯维持照明。。不过房间的设计不错~希望下次去的时候不要再遇到这种事。。', 'star': 5}
{'descr': '还不错 就是位置太偏了。。去市中心的话不太方便。。', 'star': 5}
{'descr': '房间舒适空间大，挺好的', 'star': 3}
{'descr': '帮朋友订的，反应环境还不错，设施挺新的，周围吃喝玩乐的也挺齐全，但是前台服务态度有点儿差。', 'star': 5}
{'descr': '性价比还比较高，设施比较新，周围环境也比较好，只是隔音效果有点儿差。', 'star': 5}
{'descr': '住过很多次了，这次因为晚上降温了，酒店就把空调关了，我们已经尽量打开窗，可还是很热，只有几次跟前台交涉，才把空调再打开。我觉得外温不应该影响空调的开与关吧。快捷酒店都知道空调由客人决定开与关。以后前台态度还需要改善。不过不影响下次入住。', 'star': 5}
{'descr': '总体还可以。有点吵', 'star': 3}
{'descr': '服务员的服务特差，不知道有没有经过培训；；；；；；；；；；；；；；；；；；；；；；；；；；；；；；；；；；', 'star': 1}
{'descr': '不错，房间很大', 'star': 3}
{'descr': '酒店环境非常好，设施很新，但是毛巾牙刷什么的质量很差啊，毛巾竟然会掉毛毛，现在也不提供早餐了，有点失望。', 'star': 1}
{'descr': '酒店很有特色！就在阅江楼景区山脚！生活也很方便，楼下有一家大型商场，楼上有KTV，还有很多餐馆，吃、购、玩不出百米全部搞定！空间大、卫生、安静、时尚！就是位置稍微偏了点！', 'star': 5}
{'descr': '新酒店，环境不错，地理也很不错，就是装潢气味依然存在。', 'star': 5}
{'descr': '房间看起来很奢华，可是里面的装修气味太严重了！！让人无法仍受', 'star': 1}
{'descr': '时尚、温馨。不是个性化那种。下次还会入住！', 'star': 5}
{'descr': '酒店是艺术型酒店，非常漂亮，很有特色，唯一不好的是洗手盆在床边上。', 'star': 5}
{'descr': '从开业只要去南京就一直住着里，不管是服务、环境、价格都比较满意，可是这一次真的生气了！1、前台人员笑着说着冰冷的话。（上一次去前台那个美女态度就不错说起酒店只送单早解释说，因为才开业时促销送的双早，之后据说是因为房间价格已经很优惠了早再送双早成本就太高，取消了双早只送单早。）现在物价飞涨，也可以理解，早餐是58元一个人，就问前台我们是老顾客了，南京这么多酒店只认你们家，有没有优惠啊，例如办卡积分之', 'star': 1}
{'descr': '为什么没早餐也不返券了呢？\n什么优惠都没有了，不打算住了……', 'star': 5}
{'descr': '房间还可以，不过优惠的价格好像只能住同一个对着走廊的房间，两次去都一样。', 'star': 5}
{'descr': '一直都很满意，不论装修和房间都不错！！1212', 'star': 5}
{'descr': '这家酒店的性价比还是可以的，如有机会再去南京可能会选择。', 'star': 5}
{'descr': '房间比较宽敞.早餐比较简单.\n网站上很漂亮的房间是贵的那种', 'star': 5}
{'descr': '酒店总体不错，就是退房后服务员查房不够仔细。', 'star': 5}
{'descr': '以后都会入住，还是很不错的。交通很方便，早餐也不错！', 'star': 5}
{'descr': '在购物中心的里面，比较方便，就是装修的味道比较大。', 'star': 5}
{'descr': '房间还挺大的 毛巾很干净 只是酒店大堂是在商场的入口 略微显得小了点', 'star': 5}
{'descr': '房间不错，很有情调的。 很适合情侣 。。。\n就是附近没地铁  ', 'star': 5}
{'descr': '有点意思，但是四星级...我只能说四星级和五星级的标准差太远啊。', 'star': 5}
{'descr': '房间颜色很鲜明，卧具洁净，早餐很丰盛。出了路程有点远，其它还不错。', 'star': 5}
{'descr': '非常有特色的酒店，很适合年轻情侣，周围交通还算便利，有大型商场可以满足你的任何需求。', 'star': 5}
{'descr': '很好，下次还会住。不过就是5楼得空调噪音太大。 后来调了房间。', 'star': 5}
{'descr': '酒店不错，房间都很有特色！就是离市区有点远。。', 'star': 5}
{'descr': '酒店很有情趣，很干净，购物也方便，就是上午出去坐出租不太方便', 'star': 5}
{'descr': '充其量一个老三星级，因年久房间气味很大的。48元的早餐名不副实。酒店在新区吃饭，办事不方便。', 'star': 1}
{'descr': '因为看到其他客人的好评，打算入住试试，真的像大家描述的那样，非常舒适且有特色的酒店。服务热情、周到，房间的背景墙很漂亮，很艺术！客房里水杯一类的小物件都是宜家的，呵呵。。。年轻人一定喜欢。酒店与大观天地购物中心是一栋楼，购物很方便。还值得推荐给大家的是，拿着酒店的房卡到旁边的阅江楼购买门票有优惠，离南京西站很近，过马路就是，买火车车票也比较方便。', 'star': 5}
{'descr': '装修很简陋，隔音不是一般的差，门外说话的声音不是一般的清楚，所谓的4星酒店窗帘竟然没有遮光布，一早就很亮，床还不错，电视是液晶的，面积也够大，但是位置很偏。', 'star': 1}
{'descr': '1.前台服务人员业务不够熟练,速度极慢,一边办理入住一边还在问别人.\n2.设施简陋,不具备四星的条件,最多就是如家的档次.\n3.早餐极其简陋,还不如汉庭的早餐,58元,简直是抢钱.\n4.房间不干净,地毯质量超极差,踩在上面很硬,刺刺的,还掉毛,绿色的地毯掉绿色的毛,极其恶心.\n5.卫生间里的洗脸盆没洗干净,有污迹....\n\n\n\n总之,相当的上当,以后不会再来了,强烈建议大家慎重考虑此酒店', 'star': 1}
{'descr': '很好很好，符合年轻人！注重设计，新酒店也没有气味，客人一批接一批@~~~·', 'star': 5}
{'descr': '交通不方便 ，有车的话就还不错。楼下就有停车场。下次来还会住。', 'star': 5}
{'descr': '不错，房间很宽敞，环境也非常好，停车最方便了，很好，值得推荐', 'star': 5}
{'descr': '酒店真的挺有文艺范儿，也很干净，就是楼下ktv效果不是一般的差', 'star': 3}
{'descr': '很不错，吃饭都可以在商场搞定。就是打车不方便。', 'star': 5}
{'descr': '很喜欢，一如既往的好，下次来南京还要住这里。', 'star': 5}
{'descr': '优点：\n1、装修有特色\n2、景观好，窗外就是阅江楼\n3、楼下就是大观Mall，购物餐饮都方便\n缺点：\n1、房内没有浴缸\n2、早餐比较粗陋，可以说是我到过所有四星级酒店里自助早餐水平最低的', 'star': 5}
{'descr': '床很舒服，房间也很大，性价比非常高的酒店！适合情侣入住！！', 'star': 5}
{'descr': '酒店整体布局不错，很有现代气息，比较适合年轻人，服务也不错，但出租车 不太好打，好像南京就不太好打出租车（只是我的感觉啦），不能提供叫车服务。', 'star': 5}
{'descr': '早饭实在太差！房间不错', 'star': 3}
{'descr': '超级喜欢的设计感，每次住的都不一样，用的东西也不错，就是早上打车不太方便\n', 'star': 5}
{'descr': '已经入住', 'star': 3}
{'descr': '南京大观视界酒店真的是选对了，在闹市区里还能找到这么便宜，却装修豪华的酒店。酒店房间超大，房间非常漂亮，而且还送早餐，下次来还要住这里！', 'star': 5}
{'descr': '性价比较高，所在的综合体不错,荐', 'star': 3}
{'descr': 'a little bit difficult to find it, but the services (reception & floor) are very good. I really appreciate their work. Tony from Room 418 on the 24th Jun.', 'star': 5}
{'descr': '地理位置有些偏，但是交通却很方便，出门就是公交总站。', 'star': 5}
{'descr': '首次入住，跟新颖，酒店设计很有特色，就是地方不太好找。', 'star': 5}
{'descr': '地理位置有点偏，而且是南京市最差的一个区，但是酒店装修和卫生条件很好', 'star': 5}
{'descr': '新酒店环境不错。装修很新。但隔音不太好。电视收看太少，还不清楚。', 'star': 5}
{'descr': '不错就是小了。挺特色的，细节还挺细心，周边也还好。', 'star': 5}
{'descr': '酒店还行吧，，就是太吵了，楼下是KTV ,唱歌就算了，还严重跑调，放了一杯水在屋里，发现水都在震动。本来要住一周，结果住一晚把我吓跑了。出差很累，住这个的酒店会让你更累，算了吧。', 'star': 1}
{'descr': '还不错就是早餐只有一份有点郁闷', 'star': 3}
{'descr': '酒店的特色是设计，单就房间面积和设施来说，是很不错的。可惜楼下就是一家ktv，且隔音设施没有到位，晚上噪音很大，影响休息。另外前台的服务很不专业，以后应该不会再入住。', 'star': 1}
{'descr': '但这次的房间感觉不怎么舒服，有点闷没有窗户哦', 'star': 5}
{'descr': '总体感觉不错，服务态度一般，退房比较慢。下次还会来！', 'star': 3}
{'descr': '自驾入住很方便，周边购物、餐饮、游玩都很近，房间内设施齐全很干净。不过门缝较大，房间隔音太差。', 'star': 5}
{'descr': '性价比很不错，我们住五层，很安静，卫生间热水特别大，很舒服。设施很别致、以后还会来住。', 'star': 5}
{'descr': '酒店好像临近一个景点吧,物理设施很不错,旁边一个Mall生活很方便', 'star': 5}
{'descr': '生活机能十分方便，楼下就有超市,购物广场，电影院', 'star': 5}
{'descr': '这个酒店真的非常好，对应这个价格，绝对的物超所值。\n新酒店，就怕下次调价，不是这个价格了', 'star': 5}
{'descr': '不错,环境很好。就是房间震得厉害,不知是空调外机还是楼下的KTV', 'star': 3}
{'descr': '酒店房间干净，整洁，总体感觉不错。 早餐很一般。', 'star': 5}
{'descr': '酒店不错,就是交通不太便利,不好打车。', 'star': 3}
{'descr': '房间布置是不错，但是晚上真的是很吵，早上还被打扫的阿姨吵醒，工作人员的素质有待加强，不应在楼道里闲谈', 'star': 1}
{'descr': '还不错的酒店顶下', 'star': 3}
{'descr': '房间不错，装修有新意，但退房较慢', 'star': 3}
{'descr': '很喜欢', 'star': 3}
{'descr': '艺术味很浓的主题酒店，适合情侣居住。地处大观天地，阅江楼景区附近，餐饮娱乐应有尽有', 'star': 5}
{'descr': '床很舒服，枕头松软，还不错', 'star': 3}
{'descr': '酒店还行，但是最多莫泰的档次，下次不会入住，唯一的优点，新酒店。', 'star': 1}
{'descr': '酒店环境很好.', 'star': 3}
{'descr': '住在四楼，三口的KTV一直吵到半夜1点，可想而知人在旅途的夜晚是怎样的.......', 'star': 1}
{'descr': '还不错，就是旁边晚上有人在唱歌，很嘹亮，金钱豹自助中午198，晚上248，凭房卡打85折', 'star': 5}
{'descr': '房间格局不错，给人的视觉效果也很好，住的很舒服！', 'star': 5}
{'descr': '这家酒店客房在四层，三楼是KTV，晚上KTV的闹腾一直到半夜1点多钟，迪斯科音乐震得客房里桌子和玻璃都在晃，再加上不堪入耳的跑调歌声，可想而知，无论花多少钱也不想在这样的酒店住宿，何况出差本身就很辛苦！', 'star': 1}
{'descr': '是挺有特色的，说很吵我到没听到，旁边玩的吃的挺多，', 'star': 5}
{'descr': '环境优雅，服务周到，交通不太便利，适合入住', 'star': 5}
{'descr': '很好很舒适的酒店，没想到2楼就是国际美食连锁金钱豹，离市区也很近自己开车10分钟左右就到新街口了，下次还会选这家。', 'star': 5}
{'descr': '硬件环境不错,作为四星.这个价格很值了.\n\n', 'star': 5}
{'descr': '还不错，可是房间有点怪味道，不过整体很划算！！！！', 'star': 5}
{'descr': '装修不错哎，以三百多的价钱住到四星的酒店，超值了！不过卡拉ok就真的可以听得到啦，建议换一换隔音玻璃，问题就没有啦！', 'star': 5}
{'descr': '房间超大，干净整洁。交通还算便利，周边倒是方便，麦德龙隔壁，缺少特色美食。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '本来想订桔子酒店，但是没房间，结果找到了这家酒店\n住进去之后感觉很好，装修的非常漂亮，房间和卫生间也够大，床也够大，服务员态度也很好\n设备很齐全，吹风机等等都有，甚至还有熨斗……\n后来逛秦淮河的时候路过了桔子酒店，进去看了一下，感觉明显没有这里好\n以后来南京还住这里\n\n缺点：\n1.在长江边上，离阅江楼很近，离市中心各个景点有点远，如果是自驾游的话，没有任何问题，但是没车的话稍微远点；\n2.能不能提', 'star': 5}
{'descr': ' 好', 'star': 3}
{'descr': 'SOSO!环境还算干净，设施比一般商务酒店好，布草还挺干净。我们一共订了2间房，其中1间居然有窗但是固定窗不能开的，晕。。。早饭实在不敢恭维！58元，性价比太低！地理位置有点偏。。。', 'star': 1}
{'descr': '酒店格局布置颇费心思,每间房布置得都象一件艺术品.值得再去.', 'star': 5}
{'descr': '第一次入住了,房間很干净,地方有点難找,', 'star': 5}
{'descr': '还不错 环境和服务，会向朋友推荐，就是空间有点小', 'star': 5}
{'descr': 'GOOD HOTEL BUT VERY FAR AWAY FROM CITY TOWN', 'star': 5}
{'descr': '典型的金玉其外，败絮其中的一家酒店，看介绍、看外观都不错，可入住开始就遇到了如下问题：\n一、前台办理速度极慢，实习生水平，熟手却在旁边看，一点都不过去帮忙；\n二、入往当天温度28度，房间里却没有空调，回复是大厦统一还没提供制冷的空调冷气，好不容易才调到一间不那么晒的房间；\n三、早餐卷不主动送，需要催的；\n四、换房卡让客人自己到前台换；\n五、早餐品种极少；\n六、位置比较不好找，好多出租车都不知道。属', 'star': 1}
{'descr': '酒店不错，就是有点难找', 'star': 3}
{'descr': '不错的啊，不是第一次入住了，很好，很大，很干净', 'star': 5}
{'descr': '酒店位置还行，打车、吃饭、购物都比较方便。\n房间的设计、装修一般，地毯有点旧。不像网站宣称的那样好。', 'star': 5}
{'descr': '不错的,在四星当中性价比很高的地方.每次朋友亲戚来都 推荐的地方', 'star': 5}
{'descr': '交通方便，美食多多，娱乐多多，房间大而舒适，性价比高！', 'star': 5}
{'descr': '很不错的艺术酒店，环境很好，而且房间比较干净明亮，值得一住', 'star': 5}
{'descr': '带别人定的 听说酒店还满不错的，服务也满好。', 'star': 5}
{'descr': '位置很偏!门口都找不到，建筑很混乱！房间还算对的起这个价，但是隔音不好，没有通风的窗户。\n最恶心的是前台小姐的态度！是我见过最恶心得前台小姐！讲话很冲，搞得顾客欠她钱一样！真不知道这种人怎么就被招来当前台！最欠揍的是竟敢放话要把我老婆赶出酒店！（因为我老婆身份证遗失还在补办，只带了户口本。就只登记了我的身份证。）结果被我老婆一顿狂骂她就不吭声了！典型的欠骂！看她那副嘴脸真想抽她连巴掌！打死也不会来', 'star': 1}
{'descr': '挺特别的酒店，不足之处就是早餐比较差。。。~~~', 'star': 5}
{'descr': '这酒店硬件设施差，房间有味道，实际的房间和图片差距很大。\n就和如家一个档次', 'star': 1}
{'descr': '环境好，服务好，非常好，以后还会继续入住。', 'star': 5}
{'descr': '就我个人而言，不会推荐。。。一开始是冲着主题房去的，房间算比较有特色吧，但如很多人所说，楼下的KTV实在太吵了，一直到很晚都有人在唱。酒店位置有点偏，但周围还算热闹，吃饭购物什么的都有。就是KTV无法忍受。', 'star': 1}
{'descr': 'good 非常喜欢 以后还回来 希望酒店服务好一些', 'star': 5}
{'descr': '非常不错，下次来还会住这里，个性人性，性价比高', 'star': 5}
{'descr': '一定不能住楼下的，因为下面就是个KTV，酒店没有浴缸，挺可惜的，其他都还好，对面就是个楼，还有古城墙，离南京长江大桥很近', 'star': 5}
{'descr': '又来入住了，这次住的是501房间 住房很舒适 非常好~', 'star': 5}
{'descr': '入住好几次了，确实不错，女人很喜欢这里，周围购物吃饭也方便', 'star': 5}
{'descr': '风格及环境很不错，不过有时候清洁不到位，房间有异味，服务尚可', 'star': 5}
{'descr': '环境不错，周围配套设施很好。但房间隔音太差，楼下的KTV的声音清晰可闻，连窗子都在震动。让人受不了。早餐也很一般，居然标价58元，抢劫吗？？？下次不会再入住了！', 'star': 1}
{'descr': '不错！房间装修得让人很惊喜！很现代的感觉！', 'star': 5}
{'descr': '酒店的地理位置不错，周围公交很方便，客房面积蛮大，设施很全，卧具也很舒适，性价比很高。不足的是卫生局设计不好，淋浴房地面没有单独隔断，一洗澡整个卫生局地面全是水，还有早餐只有1份，另外加的话要58元，品种很少，说实话连28元都不值，真怀疑送一份的目的是否为了让你花更多的钱买另外一份', 'star': 5}
{'descr': '装修味道比较大，隔音效果不好，但在下关区热河路一带已经算是比较好的商务酒店了\n\n', 'star': 1}
{'descr': '位置稍微差了一点点，虽然附近就是个大mall，金钱豹就在楼下。', 'star': 5}
{'descr': '看到前面第一百个评论还有奖励啊，有奖励我以后多多住你那里。嘿嘿', 'star': 5}
{'descr': '不错环境挺喜欢的，还可以上去看电影，新开的确实不错，以后会经常去的。', 'star': 5}
{'descr': '太棒了，真是有特色的酒店，生活机能超棒，楼下就是购物广场', 'star': 5}
{'descr': '酒店服务员服务一般 房型还不错  打扫不是很及时', 'star': 5}
{'descr': '很安静的地点，值得多住一天，就是空调有点吵', 'star': 5}
{'descr': '和LP一起住的，在旁边MALL里看了电影，打了电玩，吃了大餐，LP对酒店很满意。希望越来越好。', 'star': 5}
{'descr': '和同事一起住的，吃饭附近很多地方，大家感觉这个酒店都蛮好的', 'star': 5}
{'descr': '酒店很新，但是靠里的房间晚上会受到隔壁卡拉OK的干扰，希望酒店能考虑采取措施或方法。', 'star': 5}
{'descr': '住了N次，除了旁边卡拉OK有点吵以为，其他真没什么缺点了。', 'star': 5}
{'descr': '不知道是因为周末还是过了试营业期，反正酒店比前段时间贵了20元。将将能接受，如果再涨价就要超预算了。总的来说不错的酒店，值得推荐。', 'star': 5}
{'descr': '带老外一起住的，老外觉得很便宜，因为价格要除6.5。总得来说还不错，位置上稍微有点偏，其他都满好的。', 'star': 5}
{'descr': '酒店地处天妃庙及阅江楼风景区，周围饭店极多，可选择性较强，不错，房间空间大，就是电视频道较少', 'star': 5}
{'descr': ' 内容  ', 'star': 3}
{'descr': '总体感觉不错，不愧是艺术酒店，下次来还会选择这家的！', 'star': 5}
{'descr': '属于个性主题酒店，和家人一起去住的，都觉得挺新鲜的。整体感觉很不错。', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '很好 装修值回票价 很有艺术感 在南京确实很有性价比', 'star': 5}
{'descr': '好 环境不错', 'star': 3}
{'descr': '喜欢情调的朋友可以来住，感觉还是不错。地理位置差了点，难找', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '感觉还可以，但前台对自己饭店房间不太了解，让人有点失望，我要的是糖果房间，结果给我搞个隐形翅膀，郁闷哈...', 'star': 5}
{'descr': '灵动空间真的蛮灵的！', 'star': 3}
{'descr': '没有健身设施，暂时还不能说是四星水准吧，其他还可以。', 'star': 5}
{'descr': '很好 装修值回票价 很有艺术感 在南京确实很有性价比 大家都很满意', 'star': 3}
{'descr': '该酒店有自己的特点，但服务员态度极差。与自己号称个性酒店不符', 'star': 1}
