{'descr': '一般吧？环境太吵了', 'star': 3}
{'descr': '除了位置优越，其他一般。房间设施稍显陈旧，关键屋内暖气不热，房间内温度较低。停车也不是很方便。', 'star': 1}
{'descr': ' 房间很干净，很满意', 'star': 3}
{'descr': ' 房间很干净，很满意', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '太原最热闹的地方，吃饭很是方便。购物看电影都方便。', 'star': 5}
{'descr': '太原最热闹的地方，吃饭很是方便。购物看电影都方便。', 'star': 5}
{'descr': '还不错。。卫生间比较小，交通方便！毕竟在柳巷里。。', 'star': 5}
{'descr': '还不错。。卫生间比较小，交通方便！毕竟在柳巷里。。', 'star': 5}
{'descr': '干净的，还不错，出门打的也算方便\n位置是相当的好，建议定商务间，要不靠马路可能会吵，商业街啊', 'star': 5}
{'descr': '干净的，还不错，出门打的也算方便\n位置是相当的好，建议定商务间，要不靠马路可能会吵，商业街啊', 'star': 5}
