{'短评内容': '在开封府附近，不错!', '短评打分': 5}
{'短评内容': '在市中心，紧挨大相国寺和开封府，购物和去景点都非常不错。就是停车场很小，大堂也很小，早餐过于简单，门前大楼还在维修。而我们去时恰逢菊花会，金税就成了我们河南7日游里住宿费最高，条件和早餐最不好的一家。', '短评打分': 1}
{'短评内容': '真不敢相信这是一家准四星级宾馆.是不是自已画了个四星.', '短评打分': 3}
{'短评内容': '基本可以，200多还行我们正好十一去了300多感觉不值，卫生间小，服务员少，打扫房间还要给他们说下', '短评打分': 5}
{'短评内容': '非常糟糕的酒店，位置还好，基本位于开封市中心区，但是，卫生条件很差，我定了两个房间，居然都发现了蟑螂，害得我走之前把所有行李清理了一遍，生怕把蟑螂带回家。\n跟总台反映后，得到的答复是：真不好意思，但是我们这里以前从没有这种情况发生，要不我让服务员上去看看，喷点杀虫剂？（拜托！此时晚上10点左右，你喷完杀虫剂，我还能睡么！！！）', '短评打分': 1}
{'短评内容': '服务特热情.住房条件较好.', '短评打分': 3}
{'短评内容': '环境还好，比较满意。', '短评打分': 3}
{'短评内容': '酒店很一般，不是四星的', '短评打分': 3}
{'短评内容': '性价比不错，但不适合商务客人。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '该酒店性价比还可以，位置较好，价格还算合理，服务也行。但是还有以下缺点：早餐有点简单，另外夜间有电话骚扰。', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '宾馆整体不错，价格还可以，整洁干净，服务态度好。建议每天该给两瓶水，不要收费。宾馆整体不错，价格还可以，整洁干净，服务态度好。建议每天该给两瓶水，不要收费。\n', '短评打分': 5}
{'短评内容': '交通方便，前台服务很好。房间有点旧，卫生细节还有待提高。性价比尚好。', '短评打分': 5}
{'短评内容': '不错，旁边有卖场，购物挺方便，酒店服务也很好', '短评打分': 5}
{'短评内容': '服务热情周到，虽然外观一般，但在开封已不错，值得推荐', '短评打分': 5}
{'短评内容': '环境还不错，就是小姐电话频繁啊~其他都挺好的，还可以上网，总体还是满意的', '短评打分': 5}
{'短评内容': '换了这间还好！推荐入住！房间还大，条件还好！', '短评打分': 5}
{'短评内容': '在开封还过得去，房间还大，但此房间卫生间异味重！', '短评打分': 5}
{'短评内容': '虽然被安排在一层，仍感觉房间很干净，设备设施不新，但无异味，也没发现蟑螂之类，相对200元的价格而言，房间也较大。毛巾又薄又硬，该换了，冷热水方向反了。前台服务很专业。食堂早餐不错，虽极其简单，但干净。', '短评打分': 5}
{'短评内容': '卫生条件不错，交通也比较方便，值得条件！', '短评打分': 5}
{'短评内容': '服务态度还行，但是明显服务水平跟不上，有待培训。', '短评打分': 1}
{'短评内容': '三星，不是四星. 环境还算可以。至少还是会推荐下', '短评打分': 5}
{'短评内容': '房间挺大的，很干净。在税务局的院里面，一定要进院才能看到楼，不要被临街的旧楼给影响了。', '短评打分': 5}
{'短评内容': '酒店挺好的，住着安静比较舒服，服务很好。', '短评打分': 5}
{'短评内容': ' 对得起价格，服务水平有待提高，小姐电话频繁', '短评打分': 3}
{'短评内容': '硬件设施一般，不够所挂三星。', '短评打分': 3}
{'短评内容': '酒店不错，位置很好，走路10分钟可到开封府，包公湖。房间设施还可以，卫生间洗浴处太小，设计不合理，门框太矮了，洗澡转身都比较困难。早餐也很简单。价格再便宜点还差不多。', '短评打分': 5}
{'短评内容': '很好很满意    房间干净    前台很热情', '短评打分': 3}
{'短评内容': '环境还可以，卫生环境还好，早餐不好，没有到8点半就没有了，服务态度还好吧', '短评打分': 3}
{'短评内容': '价格非常贵。而且网上说了要提供免费瓶装水但是根本没有', '短评打分': 1}
{'短评内容': '位置不错，房间干净，服务标准，就是早餐一般。', '短评打分': 5}
{'短评内容': '再补充一下，相比房间设施来看，早餐有些过于简单，只有2种主食，4-5样热菜，1种粥和1种汤，餐具就是机关食堂的，不过也可以吃饱了。', '短评打分': 5}
{'短评内容': '比较满意，正如之前的评论所说，该宾馆地理位置极佳，硬件设施都符合三星级标准，电视是液晶的，还配有电脑，很方便，房间宽敞干净，也较为安静，前台接待小姐非常热情，素质很高。唯一有些疑问的是客房服务人员不给打扫房间，说入住期间如果需要打扫房间要交什么“住客打扫费”，包括整理床铺倒垃圾甚至补充卫生纸等都要等你结帐以后才能进行。这一新名词使人大开眼界，还好后来在前台小姐的帮助下解决了问题，不知道这家宾馆的内', '短评打分': 5}
{'短评内容': '该店卫生状况还是不错的，但抽水马桶总不太好用。正体情况尚可。', '短评打分': 5}
{'短评内容': '帮父母预定的房间，他们说地理位置方便，房间设施良好，去周围景点很便利 ', '短评打分': 5}
{'短评内容': '不错的酒店 在税务局院内 如果住南边的房间 直接就可以看到开封府 服务也是不错的', '短评打分': 5}
{'短评内容': '挺好，离大相国寺和开封府都挺近,是税务局开的，停车场不大，但是个自己的小院应该安全', '短评打分': 5}
{'短评内容': '同样的价位，比开封宾馆舒服点。只是早餐太简单了', '短评打分': 5}
{'短评内容': '不错的选择，就是外面楼房比较乱、旧，印象不大好。但里面不错，前台服务员特别有礼貌。', '短评打分': 5}
{'短评内容': '城市几百年不变，在开封也就这样啦！不过服务态度很好！价格高点，但你也没有什么选择。鼓楼夜市很乱，名声在外。', '短评打分': 5}
{'短评内容': '位置闹中取静，交通便利，装修简约，舒适，前台热情。\n不足之处，房间卫生打扫不彻底，床和床头柜之间的缝隙有瓜子皮，早餐品种过于简单。', '短评打分': 5}
{'短评内容': '环境不错，就是停车场太小', '短评打分': 3}
{'短评内容': '干净整洁位置好不错值得好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '位置不错，条件一般，早餐一般，院内停车有点小', '短评打分': 5}
{'短评内容': '位置好，干净整洁，交通便利，服务质量不错，值得推荐', '短评打分': 5}
{'短评内容': '服务周到...在开封,算是不错的星级酒店了...', '短评打分': 5}
{'短评内容': '三星的、我12月5日住的豪华大床房总的来说挺好的~推荐', '短评打分': 5}
{'短评内容': '酒店设施新且干净。免费早餐种类多，可比四星级酒店。前台服务态度很好。酒店在市中心，却非常安静。下次去开封，一定再入住。', '短评打分': 5}
{'短评内容': '宾馆设施还可以，工作人员态度不错，就是有一客房服务人员在清理房间时居心叵测，以后入住者要有自我保护意识。', '短评打分': 5}
{'短评内容': '国庆前216，国庆时368，差距实在太大。不过房间很大，比一般标间大不少，酒店位置非常好，距相国寺和开封府各五分钟步行。早餐不好', '短评打分': 1}
{'短评内容': '服务赞一个，设施和卫生一般，床垫不是很舒服，弹簧有点硌人。总体而言还不错。', '短评打分': 5}
{'短评内容': '宾馆位置不错，距离大相国寺和开封府挺近。\r\n宾馆院子太小，放车不太方便；只有早餐，质量也是一般；与同样的宾馆相比，房价太高，一点折扣也没有；晚上房间南面有施工的，太乱，装载机差点把人乱死。', '短评打分': 1}
{'短评内容': '宾馆位置不错，我要的是豪华单间，很舒适，孩子特别喜欢，房间有些小，但真是还不错。早餐很好，服务不错。值得推荐。', '短评打分': 5}
{'短评内容': '住宿条件还不错，离景点也挺近的，服务也还好，', '短评打分': 5}
{'短评内容': '感觉不错', '短评打分': 5}
{'短评内容': '很不错。', '短评打分': 5}
{'短评内容': '宾馆还可以，很干净。', '短评打分': 5}
{'短评内容': '+以入住', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '服务态度不错，为客户着想，地理位置优越，距离相国寺，开封府都可以步行到达', '短评打分': 5}
{'短评内容': '如果不考虑床的舒适，该酒店还是可以的。位置离开封府、相国寺很近。建议大家看看开封府，早上还有表演“铡美案”。如果游览的地方较多建议到景区买年票，一两个的话，找个蹦蹦车拉你去，他会带你到小旅行社买门票，带免费导游。当然他会有回扣的，但是图个方便还算值得。', '短评打分': 5}
{'短评内容': '设施简单，倒也干净整洁。早餐也较简单。总台小姐和蔼可亲，门卫老伯在问路时也特别热情，赞一个！', '短评打分': 5}
{'短评内容': '性价比不错的宾馆，中午还可以提供工作餐（15元一人），比较清淡，适合老年人。需要改进的地方是晚上一开灯常发现有蟑螂。', '短评打分': 5}
{'短评内容': '早餐不太好,种类不多.不过室内条件还可以,位置最好,很方便出行.', '短评打分': 5}
{'短评内容': '酒店的服务非常好，员工都非常周到热情舒适度还不错。', '短评打分': 5}
{'短评内容': '酒店位置不错，走不远可以到超市、鼓楼夜市和一家黄家包子铺。酒店属于地税部门，在地税机关的院子里，有强烈的政府味道。停车场较小。\r\n早饭不怎么样，机关食堂风格。\r\n总体还可以。', '短评打分': 5}
{'短评内容': '早餐挺差劲的,种类也不多.工作人员也比较不专业.有待提高.', '短评打分': 1}
{'短评内容': '如果不讲设施，这个酒店的卫生情况还是不错的，但是我入住的房间的卫生间的天花板上漏水，由于我入住时已经晚上，带的东西又多，晚上已懒得和前台联系，第二天一早联系前台后，告诉我楼上的房子后两日内不会让客人入住，立即维修。这样，我就在原房间继续入住，哪知次日晚发现又开始漏水，由于第四天就要退房，我只能打电话告知前台又漏水，因为东西太多，不愿意调房，请他们考虑房价打折。结帐时被告知不能打折。还有，该酒店的早', '短评打分': 1}
{'短评内容': '感觉一般般，三星标准还是有的，要求不太高还行吧！客房内第一映入眼帘的竟是一张损坏物品赔偿表，稍觉不爽！', '短评打分': 1}
{'短评内容': '价格和档次成正比，房子装修比较有档次！干净！服务态度比较好！始终是微笑服务！但是送的早上自助餐比较差！中午晚上餐厅不营业！', '短评打分': 5}
{'短评内容': '整体来讲对开封这家酒店还是非常满意的，在当地算是比较不错的酒店了。', '短评打分': 5}
{'短评内容': '位置就近选择的,所以还不错.硬件和软件条件也很好我本人挺满意的.酒店整体感觉还不错.', '短评打分': 5}
{'短评内容': '酒店的环境配置都很不错，算是比较达标的一家星级酒店。', '短评打分': 5}
{'短评内容': '过的去', '短评打分': 5}
{'短评内容': '位置、服务都可以，早餐、性价比一般。', '短评打分': 5}
{'短评内容': '卫生条件感觉不太好，服务一般，设施也一般化，其他都还成。', '短评打分': 5}
{'短评内容': '卫生条件感觉不太好，服务一般，设施也一般化，其他都还成。', '短评打分': 5}
{'短评内容': '服务很不错，挺热情，办事也挺周的，感觉挺贴心的。', '短评打分': 5}
{'短评内容': '酒店服务挺热情的，房间打扫的也蛮干净，设施还可以，热水也不错，感觉住的挺舒适的。', '短评打分': 5}
{'短评内容': '酒店离鼓楼挺近的，周边交通挺便利的，出行很方便。', '短评打分': 5}
{'短评内容': '酒店早餐不错，味道挺不错，质量挺好的。', '短评打分': 5}
{'短评内容': '我觉得这家酒店价格倒是挺合适的。', '短评打分': 5}
