{'descr': '酒店电话永远打不通！！！', 'star': 3}
{'descr': '整体环境还不错，迷你，温馨，整洁，就是隔音效果差。如果入住单人间只提供一套洗漱用品', 'star': 3}
{'descr': '挺干净 挺好的 感觉性价比很高', 'star': 3}
{'descr': '还好吧，简简单单，没有惊喜也没有失望 ！总台的工作人员态度不错，比我以前住的168的好多了。', 'star': 5}
{'descr': '房间整洁，服务态度良好，性价比相当高。就是房间的隔音效果太差，说话声音较大隔壁吵到隔壁房间。', 'star': 5}
{'descr': '本店地理位置很好，步行3分钟左右就到了十全街，酒吧街。夜生活很丰富。服务很好，房间空间很大', 'star': 5}
{'descr': '第二次入住了，感觉还不错。服务，卫生都挺好，下次还会入住。苏州打车太难了。。。。', 'star': 3}
{'descr': '总的来说还行 隔音差点 隔壁的动静大 影响休息', 'star': 5}
{'descr': '环境不错，隔音效果再好点就好了', 'star': 3}
{'descr': '住了几次了  这次终于肯安排二楼了  每次都跟我说特价房只在一楼  可是介绍的时候明明是1--2楼   但是环境设备还是不错的  ', 'star': 5}
{'descr': '还好，挺方便的。环境也不错，服务也好。\n就是有点吵', 'star': 5}
{'descr': '房间里还算不错，唯一就是房间服务员比较吵。', 'star': 5}
{'descr': '服务和房间还可以，也比较安静。离网师园近些。周边没什么吃饭的地方。', 'star': 5}
{'descr': '店内陈设简洁整齐  周围环境不错  设备齐全  价格合理  ', 'star': 5}
{'descr': ' 这个酒店还挺好的，地理位置不错，周围设施也方便。就是我住一楼，有点湿。', 'star': 3}
{'descr': '总体还可以，只是日光灯颜色偏冷', 'star': 3}
{'descr': '＋环境挺好，服务周到，特有家的感觉～', 'star': 3}
{'descr': '房间太小啦其他只能说一般般吧，而且住的楼是分开的中间还要穿过一个院子，看起来满破的，很不安全的感觉不会考虑再次入住', 'star': 1}
{'descr': '还不错，性价比高。', 'star': 3}
{'descr': '性价比很高的，以后还会继续入住的哈，希望优惠更加多一些', 'star': 5}
{'descr': '干净整洁  整体环境不错  就是一楼有点吵 不是很安静  ', 'star': 5}
{'descr': '空调室外机噪音较大，员工在过道来往的时候大声喧哗，感觉管理松懈！', 'star': 1}
{'descr': '位置好，干净，安静。还非常便宜，下个月去苏州，还会过去住的', 'star': 5}
{'descr': '服务周到，态度好！人气比较旺,下次来还住这儿。', 'star': 5}
{'descr': '第一次住如家感觉很不错，环境很好，物有所值…', 'star': 3}
{'descr': '好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '服务不错，环境也很好，就是地理位置不太好找，找了大半天，说是竹辉路，但是不是在那条路上！', 'star': 5}
{'descr': '总体可以，自己出游可以考虑，周边为商圈，方便走走', 'star': 5}
{'descr': '房间太小，', 'star': 3}
{'descr': '离车站远，比较干净，房间很小，说不要临街的，还是给了临街的，晚上没有客房服务，毛巾发黑，价格也不算低。', 'star': 1}
{'descr': '有一位前台女的服务还真是差，从不正眼看人，语气差。之前电话致店问公交路线，描述不清（线路站数）害我们坐错车耽误了好久时间，到店后好言好语跟她说话不晓得是不是没领到工资怎么那样的态度，同时她还和别的客人发生争执，态度恶劣无法形容。\n房间比较干净，较小，性价比低，晚上8点就没有服务了，想要个干净拖鞋说什么阿姨下班都没人拿，我们就住2楼，借了吹风机结果不给拿拖鞋... 237一晚，离车站很远，有点不值，', 'star': 1}
{'descr': '一如如家一贯的风格，干净温馨，到各个景区都比较方便。是个不错的选择。', 'star': 3}
{'descr': '位置比较好，离十全街很近，价格合适。\n但是酒店里的毛巾等不适很干净', 'star': 1}
{'descr': '很好，很热情，挺舒适。下次还住这儿，地理位置不错。', 'star': 5}
{'descr': '环境不错，房间虽小，但布置得很温馨。干净。。。服务也很不错', 'star': 5}
{'descr': '服务不错，房间干净！热水水量也很大！房间隔音效果一般！早上有早餐吃！不错~', 'star': 5}
{'descr': '很不错, 非常干净, 洗澡水的水流也很大', 'star': 5}
{'descr': '这个如家还不错，挺干净，幽静！可以考虑下次入住！', 'star': 3}
{'descr': '今入住苏州如家竹辉店，房间挺好而温馨。感觉待续！', 'star': 3}
{'descr': '位置很好，十全街附近，也很安静。但是房间内毛巾浴巾看起来不干净，很旧。', 'star': 5}
{'descr': '房间还可以而且离我去的地方很近，下次还会去住', 'star': 5}
{'descr': '地理位置好，晚上散步时周边风景优美，只是房间有点吵。', 'star': 5}
{'descr': '浴室下水有点问题，其他都不错，试了下网速，只能说一般，到了晚上速度就可以了，浏览网页的话没什么问题。', 'star': 5}
{'descr': '卫生状况很好，也很整洁，各方面都不错。', 'star': 3}
{'descr': '标准间房间干净，性价比高，值得推荐，入住中发现2个遗憾的地方：1、卫生间及浴室地漏不通畅，必须将地漏面板拿掉才行，浴室积水；2、标准间没有配“电吹风”，男士到还可以凑合，女士头发较长的就必须等着晾干了', 'star': 1}
{'descr': '我入住了，这里环境还不错', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '不错的地方，来过几次了，以后还会常来，对登记的工作很负责，这点很重要，提高了住客住宿的安全性，周围购物的地方也很近', 'star': 5}
{'descr': '特价房的价格很优惠，环境也不错，内部设施还是很齐备的，很不错', 'star': 5}
{'descr': 'Good but still need to improve the decoration!', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '还可以 比较安静 不是靠路边的 就是电视坏了比较郁闷。。。。。', 'star': 5}
{'descr': '很不错，虽然房间很小，但是感觉确实很方便，该有的都有，设计比较巧妙', 'star': 5}
{'descr': '酒店很温馨，床单很干净，环境很优雅，服务态度好。', 'star': 5}
{'descr': '位置有优势,清洁,但初次前往的客人,尤其是开车去的不好找', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '经济实惠，但酒店很多用具都比较旧了，隔音不太好，差旅目的随便暂住还算过得去。', 'star': 3}
{'descr': '交通方便!距離酒巴街很近,飲食和購物算是便利!', 'star': 5}
{'descr': '很干净的酒店，位置也不错，走路到沧浪亭和孔庙不过几分钟。', 'star': 5}
{'descr': '地理位置优越，环境比较肃静，前台服务热情周到，来有迎声，走有送语。餐饮服务需要加强。', 'star': 5}
{'descr': '酒店在市中心，比较干净，但是酒店的拖鞋有很浓的化学品的味道，希望酒店能为客人的健康着想，提供好一些的拖鞋。', 'star': 1}
{'descr': '不错~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '值得推荐，一直都很满意。房间也很大，空调也很好。', 'star': 5}
{'descr': ',房间干净清洁卫生，装饰温馨，给人犹如家的感觉！淋浴喷头出的水舒服', 'star': 3}
{'descr': '房间虽然小一点，但是干净，热水出水很快，空调也很暖，房间里灯光也足。', 'star': 5}
{'descr': '房间有点小,短时间住的话还可以,其他的没什么,价跟那摆着呢总体还成', 'star': 5}
{'descr': '房间不错，卫生、舒适，特别是前台接待很温馨。值得推荐，下次还会入住', 'star': 5}
{'descr': '环境不错，很干净，就是房间有点小', 'star': 3}
{'descr': '方便，主要附加还有个早点小店，实惠干净。力推菜饭。\n还是要评价下这个酒店的水，够大的。舒服', 'star': 5}
{'descr': '市区地段，交通方便，但是早餐食品卫生 要注意，客人离店不久就开始拉肚子~~~~~~囧', 'star': 5}
{'descr': '很好，很温馨，被子是粉红的，很有家的感觉。呵呵。服务也很好。', 'star': 5}
{'descr': ' 热水供应很好,设施都不错,还有书桌,真的有小家的感觉。床很软,喜欢被子的颜色!', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '工作人员太没有责任感，前台登记完后当时没有返我证件，他发现后又不主动送回房间，早上结帐时又没有返给我，我离开后又不想办法联系我，等我晚上到机场后才发现证件没了,差一点害我上不了飞机。而且房间很冷。', 'star': 1}
{'descr': '位置不错~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '环境状况还不错，里面卫生还蛮干净的，里面的格局也很好，还有房间里面有个放衣服的可折叠的架子我超喜欢。不过就是单人间的空间好像小了一点，网速也不是很快，希望网速能快一点。', 'star': 5}
{'descr': '房间很干净，热水出水很快，量很大，但是数字电视太卡了。', 'star': 5}
{'descr': '房间很大，环境也不错，但是宽带速度很慢，还有房间的隔音效果不太好 外面人讲话里面听的很清楚 这点很不好 总的来说还可以吧', 'star': 5}
{'descr': '~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~太小了', 'star': 1}
{'descr': '地理位置还行，卫生一般。饮用水两瓶有些少了。', 'star': 5}
{'descr': '房间布置简单大方，基础设施齐全，有宽带，很干净，舒适', 'star': 5}
{'descr': '地理位置，环境还好。', 'star': 3}
{'descr': '位置很不错，里面也很干净，价格也比较适中，推荐！', 'star': 5}
{'descr': '地理位置比较方便，设施还凑活。房间装修味道太浓。', 'star': 5}
{'descr': '卫生还算可以，就是有点偏，而且正好是隔壁装修，很吵，别的都可以~~~还有就是电视机好老，遥控器不能温柔对待', 'star': 5}
{'descr': '酒店不错，很干净，就是隔音不太好', 'star': 3}
{'descr': '房间很小很小很小，暖气热到必须得开窗，而浴室的水正经那叫一个不热', 'star': 1}
{'descr': '  房间很干净，舒适，服务也很好', 'star': 3}
{'descr': '服务很好，就是房间稍小了点。', 'star': 3}
{'descr': '小归小，但是很干净，服务也很有礼貌。我很满意。', 'star': 5}
{'descr': '非常好，非常好,非常好,非常好,老顾客了,很温馨', 'star': 5}
{'descr': '如家酒店干净卫生，性价比优良，非常不错。', 'star': 5}
{'descr': '普普通通 但这样的价格来说 总体还算挺不错的啦 性价比还蛮高的', 'star': 5}
{'descr': '挺好的，房间虽然小，但是很温馨。除了隔音效果不是特别好', 'star': 5}
{'descr': '看上去不是那么洁净。窗户对着的地方很乱。不过交通确实很方便。', 'star': 1}
{'descr': '非常不错的酒店,性价比很高下次继续住，希望保持！', 'star': 5}
{'descr': '房间比较小，当时还在装修，位置不错,比较适合去旅游的。', 'star': 3}
{'descr': '和深圳东门的如家一样，每天回去都能在门缝里发现夹着的色情卡片，心里不禁想“莫非色情服务和如家合作实现了全国连锁经营？”开玩笑的！其实在门缝里发现这样的东西，让人对酒店的安全管理水平产生怀疑。其他的都不错，符合如家的水准。还有，个人觉得睡房面积偏小，洗手间面积偏大，洗手间面积是不是可以划出一些出来给睡房？', 'star': 5}
{'descr': '标准的经济酒店 没什么特别 价格适中 \r\n标准的经济酒店 没什么特别 价格适中 ', 'star': 3}
{'descr': '网速很快，房间有点小，不过还是挺好的。隔音效果不是很好，但也不算差。', 'star': 5}
{'descr': '服务好干净', 'star': 3}
{'descr': '服务好，干净，就是在预定的时候可以提供更加快捷的服务', 'star': 5}
{'descr': '标准的经济酒店 没什么特别。标准的经济酒店 没什么特别。', 'star': 5}
{'descr': '没有满足我换房的要求。一层环境比较差，晚上有比较大的噪音。', 'star': 1}
{'descr': '环境还不错，安静', 'star': 5}
{'descr': '交通方便，地理位置好，周边餐饮也方便，还有酒吧。', 'star': 5}
{'descr': '我是长期在附件上班的，加班就得住附近。此店物超所值，服务态度好，值得推荐。', 'star': 5}
{'descr': '很不错，位置，性能，态度，都不错，价位适中。', 'star': 3}
{'descr': '挺好 舒服，干净，就是刚开始订房 说没有 等了三小时', 'star': 3}
{'descr': '不错。位置也算中心。卫生服务都还不错的。', 'star': 3}
{'descr': '服务态度很好感觉也满干净', 'star': 5}
{'descr': '设施很好\n态度不错', 'star': 5}
{'descr': '房间太少，等了两个多小时，但是服务态度好，房间干净。', 'star': 5}
{'descr': '不错，位置，卫生服务设性价比都不错，就是窗户开的太高就在床头，，一早就被光线给照醒睡不了了！', 'star': 5}
{'descr': '舒适度还是不错的，干净卫生，交通很方便，周围有公交，离园林也很近', 'star': 5}
{'descr': '很好，很干净', 'star': 5}
{'descr': '还算可以的一家酒店', 'star': 5}
{'descr': '卫生和设施都很好。。屋子很温馨！不错！！', 'star': 5}
{'descr': '环境还可以', 'star': 5}
{'descr': '酒店还在内部粉刷，隔音效果太差，其他还可以！', 'star': 5}
{'descr': '小屋子很温馨的感觉', 'star': 5}
{'descr': '总体非常不错，服务态度很好', 'star': 5}
{'descr': '服务很好，餐饮不错。', 'star': 5}
{'descr': '还不错，就是房子小些，还算经济', 'star': 5}
{'descr': '总体感觉非常好。干净、舒适、设施比较齐全。', 'star': 3}
{'descr': '床品睡着不是很舒服，环境、卫生还行吧，但是大床房比双人间小的太多了。', 'star': 5}
{'descr': '酒店房间小了点，隔音效果差了点，不过相比较而言性价比还是蛮高的', 'star': 3}
{'descr': '交通方便，但房间小了点', 'star': 3}
{'descr': '前台还算热情 地段比较好 去观前 十全街 汽车南站都比较方便 这是我住的主要考虑 ', 'star': 3}
{'descr': '总台还算热情 我选择主要是地段还可以 离观前和车站比较近 周围吃饭也方便 ', 'star': 5}
{'descr': '挺经济的，卫生条件不错~', 'star': 5}
{'descr': '房间不是很大但是很干净，服务员态度也很好，唯一缺点是房间的隔音不是很理想而且走廊里走过的游客声音很大，酒店应当在前台给予游客提示。', 'star': 5}
{'descr': '第一次入住如家。真的非常不错。很适合自由行。今后出行还会选择如家。', 'star': 5}
{'descr': '很好的酒店 ', 'star': 5}
{'descr': '觉得还可以，比较经济型的啊~', 'star': 5}
{'descr': '酒店房间太小，隔音效果一般', 'star': 5}
{'descr': '大床房真的好小，把我对如家的好印象一扫而光，房间隔音还特别差', 'star': 1}
{'descr': '床硬的咯死人。其它还好，有阳台感觉不错。', 'star': 3}
{'descr': '这家很安静,交通也方便.', 'star': 5}
{'descr': '房间小，服务一般，出行还算方便，性价比一般，说不上好坏，不过以后会住别的地方试试。还有商务那边不能用电脑，说电脑一直是坏的，停车场非常之小，怕晚上车停不进去，所以下午的时候就先把车停好，打车出去，怕回来了没有地方停车了。', 'star': 1}
{'descr': '不错', 'star': 3}
{'descr': '交通方便', 'star': 5}
{'descr': '位置不错，走路15分就到观前街了，隔壁的马路上都是公车也很方便。非常合适。', 'star': 5}
{'descr': '距火车站、汽车站不太远，位于离市中心（观前街）有几公里的乌鹊巷，比较安静， 价格又比市中心的同类店便宜。 不错。', 'star': 5}
{'descr': '总体不错，性价比高', 'star': 5}
{'descr': '卫生间有蚂蚁', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '楼道的隔音太差', 'star': 5}
{'descr': '隔音太差，其他都还好', 'star': 5}
{'descr': '很干净，感觉也温馨。会向朋友推荐。', 'star': 5}
{'descr': '总之挺好的，就是隔音效果差。', 'star': 5}
{'descr': '位置不错，价格一般，喜欢泡吧的住在这里比较方便', 'star': 5}
{'descr': '还行', 'star': 5}
{'descr': '挺好的', 'star': 5}
{'descr': '隔音比较差', 'star': 5}
{'descr': '房间的卫生和设施方面都很好,住在很舒适,位置也不错,出行很方便,是一家性价比很高的酒店.', 'star': 3}
{'descr': '周围不是很吵，各项都很齐全，值得推荐\r\n如果早上要吃早点，附近就有苏州老字号的面馆之类的，另外，因为周边小区多，所有早上附近的小吃还是挺多的。\r\n休闲：竹辉路上有工人文化宫，可以散步，泰华商场购物，金逸电影城看电影，另外，晚上12点以后的酒吧非常热闹，呵呵，我没去。。离酒店大概500m左右距离，走路10分钟以内', 'star': 5}
{'descr': '性价比不粗的酒店，但是房间太小了一点，电视机也比较旧了，交通比较方便', 'star': 3}
{'descr': '还不错，就是有点难找！', 'star': 5}
{'descr': '说实话隔音效果蛮差的，但是性价比可以了。', 'star': 3}
{'descr': '性价比还是挺高的，服务什么的都不错。就是觉得空间比较小。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '还行，就是大床房空间小了一些1', 'star': 5}
{'descr': '隔音很不好，早餐面包似乎不新鲜', 'star': 5}
{'descr': '还不错的酒店,位置也挺好的,价格也很合适,卫生和服务都挺不错的,总体的感觉还是挺好的.', 'star': 3}
{'descr': '停车很方便 ', 'star': 5}
{'descr': '房间太小,', 'star': 5}
{'descr': '不错，只不过隔音差了点', 'star': 5}
{'descr': '隔音很不好，服务很好的，标准单人间还是很温馨的', 'star': 5}
{'descr': '地方比较安静，不过有些房间没有窗户，直接对着走道。', 'star': 5}
{'descr': '房间了一些而起空气不好有股味道,设施比较简陋,卫生服务都很一般.', 'star': 3}
{'descr': '这次去感觉位置还不错，房间较小，电视机色调老化，房间有股异味，卫生设施还行，只能对得住这价位', 'star': 5}
{'descr': '酒店地理位置虽有点偏，但周边设施还挺好，价格不贵，服务、卫生都不错，下次我还住！', 'star': 5}
{'descr': '被苏州地图误导了……结果其实不是很远，离网师园和沧浪亭都很近，附近有车站可以直接到拙政园和狮子林，服务态度很好，很喜欢房间的布局', 'star': 5}
{'descr': '酒店内部环境还可以,房间也很干净,人员服务态度也热情,就是外围环境有点乱,不过价格还是挺便宜的.', 'star': 5}
{'descr': '这家店节假日房价会涨价，我上次住的是159，这次就变成209，觉得这个不是很合理', 'star': 3}
{'descr': '酒店的位置离市中心有点偏了,卫生设施服务都可以的,酒店的价格和位置比较的话,价格有点高了', 'star': 5}
{'descr': '酒店各方面感觉都挺好的,就是当时住的是特价房,所以没有窗户,通风不是很好,不过也还可以', 'star': 5}
{'descr': '除了隔音效果不好,其它方面还都不错的.', 'star': 5}
{'descr': '总体还行，住的是特价房，位置都是在一楼，房间隔音效果不好，酒店的地段比较不错，性价比可以', 'star': 5}
