{'descr': '冷', 'star': 1}
{'descr': '位置很好，住的舒服，房间稍微大点更好，前台服务员貌似新招的，', 'star': 5}
{'descr': '环境不错，离地铁站比较近。就是房间的隔音效果有点差，墙体不是实体墙，而是板墙。总的来说还不错///////////////////////////////////////', 'star': 5}
{'descr': '服务不错，交通还算方便，离四号线新街口站差不多10分钟左右的路程，房间比较小，也没有衣橱什么的，比较迷你，卫生间还算干净。房间隔音很差。', 'star': 5}
{'descr': '步行五分钟可达地铁站,交通方便。房间不大,但很干净,晚上噪音不大,环境尚可。', 'star': 3}
{'descr': '房间小了点，到了才知道特惠房靠近锅炉房，声音较大,别的都还可以', 'star': 1}
{'descr': '地理环境比较好，出行方便，就是房间太小了~', 'star': 5}
{'descr': '酒店条件不是很好，由于下面几层是其他单位，并且开放，所以进去的人比较噪杂，晚上有些干扰。价格与装修及条件相比较贵，还没有早餐，竞争力较差。', 'star': 1}
{'descr': ' 不错', 'star': 3}
{'descr': '很满意。', 'star': 3}
{'descr': '第二次住这里，感觉比上次好很多！准确地说，是标准房比特价房好很多，没有噪音，很安静！赞一个！', 'star': 5}
{'descr': '在北京住宿，这价钱还可以，周围吃饭很方便，服务人员也很热情。但是不应该到晚上11点还在施工，打扰顾客休息.', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '过了二十点给取消了,不过经央求又续上了,说特惠没了.有点小,其它还行', 'star': 3}
{'descr': '房间太小,而且晚上睡觉有噪音', 'star': 3}
{'descr': '便捷，方便，能够满足在京办事临时需要，酒店服务员服务热情周到。', 'star': 5}
{'descr': '住宿条件一般，住在六楼，感觉房价有持续的较大的噪音，不过考虑到这个价格，可以接受！', 'star': 1}
{'descr': '服务不错，下次还会选择，会向朋友推荐这个酒店。', 'star': 5}
{'descr': '这是我住过最不卫生的《如家》  晚上回去一开门都是色情卡片 住了3天 天天回去是色情卡片 ', 'star': 1}
{'descr': ' 地段不错，房间稍小了些 ', 'star': 3}
{'descr': '服务太度一般，所订床位与实际不符，不够热情。', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '安静、干净、交通便利，服务周到，住着很舒适，', 'star': 5}
{'descr': '太小太吵', 'star': 3}
{'descr': ' 房间不错就是稍微小了点', 'star': 3}
{'descr': '房间设施很好，交通也很便利，性价比也不错，值得推荐。', 'star': 5}
{'descr': '物美价廉，位置不错，干净卫生，下次还会选择...', 'star': 5}
{'descr': '房间好小', 'star': 3}
{'descr': '位置还可以。就是按摩小广告太多。隔音不是很好。', 'star': 5}
{'descr': '交通方便，环境干净。值得推荐。没有早餐比较不太方便', 'star': 5}
{'descr': '非常舒适，交通便利。干净又温暖，适合我们出游暂住。', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '退房与入住的接续工作有待完善，以免入住者久等。', 'star': 3}
{'descr': '服务差，到了说你定的优惠房没有了，只有更贵的房子', 'star': 1}
{'descr': '总体而言，还行。我住的是大床房，如果是特惠房的话，锅炉的噪音会比较大。', 'star': 5}
{'descr': '还可以', 'star': 5}
{'descr': '有点吵。还行。下次住就不一定住这儿了，因为办事近的话可以选择。', 'star': 1}
{'descr': '优点:卫生条件可以,交通便利.离4号线的新街口站较近,离西直门站步行15分钟左右.\r\n不足:房间隔音不佳,从价格来说像237元的小房间,应在180元--200元为合理.', 'star': 3}
{'descr': '已入住\u3000', 'star': 5}
{'descr': '尽管房间小一些，但环境挺不错的。周边小饭馆挺多的，吃饭方便', 'star': 5}
{'descr': '位置不错在地铁附近，隔音一般有点吵，招牌再大点就好了。', 'star': 5}
{'descr': '+酒店交通方便，干净卫生，推荐入住。', 'star': 5}
{'descr': '位置佳，交通方便，附近小吃也很方便，只是房间太小，美中不足', 'star': 5}
{'descr': '比较不错，各方面就很好，交通方便，早餐不错，总之不错就是', 'star': 5}
{'descr': '酒店位置不错，但是设施不怎么样，床垫太薄，可以直接感受到下面的弹簧的硬度，浴室下边漏水，房间隔音不好。', 'star': 1}
{'descr': '帮同事订的房，评价很高，说是到哪都交通方便，值得推荐', 'star': 3}
{'descr': '服务很好,干净清洁。', 'star': 5}
{'descr': '离地铁很近，交通比较方便。就是房间实在太袖珍了', 'star': 5}
{'descr': '房间由于是顶层，顶子比较矮，不是很舒服。位置还比较好找。下次可能会选择其他酒店。', 'star': 1}
{'descr': '环境还不错，位置也挺方便的', 'star': 5}
{'descr': 'HAO', 'star': 3}
{'descr': '在地铁附近 交通很方便 ', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '挺不错的哦', 'star': 5}
{'descr': '酒店各方面均较好，酒店外面的吃饭的地方挺多，位置也较好找，但对于想参加北京展览馆展会的客人来说，不推荐入住，距离北展较远。', 'star': 1}
{'descr': '还行，不错', 'star': 5}
{'descr': '位置不错，位于新街口和西直门地铁之间！\r\n设施一般，总体来看尚可！\r\n', 'star': 5}
{'descr': '位置比较方便，总体感觉还可以的。', 'star': 5}
{'descr': '位置离新街口地铁口还是有一点距离的，而且附近没什么可吃的。房间还不错。', 'star': 3}
{'descr': '离展馆近\r\n房间卫生，早餐还可以，一般。\r\n符合如家的一贯风格', 'star': 5}
{'descr': '~~~~如果只是为了睡觉。。。应该选择这里，除了有张床，你不会看到别的东西', 'star': 3}
{'descr': '如果这也叫宾馆，那不知道旅馆应该是什么样的，应该是胶囊旅店，进屋就上炕', 'star': 1}
{'descr': '没落了如家在我心目中的形象。', 'star': 1}
{'descr': '位置不是很好', 'star': 3}
{'descr': '位置不是很好', 'star': 5}
{'descr': '房间太小', 'star': 3}
{'descr': '房间太小', 'star': 3}
{'descr': '早点不错、房间太小。', 'star': 5}
{'descr': '离地铁近，新街口餐饮店很多，还是很便利的。\r\n房间稍小了点，冬天开暖气片觉得室内太干燥。\r\n隔音效果差', 'star': 5}
{'descr': '地理位置不错，位于新街口和西直门之间，也很安静，卫生条件不错，就是房间比较小，值得推荐', 'star': 5}
{'descr': '布局不合理，洗手间都在里面。床直接挨着门，没有安全感，根本叫没隔音。', 'star': 1}
{'descr': '位置很好，离地铁站很近，楼下吃东西很方便，就是房间小，隔音也不是很好。', 'star': 5}
{'descr': '不错  有点小', 'star': 5}
{'descr': '房间太小了，隔音效果差，交通方便', 'star': 5}
{'descr': '是个值得推荐的酒店', 'star': 3}
{'descr': '性价比好，方便出行，上网畅通', 'star': 3}
{'descr': '方便，舒适，值得推荐', 'star': 5}
{'descr': '一般吧，不过交通很方便。', 'star': 5}
{'descr': '地理位置很好，不过周围有点乱，总的来说很不错', 'star': 5}
{'descr': '卫生很好很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的酒店', 'star': 3}
{'descr': '酒店在二环以内，价格贵，无中餐晚餐。', 'star': 3}
{'descr': '酒店仅提供早餐，每位15元，另前台工作人员经常只有一位，办事效率低。', 'star': 1}
{'descr': '房间实在太小，尤其是标间，被子都卡到门上了', 'star': 1}
{'descr': '房间里面比较好,环境一般,位置比较偏交通不是很方便,只是简单住了一晚没有很深印象.', 'star': 3}
{'descr': '酒店的价格还是挺实惠的.', 'star': 3}
{'descr': '总体来讲还不错，性价比也比较高，但是房间不隔音，并且偶有蟑螂出现，比较可怕。前台的服务很不错，表扬一下', 'star': 5}
{'descr': '房间的隔音效果不是太好,房间还不错虽然说有点小吧但是在北京来说还是比较不错的,服务员还是挺有礼貌的管理还不错.性价比还是挺好的,我还是比较满意这家酒店.', 'star': 3}
{'descr': '我觉得酒店环境还可以，而且做地铁也很方便，前台的服务一般', 'star': 3}
{'descr': '房间太小，别的还可以，楼下吃饭的地方较多。', 'star': 5}
{'descr': '酒店的设施条件还算可以，毕竟连锁酒店都是统一的，服务还行，位置一般，就是房间太小了。', 'star': 3}
{'descr': '首先这家酒店卫生环境挺好的,就房间面积有点小,而且床垫睡着也很舒服,不过去挺好的,交通很方便.', 'star': 3}
{'descr': '酒店的总体感觉不错.周边的交通还是比较方便的，不是购物就差点了.卫生和设施条件都不错.服务也挺周到的，各方面都挺符合我的标准的.', 'star': 3}
{'descr': '第一次选择如家，以后我就不会再选择星级酒店了。', 'star': 5}
{'descr': '感觉不是特别好，房间非常小，设施不太齐全，价格到是不贵。离地铁口也不是特别近。', 'star': 3}
{'descr': '房间小，服务卫生还是不错的。地理位置繁华，购物、交通、吃饭很方便。', 'star': 3}
{'descr': '交通方便 距地铁4号线才100米 房间小了点 但隔音性实在太差了 要是碰上一个吵闹的“邻居”您就别想睡安稳了', 'star': 5}
{'descr': '地理位置优越，坐车、购物都很方便，但房间太小，隔音不太好。', 'star': 5}
{'descr': '我对这家酒店不太满意,我是想去动物园,这家酒店离的有点远了,而且房间还是挨着锅炉房的,很吵.', 'star': 3}
{'descr': '我住房间有点小，卫生间的地板有的滑，我带的老人差点滑倒，希望能加强防滑措施。，早餐提供的还是不错的，丰富，交通也便利，当时选择的时候也是看中交通', 'star': 3}
{'descr': '非常不错，推荐入住', 'star': 3}
{'descr': '环境非常好，服务也不错，建议入住', 'star': 3}
{'descr': '酒店位置不错，就是房间小点。推荐入住', 'star': 5}
{'descr': '酒店的位置交通很方便，硬件设施和环境，感觉还算可以，价格比较适中，整体感觉比较温馨。', 'star': 3}
{'descr': '房间很小，宽带有时有，有时没有。房间很干净', 'star': 3}
{'descr': '离地铁口十几分钟的路程还算方便，也很好找，楼下还有护国寺小吃。', 'star': 5}
{'descr': '已经住了好几次了，总体来说还是不错的。', 'star': 3}
{'descr': '有时可以上网，有时不能上网。', 'star': 5}
{'descr': '位置好，也比较干净、温馨。让我比较郁闷的是，预定了到那竟然还需要等20分钟。', 'star': 5}
{'descr': '网上预订，迟到10分钟就给取消了。。也没有电话提醒~~', 'star': 1}
{'descr': '位置非常好，交通便利。隔音确实不太好。喜欢床单的颜色，感觉很温馨。这个价位在北京来说条件还是不错的。', 'star': 5}
{'descr': '总体还是很不错的', 'star': 5}
{'descr': '坐4号线在新街口下还是很好找的，也不用问路\r\n房间性价比比较高，也蛮舒服，就是稍微有点小，不过在这地段也不能奢求什么了，总体感觉如家的店都挺不错的\r\n不过隔音效果不是很好，隔壁电视好像响到三四点', 'star': 5}
{'descr': '找这个地方也很方便的。我打印了地图，然后没有问一个人从北京南站乘四号线到新街口下来，自己提着包直接找到，还是比较容易的。', 'star': 3}
{'descr': '推荐。\r\n1. 这个地方比较方便，临近地铁4号线。\r\n2. 生活方便，对于住店的人来说，周围都是吃饭的地方。\r\n3. 服务也不错。\r\n4. 不足的地方就是房间的隔音似乎不是非常好；而且不知道什么时候门缝里面被塞进一个“提供全方位服务“的卡片，开始我以为我自己的东西丢在地上了呢，昏倒。', 'star': 5}
{'descr': '房间隔音很不好,其它都很不错,位置很好但是第一次去不是很好找,打车去的司机不认识标识不是很清楚.', 'star': 3}
{'descr': '房间有点小，价格还算合理。', 'star': 5}
{'descr': '性价比差。', 'star': 1}
{'descr': '房间有点小，交通很方便，没有晚餐和午餐太不方便了', 'star': 5}
{'descr': '酒店的位置真的很好，外出游玩非常方便。房间的设施也还可以，只是空间很小。还有一点就是前台服务小姐的态度实在不敢恭维，尤其记得一个叫刘什么鹃的吧，像个聋哑人，说话爱理不理。', 'star': 5}
{'descr': '酒点最大的亮点就是位置了,距离西直门交通枢纽步行就10分钟吧,还是在二环里,旅游或者公出都不错. 但酒点可能是老楼改造的,房间很小,住宿的感觉只能说一般吧. 但联系到价格,此店性价比还是可以的.', 'star': 5}
{'descr': '位置很好。离新街口、西直门都很近，交通便利，周围也有很多商店。卫生不错，总体来说，很值。', 'star': 5}
{'descr': '酒店服务还是可以的.而且位置也是非常好距离北京北站很近,出行也算方便.性价比比较好', 'star': 3}
{'descr': '位置很好,酒店里面也很干净,就是没有早餐,不太方便,房间面积也有点小,不过整体感觉还不错.', 'star': 3}
{'descr': '一般我出行我都住如家,干净舒适,出差比较多但去那都有这种回家的感觉还是非常满意的.', 'star': 3}
{'descr': '相对房价来说，相当舒适，位置不错，唯一有点不足的就是房间较小，可能是位置好的原因，2环内一寸土地一寸金啊', 'star': 5}
{'descr': '房间很小，但是住起来比较舒服', 'star': 5}
{'descr': '服务质量很好，卫生条件没得说，绝对的干净舒适，而且客房里的布置也非常温馨。就是隔音效果有点差。总体来说外出住如家非常划算', 'star': 5}
{'descr': '旅游出行比较方便 ', 'star': 5}
{'descr': '房间让人觉得很舒服 就是16平米内的椅子太狭小 让人觉得不舒服~其他都挺好的！', 'star': 5}
{'descr': '服务态度没的说、房间有点下、其他的都不错哦', 'star': 5}
{'descr': '酒店的隔音效果不好，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', 'star': 3}
{'descr': '服务态度不好，当时我和朋友想换个房间，酒店明明有房间，但就说没有，我觉得这点很不好，酒店的环境还可以，地理位置也不错', 'star': 3}
{'descr': '酒店的整体不错的，服务卫生以及设施都很好的，酒店的位置不错的，出行很方便的，性价比不错的酒店。', 'star': 3}
{'descr': '非常不错的酒店,干净舒适；尤其是位置特别方便,价格也很合理；性价比还是比较高的；值得推荐的一家酒店', 'star': 5}
{'descr': '推荐', 'star': 5}
{'descr': '酒店还是不错的，但是服务我是没有怎么接触，所以也不好说，不过酒店里确实挺干净的，硬件设施倒是比较不错，交通也比较方便。', 'star': 5}
{'descr': '位置特别方便，环境也还可以，就是设施差了点，卫生间味道特别重', 'star': 5}
{'descr': '酒店的格局太小，房间的面积比较小，其他方面都还可以，价格差不多，交通位置挺好的。', 'star': 5}
{'descr': '酒店很干净,设施比较齐全,位置比较好出去旅游很方便离西单王府井颐和园动物园这些地方都不远很好,服务也不错性价比很好,这家酒店还是很满意的.', 'star': 5}
{'descr': '酒店的环境硬件设施都比较不错，就是房间的面积有些偏小。隔音效果也不是很好，但是位置出行交通方便，价格适中，整体来讲算是比较合理的酒店可以推荐入住。', 'star': 5}
{'descr': '非常好，舒适、干净，服务也很好。\r\n在前台还能租到自行车，10块钱半天，骑车逛胡同很不错哦！', 'star': 3}
{'descr': '房间挺干净，服务也不错，价格也比较合适，就是那打车不好打，有点不方便', 'star': 5}
{'descr': '对于这个价位来说，房间内的服务和环境都很好，但是房间稍微小了一些，其他都还不错', 'star': 5}
{'descr': '酒店的卫生条件和服务都还可以的，隔音效果不好，很吵的，酒店的位置还可以的，出行很方便的，性价比还可以的。', 'star': 5}
{'descr': '酒店的环境不错，价格便宜，而且位置也不错，交通很方便', 'star': 5}
{'descr': '酒店的房间面积比较小了,服务卫生以及房间的内部设施和酒店的价格还算合适的,酒店的位置还可以的', 'star': 5}
{'descr': '酒店的环境硬件设施都还不错，位置出行交通方便，服务卫生也很达标，价格合理适中整体来讲还是非常不错的连锁型酒店值得推荐入住。', 'star': 5}
{'descr': '酒店里面很干净，服务也不错，而且地理位置挺好的，交通便利，就是价格比较贵。', 'star': 5}
{'descr': '感觉挺好的，虽然房间有点小，不过还是挺舒服的，离地铁站也不远，走路10几分钟就能到 ', 'star': 5}
{'descr': '酒店各方面都非常好,卫生干净整洁,设施完善,位置也很好出行很方便,非常值得推荐的酒店.', 'star': 5}
{'descr': '各方面都还不错啦，就是房门隔音效果不太好，对面住的是带小孩的人，晚上会有点吵...', 'star': 5}
{'descr': '服务态度很好，但是服务员配置不合理。前台只有一个人忙死，客房那边却是服务员扎堆。\r\n\r\n另外在前台可以租自行车，10块钱半天，骑车逛北京很棒哦~', 'star': 5}
{'descr': '前台服务人员频繁换岗，造成客户入住手续办理复杂，但总体服务态度较好。', 'star': 5}
{'descr': '酒店的硬件设施面积很小.位置出行非常方便,价格也很合理.环境卫生情况都挺好的.', 'star': 5}
{'descr': '春节前住了2天，是商务大床房。总体感觉是位置较好，旁边有2个小吃点挺方便，还有就是安全感挺好。不足的地方是房间太小，暖气虽然很足，还有小型空调可以加热，但觉得睡得不是很舒服。\r\n\r\n如果一个人出差办事，还是挺合适的。渡假什么的，就不建议住那里了。', 'star': 5}
{'descr': '住了5天，整体感觉还可以。就是房间比较小了点，出门有可以直达天安门、西单、颐和园的808路。吃饭比较方便。但是床单换的不及时。担不是很龌龊。', 'star': 5}
{'descr': '服务卫生都不错,价格也合适.', 'star': 5}
{'descr': '房间太小。可能是地段原因晚上经常有大货车经过很吵，房间隔音差。', 'star': 1}
{'descr': '就位置挺好的，周边环境很好，很繁华，但酒店没什么特别的服务，卫生，设施都很一般，房间还特别的小', 'star': 1}
