{'descr': '由别的酒店改造的。', 'star': 3}
{'descr': '酒店位置还不错，房间还算干净。但是，入住没有毛巾，说用完了，只有两个浴巾，枕头只有2个，太矮，想增加也没有。到了承德才知道价格也没什么优势，后来换酒店住了。', 'star': 1}
{'descr': '好', 'star': 3}
{'descr': '地处火神庙站附近  离避暑山庄很近  住宿环境不错  安静 卫生  吃饭也很方便  好', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '很好！老板娘很热情。在这里住宿很方便。到避暑山庄非常近。', 'star': 5}
{'descr': '服务态度还行，就是酒店环境太差，凳子都快坏了！我都没有敢坐\n！柜子也是坏的！被子是新的！但是有几个洞', 'star': 1}
{'descr': '服务态度很好，设施比较齐全，同等价位中算不错的了，出行比较方便，距离避暑山庄很近，乘座公交车也很方便，附近还有个超市，有几家不错的饭店。下次还会选择这家酒店。', 'star': 5}
{'descr': '位置还是不错的，出行很方便，但设施太简陋了，我住的那天网也不能上，情愿多加几十块钱住边上的速8    。。。。', 'star': 1}
{'descr': '地理位置很不错，去各个旅游景点都有公交车从门口过，非常方便。但是预定正赶上旺季，400多的房价确实是挺贵的。好像淡季才200多嘛。', 'star': 5}
{'descr': '不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.建议增加早餐', 'star': 5}
{'descr': '不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.不错,感觉比承德浦都快捷酒店（东兴路店）干净多了,以后还会来.', 'star': 5}
{'descr': '不错   前台大姐很热情  问什么都告诉你 \n酒店处在繁华地带  离山庄5分钟行程  吃饭的地方很多  下次还来这里', 'star': 5}
{'descr': '网上预订的酒店相比较，这家酒店自身还是性价比较高的。有自己的停车场还是挺方便的。只不过，周围还有不少更便宜的宾馆，条件也差不多。无法在网上预定而已。看重价格的可以直接订房，不必在网上预订。', 'star': 5}
{'descr': '地处市区,环境不错,周边吃饭购物方便', 'star': 3}
{'descr': '市区中心交通方便。周边吃饭也方便。离步行街也近。酒店在小区里面还算安静。停车场很小想要酒店人员帮忙指引。房间很一般。不是旅游季节不值这个价格。也就是招待所的设施。反正一个晚上，凑合吧。', 'star': 5}
{'descr': '酒店离避暑山庄不远，房间格局不错，阳光充足，能上网，老板娘很热情，如果能多一些不同形式的电插头会更好，可以适合不同充电的需要，但整体来说性价比高，下次到承德还会来这里。', 'star': 5}
{'descr': '-还可以老板姐人不错.位置不错.好象服务太少.房间打扫不太好.', 'star': 3}
{'descr': '干净，离我要去的地方很近，价格公道，如果能够有早餐服务就更好了，希望能够改进，下次来办事还会住这里。最好能够免费打电话，很多地方都提供这样的服务了。', 'star': 5}
{'descr': '此洒店一般，卫生不太好，出行不便。', 'star': 3}
{'descr': '酒店房间有点小，不过交通很便利。', 'star': 3}
{'descr': '酒店不错,挺方便', 'star': 3}
{'descr': '性价比正好,网速太慢', 'star': 3}
{'descr': '位置不错，服务员负责任，老人假牙遗忘店内，服务员负责任给收起来，很感谢！\n位置不错，服务员负责任，老人假牙遗忘店内，服务员负责任给收起来，很感谢！', 'star': 5}
{'descr': '地理位置十分理想，距离市中心很近，购物、吃饭、随便溜达溜达，都很方便；距离避暑山庄也只有几分钟的路。酒店设施有点旧了，卫生条件一般，停车不方便，车位太少了。不过出来玩，有个尚且干净的地方休息就够了。还可以吧。', 'star': 5}
{'descr': '宾馆不延街，安静。走廊布置的不错。停车位少，到晚的只能停在路边收费停车场。', 'star': 3}
{'descr': '位置不错，距离避暑山庄不到10分钟的路程，早餐在下面的马路上有个快餐店，干净快捷，比较适合自驾游得朋友居住哦', 'star': 5}
{'descr': '唯一可以说的就是位置好，其他的可不敢恭维，特别要提的是被褥，套开口处看到里面的好像很久很久没洗过一样，又脏又湿，换了一套也差不多，晚上睡觉直犯嘀咕。', 'star': 1}
{'descr': '房间干净，夏天没蚊子。价格有点高，房门下方有个巴掌大的窟窿，前台服务员托说没关系，没有给换房的意识。', 'star': 5}
{'descr': '宾馆位置好，环境不错，离避暑山庄近，步行五分钟到。', 'star': 3}
{'descr': '虽然房间小，但可以免费停车，服务也很周到。在承德这地方也算是性价比高的了，只是洗澡水忽冷忽热，有一床被罩旧了点（发黑而且破了），希望能改进。', 'star': 5}
{'descr': '位置有点偏，但还算方便。停车有些不便，需要小心。', 'star': 5}
{'descr': '房间小点，卫生条件还是不错的。周边环境坐车很方便。', 'star': 5}
{'descr': '基本设施还可以，房间还比较干净，就是毛巾和被子看起来黑了吧唧的不太干净。停车位比较紧张，去晚了停车是个问题。标间400的价格和提供的服务，相对于其他省市的旅游景点来说性价比比较低。', 'star': 5}
{'descr': '交通方便，停车场免费，环境还可以，服务超级好，下次来还要住这里', 'star': 5}
{'descr': '酒店位置不错，能停车，挺干净，就是房间有点小，出门旅游有个休息的地方就行了，何况在旅游旺季风景区能找到这么便宜的地方，不容易。', 'star': 5}
{'descr': '典型的经济型小宾馆。在旅游旺季算不错的了。房间不大，基本功能具备，服务也还成，居家旅游还算合适。', 'star': 5}
{'descr': '位置不错，设施一般，标间床有点小。好在对面就是大超市，楼下有家饭店味道非常好又实惠。', 'star': 5}
{'descr': '位置比较便利，服务不错，住得还算舒心。下次有机会还会来。', 'star': 5}
{'descr': '酒店房间卫生不好，隔音不好，环境也比较恶劣，性价比很低', 'star': 1}
{'descr': '位置很好，距离避暑山庄、外八庙都近，吃饭方便。可以', 'star': 5}
{'descr': '位置很好，距离避暑山庄、外八庙都近，吃饭方便。', 'star': 5}
{'descr': '当地正是避暑旺季，又是周末，所以住店价格普遍较高，四百在北京可以住四星级酒店了，不过在那就是快捷酒店的价格，还好吧，停车位置相当紧张，不过也勉强停下了，可以刷卡。位置离山庄很近，比较市中心的地方。', 'star': 5}
{'descr': '位置好，服务不错，停车位太少，我的车停在酒店外的小路上，紧挨着台阶。不知是谁在机器盖上划了两道。到了北京才发现。其实我并没挡道，这还是老板让我停的。希望老板以后和周围搞好关系，再别发生这种事情！', 'star': 5}
{'descr': '酒店不错，就是房间小点，停车的地方虽然小点，但还能停开，物有所值。', 'star': 5}
{'descr': '地理位置不错，环境整体比较干净，是值得推荐的地方，有机会还会选择168。', 'star': 5}
{'descr': '去承德之前在网上选了好久。最终选了比较便宜的这个酒店。酒店感觉还可以。地点很好。老板娘很热情。性价比高。酒店设施还可以。比想象的要好。', 'star': 5}
{'descr': '交通比较便利在市中心，可是房间太小了，一家三口根本就没办法住了，下次不会去了', 'star': 1}
{'descr': '条件还可以，价格适中，地点很好，在市中心，没有停车的地方', 'star': 5}
{'descr': '服务不错，位置不错，价位适中，卫生条件需进一步改善', 'star': 5}
{'descr': '还不错，交通方便。房间比较干净，服务也不错。', 'star': 5}
{'descr': '离景点很近，卫生不错，就是车位少了点，性价比好', 'star': 5}
{'descr': '市中心，紧靠避暑山庄，交通方便，房间有点小，承德的酒店偏贵。', 'star': 5}
{'descr': '房间小，但五脏俱全，关键是有自己的停车场，虽然不大，要停车趁早，晚了就没有地方了，哈哈！', 'star': 5}
{'descr': '酒店服务不错哟，各项设施都还可以，周围交通也很方便的说', 'star': 5}
{'descr': '酒店不错，房间干净，而且都有窗户，比较大，阳光充足。就是酒店比较偏僻，在小区里面，停车院很小，都是坡不太好开进去。老司机好点', 'star': 5}
{'descr': '入住浦都快捷酒店感到很亲切，工作人员都挺热情，酒店还提供免费停车，安全有保障，酒店在市中心，下坡道就是美食街，离避暑山庄也很近，不用打车，走着10分钟就到了，这家酒店有得天独厚的地理位置，是避暑山庄游客的首选住所', 'star': 5}
{'descr': '太次了，下次绝对不去，旁边有个速8不知如何', 'star': 1}
{'descr': '位置好，交通便利，条件还算干净，是不错的选择，住的比较舒心，老板娘态度特别好', 'star': 3}
{'descr': '还不错，地段好，房间不大床挺大，就是不好停车', 'star': 5}
{'descr': '服务态度很好', 'star': 3}
{'descr': '服务热情，环境还行，交通便利，对面有大超市', 'star': 5}
{'descr': '还行 值得入住  下次还会选择继续入住 性价比还算高', 'star': 5}
{'descr': '还不错，价格上挺实在的，环境也还可以！', 'star': 3}
{'descr': '  不错   性价比很高   有早饭更好了。', 'star': 3}
{'descr': '其他的都好，就是电视遥控坏的，叫一个男的服务员上门换态度很不好。结账的时候速度太慢了', 'star': 5}
{'descr': '地段还行，但墙壁隔音效果一般，隔壁一直闹到凌晨两点多，听得比较清楚，价格中规中矩。', 'star': 5}
{'descr': '酒店还是比较干净，位置点也很好 价格也算合理，能接受直得推介！！！GOGO', 'star': 5}
{'descr': '条件一般,价格在旅游旺季也算可以', 'star': 3}
{'descr': ' 酒店不错', 'star': 3}
{'descr': '还好吧', 'star': 3}
{'descr': '还不错，干净也很安静，就是旧了点，设备不全，早餐没东西吃', 'star': 3}
{'descr': '酒店设施一般，像个招待所，位置是不错，离山庄景点很近，购物在路对面有超市', 'star': 5}
{'descr': '端午假期的后两天在承德闲逛 酒店订的晚了 只好选了这家名不见经传 249一晚\n\n进了酒店简直吓一跳 就是个招待所... 暗淡肮脏 毛巾都是灰色的 \n\n床垫子下头的床板本体估计是木箱子堆得 一动箱子咣当响 卫生间也非常简陋 四白落地的白瓷砖 都显不出干净啊,,,黑门黑床 灰墙灰布......\n\n房间保洁都没有推车 物品都堆在走廊地板上... 反复汗 ', 'star': 1}
{'descr': '靠近市中心的步行街，房间挺大挺干净，没有啥不好的', 'star': 5}
{'descr': '周边环境一般，在楼群里开车比较费劲。房间里面设施比较差。与价位不对称。而且不能刷卡，差点不能入住，比较麻烦。', 'star': 1}
{'descr': '设施一般，性价比不高，不是很干净，交通较便利。', 'star': 1}
{'descr': '重新装修了，下次还会继续住的，能不能提供下入住免费停车服务啊', 'star': 5}
{'descr': '服务态度不错，地理位置好，其他还没时间感受！', 'star': 3}
{'descr': '很不错，很温馨很舒适，就是入住的时候正好装修，很吵。其他的都还可以。', 'star': 5}
{'descr': '正在装修 空调制热效果不好 ，平时住住还行 天气冷有点问题', 'star': 1}
{'descr': '地理位置非常好,但是价格也涨了,早餐也取消了,可为什么这个卫生是越弄越差劲了.房间灰的很..唉..希望能改进.', 'star': 5}
{'descr': '，酒店不错，环境，服务态度，价格都不错，会继续光顾的。', 'star': 3}
{'descr': '地段好 价格便宜 设施完善 环境很好 下次还会选择这家', 'star': 5}
{'descr': '性价比比较高，早饭还可以，就是最近在装修，比较吵', 'star': 5}
{'descr': '超好的地理位置，购物很方便，对面就是大超市。就是停车场有点远，而且要收费。', 'star': 5}
{'descr': '挺方便。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '价格偏高，地处商业中心区，但停车没地方，远，不方便不说，还要付费！', 'star': 1}
{'descr': '很好很强大~~', 'star': 3}
{'descr': '挺不错的................................', 'star': 5}
{'descr': '位置非常好，紧邻步行街，能看到团氿的风景。\r\n没有停车位，大堂在七楼不方便。', 'star': 5}
{'descr': '地处市场中心,旁边就是步行街,酒店没有停车场,驾车者不推荐', 'star': 1}
{'descr': '酒店没有停车场 要停到很远的一个大厦楼下的一个付费停车场；酒店在一个商场楼上 很不方便 跟商场共用一个电梯 坐上7楼才到酒店大堂 平常电梯人很多 很拥挤 电梯速度很慢，酒店设施很陈旧，一开进房间一股味道 房间里有个很老式的布艺上面很脏，房间没有顶灯，开启房间所有的灯都举得很光线很暗。这个给我感觉不太好 很不舒服 ', 'star': 1}
{'descr': '酒店的设施及位置均很好，如果带电脑的房间价位稍低点的话，那就更加理想了。', 'star': 5}
{'descr': '酒店的位置不错，但环境太嘈杂，没有停车场，入住不够方便。\n酒店服务尚可，住宿条件一般。', 'star': 3}
{'descr': '酒店的位置很好，但停车很不方便。周围环境太吵闹。\r\n', 'star': 1}
{'descr': '卫生还可以有网线没电脑', 'star': 5}
{'descr': '酒店地理位置优越，临近胶河路步行街，楼下是新东方百货，购物方便，床铺睡得舒服，热水24小时供应，水量非常大，值得推荐！', 'star': 5}
{'descr': '一般般', 'star': 5}
{'descr': '马马虎虎，早餐太差，老是那个样子，希望改进早餐。。。。', 'star': 3}
{'descr': '靠近步行街，出行很方便，最不方便的就是停车太麻烦了。', 'star': 5}
{'descr': '马马虎虎，住着还可以，就是早餐不行，电梯内无空调。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '马马虎虎，住着还可以，就是早餐不好，没胃口，太单一，电梯每空调。', 'star': 5}
{'descr': '住着不舒服，床垫太差，被褥不干净，住着难受。。。。。', 'star': 1}
{'descr': '宜兴天天福城市酒店宾馆条件不错，就是毛巾有点破旧，建议更新一下。还有就是早餐品种太少，不过以入住价格来说，已经算性价比比较高的了。总的来说还是蛮好的。', 'star': 3}
{'descr': '不错，已经住了好多次了~位置好，也干净，在市中心', 'star': 5}
{'descr': '位置很好，就在市中心，逛街很方便。房间里灯比较暗。', 'star': 5}
{'descr': '宾馆条件不错，就是毛巾有点破旧，建议换更新一下。还有就是早餐品种太少，不过以入住价格来说，已经算性价比比较高的了。总的来说还是蛮好的。', 'star': 5}
{'descr': '马马虎虎，电梯内太热，电梯内太热，电梯内太热，电梯内太热，电梯内太热，电梯内太热', 'star': 3}
{'descr': '马马虎虎，电梯里边太热电梯里边太热电梯里边太热电梯里边太热电梯里边太热', 'star': 5}
{'descr': '要转乘电梯很麻烦,这么热的天酒店大堂没有空调,房间里的空调也很老了,至冷效果很不好.而且隔音很差.', 'star': 1}
{'descr': '除了不好停车之外，其他都还好。地处市中心，坐拥四五个百货商场，是个逛街购物的地方。', 'star': 5}
{'descr': '环境不错！~地理位置优越！~早饭很不错！~', 'star': 5}
{'descr': '蛮好的。很安静。就是不知道为什么上不了网', 'star': 5}
{'descr': '其他都好，就是早上餐厅不开空调~', 'star': 5}
{'descr': '除了换乘电梯外其他一切都OK。。。', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '还凑合', 'star': 5}
{'descr': '酒店的装修比较新，还是比较个性的装修，比较时尚。不过居然没有网络，让这个酒店失色不少。早餐比较简单，品种不多。还有要搭两部电梯才能到房间，比较麻烦。', 'star': 1}
{'descr': '酒店位置非常好。是一家性价比不错的酒店。', 'star': 5}
{'descr': '便宜，别的没啥了', 'star': 3}
{'descr': '比较干净', 'star': 5}
{'descr': '经济实惠，住了很多次了', 'star': 5}
{'descr': '很满意，能有停车位就更完美了', 'star': 5}
{'descr': '不错的酒店，房间很大，还有沙发，在宜兴的市中心，交通很方便，性价比很高，值得推荐，', 'star': 5}
{'descr': '再次入住。。地理位置极佳。。购物美食都方便。。价格似乎涨了二十元。不过还算是实惠的。。', 'star': 5}
{'descr': '较为普通的经济型酒店， 在一座商厦的楼上，地点位于宜兴市中心，旁边吃饭购物比较方便，整体还可以。', 'star': 5}
{'descr': '不错，性价比高，而且边上就是商业区。', 'star': 5}
{'descr': '就是有点高大堂在7楼，上下的电梯小了点。别的都很好，服务态度也很好。', 'star': 3}
{'descr': '还不错，房间很大，设施也还可以，就是空调制热不怎么好，过了一夜感冒了，早餐种类也少了点', 'star': 5}
{'descr': '服务都很好，是位于市中心的，出行非常方便，价格也很便宜', 'star': 3}
{'descr': '还可以', 'star': 5}
{'descr': '地段是相当的不错，就是停车不太方便。', 'star': 5}
{'descr': '位置超好，服务人员态度好。但是我住的房间卫生间成了死穴，超差，厕所冲不下去，门关不起来。', 'star': 5}
{'descr': '酒店地段较好，在市中心，还可以，对得起这个价格，但是毛巾看上去很旧很脏，建议换掉。', 'star': 5}
{'descr': '床头柜上有灰尘\r\n住在11楼，还能听到马路上的汽车喇叭声，而且房门的隔音效果非常差。\r\n地理位置很好，价钱也不高，性价比还是不错的', 'star': 1}
{'descr': '不错的酒店', 'star': 3}
{'descr': '我住过的性价比最高的酒店，相当便宜。设施基本上可以比拟4星级酒店了', 'star': 3}
{'descr': '这家店位置就在步行街旁边,并且又在商场楼上,所以对于爱逛街的朋友来说,真的是很好的选择了.另外,酒店的房间装修挺好,还很干净.但是就是这个酒店在7楼,下面的一层需要走楼梯,很麻烦的!如果拖很多行李的话,就好累哦!', 'star': 5}
{'descr': '大厅就在新东方百货七楼..逛街购货很方便啊。。旁边就是步行街。。绝对市中心，１４０的标间比想象中大很多，还有双早，很实惠。。下次朋友来还会入住。。隔音稍差！', 'star': 5}
{'descr': '还行吧，逛街比较方便', 'star': 5}
{'descr': '整体来讲还是一家很不错的酒店,位置非常好,出行都很方便,服务上也很周到的,住着很舒适,下次再来可能还会选择这家酒店.', 'star': 3}
{'descr': '酒店里面蛮干净的,不过就是床单感觉有些破旧,服务还可以,价格有点偏贵.', 'star': 3}
{'descr': '在步行街旁边，交通非常便利，附近有大超市，晚上可以看到人工湖的美景，还看到了美丽的烟火，房间很整洁干净，前台服务也很好，给我们出行的疑问提供了很多解答，欢迎她来北京玩！总之是我目前住过性价比最高的酒店了！', 'star': 5}
{'descr': '相当舒适的酒店，酒店的设施和服务应该达到了4星级的标准，可是价格比快捷酒店还要便宜。真不错！', 'star': 5}
{'descr': '8月初入住该酒店，140元的双标价格，性价比高。酒店在市中心新东方百货大厦，前台位于7楼，以上均为酒店客房。标房空间宽敞，窗外可见湖景，视觉也不错。', 'star': 5}
{'descr': '没车位', 'star': 5}
{'descr': '酒店停车有点麻烦', 'star': 5}
{'descr': '不错的酒店', 'star': 5}
{'descr': '性价比很好，房间特别干净，服务也很周到，酒店的位置也不错，外出方便，值得推荐', 'star': 5}
{'descr': '酒店唯一不好的地方就是没有停车场,其他方面都还可以', 'star': 5}
{'descr': '整体环境都不错，服务热情周到，设施也比较新，卫生方面也不错，酒店在市中心所以交通也挺方便的', 'star': 5}
{'descr': '該酒店總體環境還不錯,服務一般,只是酒店總台在7樓,需要繞到在一家商場的後門才可進去,那個小門口和酒店實在是很不般配,\r\n另外我報出是由藝龍已預定好的,但酒店服務員及主管都說沒有預訂信息,後來我才查証到是酒店的管理出的問題,希望類似的問題不要在發生!', 'star': 5}
{'descr': '环境、位置、设施都还不错，只是一些旅客需要的东西如水果刀等却提供不了。\r\n床不稳，隔音效果不是很好，隔壁大的动静还是可以听得清楚的', 'star': 5}
{'descr': '配套实施有些简陋,环境卫生非常好,位置出行交通方便,价格也很合理.', 'star': 5}
{'descr': '酒店的环境很好，而且服务和卫生都很不错，整体感觉很舒服。', 'star': 5}
