{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '10月2日下午4点入住感觉前台的先生态度一般不够热情，房间内较干净但是有一点点的烟味（可以接受中本人也抽烟），地理位置不错在金坛的市中心旁边就是华罗庚中学（如使用导航或电子地图时输入华罗庚中学可以达到）。晚上吃饭问题大找不到像样点的饭店（周围带着LP和孩子转了1个小时也没找到），最后在沿河一家干锅店吃的（什么名字也没看大概是饿慌了）味道还可以。3号早上在不远的KFC解决.哦！忘了说酒店的宽带速度太', '短评打分': 5}
{'短评内容': '店的环境和地理位置还不错，但是隔音太差了，基本上不隔音，太吵了', '短评打分': 3}
{'短评内容': '还行吧，在金坛这个消费比较高的小城市，这个价位还算可以。', '短评打分': 5}
{'短评内容': '和女朋友在那边住了2晚 房间蛮不错的 就是床单有点硬了 电视稍微小了点 其余都还不错个 打扫也及时 还可以的', '短评打分': 5}
{'短评内容': '还不错，没有什么不方便的，毛巾之类的有些旧了，建议更换。', '短评打分': 5}
{'短评内容': '有无线网络，但是其他太差了。', '短评打分': 3}
{'短评内容': '位置很好，大床房落地窗特敞亮，附近还有商业街，交通便利。', '短评打分': 5}
{'短评内容': '临街有点吵车位少，不过挺干净', '短评打分': 3}
{'短评内容': '房间还算干净  毛巾用的有点久了建议更换', '短评打分': 5}
{'短评内容': '如家快揵酒店很温馨，价格合理。但是发到信箱里的消费券不知道如何用，问酒店小姐都不知道。希望能讲明白如何消费，不要流于形式。', '短评打分': 5}
{'短评内容': '还是隔音效果差，外面走路的声音里面都听得很清楚', '短评打分': 5}
{'短评内容': '隔音效果不好，外面说话和走路听的清清楚楚', '短评打分': 5}
{'短评内容': '酒店性价比很好，早餐能在好一些就更好了，比较卫生，安静', '短评打分': 5}
{'短评内容': '还是 很好的 就是隔音效果不太理想  但 下次还回再来的  不错', '短评打分': 5}
{'短评内容': '空间有些小，价格适中，同等价位之中这家酒店还算不错，整体来讲比较好一些.', '短评打分': 5}
{'短评内容': '不错,酒店环境挺好的!不错,酒店环境挺好的!', '短评打分': 5}
{'短评内容': '酒店性价比尚可，但有提升空间。1、因为订房前为说明要求，入住后满房间的香烟味，开窗吹了半天才好；2、空调不好用，有气没力；3、半夜值班的阿姨在走廊里敞开嗓门聊家常，扰人清梦。 如家明知自己酒店隔音不好，为什么不对员工要求保持安静？', '短评打分': 5}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '很好很舒服，环境不错，价格实惠。有机会还要入住的', '短评打分': 5}
{'短评内容': '这次到大学兄弟那边去玩。金坛的城市规划很好。就是酒店附近早餐店不多，转了一圈也没找到像样的早餐店，第二天开车到集集小镇吃的早餐。酒店的隔壁就是华罗庚中学，可惜没留影。住了两天，感觉还好。服务员的素质也挺好的。但存在的缺点有个：墙壁的隔音效果不好！', '短评打分': 5}
{'短评内容': '一直住的挺满意的，过了桥就是市中心，就是没有多少吃的地方', '短评打分': 5}
{'短评内容': '中规中矩的一家酒店，服务相当不错，在县级市的酒店令人耳目一新。适合商旅入住。', '短评打分': 5}
{'短评内容': '环境不错,挺干净,性价比还行.\r\n不过,最好写字台配个抽屉,可以放些私人东西.', '短评打分': 5}
{'短评内容': '性价比挺高的', '短评打分': 3}
{'短评内容': '硬件条件还可以，但是千万别睡靠马路那一边的房间，我睡三楼 太吵了。。。', '短评打分': 5}
{'短评内容': '性价比不错的酒店，房间很干净，服务也不错，交通方便，下次还会入住。', '短评打分': 5}
{'短评内容': '第二次入住了，蛮好的', '短评打分': 5}
{'短评内容': '你们的硬件要改善下了', '短评打分': 5}
{'短评内容': '很好 位置好 房间不错 一贯的如家', '短评打分': 5}
{'短评内容': '闹市取静，交通方便，房舍简洁。 对于短期的旅行者，是个不错的选择。', '短评打分': 5}
{'短评内容': '非常不错的酒店', '短评打分': 5}
{'短评内容': '房价比较狭小 电视机比较差 方便面也没准备 不过感觉还不错 80分吧', '短评打分': 3}
{'短评内容': '房间里没吃的 而今不提供晚饭 不怎么好', '短评打分': 5}
{'短评内容': '这家酒店当时就住了一个晚上,时间比较短,所以没什么太多的感受,不过整体条件都还不错,没什么问题.', '短评打分': 3}
{'短评内容': '卫生不错很干净，设施完善，地理位置交通方便，服务热情周到，性价比不错的值得推荐', '短评打分': 3}
{'短评内容': '价格太高，没有一点的优惠，以后不想在去住了！', '短评打分': 1}
{'短评内容': '设施比较落后，格局不好，以后不会去住', '短评打分': 1}
{'短评内容': '以前入住还是比较满意的,最近两次入住差了很多,一次是空调运行不正常,下水道不通畅,到晚上9点以后才有热水;另一次是酒店在装修,噪音大.', '短评打分': 5}
{'短评内容': '对于酒店的硬件设施和服务还较为满意，性价比高，早餐差了一点，总体还不错，以后还想住这。', '短评打分': 5}
