{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '非常好的经济酒店，服务好周到，房间干净整洁，比较人性化，再加台饮水机就完美了', '短评打分': 3}
{'短评内容': '服务态度还行，卫生不错！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '环境很好。物超所值', '短评打分': 3}
{'短评内容': '位置离汽车站比较近，服务不错，出行方便，适合出行居住', '短评打分': 5}
{'短评内容': '环境不错 服务不错 位置不错 总之就是哪哪都不错 ', '短评打分': 3}
{'短评内容': '卫生不错，服务态度也挺好！交通方便，以后再来还会考虑！', '短评打分': 5}
{'短评内容': '第三次住如家，很满意，性价比很高，很好！！！！', '短评打分': 5}
{'短评内容': ' 该店没有停车的位置，也没有人告知，服务不热情', '短评打分': 3}
{'短评内容': '服务态度好,环境优美！', '短评打分': 3}
{'短评内容': '位置不错~~~服务不错~~~设施也不错~~~', '短评打分': 5}
{'短评内容': '干净 快捷 卫生 价钱也还不错 交通位置很好   市区内   离火车站 汽车站 xx站 xx站都很近   还有很多公交   很不错', '短评打分': 5}
{'短评内容': '温馨舒适的环境，做到了如家一般的感觉服务', '短评打分': 5}
{'短评内容': '离汽车总站很近、很方便，卫生也不错，前台的一个小伙子工作很主动，经理还礼貌的希望提出对该店的服务意见，很好！', '短评打分': 5}
{'短评内容': '酒店不错,很温馨,里面的服务人员很好,很热情很亲切,值得推荐~', '短评打分': 5}
{'短评内容': '和其他的如家没有啥区别，都是房间小，卫生可以，早餐一般。', '短评打分': 5}
{'短评内容': '不错，离汽车站很近，坐车坐船很方便。汽车站就卖到大连的船票。', '短评打分': 5}
{'短评内容': '房间很干净，在最高一层。阳光很好。地点也不错，方便火车到烟台的人。', '短评打分': 5}
{'短评内容': '住过几个城市的如家，风格一致，就是有的房间太小，比如我们住烟台的就比保定的房间小的多。但是烟台如家交通很方便，出门几步就是汽车站和码头，赞一下楼下的牛尾汤，味道不错。', '短评打分': 3}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '综合还是挺不错的，值得推荐，烟台人就是热情！', '短评打分': 5}
{'短评内容': '卫生太差，屋顶在装修，在卫生间打死了两只蟑螂。', '短评打分': 1}
{'短评内容': '如家一贯的风格，我们订的是商务大床房，房间小，床还是舒服的。交通方便，旁边几步就是客运站。楼下的牛尾汤味道不错。黄金周房价较平', '短评打分': 5}
{'短评内容': '房间非常干净舒适，服务态度很好~', '短评打分': 5}
{'短评内容': '不错，房间卫生干净，就是晚上晾衣服地方少了些，其余都不错，很方便。', '短评打分': 3}
{'短评内容': '很好，总台服务热情，考虑周到，让人放心，购物、逛街、吃饭都很方便，下次还会选择在此入住。', '短评打分': 5}
{'短评内容': '房间还不错，服务也不错！', '短评打分': 5}
{'短评内容': '还是很不错的，卫生很干净，态度服务很好！地角也很好啊！值得推荐', '短评打分': 5}
{'短评内容': '该酒店地理位置很好，乘坐火车、汽车、轮船都很方便，卫生条件不错，工作人员的服务态度很好质量也很高。酒店客房简洁明了、经济适用，性价比较高。\r\n唯一不足是房间感觉有些窄小。\r\n建议：增设中午和晚上的自助餐。\r\n谢谢', '短评打分': 5}
{'短评内容': '各方面都还不错，就是价格是否可以再便宜点就更好。我会推荐给他人。', '短评打分': 5}
{'短评内容': '代订第一次的店，据反映周边非常方便。价格还是可以的。', '短评打分': 5}
{'短评内容': '还好吧，每次去烟台都住在这。大堂里总是能碰上美女，不知为何。靠小区的房间比较安静。', '短评打分': 5}
{'短评内容': '房间没有窗户，其他的设施都很不错，这里离车站很近，交通方便。下次来还是会选这个地方。网上订房也很方便。', '短评打分': 5}
{'短评内容': '性价比高，很适合两个人住，交通也很方便，离火车站汽车站都很近，附近饮食也很方便，住宿环境也很干净', '短评打分': 5}
{'短评内容': '不错，服务员很好，房间挺干净的，性价比挺高，值得推荐！', '短评打分': 5}
{'短评内容': '可以接受', '短评打分': 5}
{'短评内容': '前台服务态度超级好~感觉很舒服~就是房间性价比不是很高呀~', '短评打分': 3}
{'短评内容': '房间的门即使关上了也有一条缝隙，严重不隔音，本来早上想睡懒觉结果没睡成。早晨要洗澡没热水据说燃气管道维修。房间很温馨，干净，服务还可以', '短评打分': 3}
{'短评内容': '一般般', '短评打分': 5}
{'短评内容': '刚入住，感觉还可以，地点也好，下次来还会预订。', '短评打分': 5}
{'短评内容': '汽车总站的如家位置在一个小巷子里面，有点偏僻，而且汽车总站那边不是很繁华，而且218的价格已经很贵了！我们在开发区住的另外一家很便宜的，只要128的，和如家差不多环境，而且地理位置很好走路去第二海滨浴场只要10分钟左右，另外附近还有热闹夜市，外面也很好的！建议大家去烟台玩的旅客不要去如家，真的不要去！去一些不知名但是很不错的酒店又实惠又方便的！', '短评打分': 1}
{'短评内容': '很高兴能通过贵网预订并在18日如期入住烟台如家汽车总站店602房间，不错。干净！由于行程紧张，选择该店给我出行带来很大的便利。谨在此说谢谢！', '短评打分': 5}
{'短评内容': '服务人员很热情很专业，让人觉得心情舒畅，就是性价比不高诶~', '短评打分': 5}
{'短评内容': '挺好的~', '短评打分': 5}
{'短评内容': '没有晚餐，不方便！', '短评打分': 1}
{'短评内容': '前台服务很好，非常好的一家店，值得推荐！', '短评打分': 5}
{'短评内容': '干净整洁很舒适房间色调很温馨缺点是没有配备浴缸', '短评打分': 5}
{'短评内容': '位置很好，就在汽车站的旁边。很好找，周围的店也很多。值得推荐的！', '短评打分': 5}
{'短评内容': '算是还可以的经济酒店', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '交通方便', '短评打分': 3}
{'短评内容': '交通方便，睡的还行。', '短评打分': 5}
{'短评内容': '如家的都不错，位置非常方便，坐车吃饭很方便。', '短评打分': 5}
{'短评内容': '  位置不错，交通购物都很方便，最大的遗憾是房门关上之后有个缝，而且墙壁很不隔音，非常遗憾。早晨没有热水，据说是燃气管道坏了', '短评打分': 5}
{'短评内容': '服务什么的都没问题！就是酒店只有早餐，没有中餐和晚餐！', '短评打分': 5}
{'短评内容': '布置的很温馨，下次还是会去的。', '短评打分': 5}
{'短评内容': '房间很小，尤其不隔音。隔壁的男女搞出的各种怪动静都听得清清楚楚，很是讨厌，影响休息。床比较大，电视节目比较多。值得欣慰的是，卫生间热水很好，洗澡很舒服。但整个房间比较简陋。180元的房费，有点不值。', '短评打分': 1}
{'短评内容': '如家快捷，大家都知道的，性价比很高的酒店。', '短评打分': 3}
{'短评内容': '我住的是窗户开不了的房间,空气比较闷,最后开门透气半个钟才稍微好点,建议住窗户可以打开的房间.\r\n\r\n', '短评打分': 5}
{'短评内容': '我住的是窗户开不了的房间,空气比较闷,最后开门透气半个钟才稍微好点,建议住窗户可以打开的房间.另外房间没有隔音,隔壁房间的谈话听得到太清楚了.', '短评打分': 5}
{'短评内容': '条件非常一般，相对于价格不值得，不过位置倒还可以，靠近汽车站。', '短评打分': 1}
{'短评内容': '房间墙壁里有声音，估计是有鸟窝或者其他微型动物', '短评打分': 1}
{'短评内容': '太早停止供暖，晚上有點冷，附近吃飯的地方挺都的', '短评打分': 5}
{'短评内容': '我住的411 房间好冷 窗子漏风 空调制热不好 不如北马路店 ', '短评打分': 1}
{'短评内容': '地理位置很不错，快捷酒店嘛，对房间大小与设置及服务要求本来也不能太高，不过床很大，床单被罩都很舒服', '短评打分': 3}
{'短评内容': '一般化~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店交通便利 就是餐饮选择偏少', '短评打分': 3}
{'短评内容': '这个酒店中规中矩 交通便利 离汽车站 火车站 商业区都挺近', '短评打分': 5}
{'短评内容': '房间虽然小，但是床很大，不错', '短评打分': 3}
{'短评内容': '还可以，快捷酒店嘛，地方肯定不大，但是床很大，也没有什么声音，应该隔音还不错，离长途汽车站很近', '短评打分': 5}
{'短评内容': '可以，只是有点吵', '短评打分': 3}
{'短评内容': '酒店的位置很好，很方便的，设施条件和服务在经济型酒店来说都是很不错的，所以可以推荐。', '短评打分': 3}
{'短评内容': '我觉得酒店的位置还是蛮不错的,在汽车站附近,交通还是很方便的,酒店的内部环境也还不错,房间打扫的挺干净,设施也挺齐全的,服务方面还可以了,整体感觉价格还是挺合适的.', '短评打分': 3}
{'短评内容': '酒店的外围环境很不好，房间的卫生和设施还不错，酒店的服务也可以，整体感觉性价比还是不错的', '短评打分': 3}
{'短评内容': '位置好！座车方便', '短评打分': 5}
{'短评内容': '设施各方面都很好，以后不管到那个地方都要选择如家，很好，很温馨的感觉呢~~床很大的呢~~超级舒服~~', '短评打分': 5}
{'短评内容': '酒店隔音不好，入住时有点下雨，住在顶楼能听到雨一直滴答滴答到房顶的声音。而且很大。旁边屋子的人晚上12点好像几个人在打牌，吆喝的声音很大。让人无法入睡。电梯一直再坏，很是郁闷。', '短评打分': 1}
{'短评内容': '交通便利。', '短评打分': 5}
{'短评内容': '价格有点高，环境感觉一般，下次不会在选择了', '短评打分': 3}
{'短评内容': '如家的服务是很不错的，位置也挺方便的，价格我觉得是十一期间稍微有点高，另外他们房间里的地板还是拖鞋比较滑，不小心就会摔倒。', '短评打分': 3}
{'短评内容': '酒店的性价比不合适比较贵，卫生服务都还好，价格合理适中，出行交通算是比较方便的，但是同等酒店可以住到更便宜的价格。', '短评打分': 3}
{'短评内容': '什么都不错，只是吃饭不太方便', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '其实位置很糟糕！服务也很一般！开了两天的房间住了一晚就要去前台重新刷房卡', '短评打分': 1}
{'短评内容': '饭菜需要改进哈', '短评打分': 5}
{'短评内容': '地方不错。挺方便。外面什么吃的都有。订票也方便，酒店空调不行。不保暖，自动关闭。必须用摇控器开启，深夜被冷醒啦。', '短评打分': 5}
{'短评内容': '服务不是很到位,还是需要加强一下的,房间也比较小,设施还是挺齐全的,价格还算适中一些.位置挺好的出行挺方便,总体感觉还是不错的.', '短评打分': 3}
{'短评内容': '位置非常好，在汽车站斜对面，去火车站打的用不了10分钟，外面吃饭也很方面，米饭面食都有。附近也比较繁华。就是暖气太热，房间里很干燥，如果暖气不那样热就好了。\r\n', '短评打分': 5}
{'短评内容': '位置还是不错的,离汽车站很近,出行都是非常方便的,卫生和服务方面也都不错,呆着很舒适,就是房间的设施有些陈旧了,其它的都可以.', '短评打分': 3}
{'短评内容': '个别房间不能开窗换气', '短评打分': 5}
{'短评内容': '位置跟性价比都还行\r\n就是拖鞋不好 应该换换 你看看潍坊那的怡家客房 比你们便宜还是高层 还是液晶电视 拖鞋也比你们好\r\n我洗完澡地滑 把我摔的倒现在还不敢动', '短评打分': 1}
{'短评内容': '房间手机竟然接不到信号，待了3个小时后才知道，还没有房间给换，退房还要按钟点房收取，以后不会去了！', '短评打分': 1}
{'短评内容': '热水不好,晚点几乎没有热水', '短评打分': 5}
{'短评内容': '价位太高，而且地方小，不过，条件与设施还不错。', '短评打分': 5}
{'短评内容': '价位在山东如家里面比较高', '短评打分': 5}
{'短评内容': 'bu cuo ', '短评打分': 5}
{'短评内容': '距离火车站和汽车站都很近，交通方便。', '短评打分': 5}
{'短评内容': '还行吧', '短评打分': 5}
{'短评内容': '隔音效果太差，其他服务不错', '短评打分': 5}
{'短评内容': '标准B房相对标准A房来说，偏小了一些，内部设施都一样。这个位置挺方便，出来门口的大马路边上就有永和豆浆，晚上旁边有烧烤啤酒摊档。且去烟台山海边也很近，大概8块钱的士或者1元公交车约10分钟就能到，汽车站旁边有公交车站台，6路能去到。唯一样让人感觉最不好的是楼上放水洗澡的声音能听得很清楚，也就是说隔音不好。', '短评打分': 5}
{'短评内容': '酒店还是比较好的，如家的房间都挺干净的，里面的东西和装修服务感觉也挺温馨的，而其这个店的位置也不错，比较方便，价格适中。', '短评打分': 5}
{'短评内容': '只住了几个小时，因为在网上预订，所以在六点以前退房不能算半天，有点郁闷~其他还可以，周围环境有点乱。', '短评打分': 1}
{'短评内容': '我住了挺长时间的，感觉酒店的服务挺热情主动的，房间里打扫的也蛮干净的，周边交通很方便，火车站；汽车站都靠的挺近的，价格方面还是蛮合适的。', '短评打分': 5}
{'短评内容': '房间隔音应该改善，电梯太慢', '短评打分': 5}
{'短评内容': '隔音太差', '短评打分': 5}
{'短评内容': '房间很干净，就是隔音太差，早晨想睡个懒觉隔壁吵得太厉害，做爱声音都能听得清清楚楚，郁闷！！', '短评打分': 5}
{'短评内容': '整体来说还是不错吧，确实有点不好找啊。。。', '短评打分': 5}
{'短评内容': '床很大,很舒服,热水也很舒服.', '短评打分': 5}
{'短评内容': '感觉如家在全国办的都是挺不错的，而且这家店的位置也挺好的，很方便，硬件设施也都不错，就是前台的服务人员太少，入住离店的人多了，办手续很慢。', '短评打分': 5}
{'短评内容': '酒店整体感觉还不错,干净舒适;尤其是价格和位置很好;如果有机会也会再次考虑入住的;', '短评打分': 5}
{'短评内容': '酒店的地理位置很好，马路对面就是烟台汽车总站，美中不足的是餐厅午餐和晚餐只有5个菜可以选择，品种太少，周围也没有什么像样的餐厅，吃饭是个问题。', '短评打分': 5}
{'短评内容': '位置在汽车总站那里，交通很方便，我比较喜欢如家酒店，一般出差都是住如家，干净整洁', '短评打分': 5}
{'短评内容': '酒店的整体服务都很好酒店的位置在市中心交通很方便,酒店的性价比很高,服务态度非常好', '短评打分': 5}
{'短评内容': '当时住的房间的窗户打不开，通风不好，其他的我住着都比较满意，位置方便，赶长途车便利，价格也很优惠', '短评打分': 5}
{'短评内容': '卫生环境不错,服务也还可以,位置有点偏,隔音不太好,价格稍高一些', '短评打分': 5}
{'短评内容': '价格优惠，环境也很好，服务周到，出行很方便', '短评打分': 5}
{'短评内容': '酒店整体来说挺不错的，我基本上都会住如家，这个店的位置其实不错，但是在一条小巷子里，不是特别好找，早餐不够丰盛，不过他啊房间很干净。', '短评打分': 5}
{'短评内容': '这个如家的房间小，干净，服务还不错，交通挺方便的。', '短评打分': 5}
{'短评内容': '最大的优势就是距离烟台的几个交通枢纽都非常近啦。', '短评打分': 5}
{'短评内容': '房间比较小,隔音不是很好,但是房间蛮干净的,而且很实惠,位置也不错', '短评打分': 5}
{'短评内容': '酒店的服务很好，地理位置也很方便，去烟台会经常住此酒店', '短评打分': 5}
{'短评内容': '酒店的地理位置非常好靠近汽车站交通挺方便的，卫生啊服务啊都还可以。就是走廊的面积小点行走不方便。', '短评打分': 5}
{'短评内容': '酒店感觉很温馨，舒服，服务也比较好，干净。', '短评打分': 5}
{'短评内容': '各方面都很一般，价格也不低。', '短评打分': 3}
