{'descr': '跟80年代招待所没什么区别', 'star': 1}
{'descr': '服务周到，住着舒适，就是房间有点小，早上有时候会被打印机的声音吵醒，可能是我住的离收银台太近了吧~结账的时候还给了一张优惠券，不错！宾馆墙上有衣食住行指南，很方便！', 'star': 5}
{'descr': '卫生干净，房间整洁，服务态度好，打扫卫生及时，整体都很好。', 'star': 5}
{'descr': '卫生干净，房间整洁，服务态度好，打扫卫生及时，整体都很好。', 'star': 5}
{'descr': '环境挺好。干净卫生。服务态度也蛮好。很推荐。', 'star': 5}
{'descr': '环境挺好。干净卫生。服务态度也蛮好。很推荐。', 'star': 5}
{'descr': '房间很棒，采光很好，服务态度也很棒哈^O^～', 'star': 3}
{'descr': '房间很棒，采光很好，服务态度也很棒哈^O^～', 'star': 3}
{'descr': '这回在如家快捷酒店的入住十分满意,设施很完善,免费快带非常方便.', 'star': 3}
{'descr': '这回在如家快捷酒店的入住十分满意,设施很完善,免费快带非常方便.', 'star': 3}
{'descr': '觉得很干净服务也好，交通也还行', 'star': 3}
{'descr': '觉得很干净服务也好，交通也还行', 'star': 3}
{'descr': '大床房很宽敞，装修风格非常有家的感觉~而且交通业很方便哦~', 'star': 5}
{'descr': '大床房很宽敞，装修风格非常有家的感觉~而且交通业很方便哦~', 'star': 5}
{'descr': '＋很好，一如既往的如家', 'star': 3}
{'descr': '＋很好，一如既往的如家', 'star': 3}
{'descr': '第二次住这家店了，离学校近，出行方便', 'star': 3}
{'descr': '第二次住这家店了，离学校近，出行方便', 'star': 3}
{'descr': '環境挺好的,乾淨也很安靜。挺滿意的。', 'star': 3}
{'descr': '環境挺好的,乾淨也很安靜。挺滿意的。', 'star': 3}
{'descr': '位置还好，客房服务很好，价钱也不错，离学校很近。', 'star': 5}
{'descr': '位置还好，客房服务很好，价钱也不错，离学校很近。', 'star': 5}
{'descr': '房间有点小，剩下的不错，位置很好，去哪都方便', 'star': 5}
{'descr': '房间有点小，剩下的不错，位置很好，去哪都方便', 'star': 5}
{'descr': '房间比较小。但是很干净，房间有股清香的味道。一贯的如家风格。这是第二次入住他家了。总得来说还是满意的。', 'star': 3}
{'descr': '房间比较小。但是很干净，房间有股清香的味道。一贯的如家风格。这是第二次入住他家了。总得来说还是满意的。', 'star': 3}
{'descr': '优点是离天大比较近，环境比较整洁，尤其是被子盖着比较舒服。但房间感觉太小了，有压抑感，早餐比较丰富。', 'star': 5}
{'descr': '优点是离天大比较近，环境比较整洁，尤其是被子盖着比较舒服。但房间感觉太小了，有压抑感，早餐比较丰富。', 'star': 5}
{'descr': '室内很干净,布置很合理,光线柔和,下次还会光顾', 'star': 3}
{'descr': '室内很干净,布置很合理,光线柔和,下次还会光顾', 'star': 3}
{'descr': '感觉不错，暖气很足，旁边吃饭的点也多。会再次入住！', 'star': 5}
{'descr': '感觉不错，暖气很足，旁边吃饭的点也多。会再次入住！', 'star': 5}
{'descr': '房间虽小，但是干净整洁，比较温馨；不足之处是停车比较困难。', 'star': 5}
{'descr': '房间虽小，但是干净整洁，比较温馨；不足之处是停车比较困难。', 'star': 5}
{'descr': '房间不错\n就是在一楼有点吵', 'star': 3}
{'descr': '房间不错\n就是在一楼有点吵', 'star': 3}
{'descr': '服务满意、环境优雅', 'star': 3}
{'descr': '服务满意、环境优雅', 'star': 3}
{'descr': '非常喜欢，非常温馨，服务员态度不错，就是隔音好像不是太好。', 'star': 5}
{'descr': '非常喜欢，非常温馨，服务员态度不错，就是隔音好像不是太好。', 'star': 5}
{'descr': '环境还好！\n保密性较好！\n服务态度还好！', 'star': 5}
{'descr': '环境还好！\n保密性较好！\n服务态度还好！', 'star': 5}
{'descr': '环境幽闭，设施简单方便，隔音效果好。房型一般，但是私密感很强~', 'star': 5}
{'descr': '环境幽闭，设施简单方便，隔音效果好。房型一般，但是私密感很强~', 'star': 5}
{'descr': '不错 已经住了好几次了 价钱很合理 主要是地理位置方便', 'star': 5}
{'descr': '不错 已经住了好几次了 价钱很合理 主要是地理位置方便', 'star': 5}
{'descr': '入住如家酒店感觉不错,房间、被子、床单很干净,就是房间有点小。', 'star': 3}
{'descr': '入住如家酒店感觉不错,房间、被子、床单很干净,就是房间有点小。', 'star': 3}
{'descr': '环境不错，服务态度不错，设备比较齐全，如果能够有无限上网更好。', 'star': 5}
{'descr': '环境不错，服务态度不错，设备比较齐全，如果能够有无限上网更好。', 'star': 5}
{'descr': '非常好的旅馆', 'star': 3}
{'descr': '非常好的旅馆', 'star': 3}
{'descr': '环境好，服务周到！', 'star': 3}
{'descr': '环境好，服务周到！', 'star': 3}
{'descr': '房间虽然有点小，不过非常干净，而且远离马路感觉非常安静。价钱还不贵，推荐~', 'star': 5}
{'descr': '房间虽然有点小，不过非常干净，而且远离马路感觉非常安静。价钱还不贵，推荐~', 'star': 5}
{'descr': '很好，很干净，的确如家，以后常去天津，下次还会去住', 'star': 5}
{'descr': '很好，很干净，的确如家，以后常去天津，下次还会去住', 'star': 5}
{'descr': '酒店位置很好，环境很安静，酒店工作人员的服务也很好。就是床垫子稍硬，不太舒适。总体而言，还是不错的一家酒店。', 'star': 5}
{'descr': '酒店位置很好，环境很安静，酒店工作人员的服务也很好。就是床垫子稍硬，不太舒适。总体而言，还是不错的一家酒店。', 'star': 5}
{'descr': '住宿环境比较安静，交通比较便利，设施尚可。', 'star': 5}
{'descr': '住宿环境比较安静，交通比较便利，设施尚可。', 'star': 5}
{'descr': '环境挺好的。暖气很足。。。', 'star': 3}
{'descr': '环境挺好的。暖气很足。。。', 'star': 3}
{'descr': '酒店真的如家一样干净舒服，服务态度热情！', 'star': 5}
{'descr': '酒店真的如家一样干净舒服，服务态度热情！', 'star': 5}
{'descr': '地处天津市卫津路，交通方便，酒店位置很安静，没有过往车辆的噪声。房间舒适，床铺被子很好。推荐入住。', 'star': 5}
{'descr': '地处天津市卫津路，交通方便，酒店位置很安静，没有过往车辆的噪声。房间舒适，床铺被子很好。推荐入住。', 'star': 5}
{'descr': '卫生条件很好,设施齐全，还有阳台，服务也很好！', 'star': 5}
{'descr': '卫生条件很好,设施齐全，还有阳台，服务也很好！', 'star': 5}
{'descr': '服务态度挺好的，就是住着感觉不是很舒服，连个衣架都没有，网速很慢，电视很小。总是不是太满意', 'star': 5}
{'descr': '服务态度挺好的，就是住着感觉不是很舒服，连个衣架都没有，网速很慢，电视很小。总是不是太满意', 'star': 5}
{'descr': '房间环境不错，也比较宽敞，服务态度好，交通也很方便。', 'star': 5}
{'descr': '房间环境不错，也比较宽敞，服务态度好，交通也很方便。', 'star': 5}
{'descr': '卫生干净，服务热情，布置温馨有家的感觉。', 'star': 3}
{'descr': '卫生干净，服务热情，布置温馨有家的感觉。', 'star': 3}
{'descr': '周边环境安静，酒店内部干净，就是商务大床房的房间有点小。送早餐蛮诱人的，可惜人多菜少啊！！还要大家还是属于文明地抢饭。。。。', 'star': 5}
{'descr': '周边环境安静，酒店内部干净，就是商务大床房的房间有点小。送早餐蛮诱人的，可惜人多菜少啊！！还要大家还是属于文明地抢饭。。。。', 'star': 5}
{'descr': '大床房很干净，温馨，且很注意细节的人性化设计。', 'star': 5}
{'descr': '大床房很干净，温馨，且很注意细节的人性化设计。', 'star': 5}
{'descr': '位置在天大对面，交通方便。房间太小，住的是商务大床房，卫生一般。', 'star': 5}
{'descr': '位置在天大对面，交通方便。房间太小，住的是商务大床房，卫生一般。', 'star': 5}
{'descr': '还行就是房间太小，服务态度应该加强，坏境不算太吵', 'star': 5}
{'descr': '还行就是房间太小，服务态度应该加强，坏境不算太吵', 'star': 5}
{'descr': '如家真的很不错，服务从细节做起，非常的周到。', 'star': 5}
{'descr': '如家真的很不错，服务从细节做起，非常的周到。', 'star': 5}
{'descr': '环境真不怎么样，太小了，两个人在里面都转不开身。。。我们进去的时候里面空调遥控器是坏的，一次性水杯、衣架什么的都没有。。晕死了。。', 'star': 1}
{'descr': '地理位置不错，交通也方便。晚上比较安静，感觉也安全。服务周到，房间也干净。', 'star': 3}
{'descr': '地理位置不错，交通也方便。晚上比较安静，感觉也安全。服务周到，房间也干净。', 'star': 3}
{'descr': '同学过来住的，据说环境不错。位置也很好，周围交通很便利。但入住时间最晚保留到晚8点，有时会带来不便。', 'star': 5}
{'descr': '同学过来住的，据说环境不错。位置也很好，周围交通很便利。但入住时间最晚保留到晚8点，有时会带来不便。', 'star': 5}
{'descr': '不错~~~~~~很干净~~服务也很好~~~~~·', 'star': 5}
{'descr': '不错~~~~~~很干净~~服务也很好~~~~~·', 'star': 5}
{'descr': '不错。在天大对面，环境不错，很清静，就是刚开始有点找不到，位置有点小偏。但是很好', 'star': 5}
{'descr': '不错。在天大对面，环境不错，很清静，就是刚开始有点找不到，位置有点小偏。但是很好', 'star': 5}
{'descr': '＋环境很好', 'star': 3}
{'descr': '附近吃饭乘车等都挺方便的 房间算是一般吧 老板态度挺好', 'star': 5}
{'descr': '环境特别好，安静，干净，很舒服的感觉，真的是如家一般的感觉，下次还会选择', 'star': 5}
{'descr': '环境特别好，安静，干净，很舒服的感觉，真的是如家一般的感觉，下次还会选择', 'star': 5}
{'descr': '与天大隔街相望，房间干净，设施不错，值得推荐。', 'star': 5}
{'descr': '与天大隔街相望，房间干净，设施不错，值得推荐。', 'star': 5}
{'descr': '房间小呵，很小，无窗户,位置还可以。去天大较方便，但北门那家更方便！！！！！！！！！！。。。。。。。', 'star': 1}
{'descr': '房间小呵，很小，无窗户,位置还可以。去天大较方便，但北门那家更方便！！！！！！！！！！。。。。。。。', 'star': 1}
{'descr': '环境清静，交通便利，就餐方便，周围人文气息厚重，对面就是天津大学和南开大学，位于市中心，靠近5大道，是到天津的游客的理想选择，再次推荐！', 'star': 5}
{'descr': '环境清静，交通便利，就餐方便，周围人文气息厚重，对面就是天津大学和南开大学，位于市中心，靠近5大道，是到天津的游客的理想选择，再次推荐！', 'star': 5}
{'descr': '干净卫生，离火车站近，交通方便，我了个去，还必须的写五十个字啊，缺点就是价格稍微贵了点，服务员不错，嘴巴都很甜，服务态度好，够50个字了吗？', 'star': 5}
{'descr': '干净卫生，离火车站近，交通方便，我了个去，还必须的写五十个字啊，缺点就是价格稍微贵了点，服务员不错，嘴巴都很甜，服务态度好，够50个字了吗？', 'star': 5}
{'descr': '环境不错，卫生也挺好、就是房间有点儿小，屋里没有挂衣服的地方比较不方便！', 'star': 3}
{'descr': '环境不错，卫生也挺好、就是房间有点儿小，屋里没有挂衣服的地方比较不方便！', 'star': 3}
{'descr': '环境很好。', 'star': 3}
{'descr': '环境很好。', 'star': 3}
{'descr': '客房干净整洁、交通便利，服务热情、下次还会入住！', 'star': 3}
{'descr': '客房干净整洁、交通便利，服务热情、下次还会入住！', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': ' 如家 如家 温馨 和蔼 如回家般感觉  下次还来住 赞一个', 'star': 3}
{'descr': ' 如家 如家 温馨 和蔼 如回家般感觉  下次还来住 赞一个', 'star': 3}
{'descr': '很安静，服务态度不错，住的挺舒适，也很干净，但是不好的是吹风机不够，这点需加强～还有早餐的种类不如其他如家的店丰富～希望加强～', 'star': 3}
{'descr': '很安静，服务态度不错，住的挺舒适，也很干净，但是不好的是吹风机不够，这点需加强～还有早餐的种类不如其他如家的店丰富～希望加强～', 'star': 3}
{'descr': '住过好几次了，新开的如家，条件好，车位也有，非常到位，总之就是推荐了', 'star': 5}
{'descr': '住过好几次了，新开的如家，条件好，车位也有，非常到位，总之就是推荐了', 'star': 5}
{'descr': '还不错，挺干净，还便宜。离哪都不远。外表看起来像居民楼一样，里面还算比较温馨。住了一天，感觉还好', 'star': 5}
{'descr': '还不错，挺干净，还便宜。离哪都不远。外表看起来像居民楼一样，里面还算比较温馨。住了一天，感觉还好', 'star': 5}
{'descr': '还可以，比同等价位的好一些。老板态度很好', 'star': 5}
{'descr': '条件挺好的，前台大姐很热情，就是离市区稍微元了那么一些，所以坐车不是很方便', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '很整洁。周边环境很好。交通便利。不错~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '很整洁。周边环境很好。交通便利。不错~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': ' 标准间挺大 不错', 'star': 3}
{'descr': ' 标准间挺大 不错', 'star': 3}
{'descr': '环境很舒适，地理位置优越，价格合适.\n有机会还会去，', 'star': 5}
{'descr': '环境很舒适，地理位置优越，价格合适.\n有机会还会去，', 'star': 5}
{'descr': '**来了就把我给安排到一层了，**一层也不隔音，吵死了，垃圾，房间连个柜子都没有，花**二百快钱，一点也不值，', 'star': 5}
{'descr': '**来了就把我给安排到一层了，**一层也不隔音，吵死了，垃圾，房间连个柜子都没有，花**二百快钱，一点也不值，', 'star': 5}
{'descr': '在天津大学对面，位置不错，去天大办事学习首先选择。就是不好找，不显目', 'star': 5}
{'descr': '在天津大学对面，位置不错，去天大办事学习首先选择。就是不好找，不显目', 'star': 5}
{'descr': '还不错,交通方便，隔音一般，就是不太容易找到', 'star': 5}
{'descr': '还不错,交通方便，隔音一般，就是不太容易找到', 'star': 5}
{'descr': '环境很好,地段也很方便,已经成为常备选择', 'star': 3}
{'descr': '环境很好,地段也很方便,已经成为常备选择', 'star': 3}
{'descr': '价格在周边来看是非常低廉的，但服务很好，室内设施也很新，比较满意', 'star': 5}
{'descr': '价格在周边来看是非常低廉的，但服务很好，室内设施也很新，比较满意', 'star': 5}
{'descr': '环境挺好，水很热，很温馨,服务也行，就是毛巾有时不太白', 'star': 5}
{'descr': '环境挺好，水很热，很温馨,服务也行，就是毛巾有时不太白', 'star': 5}
{'descr': '整洁卫生，价位也比较合理，不错。', 'star': 3}
{'descr': '整洁卫生，价位也比较合理，不错。', 'star': 3}
{'descr': '呵呵 整体不错呢~~~就是对学生来说有点小贵~~希望能推出点更经济点的房间', 'star': 5}
{'descr': '呵呵 整体不错呢~~~就是对学生来说有点小贵~~希望能推出点更经济点的房间', 'star': 5}
