{'descr': '网经常上不上啊', 'star': 3}
{'descr': '环境还可以，网线不好老板换了个电脑房，没加价！不知道为什么今天发票打不出来，这个让我急啊，希望能够尽快寄过来！', 'star': 5}
{'descr': '环境还可以，网线不好老板换了个电脑房，没加价！不知道为什么今天发票打不出来，这个让我急啊，希望能够尽快寄过来！', 'star': 5}
{'descr': '位置偏，房间小得可怜，异味巨大，不会再来了', 'star': 3}
{'descr': '位置偏，房间小得可怜，异味巨大，不会再来了', 'star': 3}
{'descr': '方便，干净，不错。', 'star': 3}
{'descr': '方便，干净，不错。', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '还可以吧 就是地点有点偏 周围没有什么吃的玩的什么的', 'star': 5}
{'descr': '还可以吧 就是地点有点偏 周围没有什么吃的玩的什么的', 'star': 5}
{'descr': '很好很不错，下次还会选择的，环境还可以，比较干净', 'star': 5}
{'descr': '很好很不错，下次还会选择的，环境还可以，比较干净', 'star': 5}
{'descr': '服务尚可', 'star': 3}
{'descr': '服务尚可', 'star': 3}
{'descr': '  酒店还可以', 'star': 3}
{'descr': '  酒店还可以', 'star': 3}
{'descr': '性价比很高，就是屋子有点小，我住的像地下室一样，下2个台阶···', 'star': 5}
{'descr': '性价比很高，就是屋子有点小，我住的像地下室一样，下2个台阶···', 'star': 5}
{'descr': '价格适中，就是房间稍小。已经推荐朋友去了！', 'star': 5}
{'descr': '价格适中，就是房间稍小。已经推荐朋友去了！', 'star': 5}
{'descr': '延期到23点', 'star': 3}
{'descr': '延期到23点', 'star': 3}
{'descr': '特惠房，挺干净卫生的，就是有点点吵，如果有机会还住！', 'star': 5}
{'descr': '特惠房，挺干净卫生的，就是有点点吵，如果有机会还住！', 'star': 5}
{'descr': '有所值，感觉在南浦这个地方，这样一个价位，还不错了。', 'star': 5}
{'descr': '有所值，感觉在南浦这个地方，这样一个价位，还不错了。', 'star': 5}
{'descr': '这次定的特惠房性价比很高啊 值得推荐 不错', 'star': 5}
{'descr': '这次定的特惠房性价比很高啊 值得推荐 不错', 'star': 5}
{'descr': '环境很好，干净卫生，服务态度也好，要是有早餐就好了', 'star': 5}
{'descr': '环境很好，干净卫生，服务态度也好，要是有早餐就好了', 'star': 5}
{'descr': '价格很合理的，交通方便。服务很热情，就是隔音有一点点差啦。不过去上海旅游选如家还是很实惠的。', 'star': 5}
{'descr': '价格很合理的，交通方便。服务很热情，就是隔音有一点点差啦。不过去上海旅游选如家还是很实惠的。', 'star': 5}
{'descr': '如家快捷酒店（上海世博南外滩店)房间很干净，价格很给力啊！而且服务员的态度很热情，很喜欢。美中不足的就是有点噪音，也许是过年的原因住的人太多。不过这里交通很方便的。', 'star': 5}
{'descr': '如家快捷酒店（上海世博南外滩店)房间很干净，价格很给力啊！而且服务员的态度很热情，很喜欢。美中不足的就是有点噪音，也许是过年的原因住的人太多。不过这里交通很方便的。', 'star': 5}
{'descr': '一如其特点，客房简洁，服务专业，美中不足，无自备停车场，隔壁商务楼停车，保安磨刀霍霍，停一晚要加五十。', 'star': 5}
{'descr': '一如其特点，客房简洁，服务专业，美中不足，无自备停车场，隔壁商务楼停车，保安磨刀霍霍，停一晚要加五十。', 'star': 5}
{'descr': '除了地段比较好外，其他都很一般。。。。。。', 'star': 1}
{'descr': '除了地段比较好外，其他都很一般。。。。。。', 'star': 1}
{'descr': '很干净。很喜欢。就是有点噪音。。。。。。。。。。。。', 'star': 5}
{'descr': '很干净。很喜欢。就是有点噪音。。。。。。。。。。。。', 'star': 5}
{'descr': '环境好，很干净，服务也行。就是离浦东机场太太远，建议乘早班飞机的不要选择此店。起码得提前两个半小时出发。', 'star': 3}
{'descr': '环境好，很干净，服务也行。就是离浦东机场太太远，建议乘早班飞机的不要选择此店。起码得提前两个半小时出发。', 'star': 3}
{'descr': '房间挺干净的，大床房的床非常大，很舒服。服务员态度也不错。', 'star': 3}
{'descr': '房间挺干净的，大床房的床非常大，很舒服。服务员态度也不错。', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '世博会后酒店的价格还比较实惠，住了两天 比较方便 推荐下', 'star': 5}
{'descr': '世博会后酒店的价格还比较实惠，住了两天 比较方便 推荐下', 'star': 5}
{'descr': '位置很好的酒店', 'star': 3}
{'descr': '位置很好的酒店', 'star': 3}
{'descr': '看起来像世博会专门增加的一个门面，地方小，走廊房间整体都比其他住过的要小。\n果然寸土寸金~~~', 'star': 5}
{'descr': '看起来像世博会专门增加的一个门面，地方小，走廊房间整体都比其他住过的要小。\n果然寸土寸金~~~', 'star': 5}
{'descr': '离地铁4号线较远.房间很干净,还升级了.下次去还住那里', 'star': 5}
{'descr': '离地铁4号线较远.房间很干净,还升级了.下次去还住那里', 'star': 5}
{'descr': '很好 下次继续选择', 'star': 3}
{'descr': '很好 下次继续选择', 'star': 3}
{'descr': '态度很好.因为睡眠不好,房间也升级了.价格很合适.下次来还选择', 'star': 5}
{'descr': '态度很好.因为睡眠不好,房间也升级了.价格很合适.下次来还选择', 'star': 5}
{'descr': '+内容好', 'star': 5}
{'descr': '+内容好', 'star': 5}
{'descr': '房间有点小，别的都还好\n', 'star': 5}
{'descr': '房间有点小，别的都还好\n', 'star': 5}
{'descr': '没有电梯，周围噪音大，床上用品比较卫生，洗澡间干净、用水方便。', 'star': 1}
{'descr': '没有电梯，周围噪音大，床上用品比较卫生，洗澡间干净、用水方便。', 'star': 1}
{'descr': '酒店很温馨，很不错，很喜欢！位置也相当好，很方便', 'star': 5}
{'descr': '酒店很温馨，很不错，很喜欢！位置也相当好，很方便', 'star': 5}
{'descr': '到了酒店没有住到预定的房间，只能住到贵的房间，接下来的三天时间，通过网络下单，结果特价322的房间竟然是没有窗户的房间，无奈只得继续住单价493的商务房，同时服务台的工作人员态度是非常一般。而且这地方就在南浦大桥高架桥附近，周围据说是拆迁的，连个吃饭，买水果的地方都没有，到世博会3号门得走15分钟，到外滩打车12元，由于位置不是很繁华，打车也不是很方便。离地铁也不是很近便。我住宿期间都是出门到中山', 'star': 1}
{'descr': '到了酒店没有住到预定的房间，只能住到贵的房间，接下来的三天时间，通过网络下单，结果特价322的房间竟然是没有窗户的房间，无奈只得继续住单价493的商务房，同时服务台的工作人员态度是非常一般。而且这地方就在南浦大桥高架桥附近，周围据说是拆迁的，连个吃饭，买水果的地方都没有，到世博会3号门得走15分钟，到外滩打车12元，由于位置不是很繁华，打车也不是很方便。离地铁也不是很近便。我住宿期间都是出门到中山', 'star': 1}
{'descr': '我从来没住过快捷酒店，这次是帮朋友爸妈预订的，虽然房间比较小，但是很惊喜的是挺干净的，对卫生间很挑剔的也觉得很干净了。床铺舒适程度就不知道了，看着挺干净。\n离南浦大桥的旅游集散中心很近，步行5分钟，离四号线站10分钟内。\n就是7楼是没有电梯的，只能到6楼然后走上去。我们带了2个箱子有点不方便。\n有个小插曲，上电梯时看到里面有个别人留下的袋子，结果服务生特意来敲我们的门，问是不是我们留下的。还挺贴心', 'star': 5}
{'descr': '我从来没住过快捷酒店，这次是帮朋友爸妈预订的，虽然房间比较小，但是很惊喜的是挺干净的，对卫生间很挑剔的也觉得很干净了。床铺舒适程度就不知道了，看着挺干净。\n离南浦大桥的旅游集散中心很近，步行5分钟，离四号线站10分钟内。\n就是7楼是没有电梯的，只能到6楼然后走上去。我们带了2个箱子有点不方便。\n有个小插曲，上电梯时看到里面有个别人留下的袋子，结果服务生特意来敲我们的门，问是不是我们留下的。还挺贴心', 'star': 5}
{'descr': '位置有点偏，附近没有什么商业设施，买一些日用品什么的不方便，厨房离大堂比较近，使大堂充满了油烟味。', 'star': 1}
{'descr': '位置有点偏，附近没有什么商业设施，买一些日用品什么的不方便，厨房离大堂比较近，使大堂充满了油烟味。', 'star': 1}
{'descr': '前台服务好，地理位置好，但是吃饭地方没找到……', 'star': 3}
{'descr': '前台服务好，地理位置好，但是吃饭地方没找到……', 'star': 3}
{'descr': '为看世博，找了如家离世博比较近的店，该店条件还可以，离世博园&amp;地铁4号线很近很近，服务也非常好，就是酒店周围饭店的没有，商店的一个，非常不便。', 'star': 5}
{'descr': '为看世博，找了如家离世博比较近的店，该店条件还可以，离世博园&amp;地铁4号线很近很近，服务也非常好，就是酒店周围饭店的没有，商店的一个，非常不便。', 'star': 5}
{'descr': '国庆在那住了一晚房间还可以，就是附近打车不太方便', 'star': 5}
{'descr': '国庆在那住了一晚房间还可以，就是附近打车不太方便', 'star': 5}
{'descr': '位置还不错，但设施太差，性价比较低，下次应该不会再住。', 'star': 1}
{'descr': '位置还不错，但设施太差，性价比较低，下次应该不会再住。', 'star': 1}
{'descr': '房子一般吧！', 'star': 5}
{'descr': '房子一般吧！', 'star': 5}
{'descr': '酒店还可以 比较便利', 'star': 5}
{'descr': '酒店还可以 比较便利', 'star': 5}
{'descr': '一般。', 'star': 5}
{'descr': '一般。', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '是否推荐，应该是不推荐吧，不值这个价钱，其他都还可以吧，离南浦大桥近', 'star': 5}
{'descr': '是否推荐，应该是不推荐吧，不值这个价钱，其他都还可以吧，离南浦大桥近', 'star': 5}
{'descr': '酒店总体上还不错吧，但附近的不太好打，可能是因为太近的士不愿意去的缘故。只有选择步行，走路到世博园的话要20分钟，走到门口就觉得已经走不动了。', 'star': 3}
{'descr': '酒店总体上还不错吧，但附近的不太好打，可能是因为太近的士不愿意去的缘故。只有选择步行，走路到世博园的话要20分钟，走到门口就觉得已经走不动了。', 'star': 3}
{'descr': '酒店不错，前台服务态度也很好，离世博园3号门也很近，就是附近可就餐的位置太少，总体上讲还是不错了！', 'star': 5}
{'descr': '酒店不错，前台服务态度也很好，离世博园3号门也很近，就是附近可就餐的位置太少，总体上讲还是不错了！', 'star': 5}
{'descr': '貌似已经评过了。地理位置OK，周边环境不好，没有什么餐厅。设施陈旧。', 'star': 3}
{'descr': '貌似已经评过了。地理位置OK，周边环境不好，没有什么餐厅。设施陈旧。', 'star': 3}
{'descr': '地理位置还可以，靠近世博3号门，打车起步价。但是的确设施陈旧至极，原来估计就是个破落厂房改建的。不过本人人品爆发，被直接升到了商务房，还不错。', 'star': 5}
{'descr': '地理位置还可以，靠近世博3号门，打车起步价。但是的确设施陈旧至极，原来估计就是个破落厂房改建的。不过本人人品爆发，被直接升到了商务房，还不错。', 'star': 5}
{'descr': '大床房在7楼. 哪间光线很好. 可以看到风景. 但是要走一层', 'star': 3}
{'descr': '大床房在7楼. 哪间光线很好. 可以看到风景. 但是要走一层', 'star': 3}
{'descr': '房间干净. 蛮好的/ . 离地铁蛮近的. 大概走7.8分钟', 'star': 3}
{'descr': '房间干净. 蛮好的/ . 离地铁蛮近的. 大概走7.8分钟', 'star': 3}
{'descr': '酒店蛮干净的。我住的三楼. 离地铁站大概走7.8分钟.  去世博园可以选择走路或者打的士. 走路大概20分钟。打的不会跳表', 'star': 5}
{'descr': '酒店蛮干净的。我住的三楼. 离地铁站大概走7.8分钟.  去世博园可以选择走路或者打的士. 走路大概20分钟。打的不会跳表', 'star': 5}
{'descr': '房间很多设备比较久，一些设施都年久失修了，而且整个建筑隔音不好，但是服务还是不错的', 'star': 5}
{'descr': '房间很多设备比较久，一些设施都年久失修了，而且整个建筑隔音不好，但是服务还是不错的', 'star': 5}
{'descr': '周边吃饭是个问题，宾馆总台订的饭味道确实不怎么样。但是离车站和公交站，地铁站不是很远，出去还算方便。房间很小，整体比较整洁，也许是世博期间，感觉房价有点贵。', 'star': 3}
{'descr': '周边吃饭是个问题，宾馆总台订的饭味道确实不怎么样。但是离车站和公交站，地铁站不是很远，出去还算方便。房间很小，整体比较整洁，也许是世博期间，感觉房价有点贵。', 'star': 3}
