{'descr': '东佳瑞士酒店，你们欠我一个抱歉。终生难忘。', 'star': 3}
{'descr': '酒店环境、设施很好，服务人员态度亲和，在沈阳师范附近，有机会还会光顾。', 'star': 5}
{'descr': '干干净净的环境，舒舒服服的大床，很好，谢谢你们的服务', 'star': 5}
{'descr': '沈阳师大的接待宾馆，主要是为了赶考方便。请酒店人员及时更换毛巾浴巾，因为颜色都已经泛灰了，不太敢用。', 'star': 5}
{'descr': '评论的晚了，觉得这里很好，在市中心但是还是比较静的，感觉很好，交通很方便，卫生什么的都很好！下次帮朋友订房间也推荐他这里！', 'star': 5}
{'descr': '评论的晚了，觉得这里很好，在市中心但是还是比较静的，感觉很好，交通很方便，卫生什么的都很好！下次帮朋友订房间也推荐他这里！', 'star': 5}
{'descr': '  环境还不错，只是预订时说可以加床，但入住的时候又说不可以了', 'star': 3}
{'descr': '锦江之星长宁店环境不错，交通还算放便。房价略高，每天220以下，较合适。早餐收费，难以接受。', 'star': 3}
{'descr': '锦江之星长宁店环境不错，交通还算放便。房价略高，每天220以下，较合适。早餐收费，难以接受。', 'star': 3}
{'descr': '很满意的！入住效率也很快，房间设施设备简简单单的，看着也舒服！周边安静，不靠马路！', 'star': 5}
{'descr': '很满意的！入住效率也很快，房间设施设备简简单单的，看着也舒服！周边安静，不靠马路！', 'star': 5}
{'descr': '这家真不错，在巷子里面，不靠马路，安静的！在大厨吃了一顿饭，菜色味道也很好，最主要吃住都方便！下次还会来入住，也介绍朋友！', 'star': 5}
{'descr': '这家真不错，在巷子里面，不靠马路，安静的！在大厨吃了一顿饭，菜色味道也很好，最主要吃住都方便！下次还会来入住，也介绍朋友！', 'star': 5}
{'descr': '挺干净的，住得蛮舒服', 'star': 3}
{'descr': '挺干净的，住得蛮舒服', 'star': 3}
{'descr': '酒店很好找，环境也很舒适。只是这家的位置可能比较好，价格稍微贵了一些。', 'star': 5}
{'descr': '酒店很好找，环境也很舒适。只是这家的位置可能比较好，价格稍微贵了一些。', 'star': 5}
{'descr': '酒店非常不错，房间很宽敞，设施也很好，就是热水有点小', 'star': 5}
{'descr': '中规中矩,算是干净整洁,洗澡水很舒服。\n', 'star': 3}
{'descr': '中规中矩,算是干净整洁,洗澡水很舒服。\n', 'star': 3}
{'descr': '酒店卫生挺好，服务也不错。以后还会过来常住的。我向大家推荐。', 'star': 3}
{'descr': '酒店位于老车站附近，交通还是不错。第一次入住，因在预订点前不能到达，要往后延1小时，打电话到总能，说不能保留。直接取消。还有一次，超过了预订时间十来分钟，就直接把我的订单给取消了。外面又下大雨，只能重新开房，很不爽。后来都住别的酒店了。', 'star': 1}
{'descr': '酒店位于老车站附近，交通还是不错。第一次入住，因在预订点前不能到达，要往后延1小时，打电话到总能，说不能保留。直接取消。还有一次，超过了预订时间十来分钟，就直接把我的订单给取消了。外面又下大雨，只能重新开房，很不爽。后来都住别的酒店了。', 'star': 1}
{'descr': '出差住，价格和环境都可以。下次来出差还会住的', 'star': 5}
{'descr': '出差住，价格和环境都可以。下次来出差还会住的', 'star': 5}
{'descr': '在网上看到这家店的照片觉得很帮，就预订了这里，果然很漂亮，大堂挺舒服的！房间也很干净，每次进出大门都能听到服务员的招呼声，给人感觉很温馨！', 'star': 5}
{'descr': '在网上看到这家店的照片觉得很帮，就预订了这里，果然很漂亮，大堂挺舒服的！房间也很干净，每次进出大门都能听到服务员的招呼声，给人感觉很温馨！', 'star': 5}
{'descr': '设施简洁，安保严密', 'star': 3}
{'descr': '设施简洁，安保严密', 'star': 3}
{'descr': '环境不错，交通便捷。房间的空间比较充足，床比较舒服，睡眠质量有保障。窗户偏小，靠近路边噪音比较大。整体评价中上，值得推荐！', 'star': 5}
{'descr': '环境不错，交通便捷。房间的空间比较充足，床比较舒服，睡眠质量有保障。窗户偏小，靠近路边噪音比较大。整体评价中上，值得推荐！', 'star': 5}
{'descr': '酒店挺好的，卫生很干净，东西也很齐全，空间蛮大的， 就是周围环境有点吵，很早就醒了。', 'star': 5}
{'descr': '酒店挺好的，卫生很干净，东西也很齐全，空间蛮大的， 就是周围环境有点吵，很早就醒了。', 'star': 5}
{'descr': '房子不错，有电脑就更好了……', 'star': 3}
{'descr': '房子不错，有电脑就更好了……', 'star': 3}
{'descr': '位置挺不错，到地铁站步行越15分钟，交通方便。房间卫生挺好，挺合适的', 'star': 5}
{'descr': '位置挺不错，到地铁站步行越15分钟，交通方便。房间卫生挺好，挺合适的', 'star': 5}
{'descr': '经常住这家，因为便宜又方便，呵呵，卫生对得起这个价格', 'star': 5}
{'descr': '经常住这家，因为便宜又方便，呵呵，卫生对得起这个价格', 'star': 5}
{'descr': '房间干净！服务不错!经常入住的！\n周围环境也很好', 'star': 5}
{'descr': '房间干净！服务不错!经常入住的！\n周围环境也很好', 'star': 5}
{'descr': '干净卫生', 'star': 3}
{'descr': '干净卫生', 'star': 3}
{'descr': '地理位置不错，经常入住的！\n比较安静！交通方便', 'star': 5}
{'descr': '地理位置不错，经常入住的！\n比较安静！交通方便', 'star': 5}
{'descr': '挺干净舒适的， 就是周边什么好逛，就超市多。打车也不太好打，好几辆空车开过也不停。', 'star': 5}
{'descr': '挺干净舒适的， 就是周边什么好逛，就超市多。打车也不太好打，好几辆空车开过也不停。', 'star': 5}
{'descr': '义乌出差方便舒适的酒店。就是停车太麻烦。老是给交警贴单。', 'star': 5}
{'descr': '义乌出差方便舒适的酒店。就是停车太麻烦。老是给交警贴单。', 'star': 5}
{'descr': '优点：\n（1）卫生状况很好，干净明亮清爽\n（2）不靠近马路，没有马路上的噪音\n（3）锦江大厨的伙食不错，价格也还公道\n缺点：\n（1）价格不算便宜，店里的标A间挂价289（不知道是否含早餐），网上订只便宜10元（不含早餐）；另外店里还有标B间挂价259，这个在网上是没有订的。\n（2）房间不隔音，这个好像是酒店的通病吧。\n建议：\n如果能提供wifi上网或者无线路由器就更好了，现在很多人出行都不带笔记本', 'star': 5}
{'descr': '优点：\n（1）卫生状况很好，干净明亮清爽\n（2）不靠近马路，没有马路上的噪音\n（3）锦江大厨的伙食不错，价格也还公道\n缺点：\n（1）价格不算便宜，店里的标A间挂价289（不知道是否含早餐），网上订只便宜10元（不含早餐）；另外店里还有标B间挂价259，这个在网上是没有订的。\n（2）房间不隔音，这个好像是酒店的通病吧。\n建议：\n如果能提供wifi上网或者无线路由器就更好了，现在很多人出行都不带笔记本', 'star': 5}
{'descr': '如果不是在网上预订的话，179的价格还是蛮贵的，牙具杯子 和毛巾不是很好用。服务员的服务态度蛮好的。房间隔音也不错，我住的是转角处有俩个窗户的，开始以为会很吵，到晚上也不会，白天是有一点，因为正对着红绿灯的位置。', 'star': 5}
{'descr': '如果不是在网上预订的话，179的价格还是蛮贵的，牙具杯子 和毛巾不是很好用。服务员的服务态度蛮好的。房间隔音也不错，我住的是转角处有俩个窗户的，开始以为会很吵，到晚上也不会，白天是有一点，因为正对着红绿灯的位置。', 'star': 5}
{'descr': '位置很便利，性价比很高，以后去就住这儿了', 'star': 5}
{'descr': '位置很便利，性价比很高，以后去就住这儿了', 'star': 5}
{'descr': '酒店环境还不错，就是周边没啥吃饭的地方。下次去还会考虑住锦江之星', 'star': 5}
{'descr': '酒店环境还不错，就是周边没啥吃饭的地方。下次去还会考虑住锦江之星', 'star': 5}
{'descr': '房间比较干净，门口停车不便，但是叫车还是蛮方便的哈哈', 'star': 5}
{'descr': '房间比较干净，门口停车不便，但是叫车还是蛮方便的哈哈', 'star': 5}
{'descr': '每次去义乌，都喜欢住这家，相对来说比较干净方便', 'star': 5}
{'descr': '每次去义乌，都喜欢住这家，相对来说比较干净方便', 'star': 5}
{'descr': '干净整洁，交通还算方便，虽然空间不大，但偶尔住住也还不错', 'star': 5}
{'descr': '干净整洁，交通还算方便，虽然空间不大，但偶尔住住也还不错', 'star': 5}
{'descr': '在义乌经济型酒店中比较好的一个，干净安静，就是停车是个大问题。', 'star': 5}
{'descr': '在义乌经济型酒店中比较好的一个，干净安静，就是停车是个大问题。', 'star': 5}
{'descr': '哎 怎么说呢 除了早餐 酒店点餐很不方便 还要自己走好长一段长廊到青岛渔港 附近大型酒店很少 也比较安静 房间特别大 本来住的挺舒心 准备续住的 但是第二天说是满房不给续住 我行李特别特别多 一个人拿不方便 但是后来上网找酒店的时候发现其实没有满房 前台工作人员说是网速慢的问题。。态度不怎么样 最最主要的是 走了之后落的银耳钉 特别有纪念意义的 因为工作人员催促忘记了拿  完全记得放在哪个位置的 ', 'star': 1}
{'descr': '酒店环境不错，闹中取静。有锦江大厨，吃饭也不用出门了。房间安静，价格合理！', 'star': 5}
{'descr': '酒店环境不错，闹中取静。有锦江大厨，吃饭也不用出门了。房间安静，价格合理！', 'star': 5}
{'descr': '干净、整洁。房间内备有一次性纸杯，细节出考虑得比较周到。性价比较高。', 'star': 5}
{'descr': '干净、整洁。房间内备有一次性纸杯，细节出考虑得比较周到。性价比较高。', 'star': 5}
{'descr': '准四星酒店，硬件设施可以。软件偏差~~\n屋内空调温服达不到要求，室内温度才17度~\n阴面房间噪音大；早餐样式少~味道一般。\n大厅接待服务不太好。', 'star': 5}
{'descr': '为考试住。占了地利，离考点儿沈师近，离三台子收费站近；占了人和，如果隔音太好，就听不到别人的声音啦；占了天时，网上订票，超现实！', 'star': 5}
{'descr': '超级差!!!!!!?这辈子再也不住了。', 'star': 3}
{'descr': '房间隔音很不好。我住了很多酒店了。这家的隔音真的是很差很差。别的还可以。', 'star': 1}
{'descr': '每次出差都会住这里，还是一样的服务热情，这次在这里吃了早饭，虽然有点小贵但是真的很不错，感觉可以媲美星级酒店的早餐了！', 'star': 5}
{'descr': '每次出差都会住这里，还是一样的服务热情，这次在这里吃了早饭，虽然有点小贵但是真的很不错，感觉可以媲美星级酒店的早餐了！', 'star': 5}
{'descr': '环境舒适，设施完善。就是卫生间的马桶不是很好用，希望改进！', 'star': 5}
{'descr': '环境舒适，设施完善。就是卫生间的马桶不是很好用，希望改进！', 'star': 5}
{'descr': '是为了烤鸭选的这家酒店，和想象中的差不多，沈阳师范考点烤鸭首选酒店，服务员的态度还好。餐饮一般，特别是自助早餐，在若干显著的位置上都标有不让剩饭的提醒语，这在四星级酒店中应该是极个别的吧。', 'star': 5}
{'descr': '环境清幽，隔音还不错，如果被单枕套能再干净点就更好了', 'star': 5}
{'descr': '环境清幽，隔音还不错，如果被单枕套能再干净点就更好了', 'star': 5}
{'descr': '为了考试住的 本来同学说2楼的西餐还可以 但是好像已经不开了 别的就一般吧', 'star': 5}
{'descr': '很新的酒店 不错', 'star': 3}
{'descr': ' 因为地段的关系，性价比还算高的，大学城附近办事的推荐住这里，298~338就可以了。', 'star': 3}
{'descr': '酒店舒适，干净，服务周到。', 'star': 3}
{'descr': '服务态度，房间设置都很好，但是房间的隔音效果极差，貌似是空心板做的墙', 'star': 5}
{'descr': '服务态度，房间设置都很好，但是房间的隔音效果极差，貌似是空心板做的墙', 'star': 5}
{'descr': '因为考试离沈师近所以选择的这酒店。首先酒店的硬件设施还不错，但是也是准四星标准，较其他四星酒店标间的卫生间略显拥挤（6楼的比3楼的要好很多）。其次，也许是因为楼层较低，外面的机器噪音在晚上的时候略显明显。剩下其余配套设施不是很完善，早餐很一般，咖啡兑水很严重，周围的好吃饭店很远，旁边的青岛渔港饭店不是很好吃。\n比较不好的方面是前台部分服务员服务态度很不好，还有6楼的标准间对面是套房，而套房中有麻将', 'star': 5}
{'descr': '房间很宽敞，设施很齐全，现在是11月了，房间一点都不冷，很不错的选择，尤其推荐给到沈阳师范大学来参加各种考试的人！很赞哦！', 'star': 5}
{'descr': '太远了，离沈阳市区太远了。其他的都一般。酒店正对着马路，晚上车来车往，很是热闹哦。', 'star': 1}
{'descr': '房間好，很寬敞。但地點較徧遠。離機場遠。', 'star': 5}
{'descr': '酒店很新，设施也不错，就是地脚稍微偏一点，不过如果就是在北陵一带活动的话，确实是最好的选择', 'star': 5}
{'descr': '就是位置太远了。', 'star': 3}
{'descr': '现在黄河路在修，交通很不方便，优点是床很舒服，缺点是早餐不是太好', 'star': 5}
{'descr': '床铺很舒适。环境很好，就是前台的效率稍微有点慢，态度一般', 'star': 5}
{'descr': '住过好几次了，跟前台的小姑娘都认识了，服务一如既往的热情，这次跟同事一起住，他说这里洗澡很舒服水非常大，关键是床和枕头都很舒服！', 'star': 5}
{'descr': '住过好几次了，跟前台的小姑娘都认识了，服务一如既往的热情，这次跟同事一起住，他说这里洗澡很舒服水非常大，关键是床和枕头都很舒服！', 'star': 5}
{'descr': '交通是挺方便的，服务态度也比较好，忘记了东西和酒店联络后及时的邮寄给我了。\n总的来说，还不错吧。\n就是和其他的分店比，价格有点高呢。', 'star': 5}
{'descr': '交通是挺方便的，服务态度也比较好，忘记了东西和酒店联络后及时的邮寄给我了。\n总的来说，还不错吧。\n就是和其他的分店比，价格有点高呢。', 'star': 5}
{'descr': '酒店硬件条件可以，房间大、干净。但自助早餐较差，服务水平欠佳，尤其是机场接送预定等服务已无人做。酒店在沈北高新区，距离市区较远，打车很麻烦。', 'star': 5}
{'descr': '酒店的服务非常好，很能为客人着想！已经来住了好几次了，以后还是会来这里，上次推荐朋友来住朋友也感觉很好，服务很热情！房间也很大很整洁！', 'star': 5}
{'descr': '酒店的服务非常好，很能为客人着想！已经来住了好几次了，以后还是会来这里，上次推荐朋友来住朋友也感觉很好，服务很热情！房间也很大很整洁！', 'star': 5}
{'descr': '此酒店交通很方便,服务也不错,公司参加展会之类的最好的选择啦!价格也很合适,不错的一家酒店,以后还会选择这样的酒店的.', 'star': 5}
{'descr': '此酒店交通很方便,服务也不错,公司参加展会之类的最好的选择啦!价格也很合适,不错的一家酒店,以后还会选择这样的酒店的.', 'star': 5}
{'descr': '锦江之星 上海长宁店 公司参展常订的一家连锁酒店,环境还是相当不错的，晚上睡觉还是比较安静,地理位置也很方便,服务员的态度也很好,下次还会推选这家酒店', 'star': 5}
{'descr': '锦江之星 上海长宁店 公司参展常订的一家连锁酒店,环境还是相当不错的，晚上睡觉还是比较安静,地理位置也很方便,服务员的态度也很好,下次还会推选这家酒店', 'star': 5}
{'descr': '酒店真的很好，敞亮，干净，整洁，服务态度也好，吃的也好，总之什么都好。下回还会去住的，这次住的很满意，感觉真的很不错。给个好点的评价吧 ，就这些了', 'star': 5}
{'descr': '还不错~环境很好，服务质量也很好。酒店的设施非常不错，早餐有些不太符合29元一位的标准。价格方面稍微有点贵，而且有些服务人员对酒店不熟悉，导致在询问时有些信息没有得到', 'star': 5}
{'descr': '还不错,地理位置较好', 'star': 3}
{'descr': '还不错,地理位置较好', 'star': 3}
{'descr': '服务超级差，硬件凑合，周边环境很差，有替代的最好别去', 'star': 1}
{'descr': '饭店房间非常好 电视机很小', 'star': 3}
{'descr': '饭店房间非常好 电视机很小', 'star': 3}
{'descr': '房间比较干净，服务尚需提高，挺好的', 'star': 3}
{'descr': '很好 很干净 就是有点贵  性价比不是很高  ', 'star': 5}
{'descr': '不错,不错,不错,不错,不错,不错,不错,不错,不错,不错,不错,不错,', 'star': 5}
{'descr': '服务蛮及时的~很新~很漂亮~就是地方太偏了~适合考托福的同学组团去~', 'star': 5}
{'descr': '性价比还不错，服务有待提高。性价比还不错，服务有待提高。', 'star': 5}
{'descr': '酒店位置离地铁不远，而且周围的环境比较安静，内部设施也不错。', 'star': 5}
{'descr': '酒店位置离地铁不远，而且周围的环境比较安静，内部设施也不错。', 'star': 5}
{'descr': '锦江之星，长宁店，房间整洁，面积还行，安静舒服，衣架少了点，锦江大厨，东西味道可以，味重了点，', 'star': 5}
{'descr': '锦江之星，长宁店，房间整洁，面积还行，安静舒服，衣架少了点，锦江大厨，东西味道可以，味重了点，', 'star': 5}
{'descr': '酒店可以，干净服务好赞一个', 'star': 3}
{'descr': '酒店可以，干净服务好赞一个', 'star': 3}
{'descr': '锦江之星（上海长宁店）房间简洁又干净，服务态度很好，早餐丰富，锦江大厨很方便不用出去吃中午和晚餐的菜品很有味道。', 'star': 5}
{'descr': '锦江之星（上海长宁店）房间简洁又干净，服务态度很好，早餐丰富，锦江大厨很方便不用出去吃中午和晚餐的菜品很有味道。', 'star': 5}
{'descr': '还算满意', 'star': 3}
{'descr': '很好很不错，就是旧了点，不过自足早餐的还不错', 'star': 5}
{'descr': '很好很不错，就是旧了点，不过自足早餐的还不错', 'star': 5}
{'descr': '锦江之星一直住，很不错，离地铁也不远，做2号线就能到虹桥火车站', 'star': 5}
{'descr': '锦江之星一直住，很不错，离地铁也不远，做2号线就能到虹桥火车站', 'star': 5}
{'descr': '酒店除了床舒适一点之外，其它超差，尤其是前台态度差，速度慢，不懂业务。早餐超差，不卫生，盘子就涮了涮。非常不爽', 'star': 3}
{'descr': '设施很新，前台有点办事不利的感觉，有待提高，加强培训', 'star': 5}
{'descr': '新建成的酒店，硬件设施没问题，早餐盘子不敢恭维，前台服务人员基本素质与四星酒店不匹配', 'star': 5}
{'descr': '简单，干净，要是价格在便宜一点就好了，这家店好像从来没有优惠活动的哦。。。。', 'star': 5}
{'descr': '简单，干净，要是价格在便宜一点就好了，这家店好像从来没有优惠活动的哦。。。。', 'star': 5}
{'descr': '服务态度非常好，并且房间比较干净。 保安人员的服务态度也是非常的好， 下雨天还出去帮忙轿车。 ', 'star': 5}
{'descr': '服务态度非常好，并且房间比较干净。 保安人员的服务态度也是非常的好， 下雨天还出去帮忙轿车。 ', 'star': 5}
{'descr': '房间还是挺简洁的只是锦江大厨的菜好贵啊.', 'star': 3}
{'descr': '房间还是挺简洁的只是锦江大厨的菜好贵啊.', 'star': 3}
{'descr': '很好，性价比高，相对市内的四星级酒店便宜好多，推荐', 'star': 5}
{'descr': '环境还是相当不错的，晚上睡觉还是比较安静，没有骚扰电话', 'star': 5}
{'descr': '环境还是相当不错的，晚上睡觉还是比较安静，没有骚扰电话', 'star': 5}
{'descr': '第一次住锦江之星连锁酒店,改变了我过去对经济酒店的看法.确实是舒适,卫生,经济实惠.', 'star': 5}
{'descr': '第一次住锦江之星连锁酒店,改变了我过去对经济酒店的看法.确实是舒适,卫生,经济实惠.', 'star': 5}
{'descr': '房间比较大，价格比较便宜，就是地理位置偏了一点，房间装修不错！', 'star': 5}
{'descr': '乾净 简单 没有过多的装饰 让钱花在刀口上 连保险箱也没有', 'star': 5}
{'descr': '乾净 简单 没有过多的装饰 让钱花在刀口上 连保险箱也没有', 'star': 5}
{'descr': '总体感觉一般，装修很普通，没地毯，服务还不错。下次打算换一家看看', 'star': 3}
{'descr': '总体感觉一般，装修很普通，没地毯，服务还不错。下次打算换一家看看', 'star': 3}
{'descr': '锦江之星一如往常地好。房间够大，我们住的很舒服。离中山公园很近，到龙之梦逛很方便。', 'star': 5}
{'descr': '锦江之星一如往常地好。房间够大，我们住的很舒服。离中山公园很近，到龙之梦逛很方便。', 'star': 5}
{'descr': '真的觉得这家酒店非常好，已经是第二次住这里了，这里的服务还是那么热情，虽然有几个新面孔但是很有服务理念。这次来好像又多了新的活动，虽然是小活动但是满有意思的。', 'star': 5}
{'descr': '真的觉得这家酒店非常好，已经是第二次住这里了，这里的服务还是那么热情，虽然有几个新面孔但是很有服务理念。这次来好像又多了新的活动，虽然是小活动但是满有意思的。', 'star': 5}
{'descr': '酒店很新，我入住的是豪华圆床房，房间别致，床的正上方还有类似镜子的装饰。洗手间有很多可供选购的一次性用品', 'star': 5}
{'descr': '大堂不错，锦江大厨的饭菜好吃又方便；酒店房间够大又干净；在连锁酒店里真的是不错；不过奇怪的是漱口杯竟然是一次性纸杯，似乎不环保。', 'star': 5}
{'descr': '大堂不错，锦江大厨的饭菜好吃又方便；酒店房间够大又干净；在连锁酒店里真的是不错；不过奇怪的是漱口杯竟然是一次性纸杯，似乎不环保。', 'star': 5}
{'descr': '服务态度非常好，保案看我东西多，还帮我拎。 特别是早上，看我东西多，而且时间又紧，他们就直接让保安帮我叫出租车，直接到宾馆门口。', 'star': 5}
{'descr': '服务态度非常好，保案看我东西多，还帮我拎。 特别是早上，看我东西多，而且时间又紧，他们就直接让保安帮我叫出租车，直接到宾馆门口。', 'star': 5}
{'descr': '交通方便，服务态度也好。 但是有一点，我在网上订的时候是订的2~5楼，结果给我安排了1楼，要求换的时候人家不给换。 说是房间已满了。 ', 'star': 5}
{'descr': '交通方便，服务态度也好。 但是有一点，我在网上订的时候是订的2~5楼，结果给我安排了1楼，要求换的时候人家不给换。 说是房间已满了。 ', 'star': 5}
{'descr': '入住，不错！', 'star': 3}
{'descr': '入住，不错！', 'star': 3}
{'descr': '真的很不错，服务也很好，地理位置安静，我的一些朋友都已经成为他们的会员客人了！', 'star': 5}
{'descr': '真的很不错，服务也很好，地理位置安静，我的一些朋友都已经成为他们的会员客人了！', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '眼前一亮。性价比很高的酒店。绝对推荐。\n套房很大，灯光也很明亮。喜欢', 'star': 5}
{'descr': '眼前一亮。性价比很高的酒店。绝对推荐。\n套房很大，灯光也很明亮。喜欢', 'star': 5}
{'descr': '  环境不错！舒适。', 'star': 3}
{'descr': '  环境不错！舒适。', 'star': 3}
{'descr': '周围是一大堆快捷酒店，还不错，下次还可以入住。停车太麻烦。', 'star': 5}
{'descr': '周围是一大堆快捷酒店，还不错，下次还可以入住。停车太麻烦。', 'star': 5}
{'descr': '锦江的整体品质确实还不错，要是能推些品质再高点的房，价格也可以再高点', 'star': 5}
{'descr': '锦江的整体品质确实还不错，要是能推些品质再高点的房，价格也可以再高点', 'star': 5}
{'descr': '床睡的很舒服，服务很好，我很满意！！！！！', 'star': 5}
{'descr': '床睡的很舒服，服务很好，我很满意！！！！！', 'star': 5}
{'descr': '锦江一如既往的好，床很柔软舒服，环境很好，位置也不错，下次还会入住', 'star': 5}
{'descr': '锦江一如既往的好，床很柔软舒服，环境很好，位置也不错，下次还会入住', 'star': 5}
{'descr': '地点好，近地铁，购物中心餐馆。早餐还可以，15元/人（房客价）。房间设计挺简约的，有大窗户，一进去给人感觉很好。设施不错，床挺好睡的，空调不吵。缺点就是隔音不好，因为没有铺地毯，楼上拖凳子的声音很响。门外走廊讲话的声音非常清晰。', 'star': 5}
{'descr': '地点好，近地铁，购物中心餐馆。早餐还可以，15元/人（房客价）。房间设计挺简约的，有大窗户，一进去给人感觉很好。设施不错，床挺好睡的，空调不吵。缺点就是隔音不好，因为没有铺地毯，楼上拖凳子的声音很响。门外走廊讲话的声音非常清晰。', 'star': 5}
{'descr': '还可以，只是锦江大厨的东西不怎么好吃，尤其是那个顺风千层。', 'star': 5}
{'descr': '还可以，只是锦江大厨的东西不怎么好吃，尤其是那个顺风千层。', 'star': 5}
{'descr': '经常给同事和自己订房间，性价比和环境都不错，早餐是全国连锁水平以上！住过的连锁店里相对比较好！', 'star': 5}
{'descr': '经常给同事和自己订房间，性价比和环境都不错，早餐是全国连锁水平以上！住过的连锁店里相对比较好！', 'star': 5}
{'descr': '经常要帮人订酒店，到现在这个酒店的反映最好。大家都很喜欢，交通方便，房间舒适，服务也很到位，呵呵最主要是朋友不认识路都不用打电话给我，酒店的保安师傅都很热情会给他们指路而且很详细！前台小姐还会送他们地图，还会继续支持他们！', 'star': 5}
{'descr': '经常要帮人订酒店，到现在这个酒店的反映最好。大家都很喜欢，交通方便，房间舒适，服务也很到位，呵呵最主要是朋友不认识路都不用打电话给我，酒店的保安师傅都很热情会给他们指路而且很详细！前台小姐还会送他们地图，还会继续支持他们！', 'star': 5}
{'descr': '入住的是102房，价格219大洋\n1：刚进去，房间给我的感觉只有三个字：招待所\n2：房间蛮大，空调就显得有点不给力\n3淋浴的马力太大，水落在皮肤上都觉得疼，浴帘也是一个劲的往自己身上吸，水都漫到洗 脸台上了\n\n4：服务员态度挺好的，挺热情的\n这是第二次入住锦江，这家的锦江和济南大明湖的锦江简直不是一个档次。', 'star': 1}
{'descr': '入住的是102房，价格219大洋\n1：刚进去，房间给我的感觉只有三个字：招待所\n2：房间蛮大，空调就显得有点不给力\n3淋浴的马力太大，水落在皮肤上都觉得疼，浴帘也是一个劲的往自己身上吸，水都漫到洗 脸台上了\n\n4：服务员态度挺好的，挺热情的\n这是第二次入住锦江，这家的锦江和济南大明湖的锦江简直不是一个档次。', 'star': 1}
