{'短评内容': '酒店老旧，卫生一般！', '短评打分': 3}
{'短评内容': '虽然位置有点难找，但是由于不靠马路，还是比较安静的。我定的房间有点小，设施不是很新。但是感觉这个价位的房子还是比较值得了。', '短评打分': 5}
{'短评内容': '设施极差，网速极慢，电视只有几个台，208不含早，凭这价钱，绝对不会住第二次。', '短评打分': 1}
{'短评内容': '房间设施有点旧。', '短评打分': 3}
{'短评内容': '订的208元的标房，设施差，服务更不到位，真想不到作为经营连锁酒店的速8会如此差劲！', '短评打分': 1}
{'短评内容': '总体来说还算满意，外面的环境很好，不吵，但是屋子里的空调声音很大，不能开着睡觉，其他的条件都还不错，水也很热', '短评打分': 5}
{'短评内容': '除了便宜点，其他的都一般。去公交站还近点，去地铁站要10分钟左右。', '短评打分': 1}
{'短评内容': '去上海新国际博览中心一点也不方便，打的的费用在30块钱左右。住的是一楼，一起住的同事说有发霉的味道，的确有。有蚊子，有坐着不舒服的马桶，有会自动掉下来的马桶盖……  环境很差，比锦江之星之类的差远了。', '短评打分': 1}
{'短评内容': '好多蚊子', '短评打分': 3}
{'短评内容': '到陆家嘴不远，而且这酒店停车场大！开车来浦东，方便呀', '短评打分': 5}
{'短评内容': '这上海新国际博览中心酒店，离博览中心太远了，交通非常不方便，而且还坐不到车，害得我们三天都打的去博览中心的，房间一次性东西，还不更换，洗发水和沐浴露没有了，叫他们换还得叫个二三回。最重要的是房间非常小，房间内电视只有几个台，网速就别提了。168元价格真的一点都不便宜了。以上评语都是真话，不管你信不信，反正我是不住了。', '短评打分': 1}
{'短评内容': '被子挺味', '短评打分': 3}
{'短评内容': '3人间，有一个床位弹簧坏掉的，整张床呈波浪型的。厕所马桶下面漏水、被套没套、杯子没洗，真的要改进了', '短评打分': 1}
{'短评内容': ' 一楼很潮湿', '短评打分': 3}
{'短评内容': '离地铁6号线不算近，蚊子很多，可见环境一般，隔音也很差，床竟然要短一点，还摇摇晃晃！！', '短评打分': 1}
{'短评内容': '酒店房间小，且设施差，交通位置也不是很理想，还没有早餐，我觉得很不满意', '短评打分': 1}
{'短评内容': '还可以，房间有点太小了，挺干净的', '短评打分': 3}
{'短评内容': '房间不错，比较满意！', '短评打分': 3}
{'短评内容': '价廉物美.......................', '短评打分': 5}
{'短评内容': '不错的，就是一楼早上有点吵，外面有水响。', '短评打分': 5}
{'短评内容': '这家酒店价格便宜，由于我是去日本在上海停留了1晚。\n\n地理位置不错，周边很多便利店和小吃铺，对于一般的背包客已经很不错了。\n\n但是对于那些有钱人追求生活质量的，建议考虑更好的酒店。\n', '短评打分': 1}
{'短评内容': '这个店简直就是欺骗客人！名字是上海新国际博览中心店 可实际上离博览中心很远，钥换乘2次地铁才能到！下了地铁要走10多分钟，那个接电话的小哥不熟悉路，又让我返回地铁夺走了一个来回。我定的是大床房，但是到了后他们居然说没有了，说是接了个团队！太不讲信用了。给我换成标间了。电视居然连CCTV-5都没有。\n\n不过周围小吃倒是挺多的。', '短评打分': 1}
{'短评内容': '酒店还行，周围休闲的地方不少', '短评打分': 3}
{'短评内容': '一般，特价房-房间异味太大，水温不算很热，周围的小吃很多但没有上档次的', '短评打分': 1}
{'短评内容': '如果不太讲究，住上几晚是没有问题滴!停车场还不错，位置也可以，就是一楼潮气比较大，部分墙纸有霉过的痕迹！', '短评打分': 5}
{'短评内容': '环境整洁，员工素质整齐，训练有素，经济实惠，服务优质！', '短评打分': 5}
{'短评内容': '位置有点偏..不过性价比不错..而且停车很方便..', '短评打分': 5}
{'短评内容': '还算可以吧，浴室有点小问题，马桶不太干净', '短评打分': 5}
{'短评内容': '酒店位置有点偏，入住条件对得起这价钱，附近小吃店比较丰富', '短评打分': 5}
{'短评内容': '房间里有一股油漆的味道，刚开门时感觉很大，闻了一会，还是不太习惯', '短评打分': 1}
{'短评内容': '房间里面设施比较旧，但不知道为什么味道还很大……并且白天有噪音。', '短评打分': 1}
{'短评内容': '有点烂，续个房还一定要花钱办会员卡,办一张还不行，算了，换一家。', '短评打分': 1}
{'短评内容': '不大，感觉不是很正规。~~不过还算停车场够大。', '短评打分': 5}
{'短评内容': '地方比较隐蔽，在加油站里面，停车场倒是挺大的，房间有点旧，住在一楼，没有想象当中那么潮的，价格也适中。', '短评打分': 5}
{'短评内容': '一般，房间还漏雨', '短评打分': 3}
{'短评内容': '非常安静，而且也很安全，服务态度还不错，关键是紧邻小吃街，喜欢吃夜宵的亲们有福了！！', '短评打分': 5}
{'短评内容': '这家酒店 实际上我先发现的，后来我帮若干朋友订了这家酒店 ，主要是方便。', '短评打分': 5}
{'短评内容': '这家酒店我们经常 来住 ，虽然觉得房间和床都不大，但是非常方便，尤其是停车。下次还会来这里。', '短评打分': 5}
{'短评内容': '停车方便，吃饭方便，交通方便，卫生干净，服务一般', '短评打分': 5}
{'短评内容': '停车方便，吃饭方便，交通方便，地铁也方便，不过要稍微打一下车，就是房间太小，卫生还可以 ，服务一般。', '短评打分': 5}
{'短评内容': '停车很方便，吃饭很方便，房间不大，床很小，卫生很好，服务一般', '短评打分': 5}
{'短评内容': '位置不错，门品吃饭的地方很多面丰富 ，停车也方便，就是房间太小床也不大。服务还行，图个方便', '短评打分': 5}
{'短评内容': '这家酒 店我们住 过很多次了\n非常方便的是停车很方便，很大的一个停车场 随便多晚来都有车位', '短评打分': 5}
{'短评内容': '特价房的房间小了点，不过性价比算是高的。交通便利，停车场很大。', '短评打分': 5}
{'短评内容': '离世博近，但是住这里完全是因为商务，却没有网线，不方便', '短评打分': 1}
{'短评内容': '在龙阳路附近价格还是可以，离会场大约3公里左右', '短评打分': 5}
{'短评内容': '离龙阳路国展中心比较近，应该是比较好的商务酒店', '短评打分': 5}
{'短评内容': '酒店设施较好但距地铁站有点远', '短评打分': 3}
{'短评内容': '房间在一楼 潮湿有发霉的味道 住的很不舒服', '短评打分': 1}
{'短评内容': '不错，交通方便，房间有点小，但干净卫生，三楼宽带有问题，上不起网，但总的来说不错。', '短评打分': 5}
{'短评内容': '停车很方便，特价房有轻微霉味。', '短评打分': 3}
{'短评内容': '位置很好，交通方便，出门就有很多饭店。挺安静的。性价比挺高。', '短评打分': 5}
{'短评内容': '房间很小  电视是那种很旧的 不是液晶的  ', '短评打分': 5}
{'短评内容': '厕所有点臭,马桶也很难冲刷,还有地点偏了,不好找.下次不会入住的', '短评打分': 1}
{'短评内容': '洒店还不错。', '短评打分': 3}
{'短评内容': '这家酒店 现在有退步了，没有之前我们住的好了，因为这次是在附楼，房间没有原来的大，不是很舒服 ，但是交通吃饭都 很方便。', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '1，很偏，最近的地铁也得走近20分钟。\n2，环境不能算好，加油站走进去。\n3，房间没有隔音，早上可以听到其它房间的电视声音，还很明显。\n4，周围没有什么大一点的购物的场所。', '短评打分': 1}
{'短评内容': '环境一般，虽说是特价房间，都不提供上网（印象中网上写的提供宽带），下午1点来，半个小时都没人把房间床单换掉。哎，总之比较失望', '短评打分': 3}
{'短评内容': '隔音效果太差了，本来定了两天，第一天晚上就一夜无眠，听了一整晚隔壁房间的打电话声音和呼噜声，房间里的设施也很陈旧，空调声音特别响，不止要受自己房间里噪音的摧残，还听得到隔壁房间的空调运作声，太崩溃了。。。第二天考试完全没精神，这么差的酒店，以后再也不会住了！！', '短评打分': 1}
{'短评内容': '服务态度尚可！太脏，且邻近仓库和外过道。电视机、空调不好使。', '短评打分': 1}
{'短评内容': '实际房间类型与描述的不一样.....房间小...', '短评打分': 1}
{'短评内容': '加油站往里，住的特价房，在安全通道边上，房间很小，“雪花”牌电视，30度左右的热水。', '短评打分': 1}
{'短评内容': '条件很差，不推荐这家酒店。服务一般。房间太小。不值，以后不会再住。', '短评打分': 3}
{'短评内容': '放间很小仅能放张床和电视,空调效果差卫生也不好,的确是特价房', '短评打分': 3}
{'短评内容': '设施陈旧 水龙头漏水 房间里也没信号  不太好  ', '短评打分': 5}
{'短评内容': '没有电梯，隔音比较差。\n\n地段还不错，价格还算过得去。\n\n偶尔住住还行的。', '短评打分': 1}
{'短评内容': '房间没信号，其他还可以，挺干净的，就是空调响', '短评打分': 5}
{'短评内容': 'its very nice hotel..', '短评打分': 5}
{'短评内容': '还可以，装修中偶尔没水好郁闷，一般吧，在上海是比较便宜了98', '短评打分': 5}
{'短评内容': '房间小，不过还可以，偶暖气和空调，对得起这个价格了', '短评打分': 5}
{'短评内容': '还可以.房间比较小.暖气还可以水够热', '短评打分': 3}
{'短评内容': '总体上还行 就是房间里一点信号都没 热水一点不热 垃圾的要死', '短评打分': 5}
{'短评内容': '空调不是很好用，洗澡水时冷时热，地理位置有些偏，但是服务员的态度还是很好的', '短评打分': 1}
{'短评内容': '价格还可以，毕竟住的是优惠的房间，就是空调太差了，晚上冷的没睡着。', '短评打分': 5}
{'短评内容': '房内灯光灰暗 电视基本黑白 淋浴房小的可怜 不愧是特价房啊', '短评打分': 3}
{'短评内容': '环境不好，住了四天，空调坏了3天，不是空调噪声大就是启动不起来，要求换房但得到的答复是还得加钱，以后不会在住这家酒店了', '短评打分': 1}
{'短评内容': '位置太偏了点，而且房间很小，所谓的大房间也很小。', '短评打分': 1}
{'短评内容': '房间不错~地理位置还行，就是房间信号不好~门口附近很多小吃~以后还来', '短评打分': 5}
{'短评内容': '房间信号不好~但是卫生条件还可以~出门挺热闹~周围交通方便~以后还会来', '短评打分': 5}
{'短评内容': '感觉很一般，不是很好，装修的很简单，也不是很舒服', '短评打分': 5}
{'短评内容': '1）淋雨喷头漏水而且出水不稳定，令人头痛；\n2）8214房间接近电气房，晚上睡觉的时候声音很吵；\n3）位置在加油站的后面还要伸进去蛮长的，周围环境也很一般的。\n\n总体评价一般。', '短评打分': 1}
{'短评内容': '感觉很一般，但是100块左右还算可以了，一般吧', '短评打分': 5}
{'短评内容': '室内环境很好，很干净，网速很快，比较满意！！！', '短评打分': 5}
{'短评内容': '酒店正题算快捷还不错的 \n就是酒店位置不太好找\n世博期间算价格很合适 性价比比较高的了', '短评打分': 5}
{'短评内容': '总体上还行 就是电视很小只有15寸的样子，而且洗手池漏水，设施比较陈旧', '短评打分': 5}
{'短评内容': '一个有点难找的地方，态度蛮好，这个价格在上海算实惠的，对面吃饭的店很多', '短评打分': 5}
{'短评内容': '服务人员太少及态度不怎么好，环境也不好，还没有用餐的地方。', '短评打分': 1}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '因为世博住了好几天，早出晚归，总的来说，也还算干净和清静，购物和坐车都还算方便吧。', '短评打分': 5}
{'短评内容': '房间太差，不可能第二次入住！\r\n徐军', '短评打分': 3}
{'短评内容': '帮好朋友订的，酒店位置不太好，性价比一般，不过世博会期间，在浦东的连锁酒店这样的价格算是优惠了', '短评打分': 5}
{'短评内容': '蛮干净的,但是设施有点老化希望这点能改进一下', '短评打分': 5}
{'短评内容': '房间电视节目太少，停车倒挺方便的，我住的那个房间马桶开关还不好。', '短评打分': 1}
{'短评内容': '酒店还是不错的，客人说以后还是会入住的，最好的是离客人要去的地方很近', '短评打分': 5}
{'短评内容': '非常差，价格比如家、锦江之星等高不说，房间电话市话、长途都不能提供，服务态度也不好，店内不提供中晚餐，下大雨连个伞也没有借，真是让人烦透了。', '短评打分': 1}
{'短评内容': '酒店还可以', '短评打分': 5}
{'短评内容': '酒店设施太陈旧.电视节目太少', '短评打分': 5}
{'短评内容': '酒店的设施太陈旧，性价比不高。酒店内没有衣柜，这点也很不方便。', '短评打分': 1}
{'短评内容': '酒店条件还可以,但跟预想的要差些啊!', '短评打分': 5}
{'短评内容': '酒店真不怎样，服务太差了,.........................', '短评打分': 1}
{'短评内容': '这次是代一个外国同事预定的，据说服务还可以，有服务员能懂英文，就是卫生还不够满意.', '短评打分': 3}
{'短评内容': '酒店还可以，在加油站后面，一开始还没找到 ', '短评打分': 5}
{'短评内容': '整体还不错。', '短评打分': 5}
{'短评内容': '很老很潮很旧服务态度很不好各种不好.....住了一晚就换宾馆了.网上大床房的照片是假的.和现房完全不一样.各位朋友可以放弃这里了.不值300多顶多100块.', '短评打分': 1}
{'短评内容': '总体感觉不是很满意，位置比较难找，卫生间不是很干净，房间还蛮小的 跟其他旅馆性价比起来不是很满意  ', '短评打分': 1}
{'短评内容': '总的来说，在陆家嘴附近有如此性价比的酒店已经不易了！', '短评打分': 5}
{'短评内容': '交通便利。还不错', '短评打分': 5}
{'短评内容': '交通比较方便，离地铁比较近；门口就是加油站，也适合自驾人士。房间内比较整洁，服务员也还算客气。', '短评打分': 5}
{'短评内容': '没什么特色，一般', '短评打分': 5}
{'短评内容': '完全不是318的房间，可能是靠着陆家嘴的地段才敢开这样的价格。房间有霉味，很小，卫生间跟如家、莫泰、格林豪泰完全不能比，价格比他还低，手机基本失效，没信号。这样的地方居然就是速八，我建议趁早关掉。', '短评打分': 1}
{'短评内容': '很不错', '短评打分': 3}
{'短评内容': '设施陈旧，马桶无法冲水，洗脸的地方却漏水不停。', '短评打分': 1}
{'短评内容': '信号太差啦，其他都一般', '短评打分': 5}
{'短评内容': '房间很小，不过特惠的，呵呵~~~\r\n这个价格在上海也确实挺难得~~~~', '短评打分': 5}
{'短评内容': '优点：距离上海新国际博览中心约4-5公里，旁边是栖山路美食街，酒店门口加油站方便加油，距离地铁步行约8-10分钟\r\n缺点：2号楼部分房间没有手机信号', '短评打分': 5}
{'短评内容': '位置稍微有点偏，附近没超市~入住3天门卡修复不了比较郁闷~~网络比较卡~~如果去参加博览会的话打的20元左右好算比较近', '短评打分': 5}
{'短评内容': '一般吧   就是设施有点老了 尤其是大便器 还有电话', '短评打分': 3}
{'短评内容': '马桶有的下面的盖子失灵了 ，我想象力可能有点丰富~  请问男士嘘嘘盖子掀起来就自动掉回去 是不是就直接尿在大便圈上了？？  卫生环境还不错 就是浴巾有脏的东西粘在上面。  房间里的电话有的是坏的  找前台不方便也就算了，请问有快退房了前台的大老爷们直接隔着你的房门高喊  “时间到了 赶紧退房”吗？？？？  ', '短评打分': 5}
{'短评内容': '卫生环境都还不错，前台服务也很好，只是酒店在一个油站内，感觉有点怪怪的', '短评打分': 5}
{'短评内容': '酒店的设施不是很新了，但都很干净整洁。房间也够大，环境比较的温馨浪漫了，卫生间搞的不错', '短评打分': 3}
{'短评内容': 'haihao', '短评打分': 5}
{'短评内容': '位置不太好，隔音效果差，但比较安静，服务不错，性价比高，值得推举', '短评打分': 5}
{'短评内容': '总体来说不错的酒店，卫生干净，设施完善，地理位置交通方便，服务热情周到，性价比不错', '短评打分': 3}
{'短评内容': '嗯 在浦东深源路那边，周围吃的地方不错的。也有玩的', '短评打分': 5}
{'短评内容': '该酒店目前正在为迎接世博会装修。3号楼在这个价位上整体很不错。', '短评打分': 5}
{'短评内容': '性价比高，交通方便，毕竟是速八连锁有品质保证的。下次去还会选择它', '短评打分': 5}
{'短评内容': '环境太差，墙壁就是用模板隔开的，隔壁说话和看电视的声音都听的请清楚楚的', '短评打分': 3}
{'短评内容': '卫生服务方面都很不错,打扫的很干净,住着很舒适,而且出行也很方便,但就是房间的硬件设施有点陈旧了.', '短评打分': 3}
{'短评内容': '酒店的位置还不错，挺方便，价格适中，整体的硬件条件，环境都是 很不错的，可以推荐。', '短评打分': 3}
{'短评内容': '都还可以，就是热水器不是很热，没敢洗澡。', '短评打分': 5}
{'短评内容': '服务态度良好，酒店房间设施齐全，但屋子有些潮，电视不是很好，不清楚，性价比比较高', '短评打分': 5}
{'短评内容': '没热水 晚上  崩溃   ', '短评打分': 1}
{'短评内容': '酒店的热水器太小了，水都不热，空调也太旧了，服务还不错，位置交通挺方便的，还是可以考虑的。', '短评打分': 3}
{'短评内容': '价格比较便宜，适合驴友。', '短评打分': 5}
{'短评内容': '谢谢服务', '短评打分': 5}
{'短评内容': '一般般吧~！一分钱一分货~！', '短评打分': 5}
{'短评内容': '位置还是不错的,离我办事的地方很近,很方便,但酒店太吵了,隔音效果不好,都晚上12点多了,遭音还很大,很不舒适,而且当时我住的是一楼也有些潮.', '短评打分': 3}
{'短评内容': '我觉得位置很好，在浦东，坐公交去逛街或者玩很近，离陆家嘴非常近。酒店的价格也还好。但是房间的被子睡的时候感觉不是很干净，房间空气质量不怎么好，有股霉的味道', '短评打分': 5}
{'短评内容': '可以住祝', '短评打分': 5}
{'短评内容': '除了有点吵（外面是加油站），其他都还好。', '短评打分': 5}
{'短评内容': '交通很方便，周边餐饮店很多。但酒店房间的空气极差。', '短评打分': 1}
{'短评内容': '服务卫生以及设施都很一般的，房间比较潮，面积比较小，酒店的位置不错的，出行很方便的，酒店的价格还可以。', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施很一般，主要是配置啊硬件一些设施非常陈旧了，位置出行交通方便，价格合理适中。卫生服务都还一般，整体来讲不适合主动推荐入住。', '短评打分': 5}
{'短评内容': '实际跟想象中的差别很大', '短评打分': 1}
{'短评内容': '除了地域比较有优势，周围的小吃比较多（海事大学旁边）外，其他都不敢恭维。房间很暗，床单虽然洗过但是感觉有味道。特别是前台接待很冷漠，不满意商务大床房，性价比绝对不高。因为以前对杭州的速8感觉不错才去订这个上海酒店的，但现在看来差距不是一点点！~', '短评打分': 1}
{'短评内容': '感觉比较一般，这种经济型酒店要是有特价房总有点小问题，上次安排的房间床就不舒服，上次主要是因为离办事的地方比较近才选的这家酒店', '短评打分': 1}
{'短评内容': '酒店的服务还可以，地理位置也挺好的，酒店也很干净，服务也蛮不错的', '短评打分': 5}
{'短评内容': '酒店信号不好，卫生环境和设施也很一般，服务还不错，价格还比较实惠', '短评打分': 5}
{'短评内容': '酒店在我家附近，朋友来玩一起住的，很方便，价格也不贵', '短评打分': 5}
{'短评内容': '酒店的交通不是很方便，服务，环境都比较一般，价格比较便宜。', '短评打分': 1}
{'短评内容': '住在3楼，因为没有电梯，提行李有些困难，有服务员过来帮忙，所以感觉还好。\r\n酒店位置不错，公交、购物都很方便，只是上网的网路每天出问题。\r\n总之性价比还是不错，会再去住的。', '短评打分': 5}
{'短评内容': '整体感觉还不错，干净舒适，经济实惠', '短评打分': 5}
{'短评内容': '很偏僻,房间被安排在楼梯口旁边,隔音效果奇差,厕所很小,浴巾都是深色,给人欲盖弥彰的感觉.打开窗是石墙,像住地窖里一样,.房间里手机完全没有信号.要求换房间,回答是可以,就你隔壁那间,正对楼梯.算了忍了.', '短评打分': 3}
{'短评内容': '总体卫生等状况还可以，就是房间面积稍小了', '短评打分': 3}
{'短评内容': '在亿龙上订的,房间小了点,给我们的房间是靠近客厅的,感觉不好.&lt;br /&gt;\n在亿龙上的定单也没有帮我及时处理,亿龙网站还打电话确认是否确实入住.', '短评打分': 3}
{'短评内容': '整体不错,隔音不好.', '短评打分': 5}
{'短评内容': '很新，很干净，很安静，很凉快！不错', '短评打分': 5}
{'短评内容': '&amp;lt;P&amp;gt;服务态度很好，性价比较高，如果有机会会考虑再次入住。&amp;lt;/P&amp;gt;&lt;br /&gt;\n&amp;lt;P&amp;gt;&amp;lt;/P&amp;gt;', '短评打分': 5}
{'短评内容': '很新，很干净，服务态度好，房间稍微小点，隔音效果不好。', '短评打分': 5}
{'短评内容': '很干净,价格合理.房间小了点.', '短评打分': 5}
