{'短评内容': '很好很好，值得推荐', '短评打分': 5}
{'短评内容': '挺好，比较安静，交通方便，三楼就有咖啡厅', '短评打分': 5}
{'短评内容': '条件还可以，办事也方便。价格也算合理，总之挺满意的，挺好的！下次还会到这边入住的', '短评打分': 5}
{'短评内容': '条件还可以，办事也方便。价格也算合理，总之挺满意的，挺好的！', '短评打分': 5}
{'短评内容': '不错，挺好的，就是电梯是共用的客户用起来有点不方便，其它都挺好', '短评打分': 5}
{'短评内容': '地理位置还不错，房价也比较合理，就是等电梯时间太长了', '短评打分': 5}
{'短评内容': '环境不错！！！环境不错！！！环境不错！！！环境不错！！！环境不错！！！环境不错！！！环境不错！！！环境不错！！！环境不错！！！', '短评打分': 5}
{'短评内容': '条件还可以，办事也方便。价格也算合理，总之挺满意的，挺好的！', '短评打分': 5}
{'短评内容': '这次给我的房间很好，价格也合理，交通方便，好像正在装修', '短评打分': 5}
{'短评内容': '酒店所在的大楼还有不少其他经营租户，如餐饮，足浴，培训之类的，感觉有些嘈杂，但晚上睡觉倒还算安静，标房不大，装修简单，卫浴间仿锦江之星，无一次性拖鞋，离地铁口3,5分钟。', '短评打分': 5}
{'短评内容': '还可以，一般住住的话是个不错的选择，可以推荐出差人士选择，就是电视比较小', '短评打分': 5}
{'短评内容': '位置稍微有点远，没有停车位，房间虽然小，但是环境隔音效果还不错', '短评打分': 5}
{'短评内容': '地段比较好，价格合理，服务就一般啊，尤其是前台', '短评打分': 5}
{'短评内容': '性价比高，是出差西安最常住的宾馆，交通便利', '短评打分': 5}
{'短评内容': '不错，性价比高，地铁近，周围吃喝玩乐很方便', '短评打分': 5}
{'短评内容': '条件很好，适合差旅人士，周边购物也很方便', '短评打分': 3}
{'短评内容': '一般，还行吧，就是比较杂乱，相对来说比较实惠', '短评打分': 5}
{'短评内容': '也许住的客人较多，前台很牛哦，房间居然没有网线，还说我们没有说明！只有几个朝南的房间可以！', '短评打分': 1}
{'短评内容': '周围环境很便利，不错。', '短评打分': 3}
{'短评内容': '环境不错，就是前台的服务态度不怎么友善.希望能够改善', '短评打分': 5}
{'短评内容': '房间还可以，床不是很新，其他设备一般，整个大厦只有4层，其他都是娱乐场所有点乱', '短评打分': 5}
{'短评内容': '卫生很好，方便出行，处在繁华地段。这个价钱还是可以的，比较值', '短评打分': 5}
{'短评内容': '性价比很好，交通也方便，前台态度很好哦！', '短评打分': 5}
{'短评内容': '电视机小了，其他还行。', '短评打分': 3}
{'短评内容': '算是附近酒店中性价比较高的', '短评打分': 3}
{'短评内容': '酒店很舒适，简单干净，价格也很便宜，下次还会选择的～', '短评打分': 5}
{'短评内容': '帮朋友定的，朋友说房间挺干净的，除了有点小之外其他都不错，性价比挺高。', '短评打分': 3}
{'短评内容': '交通、出行方便，紧邻地铁2号线（市图书馆站）。周边餐饮及银行也较多。', '短评打分': 5}
{'短评内容': '住了三天，感觉很不错，空间大，服务好，下次去还人会住。', '短评打分': 5}
{'短评内容': '酒店地理位置好，里面环境卫生干净，服务态度好，性价比高。我觉得经常出差的人去哪里是个不错的选择。', '短评打分': 5}
{'短评内容': '加利利环境还可以   有点小温馨', '短评打分': 3}
{'短评内容': '环境不错，安静舒适，下次还来', '短评打分': 3}
{'短评内容': '前台服务好、离地铁站近、价格合理、很方便啦', '短评打分': 5}
{'短评内容': '好的了！环境可以，退房时间合理，人性化。', '短评打分': 5}
{'短评内容': '话说性价比不高 有些小简陋; @@@@不过服务员的态度很好', '短评打分': 5}
{'短评内容': '各方面都挺不错的，环境也很好，交通方便..........', '短评打分': 5}
{'短评内容': '靠地铁站 也有很多公交 交通方便 周围环境也不错 工作人员态度蛮好 推荐', '短评打分': 5}
{'短评内容': '交通便利，比附近的宾馆便宜不少，安静，干净，网络不错。', '短评打分': 5}
{'短评内容': '里面设施及环境根本不像图片所示而且服务员的清洁及等基本用具也未准备齐全', '短评打分': 1}
{'短评内容': '很不错,房子挺大挺干净的,位置也很好', '短评打分': 3}
{'短评内容': '性价比挺高的  地理位置很好 离地铁站和公交车站都很近 周边也比较繁华  ', '短评打分': 5}
{'短评内容': '设施齐全，暖气和热水比较好，还不错，推荐！！！', '短评打分': 5}
{'短评内容': '网络非常慢，打开网页需要10多分钟，测了一下只有10kb不到', '短评打分': 1}
{'短评内容': '地理位置挺好的,出门右转不远就是地铁站,酒店开业时间不短了,墙壁稍微有些脏', '短评打分': 5}
{'短评内容': '离地铁站太方便了  但是一直没有发票 离店时还有位客人因为没有发票大吵起来 结果前台就不知道从哪里变出了发票给他  我实在是懒得问他们要了 这种欺软怕硬的...', '短评打分': 1}
{'短评内容': '比较不错，交通方便，地铁很近，房间也宽敞干净，购物吃饭都方便。', '短评打分': 5}
{'短评内容': '房间总体还算干净。服务比较周到,装修有点旧了。 看来客房使用频率很高！ ', '短评打分': 3}
{'短评内容': '各方面都挺方便的 吃饭 购物 交通出行 都很不错', '短评打分': 5}
{'短评内容': '卫生还行，就是房子隔音有些不好', '短评打分': 3}
{'短评内容': '十房间没有窗户太暗了,', '短评打分': 3}
{'短评内容': '酒店有点小，其它还行.', '短评打分': 3}
{'短评内容': ' 地理位置较方便，快捷酒店卫生又上档次', '短评打分': 3}
{'短评内容': '离地铁很近，交通很方便。不过房间大小不一样，同样是大床房或标准间，有的大有的小。国庆节去的，服务人员态度还可以。', '短评打分': 5}
{'短评内容': '西安加利利快捷酒店（凤城二路店）性价比还可以，地理位置不错，条件稍微差点，能住凑活西安加利利快捷酒店（凤城二路店）性价比还可以，地理位置不错，条件稍微差点，能住凑活', '短评打分': 5}
{'短评内容': '房间很好，吃东西很方便。就是电梯太老了，每次坐都害怕', '短评打分': 5}
{'短评内容': '交通便利，服务快捷，干净卫生，环境优雅，但是没有停车场不太方便', '短评打分': 5}
{'短评内容': '很好，每次来都住在这，交通和方便，周围也很繁华，尤其是吃的很多，闹中取静的好地方。', '短评打分': 5}
{'短评内容': '性价比还行，就是楼后面是个刑警队，警犬一晚上叫个不停，影响休息！', '短评打分': 5}
{'短评内容': '在西安来说还不错，房间还蛮大的。就是酒店大厅和其它公用比较嘈杂！', '短评打分': 5}
{'短评内容': '酒店还不错，性价比不错，房间很干净，就是隔音效果差了点', '短评打分': 5}
{'短评内容': '空调是坏的，不是设置的定时。总是开五分钟就自动关闭了', '短评打分': 1}
{'短评内容': '这家酒店我朋友来了基本都给订到这里，房间很好，价格不高，服务也不错，很安静', '短评打分': 5}
{'短评内容': '整体的性价比还不错，就是没有早点比较麻烦。建议能增加早餐。', '短评打分': 5}
{'短评内容': '价格合适，环境挺好，房间有点小了，不过整体是不错的', '短评打分': 5}
{'短评内容': '房间的空调是坏的，开五分钟就自动关了，不是定时，我看过了，毛巾浴巾有很大的消毒水味', '短评打分': 1}
{'短评内容': '环境一般，还可住', '短评打分': 3}
{'短评内容': '位置略偏，但是性价比还可以。还算比较满意的。', '短评打分': 5}
{'短评内容': '设施过于陈旧，和洗浴中心一个电梯，前台服务还是可以', '短评打分': 5}
{'短评内容': '喝水都收费，太过分了，太过分了，太过分了', '短评打分': 1}
{'短评内容': '还可以，交通比较便利。附近吃饭的地方少点', '短评打分': 5}
{'短评内容': '环境不错··下次还会选择入住，就是希望下载住给安排有窗户的·哈', '短评打分': 5}
{'短评内容': '水都要钱啊 不合适吧,环境还不错，交通也方便', '短评打分': 5}
{'短评内容': '加利利快捷酒店住宿环境不好，缺点是没有停车场', '短评打分': 3}
{'短评内容': '还好吧，性价比不高，房间设施和服务有待提高，毛巾又黑又烂也不换', '短评打分': 1}
{'短评内容': '不是很好找，房间有点小，其他还好吧。前台服务态度什么的都还不错啦', '短评打分': 5}
{'短评内容': '环境还是不错的，收费的项目过多，水都是收费的，这个有点不合适', '短评打分': 5}
{'短评内容': '大清早的服务员敲门问要不要打扫卫生？对这服务哭笑不得啊', '短评打分': 3}
{'短评内容': '其它都还好，服务员一大早敲门问你打不打扫卫生，人都还睡着呢，莫名其妙', '短评打分': 5}
{'短评内容': '不错,挺干净的，楼层高,所以临街也不会吵,阳光房挺不错.', '短评打分': 3}
{'短评内容': '住了很多次了，环境不错，卫生干净，就是网速慢，强烈建议', '短评打分': 5}
{'短评内容': '卫生不好，太旧了！！！卫生不好，太旧了！！！卫生不好，太旧了！！！', '短评打分': 1}
{'短评内容': '不错，出差来西安经常住这个酒店，卫生情况还算可以，就是卫生间有蟑螂', '短评打分': 5}
{'短评内容': '不错~~~整体还不错，就是网速较慢，有的房间有蟑螂，其他没问题', '短评打分': 5}
{'短评内容': '除了价格便宜，没有一点好的地方啊，半夜竟然会有狗男女服务员来开你的房门，太可怕了', '短评打分': 1}
{'短评内容': 'jiaotongfangbianweishenghaixing ', '短评打分': 5}
{'短评内容': '又一次入住，前台效率还是不敢恭维，不过还是依旧实惠', '短评打分': 3}
{'短评内容': '有一次入住，前台效率依然不敢恭维，因为西安世园会的原因，拖鞋也变成那种塑料的了，很不适应，不过冲着这实惠的价格，还是好评吧', '短评打分': 5}
{'短评内容': '房间环境不错，周边商业环境也不错，但酒店服务很一般。', '短评打分': 5}
{'短评内容': '性价比蛮高的，交通饮食都比较方便，不过离旅游景点比较远', '短评打分': 5}
{'短评内容': '性价比蛮高的，离工作地点近，交通饮食都比较方便', '短评打分': 5}
{'短评内容': '什么都好，就是房子里有些陈旧了~你啊哈斯埃索达埃索达', '短评打分': 5}
{'短评内容': '什么都好，美中不足的是数码大床房的电脑是坏的', '短评打分': 5}
{'短评内容': '不能刷银行卡预授权，很不方便', '短评打分': 3}
{'短评内容': '房间还不错，暖气很给力。热水也很好。拖鞋不是一次性的，幸亏我们带了自己的拖鞋。总体来说还是不错的。房价要是再便宜些就好啦。。', '短评打分': 5}
{'短评内容': '房间环境不错  就是有点小  其他的都挺满意的', '短评打分': 5}
{'短评内容': '150的房间 住一天花了俩天的钱 有事离开 住了4个小时左右  晚上回来在住 还是要在掏一天的钱', '短评打分': 1}
{'短评内容': '房间挺好的。', '短评打分': 3}
{'短评内容': '  酒店还行   就是网络不大稳定\n  交通还算便利', '短评打分': 5}
{'短评内容': '房间干净，是典型商务酒店的风格（面积小了些）。', '短评打分': 5}
{'短评内容': '房间大,干净,但室内空气不太好', '短评打分': 3}
{'短评内容': '交通便利，设施可以，我住的是电脑房比如家好多了，就是地方小了点，相当不错，', '短评打分': 5}
{'短评内容': '还可以，不错的。吃饭也比较方便。经济实惠。', '短评打分': 5}
{'短评内容': '房间设施服务态度都不错，性价比高\n只是暖气烧得好热，我单穿衬衫都觉得要出汗了', '短评打分': 5}
{'短评内容': '网速很快，下载速度能达到400K/S！平均速度也有200多。房间还可以，椅子坐着不舒服！年底了客人很多。酒店竟然没有火柴。电梯只有2部，客人多时挺慢的。酒店整体可以打70分。', '短评打分': 5}
{'短评内容': '环境不错宽畅干净比感觉比这条路上的如家好哦', '短评打分': 3}
{'短评内容': '挺方便的，就是房间有点小，不透气，有电脑就好了。', '短评打分': 5}
{'短评内容': '各方面还可以，就是离我干活的地方远了点。', '短评打分': 5}
{'短评内容': '酒店性价比很高，就是前台效率有点低，经常只有一两个人服务', '短评打分': 5}
{'短评内容': '地方比较小，床单挺硬，我让打扫卫生，前台告诉我除了早上不给打扫…哪有这样的？', '短评打分': 3}
{'短评内容': ' 需要等 其他都可以', '短评打分': 3}
{'短评内容': '安加利利快捷酒店（凤城二路店）位置不错，环境也不错，就是隔音不太好，走廊里的声音在屋里听的很清楚。', '短评打分': 5}
{'短评内容': '还不错，有点小，而且我那间没有窗户，很纠结。', '短评打分': 5}
{'短评内容': '服务，卫生都不错，就是网上太慢了，邮件都收不了', '短评打分': 5}
{'短评内容': '酒店很简陋，附近常常有狗叫，不过总的来说性价比还可。', '短评打分': 5}
{'短评内容': '位置不错，环境也不错，就是隔音不太好，走廊里的声音在屋里听的很清楚。', '短评打分': 5}
{'短评内容': '环境位置还行,床太烂还没有褥子，大床单都盖不住床,让你更换，他们说没有', '短评打分': 1}
{'短评内容': '除了楼层太高，其他都好~除了楼层太高，其他都好~除了楼层太高，其他都好~', '短评打分': 5}
{'短评内容': '网络太差了，速度超慢', '短评打分': 3}
{'短评内容': '环境太差，有4部电梯，就像走迷宫一样。回去晚了，连热水都没有了', '短评打分': 1}
{'短评内容': '房间较为干净，关键是地理位置在北郊算是最繁华地区了，相对于极难打车的西安地区这里非常便利', '短评打分': 5}
{'短评内容': '该酒店一共住了10次了，感觉很好，实在是因为要评价 就都评价了', '短评打分': 5}
{'短评内容': '该酒店的大床房 标间 阳光房都住过，环境都不错 ', '短评打分': 5}
{'短评内容': '服务态度不错，今天是第一天出早餐，我8点多还没去吃，前台就给我来电提醒了 9点半之后就没有了，于是起床去吃了 ，因为前一天挂账了 怕我浪费了 吃的夜还不错  ', '短评打分': 5}
{'短评内容': '1 最近该店退出了早餐，早餐还可以15元一份 在三楼的名典咖啡就餐\n2 该店位置在陕西消防总队这边，未央路那边的建设已经很好了，比一年前来好很多了。\n3 就是最近的网络好像有时好 有时不畅通', '短评打分': 5}
{'短评内容': '性价比不错，交通便利，适宜在北郊出差办事的人员居住', '短评打分': 5}
{'短评内容': '性价比不错，适宜出差居住，但是请不要选择临街房间，很吵', '短评打分': 5}
{'短评内容': '很好值得您的到来，我在该酒店一住就是四天。', '短评打分': 3}
{'短评内容': '性价比超值，酒店也还算干净，周边环境很便利，下次还回来', '短评打分': 5}
{'短评内容': '我是十一月八号入住该酒店的，感觉一切都很好。特别推荐给去开发区办事的人士入住，因为这里交通方便且离开发区很近，打车就二十元左右。谢谢', '短评打分': 3}
{'短评内容': '环境很好。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店还不错，住的阳光房，就是早上洗漱没热水，很不爽', '短评打分': 3}
{'短评内容': '感觉挺不错的，阳光房特别舒服。。。。。........', '短评打分': 5}
{'短评内容': '阳光房环境挺好，服务员也很热情。。。。。。。。', '短评打分': 5}
{'短评内容': '其他都很好不过一直不知道宽带上网密码，房间没有说明，总台电话也打不通', '短评打分': 5}
{'短评内容': '点评错了，指南针酒店太差了，加利利还不错。。。。。。。。', '短评打分': 3}
{'短评内容': '竟然空调不制暖，冻了一夜\r\n，，，，，，，，，，，差劲', '短评打分': 1}
{'短评内容': '该酒店非常的不好,希望大家以后来西安不要住这样的宾馆.水有味道不说,服务员态度非常的差.打个电话叫他们把水龙头修一下,不是说在吃饭就是不在,每次说一会就来修,一等就是没下文.网速也不好,偶尔不能上网电话通知服务员,可又是说在吃饭,每次都是说在吃饭.难道就没有别的花招吗?郁闷!该宾馆老板怎么用的都是猪.', '短评打分': 3}
{'短评内容': '该酒店我住了几晚,只是不想再换宾馆.酒店没有热水,是从外面买过来.并且酒店里水很浑浊,就像是长江里的水.还带有味道.前台服务员感觉文化素质太低.', '短评打分': 1}
{'短评内容': '位置卫生都不错，快捷酒店，还算整齐，性价比比较高！', '短评打分': 5}
{'短评内容': '卫生有点欠缺。。其他的都不错  服务也不错', '短评打分': 5}
{'短评内容': '酒店位置比较便利，公交车较多，卫生服务还可以，就是本来说的24小时热水有时没有', '短评打分': 5}
{'短评内容': '前台有点乱，电梯有点脏，其它还可以，地图上看离火车站不远，没想到遇到节前大堵车，1个半小时才到，误车了，只得改签，唉，下次还是住在火车站边上吧', '短评打分': 5}
{'短评内容': '晚上洗澡没有热水，全是凉水，压力不够，热水上不去', '短评打分': 1}
{'短评内容': '交通还算便利，价格很适中，就是晚上旁边的施工工地有点吵，不过以后估计会好的。。。', '短评打分': 5}
{'短评内容': '酒店位置很好，离经济开发区很近，价格适中，就是前台服务太慢，可能是国庆人多的缘故吧', '短评打分': 3}
{'短评内容': '性价比还不错，服务也很好，我住的12楼那个房间电话听筒是坏的，我忘记房间号码了！其他的都不错~！上网也还蛮快的', '短评打分': 5}
{'短评内容': '入住比较舒服的酒店。我们入住的是朝东的房间，宽敞明亮。服务还算可以。位置不错，在北边比较繁华的地段，周边吃饭购物比较方便。不过就是有些小小的缺点，酒店没有早点。', '短评打分': 5}
{'短评内容': '酒店位置还好，离经济开发区很近，可能十一人多，前台办手续很慢，态度也一般，不过对得起这价钱了', '短评打分': 3}
{'短评内容': '＋简单干净稍微有点简陋，二星的水平吧，就是离市区很远，头一次到西安花了三个小时才到酒店，在前台听到断热水约40分钟…', '短评打分': 5}
{'短评内容': '唯一的缺点就是在凤城2路，有点远。去市中心玩的话做公交时间有点长。不过门口的609路公交就挺方便。酒店价格对于其他来说很不错。卫生很干净，洗澡水很大很热，不错。就是不知道为什么水管里的水咸咸的。别的都挺好。', '短评打分': 5}
{'短评内容': '＋酒店不错，房间很干净', '短评打分': 5}
{'短评内容': '这家店比较破，要不是附近几家都住满了，也不会到这里来了。', '短评打分': 1}
{'短评内容': '地理位置不错，在二环外，购物生活方便，电梯比较慢', '短评打分': 5}
{'短评内容': '交通便利，房间不错，比较安静,干净卫生，只是楼下人比较杂。', '短评打分': 3}
{'短评内容': '房间还算干净，就是有点小了一些。环境比较安静，就是位置有点远，打车不是太方便', '短评打分': 5}
{'短评内容': '这家酒店很安静,价位厚道，环境还可以，就是不提供早餐。', '短评打分': 5}
{'短评内容': '卫生条件比较好，周围生活设施方便，交通便利，环境安静，适合休息。', '短评打分': 5}
{'短评内容': '和七天差不多\u3000而且凤城二路店离城北客运很近\u3000洗澡水不错\u3000卫生也很好\u3000不过浴巾有点硬硬的\u3000但还是挺干净的\u3000总体来说\u3000不错了', '短评打分': 5}
{'短评内容': '性价比还可以.就是没完没了的狗叫实在受不了.', '短评打分': 5}
{'短评内容': '    除了停车不方便，其他方面挺好，下次我还住。', '短评打分': 5}
{'短评内容': '主要是外部环境差点和写字楼混杂在一起，不安全！谢谢！', '短评打分': 5}
{'短评内容': '干净，房间不错，价格厚道。', '短评打分': 5}
{'短评内容': ' 很干净，有点现代简约的风格，周边设施也蛮好。', '短评打分': 5}
{'短评内容': '还不错，位置还行，离公交车站也近，吃饭也方便', '短评打分': 3}
{'短评内容': '不错，小巧玲珑，卫生也比较干净，也比较安静。值这个价位', '短评打分': 5}
{'短评内容': '房间很大很舒服，位置也还好，比较干净，卫生间的地板比较有特点，感觉软软的。隔音再好点就更好了，下次来西安一定继续住这里。 \r\n ', '短评打分': 5}
{'短评内容': '还不错，挺干净。', '短评打分': 5}
{'短评内容': '地理方便，吃饭也方便，价格公道，交通便捷。', '短评打分': 5}
{'短评内容': '位置还是不错，服务也是很好，房间有点小。要是价格再优惠一些就好了。', '短评打分': 3}
{'短评内容': 'OK', '短评打分': 5}
{'短评内容': '很垃圾...', '短评打分': 3}
{'短评内容': '整体价位偏高。其他的都还不错。', '短评打分': 5}
{'短评内容': '设施还行，这个价位可以啦', '短评打分': 3}
{'短评内容': '酒店不错，周围都是洗脚的店，美女无数啊', '短评打分': 5}
{'短评内容': '一般般，很吵', '短评打分': 1}
{'短评内容': '设施一般    服务态度不是很好', '短评打分': 3}
{'短评内容': '服务有待提高', '短评打分': 5}
{'短评内容': '除了卫生间小，隔音差，隔壁把床弄得咚咚响，吵得很！', '短评打分': 5}
{'短评内容': '设施及卫生有待改善', '短评打分': 5}
{'短评内容': '就是隔音效果不好。', '短评打分': 5}
{'短评内容': '卫生有点差  其他基本还好了   ', '短评打分': 5}
{'短评内容': 'ok', '短评打分': 5}
{'短评内容': '房间很宽敞，很干净，住着也舒适，就是有蚊子', '短评打分': 5}
{'短评内容': '阳光房，很大也很干净，住着很舒服，晚上也非常的安静。推荐这里 价格再底点就更好了', '短评打分': 5}
{'短评内容': '房间很大很舒服，位置也还好，比较干净，卫生间的地板比较有特点，感觉软软的。隔音再好点就更好了，下次来西安一定继续住这里', '短评打分': 5}
{'短评内容': '挺好的，位置便利，而且个方面也不错', '短评打分': 5}
{'短评内容': '住两次点评两次，我去的时候好像和我说信用卡不能做预售，只能现金，不过走的时候可以刷卡现金还是可以退的。后来去的希望有帮助。', '短评打分': 3}
{'短评内容': '吃早餐不方便，交通不方便。其余的还可以。电梯比较有意思', '短评打分': 5}
{'短评内容': '离市区确实远了些，不过从火车站打车过去要13元，希望可以给大家一些提示。电梯很有意思两头开门，总是走错。房间大小一般，宽带有点慢了。房间设施也可以，枕头最好可以换成硬一点的，软的很不舒服。洗浴水很好，很大。临近未央路，有必胜客和其它一些快餐可以吃，不过宾馆旁边的洗脚店很多哦～ 总体来说相对价格而言还好，能再便宜20-40元是最好的了，毕竟打车有点贵了，公交也不方便。', '短评打分': 5}
{'短评内容': '离市中心有点远，比较便宜，在外旅游只要价格适中，干净舒适就好，网络速度不是很理想。', '短评打分': 5}
{'短评内容': '其他都好，就是打电话向前台借吹风机，等到退房都没拿来，那时头发早就干了！', '短评打分': 5}
{'短评内容': '位置还不错，周边有不少饭店和商场挺方便的。酒店不提供早餐服务。订的标准间，空间挺大的，但空间设计感觉一般。', '短评打分': 5}
{'短评内容': '这个是我去考试，位置特殊，离城中心较远，打车到鼓楼10多块钱，房间简直完美！', '短评打分': 5}
{'短评内容': '主要是服务一般，和商务酒店标准有差距。', '短评打分': 1}
{'短评内容': '我觉得整体感觉还可以，按现在的价格来看要是能送早餐就更合适了 ', '短评打分': 3}
{'短评内容': '这家酒店我住了两次，我觉得环境还可以，价格也比较合理，就是房间有点小，早上热水供应比较晚', '短评打分': 3}
{'短评内容': '卫生还可以很好，地理位置不错，离咸阳机场相对方便，设施完善，服务热情周到，性价比不错，值得推荐', '短评打分': 3}
{'短评内容': '作为快捷酒店，加利利的各方面都做的比较到位', '短评打分': 5}
{'短评内容': '好的很，就是小点。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '价格有点高，再降低一点点，一定会更好。\r\n其他方面都很不错，我喜欢，符合我的味道。呵呵 ', '短评打分': 5}
{'短评内容': '酒店的位置挺方便的，环境也不错，就是服务比较弱，不太热情，价格有点高', '短评打分': 3}
{'短评内容': '性价比很高，就是没有停车的地方，总体来说不错', '短评打分': 3}
{'短评内容': '总体感觉还是不错的,卫生和设施还行,价格也都可以接受,出行的时候也挺方便的,总体感觉还是比较不错的.', '短评打分': 3}
{'短评内容': '交通便利，房间布局合理，比较温馨，我所住的那间透气性不是很好，有点憋屈，洗澡的水很舒服，如果价格再低一点的话，竞争性会更强，我会选择常去！', '短评打分': 5}
{'短评内容': '不错的说,有机会再来。。哈哈', '短评打分': 5}
{'短评内容': '服务很好,热情周到,设施很完善,地理位置方便,性价比很好的酒店.卫生干净,下次还会入住', '短评打分': 3}
{'短评内容': '位置很方便,酒店的环境也挺不错的,没什么不满意的地方,物有所值!!', '短评打分': 3}
{'短评内容': '就在学校的附近，交通很方便 位置还是比较好找的，房间的卫生和设施也都还不错，服务也还算周到热情，性价比还是比较高的 值得推荐', '短评打分': 3}
{'短评内容': '设施很新，性价比高', '短评打分': 5}
{'短评内容': '唯一不足的是没有停车场！不过隔壁好像就是山西省刑警总队，呵呵！服务很好，价位合理，值得推荐！', '短评打分': 5}
{'短评内容': '本人是自驾游，所以交通便利，也好找，相对而言性价比较高。唯一不便之处，就是没有单独的停车场，只能把车停在门口的便道上或是马路对面的停车场里，而且是要收费的。', '短评打分': 5}
{'短评内容': '开房等待时间太长，半小时后才给我们开房', '短评打分': 1}
{'短评内容': '房间挺好', '短评打分': 5}
{'短评内容': '价钱公道，条件很好，服务也比较到位，推荐！！', '短评打分': 5}
{'短评内容': '性价比很好，住的很舒服，主要是离客户那里非常近', '短评打分': 5}
{'短评内容': '西安为国家旅游城市,宾馆工作人员应该熟悉周遍景点的交通等......', '短评打分': 5}
