{'短评内容': '总之一个字，下次去首选', '短评打分': 5}
{'短评内容': '不错的酒店，下次来还住这。餐厅上菜有点慢，菜谱需更新。', '短评打分': 5}
{'短评内容': '晋城商务宾馆较少，总的感觉该宾馆性价比在晋城来说较高，就是在宾馆内吃饭较贵。', '短评打分': 5}
{'短评内容': '位置较佳，早餐中等。楼道相对较窄。电梯就一部。安保服务也到位。', '短评打分': 5}
{'短评内容': '来晋城大多数住这里.方便,价比合适.设施\\早餐也不错.', '短评打分': 5}
{'短评内容': '毛病：房间小，居然还是喝自来水，早上7点多门卡就失灵了，我看别的评价以为早点不错，实际上也不咋地，性价比不高', '短评打分': 1}
{'短评内容': '服务很好，条件也不错，名副其实。餐厅的早餐一般，但点菜都不错，粤菜为主，还有当地的杂粮特殊小吃。', '短评打分': 5}
{'短评内容': '经常出差去晋城，以前没有留意过煤海宾馆，第一次住，总体还算满意。', '短评打分': 5}
{'短评内容': '不错服务很好。卫生也很好。', '短评打分': 3}
{'短评内容': '交通比较便利，周边设施齐全，酒店的服务人员的态度友好，卫生环境干净土', '短评打分': 5}
{'短评内容': '酒店位置、环境、服务都不错，就是房间有点小，价格性价比高，以后还入住这个宾馆。', '短评打分': 5}
{'短评内容': '煤海宾馆的单人间房间太小，床也过于小，不过卫生还比较干净，在三四线城市内房间价格太高，早餐也不太好，品种太少。', '短评打分': 1}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '标准三星级宾馆，酒店设施齐全，价格实惠，服务态度好，交通方便，下次会再住。', '短评打分': 5}
{'短评内容': '还可以，性价比还不错。早餐很一般的了，位置方便', '短评打分': 5}
{'短评内容': '宾馆设施环境一流，服务态度也很好', '短评打分': 3}
{'短评内容': '优点:市中心位置优越.卫生较好.早餐较丰.惊喜:第一次看到肖免费洗衣粉。缺点:普标房较小.电视老。卫生间门太沉不好开关。', '短评打分': 3}
{'短评内容': '    还可以，早餐品种比较多，房间干净，交通方便，比较满意。', '短评打分': 5}
{'短评内容': '煤海宾馆不错，酒店服务很好，软件很不错，唯一的缺点就是地毯的味道太重，还有就是大床房里床太小.各方面也方便。', '短评打分': 5}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '不错，挺好,就是早餐时间再长点就好了！', '短评打分': 3}
{'短评内容': '交通方便，配套设施较好。服务态度不错。吃、住、停车等方便。价格适中。', '短评打分': 5}
{'短评内容': '服务不错，出行方便，配套设施也还可以。价格适中，早餐口味不错。', '短评打分': 5}
{'短评内容': '第一次来这住，地方还不错，下回还来这，有停车场，就是餐厅比较贵', '短评打分': 5}
{'短评内容': '煤海宾馆不错，酒店服务很好，软件很不错，唯一的缺点就是地毯的味道太重，还有就是大床房里床太小.各方面也方便。', '短评打分': 5}
{'短评内容': '不错，酒店服务很好，软件很不错，唯一的缺点就是地毯的味道太重，还有就是大床房里床太小', '短评打分': 3}
{'短评内容': '房间小，一般', '短评打分': 3}
{'短评内容': '应该是比较老了，但是还行！就是早餐太一般，没有什么吃的。', '短评打分': 5}
{'短评内容': '服务和卫生都不错，价格也可以，下次还住！', '短评打分': 5}
{'短评内容': '比较干净，服务态度好，早餐也比较好，就是卫生间小了点。', '短评打分': 5}
{'短评内容': '房间不大但很干净，网速很快，服务好。据说是煤业集团下属的一家酒店，很不错。', '短评打分': 5}
{'短评内容': '我本来订了两间客房，但是，由于我的朋友忘记带身份证了，拿驾驶证却不给入住，真是急死人，记得以前可以用驾驶证入住的呀？宾馆挺不错的，我经常过来入住。', '短评打分': 5}
{'短评内容': '不错，就是暖气太干燥，让人受不了，不环保低碳', '短评打分': 5}
{'短评内容': '酒店位置和环境都还不错~ 价格稍微偏高了点~', '短评打分': 5}
{'短评内容': '干净、快捷、服务态度好、价位适中、饮食可口、交通方便。', '短评打分': 5}
{'短评内容': '不好，这次住的时候服务员弄错房间，房门还是坏的', '短评打分': 1}
{'短评内容': '住的单人房，房间太小，设施过于陈旧，但价格还算符合，服务还不错！', '短评打分': 1}
{'短评内容': '宾馆设施比较不错，但房间偏小。整体来说还可以。', '短评打分': 5}
{'短评内容': '性价比高，值得推荐', '短评打分': 3}
{'短评内容': '这家酒店质优价廉，服务与卫生都好，免费早餐也很好', '短评打分': 5}
{'短评内容': '和以前一样，服务还不错。位置也不错，早餐也可以。', '短评打分': 5}
{'短评内容': '环境很好 不错 推荐 不过我订的房间有点小 ', '短评打分': 5}
{'短评内容': '不错的宾馆', '短评打分': 5}
{'短评内容': '这宾馆不错，服务和位置都不错，房间很好，性价比较高', '短评打分': 5}
{'短评内容': '这家酒店条件很好，服务好。虽是3星级酒店，但达到西星级酒店水平。', '短评打分': 5}
{'短评内容': ' 不错的宾馆，早点很好', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '整体服务还可以,就是房间味道有点发霉的味道,希望除味,', '短评打分': 3}
{'短评内容': '望改善早餐。', '短评打分': 5}
{'短评内容': '酒店不错，很值这个价格，房间很干净，早餐也不错', '短评打分': 3}
{'短评内容': '其他都挺好，只是，房间有一股味道。味道挺浓，好像是长时间不通风的霉味', '短评打分': 5}
{'短评内容': '酒店很值这个价钱', '短评打分': 5}
{'短评内容': '服务一般，设施有点老，不过地点不错，性价比还算不错', '短评打分': 3}
{'短评内容': '不错都挺好的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 3}
{'短评内容': '很不错', '短评打分': 5}
{'短评内容': '一切都好                                                                                 ', '短评打分': 5}
{'短评内容': '设施比较陈旧，客房服务一般。但是宾馆环境还可以，性价比算是还好', '短评打分': 5}
{'短评内容': '服务太差~ 第二次住了,第一次没什么事情发生,这次退房的时候竟然说少了个衣架~ 真见鬼了.最后赶火车实在没时间跟他们纠缠了,给了他们5元钱.好在公司报销,不过实在是太气人了~', '短评打分': 1}
{'短评内容': '服务太差，到前台办入住差不多半小时，前台服务一会接电话，一会干别的。刷预授时说POSE机坏了，要交现金，我们一共三个人，分别交了钱，又说收据用完了，一会再开。我们进房间后出去吃饭，挂账时说我没交押金。前台服务员非常肯定说我另外两个同行的交了，就是我没交。我都气乐了。后来大堂经理去监控查录像，又是二十分钟，回来说我交了。服务员一句“对不起，我忘了”了事。我真是无语了！走了全国这么多地方，还没见过这种', '短评打分': 1}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '价格变高了', '短评打分': 3}
{'短评内容': '此酒店还可以', '短评打分': 5}
{'短评内容': '早餐很一般', '短评打分': 5}
{'短评内容': '以前住过一次，这次入住后觉得设施有点旧了，价格反而比以前贵了。', '短评打分': 1}
{'短评内容': '干净，就是房间太小', '短评打分': 3}
{'短评内容': '酒店条件很不错,位置也很好.不过在晋城这样的城市价格稍微偏高~\r\n酒店的服务生还帮着搬行李,表扬一下~', '短评打分': 5}
{'短评内容': '价格适中，比较干净', '短评打分': 5}
{'短评内容': '性价比不错的酒店', '短评打分': 5}
{'短评内容': '不错的酒店，还有就是网速特别快！', '短评打分': 5}
{'短评内容': '就晋城来说，性价比还不错的酒店', '短评打分': 5}
{'短评内容': '这家酒店还不错，就是最近涨价了。安静、舒适，房间空间有点小，但超值，适合出差公务。', '短评打分': 5}
{'短评内容': '挺好的酒店，房间很好', '短评打分': 3}
{'短评内容': '酒店的性价比确实不错，就是同样是单间最靠边的有个房间比中间的要大，下次住一定要住那种房间，挺不错的，服务也挺好', '短评打分': 5}
{'短评内容': '房间有点小，电视机太旧了，图像不清晰，换了一台还是如此，服务员解释说是线路连接不好，老化了。希望尽快改进。', '短评打分': 5}
{'短评内容': '就是双人床太大，其他家具都没地方摆了。', '短评打分': 5}
{'短评内容': '总体还可以', '短评打分': 3}
{'短评内容': '总体可以，在二级城市价位还是偏高', '短评打分': 5}
{'短评内容': '整体感觉不错，就是早餐稍稍有些单调，品种再多一些就更好了。', '短评打分': 5}
{'短评内容': '还可以，算是经济实惠，早餐一般', '短评打分': 5}
{'短评内容': '交通很方便，就是我住的房间小的点。性价比偏高。', '短评打分': 5}
{'短评内容': '宾馆吃饭的地方很不错 很实惠 很好吃', '短评打分': 5}
{'短评内容': '挺好的，', '短评打分': 5}
{'短评内容': '不错，但价位还是高了点！', '短评打分': 5}
{'短评内容': '离晋城汽车站比较近，就是我住的房间卫生间门口的天花板竟然是坏的，还可以看到上面。。附近转盘上面有家永和豆浆不错，价格不贵。适合吃便餐!', '短评打分': 1}
{'短评内容': '还好，比较干净', '短评打分': 5}
{'短评内容': '性价比不错，就是比年初涨价了，有点郁闷', '短评打分': 5}
{'短评内容': '凑合住，如果晋城有更好的酒店，大家推荐一下。', '短评打分': 5}
{'短评内容': '住了三晚上，每天会及时清扫，服务态度也不错，但是相对于其他酒店单人房价格跟设施来讲，性价比并不是很高，不过大标间的设施就变得很好了。', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 5}
{'短评内容': '感觉真的很好 很亲近  但是3人间有油漆味', '短评打分': 5}
{'短评内容': '价格适合 服务很好 推荐\r\n\r\n', '短评打分': 3}
{'短评内容': '性价比还不错', '短评打分': 3}
{'短评内容': '服务很好，床有点小', '短评打分': 3}
{'短评内容': '已经住过几次了，不错的一家宾馆', '短评打分': 3}
{'短评内容': '挺好的', '短评打分': 3}
{'短评内容': '和连锁酒店相比,设施比较齐全,价位和连锁酒店差不多,感觉不错', '短评打分': 5}
{'短评内容': '总体感觉还不错，住了几次了', '短评打分': 5}
{'短评内容': '室内装潢、卫生、服务还行，就是房间有点小，性价比不错！', '短评打分': 5}
{'短评内容': '总体都很不错，早餐应该是当地最好的了。', '短评打分': 5}
{'短评内容': '环境不错，价格很合适，位置交通挺便利', '短评打分': 3}
{'短评内容': '总体感觉不错, 性价比还不错', '短评打分': 5}
{'短评内容': '总体不错，下次去还住那里', '短评打分': 5}
{'短评内容': '很舒服的一家宾馆', '短评打分': 3}
{'短评内容': '很舒服的一家宾馆', '短评打分': 5}
{'短评内容': '价格便宜，服务很好', '短评打分': 5}
{'短评内容': '每次到晋城都住煤海.\r\n1. 地理位置比较理想, 出行很方便, 宾馆有免费停车场.\r\n2. 环境不错, 大厅里还聘请了专人弹钢琴, 非常温馨.\r\n3. 服务员彬彬有礼, 办事利索. \r\n4. 设施比较人性化, 比如: 电梯间设有座椅, 电话, 特别还有纸和笔. 一楼设备擦鞋器等\r\n5. 早餐具有当地特色, 比较丰盛. 我觉得到一个地方就应该体验该地方特色.\r\n6. 性价比高. 推荐.', '短评打分': 5}
{'短评内容': '性价比还不错', '短评打分': 5}
{'短评内容': '就是空调噪音有点大，别的ok啦。', '短评打分': 5}
{'短评内容': '总体感觉不错，早餐比较丰盛！', '短评打分': 3}
{'短评内容': '总体住宿感觉不错，早餐也比较丰富', '短评打分': 5}
{'短评内容': '不错，服务很好，附近出行交通便利，就是感觉房间小了些', '短评打分': 3}
{'短评内容': '早餐很丰富，前台服务态度很好^_^', '短评打分': 3}
{'短评内容': '早餐很丰盛^_^', '短评打分': 1}
{'短评内容': '就是早餐还没有改观，其他都不错。', '短评打分': 5}
{'短评内容': '地理位置非常好,出行都很方便,卫生服务方面也都不错,但就是房间有点小,感觉不是太舒适.', '短评打分': 3}
{'短评内容': '房间干净，价格适宜。下次继续入住', '短评打分': 3}
{'短评内容': '卫生条件还可以,很干净,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,下次还会入住', '短评打分': 3}
{'短评内容': '早餐品种再多些就更好了', '短评打分': 5}
{'短评内容': '服务态度好，性价比感觉可以，舒服', '短评打分': 5}
{'短评内容': '整体来讲是一家很不错的酒店,卫生和服务方面做的都非常好,位置也不错,出行比较方便,就是房间小了点,另外可以使用消费券,还是很优惠的.', '短评打分': 5}
{'短评内容': '整体来讲是一家很不错的酒店,卫生和服务方面做的都非常好,位置也不错,出行比较方便,就是房间小了点,另外可以使用消费券,还是很优惠的.', '短评打分': 3}
{'短评内容': '干净、方便', '短评打分': 3}
{'短评内容': '物美价廉', '短评打分': 5}
{'短评内容': '位置很好，便于寻找；早餐丰富；性价比高。', '短评打分': 5}
{'短评内容': '总体感觉不错，部分设施需要更新修缮，下次还会选择……', '短评打分': 3}
{'短评内容': '酒店位置不错，服务也不错，早餐很丰富，房间内设施一般，有的已经需要修缮了，总体感觉不错，下次还会选择……', '短评打分': 5}
{'短评内容': '很好的一家宾馆 下次去还住哪里 服务好', '短评打分': 5}
{'短评内容': '交通方便、房间设施整洁卫生、推荐大家选择煤海宾馆。', '短评打分': 3}
{'短评内容': '此酒店不错，价廉物美，性价比高，下次去晋城还选择它', '短评打分': 5}
{'短评内容': 'b不错的酒店,推荐一下', '短评打分': 5}
{'短评内容': '酒店价格优惠，离汽车站很近，晚上没有骚扰电话，值得再去', '短评打分': 5}
{'短评内容': '除了名字比较土以外，其他都还算不错，在这样一个小城市里能够找到这样一个宾馆也算很满意了。', '短评打分': 5}
{'短评内容': '位置很好找,卫生和服务做的都挺好的,设施也很全,挺不错的一家酒店.', '短评打分': 3}
{'短评内容': '这家还不错,而且性价比高.挺满意的.', '短评打分': 3}
{'短评内容': '非常不错的酒店,干净舒适；尤其是位置特别方便,价格也很合理；性价比还是比较高的；值得推荐的一家酒店', '短评打分': 3}
{'短评内容': '酒店的卫生不怎么干净，房间里的地毯有酶味，感觉不如快捷干净', '短评打分': 1}
{'短评内容': '晋城煤海宾馆是一个很不错的三星宾馆，其硬件和软件都符合标准。服务员彬彬有礼，前台小姐和先生漂亮、帅气，在晋城这个西部地级市，邂遘如此有素质的员工，实乃罕见。早餐不错，晚饭可在一楼的杂粮馆喝碗粥。提个建议：浴室洗浴后地面太滑，是否可在浴室里配双防滑拖鞋？否则，旅客滑倒摔伤，宾馆责任是一定要负的，何不未雨绸缪，先行预防。', '短评打分': 5}
{'短评内容': '酒店环境还可以，房间比较干净，服务也不错，价格也不贵，值得推荐', '短评打分': 5}
{'短评内容': '晋城宾馆很多。这个不错啦。都说的早餐问题，我觉得不是问题。整天吃五星级酒店的早餐也会吃腻的。', '短评打分': 5}
{'短评内容': '酒店房间挺好的,服务也不错,而且价格也很实惠,对这家酒店还是比较满意的', '短评打分': 5}
{'短评内容': '房间布置的挺温馨的卫生也挺干净的，价格也挺实惠的，就是早餐不太丰富花样太少了，位置也不好找酒店没有设置自己的招牌。', '短评打分': 5}
{'短评内容': '房间环境不错，服务一般，出行很方便', '短评打分': 5}
{'短评内容': '就是网络差点意思，我因为网络的问题的换了两个房间，但好在服务还是比较积极，另外，早餐差点意思，别的都不错。', '短评打分': 5}
{'短评内容': '乍一看宾馆名称给人印象不好, 抱着试一试的心情进去看看, 感觉还不错.\r\n1. 房间不大但挺温馨的, 比较干净, 免费宽带, 卫生间是透明的.\r\n2. 宾馆有停车场, 地理位置还不错.', '短评打分': 5}
