{'descr': '一般', 'star': 3}
{'descr': '2011新开的汉庭店面,比较干净整洁,我订节日百元房比隔壁非百元优惠房稍微小一点点,床尾距离桌子就50公分,但和其他房间配置是一模一样的,就是这50公分和100公分的差别..这里比较好的是能订餐,不知道是厨房做的,还是酒店叫外卖的,反正凌晨1点还能订,而且东西非常多,菜单很长,不贵!!.在闵行公园隔壁,但是下了东川路地铁以后要么打车,要么走15分钟路....距离最近的公交站不算特别近,4,5分钟路', 'star': 5}
{'descr': '除了地理位置比较偏，其他都很不错，我们是去旗中网球中心的，自己开车觉得还行，周边没有吃的地方', 'star': 5}
{'descr': '酒店的服务很不错，很有人性化，我会向朋友推荐的，就是早餐不是最好', 'star': 5}
{'descr': '性价比比较高的，有会员卡很不错的。我定的大床房，才99。下次有机会一定还会再去。就是位置比较偏远，附近没有吃饭购物的地方。', 'star': 5}
{'descr': '一贯的整洁家的感觉', 'star': 3}
{'descr': '房间还可以，就是远了点', 'star': 3}
{'descr': '一般般，嘈杂、隔音特差、手机信号特差，早餐很贵，服务不是很人性化\n。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 1}
{'descr': '装修后房间的设施更好了，早餐比以前丰富，服务也提高了。大厅也满气派，但房间里还有点装修的味道，一次性洗浴用品需要提高。', 'star': 5}
{'descr': '帮客人预订的，客人普遍反映不是很好，房间味道重，性价比不高，看了前面的评价，以为只是个别现象，但是，这次一起订的五间房都存在同样的问题，酒店方面不知道为什么都没有好好整改过……', 'star': 1}
{'descr': '地点不错，面临百家湖，但可能由于装修比较老，房间有味道，卫生间堵水……同行的几间房都是的，让人看着不舒服，这次是帮客人预订的，客人反映不是很好。', 'star': 1}
{'descr': '酒店很新很干净，但是，紧挨着酒店的是乎是一间街道加工厂，彻夜劳作，在寂静的夜晚其声音尤为刺耳，这不，无法入睡，失眠中，痛苦啊。', 'star': 3}
{'descr': '房间很干净，面积也可以，1楼大厅还有免费的饮料和奶茶喝，早餐品种较少，但是味道不错。旁边就是闵行公园，闵行公园再前点就是很繁华的街道，饮食店很多。唯一不好的是，酒店叫的外卖很烂，面和饭是热的，但是菜都是凉的，最看不惯的是所有的汤和汤面都是用塑料胶带包着的，看见了就没胃口。', 'star': 5}
{'descr': '酒店距上海交大还是比较近的，房间比较宽敞，卫生比较好，特别干净。服务员的态度很好，很热情。有机会再来上海交大一定会再次光临。', 'star': 5}
{'descr': '整体感觉不好，房间里味道很重，在南京，这个价位，信价比不高。\n有很多需要改善的地方。', 'star': 1}
{'descr': '床还比较舒适，但是房间不够整洁，服务不到位，不推荐', 'star': 3}
{'descr': '条件还不错的，就是交通不是很方便，打的有些麻烦', 'star': 5}
{'descr': '性价比不高，房间有味道。临湖环境还好，周边购物吃饭资源少', 'star': 1}
{'descr': '房间有味道，性价比不高，窗封闭不能打开，早餐卫生差。估计下次不会选择', 'star': 1}
{'descr': '地方太偏不好找，房间不太干净，有味道，墙面剥落。', 'star': 1}
{'descr': '酒店设施有点陈旧，位置挺好找，但是酒店本身环境不是很好，价格也不合适。', 'star': 1}
{'descr': '饭店性质的酒店，房间只有面向过道的窗，一般一般\n不过有送薯片吃，哈哈', 'star': 1}
{'descr': '硬件设施齐备，环境优雅、安静，整排临湖大窗，心旷神怡，但性价比不高，价格稍贵', 'star': 5}
{'descr': '到达酒店时只剩一个房间在空调房隔壁，很吵不能入住，换一个房间空调漏水不能用，很冷，非常失望，还是提前预定的居然会发生这种情况，再也不会入住该酒店！', 'star': 1}
{'descr': '按三星造，但是不是三星，还挂的3星，住了半个月，早餐一直不变，并且9点准时收摊，卫生也不咋的，稀饭掺了水还端上来……总之不专业，因为是做餐饮的，所以房间有苍蝇，我一天打两个，都不知道为什么。最好的是清洁阿姨，比较热情……', 'star': 1}
{'descr': '天天送水和薯片，早餐很烂，厕所有点堵。交通不方便，周围没有吃饭的地方。离地铁800米的样子。', 'star': 5}
{'descr': '总体环境不错，设施齐全，单间有配电脑，不过早饭是在不敢恭维，有待改进！', 'star': 5}
{'descr': '交通不好,适合度假,不专业,早餐差,环境好,送水和薯片~', 'star': 3}
{'descr': '房间不错，环境不错，交通差，除非打的，到地铁要20多分钟。还算干净，湖景很漂亮。早餐品种相当少，双早也不错了。清洁阿姨比较热心，但前台小姐就不专业。这里是温泉会所，感觉做酒店比较业余。\n百家湖还是比较漂亮的，这里没什么吃的，周围不发达，几乎找不到吃的，吃饭要打的到欧尚超市那边。\n网络很快，带电脑的，电视爽，是电信网络电视，我一周就看完了42的TVB电视，哈哈~', 'star': 5}
{'descr': '一般啦一般啦一般啦一般啦一般啦一般啦一般啦一般啦一般啦一般啦', 'star': 5}
{'descr': '房间隔音很差，根本无法入睡。', 'star': 5}
