{'短评内容': '不错，服务好干净', '短评打分': 4}
{'短评内容': '酒店地理位置不错，坐公交比较方便，但是叫出租车稍微麻烦一些，要走到扬子江路上比较好叫。', '短评打分': 5}
{'短评内容': '酒店中规中矩，服务不错，设施较新，尤其早餐很丰盛，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店还行，但是前台对客人抽烟没有制止', '短评打分': 3}
{'短评内容': '位置不错，早餐还行，大床房比较小，窗户小，有点压抑', '短评打分': 5}
{'短评内容': '位置不错，早餐还行，周围有水果摊，比较便利', '短评打分': 5}
{'短评内容': '挺好的！刚到的那天晚上，车灯没关，而且又下雪，楼下保安尽职尽责，不但帮车主支起雨刮器，而且电话通知车灯未关。在这里谢谢了！另房间卫生良好，服务不错，离商业区近，购物方便，与如家相比，除了床没有如家的舒服外其他都要好一点。', '短评打分': 5}
{'短评内容': '酒店邻近市区繁华路段，里火车站和碾子沟汽车站很近，服务态度超好，环境也一级棒，下次来乌鲁木齐就住这家了。', '短评打分': 5}
{'短评内容': '酒店的設備，裝潢，位置都沒有太多可以批評的地方，加上其價格不高，值得推介。唯一的不滿是花灑的熱水不夠熱', '短评打分': 5}
{'短评内容': ' 条件还行', '短评打分': 3}
{'短评内容': '位置好，方便快捷，服务好，性价比好，值得。', '短评打分': 5}
{'短评内容': '房间太小,别的还好啦。', '短评打分': 3}
{'短评内容': '房间还可以了,标A虽然价格高了10元钱,但是房型会比较好', '短评打分': 5}
{'短评内容': '酒店还是不错的,9月底是旅游旺记,反正在乌鲁木齐呆的时间也不长,标A的房间明显比大庆房要好很好多.', '短评打分': 5}
{'短评内容': '总体来说还可以，但是价钱贵了些。酒店周围可以吃的地方很多，这个为该酒店加分不少。房间打扫很成问题，早上10点出门，到我17:30回来，房间仍旧未打扫，这个急需提高服务质量。', '短评打分': 5}
{'短评内容': '很好。', '短评打分': 3}
{'短评内容': '还不错，房间宽敞价格稍贵', '短评打分': 3}
{'短评内容': '酒店很干净，房间里的书籍很人性化。标准间A入住舒适，面积较大。周边吃饭方便，早市也很有生活味道。唯一缺陷是打扫房间不够及时，我们住了3个晚上，其中第2天下午3点多返回时房间还没有打扫。', '短评打分': 5}
{'短评内容': '位置位于老城区,方便,周围饮食店多,巴特鱼庄汉餐,白金的维餐都不错,管理也不错', '短评打分': 5}
{'短评内容': '办理了会员卡，长期定点酒店。房间整洁舒适，大床很大，早餐很和口味。', '短评打分': 5}
{'短评内容': '干净，卫生，也比较安静，环境不错，紧靠公园，服务也不错.就是价格高了.', '短评打分': 5}
{'短评内容': '位置不错，虽然在一条小马路里，但是还算是方便。虽然是经济型酒店，但是各个方面还是不错的', '短评打分': 5}
{'短评内容': '我们住的是单人大床房，房间太小了，象鸽子笼，下次不会选择再住，不明白为啥那么多人推荐！晕！', '短评打分': 1}
{'短评内容': '服务意识不好，门口环境乱。。。。。吵。。。。。。。。。', '短评打分': 1}
{'短评内容': '什么什么都很一般，经济型吧。出门不好打车。', '短评打分': 1}
{'短评内容': '是市中心很方便，不过前台不会讲英语和俄语，如果是外国人就要考虑一下了', '短评打分': 5}
{'短评内容': '一般，不如锦江之星，没有可以挂账的客房中心，餐厅消费又不能挂账', '短评打分': 1}
{'短评内容': '这个酒店就在乌鲁木齐的市中心，边上有洗衣店，吃饭的地方也很多，内部设施也不错，就是前台小姐的服务态度不怎么样', '短评打分': 5}
{'短评内容': '酒店总体还是不错，服务也很好，市中心地区，周边吃的也不少，唯一一点，早上起来楼下有个早市，有点吵，自助早餐品种还可以，不过现在在乌鲁木齐打车真是太费劲了，早晚高峰几乎就打不到车', '短评打分': 5}
{'短评内容': '酒店很干净，内部设施什么的都不错。附近早上有早市，有空可以逛一逛。', '短评打分': 5}
{'短评内容': '酒店不错，就是员工的服务意识有所欠缺。下次还会入住', '短评打分': 3}
{'短评内容': '环境还不错， 周围有很多餐饮和酒吧。推出的2000元会员卡活动不错。', '短评打分': 5}
{'短评内容': '宾馆不错，就是房间太小', '短评打分': 3}
{'短评内容': '酒店的位置非常好，我住的大床房面积有点小，朝西，本来以为会有噪声的，其实窗子是双层窗扇的，几乎听不到噪声。公园北街是条酒吧街，安静，附近就是人民公园，进去散步感觉非常棒', '短评打分': 5}
{'短评内容': '511客房面积很宽敞，安静，卫生，早餐丰盛。', '短评打分': 5}
{'短评内容': '离火车站挺近，周围还是商圈购物方便，屋子干净网速还快，我住在南面早上有早市挺吵的，建议住这家酒店的最好选择窗户向着人民公园那面的房间。', '短评打分': 5}
{'短评内容': '地理位置优越，距离红山转盘走路只有几分钟。房间干净整洁，服务员态度和蔼可亲。强烈推荐！', '短评打分': 5}
{'短评内容': '地理条件方便,干净,温馨,理想的差旅、经济选择。问题是淋浴的热水慢，不能及时享用。', '短评打分': 5}
{'短评内容': '就在人民公园边上的文化宫，口里的客人可以进看看新疆特有的植物和建筑。', '短评打分': 5}
{'短评内容': '位置很好，楼下是酒吧一条街，坐公交可以在红山或文化宫下车，不行过来最多五分钟', '短评打分': 3}
{'短评内容': '一般住还可以，就是房价有点高，比另外速8连锁店要高得多。', '短评打分': 5}
{'短评内容': '+还不错', '短评打分': 5}
{'短评内容': '对于要求不是很高的人来说还是值得推荐的。房间有点小，床很大，但是比较硬，网速挺快，就是网线有点短，没法在床上上网。', '短评打分': 5}
{'短评内容': '邻近酒吧一条街、五一星光夜市、人民公园、红山公园、地理位置优越，出行交通便利。 客房设计独特，风格简约，配套设施齐全,提供免费的宽带上网。早餐吧，透明的玻璃外观，精致细腻的布局', '短评打分': 5}
{'短评内容': '酒店设施、环境很好，免费早餐丰盛，上网非常快，酒店门口是菜市场，吃水果很方便，周围服务设施如饭店、早点、商店、洗衣等很全。', '短评打分': 3}
{'短评内容': '距离市中心较近，值得推荐的酒店，服务不错', '短评打分': 5}
{'短评内容': '值得推荐的酒店！环境各方面是旅游人士的首选，价格适中！', '短评打分': 5}
{'短评内容': '可能是旺季吧， 房价不便宜。感觉比7天等都有不少差距，尤其是洗脸间出水太小。', '短评打分': 1}
{'短评内容': '第一次带小孩子住此酒店，觉得不错，以至小孩指定要此酒店', '短评打分': 5}
{'短评内容': '1.热水晚上12点就没有了，2.把请勿打扰牌挂外面，可服务员还是进来打扫了房间3.洗脸盆水量太小', '短评打分': 1}
{'短评内容': '很值得一住。位置不错，离着长途车站、火车站不远也不近，闹中取静的位置。早上路边有早市，方便你出行准备水果。卫生很好，房间没有空调烟味，卫生间也很干净。上网迅速。早餐也干净利落。唯一遗憾的是没有足够的旅游信息，比如提供地图、或者相应的其他城市速8酒店的信息。', '短评打分': 5}
{'短评内容': '本酒店设施配套齐全，卫生干净。', '短评打分': 5}
{'短评内容': '恩  性价比很高的酒店  无论位置  卫生 价格  服务 都很好', '短评打分': 3}
{'短评内容': '还不错的 卫生  位置  价格  性价比很高  酒店感觉很好', '短评打分': 3}
{'短评内容': '交通方便，设施齐备，服务也很周到。性价比高，自助游背包客很适合。', '短评打分': 5}
{'短评内容': '恩   挺好的酒店  位置价格服务都很不错 推荐', '短评打分': 5}
{'短评内容': '订的是大床房，房间有点小，但是床很大！\r\n但是有点不开心的是我们因为换了房间，朋友的耳环落在原来的房间，后来去找就没了。服务员说打扫房间的时候看到了，但是没帮我们收起来。领班后来说会帮我们解决，结果也杳无音讯！', '短评打分': 5}
{'短评内容': '离火车站5站路，很近了\r\n\r\n酒店的设施和服务都不错，干净整洁，如果下次去还是回选择这家速8', '短评打分': 5}
{'短评内容': '干净温馨，特价房性价比较高', '短评打分': 5}
{'短评内容': '位置非常好，100M以内有很多的饭店KTV和多家旅游公司，离人民公园、红山公园很近。房间内的设施也很好。', '短评打分': 5}
{'短评内容': '不错，性价比太高了，刚开始只预定了一天，又续住了一天', '短评打分': 3}
{'短评内容': '128元入住的特价标间，性价比不错', '短评打分': 5}
{'短评内容': '在文化宫旁边，特警驻扎，那是相~~~~当的安全啊~~', '短评打分': 5}
{'短评内容': '服务很好，设施也不错，尤其是电视点播系统。就是房间有点小，不过床超级大，很不错。', '短评打分': 5}
{'短评内容': '电视点播系统 很好~ 前一天的NBA直播都有 录下来的~~ ', '短评打分': 5}
{'短评内容': '卫生很好,设施完善,地理位置交通方便,服务热情周到,性价比不错的酒店,值得推荐', '短评打分': 3}
{'短评内容': '房间环境的很好，价格也不贵，而且服务也比较周到，以前就住过所以这次来这边办事又来住了', '短评打分': 5}
{'短评内容': '干净\\整洁，没有任何的骚扰电话。', '短评打分': 5}
{'短评内容': '装修的挺有特色的,但房间的设施挺简单的,服务卫生方面也还可以吧,价格我觉得在当地还是有点偏高了.', '短评打分': 5}
{'短评内容': '房间空调很好，非常暖和，在房间里可以穿单衣。餐厅也不错，就是每天的花样没什么变化。房间与房间之间的隔音还不是很好。但总体来说，很方便(无论是吃饭，还是去碾子沟客运站），房间里有个周围环境的介绍，图文并茂，非常实用，我就是利用这个介绍选择了吃饭的地方。电视可以点播电影、电视剧等', '短评打分': 5}
{'短评内容': '该酒店的电视点播系统非常号', '短评打分': 5}
