{'descr': '交通方便,环境优雅,价格优惠', 'star': 5}
{'descr': '酒店在居民区里面，停车场小。服务还不错', 'star': 5}
{'descr': '酒店不错，前台服务很热情，房间也还不错。\n但是注意两点：\n1，尽量不要住一楼，可能会有点吵（其实所有酒店的一楼都一样）；\n2，不要住楼拐角处的房间，因为空间小，房间的布局很局促。', 'star': 5}
{'descr': '酒店在巷子里，但还算干净，就是房间小，空调声音大，室内设施简陋！要求不高者可选择！', 'star': 5}
{'descr': '房间太小，电视小，还不是液晶的，酒店房间内没有无限网络，服务还算可以！！', 'star': 1}
{'descr': '还算可以，算干净，就是典型的汉庭，空调声音响了点', 'star': 5}
{'descr': '挺干净的，停车不方便', 'star': 3}
{'descr': '还行，配有一个小餐厅；周边有些偏僻；设施有点陈旧，网速较慢；', 'star': 5}
{'descr': '酒店服务人员态度好，一楼现在这个时候有点冷', 'star': 3}
{'descr': '条件很好，非常满意，既干净又安静，下次还会再来', 'star': 5}
{'descr': '酒店地理位置很好，舒适干净，服务态度很好，下次还会入住。', 'star': 5}
{'descr': '挺好的，就是找了好一会才找到地，挺实惠的，室内挺干净的', 'star': 5}
{'descr': '没有感觉到和其他连锁酒店有什么优点。就位置上说还算离望京中心街道较近，徒步可达', 'star': 1}
{'descr': '办事很方便，但不好叫出租车，因为在巷子里，要走很远', 'star': 5}
{'descr': '房间小，干净，安静，地理位置也不错。望京附近办事的话入住比较理想。', 'star': 5}
{'descr': '位置很安静，交通比较便利，房间虽然不大，但很干净。', 'star': 5}
{'descr': '还可以的酒店，只不过是房间里发放的电话应招小卡片有些烦人！！！', 'star': 5}
{'descr': '酒店离宜家很近，停车的车位较少，房间的隔音效果一般，退房速度快。', 'star': 5}
{'descr': '房间很温馨，很温暖，超喜欢洗手台的灯光。就是房间马桶的冲水按钮坏了- -额，前台有点手忙脚乱的呵呵，还好还好', 'star': 5}
{'descr': '环境不错··服务也很热情···希望以后继续加油哈···比起我之前住的酒店感觉好很多··', 'star': 5}
{'descr': '整体还不错，就是个别的房间有点小额。整个服务态度也很好的，没带相机所以没有照片额。', 'star': 5}
{'descr': '该酒店的服务太棒了，员工的素质好，办理各种手续简便', 'star': 5}
{'descr': '挺好的，性价比还不错', 'star': 3}
{'descr': '房间感觉很拥挤，转不过来身，设施比较陈旧，早餐品种较如家单一。', 'star': 1}
{'descr': '已入住,环境不错', 'star': 3}
{'descr': '房间虽然比较小，但挺干净。服务态度很好！总的来说性价比还是比较高的，有机会还会入住！', 'star': 5}
{'descr': '环境很安静，设施还算好，停车位也方便，前台对问题解答很到位。', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '卫生条件很差，管理比较混乱', 'star': 3}
{'descr': '服务台还是一个人忙不过来，等的时间稍长', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '房间味道不好，窗户太小。环境到是很好得。安静！', 'star': 3}
{'descr': '符合汉庭的一贯标准，干净整洁，早餐也很丰富u', 'star': 5}
{'descr': '入住后感觉不错，希望沐浴液和洗头液分开就更好了', 'star': 3}
{'descr': '感觉良好!', 'star': 3}
{'descr': '服务总台人员太少', 'star': 3}
{'descr': '位置还比较好找，汉庭的服务还是不错的，性价比较高', 'star': 5}
{'descr': '住过几次了，不过这次服务员非跟我说只有一楼的房间了，但是当我登记的时候就来了好几拨人，楼上的房间还有不少。我知道你是要先卖不好的房间，但是我肯定的问过你几次之后你还是跟我说只有一楼的，我是有些无语了！都像那个服务员那样的话……', 'star': 5}
{'descr': '不错可以，隔音方面在加强一些那就更好了。', 'star': 3}
{'descr': ' ，入住很顺利，酒店很干净。', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '酒店特别脏，还有蟑螂，吓死我了。 还有服务特别差， 竟然说自己酒店是旅馆。 名字记不清了。 是叫刘什么的服务生。 太差劲了。', 'star': 1}
{'descr': '房间狭小，但干净舒适，适于不必会客的商务人士居住，服务人员态度也不错。', 'star': 5}
{'descr': '虽然空间不大，但还是比较人性化的，至少提供两瓶纯净水。服务员比较信得过。', 'star': 5}
{'descr': '酒店环境好，卫生干净，态度超好，交通方便，就在公交车站边，我们开车去的，下次出行还选汉庭！', 'star': 5}
{'descr': '酒店环境好，服务好，态度好，周边比较干净，设施齐全。', 'star': 5}
{'descr': '卫生状况谈不上很好。晚上回酒店时，门逢里总有色情卡片，说明酒店保安措施也不到位。其他的都好。', 'star': 1}
{'descr': '酒店很好,就是不太好找.服务不错.下次来北京还住这边.', 'star': 5}
{'descr': '已入住。挺好。', 'star': 3}
{'descr': '周末特价房还是非常划算的。很安静。但是毛巾真是太脏了...', 'star': 5}
{'descr': '位置比较难找，吹风机还坏了，毛巾有股味道，不敢用……', 'star': 5}
{'descr': '酒店很干净', 'star': 3}
{'descr': '服务员的态度很好，酒店位置也不错，就是电视能够收的台太少，建议改进', 'star': 5}
{'descr': '在小区里面，不太好找，其它都挺不错的，晚上附近还有夜宵，房间挺干净的，就是稍小。', 'star': 5}
{'descr': '不错的酒店！闹中取静！\n超市也很近，购物吃东西都很方便！', 'star': 5}
{'descr': '宾馆不错，挺干净安静，服务员服务质量挺好的，也挺温馨的，以后来北京还是选择住这里', 'star': 5}
{'descr': '位置在居民楼里有点不太好找。\n环境很好，闹中取静，周边超市饭店，购物吃饭都很方便！', 'star': 5}
{'descr': '没有如家好，其实离这个酒店西侧不远处有家如家很不错，而且小广告太多了，一个小时10多张！', 'star': 1}
{'descr': 'BUCUOBUCUOBUCUOBUCUO', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '酒店安静 治安良好 边上就是军事管制区  隔音效果不错 服务热情  下次还来', 'star': 5}
{'descr': '离要去的地方不远,还算方便, 设施旧了些, 门坏了, 喷头管子也爆了, 向我这样要求不高的可以住住', 'star': 5}
{'descr': '房子不大，电视还不是液晶的，屋子里面有吹风机，总体还算可以', 'star': 3}
{'descr': '这里酒店客房很差 !房间小布局不合理 ,以后再也不来这里了 ', 'star': 3}
{'descr': '价格实惠，干净，如果以后还有优惠，还会光顾', 'star': 5}
{'descr': '内容', 'star': 3}
{'descr': '酒店很不错，虽然在入住时出现一些小问题，但还是很快解决了,总之性价比很高！', 'star': 5}
{'descr': '除了隔音不大好，别的都不错，房间格局很好，小而不挤', 'star': 5}
{'descr': '还算可以，附近有事可以入住,,,,,,,', 'star': 5}
{'descr': '干净，床宽，安静，节日房很实惠。', 'star': 3}
{'descr': '交通便利，购物方便。位于小区内，环境比较清幽。离西门子很近，办事方便。', 'star': 5}
{'descr': '住的百元双床房，性价比很高，有窗户，房间较大。', 'star': 5}
{'descr': '酒店位于很温馨的小区内，距离华联、新世界、沃尔玛都特别近，购物方便，交通便利。店员服务态度超好。赞一个~', 'star': 5}
{'descr': '在望京西门子大厦附近的一个胡同里，还算干净整洁。毛巾每天都会更换，但是床单不会。而且电视小小的，不过总体而言还算可以。', 'star': 5}
{'descr': '酒店不错，很干净，工作人员的服务态度也很好！', 'star': 5}
{'descr': '交通不是很方便，汉庭整体都是比较干净的，就是老是有那种小广告', 'star': 5}
{'descr': 'bucuobucuobucuobucuobucuobucuobucuobucuo', 'star': 5}
{'descr': '1 酒店相当不错。\n2 家具，布局等均感觉舒服。\n3 就是没有提供晚餐供应，很是遗憾。', 'star': 5}
{'descr': '房间很小，床很大。\n窗下是路，隔音不错。\n太潮太窝屈，不向大家推荐了。', 'star': 1}
{'descr': '恩。不错。新春百元房的优惠实在是太好了。价格很便宜。但是房子很好很干净。\n位置也很好。很满意', 'star': 5}
{'descr': '这酒店很不错。我这次住的是转角的房子。厕所略有潮味，其他都很好。酒店还很贴心的在桌子和床头都有网线插口。', 'star': 5}
{'descr': '位置相对好找，还是不错的，下次还会来这边住，离798还是蛮近的', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '前台服务很热情，酒店也比其他的快捷酒店要干净整洁，隔音也很不错，总之，确实比到达之前的想象要好，推荐这家', 'star': 5}
{'descr': '房间很干净，办理入住手续很简便。服务热情，有礼貌。', 'star': 5}
{'descr': '房间实在是太小了，像个小旅馆，价格贵，下次绝对不选择。', 'star': 3}
{'descr': ' 成功入住', 'star': 3}
{'descr': '一晚上换了三次房，每间房都有臭不可闻的厕所味道，骚味逼人！！这是酒店？我以为这是带住宿服务的卫生间！！', 'star': 1}
{'descr': '汉庭快捷酒店（北京望京店），离西门子大厦很近，下次开会还选择住这儿。', 'star': 5}
{'descr': '不错不错不错不错不错不错不错不错不错不错不错', 'star': 5}
{'descr': '很不错，位置和房价都还好‘很不错，位置和房价都还好', 'star': 5}
{'descr': '环境不错，服务也好，就是塞到门口的小广告比较烦人', 'star': 5}
{'descr': '觉得还可以服务业可以交通也可以价位也可以的', 'star': 5}
{'descr': '别的还好，就是房间不够大。', 'star': 3}
{'descr': '其他都还行，就是房间小了点，另外有点难找！', 'star': 5}
{'descr': '感觉不错，温暖舒适，服务态度也好，就是上午退房等的时间有点长，还被加队。。。。。', 'star': 5}
{'descr': '房间对得起价格。唯一不足就是前台排队的人太多了，居然还有抽烟排队的，服务员也不制止一下，让我说出口就该打起来了。', 'star': 5}
{'descr': '总的说还可以吧，干净、整洁、卫生，服务态度一般。只是感觉不太好找。', 'star': 5}
{'descr': '感觉还可以了，卫生也还可以啦！！！！！！！！！！！！！！', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '除了需要信用卡担保有点麻烦外,其他还算ok', 'star': 5}
{'descr': '环境不错，同事很满意。因为在附近出差，所以位置还算好找~', 'star': 5}
{'descr': '我已经入住.谢谢', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '离办事的地方不远，在小区里，比较安静，但房间下水管道做的不好，楼上放水下来很响，足以把你晚上吵醒。早餐不怎样。', 'star': 5}
{'descr': '房间太小，两个人住感觉转身有点问题，但卫生不错，服务员态度不错，还是经济实惠的', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '就是房间比较小，其他都还好。拐角的房间稍微大点。', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '服务态度还不错，包括打扫卫生的服务员都会和你亲切的打招呼。设施就是跟普通的经济型酒店一样了，感到遗憾的就是房间比较小。', 'star': 5}
{'descr': '位置不好找，出租车司机不认识，早餐品种少', 'star': 1}
{'descr': '这个汉庭真的比较一般，交通不太方便，里面也不咋地，感觉很旧', 'star': 1}
{'descr': '还算得上物美价廉，但是没有其他汉庭做的专业，还可以，不错', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '第一次住汉庭，位置不是很好，在小巷里面，其他感觉一般', 'star': 1}
{'descr': '房间小了点，不过如果一个人临时住住还是可以的', 'star': 5}
{'descr': '退房速度快，不用查房；早餐马马虎虎；稍显陈旧，位置比较难找。', 'star': 5}
{'descr': ' 交通不便', 'star': 5}
{'descr': '第一次住汉庭 感觉非常好  住的很舒适 超出想象 ', 'star': 5}
{'descr': '酒店设施比较新，床上用品比较舒适，就是房间比较小', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '服务态度好，地方很安静，总体感觉不错，下次还住这！', 'star': 5}
{'descr': '还有位置有点偏僻  打车司机都找不到  还要打电话到汉庭 让服务员给指路！  不过附近有新世纪和华堂 离得不是太远 走路10分钟就到 还是比较方便的！', 'star': 3}
{'descr': '好', 'star': 5}
{'descr': '普通大床房房间太小了些 ，其他的都还不错 设施和服务都还好  位置不太好找 但距离想去的地方也不是很远', 'star': 5}
{'descr': '酒店地点较偏僻，房间较小，设施很差，性价比不高', 'star': 1}
{'descr': '房间太小了，而且地段也一般，价格偏贵,不过离宜家还是挺近的，我这次去就是为了去宜家买东西的。', 'star': 1}
{'descr': '哈哈哈还好还好哈哈哈的德国哈哈哈哈哈哈叫姐姐斤斤计较叫姐姐', 'star': 3}
{'descr': '还不错，就是房子有点小！！！！！！！！！！！！！！！', 'star': 3}
{'descr': '挺好，就在央美附近，走路15分钟，干净。餐厅也比较实惠。', 'star': 3}
{'descr': '整体感觉还不错,卫生条件可以，位置一般，性价比比较高', 'star': 5}
{'descr': '不错的酒店，就是位置不好找，房间面积比较小，还是推荐入住', 'star': 5}
{'descr': '还是可以的阿拉，还是可以的拉，还是可一的大', 'star': 5}
{'descr': '很好,满意。', 'star': 5}
{'descr': '汉庭快捷店的服务很差，设备差，有些设备坏了没有及时更换，洗澡一半还会断水。进屋有蟑螂', 'star': 5}
{'descr': '酒店不好找，但位置还凑合，服务员打扫卫生不彻底', 'star': 5}
{'descr': '房间偏小其他较满意', 'star': 5}
{'descr': '比我想象的好多了~~地址虽然有点偏，但是服务很不错，也很安静，性价比很高的。。。其实对周围环境熟悉的话其实吃饭，看电影也都挺好的~~', 'star': 5}
{'descr': '很实惠', 'star': 5}
{'descr': '+好', 'star': 5}
{'descr': '+已入住!给个好评', 'star': 5}
{'descr': '卫生不错，也比较安静，周围也有吃的，总之整体还算不错，房费花的还算值。', 'star': 5}
{'descr': '＋望京的汉庭没有其他汉庭好，床太小，淋浴也不是很好，但是房间很宽敞，交通也很便利', 'star': 5}
{'descr': '\n十五日入住,担保费何时退?', 'star': 3}
{'descr': '作为汉庭店,此店设施一般,在价位上,应与其他店有差别', 'star': 1}
{'descr': '位置比较偏, 前台手续输较慢,一楼层洗手间异味很重.\r\n周边购物吃饭一应具全,这点还算比较不错.', 'star': 5}
{'descr': '环境不错，大厅还有免费电脑，就是房间有点小，前台有点慢', 'star': 3}
{'descr': '旺季附近没找到更合适的，只能住这里啦。除了房间小点，别的和其他汉庭一样。', 'star': 3}
{'descr': '还可以吧。旺季周边很多喜欢的酒店都住满了。所以选择了这个。汉庭的水平，就是房间小，各方面在汉庭里面算一般了。没办法就住吧。总比其它价位相似的小酒店住着踏实。', 'star': 5}
{'descr': '位置还行，房间还干净，就是有点小', 'star': 5}
{'descr': '还可以！性价比不是特别高。房间有些小。大床房的床也不太大，呵呵！', 'star': 5}
{'descr': '总体感觉尚可。房间略小。', 'star': 5}
{'descr': '卫生还可以 比较安静 设施略显旧 普通大床房窄了点 但睡觉不影响 隔音效果一般 打折之后在望京这边性价比还可以 要求不多的话入住还是不错的', 'star': 5}
{'descr': '其他都还好，就是隔音效果不好。', 'star': 5}
{'descr': '我定的时候说只有高级大床间，但到了后一看，房间太小了，感觉不太舒适，很简陋。卫生还可以，前台服务较慢。', 'star': 1}
{'descr': '位置还算好找，就在望京国际商业中心附近，可以去吃喜欢的海底捞~~前台服务不错，去的那天下雨，酒店很及时的为住客准备了充足的雨伞，总的来说不错！\r\n', 'star': 5}
{'descr': '还好吧，', 'star': 5}
{'descr': '离我要去办事的地点很近,很便利.', 'star': 5}
{'descr': '很不错', 'star': 5}
{'descr': '房间有点小', 'star': 5}
{'descr': '卫生比较干净，服务也比较到位，就是位置不太好找。', 'star': 5}
{'descr': '很好的店,住了感觉很好，前台很热情^^另：这家店的生意好好噢。。', 'star': 5}
{'descr': '离嘉茂中心稍微远了点，而且有点绕，呵呵。前台服务很不错。房间有点小，尤其是卫生间。浴巾感觉比较旧，没敢用。电视比较小，看球不太过瘾。总体感觉还算干净，安静吧。性价比还一般。', 'star': 5}
{'descr': '餐厅服务非常慢，菜量小。', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '酒店整体感觉很好，感觉很新。', 'star': 5}
{'descr': '房间太小，有点闷', 'star': 5}
{'descr': '服务人员素质较高。饭店边上的豆腐脑很好喝，', 'star': 5}
{'descr': '相当的的一家酒店，服务态度，卫生，性价比，都没得说啊，以后出去还住', 'star': 5}
{'descr': '设施一般，服务还可以。', 'star': 5}
{'descr': '说不上非常满意，但是考虑到性价比，还可以认可。', 'star': 5}
{'descr': '打扫过后有种怪怪的味道。', 'star': 1}
{'descr': '离公车站非常近，卫生也很好，住的是大床房，还能上网。', 'star': 5}
{'descr': '设施环境都还不错   就是床垫有点太硬  可能是新的原因吧。', 'star': 5}
{'descr': '好好好~', 'star': 3}
{'descr': '没想到汉庭的高级大床房的空间如此之小，同时也很不适应卫生间和淋浴室的设计。和我同住这家酒店另一间房的同事也认为“和想象与评价相差甚远，下回再也不住了”，要不是100元特惠绝对不会考虑它。', 'star': 1}
{'descr': '还不错，', 'star': 5}
{'descr': '非常不错！推荐！', 'star': 5}
{'descr': '新春特价房100元/间，超值。', 'star': 3}
{'descr': '我预定的是100元/间的新春特价房，超值。离机场高速很近。', 'star': 5}
{'descr': 'very good', 'star': 5}
{'descr': '整体感觉不错，\r\n就是相对房间而言，床有点太大了', 'star': 5}
{'descr': '很不错的经济型酒店', 'star': 3}
{'descr': '很好，干净，温暖', 'star': 5}
{'descr': '还可以吧，就是晚上车位都满了，不太好停车', 'star': 5}
{'descr': '性价比不错，值得推荐', 'star': 5}
{'descr': '位置还行，出行还是较方便的，房间的卫生和设施还行，服务还好，不过整体感觉这家酒店的性价比不是很好', 'star': 3}
{'descr': '感觉不错', 'star': 3}
{'descr': '前台的服务质量不好。办事速度也可慢!', 'star': 3}
{'descr': '这里前台的服务态度比较差。\r\n办事速度超级的满! ', 'star': 5}
{'descr': '感觉酒店还是蛮不错的,设施方面挺齐全,周边交通也蛮方便的,就是方面面积小了点,价格方面还是比较合适的.', 'star': 3}
{'descr': '这家酒店之前也有住过,不过这几次住的时候不满意的地方面就是前台人员办事效率不高,每次都需要等很长时间,房间门那块的隔音也不是很好,卫生环境还是挺好的,价格也还算合理.', 'star': 3}
{'descr': '感觉床单上总是有些什么东西粘糊糊的。而且桌子上都是灰。', 'star': 1}
{'descr': '房间虽然很干净，但是地漏的味道非常大，只能一直开着换气扇，问题是这样也不能很好的排掉异味\r\n\r\n希望再次入住不要遇到', 'star': 3}
{'descr': '酒店的性价比还是可以的,值得推荐', 'star': 3}
{'descr': '我觉得想对于这个价位的酒店应该算是不错的.挺干净的 就是空间有一点太小。哈哈\r\n', 'star': 5}
{'descr': '午夜房挺便宜，还成。', 'star': 5}
{'descr': '房间小。\r\n叫送拖鞋足足等了2小时未送房间。\r\n提早3、4天订酒店，去到叫我住地底，太不厚道。\r\n叫换房，服务人员的说法没有一个一样，一会说有，一会说没有。同区就比这间酒店贵20块的酒店（名字不提了），服务质量以及房间质量要比这间好得太多了。\r\n每天有人派小姐上门服务的卡片。', 'star': 1}
{'descr': '我觉得房间挺干净的，服务也不错，就是上次住的房间在电梯旁边，晚上的时候不太安静，隔音不太好', 'star': 3}
{'descr': '人性化很好，最好的连锁店', 'star': 5}
{'descr': '温馨&#183;舒适，性价比较高', 'star': 5}
{'descr': '位置很好，这边交通很方便，房间的卫生和设施也都还不错，服务也还算周到热情我觉得这是一家性价比较高的酒店，整体感觉还是值得推荐的。', 'star': 3}
{'descr': '还行！', 'star': 5}
{'descr': '环境比较干净，人员服务也很周到，价格也能接受', 'star': 3}
{'descr': '位置环境还行', 'star': 5}
{'descr': '好!', 'star': 5}
{'descr': '整体感觉非常好，性价比非常高！', 'star': 5}
{'descr': '酒店很舒服，设施也比较满意', 'star': 5}
{'descr': '房间的卫生打扫的很干净,设施也比较齐全,吹风机,电熨斗都有,很方便,位置也是不错的,主要就是离我办事的地方很近.', 'star': 3}
{'descr': '服务态度很热情，入住时人员较多，等待时间稍长，预订房不知什么原因有变动，但房价没变。', 'star': 5}
{'descr': '挺不错的酒店,设施和服务都挺好的,卫生也很不错,感觉很满意', 'star': 3}
{'descr': '酒店基本上感觉都还是可以,卫生条件还不错,不过舒适一般,不过离办事地点挺近的,还可以.', 'star': 3}
{'descr': '酒店里面卫生条件挺好的，比较干净，内部设施也相对于较齐全，服务人员态度热情周到。餐厅的伙食不好，味道跟菜的种类都不是很多，酒店的位置相对比较偏，不过下次如果来这边办事，也会选择这家酒店的。', 'star': 3}
{'descr': '服务很好,设施也还可以,房间不是太大,但也够用,比较满意!', 'star': 5}
{'descr': '第一次住汉庭\r\n进门就有一股下水道反上来的味儿，洗了一个澡之后，味道反而更浓，弄得心情很差，别的方面尚可吧，快捷酒店也都差不多。\r\n希望在硬件和卫生上多下点功夫', 'star': 1}
{'descr': '挺好的', 'star': 5}
{'descr': '百元特价房，经济实惠。下次还住。', 'star': 5}
{'descr': '总体感觉还可以,服务很好,设施也还可以,周边环境略显拥挤,停车不太方便.', 'star': 5}
{'descr': '感觉这家酒店还不错吧，环境很好，很干净舒适，服务也挺不错的，而且周边的交通也很便利，如果在附近办事可以推荐一下', 'star': 3}
{'descr': '酒店经济快捷，全国连锁的，条件都差不多，性价比可以', 'star': 3}
{'descr': '还不错，很干净，到宜家家居很近', 'star': 5}
{'descr': '酒店的停车场太少,所以停车很不方便,其他方面都还是可以的,住宿条件比较理想.', 'star': 5}
{'descr': '地方偏，路边的指示牌不亮，很难发现', 'star': 5}
{'descr': '酒店整体感觉都还可以吧,马马虎虎,没有什么特别满意的地方,但也没有遇到什么问题,就是比较一般.', 'star': 5}
{'descr': '酒店的服务我很不满意，酒店有乱收费，我到酒店希望给我安排一个安静靠边的房间，前台就让我住在电梯口。房间的配置硬件设施舒适度都比较一般，价格合理适中。房间的配置硬件设施舒适度都还不错，可以考虑入住。', 'star': 5}
{'descr': '酒店的服务卫生以及设施都还可以的，房间的面积很小的，隔音不好，酒店的位置有点偏了，价格还可以的', 'star': 5}
{'descr': '酒店房间比较小一点，但是里面的东西还是比较齐全的，服务也还不错，干净整洁，对于我这次出行来说，交通位置都比较方便，但是他本身的位置来说，稍微有点偏，如果不是特别来这边，我想不会选这个位置的汉庭的。', 'star': 1}
{'descr': '唯一不好的就是周围现在施工，有点吵闹，而且门口停车费劲，有施工大车容易刮蹭', 'star': 5}
{'descr': '酒店基本上都还可以,价格也不贵,服务很周到,还是比较满意的.', 'star': 5}
{'descr': '这个酒店的位置是不错，离我要去的地方近，价格也比较合适，内部的设施是非常不错的，但是他们的服务太死板，我之前住过如家，也住过东直门的汉庭，因为我有点事，想稍微晚一点退房，和其他酒店商量一下都没有问题，到他们这就怎么说都不行，非常强硬的要求我退房。', 'star': 5}
{'descr': '酒店挺干净的，就是房间太太太小了，位置不太方便，从望京打车去机场十个司机九个不愿意拉活，说赚不到钱，而且没有直接路过机场专线，交通真是不太方便，其它服务和卫生还行。', 'star': 5}
{'descr': '酒店服务和卫生都不错,就是房间有些小,床小了点,总体感觉还不错了', 'star': 5}
{'descr': '酒店的条件还算不错，位置离我要去的地方也比较近，而且这个价格比较便宜。', 'star': 5}
{'descr': '当时就住了一晚上，整体感觉还是挺不错的，而且宜家挺近的，也正好离自己要去的地方比较近，不过住着还可以', 'star': 5}
{'descr': '酒店外面环境比较差一些但是内部的环境还是很好地,位置也不错出行很方便,综合性价比还是比较高的.', 'star': 5}
{'descr': '酒店的硬件设施，服务环境都不错，价格也挺合适的，这位置倒是还可以，但是他在小区里，刚去不是特别好找。', 'star': 5}
{'descr': '酒店的停车位太少了,比较紧张,而且位置也不是很好找,其他方面都还可以,房间蛮干净舒适的,价格也挺优惠的', 'star': 5}
{'descr': '酒店的商务中心电脑太少了,排不上使用,不过酒店的住宿条件还是蛮不错的,价格也蛮很实惠,就是位置不太好找', 'star': 5}
{'descr': '这家酒店的设施与服务还不错，地理位置也比较好，交通很便利', 'star': 5}
{'descr': '酒店的环境硬件设施都很不错,价格周末特价也非常优惠,就是位置不是很方便,有些偏.', 'star': 5}
{'descr': '除了位置不太好.其它方面还是不错的.', 'star': 5}
{'descr': '很不错,干净舒适,价格也很合理;', 'star': 5}
{'descr': '房间里有点异味，其他还好，环境和服务都不错，还是特价，很实惠', 'star': 5}
{'descr': '酒店整体感觉还是不错的,很喜欢汉庭的装修风格,环境很好;就是这个店的位置不太好找,不方便;有点偏;', 'star': 5}
{'descr': '这种经济型酒店一般服务，环境是没得说，不过大多数房间都比较小，总体讲还可以，我还推荐给朋友去住', 'star': 5}
{'descr': '酒店的服务卫生还是不错的,价格也挺实惠的,位置也不错交通比较方便.就是隔音效果不是很好', 'star': 5}
{'descr': '酒店的位置不是很好,出行交通不是特别方便.环境卫生都非常好,价格合理', 'star': 5}
{'descr': '酒店比较干净，服务也不错，价格有点高', 'star': 5}
{'descr': '很不错的快捷酒店,位置稍微有点偏,不过打车说西门子大厦后面就都知道了,前台和服务员服务态度都很好,房间整洁温馨,我入住的是新春特价房,只需100元,真是太超值了!', 'star': 5}
