{'短评内容': '酒店还行，房间很大', '短评打分': 5}
{'短评内容': '酒店服务还不错，点菜服务员服务不太好...房间设施挺好的，喜欢', '短评打分': 5}
{'短评内容': '在温州相对，性价比比较高的\n早餐不错，硬件好，管理一般', '短评打分': 5}
{'短评内容': '环境不错也不超，就是无窗房太闷了', '短评打分': 3}
{'短评内容': '特价房确实很热，受不了。很闷\n虽说便宜，但还是别省这点钱了、\n地沟的味道很重。', '短评打分': 5}
{'短评内容': '很不错的一家酒店，非常具有中国元素，而且价格很划算，就是地点有些偏，路不太好走。', '短评打分': 5}
{'短评内容': '已经第二次住了，酒店还行。但这次来酒店的冷风系统没有运行，房间非常热，服务员给搬来了电风扇，结果开着很吵，不开太热。这两天都靠这个。如果真是四五星标准来要求，房间的温度是最起码的标准要做到的。', '短评打分': 5}
{'短评内容': '这样的三星酒店很不错，以后还会再次居住的，非常满意。', '短评打分': 5}
{'短评内容': '酒店非常好，早餐也好，环境好，称得上是五星级酒店，总之好', '短评打分': 5}
{'短评内容': '这是我第二次入住这家酒店了，酒店非常好，住的很舒服，希望酒店越做越好吧。', '短评打分': 5}
{'短评内容': '这个酒店很不错，确实是三星级的价格享受五星级的品质服务，床很舒服，下回还去，哈哈', '短评打分': 5}
{'短评内容': '不错，这床我特喜欢，够大，都挺好的。就是隔音可能一般了此。', '短评打分': 5}
{'短评内容': '酒店不错哦…', '短评打分': 3}
{'短评内容': '房间早餐都不错，服务不错，就是位置偏了点。', '短评打分': 5}
{'短评内容': '酒店不错  房间很大   很干净   下会还会来住', '短评打分': 3}
{'短评内容': '在温州，我最喜欢这家酒店，性价比比华侨、喜来登等五星级的好多了！', '短评打分': 5}
{'短评内容': '软硬件都不错，还有水果奉送，下次应该还得入住', '短评打分': 5}
{'短评内容': '照片忘了拍了，不过硬件真的没话说，下次还得入住', '短评打分': 5}
{'短评内容': '房间大,但是布置的比较空,而且床睡者不是很舒服,早餐一般,服务也不是很有亲和力', '短评打分': 1}
{'短评内容': '隔音稍微差点，其他什么都很好，到不是说房间之间，我想应该是房子另一侧是单墙设计，类似服务员是不是洗衣机的声音震耳欲聋', '短评打分': 5}
{'短评内容': '服务周到（常用充电器都有提供 很好） 环境优雅  ', '短评打分': 5}
{'短评内容': '好,我喜欢它宫廷式的装修风格.房间里配套设施也很全.', '短评打分': 5}
{'短评内容': '硬件设施很给力，就是无窗房间太热了，中央空调太给力', '短评打分': 5}
{'短评内容': '给个好评，早餐不错，但房间装修的气味较重，总体不错', '短评打分': 3}
{'短评内容': '特价房不行，太热。水果多但早饭种类太单一，希望改进。', '短评打分': 5}
{'短评内容': '酒店水果多', '短评打分': 3}
{'短评内容': '感觉此酒店很一般呀，怎么会有那么多的好评呢？', '短评打分': 1}
{'短评内容': '房间很大，装修很特别，干净舒适！自助早餐也很棒，美中不足的就是客房服务的人员态度不好！', '短评打分': 3}
{'短评内容': '虽然有点贵，但是值得。服务很周到，前台会主动为你提行李。火车票也可以在这买，很惊喜。但是浴室只有淋浴，没有浴缸，希望2者都有，可供选择。早餐的黄油，外国朋友很不喜欢，说太老了。总之，还是很不错的。', '短评打分': 5}
{'短评内容': '见过差的酒店没见过这么差的酒店，酒店环境还行，但是大冬天在酒店的房间里竟然会热到流汗睡不着觉，空调完全没用，开到18度可是房间的温度还会往上升，24升到29度，热到要跑到走廊去降温。一个晚上都睡不着觉！！！想洗桑拿的可以去体验一下。', '短评打分': 1}
{'短评内容': '此酒店服务态度比较好，让人感觉比较舒服，但无窗的房间太热，空调不给力', '短评打分': 5}
{'短评内容': '网上予顶的，酒店正体干净，服务员服务不错，值得入住', '短评打分': 3}
{'短评内容': '不错哦，就是预定的时候说送水果的，但是到退房了都没见水果。', '短评打分': 5}
{'短评内容': '酒店很好，五星级标准。非常满意。', '短评打分': 3}
{'短评内容': '酒店真的很不错！下次来温州还会在这住的', '短评打分': 3}
{'短评内容': '性价比较高的酒店，就是隔音不太成，走廊里面高根鞋走过很悲剧=。=', '短评打分': 5}
{'短评内容': '温州金银岛大酒店很不错的酒店，服务好，早餐好，环境好。', '短评打分': 3}
{'短评内容': '酒店装潢很古典欧式，房间很宽敞，服务也很贴心周全，唯一不足之处就是隔音不太好，总体还是挺好的，推荐！', '短评打分': 5}
{'短评内容': '不错哦，这次还送水果，就是8：30下去吃早餐东西不多了，下次还会去的', '短评打分': 5}
{'短评内容': '性价比不错性价比不错性价比不错性价比不错性价比不错性价比不错性价比不错', '短评打分': 5}
{'短评内容': '交通便利，环境优美，装修精致，服务很好，特别幽静，适合好友聚会。价格适中', '短评打分': 5}
{'短评内容': '早餐不错，床感觉上不错，但我睡不着不知道怎么回事，总的说很不错', '短评打分': 5}
{'短评内容': '地板装饰不是地毯，是普通木地板，隔音不太好，不过性价比很高。', '短评打分': 5}
{'短评内容': '酒店装修不错，服务热情，入住就送水果篮，虽然水果只有4只但是心意很好。本来听网友说地板比较吵，入住后觉得还好，隔音也不错，卫生间相当干净的说这点我很满意。', '短评打分': 5}
{'短评内容': '服务员态度很亲切,连打扫的服务员也是一样,可见酒店培训很成功!\n早餐很丰富,不过天气太冷,有些菜都冷了,没有加热!', '短评打分': 5}
{'短评内容': '房间很大，很干净，服务很好，从前台到客房都很有礼貌，私以为自己来早了一点，打扫房间的时候还帮我烧了水，很贴心，果断的品质！走廊有一种回家的感觉，不会是那种冷冰冰的房间布局，欧式的走廊和房间布局会有一种很温馨高贵的感觉，确实很好，对得起价钱了。', '短评打分': 5}
{'短评内容': '性价比高性价比高性价比高性价比高性价比高', '短评打分': 5}
{'短评内容': '位置有点偏 但是停车早餐什么都很不错 值得推荐', '短评打分': 5}
{'短评内容': '在温州性价比不错在温州性价比不错在温州性价比不错', '短评打分': 5}
{'短评内容': '不错的酒店，已是第二次入住。特价房性价比高：无窗，但房间面积大，地板为实木且较新，所以无其他无窗特价房地面返潮现象；服务很人性化：下午送水果，入住时房间空调已预热；硬件装修走廊、大厅都很漂亮。', '短评打分': 5}
{'短评内容': '温州金银岛大酒店总体还好，位置不好，早餐好像是太一般了把，4个星的', '短评打分': 5}
{'短评内容': '环境很好，服务态度也很好，早餐也很不错哦，停车也方便，非常支持', '短评打分': 5}
{'短评内容': '酒店设施相当不错，服务也很到位。每天都送一份四件水果，特别早餐很好。', '短评打分': 5}
{'短评内容': '大堂装修得很气派,房间也很漂亮,欧式风格,可能酒店比较新,所以还满干净的,前台服务员及行李服务员的态度都挺客气的,看来是经过培训,不过在结帐时服务员感觉比较不专业,取消预授权就花了10几分钟还没有搞好,后来因为赶飞机只好先走,服务员承诺解除后再打电话给我,这个部份希望能加强!\n另外不知道为什么,一连三天都没有早餐券,只好每天早上到总台拿,比较麻烦!\n', '短评打分': 5}
{'短评内容': '优点:\n1.服务人员热情亲切\n2.每天都有一篮水果\n3.早餐样式多\n4.房间比较新且干净\n\n缺点:\n1.浴室莲蓬头水量太小\n2.卫浴间是玻璃门,不小心的话会以为没有门就撞上\n3.早餐样式虽然多但是没有变化,住二天以上会觉得都一样\n4.房间是木材地板,所以隔壁的住客走路听得很清楚,尤其是穿高跟鞋会很吵\n\n', '短评打分': 5}
{'短评内容': '不错，卫生干净，早餐可口，交通方便。下次还往！', '短评打分': 5}
{'短评内容': '酒店位置较偏，房间马马虎虎，服务不错，交通不太方便，早餐还好！', '短评打分': 5}
{'短评内容': '酒店位置较偏，房间比较大，服务不错，交通不太方便，早餐还好！', '短评打分': 5}
{'短评内容': '酒店确实很好，刚刚开业不久，自助早餐相当好。', '短评打分': 5}
{'短评内容': '每次到温州，都住这个酒店，不错，很喜欢。', '短评打分': 5}
{'短评内容': '非常不错的酒店，不仅性价比好，而且装修大气：大堂、走廊采用大理石，房间用的实木地板？特价房房虽然无窗，但宽敞不潮湿，且卫生间的圆形玻璃落地窗帘设计显然花了心思。补充一句：那天还送了水果，有四种，早餐也不错。下次如果还能保持这个价格，肯定入住。', '短评打分': 5}
{'短评内容': '总体都还不错 就是隔音不是很好 ....', '短评打分': 5}
{'短评内容': '不错，性价比可以，环境也很好，早餐也可以接受', '短评打分': 5}
{'短评内容': '酒店地址较偏,但性价比高。服务态度不错,早餐丰富。值得一住。  ', '短评打分': 3}
{'短评内容': '在温州东性价比还是较高的在温州东性价比还是较高的在温州东性价比还是较高的在温州东性价比还是较高的', '短评打分': 5}
{'短评内容': '很不错的酒店，环境设备都很好，房间也超大，感觉很不错。', '短评打分': 5}
{'短评内容': '金银岛的房间非常不错，性价比高!下次还是会去的', '短评打分': 5}
{'短评内容': ' 419', '短评打分': 3}
{'短评内容': '在温州性价比还是不错的，早餐越来越差了，8点半去基本没吃的了', '短评打分': 5}
{'短评内容': '性价比很高的一个酒店,很干净,房间也很大,欧式复古装修,就是位置稍偏,但如果要从温州南上高速的话就很方便了!对了，窗户隔音很一般,早上外面的声音能进来', '短评打分': 5}
{'短评内容': '欧洲宫廷风的一家很有情调的酒店，设施很八错，除了不是在温州中心城区，非自驾车的童鞋不推荐，酒店内的饭店菜品分量相当大，味道也还行，以后如果去温州一定会选择它的。', '短评打分': 5}
{'短评内容': '酒店环境非常好，房间特别干净，又有浪漫气息，早餐丰富多彩，很好', '短评打分': 5}
{'短评内容': '酒店环境不错，特价房还有水果送，可惜早餐品种一般，没有面包机。', '短评打分': 5}
{'短评内容': '环境很好，值得一住', '短评打分': 3}
{'短评内容': '设施不错,位置有点偏。', '短评打分': 3}
{'短评内容': '房间干净，设施齐全，早餐丰盛，交通方便。', '短评打分': 3}
{'短评内容': '酒店很新。房间很大。风格欧式。是让人住的舒服环境还有餐饮都很不错的酒店。服务态度很好。还送水果。早餐自助很丰盛。', '短评打分': 5}
{'短评内容': '酒店挺新的，房间设施不错，但性价比低了一点，不足处：大堂没坐的地方，退房只能一个个站在前台，早餐不如以前好了。', '短评打分': 5}
{'短评内容': '该酒店整体设施不错，服务也很好，环境整洁，不过酒店较偏远，周围服务设施不足，办事不太方便，整体而言，这家酒店值得推荐。', '短评打分': 5}
{'短评内容': '不错的，但如果下雨天能借把雨具那会是锦上添花的了。', '短评打分': 5}
{'短评内容': 'Very good hotel nice decor and big room. ', '短评打分': 5}
{'短评内容': '一家不错的酒店，房间很开阔，层高很高，不会有压抑的感觉。', '短评打分': 5}
{'短评内容': '欧式风格，交通稍微差了点\n性价比高，酒店设施服务好', '短评打分': 5}
{'短评内容': '不错的酒店，很安静。大堂装修的很漂亮，很豪华。西餐厅的早餐超好吃，而且儿童居然可以免费，要知道我带的儿童其实可以吃得比成人还多了。由于下雨，不方便出门，所以点了一顿晚餐，味道也很好，价格也不贵。总体感觉不错。', '短评打分': 5}
{'短评内容': '半套房够高够大够干净，住得舒服,下次来首选金银岛！', '短评打分': 5}
{'短评内容': '酒店蛮不错的，房间很精美！性价比高。服务态度也很好。。。。。。。。', '短评打分': 5}
{'短评内容': '非常不错，就是位置有点偏\n早餐还不错\n下次还会考虑', '短评打分': 5}
{'短评内容': '地段不错，房间较小，而且似乎有股味道，但是价格毕竟不高，还是可以的', '短评打分': 5}
{'短评内容': '性价格还可以 离火车站比较方便 可以向朋友推荐 \n', '短评打分': 5}
{'短评内容': '性价比非常高，虽然没有窗，但是房间很宽，又高，设施都非常干净，木地板加木家居，给人家的感觉，下次来温还会选择这里', '短评打分': 5}
{'短评内容': '还不错，设施什么都还可以，就是有点偏大，一个女生感觉空大了点。。。', '短评打分': 5}
{'短评内容': '很新，不错，停车方便，楼层很高，比较舒服。\n相应的其他配套不够完善，四周没有地方买生活用品或食品。\n比较不错的酒店', '短评打分': 5}
{'短评内容': '那天是去看球的，房间很大，舒服舒服啊，玩得很开心~', '短评打分': 5}
{'短评内容': '位置可以，房间大，硬件条件好。就是服务需要提高。早餐六点半到没东西吃，前台结账人员非常业余。', '短评打分': 5}
{'短评内容': '不错~~服务态度很好 晚上赠送的水果拼盘让我惊讶了一下 要改进的就是一般酒店内应该提供两瓶免费的矿泉水 ', '短评打分': 5}
{'短评内容': '  比较舒服  价位也实惠！', '短评打分': 3}
{'短评内容': '不错，环境挺好', '短评打分': 3}
{'短评内容': '酒店服务意识很不错体现在我离开酒店后有电话给我咨询客户体验', '短评打分': 5}
{'短评内容': '酒店给人感觉空间感很好，很大气房间也很大，设计风格也很不错就是早餐比四星的稍微差一点总体感觉还好', '短评打分': 5}
{'短评内容': '酒店位置有点偏，房间卫生不太干净，硬件还不错，但软件需要加强', '短评打分': 5}
{'短评内容': '酒店房间不错（除无窗房外），酒店服务不错（除早餐服务生外），酒店早餐不好！', '短评打分': 5}
{'短评内容': '酒店房间不错，很大！服务也不错！但是早餐真的是一般，望改善。', '短评打分': 5}
{'短评内容': '位置还行。房间好大，还有个大麻将桌子，浴室有泡泡浴缸。早餐也不错。价格可以接受，不错的酒店。推荐。', '短评打分': 5}
{'短评内容': '在高房价的温州来看 此房价不高 房间也大  推荐！', '短评打分': 5}
{'短评内容': '258的性价比确实不错 价格实惠还有双早 装修也还不错 ', '短评打分': 5}
{'短评内容': '客房送餐单上海瓜子38元，可送过来后要收48元，说价格改了，争执了三个人次，虽然安38元收了，但很不爽', '短评打分': 1}
{'短评内容': '前台乱哄哄的，而且酒店还是有点偏，去市区不是太方便', '短评打分': 1}
{'短评内容': '酒店的硬件和软件都好，只是周边的环境较差。', '短评打分': 5}
{'短评内容': '比较新，房间很大，刚进入大厅也很大感觉比较大气', '短评打分': 3}
{'短评内容': '房间是不错，但设施都没有能够正常运转，如没有空调，房间空旷就更冷。有线电视信号不好，很多中央台都无法看。服务态度不错，就是前台小姐可能刚开始工作，对业务很不熟悉，显得有点慢。早餐比想象的好。床很舒适，值得肯定。', '短评打分': 5}
{'短评内容': '有些陈旧，老式酒店，层高高，房间显得空旷。地段比较偏，交通不便。', '短评打分': 5}
{'短评内容': '酒店设施比较老，但胜在交通方便，并且价格还算便宜。', '短评打分': 5}
{'短评内容': '我订得是半套房，房间蛮大的，有张麻将桌，可以在房间里吃饭，楼层很高，床也比较大比较舒服，卫生间一般，我点了送餐服务，量比较足，价格偏高。', '短评打分': 5}
{'短评内容': '年初三入住的,房间比较大,设施不错,停车也方便,只是这天有婚宴人家打牌,走道声较吵', '短评打分': 5}
{'短评内容': '除了交通和吃的不方便。其他ok.    huanjing bucuo ', '短评打分': 5}
{'短评内容': '酒店装潢挺新的，值得住这个酒店，如果有朋友来也可以住这个', '短评打分': 5}
{'短评内容': '酒店内部环境设施确实挺不错的，硬件房间装修都非常很好，酒店是在开发区其实开车就没多大影响，价格和酒店的设施比较还是很合适。', '短评打分': 5}
{'短评内容': '酒店很新 房间很大 特别是房间天花板很高 敞亮   不足是其他配套一般 ', '短评打分': 5}
{'短评内容': '天花板高，装修隆重，大气，硬件好，早饭也不错，服务态度也好。就是手续办得慢了点。', '短评打分': 5}
{'短评内容': '位置一般，装修很有特色，价格一般，不过还是值得推荐了！', '短评打分': 5}
{'短评内容': '酒店硬件上还不错，但软件跟不上，包括早餐的服务员及客房服务员，我要求开门，身份都没有证实就开了，客房打扫居然床单也不整理下，用的浴袍也不整理，就直接在衣柜里挂进一件新的浴袍。', '短评打分': 1}
{'短评内容': '很特别的室内装修。楼顶很高。只是餐饮差了1点，只有海鲜，没有西餐。', '短评打分': 5}
{'短评内容': '够大都宽敞，安静，浴缸很带劲，想好好休息的话这里很适合。硬件和软件都很好。', '短评打分': 5}
{'短评内容': '环境很好，很清爽很干净，服务一流，设施齐全，整体感觉达到五星级标准了。呵呵', '短评打分': 5}
{'短评内容': '出行方便，服务周到，设施齐全，总体感觉很好。', '短评打分': 5}
{'短评内容': '酒店房间很不错欧式的，又很干净，服务员态度很好', '短评打分': 5}
{'短评内容': '位置挺好，出行挺方便的，服务也很好，办事很周到，卫生和设施方面也错，总体感觉物超所值。', '短评打分': 5}
{'短评内容': '硬件软件方面都挺不错，住的挺值的。', '短评打分': 5}
{'短评内容': '价格挺合理的，服务很细心很周到，房间布置也挺温馨挺舒适的。', '短评打分': 5}
{'短评内容': '大堂设计的挺豪华的，房间有高又宽敞，一点都不压抑，设施方面也不错，住的相当舒适。', '短评打分': 5}
{'短评内容': '房间大，大堂大，停车场小，硬件比软件好，总体性价比还是不错。', '短评打分': 5}
{'短评内容': '设施还不错，酒店房间挺新的，就是位置有点偏，', '短评打分': 5}
{'短评内容': '酒店条件还不错,综合性价比还是蛮高的,而且各方面都比较到位,整体感觉很好.', '短评打分': 5}
{'短评内容': '服务态度很好，硬件设施设计的比较高档，房间空间很大，住着很舒服', '短评打分': 5}
{'短评内容': '酒店大堂装修的不错，一进去感觉很大气，地方很大，给人很清爽的感觉，房间布置也不错，顶子很高，住着特别的舒服', '短评打分': 5}
{'短评内容': '房间的硬件设施很新，服务很好，房间里装修的很不错，位置也不错，出行方便，很满意的酒店', '短评打分': 5}
{'短评内容': '酒店的环境是挺好的，卫生设施都还行房间还是挺大而且还含早餐，但是酒店是刚开业的地毯有点印记在上面管理方面还是有些问题，因为也是新开的酒店打车的时候司机还不是太清楚这个酒店。不过酒店确实很不错。', '短评打分': 5}
{'短评内容': '酒店交通很方便，在温州建国医院后面，出行很方便，房间里的硬件设施很齐全，感觉质量也蛮好的，设计的很人性化。', '短评打分': 5}
