{'短评内容': '久了点，还好&hellip;', '短评打分': 5}
{'短评内容': '风景非常好，房间也很干净，卫生，前台和服务人员都很专业', '短评打分': 5}
{'短评内容': '床比较小。。就是酒店位子不错。性价比挺高', '短评打分': 4}
{'短评内容': '好评，。。好评～～～～～好评', '短评打分': 5}
{'短评内容': '位置不错 房间也不错，都挺好', '短评打分': 5}
{'短评内容': '性价比高，预定方便，以后订房就在京东', '短评打分': 5}
{'短评内容': '预定很方便，性价比高，以后都在这里预定', '短评打分': 5}
{'短评内容': '京东的服务还是非常棒的。', '短评打分': 5}
{'短评内容': '这是什么意思', '短评打分': 5}
{'短评内容': '好东西，以后要继续光顾京东，嘎嘎', '短评打分': 5}
{'短评内容': '一直住的地方，胜在位置好，而且有到九龙机场快线的班车。每次来都住这里的。就是房间还是有点小，而且窗户都封死了，实在不习惯。', '短评打分': 5}
{'短评内容': '性价比超高！780在香港尖沙嘴地段很难找到类似酒店了！干净！服务态度好！wifi超强！近地铁！饮食非常方便！去海港城10分钟！下次再来！', '短评打分': 5}
{'短评内容': '가격대비 위치 정말 좋습니다..청결도도  좋은편입니다..직원들도 친절합니다..그런데 건물이 오래되서그런지 에어콘은 끄니 곰팡이 냄새가 심했습니다..', '短评打分': 4}
{'短评内容': 'The facility is a bit old and the number of lifts does not meet the demand - you have to be patient waiting for your car comes to your floor most of the time.  However, its location outweighs all thes', '短评打分': 4}
{'短评内容': '酒店不错的', '短评打分': 5}
{'短评内容': '地点还可以，酒店旁还有机场快线接驳巴士要去机场非常方便', '短评打分': 4}
{'短评内容': '非常赞的房间，地理位置也很好，每次出差的第一选择', '短评打分': 5}
{'短评内容': '不錯，酒店環境挺好，很乾淨，設施齊備', '短评打分': 5}
{'短评内容': '往常过来一直是住这个酒店，位置好，交通方便，价格也合理，只是这次住的是天价，是往常的三倍价格！相当无语！', '短评打分': 5}
{'短评内容': '位子还可以看夜景', '短评打分': 5}
{'短评内容': '澳门回来还订的这家，这次住2116房，不但房间又多了两瓶自费的小酒，还多了两瓶免费矿泉水，难道同等房间提供都不同？住过的2407和2116房间都提供熨斗和烫衣板，1424就没有。对面就有大家乐，莎莎，超市，方便', '短评打分': 5}
{'短评内容': '房间干净整洁，这个价位在香港真的非常便宜的', '短评打分': 5}
{'短评内容': '帮客人订的，客人指定要他家的，好', '短评打分': 5}
{'短评内容': '感觉还不错，就是房间太紧张了，希望价格可以优惠点点。', '短评打分': 5}
{'短评内容': '整体还不错', '短评打分': 4}
{'短评内容': '酒店的位置很不错的，不过就是WIFI要收费', '短评打分': 4}
{'短评内容': '位置好，旁边就是九龙公园，离著名的庙街大概400米，从机场可以直接A22巴士两站地到上海街，然后走路几分钟就到，离地铁也很近，吃饭地方较多，著名的澳洲牛奶公司就在酒店对面的白加士街，整体不错，酒店房间较小，属于国内快捷酒店类的。', '短评打分': 5}
{'短评内容': '本次入住的龙堡酒店非常满意。逛街非常方便，两三分钟就能到尼敦道。酒店房间也挺大，窗外就能望见海，楼下就是九龙公园。前台客服也挺热情的！', '短评打分': 5}
{'短评内容': '酒店位置很好，无论大厅、电梯厅、过道还是客房，打扫的非常干净，整体环境较好，很安静；但客房较小，床也很小；步行至星光大道约10-15分钟，沿途尖沙咀商业区，附近有SASA及万宁，尖沙咀广东道有海港城，尖沙咀沿途还有很多商场、专卖店及珠宝店，购物方便；九龙公园紧邻酒店，清晨去散散步很不错；晚上可以选择步行至庙街，都是海鲜排档。前台很不礼貌，爱搭不理，但是对老外却很热情，这点很不满意。', '短评打分': 5}
{'短评内容': '洒店整体环境是不错的，到港很多时候都住这里，但今次发现电梯真的不够多，有时竟然大半个小时都用不上。', '短评打分': 5}
{'短评内容': '地理位置很好，靠近佐敦地铁站，步行5分钟；距离海港城、DFS步行10多分钟。\n饮食也很方便，附近有澳洲牛奶公司、松记甜品佐敦店、许留山佐敦店等香港老店。其中有一家顺德人饭店，小炒皇很好吃，适合我们的口味，期间去吃了3顿晚饭，孩子很喜欢。\n另外，酒店每天赠送香港报纸，蛮好的，只是最后一天没有，显得有点小气啊，好歹我们也是中午退房，早上也算是客人呢~~~\n房间的设施也很齐全，保险箱、冰箱、熨斗等都有了', '短评打分': 5}
{'短评内容': '这个酒店是去香港旅游的最佳住宿酒店，房间大，整洁，地点好！强烈推荐！', '短评打分': 5}
{'短评内容': '挺舒服的，也很宽敞，不错\n地段也很好，交通便利', '短评打分': 5}
{'短评内容': '酒店不错哦，购物方便，离地铁站5分钟，去迪斯尼和海洋公园都很方便，酒店服务很贴心，就是价格高了些，下次还会去住。', '短评打分': 5}
{'短评内容': '交通很方便，附近有庙街夜市，价格也不错，环境卫生干净。', '短评打分': 5}
{'短评内容': '其实系香港房间算不错，房间算大拉，交通方便，去边都是方便，半夜仲可以到7-11买哈根达斯雪糕食，正。', '短评打分': 5}
{'短评内容': '房间其实都还系好细,比九龙酒店大小小,床都系90公分大。等电梯好久呀!!!不过地理位置几适合旅客,购物方便哈。', '短评打分': 5}
{'短评内容': '地理位置不错，佐敦地铁C出口，走5分钟内即到，装修效果保持的比较新，档次和国内的锦江之星类的商务型酒店差不多，周围小吃、餐饮很多，入住客人不少，到达后先登记，然后寄存行李，出去玩一转回，下午两点后才拿到房。住高点可看海景和城市景观，关键是价格啊！', '短评打分': 5}
{'短评内容': '酒店还不错，房间不算大，但很干净。交通很方便，我是第二次住这里了。', '短评打分': 5}
{'短评内容': '位置很方便，房间很干净，什么都很好，唯一的缺点就是床小，不过貌似这在香港很正常。', '短评打分': 5}
{'短评内容': '酒店就在西铁线柯士甸站其中一个出口处，离天际100、圆方商场、中港海港城也只有10分钟的路程，庙街也在酒店对面，而且酒店服务不错。所以无论是游玩还是品尝香港小吃、美食，住在龙堡国际酒店就是一个很好的选择。', '短评打分': 5}
{'短评内容': '首先，酒店真的很方便，旁边就是九龙公园，去中港城，海港城，维港都很方便，离地铁口很近，出行很快捷，周围便利店什么的都很多，吃的就更多哦。澳洲牛奶公司，多士好nice，奶茶也好好喝。其次，服务很好，要什么东西打个电话，就会给送来，无论多晚。总之，太方便咯，朋友下月去也定的这里，自己下次去也还会选择住这里。', '短评打分': 5}
{'短评内容': '很好，已经是第四次住这家酒店了，很方便，以后去香港还住这家酒店，赞一个。', '短评打分': 5}
{'短评内容': '酒店服务很好，位置极佳，离地铁站和过境巴士站很近，距中港城和海港城10几分钟，购物方便，周边茶餐厅很多，对面的地下超市有很多进口水果，比内地便宜且好吃。除房间稍显小之外，其他都很好，下次还会选择。', '短评打分': 3}
{'短评内容': '交通便利，而且附近超旺，吃东西和购物都很方便，尖沙咀附近的酒店都比较贵，这家算是物有所值，缺点是床小，电梯经常要等很久', '短评打分': 5}
{'短评内容': '地段在尖沙嘴附近很方便.比国内房间不够大!总体还好!', '短评打分': 3}
{'短评内容': '性价比很高。在香港有这么大的房间已经很不容易了。交通方便，离维港和旺角都很近。可惜房间朝北，如果能朝南就更好了。', '短评打分': 5}
{'短评内容': '酒店位置很好，购物方便。过境大巴终点站下车就到，房间小但很干净，孩子到九龙公园游泳非常高兴，对面的澳洲牛奶公司早餐确实好吃，下次还会选择。', '短评打分': 3}
{'短评内容': '非常方便，食宿都很便利，就是房间稍微拥挤了点，但是很干净。性价比好，周围有很多好吃的特色小吃，还有逛街也很方便，马路对面就是庙街。到地铁的佐敦站和尖沙咀站都很近，几分钟路程，换乘很方便，步行到海港城也就十分钟。', '短评打分': 5}
{'短评内容': '酒店地理位置相当好，交通十分便利。房间也宽敞，住得很舒服，下次来香港一定还会选龙堡国际', '短评打分': 5}
{'短评内容': '忘了入住过多少次，只是每次都能为我的旅程提供舒适的如家般住宿服务，希望给予老顾客更多的优惠及贴心服务。', '短评打分': 5}
{'短评内容': '酒店整体不错，很好，每天提供两瓶免费水，无线要收费~~建议去景区在7-11自带两瓶水.', '短评打分': 3}
{'短评内容': '环境挺不错的，离佐敦C2出口还挺近的，交通方便，赞！！', '短评打分': 5}
{'短评内容': '已经第二次入住了，感觉很不错，服务态度依然很好，距海港城很近。', '短评打分': 5}
{'短评内容': '位置好距离九龙尖沙咀购物方便，四周餐厅也多，交通也方便。', '短评打分': 5}
{'短评内容': '地段中心.还不错', '短评打分': 3}
{'短评内容': '房间有点小，但很干净设备较新。就是窗户不能打开。我住的是2408号房间，可以看到一点海景。地理位置很好很方便。', '短评打分': 5}
{'短评内容': '地理位置很好，前台及服务员东很热情.交通方便.下次还会入住。', '短评打分': 5}
{'短评内容': '酒店的地理位置极好，离佐敦站只有5分钟的路程，庙街就在附近。前台接待人员态度极好，走在楼道上，到处能碰到向我们微笑的房务员，房间也十分干净，女儿第一天就在金鱼街买了金鱼，大堂副理还贴心的提示我们注意安全，十分值得推荐的一家酒店。', '短评打分': 5}
{'短评内容': '龙堡酒店住的舒服,去星光大道车费也便,住25层坐窗边就可拍到海景,很不错。下次一定首选。', '短评打分': 5}
{'短评内容': '帮同事定的，老外很喜欢，下次去香港还会考虑住', '短评打分': 5}
{'短评内容': '在维多利亚港附近，走过去20分钟，经过中港城，海港城，DPS免税商店。澳港码头（中港城内），也很近。酒店闹中取静，干净而气派。房间有些小，但在香港这种地方能这样也很不错了。酒店服务人员都很热情而周到，每天早上还送免费报纸，里面有超市的信息。酒店对面就有超市及便利店，看到减价的信息买到了很好吃的水果，家人吃了都很开心。酒店离庙街很近，澳门牛奶公司的东西的确很好吃，下次去还住那里。', '短评打分': 5}
{'短评内容': '前台服务态度一般，跟他说有没有大床房，他看都没看就回答我说没有了，明明旁边有个客人就比我晚来，又拿了个大床房。床太小了，一个人睡都觉得会滚下去，就是价格还便宜！', '短评打分': 5}
{'短评内容': '酒店地理位置很棒，离购物中心十分钟路程，靠近地铁，下次还来', '短评打分': 3}
{'短评内容': '酒店大堂很大，位置很好，坐皇岗过境巴士终点下车即到，房间很干净，在香港这个地段还是比较实惠的，下次来港还会住，上街购物超方便', '短评打分': 3}
{'短评内容': '香港龙堡国际酒店服务贴心，除了隔音效果差一点，床太软之外，其他方面交通购物餐饮等都可以满分，穿过九龙公园直接可以到中港码头、尖沙嘴地铁站、海港城，性价比相当不错', '短评打分': 3}
{'短评内容': '酒店地理位置不错，靠近两个地铁站，几分钟的路程，出行很方便，下面是九龙公园，远看是香港风景，能看到海港，风景很不错，唯一不足就是床比较小，不过就香港来说，房间算大的了。下次去还会住的，值得推荐。', '短评打分': 5}
{'短评内容': '还不错，对面的大家乐非常好吃，位置很方便', '短评打分': 5}
{'短评内容': '很不错的酒店 不管是地理位置还是服务很设施都很好 关键是价格也很划算的 不贵 在香港这样的地段这样的服务这样的酒店能这样的价格入住非常划算的。', '短评打分': 5}
{'短评内容': '九龙公园旁，很方便，就是房间小，袖珍齐全', '短评打分': 5}
{'短评内容': ' 距离海港城很近歩行几分钟就到了，如要来购物很方便', '短评打分': 3}
{'短评内容': '酒店地理位置很好，到哪里都方面，这个价位在香港还是很值的，值得推荐', '短评打分': 5}
{'短评内容': '酒店的位置很好，购物出行方便，床确实比以前住过的都小点。', '短评打分': 5}
{'短评内容': '住过很多次了，酒店位置很棒，海港城就在附近还有DFS，旁边还有回深圳的直通大巴车。很方便，就是房间小点不过挺干净的。不错~~~', '短评打分': 5}
{'短评内容': '第二次入住。好像装修过，比第一次入住小一点，但是很干净。不错！', '短评打分': 5}
{'短评内容': '地理位置很好，前台小姐及客房服务人员非常有职业标准，很高兴入住该酒店。', '短评打分': 5}
{'短评内容': '地理位置不错，吃饭方便，去庙街也很近，这次入住还免费升级了顶层景观房。', '短评打分': 5}
{'短评内容': '地理位置很不错，去哪里都很方便了，价格也还好。 房间其实在香港不算小得了，总之还可以吧。', '短评打分': 5}
{'短评内容': '酒店不错，在市中心交通方便。房间整洁，最近更换了一些设施更加一舒适，但房价贵一点。', '短评打分': 3}
{'短评内容': '酒店内部装修很不错，地理位置很好，交通也很方便，唯一缺点就是床很窄短。', '短评打分': 5}
{'短评内容': '不错的酒店，位置佳，能看到海湾，步行到尖沙咀购物区非常近。到机场也方便，附近有机场大巴A21/A22直达。房间不是很大，不过还算比较干净。', '短评打分': 5}
{'短评内容': '酒店很好，价格相宜，值得推荐入住。', '短评打分': 3}
{'短评内容': '距离中港项同海港城都很近，购物很方便！步行五分钟就到地铁站，出行很方便。房间很干净，设备齐全。就是床有点小，每张一米，一家三口睡只能拼床啦！', '短评打分': 3}
{'短评内容': '环境很好，设施很齐全，下次去还要住', '短评打分': 3}
{'短评内容': '酒店干净舒适服务好，下次还订。', '短评打分': 3}
{'短评内容': '香港是个寸土寸金的地方，能找到这样的酒店入住也是很不错的。环境很好，入住城市胜景房，虽然小，但是总归还算舒服。距离海港城很近，可以步行到达。', '短评打分': 5}
{'短评内容': '房间较小，但是环境很好，整洁、干净，设备齐全，地理位置也不错', '短评打分': 5}
{'短评内容': '挺好的，交通方便。', '短评打分': 3}
{'短评内容': '不错，购物方便，环境舒适', '短评打分': 3}
{'短评内容': '酒店服务人性化，大堂比许多香港酒店大很多，酒店有许多楼层都是新装修的，感觉比较舒服。', '短评打分': 3}
{'短评内容': '很好！预定的是双标间，因为带着孩子前台服务人员主动为我们更换了家庭房没有另外收费，非常感谢！地理位置也很不错，去海港城很方便，去澳门码头离得也很近！下次去还会住这里！', '短评打分': 5}
{'短评内容': '酒店的地理位置交通方便， 酒店服务好，在香港这样的房间箅得上宽敞。烟民们请注意：房间分无烟及可吸烟的哦!', '短评打分': 3}
{'短评内容': '酒店很不错，房间就香港来说，已经是蛮大的了；干净、整洁。离地铁柯士甸F口和佐敦D出口都较近，出地铁口大概步行5分钟左右。', '短评打分': 5}
{'短评内容': '酒店真的很不错，价格超乎便宜，房间够大够档次，还免费升级海景房，下次还住这里', '短评打分': 5}
{'短评内容': '酒店的位置非常好，离海港城、尖沙咀、庙街和地铁站都非常近，走过去就可以了。机场大巴就在附近，走过去大概两分钟。酒店的房间比我想象中要好，没有那么小。床很舒适，双人间两个小床拼在一起，一家三口还比较宽松，接缝处也没觉得硌人（其实主要还是因为我和孩子都缩在一张床上了，呵呵）。酒店服务也还好了，我们先前的房间比较吵，后来给调换到了另一间，虽然中间有些波折，前台和楼层之间的服务有些衔接不上，让我们等了好一', '短评打分': 5}
{'短评内容': '非常温馨的酒店，房间干净整洁，窗外视野开阔。', '短评打分': 5}
{'短评内容': '很满意，离中港城、维港很进，下次还会入住', '短评打分': 5}
{'短评内容': '周围交通很方便，离海港城、中港码头很近、天星码头、地铁站、庙街、机场快线九龙站都很近。', '短评打分': 5}
{'短评内容': '位置好，周边环境好，进出方便。房间比住过的华登，华美达要大一点，周边的餐饮恨多，非常方便。', '短评打分': 5}
{'短评内容': '很方便,离海港城很近,离地铁站也很近.酒店很干净,在香港这种价位算是很好了.性价比很高啊.我已多次入住这家酒店.', '短评打分': 5}
{'短评内容': '总体感觉不错，房间虽小但非常精致，该想到的都想到了，对得起这个价钱。', '短评打分': 5}
{'短评内容': '交通便利，打车方便，房间整齐干净，服务好。酒店附近有超市大家乐和茶楼，吃住行都方便。', '短评打分': 5}
{'短评内容': '还可以吧，就是房间很小，卫生间也好小，被子毯子好重。', '短评打分': 5}
{'短评内容': '超值，值得推荐。', '短评打分': 3}
{'短评内容': '位置可以\n大小可以\n网络稍差\n\n性价比不够高', '短评打分': 5}
{'短评内容': '位置很好  逛街很方便 下次还来 大厅和走廊都很宽敞 房间在香港来说也不算小了', '短评打分': 5}
{'短评内容': '虽然价格比从前已贵了不少了，但性价比还是可以的。', '短评打分': 5}
{'短评内容': '在香港这家酒店的地理位置应该说还可以，服务也可以，就是价格有点高。', '短评打分': 5}
{'短评内容': '价格可以接受\n服务态度好  除了房间小点（比七天还小..）\n其他都很满意，最好的是地理位置有很好的优势\n楼下有中港总站，有返回深圳 广州  肇庆  三水  汕头  汕尾的等内地城市的班车\n近地铁，弥敦道C出口一下就到。\n其次是酒店早餐，实惠又好吃！赞个', '短评打分': 5}
{'短评内容': '地理位置太好了，很方便，就是房间较小，价格有点高。', '短评打分': 5}
{'短评内容': '酒店位置很好，两条地铁线直达，旁边就是九龙公园，公园区域内可以免费无线上网的，房间不大，通风不太好，不抽烟的一点要订无烟房。', '短评打分': 5}
{'短评内容': '该酒店地理位置很好，就是房间比较小，酒店的网络不好，总上不去，其他还好！', '短评打分': 5}
{'短评内容': '交通便利,购物便利,去海港城就步行10来分钟,房间卫生不错,服务也很不错.', '短评打分': 5}
{'短评内容': '每次来都住这里,交通很方便,附近吃的也比较多.', '短评打分': 5}
{'短评内容': '龙堡酒店，位置真的很不错，安排在24楼住，可以看到一点点的海景，也可以看到柏丽购物大街，离地铁佐敦站只有五分钟路程。穿过巷子就是庙街，澳洲牛奶公司也在酒店对面巷子里。酒店的位置，服务，都还不错，淡季可能价格会更便宜一点。但也有问题，就是之前其他会员说的冷热水问题，真的很麻烦，水温完全掌握不了，一会冷、一会热，冷的时候是凉水，热的时候是开水，两重极限。洗澡像打架。如果有耐心能接受这个，我觉得这里是个', '短评打分': 5}
{'短评内容': '酒店位置好 离海港城和地铁站都近 价格合理 下次还会来住的', '短评打分': 5}
{'短评内容': '置非常好，离购物中心海港城、尖沙咀弥敦道还有天星码头非常近，还有几大地铁站。酒店房间在香港来说已经很大了\n\n', '短评打分': 5}
{'短评内容': '这家酒店也许别人会觉得不错，大厅很富丽堂皇，住的外国人很多，市口也很好，但是我在这家酒店住的三天简直就是煎熬，首先这家的玻璃似乎不隔音，每晚睡觉都能听到车来车往的声音，是在18楼啊，都能听到，很诧异！厕所的抽风不能关，呼呼的很吵，空调出风口也是有呼呼的噪音，夹杂在一起，影响睡眠，导致第二天游玩都没有精神。不喜欢这家酒店。', '短评打分': 1}
{'短评内容': '酒店非常满意', '短评打分': 3}
{'短评内容': '位置非常好，离购物中心海港城、尖沙咀弥敦道还有天星码头非常近，还有几大地铁站。酒店房间在香港来说已经很大了，也很干净，推荐', '短评打分': 5}
{'短评内容': '地理位置好，房间卫生好，较安静舒适，下次还会再考虑这家酒店。', '短评打分': 5}
{'短评内容': '酒店位置好，海港城就在旁边，地铁站四通八达，庙街在对面小巷里，周边有不少茶餐厅，有不少风味小吃。', '短评打分': 5}
{'短评内容': '這酒店位置好，當天前台把我們房間升等到高樓層，感覺不錯~~\n', '短评打分': 5}
{'短评内容': '第二次入住，感觉服务还是不错的，就是洗澡水冷热不定，希望及时维修。下次还会入住。', '短评打分': 5}
{'短评内容': '很小很不爽，交通地铁需要倒啊倒，不嫌弃麻烦可以选择', '短评打分': 1}
{'短评内容': '酒店地理位置很好，逛街出行很方便，性价比很高！', '短评打分': 5}
{'短评内容': '舒适、干净、方便、卫生，服务周到，管理一流！', '短评打分': 5}
{'短评内容': '国庆期间入住的，很好的酒店，干净，卫生，舒适，虽然房间小了一点，价格有点小贵，但这是在香港哦！出行、逛街等都很便捷，地铁、公交就在附近，酒店还提供电源插座的转换头，就不用担心内地的充电器没法在港充电的问题了，下次来港我还会选折龙堡的！', '短评打分': 5}
{'短评内容': '很不错的酒店，位置服务都很好，只是现在价格越来越高了。', '短评打分': 5}
{'短评内容': '十该酒店房间小些，但卫生不错，亥通方便。', '短评打分': 3}
{'短评内容': '交通便捷，還是不錯的', '短评打分': 3}
{'短评内容': '酒店位置很好，旁边就是九龙公园，离海港城很近，缺点是可能刚装修的，过道味道有点大，房间内还好', '短评打分': 5}
{'短评内容': '香港龙堡国际酒店，地理位置比较好，购物比较方便。', '短评打分': 5}
{'短评内容': '第一天到时因为没有我定的房型了，给了我一个四张床的家庭房，床超小，是上下铺的那种，可是我只有一个人住，用不了那么多床，睡的不舒服。第二天给我换回了本来的房型，房间装修比我想象中的要旧，交通到还算方便。', '短评打分': 1}
{'短评内容': '房间虽小,但还是很干劲的,性价比比较高,给个好评吧!', '短评打分': 5}
{'短评内容': '以前去香港都是住这家酒店，深圳湾口岸开通后觉得这家酒店价格优势，地理位置优势没有了。如果酒店价能有优势以后还是会选择•', '短评打分': 1}
{'短评内容': '位置极方便，房间干净，服务得体，有免费WIFI，在香港不多见。只是房间较小，但考虑是香港也满可以接受了', '短评打分': 3}
{'短评内容': '很方便，离地铁跟几个购物点都很近，就是床小了点，也挺卫生的。', '短评打分': 3}
{'短评内容': '  不错的', '短评打分': 3}
{'短评内容': '非常满意。', '短评打分': 3}
{'短评内容': '位置很好，酒店大堂气派，走路去地铁站5分钟，去海港城15分钟，旁边就是庙街，房间个人觉得刚好 这样的价位在香港来说已经很不错了，中秋还送月饼，挺贴心的，个人觉得风格和国内的老牌三星级酒店差不多，以后还会入住。', '短评打分': 5}
{'短评内容': '非常非常方便，离海港城，广东道都特别近，西铁站，地铁站几分钟就走到，附近庙街整条街都是吃的，各式各样的饮食。酒店房间比较小，特别是床只有1米，不过麻雀虽小，五脏俱全，非常干净舒适，还有免费的网络，下次来香港还会考虑住这里。', '短评打分': 5}
{'短评内容': '以前在香港住过几家酒店，感觉都不是特别理想。这次是朋友推荐，入住龙堡，感觉还不错。地理位置很好，在港铁和西铁交汇处，交通特别方便。旁边有很多茶餐厅，吃的也非常方便。酒店在庙街旁边，晚上可以去庙街逛夜市。离尖沙咀就一站路的距离，可以走路到星光大道和维港码头，去平顶山也特别方便。下次还会去住。', '短评打分': 5}
{'短评内容': '酒店非常漂亮，很干净，服务也比较好，入住的是两位外宾，他们觉得比较满意，前台人员的英文也比较好，容易沟通。值得推荐。', '短评打分': 5}
{'短评内容': '一般啦，位置不怎么好找，床小，房间也小，设备也很普通，没什么感觉，跟其他酒店一样没什么吸引人的地方。。。一家三口有小朋友的话，会睡得不怎么舒适的。。。反正就住一晚，再住一晚就不想了。。。', '短评打分': 5}
{'短评内容': '性价比超高，处于尖沙咀中心区域，周围购物吃放超方便，特别是去DFS和ISA品牌折扣店十分方便，处于地铁和港澳码头交汇区域，全部步行就可到达，酒店对面就是7-11便利店和sasa店。', '短评打分': 5}
{'短评内容': '去香港好几次了，第一次入住龙堡国际酒店，总体感觉不错，出入方便，干净，价格不高。就是床小了点。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '地址位置很棒！房间虽小，但设施比较完全，第一天入住还赠送果汁！酒店到香港各大商业圈都十分便捷，离最近的地铁站步行仅5分钟，赞！', '短评打分': 5}
{'短评内容': '好处：服务态度不错，交通也很方便。有待改变：洗手间用了固定设计不方便。入住时间稍晚一点。退房时间太长，站着等也要站上半小时以上。', '短评打分': 5}
{'短评内容': '酒店价格合适,周围设施比较齐全.出门5分钟就有港铁.大家乐,便利店,货币兑换的小店都有.\n另外还有,免费的巴士去香港站搭乘机场快线.蛮方便的..', '短评打分': 5}
{'短评内容': '交通位置很好，离中港城和海港城都很近，景观不错，我这次被升级到了海景大床房，可以看见维多利亚港湾和山上景观，距离地铁只有2分钟步行。', '短评打分': 5}
{'短评内容': '地理位置、酒店房间大小、卫生状况等都还好，就是行李寄存有些乱，也许是过于相信他们了，相机在寄存处丢了  ：（', '短评打分': 5}
{'短评内容': '服务不错，酒店位置好，位于尖沙咀，房间虽小但很干净，寸土寸金可以理解。总体感觉较好，下次到港，会再次入住。', '短评打分': 5}
{'短评内容': '酒店位置不错，交通购物都很方便。或许如此，入住客人非常多，办理手续时间较长。28日中午前台有个男员工s（名字就不说了）服务态度不好，好像客人是在求他一样，态度不够尊重。希望能够改进！没有客人，哪有你的工资呢？房间服务还不错，赠送报纸。', '短评打分': 1}
{'短评内容': '太窄了，空调又是坏的。入住第一晚送水果，结果没送。', '短评打分': 1}
{'短评内容': '酒店大厅蛮大的，可是房间很小。比我以前住的任何一间都小。', '短评打分': 1}
{'短评内容': '交通很方便  对面就是超市 走几步就是茶餐厅 隔壁是警署 也很安全', '短评打分': 5}
{'短评内容': '服务好，房间干净，交通方便，给我们免费升级高低床，睡得很舒服，每天还送报纸和4瓶水。', '短评打分': 5}
{'短评内容': ' 地理位置没话说~非常ok~  就是房间有点小，房间内的无线wifi网速不是很快。。。总体还是不错的~', '短评打分': 5}
{'短评内容': '离购物中心近，环境好，不错，下次还会住.二十个字会不会太多了', '短评打分': 5}
{'短评内容': '大床房太少，希望以后入住可以安排大床房。', '短评打分': 5}
{'短评内容': '非常好，位置好，房间空间大，总之应该是不后悔的，住了就知道。', '短评打分': 5}
{'短评内容': '交通方便，设施齐全。出门几分钟就是地铁口，离庙街，海港城都很近', '短评打分': 5}
{'短评内容': '交通比较便，房间比预期的要好，提前多一些天预订价格还是物有所值的。', '短评打分': 5}
{'短评内容': '去了3次香港，每次都入住这家酒店，真的很方便，下次还会住。', '短评打分': 5}
{'短评内容': '离佐敦站，庙街都很近，出行方便，房间虽然不大，但很整洁，这个价钱比较公道', '短评打分': 5}
{'短评内容': '交通很方便，离庙街很近，周边的茶餐厅也相当的多。对面就有一间SASA。酒店服务很好', '短评打分': 5}
{'短评内容': '位置离庙街非常近，晚上有很多茶餐厅都看到当地人在排队等位。酒店服务也不错，房间很干净。冷气相当的棒，建议加件小外套。', '短评打分': 5}
{'短评内容': '从机场出来做A21路到酒店很方便，去机场还坐A21更方便。地理位置好，酒店设施也还行，交通方便，还可免费上网。挺棒的一家酒店。', '短评打分': 5}
{'短评内容': '不错.......酒店恶化年打发发达打发方法 发', '短评打分': 1}
{'短评内容': '酒店的地理位置还是不错滴，购物超方便，离地铁站也很近。只是房间太小了些。', '短评打分': 5}
{'短评内容': '很不错酒店,每次国外客人来都会再次入住.', '短评打分': 5}
{'短评内容': '位置很好，离地铁走5分钟，吃饭也很方便，酒店一直走就是庙街~', '短评打分': 5}
{'短评内容': '很不错的酒店。位置很好，交通方便，设施齐全。可以看到九龙公园全貌和一部分维港景色', '短评打分': 5}
{'短评内容': '酒店不错，在香港来说够大了。路段也很好，吃饭购物也很方便，地铁也很方便。', '短评打分': 5}
