{'短评内容': '一般！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 4}
{'短评内容': '服务很好，价格实惠，就是放假都没有电脑，我特意去那上网炒期货的，哎这让我损失（不包含我昨晚本该赚的钱）1万多块啊，那床垫的比较薄，能碰到硬硬的弹簧，膝盖好痛，其他的都挺好的，谢谢你们的服务，我将给我朋友们强力推荐莫泰168.', '短评打分': 5}
{'短评内容': '价格实惠，条件不错，服务也不错。推荐入驻', '短评打分': 5}
{'短评内容': '不错哦，价格还可以，光线好，服务态度挺好的', '短评打分': 5}
{'短评内容': '十入住的是特价房，可能是这个原因吧！房间卫生不好，通知前台也没人打扫！', '短评打分': 3}
{'短评内容': '价格优惠，不过确认有点偏，找不到买东西的地方。', '短评打分': 5}
{'短评内容': '这次入住不顺利办理入住了过后房间都没有收拾，也许生意太好了。希望下次及时清理！', '短评打分': 5}
{'短评内容': '环境蛮好的', '短评打分': 3}
{'短评内容': '对得起这个价!安静舒适我有急事拖延时间还帮我把房留到21点人性化!好评', '短评打分': 3}
{'短评内容': '很好的房间，服务很好，只是床感觉的到弹簧，希望可以换换吧，还有，有蚊子，被叮了，其他都很好，下次有机会还是去莫泰168', '短评打分': 5}
{'短评内容': '环境不错！！服务周到，交通还不错！大床真的挺大的，也很舒适', '短评打分': 5}
{'短评内容': '为了给其他用酒店不错，性价比高…\n我去经常住的\n服务也很不错！\n', '短评打分': 5}
{'短评内容': '又去克一次，服务态度没话说，只是这次出现一个尴尬的问题，买的西瓜半夜给老鼠抢着啃，也不知道是从哪里跑出来的？', '短评打分': 5}
{'短评内容': '酒店不错，性价比高…\n我去经常住的\n服务也很不错！\n', '短评打分': 5}
{'短评内容': '酒店干净整洁，卫生好，服务态度还好。周边环境、比较安静，就是吃的不是特别多。整体性价比超高。', '短评打分': 5}
{'短评内容': '房间大，环境好，交通便利，就是一点不好，周边吃饭的地方不多！', '短评打分': 5}
{'短评内容': '卫生不错，值得一住', '短评打分': 3}
{'短评内容': '酒店不错，性价比高…\n我去经常住的\n服务也很不错！', '短评打分': 5}
{'短评内容': '洗刷的杯子啊，真的是奇葩~~~~~~~~~~~', '短评打分': 1}
{'短评内容': '实惠', '短评打分': 3}
{'短评内容': '有老鼠，买了一盒巧克力，结果没老鼠偷吃了，········', '短评打分': 1}
{'短评内容': '又去住了一次，还是老地方，服务员的笑容满面，就好像到家的感觉的', '短评打分': 5}
{'短评内容': '别的没什么，就是价格特别给力，步行不到100米前面转弯就是村子，里面吃饭什么都有，潮汕一带的猪脚饭，烧腊店味道很好，砂锅粥什么的很多', '短评打分': 5}
{'短评内容': '周围环境优雅，屋内设施也很好，很干净。就是周围吃饭的地方有点少。不过性价比已经很高了', '短评打分': 5}
{'短评内容': '价格公道，是如家连锁酒店旗下品牌。但是价钱上便宜不少。。不足的是，房间里面没有吹风机，前台备的也不多，借了4次都没有借到。。碎花布制的被单和枕套，感觉给人很温馨。。浴室不大，但是牙刷，梳子，浴帽都有备好。。', '短评打分': 5}
{'短评内容': '环境很好，性价比高，就是周围吃饭的地方不多，不太繁华', '短评打分': 5}
{'短评内容': '真的比外面的便宜很多，但酒店的环境一般，不过，住一两天就无所谓啦！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店不错，性价比高…\n会去经常住的\n服务也很不错，', '短评打分': 5}
{'短评内容': '很安静，还卫生，服务也行，稍偏僻,推荐入住。', '短评打分': 5}
{'短评内容': '还不错 安全系数较高 经济实惠 有单身公寓的感觉\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '还不错 安全系数较高 经济实惠  有单身公寓的感觉', '短评打分': 5}
{'短评内容': '环境蛮好的，很清静。买东西不是很方便，已经住过多次了，性价比很高', '短评打分': 5}
{'短评内容': '环境蛮好的，很清静。买东西不是很方便，已经住过多次了，性价比很高\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店位置好不错，房间还算可以，很实惠。', '短评打分': 3}
{'短评内容': '一定还会再来，继续3光顾，，，，，，，，，，，，，，，。', '短评打分': 5}
{'短评内容': '窗很硬，其他都不错的。另外有的前台服务不是很好', '短评打分': 5}
{'短评内容': '环境蛮好的，很清静。买东西不是很方便，已经住过多次了，性价比很高', '短评打分': 5}
{'短评内容': '环境不错，经济实惠！另外就是自助早餐不是很丰富！', '短评打分': 5}
{'短评内容': '就这个价位来说，绝对超值了，有点旧了，周围没有什么热闹的地方，但对于出差，绝对省成本\n\n', '短评打分': 5}
{'短评内容': '酒店很不错，房间很给力，床有点硬，15元/位的自助早餐不好吃！还会再来的！', '短评打分': 5}
{'短评内容': '性价比很高。就是附近比较偏僻，吃饭的地方少。', '短评打分': 5}
{'短评内容': '酒店位置虽然偏点，但性价比很好，就是附近没什么吃饭的。', '短评打分': 5}
{'短评内容': '好，给力！我马上就推荐朋友来了，希望他也喜欢。\n', '短评打分': 5}
{'短评内容': '环镜不错,干净舒服,价格又实惠,一个字,超值.有机会还去.', '短评打分': 5}
{'短评内容': '网速很快啊.....服务态度挺好，位置也还不错，就是空调不怎么给力。', '短评打分': 5}
{'短评内容': '交通不是很方便，性价比还可以，床不是很好。希望有所改善', '短评打分': 1}
{'短评内容': '还行，顶楼有点热。\n\n停车场很大，很方便，停车免费！', '短评打分': 5}
{'短评内容': '很好的性价比，就是离吃饭的地方稍微有点远。', '短评打分': 5}
{'短评内容': '还不错，就是停车的时候保安说要收费，但实践不需要收。', '短评打分': 5}
{'短评内容': '还不错，服务员态度好！就是设备设施完善点就好。', '短评打分': 5}
{'短评内容': '地点不是很好，房间舒适度也不太好，将就一晚，也就这样了。', '短评打分': 1}
{'短评内容': '位置便利，房间不错，但是周围没什么好吃的', '短评打分': 5}
{'短评内容': '性格比很高，安静，住得舒服。要是附近200米范围内有便利店就好了', '短评打分': 5}
{'短评内容': '干净，卫生，床很软，很舒服！！位于市中心，交通方便！！', '短评打分': 5}
{'短评内容': '酒店环境位置尚可，交通方便，卫生干净，性价比较高…就是床的质量一般，可感觉到底下的弹簧…总体还是不错的…', '短评打分': 3}
{'短评内容': '一如既往的好', '短评打分': 3}
{'短评内容': '性价比高，客房服务挺好的，就是早餐有点贵，而且没有什么可以吃的', '短评打分': 5}
{'短评内容': '莫泰的床实在是不行，被子太薄，赶上降温，不爽，但性价比可以。', '短评打分': 1}
{'短评内容': '昨天入住，前台服务很好，环境绝佳，离市中心很近，卫生不错，有小插曲就不提了，给我调房了，看在前台服务员的份上啊，希望酒店改进，没有免费早餐很不理想，哈哈哈…我最想找送免费早餐的店住了。', '短评打分': 5}
{'短评内容': '有停车位，位置也不算偏僻，价格也比较低，总体还不错哦', '短评打分': 5}
{'短评内容': '第二次入住，整体感觉比较一般，但是价格便宜,', '短评打分': 5}
{'短评内容': '整体还不错，价格实惠，位置不太方便，推荐入住。', '短评打分': 5}
{'短评内容': '觉得。。。。。。。各个方面。。。。。。。。。都还好', '短评打分': 5}
{'短评内容': '价钱公道，房间舒适', '短评打分': 3}
{'短评内容': '该店干净安静，可以床好硬啊。', '短评打分': 3}
{'短评内容': '很实惠的酒店，设备齐全交通方便，网速很快', '短评打分': 3}
{'短评内容': '可能有点老吧 空调在转动的时候总是会发出声音，还有热水系统流水的速度有时快有时慢，不过总体来说不错，下次会继续。', '短评打分': 5}
{'短评内容': '这家酒店很好  服务态度也很好  前台服务员也很有礼貌 值得考虑', '短评打分': 5}
{'短评内容': '环境一般 我住9楼 热水只有晚上7点才有 早上起床又没有热水 不知他怎么搞的~', '短评打分': 1}
{'短评内容': '各方面都挺好，值得推荐。前台服务态度非常好。点评为什么一定要20个字了？？？？？？？？我只要表达我真实想法就行啦，这个不能用字数来衡量吧？？？', '短评打分': 5}
{'短评内容': '环境还可以，服务态度非常好，环境还可以，服务态度非常好', '短评打分': 5}
{'短评内容': '价格非常实惠，环境卫生也可以，前台服务态度非常好。', '短评打分': 3}
{'短评内容': '环境还算不错，装修的是清新风格，价格也还算可以。进门的时候最吸引人的就是窗户那边。不过美中不足的就是酒店周边很少餐饮、没有车交通不是很方便。服务员的态度特别好。', '短评打分': 5}
{'短评内容': '之前住过几次这家酒店，感觉还是不错的，但是这一次太差了。首先电话是坏的，然后洗澡的时候水是时热时冷，前台服务员态度一般吧', '短评打分': 1}
{'短评内容': '酒店的环境和服务都不错，房间也可以，就是地理位置不太好，有点偏！', '短评打分': 5}
{'短评内容': '住了很多回了，还是一如既往的好', '短评打分': 3}
{'短评内容': '各种服务都不错！就是周边商店少，饭店少！', '短评打分': 5}
{'短评内容': '还可以，很温馨，就是房间，床都有点小', '短评打分': 3}
{'短评内容': '房间还可以，就是小了点。。。\n一个人迷路的时候，最渴望的是能够找到住的地方。。', '短评打分': 5}
{'短评内容': '房间很大，很干净，服务员态度还可以。就是隔音差了点，床上用品比较旧，都洗得发白了。总之这个价位来说还是物超所值。', '短评打分': 5}
{'短评内容': '在网上定的房。下午2点入住。。前台服务员办理入住手续很快，主要那会没什么客人。。接下来的发生的事改变了我对莫泰168的看法\r\n首先进电梯的一刹那看到电梯的地毯那叫一个触目惊心，破烂不堪，心想着莫泰就是这么的一个企业形象定位么，接着来到8楼的房间，因为是第一次入住这酒店(不知道9楼是顶楼,要知道在入住那一刻绝对要求换房，这都是后来的事）看到楼道摆的乱七八糟的，而且环境很差，灯光很暗（强烈建议大家在定', '短评打分': 1}
{'短评内容': '性价比很高，交通方便，还不错,理工分校站下车即到', '短评打分': 5}
{'短评内容': '酒店感觉一般', '短评打分': 3}
{'短评内容': '跟我心目中的莫泰168相差甚远，床垫特别的不舒服，卫生间的洗手台已经很久没人清理了，床边的电话蒙的灰尘厚厚的 ....', '短评打分': 1}
{'短评内容': '工作人员服务态度很好,工作效率较快.环境良好吧\n', '短评打分': 5}
{'短评内容': '旧了点，而且早上8点要出门办公，7点20左右起床，停水！', '短评打分': 1}
{'短评内容': '实在太糟糕了，房间一股难闻的味道，设备陈旧破灿。', '短评打分': 3}
{'短评内容': '感觉还不错，方便快捷，价格实惠，非常值得入住！', '短评打分': 5}
{'短评内容': '感觉还行，简洁而不失舒适，周围也较安静，就是晚上有车流声，习惯就好，交通也还算便利。', '短评打分': 5}
{'短评内容': '酒店还好，方便实惠', '短评打分': 3}
{'短评内容': '外观很漂亮，但房间装潢质量不太好，刚进房间有毒味！！！外观很漂亮，但房间装潢质量不太好，刚进房间有毒味！！！', '短评打分': 1}
{'短评内容': '还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！还不错！', '短评打分': 5}
{'短评内容': '感觉良好。不过配套还是不完善，还有就是卫生间和冲凉房的空间太小。地毯上可以看见很多白色的尘。很脏很脏1111111111111111111111111', '短评打分': 5}
{'短评内容': '不止第一次住，感觉不错，早餐不是很好，品种很少，到了9.00去吃早餐就没剩什么东西可以吃的了，也没有水果吃的。', '短评打分': 5}
{'短评内容': '该酒店位于东莞东城中路，从东城汽车东站可以乘K6至理工分校下，即到。交通便利，舒适安静，就是被单和床单不太好，发现有弯曲的毛发，是不是没有换啊？吃饭要走一段路了。', '短评打分': 5}
{'短评内容': '服务员态度好，网速好，价格好。 \n但是空调声音实在是太大了，还有我的那个被套是烂的，这点感觉不好。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '价格不会太贵  房间环境还不错 配置了网线 挂衣架子 就是还少一张桌子放行李 配置了电水壶 总体感觉还好', '短评打分': 5}
{'短评内容': '经济型酒店，第三次住了，最近天气热，大堂能不能开冷气啊，等候开个单热得大汗淋漓。', '短评打分': 5}
{'短评内容': '整体环境还不错，前台等待有点久，等待大厅没开空调，热！', '短评打分': 3}
{'短评内容': '我发现 9层得房间，卫生间比8层差一些\n但仍不影响给个好评', '短评打分': 5}
{'短评内容': '整体不错，周围环境比较安静\n但刷牙的口碑貌似不大干净\n', '短评打分': 5}
{'短评内容': '这次晚班的前台服务态度不是很好，\n但总体还是比较值', '短评打分': 5}
{'短评内容': '房间还可以\u3000\u3000很干净\u3000\u3000价格实惠\u3000\u3000就是房间小点', '短评打分': 5}
{'短评内容': '看情况，但看到环境和设备不是很理想。还有欠妥的地方，要是看服务好的话会跟朋友推荐一下。感觉这个价格还是有点贵了。', '短评打分': 5}
{'短评内容': '比外观看上去要好，价格很实惠，服务态度好，很安静，住起来很舒服', '短评打分': 5}
{'短评内容': '非常不错的酒店。希望大家入住。我说的是真的。', '短评打分': 5}
{'短评内容': '那里除了交通不方便外，其他的很好，比较实惠！', '短评打分': 5}
{'短评内容': '酒店干净，卫生。隔音好。真是不错。下次还要入住', '短评打分': 5}
{'短评内容': '价格便宜，真不错！房间不小，只是附近没有什么商铺，不过影响不大，只是晚上才回去睡。', '短评打分': 5}
{'短评内容': '感受不到热情，接待态度冷冰冰的，还是感觉7天比较好', '短评打分': 1}
{'短评内容': '优点：房间比较干净、整洁，宽带网速较好，设施较全，人员服务不错，缺点:交通不是很方便，但如果只是去汽车站的话还是方便的，最不能忍受的是热水太小，真是涓涓细流，对于那种冲热水澡的人那就是一种煎熬，另外酒店就在公司边，很吵，就是这两个原因让我第三天改换moto168.', '短评打分': 5}
{'短评内容': '交通不错，挺方便。适合于简单入住，较为经济。早餐有待改进。', '短评打分': 5}
{'短评内容': '价格公道,环境可以,适合个人一般出行住宿.', '短评打分': 5}
{'短评内容': '服务很周到，很满意', '短评打分': 3}
{'短评内容': '酒店两个灯坏了，说要修就是没来，也没给换房！不过借个风筒很快就拿来，态度又好，总体来说不错', '短评打分': 3}
{'短评内容': '房间挺干净简洁的，价格便宜', '短评打分': 3}
{'短评内容': '酒店环境不错，睡得还可以。酒店没有吹风机，须刨，有点麻烦。', '短评打分': 3}
{'短评内容': '  酒店还不错,就是位置太偏僻,吃饭要去好远的地方.', '短评打分': 3}
{'短评内容': '我认为这个酒店还算可以，就是周边没有什么设施，感觉有点荒凉，但是还是推荐大家过去的。', '短评打分': 5}
{'短评内容': '这间酒店画室挺大，就是周围太荒凉，找个吃的真是难呀！噢噢', '短评打分': 5}
{'短评内容': '比较干净 房间简单 显示可用消费券结果还是付了全额', '短评打分': 3}
{'短评内容': '价格合理，不错，不过就是周边没有什么商铺，有一点荒芜\n', '短评打分': 5}
{'短评内容': '不错~~以前就过来住过，现在过来办事还是首选这个性价比比较高的酒店。', '短评打分': 5}
{'短评内容': '很好，干淨，下次還住，藝龍訂房也方便。希望藝龍發展得越來越好。', '短评打分': 5}
{'短评内容': '性价比不错', '短评打分': 3}
{'短评内容': '很好。尤其是前台服务，打扫房间的也很好哈哈！', '短评打分': 5}
{'短评内容': '性价比不错，比较安静。周边可游玩地方少，吃东西地方少，距繁华地带有个十几分钟路程，楼下就是公交车站。下次还选择它', '短评打分': 3}
{'短评内容': '    吃饭太不方便,很偏僻！', '短评打分': 3}
{'短评内容': '太简陋了，大床房没有窗，没有数字电视。这年头这样的服务不行啊。', '短评打分': 1}
{'短评内容': '服务态度好，价钱很实惠。', '短评打分': 3}
{'短评内容': '这家莫太确实还不错,挺干净的。顶', '短评打分': 3}
{'短评内容': '挺好的！！直接推荐！挺好的！！挺好的！！挺好的！！挺好的！！挺好的！！挺好的！！', '短评打分': 5}
{'短评内容': '很不错的旅店,很实惠,环境好很干净,交通便利!!只是付近吃的店很少.', '短评打分': 3}
{'短评内容': '太偏僻了点.....................................', '短评打分': 5}
{'短评内容': '刚好要在附近办事，所以预订了这家酒店。以前在深圳住过莫泰，感觉不错，但是这家就失望了。中午那么多人入住和退房，却只有一个工作人员，搞得态度很差。美林小厨的饭食和服务实在不敢恭维，除非没有办法，应该不会再住那里了。', '短评打分': 1}
{'短评内容': 'check out 用了40分钟，有一个前台什么也不懂，郁闷啊！', '短评打分': 1}
{'短评内容': '价格适中，但位置不理想，客房的网速慢的很。', '短评打分': 5}
{'短评内容': '总体服务态度不错，就是网速很慢，一直没改进。', '短评打分': 5}
{'短评内容': '6楼服务员的素质不是很理想，网速很慢，前台服务态度不错。', '短评打分': 5}
{'短评内容': '不错~ 就是便宜~ 还送早餐~~ 虽然味道一般~ 但好过到外面买~', '短评打分': 5}
{'短评内容': '服务员的工作态度不敢苟同，让前台通知了服务员打扫卫生，居然没有打扫。', '短评打分': 5}
{'短评内容': '服务员被动服务，客房打扫很早就来敲门，打扰休息，网速慢的要命。', '短评打分': 5}
{'短评内容': '客房服务不理想，每天房间打扫很晚。白天网速慢的要命。', '短评打分': 5}
{'短评内容': '网速太慢了，周边配套设施不是很齐全，房间地毯上有垃圾。', '短评打分': 5}
{'短评内容': '我住过一次，不过这次入住挺失望的，想洗澡，不是太热就是凉水，根本没法调整到合适的水温，昨天晚上居然还上不去网。下次准备换地方住', '短评打分': 1}
{'短评内容': ' 没有热水,实在不能舒服.', '短评打分': 3}
{'短评内容': '设施在连锁酒店中尚可，就是房间里没有免费赠送的矿泉水。', '短评打分': 5}
{'短评内容': '这个价格的连锁酒店性价比较高，就是地理位置不太理想。', '短评打分': 5}
{'短评内容': '酒店所处位置有点偏，周围的设施也没有跟上。', '短评打分': 5}
{'短评内容': '网速比以前快了点，可能与刚过完年没什么人入住有关吧。', '短评打分': 5}
{'短评内容': '周围太偏僻，找不到什么吃饭的好地方，酒店设施还可以', '短评打分': 5}
{'短评内容': '一如既往的好，就是预订需要信用卡担保很麻烦，希望改进', '短评打分': 5}
{'短评内容': '设施简单,但服务不错,如果只是想简简单单的借宿一晚,我想应该可以了.', '短评打分': 5}
{'短评内容': '酒店环境好，性价比高，但隔音效果不怎样', '短评打分': 3}
{'短评内容': 'xingjiabihenhaodejiudian', '短评打分': 5}
{'短评内容': ' 性价比不错的酒店！', '短评打分': 3}
{'短评内容': '感覺可以,地理位置方便,夠僻靜.................', '短评打分': 5}
{'短评内容': '就是网速慢了点，其他的还好，还有服务员相对少了点。', '短评打分': 5}
{'短评内容': '一般，不过这个价格的酒店应该都差不多。...', '短评打分': 5}
{'短评内容': '网速慢的要死，经常卡住,房间内放包的桌子或椅子也没有。', '短评打分': 5}
{'短评内容': '非常经济,虽然卫生间里的设施有点旧,但对得起这个价格了!不足的是没有衣柜,电视只能看四个频道.', '短评打分': 5}
{'短评内容': '不错,下次还会入住.服务态度也不错,就是房间没有风筒,让前台拿也每次都很慢', '短评打分': 5}
{'短评内容': '卫生条件还可以的， 有一份早餐。 交通一般来说还方便', '短评打分': 5}
{'短评内容': '网速很慢，服务员很少，其他的马马虎虎了。', '短评打分': 5}
{'短评内容': '该酒店是所有莫泰连锁中网络最差的，其他方面还行。', '短评打分': 5}
{'短评内容': '还算干净，新装修的，就是网速特别慢，早上还有鸡鸣叫起床呢。', '短评打分': 5}
{'短评内容': '房间配套设施非常少，连饮用水都没有，服务员态度也很差', '短评打分': 1}
{'短评内容': '订房速度快，成功率高，服务很到位，总体很划算，不错，赞一个。', '短评打分': 5}
{'短评内容': '位置好,性价比很高,东贯出差我会选择这里', '短评打分': 5}
{'短评内容': '价格优惠，地点方便，外边就是公交站牌，很方便。', '短评打分': 5}
{'短评内容': '不错~有早餐送~值', '短评打分': 3}
{'短评内容': '酒店还可以，就是每次预定都要信用卡担保，太离谱了，不是生意太好了的缘故吧？', '短评打分': 5}
{'短评内容': '莫泰的酒店都差不多，不好也不差，中规中矩，可以啦这价钱！', '短评打分': 5}
{'短评内容': '还不错，就是网速慢了点。。不知为什么。。', '短评打分': 5}
{'短评内容': '位置有点偏，房间还可以，毕竟一分价钱一分货啊，对得起这个价钱啦！', '短评打分': 5}
{'短评内容': '价格很不错~ 合理~ 环境不错~ 就是不知为什么~ 我房间没有纸巾~~', '短评打分': 5}
{'短评内容': '还不错，谢谢', '短评打分': 3}
{'短评内容': '很好的 一直住了10几天 感觉比较舒服的一家经济型酒店', '短评打分': 5}
{'短评内容': '停车场够大，但房间有股味道，真是美中不足！', '短评打分': 3}
{'短评内容': '下次来 还是继续住在这里 非常好的经济型酒店', '短评打分': 3}
{'短评内容': '东城中路这家莫泰168真的非常不错的 唯一的就是早餐有点单调 可能是住的时间太长 早餐一直没有什么变化', '短评打分': 5}
{'短评内容': '很不错\n\n', '短评打分': 5}
{'短评内容': '这次感觉很不好，给了一间房，进去后洗手间恶臭，打电话到前台叫他们派人手来看。结果等了1个小时没人来，再打去，前台说她已经叫了呀，只能在催一下，终于来人了，很不高兴的样子，说给我换一间房，好像还和前台赌气了，哎，员工培训真是差！！！', '短评打分': 5}
{'短评内容': '服务不好，男服务员态度太差。回答问题简直没法说。', '短评打分': 1}
{'短评内容': '第二次入住了，感觉一切如故，下次如果有需要还会入住，性价比超高的酒店，现金、信用卡都能用。', '短评打分': 5}
{'短评内容': '网速不好 周围没什么吃喝玩的点 虽然距离中心区也挺近的 ', '短评打分': 3}
{'短评内容': '虽然离中心区不远，不过周围也算冷清吧，宽带网太慢了尤其是晚上，网线也很短，洗手间没有电吹风。其他都尚可。', '短评打分': 5}
{'短评内容': '酒店停车场很宽敞，房间也够多，但隔音真是很差，其他还算凑合！', '短评打分': 5}
{'短评内容': '空间挺大的，地理位置还算可以，以后还会住的', '短评打分': 5}
{'短评内容': '不错，性价比较高,只是洗手间有点小，总的来说还不错。', '短评打分': 3}
{'短评内容': '房间还算舒适，但就是交通不是特别方便。旁边吃的也不是很多。', '短评打分': 5}
{'短评内容': '前台的服务非常好，传真、复印服务都有，还提供了早餐', '短评打分': 5}
{'短评内容': '服务态度还不错，由于房间不能上网，马上帮我更换了一间房，更换的房间比之前的房间要大多了，只是洗手间有点小。总的来说性价比比较高。', '短评打分': 5}
{'短评内容': '地点还可以 就是商务酒店 大多数都差不多 没什么特别', '短评打分': 5}
{'短评内容': '这是我第一次在网上订房，没想到还不错，是外出旅行的很好考虑，只是浴室小点~', '短评打分': 5}
{'短评内容': '第二次住了，总体感觉一般。比较实惠的那种，比一般旅馆稍微好点。', '短评打分': 5}
{'短评内容': '很好，很好，很好，很好，很好，很好，很好，很好，很好', '短评打分': 5}
{'短评内容': '还可以 还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '价格还是比较实惠的,在经济有限的范围内,值得一住', '短评打分': 5}
{'短评内容': '每月出差都住，  可想而知我是满意的 ！！！！！！！！！！！！！！ ', '短评打分': 5}
{'短评内容': '不错的酒店,下次入住的话还会选择的，希望酒店越做越好', '短评打分': 5}
{'短评内容': '＋整体还可以，价格合理，就是网速太慢了', '短评打分': 5}
{'短评内容': '住的那个房间两边的窗帘居然合不上，中间空着，郁闷！\r\n洗了一个晚上的冷水，虽然是夏天，也该多备点热水可供选择呀！', '短评打分': 1}
{'短评内容': '环境很干净，清洁速度很快，就是前台服务态度不耐烦，总的来说还可以～～～～～～～', '短评打分': 5}
{'短评内容': '服务员态度有点差，呆呆的～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～', '短评打分': 3}
{'短评内容': '服务态度有点差', '短评打分': 5}
{'短评内容': '我几个月一直再住 很满意', '短评打分': 5}
{'短评内容': '莫泰给人的感受就是 划算 ！！！ 98门市价，还经常搞返利活动，令人很接受。。。 入住最普通的房间，也不觉得差，最喜欢那套床上用品，款式很像家的感觉。性价比很好，只是位置的公交稍微难找路线一点，一般要转一次车才能到大的中转枢纽。。不过也值得。。。', '短评打分': 3}
{'短评内容': 'hao', '短评打分': 3}
{'短评内容': '酒店不错，价格也不错', '短评打分': 5}
{'短评内容': '莫泰给人的感受就是 划算 ！！！ 98门市价，还经常搞返利活动，令人很接受。。。  入住最普通的房间，也不觉得差，最喜欢那套床上用品，款式很像家的感觉。性价比很好，只是位置的公交稍微难找路线一点，一般要转一次车才能到大的中转枢纽。。不过也值得。。。', '短评打分': 5}
{'短评内容': '总体不错，网速比较慢', '短评打分': 5}
{'短评内容': '性价比好,早餐不错', '短评打分': 5}
{'短评内容': '一般，唯一的优点就是又充裕的车位！', '短评打分': 5}
{'短评内容': '卫生间不大，房间内墙上有掉皮，应该重新装修了', '短评打分': 5}
{'短评内容': '网速慢了些，其他还可以，整体一般吧', '短评打分': 5}
{'短评内容': '价格跟服务成正比, 卫生稍微在提高点.', '短评打分': 5}
{'短评内容': '第二次入住，还行', '短评打分': 5}
{'短评内容': '很好，可惜来的那天上不了网！！', '短评打分': 5}
{'短评内容': '性价比高，位置稍微偏了点。另外，电视就不到10个频道', '短评打分': 3}
{'短评内容': '价格实惠，干净。位置稍微偏了点', '短评打分': 5}
{'短评内容': '性价比好,好停车,傍边的餐饮很有特色', '短评打分': 3}
{'短评内容': '还不错吧，性价比高', '短评打分': 3}
{'短评内容': '房间太小，比起同样价钱的酒店，空间确实狭小！水杯为瓷杯，但感觉不干净！', '短评打分': 1}
{'短评内容': '由于出差住了很多不同类型的酒店旅店，感觉总体性价比还比较高。缺点就是餐饮方面不够完善', '短评打分': 5}
{'短评内容': '很OK', '短评打分': 5}
{'短评内容': '性价比较高', '短评打分': 5}
