{'descr': '干净整洁卫生，交通便利，就是网速不太给力', 'star': 5}
{'descr': '很有情调，感觉很不错的，民国时候老旅店改造的，有很多名人住过。设施也就是还好了，电视太老旧而且太小了。不过位置好啊，离西湖很近，闹中取静的感觉', 'star': 5}
{'descr': '挺有中国风的建筑感觉挺好的，有机会还会想要住这～虽然单人房小了点，但机能都很完整，隔音门缝太大～外面声音挺大的', 'star': 5}
{'descr': '挺有中国风的建筑感觉挺好的，有机会还会想要住这～虽然单人房小了点，但机能都很完整，隔音门缝太大～外面声音挺大的', 'star': 5}
{'descr': '还可以吧，外地的朋友过来玩，安排他们住住还可以。', 'star': 5}
{'descr': '还可以吧，外地的朋友过来玩，安排他们住住还可以。', 'star': 5}
{'descr': '很有特色 地点也不错 交通方便 西湖步行十分钟就到', 'star': 5}
{'descr': '很有特色 地点也不错 交通方便 西湖步行十分钟就到', 'star': 5}
{'descr': '酒店历史文化气息浓厚，出行旅游方便，但感觉空间比较狭小，有点局促。', 'star': 3}
{'descr': '酒店历史文化气息浓厚，出行旅游方便，但感觉空间比较狭小，有点局促。', 'star': 3}
{'descr': '位置不错，离商业区和西湖都很近。服务态度也好，但是隔音真是不好。不过百元也值了', 'star': 5}
{'descr': '位置不错，离商业区和西湖都很近。服务态度也好，但是隔音真是不好。不过百元也值了', 'star': 5}
{'descr': '入住', 'star': 3}
{'descr': '入住', 'star': 3}
{'descr': '地理位置很好，离湖滨路、延安路、知味观、外婆家等都很近。房内比较小，条件一般！热水有时候供应的不好，得放很长时间的水才行！', 'star': 5}
{'descr': '地理位置很好，离湖滨路、延安路、知味观、外婆家等都很近。房内比较小，条件一般！热水有时候供应的不好，得放很长时间的水才行！', 'star': 5}
{'descr': '还行.方便', 'star': 3}
{'descr': '还行.方便', 'star': 3}
{'descr': '还可以吧，离西湖很近，就是房间小点。', 'star': 3}
{'descr': '还可以吧，离西湖很近，就是房间小点。', 'star': 3}
{'descr': '所谓的高级大床房，房间实在太小，隔音设备差，环境还可以，就是国庆期间房价太高，要335,性价比太低了！', 'star': 5}
{'descr': '所谓的高级大床房，房间实在太小，隔音设备差，环境还可以，就是国庆期间房价太高，要335,性价比太低了！', 'star': 5}
{'descr': '位置我很满意，离西湖只需步行十分钟，且周围交通也十分方便，吃喝玩乐都不错。酒店也很有自己独特的风格，装修很有过去的味道，服务态度也不错，价格也比较适中。就是由于是木质结构，酒店隔音效果一般，还有就是房间不够大。总体上我个人还是非常满意的', 'star': 5}
{'descr': '位置我很满意，离西湖只需步行十分钟，且周围交通也十分方便，吃喝玩乐都不错。酒店也很有自己独特的风格，装修很有过去的味道，服务态度也不错，价格也比较适中。就是由于是木质结构，酒店隔音效果一般，还有就是房间不够大。总体上我个人还是非常满意的', 'star': 5}
{'descr': '房间清爽干净，光线亮。整栋房子很古朴很舒服，门口小吃很多，也很好吃，距离西湖特别的近，位置好。', 'star': 5}
{'descr': '房间清爽干净，光线亮。整栋房子很古朴很舒服，门口小吃很多，也很好吃，距离西湖特别的近，位置好。', 'star': 5}
{'descr': '+离西湖很近,不错', 'star': 5}
{'descr': '+离西湖很近,不错', 'star': 5}
{'descr': '离西湖很近，不过仁和路被隔开后要多绕很多路了，酒店氛围不错，古色古香，就是隔音太差，一大早就听见阿姨打扫卫生的声音了', 'star': 5}
{'descr': '离西湖很近，不过仁和路被隔开后要多绕很多路了，酒店氛围不错，古色古香，就是隔音太差，一大早就听见阿姨打扫卫生的声音了', 'star': 5}
{'descr': '很特别的宾馆，全是有一百多年历史的古建筑，比较干净，因为是老建筑隔音差了些', 'star': 5}
{'descr': '很特别的宾馆，全是有一百多年历史的古建筑，比较干净，因为是老建筑隔音差了些', 'star': 5}
{'descr': '卫生间一股臭味，床也不是介绍说的1.2米的，偏小，大概1-1.1米。\r\n唯一好的就是晚上睡觉比较安静，旁边是老式居民住宅。\r\n位置现在优势也没有了，因为延安路在造地铁，所以把酒店和西湖隔开了，仁和路到不了西湖。要绕道解百或者庆春路公交总站那里。多走近1公里。\r\n以后不会住了。', 'star': 1}
{'descr': '卫生间一股臭味，床也不是介绍说的1.2米的，偏小，大概1-1.1米。\r\n唯一好的就是晚上睡觉比较安静，旁边是老式居民住宅。\r\n位置现在优势也没有了，因为延安路在造地铁，所以把酒店和西湖隔开了，仁和路到不了西湖。要绕道解百或者庆春路公交总站那里。多走近1公里。\r\n以后不会住了。', 'star': 1}
{'descr': '好小的房间，好旧的酒店，难闻地气味，很难忘', 'star': 1}
{'descr': '好小的房间，好旧的酒店，难闻地气味，很难忘', 'star': 1}
{'descr': '地理位置不错，但是对于新游客来说寻找有点困难．', 'star': 5}
{'descr': '地理位置不错，但是对于新游客来说寻找有点困难．', 'star': 5}
{'descr': ' 这个价位 这个环境只能说一般，服务还较好，装修风格不如7天和如家温馨。', 'star': 5}
{'descr': ' 这个价位 这个环境只能说一般，服务还较好，装修风格不如7天和如家温馨。', 'star': 5}
{'descr': '酒店位置非常好，离商业区西湖都很近，这个价钱实在很划算', 'star': 5}
{'descr': '酒店位置非常好，离商业区西湖都很近，这个价钱实在很划算', 'star': 5}
{'descr': '这是有史以来入住过的最差的汉庭！\r\n1、房间奇小，而且非常破旧！\r\n2、隔音效果奇差，早晨六点多就有服务员大声在走廊里喧嚷，门窗墙壁就像没有一样！\r\n3、床上用品奇旧，白色被单都旧成灰色的了，仍然在使用！\r\n根本不符合237的价格！', 'star': 1}
{'descr': '这是有史以来入住过的最差的汉庭！\r\n1、房间奇小，而且非常破旧！\r\n2、隔音效果奇差，早晨六点多就有服务员大声在走廊里喧嚷，门窗墙壁就像没有一样！\r\n3、床上用品奇旧，白色被单都旧成灰色的了，仍然在使用！\r\n根本不符合237的价格！', 'star': 1}
{'descr': '我订的是189的特价大床房。酒店里面环境很好，给人家的感觉很舒适。服务也很好。但是房间里面霉味非常重，我们住了一晚上，可以第二天晚上回到家，发现所有在酒店房间里放置过的东西都有一股很重的霉味，包括身上穿的衣服。害我洗了整整一个上午：）\r\n地理位置也不错，对面就是省中医院，步行到西湖边也很方便，还观赏了音乐喷泉哈哈。我想这个地段这个价格也差不多，没觉得性价比很好或者不好。就是房间里的霉味实在太重了，', 'star': 1}
{'descr': '我订的是189的特价大床房。酒店里面环境很好，给人家的感觉很舒适。服务也很好。但是房间里面霉味非常重，我们住了一晚上，可以第二天晚上回到家，发现所有在酒店房间里放置过的东西都有一股很重的霉味，包括身上穿的衣服。害我洗了整整一个上午：）\r\n地理位置也不错，对面就是省中医院，步行到西湖边也很方便，还观赏了音乐喷泉哈哈。我想这个地段这个价格也差不多，没觉得性价比很好或者不好。就是房间里的霉味实在太重了，', 'star': 1}
{'descr': '位置不错，比较安静，卫生条件也好。就是房间小了点，一分价钱一分货。总体还不错。', 'star': 5}
{'descr': '位置不错，比较安静，卫生条件也好。就是房间小了点，一分价钱一分货。总体还不错。', 'star': 5}
{'descr': '位置很好，离西湖很近，环境不错，住的舒适', 'star': 5}
{'descr': '位置很好，离西湖很近，环境不错，住的舒适', 'star': 5}
{'descr': '很特别的一家酒店。老的群英饭店改造的楼房。阁楼式的2层。隔音不是很好，卫生间地板不是地砖是一种胶，对入住要求高的人来说会很受困扰。但是酒店的环境特别舒服。喜欢这种老庭院，坐在酒店里就可以和朋友畅谈很久。', 'star': 5}
{'descr': '很特别的一家酒店。老的群英饭店改造的楼房。阁楼式的2层。隔音不是很好，卫生间地板不是地砖是一种胶，对入住要求高的人来说会很受困扰。但是酒店的环境特别舒服。喜欢这种老庭院，坐在酒店里就可以和朋友畅谈很久。', 'star': 5}
{'descr': '没法说了。头一次住这样的汉庭。像个大庭院，房间小的出奇，一进去潮湿的要命。但是距离西湖很近，走上10多分钟还能在西湖边上喝到星巴克咖啡，周围商场比较多。但是这样的酒店条件非常不推荐，就不能适当改造一下？有一个实习生问什么都不知道，但是态度很谦和，不错。', 'star': 1}
{'descr': '没法说了。头一次住这样的汉庭。像个大庭院，房间小的出奇，一进去潮湿的要命。但是距离西湖很近，走上10多分钟还能在西湖边上喝到星巴克咖啡，周围商场比较多。但是这样的酒店条件非常不推荐，就不能适当改造一下？有一个实习生问什么都不知道，但是态度很谦和，不错。', 'star': 1}
{'descr': '位置不错内部设施一般', 'star': 5}
{'descr': '位置不错内部设施一般', 'star': 5}
{'descr': '服务还好，房间有点小', 'star': 5}
{'descr': '服务还好，房间有点小', 'star': 5}
{'descr': '很有特色，很有历史感的一家酒店，像是驿站或者青年旅社的感觉，很舒服。房间光线不太好，而且有点潮', 'star': 5}
{'descr': '很有特色，很有历史感的一家酒店，像是驿站或者青年旅社的感觉，很舒服。房间光线不太好，而且有点潮', 'star': 5}
{'descr': '位置非常好，去商业区和西湖都是走走就到了', 'star': 5}
{'descr': '位置非常好，去商业区和西湖都是走走就到了', 'star': 5}
{'descr': '位置不错，离西湖和市中心很近，出行方便，性价比还是比较高的，在西湖湖滨这价位应该算很便宜了。就是房间空间小了些。', 'star': 5}
{'descr': '位置不错，离西湖和市中心很近，出行方便，性价比还是比较高的，在西湖湖滨这价位应该算很便宜了。就是房间空间小了些。', 'star': 5}
{'descr': '有点四合院的感觉，庭院里晚上还能喝茶乘凉~~', 'star': 5}
{'descr': '有点四合院的感觉，庭院里晚上还能喝茶乘凉~~', 'star': 5}
{'descr': '一家有历史底蕴的酒店。中庭很有味道。因为是木楼，所以酒店设施、舒适性不如标准星级酒店，但服务很好。我们订机 酒入住4天，时值盛夏，每天出游回来均换洗一大堆衣服，在庭院晾晒，碰到大雷阵雨，服务员帮我们收了衣服，服务十分到位，赞一个！', 'star': 5}
{'descr': '一家有历史底蕴的酒店。中庭很有味道。因为是木楼，所以酒店设施、舒适性不如标准星级酒店，但服务很好。我们订机 酒入住4天，时值盛夏，每天出游回来均换洗一大堆衣服，在庭院晾晒，碰到大雷阵雨，服务员帮我们收了衣服，服务十分到位，赞一个！', 'star': 5}
{'descr': '冷气不好 厕所有点小 其他都还行 位置很好', 'star': 3}
{'descr': '冷气不好 厕所有点小 其他都还行 位置很好', 'star': 3}
{'descr': '提前二十多天确认的订单，而且是信用卡担保的，我们按时到达前台，居然说没房间了，要给我们另外安排其他房型，去看了一下都很不满意，前台服务人员即没有表示道歉，也没有提出任何补偿措施，最后只送了一份早餐，只有一碗粥一根油条，最气人的是结账时还多算了钱，我提出异议，服务员态度很差，最后的解释是最近几天房间涨了价，我可是二十多天以前订的房间，价格是早就确认了的,总的来说是很气人，再也不会去这家！', 'star': 1}
{'descr': '提前二十多天确认的订单，而且是信用卡担保的，我们按时到达前台，居然说没房间了，要给我们另外安排其他房型，去看了一下都很不满意，前台服务人员即没有表示道歉，也没有提出任何补偿措施，最后只送了一份早餐，只有一碗粥一根油条，最气人的是结账时还多算了钱，我提出异议，服务员态度很差，最后的解释是最近几天房间涨了价，我可是二十多天以前订的房间，价格是早就确认了的,总的来说是很气人，再也不会去这家！', 'star': 1}
{'descr': '下次去的话还是会选择这里，很有历史底蕴，很有意义，环境也很不错', 'star': 5}
{'descr': '下次去的话还是会选择这里，很有历史底蕴，很有意义，环境也很不错', 'star': 5}
{'descr': '距离西湖比较近，但是酒店房间太阴暗，容易得风湿病，卫生条件也一般，被单上居然有一块血渍，很吓人', 'star': 5}
{'descr': '距离西湖比较近，但是酒店房间太阴暗，容易得风湿病，卫生条件也一般，被单上居然有一块血渍，很吓人', 'star': 5}
{'descr': '位置超好，就是冷气好像没用，卫生间很挤', 'star': 5}
{'descr': '位置超好，就是冷气好像没用，卫生间很挤', 'star': 5}
{'descr': '空调很强劲  位置很好 只可惜这次我们去在修路 老房子很有感觉', 'star': 5}
{'descr': '空调很强劲  位置很好 只可惜这次我们去在修路 老房子很有感觉', 'star': 5}
{'descr': '房价实在太小5-6个平方，卫生还不错，就是很难找到。客户打的士要报浣纱路仁和路才好找到。去西湖很近，吃饭附近有一锅两吃、茶餐厅（浣纱路上）不错。', 'star': 5}
{'descr': '房价实在太小5-6个平方，卫生还不错，就是很难找到。客户打的士要报浣纱路仁和路才好找到。去西湖很近，吃饭附近有一锅两吃、茶餐厅（浣纱路上）不错。', 'star': 5}
{'descr': '一人入住大床房，的確是小了一點，一個人還可以吧\r\n可是洗手間卻有點臭，就算整天開著抽氣扇也不能散去，該是時候維修一下了。', 'star': 5}
{'descr': '一人入住大床房，的確是小了一點，一個人還可以吧\r\n可是洗手間卻有點臭，就算整天開著抽氣扇也不能散去，該是時候維修一下了。', 'star': 5}
{'descr': '此酒店外面是一个工地，你会一整夜不能入睡，房间很小很小，不值这个价格，而且很难找得到。', 'star': 1}
{'descr': '此酒店外面是一个工地，你会一整夜不能入睡，房间很小很小，不值这个价格，而且很难找得到。', 'star': 1}
{'descr': '隔音效果不好', 'star': 5}
{'descr': '隔音效果不好', 'star': 5}
{'descr': '位置好，性价比高，酒店还有自行车提供，可以汽车游西湖！', 'star': 3}
{'descr': '位置好，性价比高，酒店还有自行车提供，可以汽车游西湖！', 'star': 3}
{'descr': '性价比高', 'star': 5}
{'descr': '性价比高', 'star': 5}
{'descr': '汉庭仁和路店位置不错，离西湖很近，步行十分钟即到，离繁华的延安路也很近，出门即是，距离火车站打车10元，周围餐饮、订票很方便，缺点就是附近在修地铁，出行受影响；酒店没有太多的停车位，最多能停四五辆车吧。不过酒店服务很棒，大厅里有两台电脑可以用房卡或者会员卡免费上网，如果想出去游玩的话，直接可以从前台订票、联系旅行社，很方便。酒店里有三个天井可以供人休息、散步，很有特色，酒店历史悠久，住在这里有种在', 'star': 3}
{'descr': '汉庭仁和路店位置不错，离西湖很近，步行十分钟即到，离繁华的延安路也很近，出门即是，距离火车站打车10元，周围餐饮、订票很方便，缺点就是附近在修地铁，出行受影响；酒店没有太多的停车位，最多能停四五辆车吧。不过酒店服务很棒，大厅里有两台电脑可以用房卡或者会员卡免费上网，如果想出去游玩的话，直接可以从前台订票、联系旅行社，很方便。酒店里有三个天井可以供人休息、散步，很有特色，酒店历史悠久，住在这里有种在', 'star': 3}
{'descr': '入住时服务还行，结完帐后，问前台就不怎么样了，除了地方离西湖较近之外，价钱并不便宜。', 'star': 5}
{'descr': '入住时服务还行，结完帐后，问前台就不怎么样了，除了地方离西湖较近之外，价钱并不便宜。', 'star': 5}
{'descr': '总体来说还不错，位置也不错，值得推荐', 'star': 5}
{'descr': '总体来说还不错，位置也不错，值得推荐', 'star': 5}
{'descr': '离西湖500米很近，只是在修地铁把路封了要绕一下。酒店很有特色，象回到了五六十年代。', 'star': 5}
{'descr': '离西湖500米很近，只是在修地铁把路封了要绕一下。酒店很有特色，象回到了五六十年代。', 'star': 5}
{'descr': '房内的空调位置不太好，容易吹着客人，造成不舒服的感觉。', 'star': 5}
{'descr': '房内的空调位置不太好，容易吹着客人，造成不舒服的感觉。', 'star': 5}
{'descr': '还不错- -', 'star': 5}
{'descr': '还不错- -', 'star': 5}
{'descr': '离西湖较近，性价比较高。', 'star': 5}
{'descr': '离西湖较近，性价比较高。', 'star': 5}
{'descr': '感觉还不错啊', 'star': 5}
{'descr': '感觉还不错啊', 'star': 5}
{'descr': '确实非常不错！', 'star': 5}
{'descr': '确实非常不错！', 'star': 5}
{'descr': '位置很好。', 'star': 5}
{'descr': '位置很好。', 'star': 5}
{'descr': '隔音差，大房房间小了点，想改双人间客服说没了。', 'star': 5}
{'descr': '隔音差，大房房间小了点，想改双人间客服说没了。', 'star': 5}
{'descr': '感觉还不错。。。就是蚊子多了点``', 'star': 5}
{'descr': '感觉还不错。。。就是蚊子多了点``', 'star': 5}
{'descr': '位置好，离西湖很近。周围餐饮业很多。', 'star': 5}
{'descr': '位置好，离西湖很近。周围餐饮业很多。', 'star': 5}
{'descr': '房间又旧又小，卫生间更是小得转不过身，旁边修地铁，一个字：吵！！', 'star': 1}
{'descr': '房间又旧又小，卫生间更是小得转不过身，旁边修地铁，一个字：吵！！', 'star': 1}
{'descr': '周围有施工应该早通知客户，出租车司机不知道或许是不负责，把车停到很远的地方，只能拖着行李走很远。\r\n位置很好，方便出行。', 'star': 5}
{'descr': '周围有施工应该早通知客户，出租车司机不知道或许是不负责，把车停到很远的地方，只能拖着行李走很远。\r\n位置很好，方便出行。', 'star': 5}
{'descr': '酒店环境很好，服务人员也很热情。离西湖很近，而且周围的小吃、商场也很多，下次去还会住这。。。 总之性价比还是蛮高的哦，呵呵~', 'star': 5}
{'descr': '酒店环境很好，服务人员也很热情。离西湖很近，而且周围的小吃、商场也很多，下次去还会住这。。。 总之性价比还是蛮高的哦，呵呵~', 'star': 5}
{'descr': '很喜欢酒店怀旧、古朴的格调，特别是天井和露天的座椅！住的是高级大床房，据说是这最好的房间了，卫生还不错，洗手间也干净明亮，不足的就是：1、房间太小了，除了一张大床，一个床头柜，就是一张桌子和一把电脑椅，连个茶几和沙发都没有。2、房间不是独立空调的，制冷效果不太好。3、酒店的实行周末价，也就是周末的价格要比平时的价格贵上不少，这有点让人不爽。', 'star': 5}
{'descr': '很喜欢酒店怀旧、古朴的格调，特别是天井和露天的座椅！住的是高级大床房，据说是这最好的房间了，卫生还不错，洗手间也干净明亮，不足的就是：1、房间太小了，除了一张大床，一个床头柜，就是一张桌子和一把电脑椅，连个茶几和沙发都没有。2、房间不是独立空调的，制冷效果不太好。3、酒店的实行周末价，也就是周末的价格要比平时的价格贵上不少，这有点让人不爽。', 'star': 5}
{'descr': '没有停车位，这点还可以理解，但是隔音不好。', 'star': 5}
{'descr': '没有停车位，这点还可以理解，但是隔音不好。', 'star': 5}
{'descr': '我真的很喜欢这家店，很复古的风格，有回廊，有天井，感觉很好。离西湖也挺近了，走过一条街就到了，附近地铁在施工，但是去的时候没有听见动静，附近有便利店，小吃店，还有几家挺有特色的服装店，不错，下次来杭州还住这~~~', 'star': 5}
{'descr': '我真的很喜欢这家店，很复古的风格，有回廊，有天井，感觉很好。离西湖也挺近了，走过一条街就到了，附近地铁在施工，但是去的时候没有听见动静，附近有便利店，小吃店，还有几家挺有特色的服装店，不错，下次来杭州还住这~~~', 'star': 5}
{'descr': '真的很不错，离湖边很近，环境也很好。', 'star': 3}
{'descr': '真的很不错，离湖边很近，环境也很好。', 'star': 3}
{'descr': '其他都很好就是隔音效果差了点', 'star': 5}
{'descr': '其他都很好就是隔音效果差了点', 'star': 5}
{'descr': '离狮子林和拙政园都很近，交通很方便', 'star': 3}
{'descr': '离狮子林和拙政园都很近，交通很方便', 'star': 3}
{'descr': '距离西湖很近，步行7、8分钟左右就能到西湖边了。出门向左5分钟就能到公交车站。如果是来杭州旅游，这家店就足可以满足需求了，退房后免费存行李很适合旅游者。去西湖途径知味观（老字号），能品尝到正宗的西湖错鱼、东坡肉、西湖纯菜汤。', 'star': 5}
{'descr': '距离西湖很近，步行7、8分钟左右就能到西湖边了。出门向左5分钟就能到公交车站。如果是来杭州旅游，这家店就足可以满足需求了，退房后免费存行李很适合旅游者。去西湖途径知味观（老字号），能品尝到正宗的西湖错鱼、东坡肉、西湖纯菜汤。', 'star': 5}
{'descr': '去西湖的话这家酒店就很好呀，酒店很有feel，闲来无事的时候可以坐在院内的天井，看着古色古香的房子，呵呵，心情也变的很好呦，出门就有水果摊，还有饭店，但是，叫花鸡还是在别处吃吧，门口的小饭店除了东坡肉比较好吃外，醋鱼和莼菜汤还有叫花鸡都很不好吃，不过，别的小炒反倒味道不错哦，然后，住房时高级大床房，其实虽然大家都会说有这样那样小毛病，但是我觉得一点都不影响住宿呀，所谓的隔音效果跟浴室有点小，可能在', 'star': 5}
{'descr': '去西湖的话这家酒店就很好呀，酒店很有feel，闲来无事的时候可以坐在院内的天井，看着古色古香的房子，呵呵，心情也变的很好呦，出门就有水果摊，还有饭店，但是，叫花鸡还是在别处吃吧，门口的小饭店除了东坡肉比较好吃外，醋鱼和莼菜汤还有叫花鸡都很不好吃，不过，别的小炒反倒味道不错哦，然后，住房时高级大床房，其实虽然大家都会说有这样那样小毛病，但是我觉得一点都不影响住宿呀，所谓的隔音效果跟浴室有点小，可能在', 'star': 5}
{'descr': '群英饭店是有历史的，很多历史名人住过。所以有些古迹的味道，很有特点，值得一住。', 'star': 5}
{'descr': '群英饭店是有历史的，很多历史名人住过。所以有些古迹的味道，很有特点，值得一住。', 'star': 5}
{'descr': '离西湖很近，酒店很有历史', 'star': 5}
{'descr': '离西湖很近，酒店很有历史', 'star': 5}
{'descr': '很有民国风味的一家旅馆', 'star': 3}
{'descr': '很有民国风味的一家旅馆', 'star': 3}
{'descr': '很有风味的一个民国旅店', 'star': 3}
{'descr': '很有风味的一个民国旅店', 'star': 3}
{'descr': '总体来说还是不错的', 'star': 5}
{'descr': '总体来说还是不错的', 'star': 5}
{'descr': '房间很旧，又小又脏，楼上楼下隔音效果极差，都是木质地板，服务也不好，check in 排了半个小时的队，人手太少，只有一个人经办，就是地理位置不错，离西湖蛮近。', 'star': 1}
{'descr': '房间很旧，又小又脏，楼上楼下隔音效果极差，都是木质地板，服务也不好，check in 排了半个小时的队，人手太少，只有一个人经办，就是地理位置不错，离西湖蛮近。', 'star': 1}
{'descr': '恩！不错的一家店，有味道！', 'star': 3}
{'descr': '恩！不错的一家店，有味道！', 'star': 3}
{'descr': '房子比较老，原来叫群英饭店，古香古色的，据说鲁迅、孙中山等名人来此住过。', 'star': 3}
{'descr': '房子比较老，原来叫群英饭店，古香古色的，据说鲁迅、孙中山等名人来此住过。', 'star': 3}
{'descr': '位置很好，西行5分钟到西湖三公园，距外婆家餐馆不远。床比较硬，没有早餐，如果预定早餐，15元一份，永和送餐。', 'star': 5}
{'descr': '位置很好，西行5分钟到西湖三公园，距外婆家餐馆不远。床比较硬，没有早餐，如果预定早餐，15元一份，永和送餐。', 'star': 5}
{'descr': '百元房很划算的，隔音的确不是很好，不过古色古香的环境也挺让人怀旧的。酒店位置很不错，离西湖不远。性价比很高。', 'star': 5}
{'descr': '百元房很划算的，隔音的确不是很好，不过古色古香的环境也挺让人怀旧的。酒店位置很不错，离西湖不远。性价比很高。', 'star': 5}
{'descr': '总的还说，还是不错的，就是房子有点旧，不过内部装修还行\r\n隔音效果不好，有点吵', 'star': 5}
{'descr': '总的还说，还是不错的，就是房子有点旧，不过内部装修还行\r\n隔音效果不好，有点吵', 'star': 5}
{'descr': '酒店的位置很好，走不远就是西湖了。酒店一出门右手边有一个卖麻辣烫的，味道也不错，如果晚上回来饿了，可以吃顿夜宵。唯一的不足就是房间不大，真的不大。。不过能在房间里免费看到一些还比较新一些的电影，感觉酒店本身也很有文化感。总体感觉不错，优点大过缺点！值得推荐！！', 'star': 5}
