{'descr': '房间很好 下次再来  打扫得也很彻底', 'star': 5}
{'descr': '入住四天特价房，价位与实际相符，就是隔音有点不太好。总体还行。。。。', 'star': 3}
{'descr': '酒店位置不错，周围很方便 离公司很近 其他一般', 'star': 5}
{'descr': '酒店位置不错，周围很方便 离公司很近 其他一般', 'star': 5}
{'descr': '总体感觉还不错，建议出差到北京上地的朋友，这里首选，各方面条件都还很满意，性价比较高。', 'star': 5}
{'descr': '总体感觉还不错，建议出差到北京上地的朋友，这里首选，各方面条件都还很满意，性价比较高。', 'star': 5}
{'descr': '推荐啊！在上地这块找不到这么实惠又方便的地了！设施是陈旧了点！但是不是太好要求的住着还是挺舒服的！', 'star': 3}
{'descr': '推荐啊！在上地这块找不到这么实惠又方便的地了！设施是陈旧了点！但是不是太好要求的住着还是挺舒服的！', 'star': 3}
{'descr': '冬季屋里开着暖气，被褥不潮，我觉得冬天这里比夏天好多了，不久我估计还将预定。', 'star': 5}
{'descr': '冬季屋里开着暖气，被褥不潮，我觉得冬天这里比夏天好多了，不久我估计还将预定。', 'star': 5}
{'descr': '不错 空调很暖和 呵呵\n价格很超值 附近没有更便宜的了', 'star': 5}
{'descr': '不错 空调很暖和 呵呵\n价格很超值 附近没有更便宜的了', 'star': 5}
{'descr': '设施老旧，电梯太小灯光昏暗，电梯壁上涂了一层油，不知道是不是故意的，不小心就蹭了一身。', 'star': 1}
{'descr': '设施老旧，电梯太小灯光昏暗，电梯壁上涂了一层油，不知道是不是故意的，不小心就蹭了一身。', 'star': 1}
{'descr': '大床房间很小，内部装饰比较差，与星级不符合，电源开关啥的掉了。', 'star': 1}
{'descr': '大床房间很小，内部装饰比较差，与星级不符合，电源开关啥的掉了。', 'star': 1}
{'descr': '还好，相对不错。。。。。。。。。。。。。', 'star': 5}
{'descr': '还好，相对不错。。。。。。。。。。。。。', 'star': 5}
{'descr': '性价比很高，以后还会住。\n设备比较陈旧，不过服务员态度很好，所以还行。', 'star': 5}
{'descr': '性价比很高，以后还会住。\n设备比较陈旧，不过服务员态度很好，所以还行。', 'star': 5}
{'descr': '设施太古老,服务态度一般,设施太古老,服务态度一般', 'star': 1}
{'descr': '设施太古老,服务态度一般,设施太古老,服务态度一般', 'star': 1}
{'descr': '价格实惠！上地周边没有比这再便宜的！每次回北京基本都在这边住！离公司也比较进！', 'star': 3}
{'descr': '价格实惠！上地周边没有比这再便宜的！每次回北京基本都在这边住！离公司也比较进！', 'star': 3}
{'descr': '冲着特价房去的，我只能说价格便宜，从设施到种种都很“特价”', 'star': 1}
{'descr': '冲着特价房去的，我只能说价格便宜，从设施到种种都很“特价”', 'star': 1}
{'descr': '在上地周边如果你实在没有选择的话，可以作为最后的选择。\n酒店设施极其陈旧，网上说可以上网，结果网络维修中。在北京当下的天气环境状况下，空调实在不给力，加了一床毛毯勉强度过一个寒夜', 'star': 1}
{'descr': '在上地周边如果你实在没有选择的话，可以作为最后的选择。\n酒店设施极其陈旧，网上说可以上网，结果网络维修中。在北京当下的天气环境状况下，空调实在不给力，加了一床毛毯勉强度过一个寒夜', 'star': 1}
{'descr': '交通方便，环境也还不错。。价位也合适，总的来说性价比很高。。', 'star': 5}
{'descr': '交通方便，环境也还不错。。价位也合适，总的来说性价比很高。。', 'star': 5}
{'descr': '性价比那是刚刚的，对我上班来说，也比较方便，毕竟只是睡觉的地方，就是上网不靠谱，半夜居然掉线了。', 'star': 5}
{'descr': '性价比那是刚刚的，对我上班来说，也比较方便，毕竟只是睡觉的地方，就是上网不靠谱，半夜居然掉线了。', 'star': 5}
{'descr': '到北京上地附近出差或旅游的朋友，这个地儿还是可以考虑的。\n特价房还是比较大的，就是暖气不给力啊，整个房间的灯光也是很柔和的~\n虽然卫生是真比不上如家 七天这样的连锁酒店，但是可返现，交通也方便。', 'star': 5}
{'descr': '到北京上地附近出差或旅游的朋友，这个地儿还是可以考虑的。\n特价房还是比较大的，就是暖气不给力啊，整个房间的灯光也是很柔和的~\n虽然卫生是真比不上如家 七天这样的连锁酒店，但是可返现，交通也方便。', 'star': 5}
{'descr': '优点：1、出行方便，步行一分钟就有车站，想到哪都有车换乘；2、价格便宜，相比周围的酒店来说，有返利；3、洗澡水很热；4、特价房比想像中大多了\n缺点：1、卫生有待改善；2、暖气不够热，只有一点点暖气', 'star': 5}
{'descr': '优点：1、出行方便，步行一分钟就有车站，想到哪都有车换乘；2、价格便宜，相比周围的酒店来说，有返利；3、洗澡水很热；4、特价房比想像中大多了\n缺点：1、卫生有待改善；2、暖气不够热，只有一点点暖气', 'star': 5}
{'descr': '方便离公司很近！价格实惠！', 'star': 3}
{'descr': '方便离公司很近！价格实惠！', 'star': 3}
{'descr': '性价比挺高的，卫生条件不错', 'star': 3}
{'descr': '性价比挺高的，卫生条件不错', 'star': 3}
{'descr': '房间是旧了点，但是离我上班的地方很方便，房间内该有的东西都有！去北京一直住，价格实惠！推荐', 'star': 5}
{'descr': '房间是旧了点，但是离我上班的地方很方便，房间内该有的东西都有！去北京一直住，价格实惠！推荐', 'star': 5}
{'descr': '整体还可以，就是大床房和背面的房子比较小', 'star': 5}
{'descr': '整体还可以，就是大床房和背面的房子比较小', 'star': 5}
{'descr': '还可以，有点小，在那个地方性价比算可以了，晚上12点多突然没有热水了，不知怎么搞的！', 'star': 5}
{'descr': '还可以，有点小，在那个地方性价比算可以了，晚上12点多突然没有热水了，不知怎么搞的！', 'star': 5}
{'descr': '性价比不错，值得推荐，上地附近的算是最便宜的酒店', 'star': 5}
{'descr': '性价比不错，值得推荐，上地附近的算是最便宜的酒店', 'star': 5}
{'descr': '还不错，价格很实惠，特价房，网速很给力，但是呢房间的灯比较暗', 'star': 5}
{'descr': '还不错，价格很实惠，特价房，网速很给力，但是呢房间的灯比较暗', 'star': 5}
{'descr': '整体上不错，就是灯光有点暗了。 网速真给力！出奇的快', 'star': 5}
{'descr': '整体上不错，就是灯光有点暗了。 网速真给力！出奇的快', 'star': 5}
{'descr': '环境还不错，对得起价钱，周围交通饮食娱乐很方便', 'star': 5}
{'descr': '环境还不错，对得起价钱，周围交通饮食娱乐很方便', 'star': 5}
{'descr': '太陈旧啦，设施很差！比起7日和如家差很多', 'star': 1}
{'descr': '太陈旧啦，设施很差！比起7日和如家差很多', 'star': 1}
{'descr': '还不错。离上地很近\n只不过很紧俏，需要提前预定', 'star': 5}
{'descr': '还不错。离上地很近\n只不过很紧俏，需要提前预定', 'star': 5}
{'descr': '帮同事订的,但他抱怨说,房间太小,电视也不好用,性价比不高,感觉一般. ', 'star': 1}
{'descr': '帮同事订的,但他抱怨说,房间太小,电视也不好用,性价比不高,感觉一般. ', 'star': 1}
{'descr': '酒店的硬件急需改善，硬件好了，价格在贵点也合适', 'star': 5}
{'descr': '酒店的硬件急需改善，硬件好了，价格在贵点也合适', 'star': 5}
{'descr': '还不错的一个酒店，二楼就是洗脚的地方，没事可以去放松一下', 'star': 5}
{'descr': '还不错的一个酒店，二楼就是洗脚的地方，没事可以去放松一下', 'star': 5}
{'descr': '在那个地段这个价位是非常不错的了，床上用品还算干净。', 'star': 5}
{'descr': '在那个地段这个价位是非常不错的了，床上用品还算干净。', 'star': 5}
{'descr': '很便宜，环境也不错。就是房间比较小。一个床基本上占据了所有的地方。', 'star': 5}
{'descr': '很便宜，环境也不错。就是房间比较小。一个床基本上占据了所有的地方。', 'star': 5}
{'descr': '入住条件和7天差不多，但比它实惠，很不错的！', 'star': 3}
{'descr': '入住条件和7天差不多，但比它实惠，很不错的！', 'star': 3}
{'descr': '一如既往的高性价比，推荐没钱的人住，不错的工薪选择', 'star': 5}
{'descr': '一如既往的高性价比，推荐没钱的人住，不错的工薪选择', 'star': 5}
{'descr': '要是能提供免费的早餐就好，旁边就有家早餐店，合作一下即可', 'star': 5}
{'descr': '要是能提供免费的早餐就好，旁边就有家早餐店，合作一下即可', 'star': 5}
{'descr': '昨天晚上的网线居然不好使，今天离开的时候依然不行，希望能及时解决', 'star': 5}
{'descr': '昨天晚上的网线居然不好使，今天离开的时候依然不行，希望能及时解决', 'star': 5}
{'descr': '性价比高，适合长时间居住，暖气非常给力，但洗澡水太凉', 'star': 5}
{'descr': '性价比高，适合长时间居住，暖气非常给力，但洗澡水太凉', 'star': 5}
{'descr': '房间还够宽敞，也挺卫生', 'star': 3}
{'descr': '房间还够宽敞，也挺卫生', 'star': 3}
{'descr': '整体不错，本来定的特价房，由于没有网线，免费升级了标准间。下次到上地，还住此店。', 'star': 5}
{'descr': '整体不错，本来定的特价房，由于没有网线，免费升级了标准间。下次到上地，还住此店。', 'star': 5}
