{'descr': '没有空调，太冷', 'star': 2}
{'descr': '整体环境不错，服务一般。\n缺点：屋内烟味特别大，还好有窗户，打开放了放味道，后来发现一次性的洗漱用品有支牙刷是用过的。打前台电话没有人接，自己下去找服务员换的，被子里面有头发，自己解决的，但整体看着还挺干净的。\n优点：那的楼不吵，隔音还好，屋子里很暖，热水也不错，停车也算方便，就算里面没有停车位，路边也好停，只是希望卫生方面提高一下，总体还挺好的，还是会去的。', 'star': 5}
{'descr': '房间隔音还需要改善; 采光较好,房屋较大明亮; 工作人员服务热情', 'star': 5}
{'descr': '给家人订的，头一天晚上噪音特别大，吵得人一宿没睡好。第二天要求换了一间，好了。价位还可以。希望酒店能为客人考虑周全，不要安排周边有噪音的房间，需要维修的设备及时修理，做好服务。', 'star': 5}
{'descr': '酒店房间大小适中，热水24小时都有蛮不错的，酒店地理位置很好，周围有小吃 超市 离火车站很近 不行几分钟就到了， 唯一美中不足的是 房间的床不怎么舒服，很硬，垫子不舒服，希望能改进。 以上', 'star': 5}
{'descr': '房间被子是红色的，不太习惯，其他都不错。另外房间在20层，感觉上下电梯不方便。前台很热情', 'star': 5}
{'descr': '1.地段不错，房间虽然小了点，但还算精致；\n2.在北京的宾馆里还算好找。', 'star': 5}
{'descr': '第一次选择如家酒店，让我感觉不错，很温馨,环境舒适洁净，下次出门我还会选择如家。', 'star': 3}
{'descr': '优点：全国连锁，设施统一，离车站近，交通方便。\n缺点：不能提供午餐和晚餐，考虑以后不会去了，吃饭不方便，虽然附近有餐馆，但是出差的人在外面吃和在宾馆吃虽然花钱一样，可出处 不同，你懂得。', 'star': 5}
{'descr': '还可以吧，卫生间洗澡的地方小了点！', 'star': 3}
{'descr': '房间挺大的，也比较干净，住了4个晚上，感觉都还不错。', 'star': 5}
{'descr': '房间很干净，出行很方便，非常满意。', 'star': 3}
{'descr': '酒店不错，房间很大，而且很温馨的感觉，卫生也不错，推荐', 'star': 5}
{'descr': '不错。住的挺舒服。', 'star': 3}
{'descr': '酒店位置方便离车站很近，去超级逛街都不远。吃东西的地方也很多。酒店服务热情。房间很大', 'star': 5}
{'descr': '服务态度好，设施完善，停车方便，干净整洁。', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '一个字 大 确实很大，看了评论才去住的，对面的老驴头的驴火不错，就是这个价格有点高', 'star': 5}
{'descr': '大楼内酒店林立，但还是选择了如家。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '前台服务员的业务水平非常低，电梯非常恐怖，感觉很久没有检测过的那种。', 'star': 1}
{'descr': '酒店位置不错,但家具太少,不过快捷酒店,也就这样了', 'star': 5}
{'descr': '酒店环境很好。屋内设施齐全。就是和别的酒店在一个楼。楼层分不太清楚。', 'star': 5}
{'descr': '非常好！', 'star': 3}
{'descr': '价格很便宜，但是到了才发现这个酒店是如家，速8等几个酒店共同使用的。相对就显得有点乱。房间设施有些陈旧，被子竟然还不是白色的。有些郁闷。服务员服务效率有待提高。', 'star': 5}
{'descr': '交通便利紧邻火车站 购物紧邻各大商场不错  就是保定的环境太差了 脏乱差  永远不想去保定了', 'star': 5}
{'descr': '火车站附近，价位也可以，办公很好的选择。', 'star': 5}
{'descr': '环境很好，卫生也好，交通方便，离火车站很近，很安静，对过的小饭店也很好吃的，下次还住这里，嘿嘿', 'star': 5}
{'descr': '就是比较方便，理我办事的地方近。设施不是很好，比其他的地方如家要差一些', 'star': 1}
{'descr': '条件不错，房间很大，设置比较齐全，值得推荐。', 'star': 5}
{'descr': '房间的环境很温馨，整洁，交通便捷。服务态度很好', 'star': 5}
{'descr': '条件很不错，很干净，挺好，价格也不贵，下次还来住', 'star': 3}
{'descr': '家庭房确实实惠，两室一厅，很不错，推荐~！@#￥%……&*（ \n', 'star': 5}
{'descr': '家庭房确实实惠，两室一厅，很不错，推荐~！@#￥%……&*（', 'star': 5}
{'descr': '在这里住了两次了，感觉很好，很温馨，下次还会住这里', 'star': 5}
{'descr': '房间很大,挺满意的', 'star': 3}
{'descr': '很好房间很大，干净舒适', 'star': 3}
{'descr': '不错 服务很好 也到位 会向朋友推荐 值得这个价格', 'star': 5}
{'descr': '卫生环境服务等都得很不错。而且还很方便  好评 下次还来', 'star': 5}
{'descr': '电梯太差，房间面积可以，周边环境一般,价格偏高', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错 挺好的 服务和卫生都不错，注意碰到不好的房间可以换一下', 'star': 5}
{'descr': '服务周到 态度良好 总体比较满意 下次还会去\n就是隔音差了點', 'star': 5}
{'descr': '环境和服务很好', 'star': 3}
{'descr': '位置不错 门口还有个 保定老驴头！但是屋里有点味道！但总体来说 很好了隔音不太好！', 'star': 5}
{'descr': '位置很好，步行即可到火车站。房间面积也够大。缺点是房间隔音比较差。', 'star': 5}
{'descr': '房间超大，但是不舒服，有点冷，房间小一点温馨一点，酒店电梯不好，三个酒店在一个大厅', 'star': 1}
{'descr': '服务周到 态度良好 总体比较满意  下次还会去', 'star': 5}
{'descr': '离火车站比较近，出行方便。房间很大，唯一的缺点就是隔音不好。', 'star': 5}
{'descr': '环境很好，就是贵了点', 'star': 3}
{'descr': '不错…', 'star': 3}
{'descr': '服务态度还好，去的时候赶上电梯检修，坐的货梯，其他都还好…交通挺方便的', 'star': 3}
{'descr': '帮朋友订的房间，朋友称还不错，交通便捷,整洁', 'star': 5}
{'descr': '一惯的干净、值得信任。但房间实在太小，两人要互相让路。', 'star': 1}
{'descr': '很好，我很喜欢那，很安静，而且很干净，比较舒服，有WIFI就好了', 'star': 5}
{'descr': '交通很方便，地铁和公交都有.从紫竹园公园南门步行至东门，往左拐就是地铁4号线', 'star': 5}
{'descr': '很好 环境很好 主要是有停车位 在胡同里不是很好找', 'star': 5}
{'descr': '房间还行，瞒大，1809这间房别住了，门锁有问题，每次关门都会报警，服务员教了一个办法，报警就往上提把手，才不会叫。。。搞的每次出门还得等他报警。。。', 'star': 1}
{'descr': '环境还好，挺干净卫生的。就是隔音不行。', 'star': 3}
{'descr': '还好，地理位置挺好，可是在一个巷子里面，设施什么的也就是如家的标准了。', 'star': 5}
{'descr': '位置很好，就是房价太小了，感觉很憋屈，环境很安静', 'star': 5}
{'descr': '房间挺大 卫生间空间也可以 就是服务越来越简化了 连饮水机也不提供了 香皂直径只有3CM 真愁怅', 'star': 5}
{'descr': '离火车站很近，交通方便。就是行程太匆忙，没来得及到周边逛逛。', 'star': 5}
{'descr': '太冷，冻的要死，中央空调一点都不管用，也不说给准备一些其他的采暖设备，对她们无语了', 'star': 1}
{'descr': '环境还可以，位置不错，就是手机信号一直不好。', 'star': 3}
{'descr': '酒店位置很好,距离火车站与购物商场很近,但189元每晚的价格贵了些。', 'star': 3}
{'descr': '在那个位置来说价格挺便宜，交通也比较方便，又有紫竹院公园', 'star': 5}
{'descr': '酒店的房间很大，而且是高层，感觉蛮不错的，服务态度也很好', 'star': 5}
{'descr': '如家连锁还是值得住的，环境不错，服务很好，就是价位有点高，床睡着不是太舒服', 'star': 5}
{'descr': '酒店还不错，就是我住19层太高了！', 'star': 3}
{'descr': '价格偏高，正好那天无早餐供应，房间较大，只有中央空调，未供暖时比较冷', 'star': 1}
{'descr': '附来有味道，太差，早餐太贵了。\n在这个价位不值。', 'star': 1}
{'descr': '酒店可以，但价格不便宜。\n望如家做得更便宜些。', 'star': 5}
{'descr': '酒店很好，服务也不错，卫生很好，值得推荐。。。', 'star': 5}
{'descr': '优点：\n1、酒店服务到位。\n2、房间干净整洁，我特意提出要安静的房间。住了两个晚上，确实很安静，休息得不错。\n3、附近环境也还行。特别是有紫竹院公园，很是方便。我去里面溜了好几次。\n4、餐厅服务也很好。我在里面吃了两早餐、两晚餐，感觉很好的。\n5、免费宽带也让我感觉不错。\n缺点：\n1、拖鞋底太薄，穿上踩在地上感觉很凉。', 'star': 5}
{'descr': '酒店很旧- -第一次给我安排的那房间，巨臭，后来换了一个！说是数码什么房，结果进去一看，不知道哪数码了。。莫名其妙的，还加价了！', 'star': 1}
{'descr': '非常好很满意', 'star': 3}
{'descr': '位置很好，周边内容丰富，茶馆饭店超市都有。停车位也多，服务态度不错。\n\n房间隔音稍差。\n\n推荐入住', 'star': 5}
{'descr': '还好', 'star': 3}
{'descr': '房间太小，隔音也不太好\n早上结账的时候前台效率太低，排了很久的队。', 'star': 1}
{'descr': '相当好的酒店，住了2次了\n环境优雅，交通便利\n\n干净整洁', 'star': 5}
{'descr': 'ok', 'star': 3}
{'descr': '一起订的，干净，舒适\n对面的驴肉火烧很不错。', 'star': 5}
{'descr': '房间很大，和卫生，卫生间很干净，住着比较舒服。', 'star': 5}
{'descr': '酒店位置很好，停车位很多，周围有超市，饭馆，隔音稍差，推荐入住', 'star': 3}
{'descr': '隔音稍差，停车场也够大，但是客户多，车也多。\r\n\r\n房间干净，餐厅也不错。', 'star': 5}
{'descr': '祝过两次了，很干净，服务也不错，满意!', 'star': 5}
{'descr': '地理位置很不错，离要去的地方很近，做公交很方便，不过就是不太好找', 'star': 5}
{'descr': '房间有点小，不过这个地段这个价格很不错了', 'star': 5}
{'descr': '这次来保定出差，我提前预订了如家三天的房间，但是很不巧，入住的当天锅炉系统就出现了问题，没有热水提供了，第二天的上午也还是没有修好，我不得不结账离店，如果不是这个原因，我会住在这里的，总体感觉还是不错的，就是楼层比较高，这栋公寓楼的18层以上是如家的客房。', 'star': 5}
{'descr': '在北京价有所值,很好，有机会还住在如家连锁，我会介绍给其他朋友', 'star': 5}
{'descr': '+房间太小，安静整洁。', 'star': 5}
{'descr': '豪华大床房竟然也就16个平方，太小了！另外室内没有烧水的壶，非常不便。', 'star': 1}
{'descr': '很干净很喜欢！价格很便宜，以后来北京还住这', 'star': 3}
{'descr': '房间不大，卫生还可以，地理位置比较方便。', 'star': 5}
{'descr': '价格合理，环境和位置都还好，比较满意，房间打扫的也比较卫生，总体感觉良好', 'star': 5}
{'descr': '如家条件不错很干净', 'star': 5}
{'descr': '很干净很满意!', 'star': 5}
{'descr': '满意', 'star': 5}
{'descr': '床垫太薄，只有薄薄的一层，能感觉到床垫里面的东西，咯得慌，很不舒服；卫生间的马桶盖子有些坏了.....', 'star': 1}
{'descr': '总体上讲还是不错的 地理环境是比较安静的 只是出去打车会有点不太方便 ！房间的大小还是挺温馨的 ~~但是要是不开窗户或者开空调的话  房间会比较闷  ', 'star': 1}
{'descr': '感觉还不错，卫生挺好的，也比较方便，没有结账等查房的情况\r\n', 'star': 5}
{'descr': '房间比较小，虽然干净整洁，但是很局促，交通还算便利，去西站方便', 'star': 5}
{'descr': '这家酒店给人的感觉就是舒服，安静，不挨马路，喜欢安静的人首选，我也很喜欢．', 'star': 5}
{'descr': '卫生条件差，屋子里有比较重的味道，房间小，灯坏了几个没人修。除了交通便利没其他优点。第一次遇到这么差的如家。\r\n\r\n上面这些都不过分，性价比差而已。但是打内线5000，叫人上来做正规按摩，结果来了两个鸡，极其不爽。', 'star': 1}
{'descr': '已住下，谢谢！只是所谓的优惠券如何获取？', 'star': 5}
{'descr': '周边环境还好但是房间太小信价比不高', 'star': 5}
{'descr': '总体干净、舒适、安静', 'star': 5}
{'descr': '环境不错就是不太好找~卫生还不错~就是我们去的太早~人家还没开始上班所以稍微等了一会儿', 'star': 5}
{'descr': '酒店服务可以，干净卫生，下次出差还选择如家。', 'star': 5}
{'descr': '房间有点小，不过还是比较干净整洁。还算不错吧，如果退房的时候因为行程的关系跟前台商量能否一点钟退房被拒绝，如果能够稍微宽松一点就很好了。', 'star': 5}
{'descr': '房间服务速度较慢   酒店大堂比较气派   适和接待商务客人  ', 'star': 5}
{'descr': '酒店一直不错,服务很好,只是餐厅的质量有所下降,菜量很少。', 'star': 5}
{'descr': '+干净床很大，一个人想怎么睡就怎么睡', 'star': 5}
{'descr': ' 房间干净舒适，交通便利，推荐', 'star': 5}
{'descr': '服务需改进。客房服务电话打过后二十分钟才来处理,态度还不好', 'star': 5}
{'descr': '我比较满意你们的服务，我将支持你们的工作，并向我的朋友推荐。', 'star': 5}
{'descr': '房间温馨、干净，就是有点小。洗澡的下水有点堵，不畅。', 'star': 3}
{'descr': '房间很舒适，卫生还可以，就是卫生间有点小，下水不畅，洗澡时脚全泡在水里。', 'star': 5}
{'descr': '感觉不如以前了。', 'star': 3}
{'descr': '到处都有乳胶漆的痕迹，像吊灯上面等等。卫生做得不细', 'star': 5}
{'descr': '位置不错，性价比不错，值得推荐。', 'star': 3}
{'descr': '位置不错，但是房间比较小。', 'star': 5}
{'descr': '地理位置不错，就是有点隐秘 不太好找，而且房间特别的潮湿……不过对得起这个价钱', 'star': 3}
{'descr': '房间小了点，不过如家好像都差不多,经济型酒店嘛~', 'star': 3}
{'descr': '说实话，房间实在是小了点，不过如家好像都差不多~住的2楼，屋子实在是有点潮……估计是浴室闹的，毕竟屋子小，然后里面的浴室的水汽直接散到屋子里了，所以就显得屋子格外的潮湿，打开窗户通通风就好了', 'star': 5}
{'descr': '还可以。', 'star': 5}
{'descr': '经济型酒店都差不多，如家算是比较放心的！', 'star': 5}
{'descr': '一楼太潮湿的房间，房间太小。', 'star': 5}
{'descr': '还可以 房间要比惠新西街那家大一点点 总之北京如家最大的特点就是小\r\n去晚了停车会麻烦 但是在北京 还算可以凑合了', 'star': 5}
{'descr': '不错！', 'star': 5}
{'descr': '还不错', 'star': 5}
{'descr': '很不错！值得信赖', 'star': 5}
{'descr': '位置比较隐蔽，不太容易找；冬天暖气烧得不是很好，不穿外套在房间里会冷；标间的卫生间稍微小了点，伸展不开。其他还是不错的', 'star': 5}
{'descr': '酒店性价比还好，但是房间很小，很狭窄。没有衣柜。被单不是白色（是粉红带花的）的让人看上去很不爽。有暖气还有空调，很暖和。', 'star': 3}
{'descr': '整体来说还不错，但是店内貌似有更便宜的特价房。性价比还不错，但是房间很小。', 'star': 5}
{'descr': '如果洗澡水再热一些就更好了。其他的都很满意。', 'star': 5}
{'descr': '冬季室内温度低，体表感觉不温暖。', 'star': 5}
{'descr': '感觉一般般，都还好，位置交通比较方便', 'star': 3}
{'descr': '内天去的时候房间里边儿很冷（我不知道其他房间是不是），热水也不太热，然后就只能凑合了。', 'star': 5}
{'descr': '宾馆是旧房子改造的  不太好找 早餐比较差  卫生设施还可以 ', 'star': 3}
{'descr': '宾馆是旧房子改造的  不太好找 早餐比较差  卫生设施还可以 ', 'star': 1}
{'descr': '各方面都不错，就是酒店隔音不太好！', 'star': 5}
{'descr': '隔音确实比较差，但地理位置还是不错的', 'star': 3}
{'descr': '第一次来位置不好找，不太显著。房间服务还是不错的', 'star': 3}
{'descr': '隔音有点差，隔壁嘿咻嘿咻都能听的到 ', 'star': 5}
{'descr': '酒店的硬件条件还算可以，位置也比较方便的，服务很好，很干净。', 'star': 3}
{'descr': '房间空间有点小，位置不明显，不好找，别的都还好，价格合适，服务也不错', 'star': 3}
{'descr': '隔音太差', 'star': 5}
{'descr': '价格较为合理,设施比较好,服务周到', 'star': 5}
{'descr': '在北京的如家中算不错的了，虽不邻大街也好找；房间面积不是最小，看起来还不错', 'star': 5}
