{'短评内容': '一直住，挺好…', '短评打分': 5}
{'短评内容': '酒店位置不错，距离主干道中州大道几十米。内部装修很温馨，房子打扫的很干净，屋子也很暖和。洗澡的淋浴头很大，洗的很舒服！会再次光临的。', '短评打分': 5}
{'短评内容': '前天刚退房，住了两天。这个宾馆住的是相当的满意，水热，房间暖气很暖和，下次还要来！', '短评打分': 5}
{'短评内容': '没说的，性价比全部错的了，24小时的热水很舒服～只是位置稍微有些偏，', '短评打分': 3}
{'短评内容': '房间很好，不过喝的有点多，没有照相，早上看很不错，就是电梯有点别扭！', '短评打分': 5}
{'短评内容': '这间酒店这个价钱很划算~有免费停车位，有保安大叔整夜看护，非常感动~早晨开车赶往机场，没有堵车25分钟到了，如果去坐机场大巴也会非常近，的士5分钟就到~酒店挺干净、舒适~和网络照片上的样子相附~但是顶层（五楼）不通电梯，电梯只能到四楼，如果行李多而重的网友要提前告知前台住四楼以下~', '短评打分': 5}
{'短评内容': '酒店不错，就是上网速度慢。其他都还好，服务卫生都不错。', '短评打分': 5}
{'短评内容': ' 房间不错搭车也方便,房间大,周边小吃店多.\r\n', '短评打分': 3}
{'短评内容': '很干净，不错呦，离市区比较近，交通也很方便，', '短评打分': 5}
{'短评内容': '酒店位置、卫生、服务各方面都很不错。性价比很高。', '短评打分': 5}
{'短评内容': '酒店位置、卫生、服务各方面都很不错。性价比很高。周边吃饭的地方很多。就是上网速度慢点。下次有机会还会入住。', '短评打分': 5}
{'短评内容': '公司来郑州开展会，来到这里发现几个人忘记带领带了，与前台的先生沟通后，帮我们解决了这个难题，真是很感激。原想走前表示感谢，但是因为其他原因没有来得及，非常遗憾，再次向你们表示感谢，下次到郑州一定还会住未来宜居酒店的！', '短评打分': 5}
{'短评内容': '房间里的小花生（指甲刀）不知道是不是可以带走，挺招人喜欢的。', '短评打分': 5}
{'短评内容': '酒店旁边有个上岛咖啡，正餐可以点些快餐，还可以请朋友喝杯咖啡，我喜欢。', '短评打分': 5}
{'短评内容': '早餐太差劲了，食品单一没有营养，橙汁里面居然加牛奶，真是有创意，但是太难喝！', '短评打分': 1}
{'短评内容': '已经是第二次住这家酒店，服务还想以前一样热情，但是前台的服务员穿白衬衫的比穿灰衬衫的小姑娘会微笑，不知道灰衬衫是不是领导，只有威严，缺少些微笑。', '短评打分': 5}
{'短评内容': '价格不便宜，但是想想有2人的免费早餐，哎，就这样吧，说的过去了。', '短评打分': 5}
{'短评内容': '酒店的大堂台糟糕了，客房里面还是不错的，快快装修大堂吧。', '短评打分': 5}
{'短评内容': '酒店距离会展中心很近，但是离旅游景点很远', '短评打分': 5}
{'短评内容': '和同事来郑州开展会，2个人住的房间，挺宽敞的。', '短评打分': 5}
{'短评内容': '二层的服务员很热情，每天在楼道见面都很热情的打招呼，很感动！', '短评打分': 5}
{'短评内容': '太差劲了！严重名不符实，真搞不懂网上评价怎么会有那么高的得分，怀疑有“托“！', '短评打分': 3}
{'短评内容': '早餐应该改善一下，荤素搭配才有营养，其他都不错。', '短评打分': 5}
{'短评内容': '看到网评这家酒店不错，这次来开展会试住一下，真的不错，还有免费早餐。', '短评打分': 5}
{'短评内容': '和同事一起来郑州开展会，距离会展中心挺进的，房间也不错。', '短评打分': 5}
{'短评内容': '哇嘎嘎，让我来点评  还是个不错的酒店 挺热情的', '短评打分': 5}
{'短评内容': '看了网上好评选择的这家，看来还是靠谱的，不错！', '短评打分': 5}
{'短评内容': '门铃不响哦，快快检修一下吧。早餐是免费的', '短评打分': 5}
{'短评内容': '缺点：卫生间应该给配备一次性浴帽\n优点：指甲刀很新颖，还有吹风筒没想到\n满意', '短评打分': 5}
{'短评内容': '前台的小姐服务真不错，很热情的，就是大唐有些陈旧应该住那个修一下了，影响心情！', '短评打分': 5}
{'短评内容': '呵呵，终于在网上顶到一家理想的酒店，比会务组安排的酒店便宜而且房间还不错哦！推荐给大家！', '短评打分': 5}
{'短评内容': '真的不错，房间好大，早餐还是免费的。就是交通不太方便。', '短评打分': 5}
{'短评内容': '早餐有待改善，不过是免费的，还说的过去啦。交通方便', '短评打分': 5}
{'短评内容': '前台的服务员热情，大堂经理也很称职，早餐需要再改进，太素了！', '短评打分': 5}
{'短评内容': '房间大，热水足，服务热情。下次来郑州一定海珠这里。', '短评打分': 5}
{'短评内容': '很不错啊，比预想的要好的多，交通也方便，吃饭也很方便。', '短评打分': 5}
{'短评内容': '客房比一般快捷酒店大多了，设施齐全，很满意。', '短评打分': 5}
{'短评内容': '不错，交通很好，离会展近，早餐也不错，干净卫生，虽然马桶漏水，但修理一下，总体来说还是很不错的，推荐入住.', '短评打分': 5}
{'短评内容': '一般般了，坐车不是很方便，只能打车了。附近有网吧，早餐不方便解决。', '短评打分': 5}
{'短评内容': '房间比较小，卫生也可以，地理位置还行，离展馆不算远。同事们还算满意', '短评打分': 5}
{'短评内容': '房间好大。。。离住的地方不远还有一个易初莲花。。。早餐不是很好吃。但是是送的，还好啦', '短评打分': 5}
{'短评内容': '经济实惠，地理位置也不错，还有早餐。酒店服务员态度也可以。当然，价位决定了硬件条件只能属于一般。另外，房间有股气味。', '短评打分': 5}
{'短评内容': '地理位置挺好的，交通方便，酒店设施还不错，总体不错，值得推荐！', '短评打分': 5}
{'短评内容': '酒店基本上算是比较干净的了，房间也不错挺大的，设施也还好，不算太旧。唯一感觉不好的是晚上有骚扰电话。', '短评打分': 5}
{'短评内容': '总体不错，价格适中，很实惠，会向您的朋友推荐这家酒店', '短评打分': 5}
{'短评内容': '作为一家商务酒店，未来宜居红专路店的房间很宽敞、干净，房间设施也还可以，只是刚进门有点味道让人感觉不好，其他都不错！！', '短评打分': 3}
{'短评内容': '1。房间很大\n2。早上的热水不太热\n3。交通也很方便\n4。环境很好', '短评打分': 5}
{'短评内容': '酒店能使用40元的优惠券是我来的唯一动力，可惜房间还是有点旧了，不太方便，网速慢些', '短评打分': 5}
{'短评内容': '房间很大,也挺干净的,感觉不错.价格也不贵啊.', '短评打分': 3}
{'短评内容': '卫生差了点，其他还行', '短评打分': 5}
{'短评内容': '服务周到', '短评打分': 5}
{'短评内容': '酒店还算安静,条件一般,早上洗澡水有些凉,还有位置有些偏,去市里有些远。', '短评打分': 5}
{'短评内容': '交通便利，价格还算比较公道，不过就是晚上可能会有骚扰电话，独宿男士要经得住诱惑才行', '短评打分': 5}
{'短评内容': '洗漱用具都很光亮透明，比较干净，设施很齐全，酒店提供的早餐种类很丰盛，口味也不错', '短评打分': 5}
{'短评内容': '房间装修的很大气，住着蛮舒服的，卫生条件很好，蛮干净的，卫生间设计的很人性化，洗澡间和洗漱间用玻璃隔出来的，洗澡水的温度很适宜，被子很舒服', '短评打分': 5}
{'短评内容': '酒店交通还可以，打车和座公交都很方便，性价比较高，酒店提供24小时热水，服务蛮到位的', '短评打分': 5}
{'短评内容': '酒店的性价比比较高，服务很好，住宿环境很不错，打车到火车站8块钱可以搞定，性价比蛮高的', '短评打分': 5}
{'短评内容': '还不错，9点之前有早餐', '短评打分': 5}
{'短评内容': '环境还可以，挺干净的，离我办事的地方比较近，酒店的位置不错，打车挺方便的，但是公交比较少', '短评打分': 3}
{'短评内容': '这家酒店一般般了，没有什么特色，设施方面也陈旧了，价格也稍微偏高些了。', '短评打分': 1}
{'短评内容': '酒店的性价比还是挺好的，交通位置也不错，不过房间虽然挺大的，但是设施很简单，所以显得有些不协调', '短评打分': 5}
{'短评内容': '旧店重新装修改造，房间宽敞，设施齐全。', '短评打分': 5}
{'短评内容': '酒店的卫生条件很一般,地毯有些脏,其他方面都还可,价格也挺实惠的,周围的交通也比较方便', '短评打分': 5}
