{'descr': '比较干净，价格可以接受', 'star': 5}
{'descr': '还行把，没吹风！！？！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！？？？！？？？？？？？？？？？？？？！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '总体来说还是很好的  经济实惠  地点不是很好 但是交通也比较方便 我总去无锡 个人认为 这家酒店的性价比 是很高很好的  比较适合学生住 在就是建议酒店采用自动售货机  比较人性化一点。', 'star': 5}
{'descr': '总体来说还是很好的  经济实惠  地点不是很好 但是交通也比较方便 我总去无锡 个人认为 这家酒店的性价比 是很高很好的  比较适合学生住 在就是建议酒店采用自动售货机  比较人性化一点。', 'star': 5}
{'descr': '有点潮  建议酒店采用自助售货机，感觉酒店的厕所排水不是很好 然后电视总是异常的响声，很刺耳 总体的性价比不错 建议学生族入住', 'star': 5}
{'descr': '有点潮  建议酒店采用自助售货机，感觉酒店的厕所排水不是很好 然后电视总是异常的响声，很刺耳 总体的性价比不错 建议学生族入住', 'star': 5}
{'descr': '酒店干净卫生，交通便利，适合居住，离火车站和南禅寺都较近！我会向我的朋友推荐这家酒店的。谢谢！哎！我都不知道下面该写什么评论了，能不能少写点啊！！！', 'star': 5}
{'descr': '酒店干净卫生，交通便利，适合居住，离火车站和南禅寺都较近！我会向我的朋友推荐这家酒店的。谢谢！哎！我都不知道下面该写什么评论了，能不能少写点啊！！！', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '感觉还不错。 酒店环境一般, 但挺安静的。 ', 'star': 3}
{'descr': '感觉还不错。 酒店环境一般, 但挺安静的。 ', 'star': 3}
{'descr': '房间毛巾实在太脏，卫生实在有待提高。', 'star': 3}
{'descr': '房间毛巾实在太脏，卫生实在有待提高。', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '，预定到入住方便，服务到位，酒店设施简单干净，所谓无窗，其实是地下半层，是有完整的大窗户的啦，还不错。经济方便。', 'star': 3}
{'descr': '，预定到入住方便，服务到位，酒店设施简单干净，所谓无窗，其实是地下半层，是有完整的大窗户的啦，还不错。经济方便。', 'star': 3}
{'descr': '都还可以的，唯一是自己预定的是无窗的便宜的，是在地下室，有些潮气……怎么评语需要50字以上呀……凑够了吧\n', 'star': 5}
{'descr': '都还可以的，唯一是自己预定的是无窗的便宜的，是在地下室，有些潮气……怎么评语需要50字以上呀……凑够了吧\n', 'star': 5}
{'descr': '很好，很好，值得入住，房间干净，很宽敞，性价比很高！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '很好，很好，值得入住，房间干净，很宽敞，性价比很高！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '这家酒店很便宜，但是环境真的不太好，里面的灯只有两个是亮的，其它都不行，而且酒店服务员说这里是市中心所以离哪个景点都不近', 'star': 3}
{'descr': '这家酒店很便宜，但是环境真的不太好，里面的灯只有两个是亮的，其它都不行，而且酒店服务员说这里是市中心所以离哪个景点都不近', 'star': 3}
{'descr': '还不错。很干净又便宜。就是离景区远点', 'star': 3}
{'descr': '还不错。很干净又便宜。就是离景区远点', 'star': 3}
{'descr': '这个价位不错了，基本上都还可以了，就是光线有点差，有点暗，很闷！', 'star': 5}
{'descr': '这个价位不错了，基本上都还可以了，就是光线有点差，有点暗，很闷！', 'star': 5}
{'descr': '离市中心蛮近的。就是房间有点潮。洗澡蛮舒服的，房间也会及时有人来打扫。只是那天下雨断电了，酒店没有能够及时供电。总体来说，可以的，价钱也很划算。', 'star': 5}
{'descr': '离市中心蛮近的。就是房间有点潮。洗澡蛮舒服的，房间也会及时有人来打扫。只是那天下雨断电了，酒店没有能够及时供电。总体来说，可以的，价钱也很划算。', 'star': 5}
{'descr': '交通还算便利，但不推荐住便宜的房型，窗户在走廊上，湿气散不掉，屋内有些潮湿。', 'star': 5}
{'descr': '交通还算便利，但不推荐住便宜的房型，窗户在走廊上，湿气散不掉，屋内有些潮湿。', 'star': 5}
{'descr': '性价比还不错的 很干净 服务态度也不错 只是隔音真的很差 总体还是不错的', 'star': 5}
{'descr': '性价比还不错的 很干净 服务态度也不错 只是隔音真的很差 总体还是不错的', 'star': 5}
{'descr': '地理位置偏了点~~睡觉的时候吵了点~~~服务态度还算不错的~~~', 'star': 1}
{'descr': '地理位置偏了点~~睡觉的时候吵了点~~~服务态度还算不错的~~~', 'star': 1}
{'descr': '总体感觉还是不错，预订的是特价标间，就有一点不是很好，就是地下一层稍微有些潮湿感', 'star': 5}
{'descr': '总体感觉还是不错，预订的是特价标间，就有一点不是很好，就是地下一层稍微有些潮湿感', 'star': 5}
{'descr': '在地下室。被子潮，睡起来极不舒服，不过价格倒是真便宜。', 'star': 1}
{'descr': '在地下室。被子潮，睡起来极不舒服，不过价格倒是真便宜。', 'star': 1}
{'descr': '还可以，第二次入住、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '还可以，第二次入住、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '总体感觉不错，但是电视能看的台就几个，另外老板比较抠门！手纸就放很小的一卷，根本是不够用的！还有店里在办会员卡促销，本来想跟朋友合办一张，但是又非得一个人用，规矩太多，麻烦！不知道这个老板是怎么想的，到底让不让人办卡！', 'star': 5}
{'descr': '总体感觉不错，但是电视能看的台就几个，另外老板比较抠门！手纸就放很小的一卷，根本是不够用的！还有店里在办会员卡促销，本来想跟朋友合办一张，但是又非得一个人用，规矩太多，麻烦！不知道这个老板是怎么想的，到底让不让人办卡！', 'star': 5}
{'descr': '性价比很高，在无锡应该算很好的了！下次还会去住的！', 'star': 5}
{'descr': '性价比很高，在无锡应该算很好的了！下次还会去住的！', 'star': 5}
{'descr': '房间还可以续住了一天，发票是机打的，出差人士可以考虑入住', 'star': 5}
{'descr': '房间还可以续住了一天，发票是机打的，出差人士可以考虑入住', 'star': 5}
{'descr': '订的带窗的单人房，简单但干净，空调温度不错，热水网络都可以。\n缺点：1、隔音效果较差\n      2、床垫较硬', 'star': 5}
{'descr': '订的带窗的单人房，简单但干净，空调温度不错，热水网络都可以。\n缺点：1、隔音效果较差\n      2、床垫较硬', 'star': 5}
{'descr': '价格合适，电视频道较少，总来来说不错的！', 'star': 5}
{'descr': '价格合适，电视频道较少，总来来说不错的！', 'star': 5}
{'descr': '交通便利，这个价格挺合适，电视频道太少。', 'star': 5}
{'descr': '交通便利，这个价格挺合适，电视频道太少。', 'star': 5}
{'descr': '有幸第一个点评， 这是我住的感觉最差的酒店， 酒店旁边就是马路， 隔音效果很差， 地板也脏兮兮的 ', 'star': 1}
{'descr': '很不错的酒店，价格便宜并且实惠，房间设施也是很不错，建议入住', 'star': 5}
{'descr': '很不错的酒店，价格便宜并且实惠，房间设施也是很不错，建议入住', 'star': 5}
{'descr': '很不错的酒店，价格便宜并且实惠，房间设施也是很不错，建议入住.', 'star': 5}
{'descr': '很不错的酒店，价格便宜并且实惠，房间设施也是很不错，建议入住.', 'star': 5}
{'descr': '吵死了，早上7点就开始施工，各种电钻声和锤子声~', 'star': 1}
{'descr': '吵死了，早上7点就开始施工，各种电钻声和锤子声~', 'star': 1}
{'descr': '房间还可以，下次来还住这。', 'star': 3}
{'descr': '房间还可以，下次来还住这。', 'star': 3}
{'descr': '周围环境不咋滴，房间一般般，但是总的来说还行，服务态度满意，价格便宜，欧拉。。。', 'star': 5}
{'descr': '周围环境不咋滴，房间一般般，但是总的来说还行，服务态度满意，价格便宜，欧拉。。。', 'star': 5}
{'descr': '不错阿～不错～不错不错不错不错不错不错不错～', 'star': 5}
{'descr': '不错阿～不错～不错不错不错不错不错不错不错～', 'star': 5}
{'descr': '不错～坐77路～下车就到～很方便～热水不错～灯暗了点～', 'star': 5}
{'descr': '不错～坐77路～下车就到～很方便～热水不错～灯暗了点～', 'star': 5}
{'descr': '在北京，还算是可以的吧，适合于我们这种学生.........', 'star': 5}
{'descr': '在北京，还算是可以的吧，适合于我们这种学生.........', 'star': 5}
{'descr': '还不错，挺干净！顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶', 'star': 5}
{'descr': '还不错，挺干净！顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶顶', 'star': 5}
{'descr': '经济实惠，热水、空调都好，浴巾建议更换太旧了。', 'star': 5}
{'descr': '经济实惠，热水、空调都好，浴巾建议更换太旧了。', 'star': 5}
{'descr': '酒店房间宽敞干净，装修了有点年头，所以没有新装的味道，酒店出行方便，离高速入口很近，价格也实惠，是出差最佳选择。', 'star': 3}
{'descr': '酒店房间宽敞干净，装修了有点年头，所以没有新装的味道，酒店出行方便，离高速入口很近，价格也实惠，是出差最佳选择。', 'star': 3}
{'descr': '很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住', 'star': 5}
{'descr': '很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住', 'star': 5}
{'descr': '很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住\n主要是便宜啊', 'star': 5}
{'descr': '很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住很好 下次还来住\n主要是便宜啊', 'star': 5}
{'descr': '房间装修不错，很大，服务态度也很好', 'star': 3}
{'descr': '房间装修不错，很大，服务态度也很好', 'star': 3}
{'descr': '＋房间有异味   空调制热不好', 'star': 3}
{'descr': '＋房间有异味   空调制热不好', 'star': 3}
{'descr': '  性价比不错，就是位置比较偏，服务态度一般', 'star': 5}
{'descr': '  性价比不错，就是位置比较偏，服务态度一般', 'star': 5}
{'descr': '还不错，简陋了点，这次感觉很闷，，，。。。', 'star': 5}
{'descr': '还不错，简陋了点，这次感觉很闷，，，。。。', 'star': 5}
{'descr': '还尅一啊，要求不高的，可以啊，可以住一次', 'star': 5}
{'descr': '还尅一啊，要求不高的，可以啊，可以住一次', 'star': 5}
{'descr': '房间挺好，暖和，热水也来得快。服务态度挺好的。', 'star': 5}
{'descr': '房间挺好，暖和，热水也来得快。服务态度挺好的。', 'star': 5}
{'descr': '我预定的，居然说没有订单，肯定是把房间给别人了，这么点信誉都没有吗？', 'star': 5}
{'descr': '我预定的，居然说没有订单，肯定是把房间给别人了，这么点信誉都没有吗？', 'star': 5}
{'descr': '这次感觉很闷，可能是不通风吧，希望经常开门通气。', 'star': 5}
{'descr': '这次感觉很闷，可能是不通风吧，希望经常开门通气。', 'star': 5}
{'descr': '挺好的，因为不是带窗户的，所以有点潮，有点闷', 'star': 5}
{'descr': '挺好的，因为不是带窗户的，所以有点潮，有点闷', 'star': 5}
{'descr': '还可以，如果要求不高的话，可以去看看的。', 'star': 5}
{'descr': '还可以，如果要求不高的话，可以去看看的。', 'star': 5}
{'descr': '由于时间和行程安排原因，没有入住，不好意思。', 'star': 5}
{'descr': '由于时间和行程安排原因，没有入住，不好意思。', 'star': 5}
{'descr': '就是环境差点，其他还不错…', 'star': 3}
{'descr': '就是环境差点，其他还不错…', 'star': 3}
{'descr': '挺好的！~~~~挺实惠~~....环境也不错....', 'star': 5}
{'descr': '挺好的！~~~~挺实惠~~....环境也不错....', 'star': 5}
{'descr': '只是住了一个晚上，印象不深，闷，空气不太好，', 'star': 5}
{'descr': '只是住了一个晚上，印象不深，闷，空气不太好，', 'star': 5}
{'descr': '价格满实惠的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '价格满实惠的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '住过这个酒店，但是以后再也不会入住了。前台服务太差，优惠卷就是骗人的，每个前台小姐的优惠活动说得都不一样。房价说好是139，结账时又说是169，100元的折扣卷后面明明说是抵掉门市价的100元，结账时就是不能抵扣100，发折扣卷时就说可以减100元的，都确认了的。“入住的时候也是说可以减100元的，说我入住的是139元的房间，付款只要39元的，结账就成169元了”。\n这酒店算是被这帮子人给毁了！关', 'star': 1}
{'descr': '住过这个酒店，但是以后再也不会入住了。前台服务太差，优惠卷就是骗人的，每个前台小姐的优惠活动说得都不一样。房价说好是139，结账时又说是169，100元的折扣卷后面明明说是抵掉门市价的100元，结账时就是不能抵扣100，发折扣卷时就说可以减100元的，都确认了的。“入住的时候也是说可以减100元的，说我入住的是139元的房间，付款只要39元的，结账就成169元了”。\n这酒店算是被这帮子人给毁了！关', 'star': 1}
{'descr': 'hao .................', 'star': 5}
{'descr': 'hao .................', 'star': 5}
{'descr': '不错哦。。很好的酒店。。。。呵呵呵。。。。。。。', 'star': 5}
{'descr': '不错哦。。很好的酒店。。。。呵呵呵。。。。。。。', 'star': 5}
{'descr': '还行。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还行。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间靠近总台…空调不能制热…隔音效果一般…外面人说话听的很清楚…价格还算公道吧…', 'star': 1}
{'descr': '房间靠近总台…空调不能制热…隔音效果一般…外面人说话听的很清楚…价格还算公道吧…', 'star': 1}
{'descr': '还好吧，就是房间有一点小，然后隔音一般，但是这个价位确实不贵的。可以考虑', 'star': 1}
{'descr': '还好吧，就是房间有一点小，然后隔音一般，但是这个价位确实不贵的。可以考虑', 'star': 1}
{'descr': '虽然条件差一些，但性价比较高，可以考虑下次再入住。', 'star': 5}
{'descr': '虽然条件差一些，但性价比较高，可以考虑下次再入住。', 'star': 5}
{'descr': '床睡的很舒服 被子盖的很舒服  只是电视台少了些尤其是CCTV-5没有 以及稍微偏了点  呵呵 不过还是很有性价比', 'star': 5}
{'descr': '床睡的很舒服 被子盖的很舒服  只是电视台少了些尤其是CCTV-5没有 以及稍微偏了点  呵呵 不过还是很有性价比', 'star': 5}
{'descr': '还算干净，但没窗户的感觉有点压抑，很干燥，马桶超级不好，冲不干净，水流太缓了。', 'star': 5}
{'descr': '还算干净，但没窗户的感觉有点压抑，很干燥，马桶超级不好，冲不干净，水流太缓了。', 'star': 5}
{'descr': '很便宜 打的到市中心十几块钱 一楼的房间隔音效果不怎么好', 'star': 5}
{'descr': '很便宜 打的到市中心十几块钱 一楼的房间隔音效果不怎么好', 'star': 5}
{'descr': '不错  价格便宜 位置还可以 对要求不是非常高的人绝对是首选', 'star': 5}
{'descr': '不错  价格便宜 位置还可以 对要求不是非常高的人绝对是首选', 'star': 5}
{'descr': '性价比还可以，交通挺方便，周边小吃店很多，值得一住。', 'star': 5}
{'descr': '性价比还可以，交通挺方便，周边小吃店很多，值得一住。', 'star': 5}
{'descr': '还是不错的，除过没有窗户，交通方便，基本属于市中心', 'star': 5}
{'descr': '还是不错的，除过没有窗户，交通方便，基本属于市中心', 'star': 5}
{'descr': '这次入住的感觉不错，不过要是有单人间就更好了', 'star': 5}
{'descr': '这次入住的感觉不错，不过要是有单人间就更好了', 'star': 5}
{'descr': '不太好找，\n有线电视还不是数字电视没几个频道', 'star': 1}
{'descr': '不太好找，\n有线电视还不是数字电视没几个频道', 'star': 1}
{'descr': '感觉不错  就是空气不流通  但不错了。。。。。。。。。', 'star': 5}
{'descr': '感觉不错  就是空气不流通  但不错了。。。。。。。。。', 'star': 5}
{'descr': '好家快捷酒店整体说还可以，周围环境不太好，有望改善，下次出差还打算住。', 'star': 5}
{'descr': '好家快捷酒店整体说还可以，周围环境不太好，有望改善，下次出差还打算住。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '不错，性价比高，交通便利，就是周围环境不怎么干净，有待改善', 'star': 5}
{'descr': '不错，性价比高，交通便利，就是周围环境不怎么干净，有待改善', 'star': 5}
{'descr': '环境不错 值得推荐的地方 性价比比较高 就是早上打车不是很方便', 'star': 3}
{'descr': '环境不错 值得推荐的地方 性价比比较高 就是早上打车不是很方便', 'star': 3}
{'descr': '距离火车站不算远，公交车也还方便，但毕竟不是繁华地带，晚上出去比较麻烦。设施一般吧，99返20券还算可以，再贵就不建议在这儿住，晚上来回打车费用算下来也不便宜。', 'star': 1}
{'descr': '距离火车站不算远，公交车也还方便，但毕竟不是繁华地带，晚上出去比较麻烦。设施一般吧，99返20券还算可以，再贵就不建议在这儿住，晚上来回打车费用算下来也不便宜。', 'star': 1}
{'descr': '十一去无锡  住在那  位置有点偏 整体感觉还行 性价比高 ', 'star': 5}
{'descr': '十一去无锡  住在那  位置有点偏 整体感觉还行 性价比高 ', 'star': 5}
{'descr': '挺好的，方便，省了很多时间找住的地方，交通还算方便', 'star': 5}
{'descr': '挺好的，方便，省了很多时间找住的地方，交通还算方便', 'star': 5}
{'descr': '＋酒店附近公交线路多，出行方便，银行网点多，办理业务也方便，房间卫生，经济实惠！', 'star': 5}
{'descr': '＋酒店附近公交线路多，出行方便，银行网点多，办理业务也方便，房间卫生，经济实惠！', 'star': 5}
{'descr': '性价比不错噢 就是有点霉味 不通风', 'star': 3}
{'descr': '性价比不错噢 就是有点霉味 不通风', 'star': 3}
{'descr': '这个价位，算是性价比很高了。但是因为没有窗户，房间不通风，始终有股霉味。总体房间很干净，管理也很严格。一般住住确实蛮好了。', 'star': 5}
{'descr': '这个价位，算是性价比很高了。但是因为没有窗户，房间不通风，始终有股霉味。总体房间很干净，管理也很严格。一般住住确实蛮好了。', 'star': 5}
{'descr': '感觉还可以.房间很宽敞.服务很热情.要是有室外窗就好了.', 'star': 5}
{'descr': '感觉还可以.房间很宽敞.服务很热情.要是有室外窗就好了.', 'star': 5}
{'descr': '条件还不错，对得起这个价钱，只是周围修路，绕来绕去很难找啊', 'star': 5}
{'descr': '条件还不错，对得起这个价钱，只是周围修路，绕来绕去很难找啊', 'star': 5}
{'descr': '10月3日入住，由于无锡市区道路改造，按照导航仪的路线摸了大概快一个小时才到。房间卫生良好，但与走廊相隔的那堵墙和门的隔音效果太差，早晨有别的人在走廊经过，脚步声和说话听的一清二楚。设施吗，与别的快捷酒店差不多，个人感觉需要改进的就是洗漱间的地板，太滑了，老人住很不安全。', 'star': 5}
{'descr': '10月3日入住，由于无锡市区道路改造，按照导航仪的路线摸了大概快一个小时才到。房间卫生良好，但与走廊相隔的那堵墙和门的隔音效果太差，早晨有别的人在走廊经过，脚步声和说话听的一清二楚。设施吗，与别的快捷酒店差不多，个人感觉需要改进的就是洗漱间的地板，太滑了，老人住很不安全。', 'star': 5}
{'descr': '房间的卫生间很大很干净，环境不错。宽带速度也很快。前台服务再热情些就好了。', 'star': 3}
{'descr': '房间的卫生间很大很干净，环境不错。宽带速度也很快。前台服务再热情些就好了。', 'star': 3}
{'descr': '房间很不错，位置也很好，有很多公交直到景区。就是附近吃饭的地方不是很多。', 'star': 5}
{'descr': '房间很不错，位置也很好，有很多公交直到景区。就是附近吃饭的地方不是很多。', 'star': 5}
{'descr': '该酒店的环境不错', 'star': 5}
{'descr': '该酒店的环境不错', 'star': 5}
{'descr': '就连纸也自费，坑人啊', 'star': 1}
