{'descr': '帮人定的，还好吧，具体自己看', 'star': 4}
{'descr': '总体还不错，服务态度也可以.满意  下次还会选汉庭的。', 'star': 5}
{'descr': '总的来说还可以，旁边有个好又多购物方便的很!!!!!!', 'star': 5}
{'descr': '总的来说还可以，旁边有个好又多购物方便的很!!!!!!', 'star': 5}
{'descr': '不错。很干净整洁，美中不足的就是通风效果有点不好。有点闷闷的。下次还会选择', 'star': 5}
{'descr': '不错。很干净整洁，美中不足的就是通风效果有点不好。有点闷闷的。下次还会选择', 'star': 5}
{'descr': '挺好的，就是有点闷啊，没窗户吧..........', 'star': 5}
{'descr': '挺好的，就是有点闷啊，没窗户吧..........', 'star': 5}
{'descr': '不错，就是灯光太暗了  ', 'star': 3}
{'descr': '不错，就是灯光太暗了  ', 'star': 3}
{'descr': '房间干净整洁，只交房费不交押金，不用退房，非常的方便，价格也便宜，不错', 'star': 5}
{'descr': '房间干净整洁，只交房费不交押金，不用退房，非常的方便，价格也便宜，不错', 'star': 5}
{'descr': '给朋友订的房，朋友说挺好的，呵呵 下次还来，呵呵呵 呵呵呵，在无锡市区的地方都挺方便的', 'star': 5}
{'descr': '给朋友订的房，朋友说挺好的，呵呵 下次还来，呵呵呵 呵呵呵，在无锡市区的地方都挺方便的', 'star': 5}
{'descr': '比较方便，离火车站比较近，房间设施一般，性价比比较高', 'star': 5}
{'descr': '比较方便，离火车站比较近，房间设施一般，性价比比较高', 'star': 5}
{'descr': '房间还不错，就是不怎么透气，窗户太小开了跟没开差不多。服务态度不错，早餐种类一般。以后要是再去无锡，会考虑继续住', 'star': 5}
{'descr': '房间还不错，就是不怎么透气，窗户太小开了跟没开差不多。服务态度不错，早餐种类一般。以后要是再去无锡，会考虑继续住', 'star': 5}
{'descr': '房间隔音很差。换房间都不能换。', 'star': 3}
{'descr': '房间隔音很差。换房间都不能换。', 'star': 3}
{'descr': '屋子在走廊中间 有点别扭  不过洗澡间很有特点，     值得推荐 。。 ~！！！！', 'star': 5}
{'descr': '屋子在走廊中间 有点别扭  不过洗澡间很有特点，     值得推荐 。。 ~！！！！', 'star': 5}
{'descr': '酒店不错，离火车站不算太远，2站路，厕所是干湿分开的，这个是我最中意的，有网络网速也很快，值得推荐', 'star': 5}
{'descr': '酒店不错，离火车站不算太远，2站路，厕所是干湿分开的，这个是我最中意的，有网络网速也很快，值得推荐', 'star': 5}
{'descr': '总台服务不错，房间设施个方便都很齐全.卫生间是全透明的。', 'star': 5}
{'descr': '总台服务不错，房间设施个方便都很齐全.卫生间是全透明的。', 'star': 5}
{'descr': '前台服务员动作挺麻利的，但服务态度有待改善', 'star': 1}
{'descr': '前台服务员动作挺麻利的，但服务态度有待改善', 'star': 1}
{'descr': '酒店位置很好，出行方便，外部环境也可以，车位太少，，，，', 'star': 5}
{'descr': '酒店位置很好，出行方便，外部环境也可以，车位太少，，，，', 'star': 5}
{'descr': '位置还不错，如果从火车站南广场出来，步行一会就到了\n对面就是沃尔玛，购物方便，离车站也很近，去景点也很方便', 'star': 5}
{'descr': '位置还不错，如果从火车站南广场出来，步行一会就到了\n对面就是沃尔玛，购物方便，离车站也很近，去景点也很方便', 'star': 5}
{'descr': '房间性价比很高，非常不错，设施很新，卫生也很不错，床小了点。但睡的还是很舒服的。整体的感觉还是很满意的啊。', 'star': 5}
{'descr': '酒店周末的特价房性价比真的很高，房间的设施不错，卫生也很好。入住的很满意。酒店的位置也不错。超市就在对面。很方便出行。', 'star': 5}
{'descr': '贵酒店因为是连锁酒店，所以环境卫生方面做的挺不错的，但是服务方面还是有点欠缺，一是耐心，二是用心，希望贵酒店能在这方面多加强管理，祝越办越好！', 'star': 5}
{'descr': '贵酒店因为是连锁酒店，所以环境卫生方面做的挺不错的，但是服务方面还是有点欠缺，一是耐心，二是用心，希望贵酒店能在这方面多加强管理，祝越办越好！', 'star': 5}
{'descr': '由于出差需要，同时连锁酒店也比较值得信赖，以后有机会还会入住贵酒店，酒店重在装潢条件和环境卫生及服务，希望贵酒店越做越好！！', 'star': 5}
{'descr': '酒店的房间不大，可能是特价房的缘故吧，不过卫生很不错，设施还是比较齐全的。床也比较舒服。唯一的遗憾是电视机小了点。整体比较满意。', 'star': 5}
{'descr': '离火车站近 步行10分钟就到了 周边小吃店挺多的，公交车站也挺多的，不过说无窗的 其实还有有一个内窗 是面向走廊的', 'star': 5}
{'descr': '离火车站近 步行10分钟就到了 周边小吃店挺多的，公交车站也挺多的，不过说无窗的 其实还有有一个内窗 是面向走廊的', 'star': 5}
{'descr': '地理位置不错，出行方便。房间一般。附近购物还是很方便。', 'star': 5}
{'descr': '房间还算干净但是，和网站的楼层信息不符。。。', 'star': 3}
{'descr': '很不错', 'star': 3}
{'descr': '床大,经济实惠,位于市区,购物很方便.\n\n只是卫生间肥皂质量太差,太小,根本不够用.\n\n洗澡透明玻璃,我不喜欢.', 'star': 5}
{'descr': '不错，性价比很高，态度也很好，地理位置也不错，距离崇安寺步行街很近，超赞', 'star': 5}
{'descr': '比较干净，设施不错，就是隔音效果不好。。。。。', 'star': 5}
{'descr': '比较干净，设施不错，就是隔音效果不好。。。。。', 'star': 5}
{'descr': '前台服务态度不错，就是位置比较难找，问了火车站附近杂货商店老板也不懂 就问了警察才具体大概方向，就是没有直达的公交，只能坐公交10路到春申路101医院好像，就两个站，走过去就到了 跟宏宇大厦一栋楼。汉庭房间样式都查不多，就是淋浴间与卫生间比较小，其他都不错。性价比高 觉得值了。', 'star': 5}
{'descr': '前台服务态度不错，就是位置比较难找，问了火车站附近杂货商店老板也不懂 就问了警察才具体大概方向，就是没有直达的公交，只能坐公交10路到春申路101医院好像，就两个站，走过去就到了 跟宏宇大厦一栋楼。汉庭房间样式都查不多，就是淋浴间与卫生间比较小，其他都不错。性价比高 觉得值了。', 'star': 5}
{'descr': '酒店还不错，可以凭房卡在大厅内免费60分钟上网，并喝免费的咖啡。房间分无窗和有窗房。在写字台和床头柜，各有一根网线。网速在1m左右。上网看新闻和QQ什么的搓搓有余。浴室有一面玻璃是透明的，如果需要私密，可以把窗帘拉下。不太喜欢他们的沐浴露。', 'star': 5}
{'descr': '酒店还不错，可以凭房卡在大厅内免费60分钟上网，并喝免费的咖啡。房间分无窗和有窗房。在写字台和床头柜，各有一根网线。网速在1m左右。上网看新闻和QQ什么的搓搓有余。浴室有一面玻璃是透明的，如果需要私密，可以把窗帘拉下。不太喜欢他们的沐浴露。', 'star': 5}
{'descr': '还可以 就是洗澡水不热 而且半夜走廊有人说话', 'star': 5}
{'descr': '环境还行，作为简单休息还是蛮好滴，服务态度也不错~', 'star': 5}
{'descr': '环境还行，作为简单休息还是蛮好滴，服务态度也不错~', 'star': 5}
{'descr': '房间设施一般。价格偏高', 'star': 3}
{'descr': '感觉整洁是  我的  第一印象，前台服务也很 好。交通 很方便。', 'star': 5}
{'descr': '真不错，挺好，价格也合理公道。下次还会去住的。', 'star': 5}
{'descr': '风格延续汉庭的典型风格，还比较喜欢，只是不喜欢卫生间是透明玻璃的直对着床头，晚上睡觉不安心', 'star': 3}
{'descr': '风格延续汉庭的典型风格，还比较喜欢，只是不喜欢卫生间是透明玻璃的直对着床头，晚上睡觉不安心', 'star': 3}
{'descr': '靠马路的房间晚上比较吵,电视机陈旧，但是服务很好，酒店地段不错，出行方便', 'star': 3}
{'descr': '靠马路的房间晚上比较吵,电视机陈旧，但是服务很好，酒店地段不错，出行方便', 'star': 3}
{'descr': '性价比很高，就是窗靠马路，晚上有点吵，另外酒店服务很好，以后还会选择这家', 'star': 5}
{'descr': '性价比很高，就是窗靠马路，晚上有点吵，另外酒店服务很好，以后还会选择这家', 'star': 5}
{'descr': '就是有点吵，隔音不太好，建议选择不靠马路的', 'star': 5}
{'descr': '就是有点吵，隔音不太好，建议选择不靠马路的', 'star': 5}
{'descr': '前台态度差，爱理不理的 ，不推荐大家去，去如家以后', 'star': 3}
{'descr': '前台态度差，爱理不理的 ，不推荐大家去，去如家以后', 'star': 3}
{'descr': '前台服务态度差，爱理不理的', 'star': 1}
{'descr': '前台服务态度差，爱理不理的', 'star': 1}
{'descr': '位置比较好找，设施简单干净，不过服务员有的挺有礼貌的，有的一般，需要整体改进、提升，提高服务热情。', 'star': 5}
{'descr': '位置比较好找，设施简单干净，不过服务员有的挺有礼貌的，有的一般，需要整体改进、提升，提高服务热情。', 'star': 5}
{'descr': '房间很干净，环境不错，可惜订的特价大床房没有窗户不太方便，那天正好去的时候正在下小雨，在房间休息了一会儿之后也不知道外面的雨停没停。总体来说还是不错的', 'star': 5}
{'descr': '房间很干净，环境不错，可惜订的特价大床房没有窗户不太方便，那天正好去的时候正在下小雨，在房间休息了一会儿之后也不知道外面的雨停没停。总体来说还是不错的', 'star': 5}
{'descr': '服务好，环境好，价值合理，住着很舒适，很满意', 'star': 5}
{'descr': '服务好，环境好，价值合理，住着很舒适，很满意', 'star': 5}
{'descr': '酒店还好了,地板比较破,不过订房间的过程很纠结,这二十也不好拿......', 'star': 5}
{'descr': '酒店还好了,地板比较破,不过订房间的过程很纠结,这二十也不好拿......', 'star': 5}
{'descr': '性价比还不错的酒店', 'star': 5}
{'descr': '性价比还不错的酒店', 'star': 5}
{'descr': '不错的酒店,值得推荐,就是从火车站步行过去有点远.', 'star': 5}
{'descr': '不错的酒店,值得推荐,就是从火车站步行过去有点远.', 'star': 5}
{'descr': '位置离火车站、汽车站都比较近，步行即可。\r\n\r\n附近购物、就餐方便。\r\n\r\n服务热情，不靠街的房间很安静。\r\n\r\n还会再次入住。', 'star': 5}
{'descr': '位置离火车站、汽车站都比较近，步行即可。\r\n\r\n附近购物、就餐方便。\r\n\r\n服务热情，不靠街的房间很安静。\r\n\r\n还会再次入住。', 'star': 5}
{'descr': '该店的新春百元房不象常州,南京的汉庭可以要求是双床房,只能给单床房,要换双床房还说要加钱,令人不快.房间较小设施也较旧,卫生间是透明的,不是情侣一起住会有些不便.交通一般,都要走到火车站去坐车,下次住还是到火车站店.服务员的态度还是很好的.', 'star': 1}
{'descr': '该店的新春百元房不象常州,南京的汉庭可以要求是双床房,只能给单床房,要换双床房还说要加钱,令人不快.房间较小设施也较旧,卫生间是透明的,不是情侣一起住会有些不便.交通一般,都要走到火车站去坐车,下次住还是到火车站店.服务员的态度还是很好的.', 'star': 1}
{'descr': '房间挺好，就是有点吵，推荐', 'star': 5}
{'descr': '房间挺好，就是有点吵，推荐', 'star': 5}
{'descr': '酒店的隔音效果不是特别好，可以听见别的房间的电视声音，但是酒店是新装修过的，所以很干净，也比较简洁，位置还非常好，交通很方便。', 'star': 5}
{'descr': '酒店的隔音效果不是特别好，可以听见别的房间的电视声音，但是酒店是新装修过的，所以很干净，也比较简洁，位置还非常好，交通很方便。', 'star': 5}
{'descr': '酒店的位置离火车站很近,交通都很方便的,酒店的服务都还可以的', 'star': 5}
{'descr': '酒店的位置离火车站很近,交通都很方便的,酒店的服务都还可以的', 'star': 5}
