{'descr': '还可以 有点小 不过地理位置不错', 'star': 3}
{'descr': '再次入住此酒店。总体感觉仍然不错。一方面是酒店本身的位置非常方便，无论是去虹桥还是浦东机场，还是到虹桥火车站坐动车、高铁，地铁2号线极为便利。去世博园区乘7号线也很方便。酒店在入住时根据实际情况，将大床A升级为双床标间，方便了带孩子住宿，价格仍保持247，很贴心。遗憾的是，酒店的电梯一直没弄好，行李沉重还得自己搬运。希望酒店能尽早将电梯搞好，并在门口设一位接待人员，帮助旅客将行李从大门口提到电梯处', 'star': 5}
{'descr': '再次入住此酒店。总体感觉仍然不错。一方面是酒店本身的位置非常方便，无论是去虹桥还是浦东机场，还是到虹桥火车站坐动车、高铁，地铁2号线极为便利。去世博园区乘7号线也很方便。酒店在入住时根据实际情况，将大床A升级为双床标间，方便了带孩子住宿，价格仍保持247，很贴心。遗憾的是，酒店的电梯一直没弄好，行李沉重还得自己搬运。希望酒店能尽早将电梯搞好，并在门口设一位接待人员，帮助旅客将行李从大门口提到电梯处', 'star': 5}
{'descr': '位置很好。因为我们要去梅陇镇签证，所以很方便就过去了。但是房间里有一股怪味，尤其是卫生间，味道刺鼻。毛巾什么的看起来都脏脏的。不会再住。', 'star': 5}
{'descr': '位置很好。因为我们要去梅陇镇签证，所以很方便就过去了。但是房间里有一股怪味，尤其是卫生间，味道刺鼻。毛巾什么的看起来都脏脏的。不会再住。', 'star': 5}
{'descr': '非常不错的酒店。\n交通极为方便，2号7号地铁交汇，静安寺近在咫尺。\n我定的是大床房A，客房较为宽敞，房间一个大双人床、一个双人沙发、写字台。满足商务及待客的需要。\n稍显不足的是离高架桥较近，有一点嘈杂。', 'star': 5}
{'descr': '非常不错的酒店。\n交通极为方便，2号7号地铁交汇，静安寺近在咫尺。\n我定的是大床房A，客房较为宽敞，房间一个大双人床、一个双人沙发、写字台。满足商务及待客的需要。\n稍显不足的是离高架桥较近，有一点嘈杂。', 'star': 5}
{'descr': '推荐入住，性价很好，不错，挺值的', 'star': 3}
{'descr': '推荐入住，性价很好，不错，挺值的', 'star': 3}
{'descr': '环境一般，电梯故障，服务态度欠佳。', 'star': 3}
{'descr': '环境一般，电梯故障，服务态度欠佳。', 'star': 3}
{'descr': '延安宾馆的副楼，门牌号和延安宾馆是一个的。楼已经很旧了，不过房间里面还可以，不算小。就是床单什么的看上去有点脏。由于靠近高架，有个别房间会比较吵，订房的时候注意跟前台说一下，避免住到靠近高架的房间。', 'star': 1}
{'descr': '延安宾馆的副楼，门牌号和延安宾馆是一个的。楼已经很旧了，不过房间里面还可以，不算小。就是床单什么的看上去有点脏。由于靠近高架，有个别房间会比较吵，订房的时候注意跟前台说一下，避免住到靠近高架的房间。', 'star': 1}
{'descr': '真无语的酒店', 'star': 3}
{'descr': '真无语的酒店', 'star': 3}
{'descr': '格林豪泰（上海延安中路店）\n出行较方便~~~还行~~~~~~', 'star': 5}
{'descr': '格林豪泰（上海延安中路店）\n出行较方便~~~还行~~~~~~', 'star': 5}
{'descr': '酒店的卫生太差，刷牙杯里有一只死苍蝇，柜子的玻璃面上有一层的灰，卫生间设施太旧，水龙头会晃动，热水放了十几分钟都没有，结帐的时候问总台他们说要放二十几分钟才有热水', 'star': 1}
{'descr': '酒店的卫生太差，刷牙杯里有一只死苍蝇，柜子的玻璃面上有一层的灰，卫生间设施太旧，水龙头会晃动，热水放了十几分钟都没有，结帐的时候问总台他们说要放二十几分钟才有热水', 'star': 1}
{'descr': '帮订，据说位置不错。性价比可以。', 'star': 3}
{'descr': '帮订，据说位置不错。性价比可以。', 'star': 3}
{'descr': '条件整体给我印象不是太好，位置还好出行方便，其它各方面有待提高.', 'star': 3}
{'descr': '房间有些偏小，室内硬件齐全，服务不错，卫生条件还行', 'star': 5}
{'descr': '交通很便利 周围美食也很多 苏浙汇和后面的大渔铁板烧都很不错 但是要提前定位置 房间比较旧 早餐不太好 总体还可以吧', 'star': 5}
{'descr': '交通很便利 周围美食也很多 苏浙汇和后面的大渔铁板烧都很不错 但是要提前定位置 房间比较旧 早餐不太好 总体还可以吧', 'star': 5}
{'descr': '酒店价格还行，房间硬件比较齐全，床铺和卫生间打扫的干净，住宿环境还是不错的', 'star': 3}
{'descr': ':服务态度好，还行。', 'star': 3}
{'descr': ':服务态度好，还行。', 'star': 3}
{'descr': '设施比较陈旧，隔音效果不好。前台服务电话都打不通，任何服务事项都需要客人自己到前台办理，不太方便，另外也没有吧台电脑，需要旅行时候用电脑的朋友要慎重考虑。价位在这一地段还算可以，交通比较方便，总体来说性价比一般。', 'star': 1}
{'descr': '设施比较陈旧，隔音效果不好。前台服务电话都打不通，任何服务事项都需要客人自己到前台办理，不太方便，另外也没有吧台电脑，需要旅行时候用电脑的朋友要慎重考虑。价位在这一地段还算可以，交通比较方便，总体来说性价比一般。', 'star': 1}
{'descr': '相比傍边的延安饭店东楼，要好的多。而且价格也要偏低一点。\n服务也比较好，这两个地方相比，推荐格林豪泰。', 'star': 5}
{'descr': '相比傍边的延安饭店东楼，要好的多。而且价格也要偏低一点。\n服务也比较好，这两个地方相比，推荐格林豪泰。', 'star': 5}
{'descr': '房间还可以，就是隔音效果差\n\n而且需要自备牙具和纸巾', 'star': 5}
{'descr': '很好的酒店，性价比高，位置还行，出行也方便', 'star': 3}
{'descr': '  周围环境还可以，对面就是公安局,房间小了点,没有一次性洗漱用具，窗户处有点潮,比较干净,总体来说比较物有所值。', 'star': 3}
{'descr': '交通方便，其他也就一般，洗澡水太小了，附近吃饭地方也比较少', 'star': 5}
{'descr': '交通方便，其他也就一般，洗澡水太小了，附近吃饭地方也比较少', 'star': 5}
{'descr': '太迷你了，还没有任何一次性东东。但服务态度还不错。', 'star': 1}
{'descr': '设施尚可，就是边上就是高架，车辆太多大吵了！', 'star': 3}
{'descr': '设施尚可，就是边上就是高架，车辆太多大吵了！', 'star': 3}
{'descr': '还行吧，希望能守信用。还行吧，希望能守信用。', 'star': 5}
{'descr': '还行吧，希望能守信用。还行吧，希望能守信用。', 'star': 5}
{'descr': '临时住一下，还挺好的。我住的全天房，地方不大，网线太短了。别的都挺好。尤其服务特别好！暖气特别热，床就挨着暖气，很暖和。', 'star': 3}
{'descr': '还可以', 'star': 3}
{'descr': '出门坐公交车要走上一段。房间确实很袖珍，需要自带浴巾，隔音也不好。', 'star': 5}
{'descr': '我的一个U盘拉你们店里了 我大电话给你们前台的了说是找到了，但是我现在放假了我得寒假过后来取 不知道你们会不会帮我保留，谢谢啊，里面的资料对我来说是很重要的东西。谢谢！', 'star': 5}
{'descr': '房间很潮湿 而且店蛮小的 没有图片看上去的那么精致 前台服务也不怎么样 去的那天暖气还坏掉了 住的反正很憋屈  但是房间可以上网 价格也还算便宜 离火车站倒是不远 如果只是在哈市玩个一两天 也可以考虑入住  只能说很一般', 'star': 1}
{'descr': '总体还好，稍显陈旧.最重要的一点是，酒店楼的入口与一楼电梯之间有十数阶台阶，非常不利于行动不便和坐轮椅的残疾人士，而这一点又没有在酒店介绍中予以说明。我们到了以后，要先把病人搀扶到电梯口，再返回把轮椅搬上去。提出来是希望类似情况的人士注意此点。不是这种情况的还是可以入住的。', 'star': 5}
{'descr': '总体还好，稍显陈旧.最重要的一点是，酒店楼的入口与一楼电梯之间有十数阶台阶，非常不利于行动不便和坐轮椅的残疾人士，而这一点又没有在酒店介绍中予以说明。我们到了以后，要先把病人搀扶到电梯口，再返回把轮椅搬上去。提出来是希望类似情况的人士注意此点。不是这种情况的还是可以入住的。', 'star': 5}
{'descr': '真的很差劲。没有信用。\n预订酒店就是因为抵达太晚，预定了直接可以入住。\n晚上一点多到居然说房间住满。\n这表示预定什么根本没有作用。差劲！！！', 'star': 1}
{'descr': '真的很差劲。没有信用。\n预订酒店就是因为抵达太晚，预定了直接可以入住。\n晚上一点多到居然说房间住满。\n这表示预定什么根本没有作用。差劲！！！', 'star': 1}
{'descr': '隔音效果太差……弄得我们把枕头移到了另一边睡……', 'star': 1}
{'descr': '  房间特小  本来我订的是带窗的大床  结果给的无窗的圆床  \n\n  不过供暖还很好  很热   卫生条件 一般 ', 'star': 1}
{'descr': '酒店基本符合我的要求，就是热水不太好', 'star': 3}
{'descr': '酒店基本符合我的要求，就是热水不太好', 'star': 3}
{'descr': '虽然酒店不大 但是房间还挺宽敞 比较干净 地理位置也很好', 'star': 5}
{'descr': '虽然酒店不大 但是房间还挺宽敞 比较干净 地理位置也很好', 'star': 5}
{'descr': '这价格,这位置,格林豪泰已经表现非常完美了,下次还会入住', 'star': 3}
{'descr': '这价格,这位置,格林豪泰已经表现非常完美了,下次还会入住', 'star': 3}
{'descr': '地段相当的好，就在延安饭店边上，延安路高架下来也很方便。离静安寺也很近。值得推荐', 'star': 5}
{'descr': '地段相当的好，就在延安饭店边上，延安路高架下来也很方便。离静安寺也很近。值得推荐', 'star': 5}
{'descr': '上海这个地方，住这个酒店是首选。非常好，下次还会去', 'star': 5}
{'descr': '上海这个地方，住这个酒店是首选。非常好，下次还会去', 'star': 5}
{'descr': '不错，就是不知道为什么在店内看到的价格都比我在网上预订的价格贵呢？好像我这间房平时只用78元的，在网上要120呢，是不是过节价格就调高了啊~~整体还不错就是用什么都要花钱，自己去的时候带点洗漱的牙膏，面巾纸神马的，要是情侣去就还得带上......整体还8错', 'star': 5}
{'descr': '交通便捷，但是酒店装修有些陈旧了，还是蛮干净卫生的', 'star': 5}
{'descr': '交通便捷，但是酒店装修有些陈旧了，还是蛮干净卫生的', 'star': 5}
{'descr': '整体还是不错的，只是这次房间淋浴的水跟下小雨一样~', 'star': 5}
{'descr': '整体还是不错的，只是这次房间淋浴的水跟下小雨一样~', 'star': 5}
{'descr': '一句话 麻雀虽小五脏俱全。是小但是很暖和。也挺干净的周围吃的地方也挺多，就是不好找，熟悉工大的就没问题。外面的街道就不怎么干净，它不提供洗漱的要自带，有独立卫生间。离火车站不远离秋林也近', 'star': 5}
{'descr': '非常不错，房间很大，住得很舒服，就是离市中心稍微远了一点，最好自己开车去', 'star': 5}
{'descr': '非常不错，房间很大，住得很舒服，就是离市中心稍微远了一点，最好自己开车去', 'star': 5}
{'descr': '服务态度还蛮好的。交通也便利。值得推荐。', 'star': 3}
{'descr': '服务态度还蛮好的。交通也便利。值得推荐。', 'star': 3}
{'descr': '看图片觉得不错，但是房间太小，室内条件很一般，床单都没换，一切用品都收费，包括牙刷卫生纸。', 'star': 1}
{'descr': '地理位置优越，交通方便，值得推荐，还不错！', 'star': 5}
{'descr': '地理位置优越，交通方便，值得推荐，还不错！', 'star': 5}
{'descr': ' 房间还可以,离我办事的地方很近。就是离高架路很近,所以声音有点吵。', 'star': 3}
{'descr': ' 房间还可以,离我办事的地方很近。就是离高架路很近,所以声音有点吵。', 'star': 3}
{'descr': ',很好的,一切皆便利...', 'star': 3}
{'descr': '酒店设施较旧，服务员态度较差，业务不熟。', 'star': 1}
{'descr': '酒店设施较旧，服务员态度较差，业务不熟。', 'star': 1}
{'descr': '我订的是商务标准房，其实就是普通房的配置，而且冲凉的水超小', 'star': 1}
{'descr': '我订的是商务标准房，其实就是普通房的配置，而且冲凉的水超小', 'star': 1}
{'descr': '地方离我办事情的比较近，服务态度蛮好，唯一的缺点是热水不热', 'star': 5}
{'descr': '地方离我办事情的比较近，服务态度蛮好，唯一的缺点是热水不热', 'star': 5}
{'descr': '不是自己住，帮朋友定的，她说还不错。主要是地理位置很好。', 'star': 5}
{'descr': '不是自己住，帮朋友定的，她说还不错。主要是地理位置很好。', 'star': 5}
{'descr': '发票快寄过来啊~~~已经块2个星期了~~~', 'star': 5}
{'descr': '发票快寄过来啊~~~已经块2个星期了~~~', 'star': 5}
{'descr': '这酒店离开会的地方比较近，很方便！不过离地铁站有点远哦，从火车站过去不太方便。', 'star': 5}
{'descr': '这酒店离开会的地方比较近，很方便！不过离地铁站有点远哦，从火车站过去不太方便。', 'star': 5}
{'descr': '世博期间市中心价格最便宜的酒店了，平日价还很公道，就是设施有点老。', 'star': 5}
{'descr': '世博期间市中心价格最便宜的酒店了，平日价还很公道，就是设施有点老。', 'star': 5}
{'descr': '不错，下周我还要带老父亲到华山医院看病，我依然还会选择格林豪泰。', 'star': 5}
{'descr': '不错，下周我还要带老父亲到华山医院看病，我依然还会选择格林豪泰。', 'star': 5}
{'descr': '酒店方便经济', 'star': 3}
{'descr': '酒店方便经济', 'star': 3}
{'descr': '位置比较方便，但是房间不太大。总体来说还行，早餐一般，', 'star': 5}
{'descr': '位置比较方便，但是房间不太大。总体来说还行，早餐一般，', 'star': 5}
{'descr': '很舒适，在世博期间的价格也还不错。\n位置相当好，距离静安寺很近，距离常熟路的酒吧街也很近，如果去上海有了加购物，极力推荐！', 'star': 5}
{'descr': '很舒适，在世博期间的价格也还不错。\n位置相当好，距离静安寺很近，距离常熟路的酒吧街也很近，如果去上海有了加购物，极力推荐！', 'star': 5}
{'descr': '上海延安饭店的附楼,位置好.服务员太少,,总体一般', 'star': 5}
{'descr': '上海延安饭店的附楼,位置好.服务员太少,,总体一般', 'star': 5}
{'descr': '酒店的位置很好，只是唯一的缺点是酒店的热水不热,在206靠窗有点吵。', 'star': 5}
{'descr': '酒店的位置很好，只是唯一的缺点是酒店的热水不热,在206靠窗有点吵。', 'star': 5}
{'descr': '世博期间订的房。该酒店位置非常好，而且房间比较宽敞。还有一个双人沙发，这样就不用总是坐在床上。\r\n一家三口住在里面都很宽敞。', 'star': 5}
{'descr': '世博期间订的房。该酒店位置非常好，而且房间比较宽敞。还有一个双人沙发，这样就不用总是坐在床上。\r\n一家三口住在里面都很宽敞。', 'star': 5}
{'descr': '+环境还可以，酒店人员服务不够好！', 'star': 5}
{'descr': '+环境还可以，酒店人员服务不够好！', 'star': 5}
{'descr': '世博期间，静安寺附近的酒店涨得厉害。不过这家设施实在比较差，不如如家等经济型酒店...', 'star': 1}
{'descr': '世博期间，静安寺附近的酒店涨得厉害。不过这家设施实在比较差，不如如家等经济型酒店...', 'star': 1}
{'descr': '位置佳是一大卖点，设施旧了，灯光也暗，早出晚归者，就是睡个觉可以。', 'star': 1}
{'descr': '位置佳是一大卖点，设施旧了，灯光也暗，早出晚归者，就是睡个觉可以。', 'star': 1}
{'descr': '酒店位置离地铁站和公交站位置都较远，出行不便', 'star': 1}
{'descr': '酒店位置离地铁站和公交站位置都较远，出行不便', 'star': 1}
{'descr': '位置很不错，房间也过的去，就是稍微老了一点。', 'star': 5}
{'descr': '位置很不错，房间也过的去，就是稍微老了一点。', 'star': 5}
{'descr': 'kkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 1}
{'descr': 'kkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 1}
{'descr': '位置很好，就是离高架近有一点点吵，房间隔音设施不好，隔壁房间半夜打牌的声音都听得到，其他还不错~', 'star': 5}
{'descr': '位置很好，就是离高架近有一点点吵，房间隔音设施不好，隔壁房间半夜打牌的声音都听得到，其他还不错~', 'star': 5}
{'descr': '很不错！酒店的位置挺好！很适合我们办事！', 'star': 3}
{'descr': '很不错！酒店的位置挺好！很适合我们办事！', 'star': 3}
{'descr': '酒店的位置超好，卫生条件还不错，就是房间稍小，值得推荐。', 'star': 5}
{'descr': '酒店的位置超好，卫生条件还不错，就是房间稍小，值得推荐。', 'star': 5}
{'descr': '世博期间，整体来说还过得区，就是结账的时候用了很长时间，导致我不得不打的去机场，多花了170元。', 'star': 3}
{'descr': '世博期间，整体来说还过得区，就是结账的时候用了很长时间，导致我不得不打的去机场，多花了170元。', 'star': 3}
{'descr': '位置不错，条件还可以，就是世博期间有点难订。', 'star': 5}
{'descr': '位置不错，条件还可以，就是世博期间有点难订。', 'star': 3}
{'descr': '位置不错，条件还可以，就是世博期间有点难订。', 'star': 5}
{'descr': '位置不错，条件还可以，就是世博期间有点难订。', 'star': 3}
{'descr': '设施比较老，延安饭店的副楼，卫生一般，位置很好', 'star': 5}
{'descr': '设施比较老，延安饭店的副楼，卫生一般，位置很好', 'star': 5}
