{'短评内容': '好！', '短评打分': 5}
{'短评内容': '服务意识非常差，我已经预定好的房间，下了火车要进去入住的前再次打电话确认时，被告知我所预定的房间已经卖出去了，让我另找酒店。劝所有的人都不要再住这个酒店。', '短评打分': 1}
{'短评内容': '位置还可以，就是配置低一些，卫生条件稍微差一些。', '短评打分': 1}
{'短评内容': '这家酒店蛮实惠，还不错的,价廉物美~~！', '短评打分': 5}
{'短评内容': '还不错.前台很热情.整体感觉不错.就是设备质量有点令人纠结.如果第一次到这边容易找不到路', '短评打分': 5}
{'短评内容': '房间不错，设施齐全，比同等价位的酒店，甚至一百多的快捷酒店好多了。', '短评打分': 3}
{'短评内容': '入住条件还可以。。在南宁火车站附近价格比较合适，适合中低档位的选择入住', '短评打分': 5}
{'短评内容': '离火车站并不近····招牌小···环境差·····不会再去第二次了·····', '短评打分': 1}
{'短评内容': '不会再去第二次····条件差···离火车站远···', '短评打分': 1}
{'短评内容': '位置很方便，过年有定了这家酒店，实惠也挺干净', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '不行，太旧了，也太远了，房间怪怪的，不推荐\n1', '短评打分': 1}
{'短评内容': '不行，太远了，也太旧了，怪怪的，味道,希望改进！', '短评打分': 1}
{'短评内容': '感觉不错！', '短评打分': 3}
{'短评内容': '还好，价格比较合理，位置稍微有些绕。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '条件一般，价格便宜。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '一般，就是离火车站近，几十块的价格也好不到哪里的', '短评打分': 1}
{'短评内容': '不太满意,比预想的差', '短评打分': 5}
{'短评内容': '日租房环境，环境不好，卫生感觉差。不推荐', '短评打分': 1}
{'短评内容': '房间面积堪比4星级酒店，房屋质量基本上是家庭旅馆水平，地理位置绝对在市中心，离火车站、机场大巴站非常近，楼下是市场卖水果极方便且便宜，经济型饭馆众多，吃饭很方便，楼下还有几家正规便利店。总之性价比高，特别适合自助游朋友，推荐！', '短评打分': 5}
{'短评内容': ' 房间里看起来比较温馨 床很大 有电脑 外部换境比较乱 都是那种日租房 月租房', '短评打分': 5}
{'短评内容': '感觉很一般，位置很难找，房间有点像招待所，不过老板很热情', '短评打分': 1}
{'短评内容': '+价格比较优惠，环境还不错，有待继续加油', '短评打分': 5}
{'短评内容': '宣传内容与实际情况不符，卫生差，交钱后不满意退房不退钱，感觉上当受骗。', '短评打分': 5}
{'短评内容': '就是地理位子比较难找,服务态度很好!装修有点陈旧,但是是个实惠的酒店!', '短评打分': 5}
{'短评内容': '比上次改进多了，有酒店的感觉了，服务很好值得推荐', '短评打分': 5}
{'短评内容': '房间设施不错，但卫生一般，位置还好，离车站不远', '短评打分': 5}
{'短评内容': '能做饭，有洗衣机，有冰箱，有电脑，还行呵', '短评打分': 5}
{'短评内容': '房间的装修的很一般跟象自己家住的房子，卫生打扫的还是可以，出行还不错，价格服务态度都还可以。', '短评打分': 5}
{'短评内容': '性价比一般，有点住家的感觉，很普通，但是总体感觉一般', '短评打分': 1}
{'短评内容': '地理位置还可以，设施有些陈旧，服务还可以，卫生条件差一些。', '短评打分': 3}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '位置在火车站不远，卫生很不错，主要是服务很好，真的有家的感觉。但就是床垫很薄，建议酒店每个床加个床垫', '短评打分': 5}
{'短评内容': '根本没法住', '短评打分': 1}
