{'短评内容': '住了两晚 非常舒服的酒店 干净安静 打扫房间的阿姨很客气 门口饭店小吃店很多 ＂外婆家＂距酒店600米', '短评打分': 5}
{'短评内容': '还算一般吧。房间里的椅子面是活动的，刚一做差点没摔地上。后来服务员给我换了一把折叠椅。硬件设施需要更新了。', '短评打分': 5}
{'短评内容': '性价比还算可以。但是酒店的设施有些陈旧了，特别是房间内的地毯看起来很脏。\n', '短评打分': 5}
{'短评内容': '环境设施还不错，早餐也不错。只不过感觉略贵，离想象的还是差那么一点。', '短评打分': 1}
{'短评内容': '酒店不错，地理位置很好，服务员也热情负责', '短评打分': 5}
{'短评内容': '四星半的酒店。住宿环境不错，房间大小适中，地理位置很好。不过房间里可供消费的东西不多。', '短评打分': 5}
{'短评内容': '十一期间,价格长的较多呢,早餐人也多,还可以接受吧.附近有个外婆家,很好呢.总有人排队等呢.', '短评打分': 5}
{'短评内容': '酒店交通方便，设施和服务都很满意，我和同事们长期入住这里，办事很方便。', '短评打分': 5}
{'短评内容': '我已入住浙江新世纪大酒店(杭州)', '短评打分': 3}
{'短评内容': '酒店地址挺好的，服务也不错，就是早餐的品种不是很多。\n不过下次去杭州，还是会去的。', '短评打分': 5}
{'短评内容': '地方还可以，总体还可以。稍微有点吵，设施有点旧。', '短评打分': 5}
{'短评内容': '到了前台主动给升级了房间。设施、环境不错。位置也好，标准5星级酒店。酒店内的云南菜口味很好。下次有机会还去。\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '多次入住该酒店了，感觉前台的服务态度越来越差了，不但业务差，而且态度也很差。今天退房时（19日上午10点正），把卡交给服务员，她一个手在打电话，另一个手完全可以把卡接下来，但她故意不接，要我等。等我大了嗓门，叫她接她才不高兴地接下来。\n总之，服务态度太差！！！', '短评打分': 1}
{'短评内容': '酒店位置不错，比较方便。最近感觉餐厅味道不是很好，菜的种类变化少，吃来吃去就是几个老菜。好几个点了还说没有。要改进啊。', '短评打分': 5}
{'短评内容': '酒店主要在市中心 出行相对方便  但是前台的退房 还是有待改进 大厅的灯偏暗 总体感觉不明亮  停车位比较紧张 虽然里面有个立体停车场              ', '短评打分': 5}
{'短评内容': '我是帮别人定的房间，据朋友反馈，总体感觉可以。就是餐厅空调到晚上8点就停了。这几天很热，一关空调马上就热了，尽管服务员马上拿来了电扇，但房间还是很闷，只好马上撤退。今天晚宴也只好订到其他酒店了。\n请转告新世纪大酒店：你这样其实不省钱，生意跑了。', '短评打分': 1}
{'短评内容': '据说乒乓球奥运会冠军马林曾经多次入住该酒店。近期会议非常多，要定酒店的话，请尽量早一点。早饭品种多样，冷热兼顾，营养全面。', '短评打分': 5}
{'短评内容': '浙江新世纪大酒店地段还可以在附近的酒店中价格还能接受，酒店有些陈旧了，旁边工地晚上也开工的 有点吵，不过把窗都关起来的话也还好不死那么吵了。没有早餐有点不方便，旁边没有找到吃早餐的地方。', '短评打分': 1}
{'短评内容': '我觉得是挺好的一家酒店，设施不错，餐厅也好，就是不是很安静，所以晚上对安静需求很高的来说并不是很好。', '短评打分': 5}
{'短评内容': '酒店很干净，而且晚上特别幽静。最近还特地请了鲁菜的大师掌勺，和原杭州菜比别有风味。 ', '短评打分': 5}
{'短评内容': '整体环境可以，服务比较规范，房间略微小点。', '短评打分': 5}
{'短评内容': '商旅居住还可以，早餐一般，交通方便.房间干净。', '短评打分': 5}
{'短评内容': '卫生不错的，价格也合适，就是网速有点慢的。', '短评打分': 5}
{'短评内容': '老中国的风格 还可以的有宽带 饭也还不错', '短评打分': 5}
{'短评内容': '浙江新世纪大酒店（杭州）房间干净卫生，服务员很有礼貌，可以。', '短评打分': 5}
{'短评内容': '浙江新世纪大酒店（杭州）非常舒服，我和朋友都很喜欢', '短评打分': 5}
{'短评内容': '无论是房间还是服务态度都非常不错，值得推荐大家预定。', '短评打分': 5}
{'短评内容': '浙江新世纪大酒店（杭州）很方便，服务也好，很喜欢。下次还会入住。', '短评打分': 5}
{'短评内容': '浙江新世纪大酒店（杭州）很方便，服务也好，很喜欢。', '短评打分': 5}
{'短评内容': '位置不错，就是不知道是不是真的是四星级，好像是有疑问的。', '短评打分': 5}
{'短评内容': '糟糕的酒店,服务和房间设施都不理想,装沐浴露的盒子还是坏的,稍微一碰就掉了.而且酒店竟然没有一次性的剃须刀!没有动过他们的扑克牌,还非得说我用过了,晚上是10点左右到的酒店,难道是我自己跟自己打牌吗?早餐也急需改善.', '短评打分': 1}
{'短评内容': '条件一般，服务一般，像老式宾馆，交通不便利。', '短评打分': 1}
{'短评内容': '新世纪酒店不错，满意', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '房间非常大，旁边吃饭方便', '短评打分': 3}
{'短评内容': '房间装修有些陈旧，但还过得去。\n早餐比较丰盛。\n马路施工有些吵，影响睡懒觉', '短评打分': 5}
{'短评内容': '一般吧，卫生间的浴缸漏水不是特别快，洗澡不是特别舒服，感觉有点陈旧，按照这个价格的话，有点偏贵', '短评打分': 1}
{'短评内容': '是替哥哥的客户订的，很干净，空间也很大，地理位置也非常方便。只是前台服务员动作太慢了，等了老半天都没有弄好，如果这个有所改善的话，那就更好了。', '短评打分': 5}
{'短评内容': '交通比较方便，房间设备齐全，干净卫生，感觉比较满意。', '短评打分': 5}
{'短评内容': '不错的酒店，值得去住，就是位置有点难找，被子厚了点', '短评打分': 5}
{'短评内容': '内容', '短评打分': 3}
{'短评内容': '服务还行，地理位置也不错，价格合理，干净整洁，装修有点旧', '短评打分': 5}
{'短评内容': '一般吧，没有特别不好或者特别好的地方，早餐品种比较少。', '短评打分': 1}
{'短评内容': '不错的，以后去杭州还会住那家酒店,无意间的入住，让我出差找到了好的去处，浙江新世纪大酒店。', '短评打分': 5}
{'短评内容': '住宿还好，非常棒的。就是早餐品种逊色了些,客人比较多，所以有些嘈杂，四处墙角的电视机播着早上的新闻，有些吵。', '短评打分': 5}
{'短评内容': '好，居住环境，消费水平，适合白领，三星标准', '短评打分': 5}
{'短评内容': '位置可以，房间设施也行，推荐。离西湖有一定距离，打车去的。', '短评打分': 5}
{'短评内容': '＋房间干净，面积适中，价格合适。', '短评打分': 3}
{'短评内容': '该酒店位于武林门附近，硬件设施较好，卫生比较干净，住得比较舒服。', '短评打分': 5}
{'短评内容': '酒店位置不错，离西湖、市政府都不远。服务态度也不错。性价比也可以。', '短评打分': 5}
{'短评内容': '性价比还可以，位置有不错，酒店管理也好。', '短评打分': 5}
{'短评内容': '开始住进时感觉不好，但酒店经理的处理和关注很到位。', '短评打分': 5}
{'短评内容': '住两几次了，感觉还不错。就是门前场地不是很大，停个车有些不方便。\n', '短评打分': 5}
{'短评内容': '酒店内部还好，性价比还可以。希望早餐多些品种。', '短评打分': 5}
{'短评内容': '三星装修，早餐不是很好，位置还是挺好的，建议早餐改进\n', '短评打分': 5}
{'短评内容': '早餐有点差，装修三星标准，国营单位，其他还行', '短评打分': 5}
{'短评内容': '四星的价格，三星的水平\n早餐的吐死味道不错', '短评打分': 1}
{'短评内容': '酒店有些年份了但还好有重新装修过，就是床不太舒服。早餐还是不错的。', '短评打分': 1}
{'短评内容': '酒店地理位置不错，交通方便。服务也很好，但就是不知道为什么房间很干燥，被子盖得也不是很舒服，空调关了也还是很热的（呵呵，不好意思了，没见过冬天说怕热的吧！）', '短评打分': 5}
{'短评内容': '住过好几次了，感觉还不错。交通、停车都很方便，各方面都蛮舒服的', '短评打分': 5}
{'短评内容': '还行的。', '短评打分': 3}
{'短评内容': '非常不错的酒店，就是地理位置有点靠后，在马路上不大会留意。', '短评打分': 5}
{'短评内容': '离西湖的距离比我想象地要远，大床间很吵，本来打算换酒店，但是标间要清净些。服务比较差，基本上没有服务意识，但是这个价格是比较便宜的。下次不会再考虑了。', '短评打分': 1}
{'短评内容': '一般，性价比不好。', '短评打分': 3}
{'短评内容': '这是四星级标准吗？我很怀疑。设施老旧不说，房间也太超小，连经济型酒店都不如，并且酒店的位置在小巷子里，进出都堵车，特别是退房时间等待太长（没人情况下），唯一还行的就是提供的早餐还可以。', '短评打分': 1}
{'短评内容': '硬件较新，房间舒适，卫生很好，隔音。当然，服务更好。相比368元的房价很值。以后还会入住。', '短评打分': 5}
{'短评内容': '很负责的说，这家酒店很让我失望，合同订的很早：标准双人房含双早 券20&#165;720&#165;368双早,,但入住时说国庆期间加一百。酒店前被伊美挡住，后面一个工地，巨吵！设施最多三星水平！谁在说这家酒店早餐好，我和谁急！乱哄哄的，提醒下要住这家酒店的，早餐或是不在时务必把贵重物品，现金放保险箱！！！！切记！切记！', '短评打分': 1}
{'短评内容': '离西湖较远，公交车还算方便，下次还是挑离西湖近一点的酒店啦', '短评打分': 5}
{'短评内容': '由于标间没有了，给调到单间并加床解决。就是加床小了点。', '短评打分': 5}
{'短评内容': '＋挺干净，服务也不错。', '短评打分': 5}
{'短评内容': '酒店环境性价比一般', '短评打分': 5}
{'短评内容': '情况一般，早餐也一般。价格有点高…………', '短评打分': 5}
{'短评内容': '酒店在一条支路上,闹中取静,交通非常便利,离西湖市中心都挺近的.', '短评打分': 3}
{'短评内容': '酒店在一条小支路上.闹中取静,交通挺方便的,到西湖到市中心都挺近.服务也挺好.', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '前台人少，太慢，实习生较多\r\n酒店不是很好找', '短评打分': 5}
{'短评内容': '不错，推荐 不错，推荐 不错，推荐 不错，推荐', '短评打分': 3}
{'短评内容': '性价比不错！值得推荐，前台工作效率能再提高一些就好了。', '短评打分': 5}
{'短评内容': '酒店很不错，早餐也好。就是早餐的时候别人不小心碰碎了我的盘子，我以为大家都看到了，也就没有说，结果服务员说没看到那个人，要我赔20元，我就赔了20元，但我觉得10元可以了，市场上就10元差不多，更何况是批发。', '短评打分': 3}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '+很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店环境和设施不错，早餐也可以，再加上蛋炒饭、豆花等中式花样就更好了。', '短评打分': 5}
{'短评内容': '位置不错方便我办事，酒店设施和服务也还不错，下次会考虑继续入住', '短评打分': 3}
{'短评内容': '与“四星”不符。且没有电脑。设备旧陈。而且一家人吃早餐，七岁小孩需要另加收费，全国少见。', '短评打分': 1}
{'短评内容': '好像是四星级酒店吧，可是一晚上才300块，非常划算。酒店毛巾超级超级白，赞一个。前台服务也很好，checkin的时候遇到一个难缠的阿姨，前台的小姐还是很耐心帮她，感觉培训很到。酒店位置也不错靠近外婆家，出门打的也方便。还有就是房间有保险柜，正好能装下我的电脑，我这程在苏州上海杭州呆了10天住了这件宾馆最便宜但服务设施都最好，所以给好评。', '短评打分': 5}
{'短评内容': '酒店设施略现陈旧，而且服务员态度也不是很好，卫生情况一般，唯一好的就是位置较好，在庆春路旁', '短评打分': 5}
{'短评内容': '房间卫生不错，酒店环节也很好，早餐不错，推荐', '短评打分': 3}
{'短评内容': '该酒店不知为什么打电话说是我朋友有东西落在那里？？我朋友又说没有莫名奇妙', '短评打分': 1}
{'短评内容': '设施相对较旧，其他还好。', '短评打分': 5}
{'短评内容': '卫生设施各方面都很好,尤其值得一提的是早餐,非常好!美中不足的是离西湖稍微有点远了.', '短评打分': 5}
{'短评内容': '很好的酒店，房间和服务都不错', '短评打分': 3}
{'短评内容': '忘了说了，印象很深的早餐，杭州第一', '短评打分': 3}
{'短评内容': '房间性价比留下深刻印象，至少好过附近的几家。下次来杭州首选这里！', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店位置不错，闹中取静，酒店前台人挺多却只有一人结帐，耽误时间，服务有待升级。', '短评打分': 5}
{'短评内容': '很不错的酒店，房间干净，服务态度不错，早餐不错', '短评打分': 5}
{'短评内容': '每次都会住', '短评打分': 3}
{'短评内容': '位置在市中心，离景点较远，出租车不太好打，酒店周边环境较好，干净安全；早餐很丰富，味道也不错；房间内设施齐全，但是好象有一点霉味。', '短评打分': 5}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '还可以，就是15楼的大床房有点小', '短评打分': 5}
{'短评内容': '地毯味重，设施较老，其他还好', '短评打分': 5}
{'短评内容': '很差', '短评打分': 1}
{'短评内容': '晚上飞机起飞太频繁啦，有点吵', '短评打分': 3}
{'短评内容': '是个不错的酒店&#183;下次还会住&#183;建议早餐咖啡可以浓一点哦', '短评打分': 5}
{'短评内容': '有飞机不停的起飞。。。有点吵', '短评打分': 1}
{'短评内容': '还不错~\r\n', '短评打分': 3}
{'短评内容': '给客户住了好多次了，评价都还可以~', '短评打分': 5}
{'短评内容': '值得推荐', '短评打分': 5}
{'短评内容': '酒店有些旧，服务态度很好，就是动作慢，修理半天才来。', '短评打分': 5}
{'短评内容': '酒店管理还不错，设施还好。就是打的有点困难。很多会议客人，早餐人太多。', '短评打分': 5}
{'短评内容': '离西湖区最近，性价比高', '短评打分': 5}
{'短评内容': '住了二次,晚上多被外面的车声吵得难以入睡.窗外就是莫干山路.其他的不错.酒店门口527公交线,能直到动物园.', '短评打分': 5}
{'短评内容': '整体感觉相当不错 房间超级大  嘿嘿！ 不错不错', '短评打分': 3}
{'短评内容': '总体感觉相当不错！', '短评打分': 5}
{'短评内容': '前台综合素质有待提高', '短评打分': 5}
{'短评内容': '总体感觉不错。关键价格不贵。', '短评打分': 5}
{'短评内容': '还行吧。。凑合,早餐很差', '短评打分': 1}
{'短评内容': '位置在市中心但稍偏，其他一切基本不错，网络速度很好，一晚上挂了4个电影的BT,4个半小时下了2.8G。', '短评打分': 5}
{'短评内容': '其他都不错，是床和枕头不太好！', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '还不错，卫生比较好，就是睡觉外面公路汽车声音大了点！', '短评打分': 5}
{'短评内容': '夜里睡觉总有声音，像是老鼠，吓死我了，熬到天亮，', '短评打分': 1}
{'短评内容': '晚上睡觉路上汽车声音太响了。。。。。最好做2层玻璃窗。', '短评打分': 5}
{'短评内容': '还不错，卫生比较好。', '短评打分': 5}
{'短评内容': '我觉得酒店环境还可以，位置也挺方便的，我比较满意\n', '短评打分': 3}
{'短评内容': '房间不错，灯光温馨，早餐很好。 ', '短评打分': 5}
{'短评内容': '位置还是不错的,离市中心很近,出行都很方便,房间的卫生和设施上也都不错,住着很舒适,而且性价比也是比较高的.', '短评打分': 3}
{'短评内容': '酒店很一般,和大多数酒店一样千篇一律没有自己的特点,位置很好离西湖,杭州市里都不是很远.', '短评打分': 3}
{'短评内容': '卫生好,出入方便,在附近区域办事的话较好.特价时价位较好.', '短评打分': 5}
{'短评内容': '房间很小，床也不够舒服，靠边摆放，明显局促，虽然有电脑，但舒适度受影响，房间还朝北。性价比极差。不推荐。', '短评打分': 1}
{'短评内容': '酒店的整体不错的，服务设施以及卫生都可以的，酒店的位置不错的，方便出行，价格有点高了，', '短评打分': 5}
{'短评内容': '经常住在这里，比较喜欢它周边的环境，离办事点也比较近，出行很方便，价格上还比较合理的', '短评打分': 5}
{'短评内容': '酒店整体感觉还可以,干净舒适,价格也是符合我的要求；就是位置有些稍偏,如果打车到西湖的话也要有一会；', '短评打分': 5}
{'短评内容': '早上餐饮的管理很乱！', '短评打分': 1}
{'短评内容': '其他都不错\r\n但是关键的两点不好\r\n房间隔音太差，睡觉的时候街上汽车声音太响，睡不好。\r\n中午吃饭饭菜做的不好，西湖醋鱼实在是太腥，其他几个菜也就一般。', '短评打分': 1}
{'短评内容': '酒店周边交通比较便利,其它没有什么特殊感觉,也就一般', '短评打分': 5}
{'短评内容': '房间隔音效果不好，晚上睡觉外面汽车声音太响了。。。', '短评打分': 1}
{'短评内容': '酒店位置在市中心离西湖不算远，但在节假日打的不容易。自助早餐还算丰富，390元是价位有这样的早餐不错了。离店的时候漏了袋在杭州买的特产，到机场了才发现，打电话给酒店，请他们给速递，酒店工作人员马上就了联系速递公司，并告诉我五一期间放假，速递要到四号以后才可以寄出。&lt;br /&gt;\n总的来说，个人认为住这家酒店性价比较高。', '短评打分': 5}
