{'短评内容': '早餐还不错', '短评打分': 4}
{'短评内容': '酒店是我认为济宁市里最好的吗，值得推荐的酒店。周边是金融街，银行都很方便，离运河城及银座都很近，酒店的早餐也很不错', '短评打分': 5}
{'短评内容': '酒店设施新，房间大，卫生好，早餐较丰富，交通便利，附近用餐也比较方便，位于市中心，就是上下班时间段搭车困难。', '短评打分': 5}
{'短评内容': '这家酒店算是济宁市区里最好的酒店了，交通很便利，房间设施和酒店服务也不错。总体而言，性价比还蛮高的。', '短评打分': 5}
{'短评内容': '酒店岁数比较大了~\n床有点硬~\n服务还行，房间安排位置有点问题~11111111111111111111111', '短评打分': 5}
{'短评内容': '在网上找的，入住后感觉还不错的酒店，酒店自配电脑，网速也很快，房间比较大，就是邻街的房间比较吵，总体来说，还是很稀饭的！', '短评打分': 5}
{'短评内容': '出差济宁的首选，房间不是济宁最好的，但综合环境最适合。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '最好不要订沿街的房间,太吵。\n早餐一般,交通还行。\n11111111111111111111111111111111\n11111111111111111111111111111', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '酒店设施还不错，早餐品种不算丰富，周围吃饭购物地方找不到。', '短评打分': 5}
{'短评内容': '酒店距离济宁北站很近，交通比较方便，酒店硬件很好，性价比较高，餐饮也不错', '短评打分': 5}
{'短评内容': '酒店环境在当地比较不错，餐饮还需提高，可以推荐给朋友们。', '短评打分': 5}
{'短评内容': '酒店和不错，早餐没有以前好了。在服务上很好！我下次还是会去住！', '短评打分': 5}
{'短评内容': '在济宁的首选。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还不错了。在市区办公也方便，就是房价偏高，毕竟圣都比他便宜。凑足20个字。', '短评打分': 5}
{'短评内容': '政府的饭店。\n下面有一家文物商店。东西好贵。\n离博物馆不远。可以步行。', '短评打分': 5}
{'短评内容': '房间还可以，中餐厅吃饭不太方便，可点的菜品种不多。', '短评打分': 5}
{'短评内容': '再次入住，房间还可以，在济宁算好的了，早餐品种少了点。', '短评打分': 5}
{'短评内容': '马马虎虎...............................................', '短评打分': 5}
{'短评内容': '在济宁市区算比较好的选择，房间一般，早餐一般，九点就收餐有点早了。', '短评打分': 5}
{'短评内容': '饭店地处济宁市内，交通方便，工作人员，服务热情、周到。', '短评打分': 5}
{'短评内容': 'should be the best hotel in town.\n', '短评打分': 5}
{'短评内容': '很好，服务很及时。早餐厅的格局变了，感觉食物花样少了。', '短评打分': 5}
{'短评内容': '早餐总是这么早就结束了，8：50就开始清理早餐了，硬件一般，服务一般，还好吧，济宁也没太好的酒店了', '短评打分': 5}
{'短评内容': '行程比较匆忙，只住了没几天，性价比尚可。', '短评打分': 5}
{'短评内容': '房间不错，晚上还送水果，很人性，就是早餐结束的太早了', '短评打分': 5}
{'短评内容': '酒店早餐结束的太早了，9点结束，8：50员工就开始兵兵乓乓的收拾了，实在 不像是4星级的酒店', '短评打分': 5}
{'短评内容': '不错的酒店 房间很好 每天送水果 早餐也不错', '短评打分': 5}
{'短评内容': '价格有点偏高，早餐还可以，最不好就是早餐9点就结束，太早了，8：50开始服务员首着客户就开始乒乒乓乓的收拾东西了，招待所才9点早餐结束呢', '短评打分': 5}
{'短评内容': '酒店房间较大，但设施一般不是新的。离市区近，交通便利。', '短评打分': 1}
{'短评内容': '设施一般，走廊有股霉味，服务还不错，不喜欢房间复合地板', '短评打分': 1}
{'短评内容': '去济宁的首选，不错的选择。。。。。。。。。', '短评打分': 5}
{'短评内容': '豪华大床房，房间很干净，也宽敞，隔音很好。酒店位置不错，出租车方便。前台、房间服务人员态度好。结账时糊里糊涂；早餐不敢恭维。携程不停地给我短信：酒店说你没入住呀……最后一晚，11:40左右，接到了骚扰电话……俺老婆刚走……前3晚都没有，时间咋掐的这么准呢？', '短评打分': 5}
{'短评内容': '豪华大床房，房间很干净，也宽敞，隔音很好。酒店位置不错，出租车方便。前台、房间服务人员态度好。结账时糊里糊涂；早餐不敢恭维。携程不停地给我短信：酒店说你没入住呀……', '短评打分': 5}
{'短评内容': '不错，环境舒适，交谈方便，服务态度可以，下次还去吧', '短评打分': 5}
{'短评内容': '挺好。在济宁只能住那了。凑，再凑足20个字。', '短评打分': 5}
{'短评内容': '房间还是很大，感觉价格还是有点贵，性价比不高。。。。。。', '短评打分': 5}
{'短评内容': '酒店是济宁最好的，服务还算不错。就是早餐收的太早了', '短评打分': 5}
{'短评内容': '酒店服务不错，不过房间隔音不太好', '短评打分': 3}
{'短评内容': '酒店不错，推荐同事出差去住，感觉也很好，下次去还会继续入住该酒店', '短评打分': 5}
{'短评内容': '酒店房间大,设施也不错,早餐丰富,值得一住.交通方便,周围路也宽大.', '短评打分': 5}
{'短评内容': '不错，可是没用上券，说我晚到了。凑字，凑足20个字。', '短评打分': 5}
{'短评内容': '房间宽大，早餐内容比较丰富。在济宁是比较好的酒店。', '短评打分': 5}
{'短评内容': '每次去济宁都住这家酒店，算济宁比较好的酒店了，早餐和晚餐都不错', '短评打分': 5}
{'短评内容': ' 住济宁的首选，就是房间点餐种类太少啊。。。。。。', '短评打分': 5}
{'短评内容': '位置不错，早餐丰富，就餐客人比较多，下次应该还会考虑', '短评打分': 5}
{'短评内容': '常住的地方了，在济宁地区算是可以的了，市中心', '短评打分': 5}
{'短评内容': '性价比尚可，自助餐一般。', '短评打分': 3}
{'短评内容': '酒店很不错，地理位置好，房间明亮宽敞，服务也是不错的。', '短评打分': 5}
{'短评内容': '已经第三次入住了，感觉还是一样的好，下次还会选择', '短评打分': 5}
{'短评内容': '酒店设施陈旧，内部装饰较差，四星级酒店竟然没有自己的酒店卖场，服务员态度还不错，位置一般，停车也不是很方便', '短评打分': 1}
{'短评内容': '房间非常大，交通还比较便利，挺好的。服务相当不错', '短评打分': 5}
{'短评内容': ' Dp 地段不错。房间整洁？ ', '短评打分': 3}
{'短评内容': '满好的酒店，下次来还会继续选择入住，周边交通满便利', '短评打分': 5}
{'短评内容': '房间差 服务差 隔音差 于四星表准差别太大', '短评打分': 1}
{'短评内容': '酒店不错，房间比较大，也很干净。下次来济宁，还会入住', '短评打分': 5}
{'短评内容': '服务蛮周到的，还有水果送，早餐非常丰盛，客房比较普通', '短评打分': 5}
{'短评内容': '酒店地理位置不错，出行很方便。干净舒适，服务也不错。', '短评打分': 5}
{'短评内容': '性价比还是很好了，房间也很大，酒店位置也不错，房间是新装修的，应该是济宁很好的酒店了', '短评打分': 5}
{'短评内容': '济宁地区还算可以的一个四星酒店，早餐还可以，不算最好的。', '短评打分': 5}
{'短评内容': '这是济宁最好的酒店，吃的，住的都舒服。\n我一直都住这个酒店。', '短评打分': 5}
{'短评内容': '服务不错，就是洗脸盆的水压太高，打开水溅得到处都是，细节注意就好了', '短评打分': 5}
{'短评内容': '环境不错，就是临街的一侧客房隔音效果差点，比较吵', '短评打分': 5}
{'短评内容': '总体还不错，早餐挺好。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店位置很方便，周边招商银行 交通银行 都很方便。', '短评打分': 5}
{'短评内容': '很不错的酒店，下次来还会住这里~性价比挺高的。', '短评打分': 5}
{'短评内容': '我在济宁住过几次，该酒店性价比一般。下次不住啦，去其他酒店或去兖州。', '短评打分': 1}
{'短评内容': '还算干净，可选择入住，自己决定啦。。。。。。', '短评打分': 5}
{'短评内容': '设施、服务没啥说的，就是价位有点偏高，对于济宁这个城市而言。', '短评打分': 5}
{'短评内容': '下次来还住这里,晚上没有骚扰电话，服务也热情', '短评打分': 5}
{'短评内容': '服务还可以，送水果，也比较安静。前台很热情，服务到位。', '短评打分': 5}
{'短评内容': '酒店整体不错。房间面积不小，给人感觉很舒服。', '短评打分': 5}
{'短评内容': 'very well located for my meetings but the hot water presseur was really bad and impossible to take a shower.', '短评打分': 1}
{'短评内容': '位置很好，非常方便，但是竟然没有热水可以淋浴。', '短评打分': 1}
{'短评内容': '酒店位置不错，可打的有些困难,服务和设施还可以，早餐有些简单', '短评打分': 5}
{'短评内容': '济宁的酒店可比价格低,可选的不多.这家酒店暖气特别不好.', '短评打分': 1}
{'短评内容': '房间卫生还不错，只是早餐比较简单。这里住宿还送景点票 ，非常好。下次还会住的', '短评打分': 5}
{'短评内容': '其它都好，就房间用餐很不爽啊，只提供房间给的菜单上的餐点，搞得我每次都炒鸡配饺子', '短评打分': 5}
{'短评内容': '前两天住的高级标间，单人房难定啊，房间还有小冰箱，今天住普通的小冰箱就没了，也没水果送啦', '短评打分': 5}
{'短评内容': '银座的酒店都一个样，没有什么特别的，也没什么出彩的，很干净，热水很足，硬件设施都过得去，下次去济宁，还会住', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '银座在济宁算不错的了\n就是暖气不太够', '短评打分': 3}
{'短评内容': '其它还好啦，就是晚上想点房间送餐服务，竟然只送房间单子上有的几个菜，也不派人上来帮忙点餐，拽啊', '短评打分': 5}
{'短评内容': '服务人员非常热情，很不错的酒店,向大家推荐', '短评打分': 5}
{'短评内容': '给朋友定的,朋友反映不错~~~~~~~~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '酒店还是不戳的，就是放间里的暖气太差了。', '短评打分': 5}
{'短评内容': '订的普通间.洗澡设施很差。空调一直不热。', '短评打分': 3}
{'短评内容': '总体还是相当不错的，房间较大，整洁。早餐因为太早离店，没吃到。', '短评打分': 5}
{'短评内容': '很不错的酒店，济宁首选，下次来还住这儿，值得推荐。', '短评打分': 5}
{'短评内容': '第二次入住，干净，床有点硬，早餐不错，在济宁算是不错的酒店了。', '短评打分': 5}
{'短评内容': ' 两间房间已入住  酒店较新  设施尚可  位置便利  不错  ', '短评打分': 3}
{'短评内容': '性价比不错的酒店，一直住，就是最近的电视都老了啊，老是拖影，换了一台一会也一样，可以换代啦', '短评打分': 5}
{'短评内容': '各方面都很不错 就是屋里空调不是很暖和 服务的水平也很好\n\n题外话：济宁的出租车真不好打……', '短评打分': 5}
{'短评内容': '饭店设施不错，服务也很到位。没想到济宁还有这么好的饭店。\n饭店周边的吃饭的地方不是很多。', '短评打分': 5}
{'短评内容': '在市区中心地带。机场免费班车经过。房间设施齐全。性价比很高', '短评打分': 5}
{'短评内容': '这个价格，我估计下次还是会住锦江。硬件一般', '短评打分': 1}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '交通方便，自助餐性价比高，价格还凑合，房间条件则一般。', '短评打分': 5}
{'短评内容': '还不错的酒店，性价比不错。早点嘛，在四星中只能算马马虎虎啦，环境还是很不错的', '短评打分': 5}
{'短评内容': '不错,的确是一个四星级的水平,而且水果和矿泉水很贴心', '短评打分': 5}
{'短评内容': '不错的酒店，订的晚了点还挺抢手，保持这个价格还是不错的', '短评打分': 5}
{'短评内容': '自助餐不错，性价比高，房间还凑合，交通方便。', '短评打分': 5}
{'短评内容': '不错，下次还住那里，总体来说还很不错的，得向别人推荐推荐', '短评打分': 5}
{'短评内容': '酒店还可以，商务的，你懂的。就在济宁的中心，红星路与古槐路交接', '短评打分': 5}
{'短评内容': '一如既往的好。美中不足在于价格上。比济宁市同样标准的酒店价格都稍贵  而且没什么优惠。', '短评打分': 5}
{'短评内容': '这个酒店设施和服务都不是很满意，以后不会再住在这里了。', '短评打分': 1}
{'短评内容': '房间还不错，就是因为还没开暖气房间有点冷，早餐太简单', '短评打分': 5}
{'短评内容': '房间比较干净，还送水果，比较遗憾的是早餐太简单，没西式早点', '短评打分': 5}
{'短评内容': '酒店环境不错 早餐也挺丰富的  推荐自助晚餐，很好吃', '短评打分': 5}
{'短评内容': '不错的酒店，下次还入住。服务很到位。晚上到的酒店，还有水果盘，早上带着走，还能应急，想的很周到。', '短评打分': 5}
{'短评内容': '不愧是四星级。房间很大。交通也便利。送的早餐质量也很好。', '短评打分': 5}
{'短评内容': '入住成功', '短评打分': 5}
{'短评内容': '+比济南的同名酒店好多了酒店设计房型设施条件还服务舒适度都不错', '短评打分': 5}
{'短评内容': '性价比非常好！建议停车场改进以方便车辆进出。', '短评打分': 5}
{'短评内容': '一家不错的酒店，比我们开始预想的要好点，早餐也不错，如果钱袋不是太紧的情况下，入住比较合适。', '短评打分': 5}
{'短评内容': '基本上每次去济宁都住这里，早餐还可以，硬件整体设施还算不错，在当地算是交通方便了。', '短评打分': 5}
{'短评内容': '气愤，刚入住时感觉还不错，可等到洗澡时发现水洒喷水到屋顶，到处漏水，刚打开始水温没上来喷了我一身冷水...!!!下次不住了...', '短评打分': 3}
{'短评内容': '房间里的插座太少了，而且不在写字台或者床头柜附近，使用很不方便，需要改进。', '短评打分': 3}
{'短评内容': '卫生还不错，但是写字台的玻璃板实在是不好，鼠标没法用，太滑了。', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 5}
{'短评内容': '十日23点已入住', '短评打分': 5}
{'短评内容': '服务优质，房间设施好，卫生很干净，服务人员都很有礼貌，推荐再来入住', '短评打分': 3}
{'短评内容': '性价比不高，卫生状况一般。周围购物不太方便。服务较差。', '短评打分': 3}
{'短评内容': '酒店住宿条件还是蛮好的,只是房间隔音效果不好,有点噪音', '短评打分': 5}
{'短评内容': '+满意', '短评打分': 5}
{'短评内容': '酒店在当地还行，不过总的来说不怎么样。。。。。。。。', '短评打分': 5}
{'短评内容': '办理入住之后上楼到1407发现房间竟然还没有打扫，服务员让我们等！非常生气让前台帮助换房到1506，洗脸池的水龙头水流非常小，房间内有一些霉味，早餐品种基本全是中式，菜和汤的口味太咸无法接受！总之这是一家非常让人失望的4星级酒店。', '短评打分': 1}
{'短评内容': '济宁银座佳悦酒店两个旁间已入住。', '短评打分': 5}
{'短评内容': '酒店的房间很大，很宽敞，但木地板感觉比较冷。服务不错，推荐下！', '短评打分': 5}
{'短评内容': '酒店卫生较好，服务周到。附近购物、出行非常方便。', '短评打分': 5}
{'短评内容': '+酒店很好，干净舒适！', '短评打分': 5}
{'短评内容': '再次入住了，酒店不错，性价比高，值得再住', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '性价比可以，早餐丰富，交通方便，房间比较大。', '短评打分': 3}
{'短评内容': '整体不错  呵呵   最好换成地毯~~~~~~~~~~', '短评打分': 3}
{'短评内容': '床的尺寸比较大，很舒服，下次还是会选择这里。', '短评打分': 3}
{'短评内容': ' 整体环境不错，但是酒店里面没有吹风机，地面不是地毯，是木地板，感觉太空旷。', '短评打分': 5}
{'短评内容': '位置很优越。房间挺大的，设施也比较完善，配备电脑。就是酒店没有好的酒吧区，晚上吃饭结束的很早 ', '短评打分': 5}
{'短评内容': '+不错', '短评打分': 3}
{'短评内容': '每次去济宁都会选择这家酒店，性价比较高，推荐入住。', '短评打分': 5}
{'短评内容': '总体上感觉不错的一家酒店，只是感觉价格偏高', '短评打分': 5}
{'短评内容': '干净/卫生/方便/服务质量好、早餐丰富、酒店环境温馨', '短评打分': 5}
{'短评内容': '不错的酒店，服务好。房间也干净明亮，值得再住。', '短评打分': 5}
{'短评内容': '房间非常满意，卫生条件好！', '短评打分': 5}
{'短评内容': '位置很好，机场大巴经过。房间里面还有电脑', '短评打分': 5}
{'短评内容': '还可以吧还可以吧还可以吧还可以吧还可以吧还可以吧', '短评打分': 5}
{'短评内容': '比预想的要好,在当地算是中上水平,可以推荐.', '短评打分': 5}
{'短评内容': '卫生间的地非常的滑，几次差点滑倒，而且双人间的床底下有很多瓜子皮和头发什么的 希望可以打扫  ', '短评打分': 5}
{'短评内容': '交通方便，设施好', '短评打分': 5}
{'短评内容': '去的比较晚，第二天走的比较早，没什么很深的印象，总体感觉还可以。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '每次都住这里，性价比还算可以', '短评打分': 5}
{'短评内容': '不错的四星级酒店,但是如果冷柜能换成冰箱就好了', '短评打分': 5}
{'短评内容': '很不错的酒店  ', '短评打分': 3}
{'短评内容': '房间小点  剩下的 都还行', '短评打分': 5}
{'短评内容': 'not bad', '短评打分': 5}
{'短评内容': '自助餐很难吃。餐厅居然没有散客的零点。', '短评打分': 5}
{'短评内容': '酒店在济宁地区算是不错的酒店了，服务业不错，有服务意识，但不太喜欢酒店房间是地板，还是喜欢地毯的，整体来说还不错。', '短评打分': 5}
{'短评内容': '酒店还可以，服务不到位。', '短评打分': 3}
{'短评内容': '去了2次了，住了2个不同的房间，有一个顽疾，卫生间水池的下水道似乎都是很堵的，洗个脸的水都要几分钟才能下得去，如果一直开着水龙头，怕是就要水漫金山了。', '短评打分': 5}
{'短评内容': '还算不错，反正济宁也就这个样子了，价钱小贵', '短评打分': 5}
{'短评内容': 'good', '短评打分': 5}
{'短评内容': '还不错的地方，就是价格高了点。', '短评打分': 5}
{'短评内容': '在济宁算不错的酒店，下次应该还会选择', '短评打分': 5}
{'短评内容': '位置不错，装修不错，还是蛮好的', '短评打分': 5}
{'短评内容': '门前较难打到车。', '短评打分': 5}
{'短评内容': '原以为同标准的房间舒适度都一样，但我错了；只能住南侧或东侧的高级标准间。', '短评打分': 1}
{'短评内容': '房间大，很不错的！', '短评打分': 5}
{'短评内容': '性价比很高，房间宽敞舒适。', '短评打分': 5}
{'短评内容': '早餐品种很多，服务态度也很好，推荐！', '短评打分': 3}
{'短评内容': '出差第二次入住，感觉很不错！', '短评打分': 5}
{'短评内容': '第一晚入住标准间，马桶堵了，淋浴下水不畅，洗发液没有，说明打扫房间时没有检查。向店方反映后，前两个问题解决了，但洗发液还是没有。在结账时向前台反映了，希望下次入住时不会再次发生类似的不便。\r\n早餐不错，中西餐都有。\r\n总体来说，是个不错的酒店，就是在细节方面需要进一步该进。值得推荐。', '短评打分': 5}
{'短评内容': '很好，支持！', '短评打分': 5}
