{'短评内容': '话说房间很舒适', '短评打分': 5}
{'短评内容': '酒店房间很大，非常适合家庭较长时间的居住，有厨房，餐桌，很方便', '短评打分': 5}
{'短评内容': '酒店房间内部环境不错，房间比较大，感觉不错！可以支持一下，就是大门不是很气派，登记在三楼，不知道最初的设计是什么思路。', '短评打分': 5}
{'短评内容': '酒店位置不错，舒适安静！', '短评打分': 3}
{'短评内容': '房间设施不错，交通方便，周围环境也好，吃饭也方便，就是隔音差一些', '短评打分': 5}
{'短评内容': '住过的客人非常满意（公司客户），以后还会推荐这家酒店。', '短评打分': 5}
{'短评内容': 'Nice location. Walking distance to National Conference center and there are a lot of stores and restaurents around.', '短评打分': 5}
{'短评内容': '很不错，不过我的房间只有一个电视，有的房间是有两个的', '短评打分': 3}
{'短评内容': '总台和预订人员服务态度很差，从来没有见到微笑服务，说话的态度很恶劣。客人反映问题时没等客人把话说完，酒店人员解释的会比客人说的多得多！！', '短评打分': 1}
{'短评内容': '酒店整体还行，就是10月份没有暖风空调。', '短评打分': 5}
{'短评内容': '酒店服务太差，主要是酒店营销、前台接待和餐饮，而且是听不进客人反映的问题！（客人反映问题时没等客人把话说完，酒店人员解释的会比客人说的多得多！！！！）', '短评打分': 5}
{'短评内容': '点评过很多次了，还是以前那个意见：酒店房间很大、设施和环境卫生不错，就是酒店服务太差！', '短评打分': 5}
{'短评内容': '房间很大，可是居然有一扇窗户没有夜用窗帘，美中不足。', '短评打分': 5}
{'短评内容': '非常 宽敞，非常温馨，非常便利，以后来一定还会选择', '短评打分': 5}
{'短评内容': '酒店真的很大，住的很过瘾，性价比超高，就是房间里的电脑不会弄', '短评打分': 5}
{'短评内容': '房间宽敞。 交通还行， 早上中午打车出行不易。', '短评打分': 5}
{'短评内容': '服务不是很好！工作人员有待训练。\n\n地点在亚运村， 离国家会议中心很近， 走得到。客房大是优点。\n', '短评打分': 5}
{'短评内容': '总台在3楼，很不方便！電梯小，只有兩部， 旅行團住客多。服务不是很好！\n\n酒店位置和房间设施不错，早餐还可以！\n\n', '短评打分': 5}
{'短评内容': 'Excellent location with lots fo great restaurents and entertainment. The room is spacious and clean. ', '短评打分': 5}
{'短评内容': '房间非常的大， 十分舒适。 地点就在大运村旁边， 交通方便。', '短评打分': 5}
{'短评内容': '房间很大，适合在网上预订。舒服，住过很多次了', '短评打分': 5}
{'短评内容': '酒店性价比很高，房间很大，交通、饮食各方面都很方便，', '短评打分': 5}
{'短评内容': '酒店服务极差！甚至包括销售、前台，餐饮就更不值得提了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 1}
{'短评内容': '酒店接待团队较多，所以在酒店的大部分时间里，不管是在总台接待、还是在餐厅、甚至是电梯里，总是乱哄哄的！另外，就是酒店生意好了，服务员的脸色就很难看了，而且一直是这样！！！', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 3}
{'短评内容': '地点好，交通方便， 房间面积很大。 十分方便在酒店房间里去做商务探讨和文案工作。就是厨房是摆设， 总台在3楼，感觉不是很方便。另：总台和预订人员服务态度很差，从来没有见到微笑服务，甚至说话的态度有点恶劣，是店大欺客，尽管我是常客！', '短评打分': 5}
{'短评内容': '地点好，交通方便， 房间面积很大。 十分方便在酒店房间里去做商务探讨和文案工作。就是厨房是摆设， 据说，要一次入住一个月以上的客人，才可能得到真正的厨房设备。', '短评打分': 5}
{'短评内容': '酒店非常不错，挺干净，也非常安静，设施很好很新，早餐品种稍微少了一些，周边吃饭的地方比较多，很方便，总体感觉不错，值得推荐。', '短评打分': 5}
{'短评内容': '这是第二次安排朋友入住该酒店，基本上朋友对该酒店的设施和服务都很满意。唯一感觉不方便的是，电梯数量很少。在白天好像任何时候，都有人在等电梯。还有，就是对访客来说，去房间会朋友的程序太麻烦。', '短评打分': 5}
{'短评内容': '酒店位置和房间设施不错，服务不是很好！\n早餐也还可以，中午有自助餐比较方便，但晚餐通常情况下由于没有人就餐显得比较简单，口味也比较单一和稍差！\n另：总台在3楼，感觉不是很方便！\n\n--------------------------------------------------------------------------------\n', '短评打分': 5}
{'短评内容': '酒店位置和房间设施不错，服务不是很好！\n早餐也还可以，中午有自助餐比较方便，但晚餐通常情况下由于没有人就餐显得比较简单，口味也比较单一和稍差！\n另：总台在3楼，感觉不是很方便！', '短评打分': 5}
{'短评内容': '这间酒店位置还不错， 交通方便，附近大小饭店都有。总之，吃住行都方便。最大的弱点就是，此酒店的电梯太少。', '短评打分': 5}
{'短评内容': '酒店总体不错，但早餐非常差。房间很大，位置也很好，离奥林匹克森林公园很近，走路2个路口就到。服务质量尚佳，有无烟楼层。价格适中。虽是套间，但也没有厨具。', '短评打分': 5}
{'短评内容': '房间蛮干净位置不错离鸟巢很近。但是不提供免费停车，自驾的朋友会不太方便', '短评打分': 3}
{'短评内容': '酒店位置不错，地处奥运场馆附近，晚上可以散步', '短评打分': 5}
{'短评内容': '酒店位置不错，距国家体育场鸟巢和水立方很近，交通也比较方便，房间很大，性价比较高', '短评打分': 5}
{'短评内容': '房间很大，装修也不错，服务也没有想象的那么差', '短评打分': 5}
{'短评内容': '客人在早餐时忘带回手机,客服发现并替客人保存下来,赞一个!', '短评打分': 5}
{'短评内容': '早餐不够丰富，价格偏高。每个房间只送一位早餐不够人性化。\n', '短评打分': 1}
{'短评内容': '房子没有想象到大，不过还可以，还算干净，布局还可以，可是竟然宽带收费，而且前台服务态度也不好，而且浴袍好像不太干净。', '短评打分': 1}
{'短评内容': '到北京一般都住这 房间大 宽敞 性价比高 早餐不错', '短评打分': 5}
{'短评内容': ' 价格适中，周围环境购物饮食方便，是较长时间出差的最佳落脚点。', '短评打分': 5}
{'短评内容': '设施真的不错，房间挺大，装修也不错，位置还凑合。', '短评打分': 5}
{'短评内容': '酒店非常不错，很舒服，很干净，就是酒店的门口小了点！', '短评打分': 5}
{'短评内容': '房间很大，设施新，性价比非常高，以后去那里还去住。', '短评打分': 5}
{'短评内容': ',酒店不错', '短评打分': 3}
{'短评内容': '位置好，大堂漂亮，前台和餐厅人员专业水准较高。附近吃饭很方便。床硬了点。', '短评打分': 5}
{'短评内容': ' 挺好的，还会入住', '短评打分': 3}
{'短评内容': '空间很大，不错。', '短评打分': 3}
{'短评内容': '非常非常棒的一个全套房式酒店 房间要什么有什么特别大特别干净\n电视有2台 地毯  木地板  电脑  隔音非常好  回家的感受\n\n要是可以把价格低一点 会长期选择的', '短评打分': 5}
{'短评内容': '不错!房间大,床大,入住离店办理手续利索,服务生勤快,英俊.', '短评打分': 5}
{'短评内容': '酒店不错，房间大，就是价格较高。早餐不错，品种蛮多。', '短评打分': 5}
{'短评内容': '房间够大，挺舒服的，不错。', '短评打分': 3}
{'短评内容': '不错，但是最近发现旅行社集体入住的特别多，总感觉高峰期电梯很吃力，要排队等电梯！', '短评打分': 5}
{'短评内容': ' 房间宽畅  总体性价比很好。 前台叫出租困难。 ', '短评打分': 3}
{'短评内容': '酒店不错，房间面积大，卫生条件也不错，感觉很舒适。', '短评打分': 5}
{'短评内容': '不错！各间房都76平米以上的面积。环境闹中取静。交通便利，周边餐厅娱乐设施齐全。大堂挂有酒店高层与各界明星的合影。足见人气，受欢迎程度相当高！', '短评打分': 5}
{'短评内容': ' 满意', '短评打分': 3}
{'短评内容': '房间大，地理位置方便，离鸟巢比较近，房间内设施一般，客厅小窗户没有窗帘，酒店走廊太窄', '短评打分': 5}
{'短评内容': '在这个酒店住了很多次，一直很喜欢，相比较酒店房间，这种套房酒店很有家的感觉，面积大，现在房间又添置了电脑，没有带笔记本的出差人可以很方便上网，只是每天使用费50元，呵呵，可以根据时间长短调整一下价格。', '短评打分': 5}
{'短评内容': '房间非常大，适合家庭住。地理位置也不错，亚运村附近，去周遍办事住非常划算！', '短评打分': 5}
{'短评内容': '酒店非常不错，交通较为便利，周边饮食点较多，挺方便的。房间很大，总体布局很好，类似居家感觉。只是有点问题：\n1）这次入住的215房间卫生间有点异味，需要维护了；\n2）上次提出了房间内有一扇小的窗户没有窗帘遮挡，一是晚上不雅，二是早晨光线进入太早，尽管空间不大，但是还是可以加装一个升降窗帘的，也是必要的。', '短评打分': 5}
{'短评内容': '很不错的酒店，宽敞、干净、整洁，值得推荐，早餐品种多多，中西均有，下次来还住这里。', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '还不错，帮朋友定的，自己看到房子后很满意，朋友也是，楼下发小广告的不少！呵呵', '短评打分': 5}
{'短评内容': '很不错的酒店。外表和电梯逊色了点儿，对房间的则宽敞大为惊喜。', '短评打分': 5}
{'短评内容': '交通方便，位置也好。外表其貌不扬，里面别有洞天。值得推荐！', '短评打分': 5}
{'短评内容': '酒店房间很舒适，设施比较新，有居家的舒适感觉，值得推荐。建议将操作台上方的小窗户想办法增加一个窗帘或遮挡，房间内所有窗户都有窗帘，唯独这扇没有，估计因为太窄不好配置，但酒店的管理者要知道，你们酒店的多数房间的这个窗户好像是对着卫生间的，没有窗帘好像不太合适吧。 \n', '短评打分': 5}
{'短评内容': '床太窄了，别打还可以,datangzaisancen!', '短评打分': 5}
{'短评内容': '很温馨的酒店,很舒适,喜欢,一切都很便利,下回还去!', '短评打分': 5}
{'短评内容': '酒店交通比较方便，房间全是套房，很宽敞，性价比好', '短评打分': 5}
{'短评内容': '北京凯富国际全套房酒店酒店地处亚运村，交通方便，房间全部是套房，房间很大，性价比比较高 \n', '短评打分': 5}
{'短评内容': '酒店地处亚运村，交通方便，房间全部是套房，房间很大，性价比比较高', '短评打分': 5}
{'短评内容': '房间比较新，卫浴中等偏上，起晚了，早餐没吃到。', '短评打分': 5}
{'短评内容': '第二次入住了，方便干净，套房酒店，价格还算公道吧。。。', '短评打分': 5}
{'短评内容': '很喜欢的房间布置，关键是够宽敞。性价比很高，喜欢。离鸟巢也近。', '短评打分': 5}
{'短评内容': '酒店位置不错，去机场很方便便捷，房间很大，全是套房，也很干净', '短评打分': 5}
{'短评内容': '酒店房间很大，设施也比较新，非常舒适，值得推荐', '短评打分': 5}
{'短评内容': '房间真的不错，冬天室内温度很好，没开空调就很暖和。房间也很干净、整洁。真的很不错。订的698的房间，要是独立餐桌就更好了。总的说不错。', '短评打分': 5}
{'短评内容': '多次入住 房间大 停车场1小时一元，可能是北京最便宜的了，早餐 50元，（不知道是春节期间的原因），感觉还是很值。', '短评打分': 5}
{'短评内容': '就是停车场没有了很不方便开车的住户。酒店应该协商一下。现在的状况是交钱都没有地方停，无奈呀', '短评打分': 5}
{'短评内容': '总体比较推荐！有一些不尽人意的对方。不如房间居然不是壁纸的，偌大的淋浴房，竟然没有放置浴液这类用品的搁板，很差强人意！', '短评打分': 5}
{'短评内容': '酒店位置比较好，交通比较方便；房间宽敞，设施比较齐全，性价比高，以后还会来住，并推荐其他朋友来住\n', '短评打分': 5}
{'短评内容': ' 环境不错，服务周到，很满意。下次还会选择入住。', '短评打分': 3}
{'短评内容': '不错。套房很大，冬天除暖气还有空调两部；厅里少个彩电。总体来说很值。', '短评打分': 5}
{'短评内容': '很满意', '短评打分': 3}
{'短评内容': '就是就价钱有点小贵~~公寓酒店价格哦~~', '短评打分': 5}
{'短评内容': 'room s very good, i can have a party', '短评打分': 5}
{'短评内容': '房间很大', '短评打分': 3}
{'短评内容': 'big room. reasonable price. good service . ', '短评打分': 5}
{'短评内容': 'good hotel. big room. good location.', '短评打分': 5}
{'短评内容': '房间布置过于简单且不协调，给人以马虎、不认真、不尊重客人只顾赚钱的感觉。其实住得还算舒服，只是住下来心里觉得不舒服。服务大至也可以。', '短评打分': 5}
{'短评内容': '酒店不错。很宽敞。交通也可以，但大堂在三楼，不太舒服。早餐不好，没什么可吃的，味道也一般，五十元一位，不值！建议下调价格，', '短评打分': 5}
{'短评内容': '房间很大很舒适，配套也很齐全，已经多次入住，很满意', '短评打分': 5}
{'短评内容': '很大！不错！在北京这个地方性价比算是很好的了', '短评打分': 5}
{'短评内容': '第一次入住这家酒店，外观看起来没什么，门脸也不大，但是走进酒店尤其是大堂，那感觉老不一样了。非常好！\r\n到前台办理入住，服务员非常热情，速度也很快，进到房间比感觉的好很多，尤其是房间比想象的还要大，不愧是全套房，比我家还大。卫生也很干净。下回再来北京我肯定就这了。', '短评打分': 5}
{'短评内容': '很方便，很舒服的酒店，下回去，还要住这里，呵呵', '短评打分': 3}
{'短评内容': '房间很大，环境也不错。价位也适中，可以推荐', '短评打分': 5}
{'短评内容': '+还不错，比较满意', '短评打分': 5}
{'短评内容': '离地铁有十多分钟路程，房间很大，感觉很不错，就是上网要收费，不是很人性化', '短评打分': 5}
{'短评内容': '+不错', '短评打分': 5}
{'短评内容': '很舒服', '短评打分': 5}
{'短评内容': '若在卧室内也有电视,就更有竞争力了. 服务可以更热情一些.', '短评打分': 5}
{'短评内容': '有微波炉，洗衣机，长期住挺方便.。。退房时间可以协商到下午一点半。。还算满意。。', '短评打分': 5}
{'短评内容': '为美国的姐姐订的,入租后反映不错,房间很大,要求大床房也能满足,就是厨房、洗衣机不能使用，有点遗憾。', '短评打分': 5}
{'短评内容': '酒店干净,环境安静.交通方便,服务态度好,自助早餐还可以.', '短评打分': 3}
{'短评内容': '房干净，交通方便。比较满意。', '短评打分': 5}
{'短评内容': '酒店的服务非常人性化，卫生也比较满意。。。。', '短评打分': 5}
{'短评内容': '在亚运村很方便，很繁华，给朋友订的，第二次入住了，涨价了，而且没有消费卷返还了，不知道怎么回事？', '短评打分': 5}
{'短评内容': '这家酒店服务相当好，我找不到钱包还派人帮我在房间里找。最后靠服务员的帮忙找到了，没误飞机。', '短评打分': 5}
{'短评内容': '+酒店感觉不错的。', '短评打分': 5}
{'短评内容': '住过好几次了，总体不错，房间很大，很舒服。缺点是今早洗漱时发现好像没热水，等了有5分钟,水温还是很低。是不是因为是夏季，水温就不烧那么高了。其他都好。', '短评打分': 5}
{'短评内容': '房间挺干净，周围环境购物环境和餐饮条件很好。', '短评打分': 5}
{'短评内容': '，酒店房间不错，唯一缺点是上网收费', '短评打分': 5}
{'短评内容': '我的朋友非常满意.以后还会向更多的朋友推荐这家酒店', '短评打分': 5}
{'短评内容': '客厅沙发电视柜再放台电视比较好~厨房没用具真的很浪费空间，~玩电脑的时候注定是看不了电视...不过这个价钱这么打的房间还算是不错的~', '短评打分': 5}
{'短评内容': '非常好舒适', '短评打分': 5}
{'短评内容': '很好的生活型酒店', '短评打分': 3}
{'短评内容': '不愧是套房，面积很大，设施很新，只是价格挺离谱，去年十一期间住时才450元，现在竟然涨到了598，够贵！早餐品种少的可怜。属于酒店的停车位也给取消了，住了一晚，停车场还收了8元的停车费。虽然钱不多，但是国际连锁酒店连自己的停车场都没有，真是说不过去。', '短评打分': 1}
{'短评内容': '房间比较大,设施比较完备,位置方便,住的非常舒服', '短评打分': 5}
{'短评内容': '地理位置很好，房间很大，可是入住时冰箱坏的，吹风机坏的，设施服务感觉一般。', '短评打分': 5}
{'短评内容': '就是位置有点远 很不错很舒服的酒店', '短评打分': 5}
{'短评内容': '还行，缺点就是电梯慢而且联通居然没信号，另外房间通道没有服务电话，居然要到前台，郁闷！！！', '短评打分': 5}
{'短评内容': '酒店名称为全套房酒店，但房间布置和设施配置不像套房（只有一台电视机）。', '短评打分': 5}
{'短评内容': '位置等性价比还可以', '短评打分': 5}
{'短评内容': '很糟糕。。酒店房间够大。。但是服务太差了。。不会再次入住。', '短评打分': 3}
{'短评内容': '酒店的服务非常差，礼宾部拒绝替客人买药，客房部借不到指甲刀，楼层没有公用电话接向总台，房卡没磁时服务员拒绝帮客人去总台加磁，上不了网说电脑师傅下班…卫生做的很粗心，垃圾不清理，卷纸不添加…窗帘不遮光…如果不是对面的马哥孛罗没房间断然不会第二次入住这里，这次已经忍无可忍了，这家酒店应该被降星！', '短评打分': 1}
{'短评内容': '房间很大，但可使用空间并不多，浪费的较大，总体感觉还可以。但卫生间似乎与星级不太匹配', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '房间比较大，适合一家四口，带小孩的家庭。位置不错，早餐也不错。\n定的是豪华商务套房，在网上和打电话询问，都说是1.5米的双床，在前台登记入住时被告知是1.2米的双床。前台让服务员带我去房间看后，再决定是否入住。（近日酒店已在网上改为1.2米的床）。据目测，床大于1.2米 ，小于1.5米，大约1.35米左右，一个大人带一个小孩睡，很宽敞。希望酒店方面丈量一下床的实际宽度。', '短评打分': 5}
{'短评内容': '整体来说，还不错！！可以推荐的朋友。', '短评打分': 5}
{'短评内容': '房间很大,不错.周围有很多吃饭的地方.浴缸太高.', '短评打分': 3}
{'短评内容': '吃饭很方便，房间空间很大，就是价格偏高，尤其是早餐。', '短评打分': 5}
{'短评内容': '地点不错', '短评打分': 5}
{'短评内容': '酒店房间很大，位置还不错，房间布置很有意思', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '  好', '短评打分': 5}
{'短评内容': '房间够大，周边吃饭的地方也不少，就是离其他中心位置比较远了点', '短评打分': 5}
{'短评内容': '性价比不是很好，不过那个位置的价格都不低', '短评打分': 3}
{'短评内容': '和服务员因为单人房双人房的问题吵了一架，服务态度很不好，但是房间还可以，主要是位置好，房间倒是很大。', '短评打分': 5}
{'短评内容': '房间很大，很新。离我要办事的地方只用过一条马路，非常方便，酒店周围有很多吃饭和购物的场所。', '短评打分': 5}
{'短评内容': '前台服务不是很好，商务房有的房间客厅有电视，有的没有', '短评打分': 3}
{'短评内容': '厨房的窗户没有窗帘', '短评打分': 3}
{'短评内容': '离鸟巢很近，早餐品种少', '短评打分': 5}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': 'hao', '短评打分': 5}
{'短评内容': '和朋友们一起入住的，都感觉不错，房间很大，应该是没有我们订的那种房型，升级了吧。在北京这样的房间，这样的价位还是比较值的，以后如果在四环附近办事，还会住这里。\r\n不过大堂有些麻烦走，要去三楼，但楼梯却到不了三楼；另外就是早餐一般', '短评打分': 5}
{'短评内容': '非常棒的酒店,登记入住就马上免费升值,房间超大,服务超好,,,性价比很高,交通方便,以后还要住这里', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '没有暖气.在南方可以.北京怎么成.太差啦.', '短评打分': 1}
{'短评内容': '卫生很干净很舒适,服务没体会到,位置还不错,性价比很高,很值得推荐的.', '短评打分': 3}
{'短评内容': '这是第2次住了，很好，服务还需热情点！', '短评打分': 3}
{'短评内容': '房间很大，很舒适，交通也很便利，只是前台服务不是很热情，早餐很棒！', '短评打分': 5}
{'短评内容': '位置佳，房间很舒适，性价比高，只是服务很一般', '短评打分': 3}
{'短评内容': '位置佳，房间很舒适，性价比高。服务一般', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '房间足够大而舒适，布局合理，生活方便，装潢大气。早餐还好。西餐需要改进。', '短评打分': 5}
{'短评内容': '有家的感觉', '短评打分': 3}
{'短评内容': '价格有点偏高', '短评打分': 1}
{'短评内容': '我住的房间是双人大床的房,里面很大很舒适,床也很舒服,设施很齐全,位置很好交通便利,性价比很高的.', '短评打分': 3}
{'短评内容': '感觉酒店前台服务员的态度不是特别友好，表情很僵硬我看她对待每个客人都是这样，希望他们可以热情一点儿。交通方便，停车位小一点儿。', '短评打分': 3}
{'短评内容': '我入住了2次，房间很宽敞，很好。但要放弃对客房服务的要求，因为客房服务在这里是奢求而不是要求。适合喜欢住大房间但对可服一无所求的客人。', '短评打分': 1}
{'短评内容': '就是地方不是很好找', '短评打分': 5}
{'短评内容': '干净，挺宽敞的，住着舒适。地理位置不错。下面是一个超市，旁边是全聚德鸭子店。早餐不错，中式、西式都有，咖啡、红茶都不错。水果新鲜。', '短评打分': 5}
{'短评内容': '软件方面还是不错的,硬件的话有些一般,但整体来说还算可以了.', '短评打分': 5}
