{'descr': '非常差 ，墙都发霉了 极不推荐入住此店 卫生非常差  墙上很多污渍 你懂得', 'star': 1}
{'descr': '离珠市口大街近，离前门地铁还是有点远，走得我累死了，好在一路上都是各种好玩的店。', 'star': 5}
{'descr': '除了离前门大街近之外，其它没有什么值得好点评的。', 'star': 1}
{'descr': '工作人员服务态度太差，去普通的小宾馆也都差不多，价位也要便宜很多。劝来京办事、旅游的朋友千万别去他家。', 'star': 1}
{'descr': '酒店不错，位置好，出门就有小吃，交通方便，坐公交，地铁，基本上可以满足旅游的需要，不错建议特惠房', 'star': 3}
{'descr': '房间干净，环境环境属于闹中取静，服务人员态度好，下次还住这。超捧', 'star': 5}
{'descr': '6附近小吃很多', 'star': 3}
{'descr': '酒店不错··价钱合理  推荐！！！位置不错，房间大小适中，在北京这已经算很不错了', 'star': 5}
{'descr': '酒店位置很不错，公交站点很多，很方便，酒店内部环境也好，还干净。值得推荐', 'star': 5}
{'descr': '表扬大厅里的一名男工作人员，服务很人性化也很热情。\n卫生条件还不错，就是有点不隔音，能听见晚上楼上吵架声。', 'star': 5}
{'descr': '地下房比楼上肃静，五楼网速太慢，整体还行，低价首选！', 'star': 3}
{'descr': '感觉还行  价格公道   位置好', 'star': 3}
{'descr': '地理位置非常好，就在前门大街，交通很方便，也很干净。就是一楼的房间冬天住有点冷', 'star': 5}
{'descr': '酒店位置还是不错的，房间也不算太小，只是隔音不是太好，靠走道近了声音还是蛮大的！', 'star': 5}
{'descr': '好久，是我住过最久的快捷，不过是特价在前面是算便宜了，反正不会在去了', 'star': 1}
{'descr': '交通便利  位于前门商业街一边  附近小吃也多  屋子也不错 会向朋友推荐', 'star': 5}
{'descr': '还不错，位置不错交通比较方便。就是大床间有点小，不像介绍的那么大，也就12,3平的样子', 'star': 5}
{'descr': '总的来说还不错，入住和办理退房都很快，住在五楼，相对来说比较安静。三人间空间可以，但是房门锁有问题，要求了之后来修理了一下。酒店就在前门大街旁边，吃饭出行很方便，带家人旅游的，总体比较满意。', 'star': 5}
{'descr': '还不错，就是屋里没有电脑，这个比如家差点！', 'star': 5}
{'descr': '还不错吧··帮朋友定的·下次有机会在去试试··', 'star': 5}
{'descr': '一楼没有信号…别的都好', 'star': 3}
{'descr': '还好', 'star': 3}
{'descr': '地点好，小吃多，房间小，浴室太滑，房间隔音不好，我住三天，每天晚上都有一个人在楼上闹，连电视都听不清，我带的小孩都害怕。请加强对一些特殊客人的管理，避免对其他客人的影响。', 'star': 5}
{'descr': '不错的酒店，还会再来入住的，比较干净，位置也好', 'star': 5}
{'descr': '不错的酒店，下次还会推荐朋友来的，比较干净，性价比较高', 'star': 5}
{'descr': '卫生好，关键是地理位置好，就在前门大街西侧胡同里，逛前门大街方便极了，价格有点高', 'star': 5}
{'descr': '交通方便，就是刚开始不好找。闹中取静。房间比想象的小，稍有点旧。', 'star': 5}
{'descr': '地段还行 (其实旁边就有如家,我是没订上才定S8)\n\n房间小就算了, 潮湿, 霉味, 而且没地方凉衣服 -- 我要呆1周 (后来才住2晚就换到天坛附件的7天, 比这家强多了.)\n\n服务还可以.', 'star': 1}
{'descr': '位置十分方便，前门附近的公交站点多，去哪都能找到车，距离2号线前门站步行10分钟的距离。酒店在前门大街的尾端，也就是说离珠市口大街更近一些。酒店位于前门后面的胡同里，闹中取静。卫生还OK，但是酒店提供的毛巾实在太破了，居然漏了N个洞，这样的毛巾也敢拿给客人使用，真不知道是怎么想的。501房间还OK，窗可以开的，其他有些所谓有窗户的房间，窗户开不了，一进门就闻到很大的味道。幸好我们到店早，还有得选。', 'star': 5}
{'descr': '成功入住，服务好，房间整齐干净。', 'star': 3}
{'descr': '该酒店非常干净，整洁，宽敞，洗澡间大舒服', 'star': 5}
{'descr': '房间比较干净，酒店周边便利，前门商业区，方便！房间比较干净，酒店周边便利，前门商业区，方便！房间比较干净，酒店周边便利，前门商业区，方便！', 'star': 5}
{'descr': '地点不错，旅游食宿的好地方，周边就是前门商业区，不错，价格也可以，，，不贵。。。。房间有点小，很方便，                 ！！！！', 'star': 5}
{'descr': '房间非常舒服！挺好！', 'star': 3}
{'descr': '家庭房很适合一家4口出行。房间干净，就是卫生间面盆台太小了，人多东西多，方不下呀。酒店在前门大街的后面一条街，吃饭的地方很多，有一叫《九门轩》的饭店，价廉物美，口味不错。', 'star': 5}
{'descr': '酒店离前门远呀，不象网上所说', 'star': 3}
{'descr': '房间不错，很干净，就是小了点，卫生还行，离前门远了点', 'star': 3}
{'descr': '速8酒店是我明智的选择,宽敞又干净', 'star': 3}
{'descr': '   速8房间卫生情况良机好，只是有点小', 'star': 3}
{'descr': '酒店不错，地段很好，很方便，服务很热情、周到！', 'star': 5}
{'descr': '环境不错，服务周到，硬件设施也不错，下次还会光临。', 'star': 5}
{'descr': '酒店还不错，地理位置很好，服务也不错，我个人觉得物超所值，下次有机会还是首选这里！', 'star': 5}
{'descr': '优点：１.前门附近，逛街吃饭都很方便。\n\u3000\u3000\u3000２.入住时房门的保险链是坏的，向前台反映后很快就来修好了。\n\u3000\u3000\u3000３.房间设施齐全。\n缺点：１.房间没有窗。很潮湿。\n\u3000\u3000\u3000２.早晨洗了澡，晚上回酒店时时，淋浴间的地上居然还有头发没清理。希望是服务\u3000\u3000\u3000\u3000人员一时的疏忽。', 'star': 5}
{'descr': '位置还行 就是不能停车，要步行挺远才能进去 不方便     ', 'star': 1}
{'descr': '在前门大街后面，逛街挺方便的，就是不太好找。房间还行吧。', 'star': 5}
{'descr': '优点：出行特方便，吃的选择余地很大。边上有药店，正规订火车票的，适合自由行的朋友。三楼可晒衣服，下雨没赶回来，还有人帮忙收了。\n缺点：千万别住地下室，一定要住2楼以上，地下室空气不好，很潮，很冷。住了五晚半夜停了两次电。', 'star': 5}
{'descr': '地点不错，离地铁站和天安门近，吃饭购物方便，订的大床房，房间很小，还算干净，服务态度不错，就是一洗澡卫生间里就到处流水，有待改进', 'star': 3}
{'descr': '帮朋友订的，酒店位置比较适合旅游的，离前门和大栅栏很近', 'star': 5}
{'descr': '尚可', 'star': 3}
{'descr': '地理位置很好，交通方便。服务质量有待提高，住的315家庭房门的保险栓坏了，讲了2天没来修', 'star': 5}
{'descr': '还行吧 交通方便 周围环境一般  价格要是再优惠点就好了', 'star': 5}
{'descr': '我住的是513家庭房，两张大床，还是比较适合家庭旅游的。房间还是比较干净的。但家具有点味道，卫生间淋浴的门有一扇是坏的，这么很小的一个问题都不主动解决，说明管理上还是有问题的。头两天空调还可以，后来两天估计是住的人多了，空调不太好。顺便说明的是，我订的时候专门说明了是要两张大床的家庭房，而且在临住的前一天还专门去检查了，确认订单有效的。但就在我入住那天，前台居然给我开了间三个单人床的房间，还说大床', 'star': 5}
{'descr': '酒店装修新交通方便几乎每次来北京都住这', 'star': 3}
{'descr': '靠近地铁，交通便利，周边购物方便，旅店设施一般，卫生状况较好，服务也可。', 'star': 5}
{'descr': '酒店条件不错，住的是套间很大。只是没有早餐提供，我跟爸妈一起来，他们觉着这是个缺陷。地方是偏一点，但如果自己出来旅行还是挺好。', 'star': 3}
{'descr': '条件还不错、离天安门比较近、就是有点不怎么好找', 'star': 5}
{'descr': '地理位置不错，紧挨着前门大街，步行到地铁2号线前门站大约10分钟；前台服务态度很好；卫生一般；还有就是一直没能要到电吹风……', 'star': 5}
{'descr': '凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧凑合着还算可以吧', 'star': 5}
{'descr': '环境舒适干净，服务态度好，只是位置稍偏不太好找', 'star': 5}
{'descr': '房间干净 性价比高 如果 加上吹风机就更好了', 'star': 5}
{'descr': '我提前10天订的酒店，我要的是商务大床房。预订后我还跟酒店的前台核实过，可真等我入住的时候被换成了双标间，还被告知没房了。生气！', 'star': 1}
{'descr': '总体不错。说说不足，确实有点不太好找，地下一层房间内没有手机信号，至少没有联通信号。', 'star': 5}
{'descr': '可以。优点：3人间面积较大，比较整洁。不足：隔音不好一般酒店都这样地漏不下水，给8分。', 'star': 5}
{'descr': '酒店位置不错，出门就是小吃街，旁边就是步行街，距地铁2号线步行10分钟，卫生还可以，我定的大床房，房间有点小，前台服务挺好！', 'star': 5}
{'descr': '酒店干净，设施好，性价比高。离前门很近，出游方便。', 'star': 3}
{'descr': '空间有一点小，隔音效果也不是特别好，但是在前门小吃街旁边，这点还是挺让我满意的~', 'star': 1}
{'descr': '好', 'star': 3}
{'descr': '位置不错，门前的早点挺好吃的，可是房间一般，性价比一般。住这里是因为位置。', 'star': 5}
{'descr': '这家酒店很不错，性价比很高，就是特惠房在地下室，不过已经不错了。', 'star': 5}
{'descr': '去前门、天安门广场都很方便、干净，就是停车位少了点。', 'star': 5}
{'descr': '酒店位置和环境都不错,出门就是美食一条街.里面也很干净好像新装修的.可惜我订了3个标准间一样价格,其中一个很小,床到墙不到一米的距离.还有酒店的管理不够人性化,我们是下午6点的飞机,晚上打电话说可以延迟到下午2点退房,第二天又说不可以,说是听错了.后来办了会员卡才让1间房延到2点退.总体来说基本满意.', 'star': 5}
{'descr': '还不错,交通和饮食蛮方便的,加上周边就有挺多的景点,另外酒店本身的卫生和服务也还可以.', 'star': 5}
{'descr': '房间味道太大 晚上睡觉时热燥 宽带时断时续 位置距离前门步行街很近 方便', 'star': 3}
{'descr': '环境不错，交通很便利，离天安门，前门大街很近', 'star': 3}
{'descr': '交通与卫生还可以，但设施有点旧，房间较小，服务还好。', 'star': 5}
{'descr': '非常不错，装修的简洁大方，卫生条件也很好，中央空调没有噪音，在屋内穿短袖都ok，赞~', 'star': 3}
{'descr': '卫生与坏境还可以，就是房间小了点，下次还会入住该酒店。', 'star': 5}
{'descr': '地理位置很好，交通比较方便，到哪儿都有车。卫生间比较小尤其是洗澡的地方，而且洗澡时往外漏水。服务态度很好，性价比高。', 'star': 5}
{'descr': '前门速8点评优点：1、交通非常便利；2比较安静3价格合理缺点：浴室的水会流到外面还有外相稍显寒酸了点总之推荐了', 'star': 3}
{'descr': ' 地点很好，步行街夜景很棒，老婆孩子很喜欢！', 'star': 3}
{'descr': '非常好的旅馆 离前门很近 去哪儿玩都很方便 价格也便宜', 'star': 5}
{'descr': '酒店位置很好，离前门步行街很近，价格也比较合理。不过根据Elong提供的酒店地址很难找到，建议入住前确认具体位置。', 'star': 3}
{'descr': '服务很好，然后酒店位置不错，在前门这能有这样的价格很划算了。\n服务员给留了唯一带窗的大床房，哈哈，谢谢。', 'star': 5}
{'descr': '位置不错，去房间的时候门开着，感觉不太好，暖气很足，卫生一般，床单上还有毛，汗！周围吃饭旅行都挺方便的。', 'star': 5}
{'descr': '性价比高 设施挺好的 服务也挺好的 然后最重要的卫生也挺好的', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '就近、方便、卫生还可以，房型较小，基本够用', 'star': 5}
{'descr': '位置可以，离前门也就几百米，看升旗很方便，房间也比较干净，不好稍有点不太好闻的气味。', 'star': 5}
{'descr': '住的地方很方便，离地铁口走路就十分钟，外面就是吃东西和卖小玩意的地方，尤其是早餐特丰富，很满意。', 'star': 5}
{'descr': '感觉不错，暖气足，服务好，位置好，门口就有吃饭的地方，方便。', 'star': 3}
{'descr': '条件还可以', 'star': 3}
{'descr': '性价比高，地下室空气不好，自来水烧开了也不能喝，都是沉淀物', 'star': 5}
{'descr': '整体不错 干净  安全 各项都比较满意 就是早上没吃的', 'star': 5}
{'descr': '服务还行，也比较干净，在前门这个位置也是物有所值啦。', 'star': 5}
{'descr': '很好的一家酒店，无论价格还是地理位置我感觉在快捷酒店来说都是一等一的，尤其是服务人员的工作态度，每一位都值得称赞（前台、客房）。9日退房后，于10日凌点再返酒店入住，前台工作人员JAY非常耐心地帮我们协调房间（记得当时她还就我们提出的要求向夜班主管进行请示，也是很快地得到了答复），让我和老公都非常感动，极力推荐，下次入住还选择前门速8！！！！！', 'star': 5}
{'descr': 'OK', 'star': 3}
{'descr': '位置不错，服务好，建议入住标准间，出租司机对地址不熟悉', 'star': 5}
{'descr': '卫生、服务好，价格适中，建议入住标准间，打车时司机不熟悉路', 'star': 5}
{'descr': ' 不错 和预计的差不多', 'star': 3}
{'descr': '虽然比较难找，但是位置好！这点没的说。总体上非常值得推荐', 'star': 5}
{'descr': '还不错！挺干净的！', 'star': 5}
{'descr': '帮朋友定的，很满意。特价房，性价比蛮高的，地点很好，出差办事儿很方便！', 'star': 5}
{'descr': '位置很好 就是地下室的房间通风不好 有异味', 'star': 5}
{'descr': '不能按事先约定执行，使预定用户处于两难处境', 'star': 5}
{'descr': '预定了火车晚点没有按时间到达也没有通知我们一声就又订给被人了，害的我们大半夜的又找住的地方。。', 'star': 1}
{'descr': '我住的是特价房，性价比比较高。房间干净整齐', 'star': 5}
{'descr': '酒店很好，干净，前台服务很好', 'star': 5}
{'descr': '嘿嘿环境很好,交通便利,服务设施齐全,卫生好.', 'star': 3}
{'descr': '性价比不错，价格挺公道，态度也不错，就是地点难找了些，但还是值得大力推荐的\r\n', 'star': 3}
{'descr': '性价比不错，价格挺公道，态度也不错，值得推荐', 'star': 5}
{'descr': '地理位置优越，环境不错，比较干净，就是第一次入住时房门是开的，感觉有些安全隐患', 'star': 3}
{'descr': '酒店十一涨价了，特价房变成了268。和前台说了一会儿，前台才答应按订单价来。  到了房间，发现房间根本没有收拾，里面巨脏。找到了前台，给收拾干净了。 一洗澡，卫生间里面水就留的满地都是。发现服务员直接用澡巾来擦地。。。    不过能在十一期间，以158的价格入住，性价比非常高', 'star': 5}
{'descr': '十一长假陪父母一起去北京玩，9月3日就通过ELONG预定了，当时的价格是328元家庭房，但是10月1日到了后，说价格涨到418元，但是我强调我提前预定的，前台工作人员询问了主管后，还是给了我328元的，这点我还是比较满意的。家庭房设施不错，房间很大，2张大床，卫生间也蛮大的。地理位置不错，在前门大街傍，周边小吃也很多。不足之处是，打扫人员貌似不扫地，杯子也不是每天更换的，一次忘记更换的浴巾，一次忘', 'star': 5}
{'descr': '环境卫生很不错，地理位置好，房间很宽敞，电视很不错', 'star': 3}
{'descr': '环境卫生很不错，地理位置好，房间很宽敞，电视很不错', 'star': 3}
{'descr': '\u3000很干净，两张床都很大，卫生间很宽敞，总的来说很不错', 'star': 5}
{'descr': '酒店很干净，环境很好，服务细致入微，交通便利，总体性价比很高，值得住！', 'star': 3}
{'descr': '总体性价比不错嘿嘿环境很好服务优质，卫生很好！', 'star': 5}
{'descr': '地理位置不错，屋子里面还有电脑，不知道是为钟点房设计还是什么意思，不过还算干净，前台态度也很好，比旁边的如家要性价比高许多！', 'star': 5}
{'descr': '酒店就在前门大街后边，出行很方便。早晨起来看升旗也很方便。就是特惠房是地下室，没有窗户。而且房间里边霉味比较大。其他的都还可以。性价比很高', 'star': 5}
{'descr': '性价比非常好，服务也挺好的。位于天安门广场附近，便于旅游。', 'star': 5}
{'descr': '床很大 很软 特别舒服 就是穿一次性鞋子在卫生间走路 地面太滑 容易摔倒 建议住的时候带上自己的拖鞋 总体还是不错的', 'star': 5}
{'descr': '+还可以', 'star': 5}
{'descr': '房间很好很舒适，位置也挺不错，下次还会来。', 'star': 5}
{'descr': '+环境、服务都很好，特价房在地下室，无窗，但干净舒适。', 'star': 5}
{'descr': '浴室的洗澡的水都能流到外面来，房间的被子上还有血迹，服务还行！', 'star': 1}
{'descr': '干净服务好', 'star': 5}
{'descr': '房间不错，不能打市话，电脑短缺。', 'star': 5}
{'descr': '另外,酒店地址,一些出租车司机都不知道.', 'star': 3}
{'descr': '地下房间,联通和电信的手机无信号.\r\n一楼房间联通手机无信号.电信的手机要放在靠近门的位置才有信号.', 'star': 5}
{'descr': '酒店地理位置较好，出门就有小吃，服务较好，环境较安静，但初次入住比较难找。', 'star': 5}
{'descr': '已入住14_17日三晚三间', 'star': 5}
{'descr': '大环境下位置有些偏.不太好找,.设施很不齐备.房间空间非常小.很拥挤.我感觉条件挺差的.', 'star': 1}
{'descr': '服务上很好，微笑服务，服务也很周到，价格也比较公道，比较适合大众选择。', 'star': 5}
{'descr': '房间面积还不错，打扫的很干净，设施也蛮齐全的，感觉挺舒适的。', 'star': 5}
{'descr': '酒店环境还可以，位置不是很好不过离前门很近逛街很方便，房间卫生设施还行，价格还是有些偏高了。', 'star': 5}
{'descr': '前台的办事效率比较慢.周边环境比较乱而且酒店位置不好找不是很方便.我个人觉得酒店不是很有优势.', 'star': 1}
{'descr': '服务一般', 'star': 1}
{'descr': '所开发票为手写。但是我单位财务说北京发票早就变成机打而不给报销。', 'star': 1}
