{'短评内容': '1', '短评打分': 5}
{'短评内容': '房间亮堂，陈设一般，空调和热水都还行，毛巾陈旧。交通方便，有停车场但比较狭小。网络畅通。', '短评打分': 3}
{'短评内容': '很不错的酒店，干净、宽敞、方便、好地段。', '短评打分': 5}
{'短评内容': '碧峰大酒店性价比高值得推荐', '短评打分': 3}
{'短评内容': '价位房型相符，早餐不错。', '短评打分': 3}
{'短评内容': '酒店位置有点偏僻，我们是打的来的。房间跟图片上差不多，很温馨，就是有点小。早餐不怎么样，其它都还不错。总的来说还是挺好的。', '短评打分': 3}
{'短评内容': '不错，蛮干净的。', '短评打分': 3}
{'短评内容': '位置还是很好找，房间干净，卫生不错，不能忍受的是停车的地方，在酒店的隔壁，窄得吓人，新手不建议停在那儿，估计会有进不去出不来的情况、呵呵！不开车去旅游的无所谓、', '短评打分': 5}
{'短评内容': '性价比不错，服务也很好，酒店后院停车场不很大，但保安超好，推荐。', '短评打分': 5}
{'短评内容': '非常好的酒店，我是指在这个价位的。    位置好，干净，便宜，周边吃的，喝的，一应具全。返程时又订了这家。', '短评打分': 5}
{'短评内容': '非常好的酒店，我是指在这个价位的。    位置好，干净，便宜，周边吃的，喝的，一应具全。返程时又订了这家。', '短评打分': 5}
{'短评内容': '酒店位置不在正街上，不是太好找，房间不错，干净、卫生、大、光线好，窗外山上有个大钟，早上7点开始准点报时，声音很大，房间的电脑上网很快。距离离青衣江也很近，几分钟就可以走到江边看风景。就是停车场太小了。', '短评打分': 5}
{'短评内容': '酒店位置不错，挺安静，住的商务大床，真的挺大', '短评打分': 5}
{'短评内容': '总体上还是不错,只是靠路边的房间在12之间还是有点小吵,我对睡眠的环境要求比较高,希望下次不要住在靠路边的~', '短评打分': 3}
{'短评内容': '前台态度不错。\n情侣房是新装修的，风格很浪漫可爱，卫生蛮干净的，设施齐全，灯光效果非常漂亮！\n早餐没有去吃，所以不评价。\n总的来说，很不错！', '短评打分': 5}
{'短评内容': '房间还可以,但早餐不怎么样.', '短评打分': 3}
{'短评内容': '应该属于性价比较高的酒店。突出的优点是干净，位置闹中取静，早餐虽然简单但很可口。缺点是吃饭不方便，酒店不供应午晚餐。雅安是雨城，晚饭的时间多会下场大雨，送餐服务就停止了，只好等雨小了再出去吃，可就太晚了。再有就是洗手间的淋浴水温不定，要么凉要么热，跟打摆子私的，能调好需要技巧加运气。\n另外，窗外山上有个大报时钟，准点报时很有情趣，但声音很大很突然，心脏不好的人留神。', '短评打分': 5}
{'短评内容': '酒店位置好，情侣间房间不错，稍微小了点，没大桌子不太方便，晚上睡觉很安静，停车场要早点来不然就没位置了', '短评打分': 3}
{'短评内容': '碧峰酒店的服务态度多好，环境也可以', '短评打分': 3}
{'短评内容': '房间很干净， 早餐也挺好的 ， 以后还会来。', '短评打分': 5}
{'短评内容': '总体上还好，早餐很不错，服务员也很热情。\n但也有不足如下：\n1.酒店刚装修过，有点儿味道\n2.卫生间淋浴没有隔离，也可能是由于卫生间空间小的缘故\n', '短评打分': 5}
{'短评内容': '很不错  环境很好\n干净卫生 价格合理  雅安极力推荐', '短评打分': 5}
{'短评内容': '很不错的酒店，很划算，浴室比较大，早餐也不错~', '短评打分': 5}
{'短评内容': '酒店设施较陈旧，空间很大，窗户风大，早餐不错。', '短评打分': 1}
{'短评内容': '酒店不错，四川的酒店电话免费，很不错。环境也很干净', '短评打分': 5}
{'短评内容': '酒店在闹市中心的一条小巷上，周围很安静。楼下的一排小食店很方便。刚到的时候由于酒店停车场停满，先把车停在了路边停车点，之后有车位了再开进去。后来酒店前台还报销了3元停车费，这点让人感觉很不错！房间设施有点旧，但很干净。不错的选择，总体赞一个！', '短评打分': 5}
{'短评内容': ' 房间还行，就是处的位置容易堵车', '短评打分': 3}
{'短评内容': '墙纸有点旧空调有点闹，因为在河边，流水声还是有点大，也因为这样很方便，晚上吃宵夜什么的都很方便，附近很热闹，也有院子可以免费停车，和其他宾馆比较外观好看多了', '短评打分': 5}
{'短评内容': '初2入住。。。一行入住4间普通标准间。。。138元。。。酒店很干净。。不在正街上。不好找。不过很安静。。房间很宽大。。早餐也很贴心。   ', '短评打分': 5}
{'短评内容': ',商务标间', '短评打分': 3}
{'短评内容': '＋对碧峰大酒店很满意，装修好，设施新，房间干净，商务间面积大，酒店内可停车，周围环境清静，一切都很棒，下次来一定再入住。', '短评打分': 3}
{'短评内容': '第二次去住了。不错，三星级标准。早餐也很不错。但就是停车场小了点。对多次去住的人再优惠点、在旺季不涨价就好了！', '短评打分': 5}
{'短评内容': '价格便宜环境也好，还在市内，逛街也方便，挺实惠的。', '短评打分': 5}
{'短评内容': '价格便宜，环境也好，还在市内，逛街也方便，挺实惠。', '短评打分': 5}
{'短评内容': '价格便宜，环境也好，还在市内，逛街也方便，挺实惠的。', '短评打分': 5}
{'短评内容': '房间很干净网络也很快。这个价格值!', '短评打分': 3}
{'短评内容': '还不错，睡的很舒服！', '短评打分': 3}
{'短评内容': '环境不错，很安静', '短评打分': 3}
{'短评内容': '整体不错，就是热水不能调。', '短评打分': 3}
{'短评内容': '还是挺不错的吧，比较干净，价格便宜，还含早，免费停车。', '短评打分': 5}
{'短评内容': '性价比挺好的', '短评打分': 3}
{'短评内容': '不是自己住，帮朋友订的。朋友说挺干净，交通也还不赖……', '短评打分': 5}
{'短评内容': '很不错的地方，特别是早餐，很 好吃，很丰富，喜欢', '短评打分': 5}
{'短评内容': '性价比蛮好的。。。', '短评打分': 3}
{'短评内容': '经济实惠，比较卫生，地处闹市，交通也很方便，就是设备稍显陈旧。总体而言性价比还不错。', '短评打分': 3}
{'短评内容': '不错的酒店，环境比较好，还能停车', '短评打分': 3}
{'短评内容': '不错，挺干净的，就是雅安的钟楼太讨厌了，早上七点就开始敲了', '短评打分': 3}
{'短评内容': '酒店不错，房间蛮好的', '短评打分': 3}
{'短评内容': '这家酒店很经济，离青衣江也很近，走路几分钟就可以到江边。房间不是很大，但是打理的很干净。因为是在一条小街里，所以晚上也不吵。早饭味道不错，虽然只是很普通的稀饭馒头和小菜，但个人觉得比外面好多酒店的早饭要可口的多。值得推荐！', '短评打分': 5}
{'短评内容': '房间还不错，就是停车不太方便，在居民楼里。', '短评打分': 5}
{'短评内容': '是商务型的酒店，环境挺不错，干净，我们住的那个房间能看到农大的钟楼，早上不用设闹铃，农大的钟每小时都会报时。早餐厅有点小，如果大家起床用餐的时间比较集中就会有点挤，昨天早上就有别的住客站旁边等着我们的座位，害的我们只能狼吐虎咽的吃完闪人。前天晚上我要电吹风，要了两次。。。不过，总体来说还算满意，他们有很多细节做得很好，比如电视机哪个频道对应哪个台还有目录。还有，对于雨城这个大环境来说，这里也不显潮', '短评打分': 5}
{'短评内容': '酒店很干净，环境也不错，早餐也很丰富，以后还来', '短评打分': 5}
{'短评内容': '还不错哟,下次去了还住，就是早餐收得有点早哈', '短评打分': 5}
{'短评内容': '还不错哦~就是早餐收的有点早...东西也不多...', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 3}
{'短评内容': '早饭时间太短.吃的东西不足.\n123456789', '短评打分': 5}
{'短评内容': '酒店很不错。位置在一条小巷中，但有导航很好找。房间不错，免费停车，不过车多了之后要停在对面一个单位里面。不过节假日房费要贵至少一倍。总体而言，这个酒店值得推荐。', '短评打分': 5}
{'短评内容': '房间挺干净，位置繁华，有停车场', '短评打分': 3}
{'短评内容': '还不错，就是早上大钟报时声太大，本想睡个懒觉的，其他还好，这个可以去。', '短评打分': 5}
{'短评内容': '酒店不错，老公很满意，又多续了一天', '短评打分': 3}
{'短评内容': '还可以，至少比雅安宾馆那些老房的旧房间好多了！！！', '短评打分': 5}
{'短评内容': '总体感觉还不错，客房干净卫生，价格比较适中，建议住宿该酒店，尽量住在考内侧的房间，相对安静些。', '短评打分': 5}
{'短评内容': '还不错哈  对得起这个价钱  交通很方便  卫生条件也还是不错的', '短评打分': 5}
{'短评内容': '条件环境都不错 停车也方便。去的时候有点晚了 中途服务员也打了几次电话来确认情况，服务很好', '短评打分': 5}
{'短评内容': '房间蛮大，也蛮干净', '短评打分': 3}
{'短评内容': '酒店位于老市区，吃喝玩乐都很方便，酒店的停车场服务员态度很好，打电话（记得是市话吧）免费，还提供去碧峰峡景区的打折信息。', '短评打分': 5}
{'短评内容': '超值的经济型酒店！舒适性、卫生条件、周边环境都很不错！停车场不大，但保安师傅很负责任；早餐厅不大，但早餐的品种和味道不错；住的两床标间，房间、卫生间都大，洗澡时地漏排水慢了点，取掉盖子就顺畅了。离城区主干道一两百米，方便、清静。', '短评打分': 5}
{'短评内容': '性价比很高,房间设施不错,非常适合旅游和商务出差', '短评打分': 5}
{'短评内容': '还不错 比较干净 位置也可以 巷子里有各种小餐馆，超市，干洗店。去车站坐个三轮5块钱就搞定了。', '短评打分': 5}
{'短评内容': '在市区中心，交通方便，环境也很好，标准的配置齐全，房间舒适。采光也很好,很不错的酒店。', '短评打分': 5}
{'短评内容': '该酒店还可以，在市区挺方便的！服务也不错，有停车场！', '短评打分': 5}
{'短评内容': '这酒店不错，虽然价格便宜，但是干净、卫生，就是电梯有些太老，呵呵，另外就是停车场服务态度也不错，虽然停车的场地有些紧张，但指挥停车的师傅很认真', '短评打分': 5}
{'短评内容': '地方难找，但是这样晚上就比较安静，性价比高，可以推荐，', '短评打分': 5}
{'短评内容': '很干净的一个小酒店，当然，服务员的素质有待提高。早餐尚可，位置也是闹中取静', '短评打分': 5}
{'短评内容': '酒店很干净，地理位置也可以，性价比不错，值得推荐。', '短评打分': 5}
{'短评内容': '不错，很干净，窗外景色也不错。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '不错哈，还能看见川农的游泳池和对面的山…很舒适', '短评打分': 3}
{'短评内容': '  酒店很舒服，下次来雅安还住这。', '短评打分': 3}
{'短评内容': '可以看见四川农业大学的操场与游泳池，环境很美，在早晨7点开始可以听到中国移动的报时，觉得挺好。', '短评打分': 5}
{'短评内容': '酒店的地理位置不是太好,但硬件与服务都不错,尤其是商务标准间相当物超所值.服务人员的态度与热情都很好,停车场虽然不大,但几位工作人员都非常热心,值得夸奖,早餐比较简单,但很可口,宾馆周围的餐馆也还不错.美中不足的是商务大床房条件不理想.希望能改进.', '短评打分': 5}
{'短评内容': '雅安碧峰大酒店>雅安碧峰大酒店>雅安碧峰大酒店>雅安碧峰大酒店>', '短评打分': 5}
{'短评内容': '硬件稍差且旧，但睡个觉可以接受。床和被子OK。厕所干净。早餐非常简单，只有白煮蛋，粥，酱菜。开始有点川藏线的感觉了。', '短评打分': 1}
{'短评内容': '房间环境不错.介绍比较真实.比较满意!', '短评打分': 3}
{'短评内容': '酒店非常不错，干净，方便。早餐的地方再大些就好了。', '短评打分': 5}
{'短评内容': '好 不错哈 我住了20天，感觉很巴适。下次有机会来雅安 ，还会住这里的。', '短评打分': 5}
{'短评内容': '第二次住碧峰，还蛮干净！', '短评打分': 3}
{'短评内容': '地点有点偏僻，房间设施比较简单，不过房间还是比较干净，外面可以看见川农，环境挺优美的！', '短评打分': 5}
{'短评内容': '环境比较好,清静,服务态度也好', '短评打分': 3}
{'短评内容': '  酒店设施还可以就是位置偏了点，价格适中。', '短评打分': 3}
{'短评内容': '1、地理位置属于城中心，但是在一条小巷子，不过还是非常方便；\n2、酒店房间很干净，房间布置给人很温馨的感觉；\n3、房间比较新，里面的电视、电脑等看起来都比较新，不错，空调没用，不知道怎么；\n4、窗外蝉叫的有点厉害\n5、卫生间的排水有问题，我是把那个下水道的盖子取了，排水就顺畅了\n6、酒店的早餐品种比较单调，味道还可以\n', '短评打分': 5}
{'短评内容': '房间的整体设施可以，睡着也很舒服，特别是市内交通很方便，属于性价比较高酒店，这次入住很满意。', '短评打分': 5}
{'短评内容': '酒店位置较好，服务也可以，条件还行。用早餐的地方小了一点，应改进', '短评打分': 5}
{'短评内容': 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa', '短评打分': 5}
{'短评内容': '位置不错，但房间比较陈旧，条件还行。但和价格相比，明显性价比不高。', '短评打分': 1}
{'短评内容': '己入住。条件满意', '短评打分': 3}
{'短评内容': '停车场不好停车啊，早餐太简单，餐厅太小了！', '短评打分': 5}
{'短评内容': '酒店不错.上网很快.房间也很大,但不喜欢马桶.还有卫生间不容易排水.', '短评打分': 5}
{'短评内容': '房间挺大~还不错。比较实惠，床比较硬。卫生间也比较大。但是比较老旧，没有图片看着新', '短评打分': 5}
{'短评内容': '毕竟是三星嘛，房间较大，配套设施一般。雅安的晚上较冷，空调不太好。', '短评打分': 5}
{'短评内容': '还不错，打整得比较干净，价位也比较合适。早餐就是普通中式早餐，去晚了没吃到稀饭。', '短评打分': 5}
{'短评内容': '酒店应该让客人消费完后第二天才结账,性价比很不错的酒店，酒店服务水平高！环境很不错，赞一个', '短评打分': 5}
{'短评内容': '房间超级大，环境还过得去。交通也方便，有很小的停车场。', '短评打分': 5}
{'短评内容': '入住雅安碧峰大酒店成功', '短评打分': 3}
{'短评内容': '酒店位置一般，但是在雅安来说还是很不错了，很干净，好评一个', '短评打分': 5}
{'短评内容': 'ting                   bu                 cuo                  de', '短评打分': 5}
{'短评内容': ' 环                     境                     不                错', '短评打分': 5}
{'短评内容': '优美的环境，品着碧峰峡的飘雪，看着央视3台的曲艺杂谈，就像在世外桃源。', '短评打分': 5}
{'短评内容': '＋雅安碧峰大酒店', '短评打分': 3}
{'短评内容': '还不错，打整得比较干净，价位也比较合适。卫浴五金全部是辉煌的，就是大喷头不出水堵住了，其他都还好。早餐就是普通中式早餐，去晚了没吃到稀饭。', '短评打分': 5}
{'短评内容': '酒店的整体环境还行，房间比较干净，网络不错哈', '短评打分': 5}
{'短评内容': '＋态度很好，卫生间太大了点…梳洗台有点矮。其他都很不错', '短评打分': 3}
{'短评内容': '交通还算方便,没图片上看着那么大,晚上有点吵.总的来说服务还可以.', '短评打分': 5}
{'短评内容': ' 性价比不错，干净，舒适。干燥（在雨城，不潮湿这一点比较重要）。能停车。（朋友带小孩，住的商务间的评价）', '短评打分': 5}
{'短评内容': '性价比不错，干净，舒适。干燥（在雨城，不潮湿这一点比较重要）。临街一面略吵。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '希|望|酒|店|能|够|更|新|POS机|，恢|复|预|授|权|功|能|，不|然|要|准|备|现|金|不|方|便|！！', '短评打分': 5}
{'短评内容': '都还行。房间挺干净的', '短评打分': 5}
{'短评内容': '总体还可以，房间较大，楼道、房间稍显简单', '短评打分': 5}
{'短评内容': '性价比比较高得酒店，设施一般，服务还可以，感觉还好，雅安市内车费非常低', '短评打分': 3}
{'短评内容': '+速度快.房间一般.', '短评打分': 5}
{'短评内容': '＋ 电话线网线太短，上网查东西需要打电话可是距离差一截。早餐挺好吃的，就是品种太少，其中绝大多数都是咸菜。', '短评打分': 5}
{'短评内容': '最还是看网上的评论我还有点犹豫住还是不住，住了以后才觉得很值，价格也合理，里面的设施也很好，下次去还选碧峰大酒店', '短评打分': 5}
{'短评内容': '凑合................................................', '短评打分': 3}
{'短评内容': '其他都很 网线太短了 大约只有一米长\r\n我想在床上上网就不行了 希望能考虑', '短评打分': 5}
{'短评内容': '在这里算不错的了吧....房间够宽敞..就是卫生间简陋了点......', '短评打分': 5}
{'短评内容': '不错，就是设施有些陈旧，墙壁发霉，停车不好停。', '短评打分': 5}
{'短评内容': '住在4楼 客房服务员很热情 房间干净 周围吃的东西多 生活方便 雅安也不大到那里都方便 打的起步2.3 跑完全城也就5元 早餐比较简单 都是四川特色的稀饭 包子 馒头 泡菜 鸡蛋 土豆丝 白菜这些 吃饱没问题 不方便的地方有：客房推拉窗有点卡 锁不上 寄存贵重物品不太方便 没看到有保安 总之 瑕不掩瑜 ', '短评打分': 5}
{'短评内容': '所有设施都不错,停车场就在宾馆楼下,很方便!', '短评打分': 5}
{'短评内容': '酒店位置不错，卫生不错，性价比高，早餐稍微简单了点', '短评打分': 5}
{'短评内容': '很便宜的酒店，还算干净，服务人员很客气，不想多花钱的好选择', '短评打分': 5}
{'短评内容': '酒店位置不错，门前街道有点窄，停车方便，卫生干净；不过房间内靠外墙有霉斑，可能太潮的缘故。总体感觉不错。', '短评打分': 5}
{'短评内容': '酒店比较干净 不临街所以相对安静 推荐', '短评打分': 3}
{'短评内容': '干净、清静，对面是川农校区，风景也不错；可以免费停车。\r\n两个小问题：一是不知为何卫生间的洗脸台修得这么矮，像幼儿园的一样；二是位置在一个小巷里，我用了GPS才方便找到。', '短评打分': 5}
{'短评内容': '如论价格、地理位置、还是卫生整洁程度在雅安来说都算性价比高的。', '短评打分': 5}
{'短评内容': '地方不好找，外面是一条小弄。整体还算干净。', '短评打分': 3}
{'短评内容': '酒店不临大街 很安静,在碧峰峡走了一天,很累的回到酒店.舒舒服服睡到大天亮呢~~ 挺干净的，比碧峰峡里面的住宿好太多了。', '短评打分': 5}
{'短评内容': '酒店价位非常好，但是酒店内可挂房费的消费项目少，且如刷卡结账的话要当天入住当天刷，第二天就不行了，酒店给出的解释是当天账目当天结清，觉得不方便，希望可以改进', '短评打分': 5}
{'短评内容': '酒店服务还可以，入住还送果盘，就是地点在个小巷子里，开车去的进出不便，停车场太小', '短评打分': 5}
{'短评内容': '还可以吧，当然比158这些酒店还要差一些！！', '短评打分': 3}
{'短评内容': '还可以，性价比蛮高的，算上用券，108的房间在雅安还是比较有价格优势的，而且酒店在川农大旁边，吃的很多啊，呵呵！', '短评打分': 5}
{'短评内容': '整体不错，不过中间停电让人恼火，停电了两次晚上', '短评打分': 5}
{'短评内容': '酒店设施不错，房屋干净明亮，还送水果。酒店位置很好，到各个景点都不用绕路，酒店外面有很多的小吃店，东西好吃价格便宜。我个人认为性价比超高！还有酒店的保安人超好，我们晚上下车的时候下暴雨，保安还打着伞一个个接人。', '短评打分': 3}
{'短评内容': '酒店设施不错，房屋干净明亮，还送水果。酒店位置很好，到各个景点都不用绕路，酒店外面有很多的小吃店，东西好吃价格便宜。我个人认为性价比超高！', '短评打分': 5}
{'短评内容': '总体感觉一般', '短评打分': 5}
{'短评内容': '酒店位于市中心，出行方便，房间设施较新，通风不错，晚上比较安静，服务到位，酒店的服务员和保安都很亲和，还是有种温馨的感觉。', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 5}
{'短评内容': '性价比很不错，128房间很值，在窗户就基本上就可看到川农大学全景，空气很舒畅，卫生满意，服务热情，听说豪华标间能点播电影，下次可以去试一试。', '短评打分': 5}
{'短评内容': '房间还不错 就是卫生间比较简陋', '短评打分': 5}
{'短评内容': '这家酒店还是不错的，各方面的条件也很好，值得一住，下次到雅安还住这里。', '短评打分': 5}
{'短评内容': '装修味道很浓，房间一角有一股尿味\r\n其他还不错，床品看起来也可以，早餐很简单', '短评打分': 1}
{'短评内容': '位置不算偏僻，早餐方便、卫生，服务很好，上网有2M的带宽，整体不错，推荐！', '短评打分': 5}
{'短评内容': '卫生，安全，环境都不错。就是窗户关不上，不过楼高也没有关系', '短评打分': 3}
{'短评内容': '地理位置一般，其他的只能说物有所值了', '短评打分': 5}
{'短评内容': '条件不错！', '短评打分': 3}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '这个酒店条件的确不错', '短评打分': 5}
{'短评内容': '一切顺利，很好', '短评打分': 5}
{'短评内容': '位于一条小巷内，有点嘈杂。酒店环境到还可以\r\n', '短评打分': 5}
{'短评内容': '天呐～～～发现前面评价错了。现在重新更正对雅安碧峰大酒店的评价“就该酒店的位置和价格及设施而言，性价比还是很高的。值得推荐！！”对于前一条评论我很抱歉。前一条差评是针对“雅安红珠宾馆”的。再一次对雅安碧峰大酒店致歉！！', '短评打分': 3}
{'短评内容': '地理位置较好，距中心城区很近，但停车位很紧张。空调效果不好。', '短评打分': 5}
{'短评内容': '舒适性价比很好', '短评打分': 5}
{'短评内容': '雅安消费不高，酒店的条件肯定也比不上其他城市的，178的房间有电脑，客房里的灯光非常暧昧 不知道怎么想的', '短评打分': 5}
{'短评内容': '2点退房，还不错', '短评打分': 5}
{'短评内容': '不错的酒店，不愧是豪华大床房，床很大！', '短评打分': 5}
{'短评内容': '别的不说都很好。唯一不 好的可能是因为刚装修，室内的味道还是比较大的。建议多买点竹炭就可以了。那样会更好的\r\n', '短评打分': 5}
{'短评内容': '房间的硬件设施还不错,环境条件也都挺好的,地理位置也蛮方便的,就是酒店提供存包的服务,这点挺不方便的.', '短评打分': 3}
{'短评内容': '在雅安这边的酒店设施都是很老旧的,碧峰酒店是在一条小街里第一次去不好找,因为我以前在雅安住过所以比较熟.', '短评打分': 3}
{'短评内容': '按这个价格来说环境还可以，设施不错，位置也比较方便，就是服务方面有点弱，晚上10点就基本上没有服务员，', '短评打分': 3}
{'短评内容': '住的时候正好赶上装修吧，吃早餐的环境太简陋了，种类也有些少。其他的感觉都还可以。', '短评打分': 3}
{'短评内容': '下水道极臭！', '短评打分': 1}
{'短评内容': '不错的', '短评打分': 5}
{'短评内容': '这家酒店就是设施方面有些陈旧了,其它方面倒还可以了,价格也比较合适的.', '短评打分': 5}
{'短评内容': '不错的地方，在雅安城中心位置，卫生条件挺好的', '短评打分': 5}
