{'短评内容': '环境好，服务好，早餐稍贵，但是品种很多!', '短评打分': 5}
{'短评内容': '房间是后装修的，没地方停车，但距离趵突泉很近，晚上芙蓉街的夜市很热闹', '短评打分': 5}
{'短评内容': '10年前去过济南，对济南印象颇佳；近几年看到很多有关济南的报道，均为正面的，因此一直认为济南是个好地方。但是本次的济南之行却很失望！4月6日入住索菲特酒店，对酒店有很大好感，4月7日上午11：00从酒店结帐，酒店门童得知我们要到机场后，非常热情的帮忙挑了一辆出租车（事后非常怀疑门童与司机有猫腻），上车之后司机拒绝打表，要价120元，我们懒得和他争也就同意了。之后司机开车到达济南机场，打表为80元，', '短评打分': 1}
{'短评内容': '在济南算是最好的酒店了，房间很舒服，以后还会住。', '短评打分': 5}
{'短评内容': '酒店设施不错，房间设计也不错，位置很好。', '短评打分': 5}
{'短评内容': '酒店不错服务很好，特别是床很好，下次还住。', '短评打分': 5}
{'短评内容': '酒店地理位置很好，周边吃饭娱乐设施齐全， 美中不足的是房间里面洗浴设计的问题， 有下水道异味。', '短评打分': 5}
{'短评内容': '*还不错 但价格有点贵 且装饰有点老了', '短评打分': 3}
{'短评内容': '服务真的不错, 酒店设施也好, 就是有点小旧,风格略显沉闷,不过下次还会入住', '短评打分': 5}
{'短评内容': '服务真的不错, 酒店设施也好, 就是有点小旧,风格略显沉闷,不过下次还会入住', '短评打分': 5}
{'短评内容': '位置极佳，房间不错，硬件不错。服务稍微得差点，有待改进', '短评打分': 5}
{'短评内容': '硬件相当好，总体服务也很不错。\n如果说有需要改进的地方，那一楼餐厅的个别厨师连面前仅有的肉肠是什么品种都不清楚，仅仅已这个是猪肉肠，那个是牛肉肠来解释。这个太掉价了吧', '短评打分': 5}
{'短评内容': '多次推荐客人入住了，一直反映很好，服务更好！', '短评打分': 5}
{'短评内容': '来住过多次，感觉不错。这次推荐给朋友，他们也都很满意。', '短评打分': 5}
{'短评内容': '很舒适，细节透露关怀，服务室内饮食位置均好。室内光线更亮些能看书更好。', '短评打分': 5}
{'短评内容': '很好。相比其他国际酒店更细致艺术，很舒服。店内饮食很好。房间干净舒适。唯一不适应是光线暗淡，看书看电脑费劲。', '短评打分': 5}
{'短评内容': '新装修的房间非常好。。。用品也很精致。。。不错。', '短评打分': 5}
{'短评内容': '入住了。满意。', '短评打分': 3}
{'短评内容': '具有索菲特酒店特有的时尚、优雅和周到，非常好，下次还住。', '短评打分': 5}
{'短评内容': '酒店设施不错，房间设计也不错，空调很好，热水很好。', '短评打分': 5}
{'短评内容': '酒店很舒服，房间设计合理。可惜就是有些老了，不是落地窗，否则就完美了。早餐不错，购物不错（和银座商城一个楼）推荐', '短评打分': 5}
{'短评内容': '很好，但取消了加一元得早餐活动。', '短评打分': 3}
{'短评内容': '酒店交通挺方便的，房间也不错，早餐一般', '短评打分': 3}
{'短评内容': '酒店的整个条件不错 够得上五星级的服务 服务热情 房间设施较好 浴缸特棒 床也很舒服 唯一的缺点是房间里的下水道反味 离店时向前台反应 服务人员真诚道歉 并迅速让维修人员赶去查看 总的来说是满意的 ', '短评打分': 5}
{'短评内容': '很安静，交通方便，每次朋友去济南，就指定这家酒店。', '短评打分': 5}
{'短评内容': '门童很好，刚下车就主动过来帮助拿行李。前台很好很热情，大厅装修很好。房间很大但装修陈旧，早餐种类少。酒店各方面水平还行，只是性价比非常低，顶多够得上4星，500块。下次试试别的5星酒店吧。', '短评打分': 1}
{'短评内容': '新装修的房间很漂亮啊，用品都是欧舒丹的。。确实有品味', '短评打分': 5}
{'短评内容': '服务不错，内品也不错。', '短评打分': 3}
{'短评内容': '房間很大,住起來非常舒適,浴室也超棒,還有歐舒丹的備品,附近就有餐廳', '短评打分': 5}
{'短评内容': '设施不错，餐厅不错，有的服务细节还得改进', '短评打分': 5}
{'短评内容': '酒店位置都还不错，设施也很新，但是服务还没跟上', '短评打分': 5}
{'短评内容': '酒店的价格和服务以及设施不配套，就是性价比不高，基本不会再考虑了', '短评打分': 1}
{'短评内容': '地理位置不错，距离是中心很近。如果下次来济南还是住这块。', '短评打分': 5}
{'短评内容': ' 房间不错，早餐的面包和奶昔不是一般的好。下次还会入住。', '短评打分': 3}
{'短评内容': '服務挺好\n但是對客人沒有一致性\n有點差別待遇, 這點讓人很不舒服', '短评打分': 5}
{'短评内容': '多次为客户定此酒店，一如既往地获得好评。', '短评打分': 5}
{'短评内容': '一切都很好、很方便。就是室内温度太高，调不下来，只好关掉。', '短评打分': 5}
{'短评内容': 'This is a very good hotel located in Jinan city center. It is very close to many attractions for tourists; convenient.', '短评打分': 5}
{'短评内容': '很好很不错。就是俱乐部房间隔音不太好啊，望改进', '短评打分': 5}
{'短评内容': '特别喜欢一进酒店大堂的清香味。洗化用品真的是欧舒丹，房间不错，睡的很舒服，早餐也不错，服务很好，下次入住首选！', '短评打分': 3}
{'短评内容': '，房间感觉不错', '短评打分': 3}
{'短评内容': '过去三年住过最差的5星。。。。除了位置好点以外各种差！比很多现在的3星还差！', '短评打分': 3}
{'短评内容': '服务、硬件不错；能体现星级酒店本色的床、枕头让我深眠。', '短评打分': 5}
{'短评内容': '帮客人预订的，他们以前就住过这里，这次点名仍要住这里，可见该酒店给他们留下的印象非常好！', '短评打分': 5}
{'短评内容': '酒店的房间布局很好，洗发水和润肤露等都是欧诗丹的，用得很舒服。\n酒店内的意大利餐厅也很好。\n\n入住的两天可能有会议，早餐的人太多，服务员忙死了。', '短评打分': 5}
{'短评内容': '略有老旧，地理位置不错。酒店洗漱用品品牌不错', '短评打分': 5}
{'短评内容': '济南最好的酒店之一，条件不错，服务周全，地理位置也很好。', '短评打分': 5}
{'短评内容': 'This is a very good hotel located in the city centre of Jinan. Very close to many attractions.', '短评打分': 5}
{'短评内容': '感觉很舒适，很豪华~服务态度很好。空调有点不热。', '短评打分': 5}
{'短评内容': '价格实惠，高级大床房装修很时尚，不错。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': 'good service. good equipment and very friendly personnel.', '短评打分': 5}
{'短评内容': '很好的酒店，洗漱用品不错。每次来都住这里，市中心，交通方便。', '短评打分': 5}
{'短评内容': '性价比高，推荐', '短评打分': 3}
{'短评内容': '很好的酒店，硬件和服务都不错\n\n值得推荐', '短评打分': 5}
{'短评内容': '老客户了，我有客户来就安排他们住这里。环境好，交通便利，市中心，服务也好。值得推荐', '短评打分': 5}
{'短评内容': '我帮忙给其它客人预定的，客人对酒店很满意。', '短评打分': 5}
{'短评内容': '很好的位置，很好的服务，房间很小，但是很舒适。洗漱用品品质很高。\n', '短评打分': 5}
{'短评内容': '大堂气派，服务到位，很舒心。', '短评打分': 3}
{'短评内容': '今年国庆预订的俱乐部房间，但办入住时前台没留住，又说给升级到套房，似乎是照顾“升级”吗？但是上去一看实在太陈旧了，有种被蒙骗的感觉，影响心情，希望酒店不能随便更改预订，我可是老住客啊！并希尽快对这种古董房进行装修。', '短评打分': 5}
{'短评内容': '交通方便，很喜欢。.........', '短评打分': 3}
{'短评内容': '帮朋友定的，位置很好，服务很周到，门前停车不方便', '短评打分': 5}
{'短评内容': '位置好，服务号，硬件好！！！价格有些高，推荐', '短评打分': 5}
{'短评内容': '在网站订了一间大床房，到了酒店有电话订了一间。网站定的有水果送，电话订的木有。酒店地理位置很便捷，房间也很干净，备的欧舒丹的洗漱用品，护肤皂和乳液都有，但为啥没有柔肤水呢？', '短评打分': 5}
{'短评内容': '住的不错，下次还来。住的不错，下次还来住。的不错，下次还来住的不错，下次还来住的。不错，下次还来。不错，下次还来。不错，下次还来。不错，下次还来。不错，下次还来。不错，下次还来。', '短评打分': 5}
{'短评内容': '酒店的地理位置非常好，强烈推荐。', '短评打分': 3}
{'短评内容': '浴缸下水有问题，空调声音大，服务很好，还是很不错的', '短评打分': 5}
{'短评内容': '空调声音大,没有暖风,早餐丰盛,洗浴用品好', '短评打分': 5}
{'短评内容': '应该是济南最好的酒店了。因为不在市内，不用担心堵车，出行很方便。', '短评打分': 5}
{'短评内容': '原订的高级房虽然到店后升级了套房，但是上去一看实在太陈旧了，所以最后还是换到CLUB的房间，虽然面积不大，但这才是五星级酒店的房间。', '短评打分': 5}
{'短评内容': '酒店地处中心繁华路段，交通购物便利。酒店内的设施还可以，有一点旧。服务很好，早餐很丰盛。', '短评打分': 5}
{'短评内容': '这家酒店还不错，早餐最好事先预定，入住后挂房帐比较贵。', '短评打分': 3}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', '短评打分': 5}
{'短评内容': '房间大气，干净，环境好。值得推荐。经常会安排客户入住', '短评打分': 5}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '\n酒店大堂还算可以，但房间设施太差，也很陈旧，与五星级酒店名不符实，收费太高，很遗憾!', '短评打分': 3}
{'短评内容': '设施陈旧，不具备五星级标准，性价比太差。', '短评打分': 3}
{'短评内容': '床非常舒服，早餐很丰富，还送酒吧饮料劵，服务非常到位！', '短评打分': 5}
{'短评内容': '地理位置很好，离泉城广场和逛商店比较方便，就是用餐太贵，房间价格在济南偏高些。', '短评打分': 5}
{'短评内容': '第二次入住，都是到店房间未收拾，早餐一般，饭店整体感觉不错。', '短评打分': 3}
{'短评内容': ' 很一般', '短评打分': 3}
{'短评内容': '酒店新装修的还不错，老的太陈旧了，价格偏高。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '环境不错，服务很混乱\n早点不错，中餐一般般\n\n可能的情况下尽量住俱乐部楼层，设施比30层以上的老房子好很多', '短评打分': 5}
{'短评内容': '在济南算是最高档的酒店，硬件，软件设施齐全。价格稍微贵一点，但是真正的5星级也不可能太便宜，还值得，下次如有机会还会选择这家酒店。', '短评打分': 5}
{'短评内容': '虽然酒店本身略为陈旧，但是依然是很不错，很舒服的体验。\n\n很喜欢房间的设计，大大的可以转来转去的电视机，很好的浴室。尤其喜欢全部都是欧舒丹的洗漱用品。早餐的果汁瓶子太可爱了。\n\n总体来说细节做得不错，也是颇有巧心思的。', '短评打分': 5}
{'短评内容': '挺不错，价格也要比其他城市的索菲特便宜一些！挺不错，价格也要比其他城市的索菲特便宜一些！挺不错，价格也要比其他城市的索菲特便宜一些！挺不错，价格也要比其他城市的索菲特便宜一些！', '短评打分': 5}
{'短评内容': '挺不错，价格也要比其他城市的索菲特便宜一些！挺不错，价格也要比其他城市的索菲特便宜一些！挺不错，价格也要比其他城市的索菲特便宜一些！', '短评打分': 5}
{'短评内容': '房间较小, 可能也就10平米,  其他都不错.', '短评打分': 3}
{'短评内容': '位置很好，吃饭逛街都很方便,房间的小物件很精致，不错的酒店，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还是一如既往地好。所处位置周围都是乱哄哄的，能有这样一个质量好的地方很不错了。来济南，还是会住在这里，也没有其它地方好住了。有一点，中餐厅的价格太吓人了，我上去瞧了一下菜单，没敢吃，还是下去吃自助餐了。', '短评打分': 5}
{'短评内容': '酒店位置很好，房间也很舒适，早餐也丰富，虽然是第一次入住，感觉很不错，值得推荐。以后出差济南估计还会入住。', '短评打分': 5}
{'短评内容': '服务和环境都没的说，就在银座商场的楼上，有免费停车，免费升级为俱乐部房，大床非常的舒适，洗浴用品都是欧舒丹的，真不错！！', '短评打分': 5}
{'短评内容': '济南最好的酒店！我给先生定的，他是个超级挑剔的人，居然说该酒店很好？？？！！！可想而知。呵呵！建议大家多多体会！！！', '短评打分': 5}
{'短评内容': '酒店分新旧2个楼层，新层不错，但是面积太小：30平，早餐不错，价格有点贵，和其他城市的索菲特酒店比，性价比不够，价格偏高。前台的接待慢，开房花了40分钟，晕。', '短评打分': 5}
{'短评内容': '住的不错，还是挺舒服的，环境好，交通也非常方便。住的不错，还是挺舒服的，环境好，交通也非常方便。住的不错，还是挺舒服的，环境好，交通也非常方便。', '短评打分': 5}
{'短评内容': '住的不错，还是挺舒服的，环境好，交通也非常方便。住的不错，还是挺舒服的，环境好，交通也非常方便。\n住的不错，还是挺舒服的，环境好，交通也非常方便。', '短评打分': 5}
{'短评内容': '住过很多济南的酒店，索菲特是最好的5星酒店，早餐十分丰富，位置好紧靠泉城广场，值得推荐。服务方面，虽然没什么不好的，但是还是觉得不如北京上海的索菲特好，少一些热情。', '短评打分': 5}
{'短评内容': '非常好的酒店，毕竟是索菲特，服务非常好 ', '短评打分': 3}
{'短评内容': '服务很好,设施齐全，就是房间面积小了点，总体还是可以的', '短评打分': 3}
{'短评内容': '不错的酒店，早餐不错，房间有点小，价格有点高。', '短评打分': 5}
{'短评内容': '超赞一下！！', '短评打分': 3}
{'短评内容': '硬件不错，在五星级中属高端。Housekeeping清洁水平很一般，别人用过的洗发水居然没更换还放在浴室里。床很舒服。品牌沐浴用品就是不一样。', '短评打分': 5}
{'短评内容': '条件很好，很干净，但标间有点小，总体不错，推荐', '短评打分': 5}
{'短评内容': '索菲特风格、银座商业中心、地理位置很好，广场和公园都近在咫尺....', '短评打分': 5}
{'短评内容': '地理位置相当好，出行到几个著名景点很方便，附近有的是可选择的餐饮。酒店硬件也显示出豪华。', '短评打分': 5}
{'短评内容': '不错，地理位置优越，购物餐饮方便，服务也好，附近就有去机场的大巴', '短评打分': 5}
{'短评内容': '酒店位置非常好，吃饭逛街都非常方便。停车方便。前台服务态度很好，房间时尚大气，干净。', '短评打分': 5}
{'短评内容': '每次来都是住在这里，服务很好，交通也很方便', '短评打分': 5}
{'短评内容': '这个酒店地理位置非常好，去哪里都很方便，服务也很好，如果下次来我还会住此酒店。', '短评打分': 5}
{'短评内容': '升级的高级套房非常不值，看上去连四星都算不上，也许升级的俱乐部房不错。但早餐相当不错', '短评打分': 1}
{'短评内容': '一直支持中！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店位置不错，环境也很好，价格还算合理，愿意推荐给大家考虑。', '短评打分': 5}
{'短评内容': '酒店没有单独的停车场很乱，有时没车位。服务还行，卫生间水龙头不好用', '短评打分': 1}
{'短评内容': '相信这是一家回头客很多的酒店，强力推荐！', '短评打分': 5}
{'短评内容': '酒店很干净，房间空间利用也很合理，价格适中，是个很不错的酒店。', '短评打分': 5}
{'短评内容': '下次去济南还会选索菲特的,品质依旧,但希望俱乐部房能更有新意,而且卫生间内的器具要再注意下', '短评打分': 5}
{'短评内容': '比其他的索菲特稍微小了点,不过舒适度OK的,周边也比较方便,泉城广场、趵突泉近在咫尺', '短评打分': 5}
{'短评内容': '这次入住发现酒店已经重新装修过了，非常不错。环境比以前更优雅，更舒适。是名副其实的五星酒店。下次还会选择。', '短评打分': 5}
{'短评内容': '确实不错，真正的5星级酒店，床特别舒服。有一点问题就是前台办理的效率有点低，我去的时候说房间没打扫出来，我办好入住手续后出去吃了个午饭，一个小时的时间回来后竟然还没打扫好，真是郁闷，最后还是给换了个房间。', '短评打分': 5}
{'短评内容': '服务好，酒店设备很新的，干净，床很舒服。地理位置佳，出行方便。\n\n', '短评打分': 5}
{'短评内容': '因为预定的大床房没有了，升级到套房。但是套房是老式装修，太陈旧了一点，性价比不高。等装修完了再去住。位置很好。', '短评打分': 5}
{'短评内容': '济南最好的酒店， 地处繁华路段， 购物吃饭都非常方便，  楼顶旋转餐厅的自助餐还是不错的， 值得吃， 风景也好，  下次还会入住', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '应该是济南最好的酒店', '短评打分': 3}
{'短评内容': '一般', '短评打分': 3}
{'短评内容': '酒店非常好，但是部分房间没有重新装修，是十几年前的装修，非常不喜欢，新装修好的房间，相当不错', '短评打分': 5}
{'短评内容': '可以说是济南最好的酒店了，位置很好，服务也很好，自助餐很不错', '短评打分': 5}
{'短评内容': '  还不错  位置挻好  但停车太不方便', '短评打分': 3}
{'短评内容': '洗漱用品很好，国际大牌。免费升房现在，超值！！', '短评打分': 5}
{'短评内容': '很上档次哦，位置也超好的，服务也不错，值得推荐！', '短评打分': 5}
{'短评内容': '很豪华，地理位置超方便啊，就是当然价格还是有点点贵，不过住得舒服', '短评打分': 5}
{'短评内容': '非常好的酒店，免费升级客房。性价比很高！', '短评打分': 5}
{'短评内容': '之前很少入住超豪华的酒店，入住本酒店后，感觉超豪华的感觉就是好啊，不过银子也好....', '短评打分': 5}
{'短评内容': '可以算是济南豪华酒店的翘楚了，非常值得入住，周末还有特价', '短评打分': 5}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': 'Nice hotel at the Centre of Jinan; staff are very professional. Thanks!', '短评打分': 5}
{'短评内容': '非常好 硬件服务都非常好  尤其服务一流 很满意', '短评打分': 5}
{'短评内容': '酒店内饰非常不错，洗洁用品使用了法国品牌，床具也很舒服。唯一因处于市中心，交通较拥挤，进出停车不太方便。', '短评打分': 5}
{'短评内容': '和老婆带孩子入住的是刚装修不久的豪华房，房间不错，孩子超喜欢。洗手间是泡澡、淋浴和便盆各自独立的，挺有创意。早餐中西餐都有，还算丰富，服务不错。上网免费且网速很快。', '短评打分': 5}
{'短评内容': '挺高档的，很豪华，服务员素质也不错，推荐哦！', '短评打分': 5}
{'短评内容': '不错，很豪华，交通也非常方便，下次来还住', '短评打分': 5}
{'短评内容': '酒店不错，就是有些陈旧！一直都住！如果房间都装修一下就更好了！', '短评打分': 5}
{'短评内容': '酒店位置很好，就在泉城广场斜对面。走到趵突泉大约15分钟。机场大巴在隔壁‘玉泉森信大酒店’上下客，四十分钟左右到机场，票价20元。出租车120元。\n酒店服务周到，房间舒适，性价比还可以。', '短评打分': 5}
{'短评内容': '房间设施比较老，最近不推荐入住，好多房间正在装修，服务还算到位', '短评打分': 1}
{'短评内容': '装修不错,服务员也有较高素养,如果房间能再大一些,那就没有说的了。', '短评打分': 3}
{'短评内容': '符合星级标准，各项设施也还可以，住得还算满意，服务还需加强', '短评打分': 5}
{'短评内容': '济南五星酒店里面， 这家不是最好的选择。 主要是旧了。 但是地理位置好， 这是选择的主要原因。', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 3}
{'短评内容': '很好很喜欢。', '短评打分': 3}
{'短评内容': '  stay in room  4004  4016  4104  very comfortable  large  rooms', '短评打分': 3}
{'短评内容': '酒店档次很高，内部环境很好，服务也很周到，非常满意。', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': '赶上特价了，真不错，下次来还住，物超所值', '短评打分': 5}
{'短评内容': '还可以吧，就有点贵，不过谁让人是五星的呢', '短评打分': 5}
{'短评内容': '超好的酒店，纯五星服务，6楼中餐厅很棒，推荐哦！', '短评打分': 5}
{'短评内容': '不错，不过有时候预定的时候等待接通时间有点长，希望能改进下', '短评打分': 5}
{'短评内容': '订的限时抢购房，房间比较旧，不符合五星酒店标准。', '短评打分': 5}
{'短评内容': '很不错的酒店，管理和服务都很好，设施也棒，每次去济南必住', '短评打分': 5}
{'短评内容': '真的是非常好的酒店，不论是服务，餐饮，用品，位置，舒服程度都是一流的。特别值得一提的是我的钱包丢在楼下大厅的厕所了，服务人员在第一时间交回给我。非常值得赞扬，他们的服务意识非常到位，以后还会入住。', '短评打分': 5}
{'短评内容': 'very nice hotel,very delicious food', '短评打分': 5}
{'短评内容': '标准五星级，服务非常好，可以适当延时间，好。', '短评打分': 5}
{'短评内容': '市内布局精制，很不错的酒店！就是价格有点小贵！', '短评打分': 5}
{'短评内容': '每个人标准不同吧，这次是帮总裁预定的，他反应说酒店大堂很漂亮，不过纯属门面靓，客房的装修则是最便宜的那种档次，够不上5星级的标准，顶多4星。', '短评打分': 1}
{'短评内容': '环境不错，服务望进一步提高，但总体还不错！', '短评打分': 5}
{'短评内容': '挺好的呢 但五星级酒店在济南也不过如此 比起青岛的香格里拉来 还是有一点差距 送的果盘是一个苹果 一个香蕉 一个橘子 。。。 被子枕头什么的都很舒服 洗澡也很ok 晚上叫了按摩师来做了198的精油按摩也不错 ', '短评打分': 5}
{'短评内容': '服务不错，房间内的装饰我很喜欢，价格比较合理，呵呵', '短评打分': 5}
{'短评内容': '员工服务态度很好，但是室内温度太高，应该考虑节能。', '短评打分': 5}
{'短评内容': '不错的酒店，但是我住在36层，设施太陈旧。', '短评打分': 5}
{'短评内容': 'A very good hotel with kind staff, Lovely!', '短评打分': 5}
{'短评内容': '很好的价格，很大的房间，也很时尚，就是大门的门面太小了。与整个酒店的风格不协调。', '短评打分': 5}
{'短评内容': 'It is a high standard hotel. The quality of service is excellent.\n', '短评打分': 5}
{'短评内容': '大床房非常棒，开放式的卫生间，很现代，大床也非常舒服，喜欢喜欢 ', '短评打分': 5}
{'短评内容': '非常舒适的酒店，在当地算得上是一流的水平，相对其他城市价格算得上非常便宜。周边设施齐全，交通方便，酒店装潢很新，非常喜欢', '短评打分': 5}
{'短评内容': '很豪华高档，当然，价格也不菲，只可惜没在此尝尝法式大餐。', '短评打分': 5}
{'短评内容': '很喜欢。。。就在银座楼上。购物很方便，新装修的房间很漂亮。吃饭什么的也很方便', '短评打分': 5}
{'短评内容': '新装修的文章太漂亮啦。。。女儿很喜欢，卫生间超漂亮。。。', '短评打分': 5}
{'短评内容': '非常好的酒店，各方面都不错！值得一住！强力推荐！', '短评打分': 5}
{'短评内容': '没有装修的房间设施太旧了，房间空调的温度开关都不管用。酒店服务人员说是因为酒店的空调系统太老了。性价比不高\n', '短评打分': 5}
{'短评内容': '服务热情，素质很高，出门方便，商场较多，下次还会入住', '短评打分': 5}
{'短评内容': '设施齐全，服务周到，位置极佳，属于济南高档商务酒店', '短评打分': 5}
{'短评内容': '交通方便 房间够大 服务员也不错态度很好 下次还会住', '短评打分': 5}
{'短评内容': '酒店较新,物有所值。', '短评打分': 3}
{'短评内容': '这个酒店的空调非常的好，很灵敏，效率很高，服务很热情，床很舒服', '短评打分': 5}
{'短评内容': '前台工作人员需要改进工作作风，避免出现摇摆、抖动等。对于客人的问题与要求应当及时回复。', '短评打分': 1}
