{'短评内容': '老板很热情', '短评打分': 3}
{'短评内容': '房间干净很舒适，比三星的好，还有免费的早餐，让我们感觉好像回到家一样。再有，张大哥人非常的好，纯朴又很热情，来回接送我们去车站。还非常热情的给我们介绍怎么玩比较有趣。总之对乌镇人民及印象挺好的', '短评打分': 3}
{'短评内容': '老板人比较好，对景区的介绍挺有参考价值的。', '短评打分': 5}
{'短评内容': '张老板超级热情，还会到车站接我们的行李，推荐我们怎么游西栅最划算，后来我们走的时候还特意送我们去车站，感谢啦~', '短评打分': 5}
{'短评内容': '乌镇小桥流水人家住宿环境优雅，服务态度非常好，建议出游乌镇的人首选。', '短评打分': 3}
{'短评内容': '民宿老板很热情，最赞的是来回车站，还有东西栅景区间游览，都用自家的电摩托接送我们，房间还是比较干净的，挺舒服，早上还有自家的稀饭馒头油条供应。老板还开了一家茶楼在东栅，也邀请我们去坐坐。总的来说还是比较满意的吧~~', '短评打分': 5}
{'短评内容': '不临河', '短评打分': 3}
{'短评内容': '好热情的张师傅，房间也很大很干净，住着舒服之余，还能感受店家的热情亲切招待，另我对乌镇的人民倍增好感~哈哈，下次再有机会去，再订您家~！', '短评打分': 5}
{'短评内容': '过了很久才想起来要评论。张大哥非常热情，会骑摩托车到车站接站。三层小楼民宿，就在东栅景区内。最上层的那个房间带个小阳台，很惬意！', '短评打分': 5}
{'短评内容': '老板不是一般地人好，热情得我们都不好意思了，强烈推荐啊！', '短评打分': 5}
{'短评内容': '我们是3号住的 老板很好 先去车站帮我们把行李拿过去 给我们减轻不少负担 然后我们直接去的西栅 大概晚上10点了 老板又来接我们回去 一到那儿发现房间和照片一样 而且又大又干净 真的不错 早饭也不错 貌似都被我们吃了  由于晚上九点之后入住 第二天还省了东栅的门票 而且早上又帮我们买去上海的车票 真是帮了大忙了 很热情 值得推荐 完全可以放心', '短评打分': 5}
{'短评内容': '房间还好，蛮干净的，但毕竟是民宿不是客栈什么，所以对于要求的人来说可能不会很满意。另外老板很热情，带我们去吃饭 在东栅开了间茶馆', '短评打分': 3}
{'短评内容': '老板人很好,下午两点到了乌镇,因为第二天还要玩一天,老板就建议我们先去南栅,第二天买张联票游东栅,西栅和西栅夜景就足够了,老板这样一说让我们省了很多事啊,心里舒坦,O(∩_∩)O哈哈~...晚上老板带我们进去的,订的豪华大床房,房间也很干净,在染坊弄后面,很方便,第二天晚上游完西栅,等到东栅的保安下班后,我们自己就走回去了', '短评打分': 5}
{'短评内容': '还不错，老板人很好，房间也很干净，离东栅挺近的，穿个胡同就到了。', '短评打分': 5}
{'短评内容': '酒店的老板很好，就是有特殊原因接的晚点，早上还给提供早餐，很不错的店子，值得推荐！！！！！！！！', '短评打分': 5}
{'短评内容': '住的不错,', '短评打分': 3}
{'短评内容': '老板人很热情，到汽车站接我们的行李，晚上来西栅接我们，9点后进免了东栅门票，还帮我们去买了去杭州的车票，赞一个！不过“小桥流水”的名字和实际不相符。', '短评打分': 5}
{'短评内容': '老板真的好的没话说！\n热情、用心、周到……各种溢美之词都不为过。\n接送：第一天去的时候不认识路，老板娘就在东大街等我们带我们去到家里；中间买了太多东西想回去放东西，结果去到的时候老板不在，还专门跑回来帮我们开门，真心感谢；从西栅出来的时候在老板娘的姐姐店里吃了各夜宵，也是特别的热情；离开乌镇的时候还特意用电瓶车送我们去乌镇汽车站坐车，实在是太意外了。房间：房间很舒服干净，热水、空调、暖被，反正第二', '短评打分': 5}
{'短评内容': '老板娘和老板人都很好，这次玩得很开心…', '短评打分': 3}
{'短评内容': '匆匆忙忙预订了这家民宿，其实就是当地人的家里了，看到之前很多好评的，比较了几家就果断的定了这家。后来联系了老板，老板果然很热情，很朴实，并告知我从上海怎么坐车去乌镇，什么时候去划算，什么旅游线路比较划算。他建议我们下午两点半从上海南站出发，2小时到乌镇，然后坐K350直接去西栅，五点买夜票看夜景，九点再出来，他带我们去东栅景区内他的家，这样第二天就可以直接免门票逛东栅了。\n一切都是按预计的路线，九', '短评打分': 5}
{'短评内容': '不错。房间虽然有点小。但挺舒服的', '短评打分': 3}
{'短评内容': '很不错,酒店很干净,房间很大,老板也很热情,价格非常合理了.大床房间里还有阳台早上起来很有感觉.虽然是民宿但是里面装修得不错.', '短评打分': 5}
{'短评内容': '终于跟好友去了乌镇，网上订的酒店。去的那天是桐乡最冷的天。55555... 我们一到乌镇汽车站就给老板娘打了电话，她很热情的说来接我们，我们商量着还是先把行李让老板娘带回去，自己先去西栅逛逛，看完夜景直接回来睡觉。最后那么冷的晚上，老板和老板娘出来接我们回去~ 还留了间最大的房间给我们，那个感谢的啊~  房间没得说，超级干净，超级大，床也很软和。第二天带我们去东栅逛了还给我们泡豆奶、吃粽子。总之，', '短评打分': 5}
{'短评内容': '房东夫妇人真的很好很好，客栈位于东栅景区内，晚上九点后入住转天可以免费游乌镇，真的太合适了（当然有些收费的景点是不能进去的，但是那些景点比如钱币博物馆之类的个人觉得进去也没意思）。房间还好，就是我们住的房间空调被上一个客人弄坏了，大冬天的真的好冷啊，洗澡开了浴霸还是觉得冷，可能是北方人住惯了有暖气的房间吧。说实话，舒适程度还是没办法和酒店相比的，但是景区里酒店都很贵，还算对得起这个价格。最重要的，', '短评打分': 1}
{'短评内容': '以后要先信用卡预订的我一概不会考虑了，这次当是一个教训了，门票免费那是要晚上9点以后，一般谁会这么晚去，住进去就不想出来了，因为没有钥匙给你的，每次要打电话给房东，快的话大概10分钟开门，一次我们在外面等了半个多小时，冬天还是下雨的，这个心情可想而知，还有就是热水的问题，反正是谁去谁知道，也许夏天要好点。', '短评打分': 1}
{'短评内容': '店主非常热情周到，住的房间非常干净漂亮，让在外的人有一种难得的家的感觉，特别推荐豪华大床房。', '短评打分': 5}
{'短评内容': '民宿服务周到，，我们订的大床房非常喜欢……有机会还会去', '短评打分': 5}
{'短评内容': '地理位置很好，在东栅景区里面，在那里住还省了进东栅的门票100呢，真划算....而且老板自己还另开了一家茶楼,玩累了还可以在那里歇歇脚,而且房间布置的很有家的感觉,很舒服,在那住得话,可以白天在东栅玩,晚上就可以去欣赏西栅的夜景了,不过那就得买门票了,也很便宜,才80元,给各位旅友们提供点建议:夜景5;30进,不过9;30就的出来了.时间有点紧咯~~~', '短评打分': 5}
{'短评内容': '不错，老板人很热情，早餐也丰盛，下次首选这家。建议大家一到当地就得联系老板，行李先托管给老板', '短评打分': 5}
{'短评内容': '老板真的很热情，住的也很舒服。但是要是人多点就好了。比较热闹哦！！！', '短评打分': 5}
{'短评内容': '晚上10点多老板在西栅门口接到店里，是自家的楼新装修的，有点民宿的味道。早上老板自家做的早饭，很有家的感觉。', '短评打分': 5}
{'短评内容': '老板人很好，房间也不错，就是觉得东栅太一般了，没有住在这里的必要。晚上一片漆黑的。', '短评打分': 5}
{'短评内容': '之前就听说老板很热情，确实如此啊。还带我们免费游西栅。', '短评打分': 5}
{'短评内容': '小桥流水人家在东栅景区里 推', '短评打分': 3}
{'短评内容': '比较安静干净的地方，不错', '短评打分': 3}
{'短评内容': '还不错，店主人很好，住宿也方便', '短评打分': 3}
{'短评内容': '挺不错的，老板人很好，大床房有新房的感觉~~太阳能热水器不太稳定，温度不太好掌控，这个还可以改善下哦', '短评打分': 5}
{'短评内容': '都说可以免门票，可是不是这样的，老板娘就让我们买门票进去的，逛完东栅，去西栅，必须晚上九点以后才能进去，时间上太牵制了，床很硬，睡觉像挺尸，早上没有热水，哎，太不尽如人意了~~~', '短评打分': 1}
{'短评内容': '老板人不错，晚上快九点的时候去景区门口接了我们，人也很热情，告知了许多乌镇游玩的信息，住在他们家里，可以免去在东栅景区游玩的门票，但是相关检票的景点都不能去。。。比较悲剧的是老板说错了从乌镇到嘉兴的末班车时间，其实四点二十就没车了，我们得到的消息却是五点半，可想而知五点半到车站的二人组是多么窘迫。。。', '短评打分': 5}
{'短评内容': '店家很好，我们是先玩了西栅过去住的，晚上九点住进去，店家到景点接我们。是民宿，店家夫妻两个都不错，我们住的是三楼的大床房，房间很大，有个阳台，卫生间也感觉挺卫生的。早晨在房间的窗户看了日出的朝霞。推荐', '短评打分': 5}
{'短评内容': '虽然可省去门票钱，但是很多景点进不去！还是自己买票吧！早餐看着就不想吃~店家态度很好~房间干净！', '短评打分': 3}
{'短评内容': '17点后到西栅，看乌镇的傍晚和夜景，晚上入住小桥流水人家，第二天看东栅早晨******\n完美！', '短评打分': 5}
{'短评内容': '老板人很好啊。酒店房间也不错。就是隔音不是很好。不过省了去东栅的门票，总体上还很值得啊！！推荐推荐！', '短评打分': 5}
{'短评内容': '老板人不错，房间也很干净，就是所谓赠送的早餐实在不怎么样！', '短评打分': 5}
{'短评内容': '老板人很热情，帮我们省了东栅的门票，还帮忙买车票，房间很干净。', '短评打分': 5}
{'短评内容': '这次南下之心最满意的就是乌镇了。老板人很热心，来到车站接我们入住，还免费游了东栅，晚上再从景点把我们接回酒店，还帮我们订车票，人很热心。一开始以为是简陋的民居，走进去还是挺惊喜的。房间非常干净，设施和在家一样，住着很舒服，晚上也很安静，晚上睡得非常踏实。以后还会推荐朋友的，愿老板生意兴隆', '短评打分': 5}
{'短评内容': '还可以，主要是价位不错，可以接受，环境相比一般，但也能接受。毕竟是睡觉，主要是价位', '短评打分': 5}
{'短评内容': '房间很干净,主人也很热情,是家居酒店,离景区也很近.', '短评打分': 5}
{'短评内容': '还行，老板挺客气...老板女儿挺好看的呵呵', '短评打分': 5}
{'短评内容': '老板娘人很好，骑个电瓶车接我过去的，很温馨的家庭旅馆', '短评打分': 5}
{'短评内容': '很安静，干净又温馨', '短评打分': 3}
{'短评内容': '老板人很好，我们昨天到的乌镇，一直下雨，去了西栅看夜景，后来老板先打电话问我们在哪里去接了我们，房间也很不错，很干净。在景区里面，还免费有了东栅，不错。  \n\n\n\n', '短评打分': 5}
{'短评内容': '从老板得知，客栈才开了半年多，所以设施都很新很齐全~当时还挺惊喜的。\n老板也很热情体贴，帮我们搬行李……我们在西栅玩得很晚也过来带我们回去……那晚还有点小雨的说……第二天一早老板还帮我们买去苏州的汽车票，我们一帮小懒鬼还在睡觉……最后老板还帮我们寄明信片。', '短评打分': 5}
{'短评内容': '老板很热情！房间很干净！不错！', '短评打分': 3}
{'短评内容': '房间比较干净，老板也很热情，由于店在东栅里所以可以第二天免费游东栅，呵呵~~\n还是比较推荐的！', '短评打分': 5}
{'短评内容': '店主很热情，住处很安全，早预定，更实惠', '短评打分': 3}
{'短评内容': '在东栅景区里，省了景区的门票很不错。老板一家很热情，我忘了东西还打电话提醒', '短评打分': 5}
{'短评内容': '服務非常親切!但景觀不好!我原先看介紹以為是在景區橋邊的,實際到了才知是小巷弄裡的民居改裝的.', '短评打分': 1}
{'短评内容': '位置很好，省下东栅景区门票，不是周末去还能有停车的地方', '短评打分': 5}
{'短评内容': '在景区里面，省了门票钱。。。。..................', '短评打分': 5}
{'短评内容': '接待热情，房间设施齐全，环境安静，比较干净。就是好像新装修的，有点味道的。', '短评打分': 3}
{'短评内容': '老板很热情,床不是很舒服,睡后让人腰痛。', '短评打分': 3}
{'短评内容': '位于东栅景区内，晚上9点以后入店可免东栅门票哦，第二天直接在东栅玩不需要门票了～\n老板很热情，到乌镇汽车站接我们，第二天一大早帮我们买好去返程的汽车票，还准备了早餐～\n民宿类的，环境还不错，比较干净，唯一的缺点就是隔音不太好，一大早被外面街道吵醒了', '短评打分': 5}
{'短评内容': '老板人很好，很热情，住在那有家的感觉，还能省门票，下次去还会住在那，也会推荐朋友去那住', '短评打分': 5}
{'短评内容': '就民宿来说条件还是不错的，就是位于东栅景区要晚上九点之后才能进去，逛西栅晚上有点冷，就提前出来了，郁闷的是旅店也回不去，一直冻到九点', '短评打分': 3}
{'短评内容': '相对房间来说一般吧，就是普通的民宿，住惯了酒店的再住这个可能稍微有些不习惯。另外，房间有些装修的气味。不过老板还是很热情的。', '短评打分': 5}
{'短评内容': '老板服务非常好，就是洗漱用品一般 ...', '短评打分': 5}
{'短评内容': '老板一家很亲切，还亲自到酒店接我们，帮我们准备早餐，还帮我们购买景区门票，各种照顾，让我们在他乡游玩有了家的感觉！', '短评打分': 5}
{'短评内容': '老板服务非常好，就是洗漱用品一般', '短评打分': 3}
{'短评内容': '服务满热情的，只能在九点之后免费入住   游客最好有心理准备  条件也还好', '短评打分': 5}
{'短评内容': '条件非常好，房间很干净，叔叔阿姨也很和蔼，很照顾我们，还去景区接送我们，还为我们准备早点，下次再来一定还要入住这里！', '短评打分': 3}
