{'descr': '交了2天房费住了1天就吹交下次看好单子', 'star': 5}
{'descr': '房间太小 其他还行 房间太小 其他还行 房间太小 其他还行', 'star': 5}
{'descr': '房间太小 其他还行 房间太小 其他还行 房间太小 其他还行', 'star': 5}
{'descr': '喜欢汉庭，服务很好，很干净。每天都给打扫。喜欢早餐，选类比较多。', 'star': 5}
{'descr': '喜欢汉庭，服务很好，很干净。每天都给打扫。喜欢早餐，选类比较多。', 'star': 5}
{'descr': '环境一般 房间有点小 价格上勉强接受 比起其他城市住的汉庭稍微差了些 有待提高', 'star': 5}
{'descr': '环境一般 房间有点小 价格上勉强接受 比起其他城市住的汉庭稍微差了些 有待提高', 'star': 5}
{'descr': '第一次来淮安，也是第一次入住汉庭酒店，干净，服务好，只是房间有点小。', 'star': 5}
{'descr': '第一次来淮安，也是第一次入住汉庭酒店，干净，服务好，只是房间有点小。', 'star': 5}
{'descr': '我评判一个酒店好不好，最关键最直接的一个因素就是进门那一霎那是否有异味。很遗憾这家汉庭开门就有一股怪味。 而且隔音也很不好，方佛随时都会有人要冲进我的房间一样。', 'star': 1}
{'descr': '我评判一个酒店好不好，最关键最直接的一个因素就是进门那一霎那是否有异味。很遗憾这家汉庭开门就有一股怪味。 而且隔音也很不好，方佛随时都会有人要冲进我的房间一样。', 'star': 1}
{'descr': '很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很好。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '，很好', 'star': 3}
{'descr': '，很好', 'star': 3}
{'descr': '感觉性价比不高，房间太小了。。。。。。。这个价钱我不会再选这里了，面对医院而且高级大床房我一点也看不出来高级，大床房而已的标准和设施环境。。。。\n', 'star': 1}
{'descr': '感觉性价比不高，房间太小了。。。。。。。这个价钱我不会再选这里了，面对医院而且高级大床房我一点也看不出来高级，大床房而已的标准和设施环境。。。。\n', 'star': 1}
{'descr': '位置比较好，服务态度也可以，空调效果比较好，就是卫生间比较小。房间很干净。', 'star': 5}
{'descr': '房间与其他同类酒店差不多，价格却高50%。环境整体比较噪，特别是空调室外机声音较大。人性化管理较差，规定12点一定要退房，否则超过时间就要收半价，你跟他协商一下，延时一下，就不同意，你想再延时1小时，可适当给点银子给他不行，你必须再重开钟点房，这样的酒店建议你们下次慎重选择。', 'star': 1}
{'descr': '在医院对面，停车位少。可以到酒店对面的医院停车，停车费10元/晚。但是，酒店最高报销8元的停车费。这个停车位应该是酒店提供，为什么不可以全部报销？\n酒店附近看上去是老城区，路不大的。车子开到酒店门口，不是很方便。\n房间小，卫生间小。毛巾很硬，有些黑。毛巾给人的感觉是已经用了很久了。\n自助早餐，品种很少。\n', 'star': 1}
{'descr': '每次在太原出差都入住这家酒店，真的很不错！', 'star': 5}
{'descr': '每次在太原出差都入住这家酒店，真的很不错！', 'star': 5}
{'descr': '酒店地理位置不错，出行很方便\n房间布置也很好，有格调\n不足之处就是房间漏水，太旧，因为是木质装修，都浸水了。\n希望改进。', 'star': 5}
{'descr': '酒店地理位置不错，出行很方便\n房间布置也很好，有格调\n不足之处就是房间漏水，太旧，因为是木质装修，都浸水了。\n希望改进。', 'star': 5}
{'descr': '708房间电视很不好用。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '708房间电视很不好用。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '干净 卫生 经济 快捷 是个不错的选择。。。', 'star': 5}
{'descr': '干净 卫生 经济 快捷 是个不错的选择。。。', 'star': 5}
{'descr': '对于出差期间想有一个较好网络环境的人士推荐', 'star': 5}
{'descr': '对于出差期间想有一个较好网络环境的人士推荐', 'star': 5}
{'descr': '入住汉庭淮安店房间挺大又整洁，感觉挺不错的。', 'star': 5}
{'descr': '房间环境有待提升。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间环境有待提升。。。。。。。。。。。。。。。', 'star': 5}
{'descr': 'ok!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': 'ok!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'star': 5}
{'descr': '地理位置不错，网速好，除了设施有点旧，床有点硬。其他都挺好', 'star': 5}
{'descr': '地理位置不错，网速好，除了设施有点旧，床有点硬。其他都挺好', 'star': 5}
{'descr': '网络质量不错，房间优点陈旧，床硬，其他还好。对网络延迟要求高的可以选择', 'star': 5}
{'descr': '网络质量不错，房间优点陈旧，床硬，其他还好。对网络延迟要求高的可以选择', 'star': 5}
{'descr': '可以推荐。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '可以推荐。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '房间空间较大，但略显陈旧，味道较重。位置还好，比较好找。', 'star': 5}
{'descr': '房间空间较大，但略显陈旧，味道较重。位置还好，比较好找。', 'star': 5}
{'descr': '设施比较陈旧，性价比不高；位置离火车站3公里，比较方便，但是周围餐馆较少', 'star': 1}
{'descr': '设施比较陈旧，性价比不高；位置离火车站3公里，比较方便，但是周围餐馆较少', 'star': 1}
{'descr': '维客商务酒店南内环店很不错，但是该装修了', 'star': 5}
{'descr': '维客商务酒店南内环店很不错，但是该装修了', 'star': 5}
{'descr': '维客商务酒店南内环店，很不错，但是最好重新装修', 'star': 5}
{'descr': '维客商务酒店南内环店，很不错，但是最好重新装修', 'star': 5}
{'descr': '地理位置尚可，离火车站比较近。但是房间设施一般，比起188元的价格来，性价比不高', 'star': 1}
{'descr': '地理位置尚可，离火车站比较近。但是房间设施一般，比起188元的价格来，性价比不高', 'star': 1}
{'descr': '住了好多次了，很不错....每次房子都不一样，就是隔音效果不好。', 'star': 5}
{'descr': '住了好多次了，很不错....每次房子都不一样，就是隔音效果不好。', 'star': 5}
{'descr': '不错，已经住好多次了。去火车站和建南汽车站都很方便！', 'star': 5}
{'descr': '不错，已经住好多次了。去火车站和建南汽车站都很方便！', 'star': 5}
{'descr': '酒店还行 热水够大 离酒店不远的简餐店也不错', 'star': 5}
{'descr': '虽然是特价房，但里面条件及面积都不错，性价比可以', 'star': 5}
{'descr': '虽然是特价房，但里面条件及面积都不错，性价比可以', 'star': 5}
{'descr': '房间较大，浴室里面墙面全贴木地板，感觉不错，可能时间有点长，下部有些霉了。', 'star': 5}
{'descr': '房间较大，浴室里面墙面全贴木地板，感觉不错，可能时间有点长，下部有些霉了。', 'star': 5}
{'descr': '选择的是家庭房，2张床非常大，目测估计在1.4米，房间也很大很宽敞，但是卫生间太小了，马桶两边是墙壁和玻璃，仅能容下身材苗条的人，和这么大的房间非常不成比例。虽然价格有点小贵，但是2人住还是非常舒服的。虽然有汉庭的普卡，但是还不送早餐。所以比较一下，还是选择这个送早餐的合适，呵呵。', 'star': 5}
{'descr': '住的514房间，房间特小，特潮湿，晚上睡觉特别吵，还好第二天换了个房间\r\n\r\n陈军', 'star': 3}
{'descr': '住的514房间，房间特小，特潮湿，晚上睡觉特别吵，还好第二天换了个房间\r\n\r\n陈军', 'star': 3}
{'descr': '大床房的格局比较好，床有点硬，网线如果能长点，躺在床上能上网就好了！', 'star': 5}
{'descr': '大床房的格局比较好，床有点硬，网线如果能长点，躺在床上能上网就好了！', 'star': 5}
{'descr': '什么破地方，晚上还有老鼠光顾…我就服了，大半夜的起来换房间…把我老婆吓坏了', 'star': 3}
{'descr': '什么破地方，晚上还有老鼠光顾…我就服了，大半夜的起来换房间…把我老婆吓坏了', 'star': 3}
{'descr': '地理位置好，离火车站和建南汽车站挺近的，房间比一般快捷酒店宽敞，但卫生确实还有待提高，打扫的不是特别干净，墙皮有些脱落，沙发套、枕套有些脏，。不过性价比相对还挺不错，装潢布置风格挺好，另外服务也有待提高。', 'star': 5}
{'descr': '地理位置好，离火车站和建南汽车站挺近的，房间比一般快捷酒店宽敞，但卫生确实还有待提高，打扫的不是特别干净，墙皮有些脱落，沙发套、枕套有些脏，。不过性价比相对还挺不错，装潢布置风格挺好，另外服务也有待提高。', 'star': 5}
{'descr': '环境不错，交通方便，早餐还行，房间挺大，床大睡着舒服。', 'star': 3}
{'descr': '房间宽敞，地理位置可以，房间有异味，电视遥控器不好用，不过性价比整体比如家强\r\n\r\n陈军', 'star': 3}
{'descr': '房间宽敞，地理位置可以，房间有异味，电视遥控器不好用，不过性价比整体比如家强\r\n\r\n陈军', 'star': 3}
{'descr': '感觉还可以，沙发有点脏，电视没声音。', 'star': 3}
{'descr': '感觉还可以，沙发有点脏，电视没声音。', 'star': 3}
{'descr': '距离火车站比较近，交通比较方便，住的相对来讲比较安静，酒店内设施还可以，比较有特色，但是卫生和服务员的态度不太好，而且不提供饮用水，需要接自来水烧，或者自个买。\n店内的墙体有的掉漆了', 'star': 5}
{'descr': '距离火车站比较近，交通比较方便，住的相对来讲比较安静，酒店内设施还可以，比较有特色，但是卫生和服务员的态度不太好，而且不提供饮用水，需要接自来水烧，或者自个买。\n店内的墙体有的掉漆了', 'star': 5}
{'descr': '  快捷便利', 'star': 3}
{'descr': '  快捷便利', 'star': 3}
{'descr': '地理位置优越，房间比较宽敞，硬件还行，就是软件服务不太理想，还有就浴巾、毛巾都有异味。。。。。', 'star': 5}
{'descr': '地理位置优越，房间比较宽敞，硬件还行，就是软件服务不太理想，还有就浴巾、毛巾都有异味。。。。。', 'star': 5}
{'descr': '很不错 推荐', 'star': 3}
{'descr': '很不错 推荐', 'star': 3}
{'descr': '房间面积大，配套也算可以，只是诸多小的问题需要改善：1.房间电话没声音，不能使用，想打到前台，还得用手机；2.卫生纸太次；3.地面卫生差；尽管如此，可能下次还会选择入住，但希望他们提高服务质量。', 'star': 5}
{'descr': '房间面积大，配套也算可以，只是诸多小的问题需要改善：1.房间电话没声音，不能使用，想打到前台，还得用手机；2.卫生纸太次；3.地面卫生差；尽管如此，可能下次还会选择入住，但希望他们提高服务质量。', 'star': 5}
{'descr': '优惠说明不明确。我们晚上十二点到酒店。登记入住后。发现房间里有一张优惠卡上说零点已后入住优惠价120元一晚。再问服务台她回答是会员价。骗术。', 'star': 1}
{'descr': '房间整体感觉不错，面积比较大，不过略感不足的地方是床上用品，建议酒店定期更换床单，被罩！', 'star': 5}
{'descr': '房间整体感觉不错，面积比较大，不过略感不足的地方是床上用品，建议酒店定期更换床单，被罩！', 'star': 5}
{'descr': '床很潮湿很硬，电视不是闭路的。其他还可以！', 'star': 1}
{'descr': '床很潮湿很硬，电视不是闭路的。其他还可以！', 'star': 1}
{'descr': '整体来说酒店不错，丛卫生环境和屋内的布局来看，有单独的一小块办公的地方，挺有情调的，就是电视总没信号，到半夜服务员也都睡了，没人给弄，卫生间还是挺大的，比一般的酒店要大一些，特别是一进门厕所是那种木条的，让人眼前一亮。', 'star': 5}
{'descr': '整体来说酒店不错，丛卫生环境和屋内的布局来看，有单独的一小块办公的地方，挺有情调的，就是电视总没信号，到半夜服务员也都睡了，没人给弄，卫生间还是挺大的，比一般的酒店要大一些，特别是一进门厕所是那种木条的，让人眼前一亮。', 'star': 5}
{'descr': '性价比高，交通方便，下次去太原还入住此酒店。', 'star': 5}
{'descr': '性价比高，交通方便，下次去太原还入住此酒店。', 'star': 5}
{'descr': '房间虽然小点,不过很精致,是个正确的选择!', 'star': 3}
{'descr': '不好，没心情多说什么。\n像是浴室什么改建的。不太干净！', 'star': 1}
{'descr': '不好，没心情多说什么。\n像是浴室什么改建的。不太干净！', 'star': 1}
{'descr': '不错的酒店。我每次来都住这酒店的，我还推荐了我的朋友来住过哦。', 'star': 5}
{'descr': '不错的酒店。我每次来都住这酒店的，我还推荐了我的朋友来住过哦。', 'star': 5}
{'descr': '挺好的，挺即使的。服务也很好', 'star': 3}
{'descr': '挺好的，挺即使的。服务也很好', 'star': 3}
{'descr': '内容', 'star': 3}
{'descr': '很好 不错不错！！\n...............', 'star': 5}
{'descr': '很好 不错不错！！\n...............', 'star': 5}
{'descr': '环境超级好的. 还有榻榻米式的茶几~  唯一不好的就是隔音太差. 我住的那个房间四面都是板...', 'star': 5}
{'descr': '环境超级好的. 还有榻榻米式的茶几~  唯一不好的就是隔音太差. 我住的那个房间四面都是板...', 'star': 5}
{'descr': '这家酒店很脏!!!!而且前台也不专业!!\n只是位置相对好点\n真的很脏!!!\n绝对不建议入住!!!', 'star': 1}
{'descr': '这家酒店很脏!!!!而且前台也不专业!!\n只是位置相对好点\n真的很脏!!!\n绝对不建议入住!!!', 'star': 1}
{'descr': '环境很好', 'star': 3}
{'descr': '环境很好', 'star': 3}
{'descr': '环境还可以，比较实惠，距离太原火车站和建南汽车站都较近，出行方便', 'star': 5}
{'descr': '环境还可以，比较实惠，距离太原火车站和建南汽车站都较近，出行方便', 'star': 5}
{'descr': '交通比较便利，去火车站坐计程车几分钟就到了，不用跳表，去机场也大约20分钟左右便到。房间布局比较合理，价钱也不贵。', 'star': 5}
{'descr': '交通比较便利，去火车站坐计程车几分钟就到了，不用跳表，去机场也大约20分钟左右便到。房间布局比较合理，价钱也不贵。', 'star': 5}
{'descr': '服务挺好但是饭菜简单条件相对来说较差', 'star': 3}
{'descr': '服务挺好但是饭菜简单条件相对来说较差', 'star': 3}
{'descr': '总体来说不错，前台热情，下次还会继续住的', 'star': 3}
{'descr': '总体来说不错，前台热情，下次还会继续住的', 'star': 3}
{'descr': '感觉不错！就是继续要加强消除蟑螂的工作1', 'star': 5}
{'descr': '感觉不错！就是继续要加强消除蟑螂的工作1', 'star': 5}
{'descr': '非常舒服的！很喜欢！非常舒服的！很喜欢！', 'star': 5}
{'descr': '非常舒服的！很喜欢！非常舒服的！很喜欢！', 'star': 5}
{'descr': '维客南内环酒店价格还算实惠，房间感觉不太干净，地毯好像很久没整理，还不如地板好，床单有破洞，服务员打扫房间不主动', 'star': 3}
{'descr': '维客南内环酒店价格还算实惠，房间感觉不太干净，地毯好像很久没整理，还不如地板好，床单有破洞，服务员打扫房间不主动', 'star': 3}
{'descr': '环境很好。安静，舒适。很不错的！', 'star': 3}
{'descr': '环境很好。安静，舒适。很不错的！', 'star': 3}
{'descr': '那天已入住', 'star': 3}
{'descr': '那天已入住', 'star': 3}
{'descr': '不错。就是隔音不好。没有 wifi，其他不错', 'star': 5}
{'descr': '不错。就是隔音不好。没有 wifi，其他不错', 'star': 5}
{'descr': '环境 设施 价格  服务 都挺好！.......', 'star': 5}
{'descr': '环境 设施 价格  服务 都挺好！.......', 'star': 5}
{'descr': '酒店的地理位置不错，房间内设也不错。挺好的。', 'star': 5}
{'descr': '酒店的地理位置不错，房间内设也不错。挺好的。', 'star': 5}
{'descr': '位置、价位、服务可以，就是墙面油漆脱落，略逊档次', 'star': 5}
{'descr': '位置、价位、服务可以，就是墙面油漆脱落，略逊档次', 'star': 5}
{'descr': '除了床太硬 其他的都不错 对了 还忘补充一点 这个隔音效果超级的好啊 隔壁的一切大小声音 俺都能听到  同志们 我后来戴着耳机睡觉的', 'star': 5}
{'descr': '除了床太硬 其他的都不错 对了 还忘补充一点 这个隔音效果超级的好啊 隔壁的一切大小声音 俺都能听到  同志们 我后来戴着耳机睡觉的', 'star': 5}
{'descr': '房间很大~环境也不错~服务态度很好~喜欢那个小沙发~就是房间里偶尔会出现小强~还有就是如果房间里的电子秤能让它一直有电就最好了~', 'star': 5}
{'descr': '房间很大~环境也不错~服务态度很好~喜欢那个小沙发~就是房间里偶尔会出现小强~还有就是如果房间里的电子秤能让它一直有电就最好了~', 'star': 5}
{'descr': '哎，以前都不错。。。这次的房间很烂啊。。。。。。。。。。。', 'star': 1}
{'descr': '哎，以前都不错。。。这次的房间很烂啊。。。。。。。。。。。', 'star': 1}
{'descr': '酒店总体不错吧！性价比比较高。比较推荐....', 'star': 5}
{'descr': '酒店不错，干净整洁，性价比很高，早餐也不错，就是服务态度不太好，隔音不好，隔壁说话听的很清楚…也还不错吧', 'star': 3}
{'descr': '酒店不错，干净整洁，性价比很高，早餐也不错，就是服务态度不太好，隔音不好，隔壁说话听的很清楚…也还不错吧', 'star': 3}
{'descr': '前台服务很不好，房间内卫生也不行，墙壁隔音效果真差，住了这么多次，怎么才发现这些问题呢？郁闷', 'star': 1}
{'descr': '前台服务很不好，房间内卫生也不行，墙壁隔音效果真差，住了这么多次，怎么才发现这些问题呢？郁闷', 'star': 1}
{'descr': '还好，就是网上预订好像连续好几天的话不能同时抵用我的消费券，郁闷', 'star': 5}
{'descr': '还好，就是网上预订好像连续好几天的话不能同时抵用我的消费券，郁闷', 'star': 5}
{'descr': '给我安排的房间在最顶层，通过暖气管道竟然可以看到天！下雨怎么啊。电视用的卫星，经常没有信号，网速慢的赛蜗牛，最可气的前台几个女同志那副要死不得断气的嘴脸，爱搭不搭的态度，还好房间楼层的服务员态度还算可以，房间也很宽敞，阳光充足，不在上面说哪些的话，倒是可以考虑入住', 'star': 1}
{'descr': '给我安排的房间在最顶层，通过暖气管道竟然可以看到天！下雨怎么啊。电视用的卫星，经常没有信号，网速慢的赛蜗牛，最可气的前台几个女同志那副要死不得断气的嘴脸，爱搭不搭的态度，还好房间楼层的服务员态度还算可以，房间也很宽敞，阳光充足，不在上面说哪些的话，倒是可以考虑入住', 'star': 1}
{'descr': '价格合理，服务到位，环境整洁，交通便利。', 'star': 5}
{'descr': '价格合理，服务到位，环境整洁，交通便利。', 'star': 5}
{'descr': '.........................................', 'star': 5}
{'descr': '.........................................', 'star': 5}
{'descr': '挺好..................................', 'star': 5}
{'descr': '挺好..................................', 'star': 5}
{'descr': '一如既往的好,不管在环境还是舒适程度，但是靠前和靠后的房间会比较冷在冬天。', 'star': 5}
{'descr': '一如既往的好,不管在环境还是舒适程度，但是靠前和靠后的房间会比较冷在冬天。', 'star': 5}
{'descr': '。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很好，环境不错，就是卫生要更好点。。。。。。。', 'star': 5}
{'descr': '很好，环境不错，就是卫生要更好点。。。。。。。', 'star': 5}
{'descr': '交通方便,环境不错.............................', 'star': 5}
{'descr': '交通方便,环境不错.............................', 'star': 5}
{'descr': '出差住在这交通比较方便,环境还行,电视超大....', 'star': 5}
{'descr': '出差住在这交通比较方便,环境还行,电视超大....', 'star': 5}
{'descr': '长期出差住的环境不错,交通方便............', 'star': 5}
{'descr': '长期出差住的环境不错,交通方便............', 'star': 5}
{'descr': '交通方便,出差一直都住在这,感觉不错...', 'star': 5}
{'descr': '交通方便,出差一直都住在这,感觉不错...', 'star': 5}
{'descr': '在太原长期出差,住得时间比较长,选择住这挺方便的,环境各方面都不错', 'star': 5}
{'descr': '在太原长期出差,住得时间比较长,选择住这挺方便的,环境各方面都不错', 'star': 5}
{'descr': '房间很大，就是网突然就掉了再也上不去，害我赢的游戏输了。房顶上的天窗早上影响休息。', 'star': 5}
{'descr': '房间很大，就是网突然就掉了再也上不去，害我赢的游戏输了。房顶上的天窗早上影响休息。', 'star': 5}
{'descr': '地理位置好,环境总体也不错,电视够大......', 'star': 5}
{'descr': '地理位置好,环境总体也不错,电视够大......', 'star': 5}
{'descr': '已经第二次入住了，整体感觉很不错，周围交通，饮食也很方便。建议升级一下房间内个别陈旧设施！', 'star': 3}
{'descr': '已经第二次入住了，整体感觉很不错，周围交通，饮食也很方便。建议升级一下房间内个别陈旧设施！', 'star': 3}
{'descr': '很好，态度也不错了，下次还回住哪里\n就不不送早餐了原来送，价位在低一些就更好了', 'star': 5}
{'descr': '很好，态度也不错了，下次还回住哪里\n就不不送早餐了原来送，价位在低一些就更好了', 'star': 5}
{'descr': '整体感觉挺温馨的，就是入住的时候正当圣诞节，里面还没有收拾。挺好', 'star': 5}
{'descr': '整体感觉挺温馨的，就是入住的时候正当圣诞节，里面还没有收拾。挺好', 'star': 5}
{'descr': '好的，服务态度很好，各方面都很好。房间卫生程度也不错。', 'star': 5}
{'descr': '还可以！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '还可以！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '连锁店的服务态度很好，下次来的话还会在住。', 'star': 5}
{'descr': '连锁店的服务态度很好，下次来的话还会在住。', 'star': 5}
{'descr': '干净卫生、还可以kkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 5}
{'descr': '干净卫生、还可以kkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'star': 5}
{'descr': '这是第一次来，挺不错的，交通挺方便的，就是隔音太差了。', 'star': 5}
{'descr': '这是第一次来，挺不错的，交通挺方便的，就是隔音太差了。', 'star': 5}
{'descr': '酒店卫生很差，床单和枕套貌似没换过~~交通还是蛮方便的，价钱也还算合理', 'star': 1}
{'descr': '酒店卫生很差，床单和枕套貌似没换过~~交通还是蛮方便的，价钱也还算合理', 'star': 1}
{'descr': ' 环境很好，唯一的缺点是床头柜没有台灯', 'star': 3}
{'descr': ' 环境很好，唯一的缺点是床头柜没有台灯', 'star': 3}
{'descr': '房间干净卫生，可以上网，电视节目也不少，洗浴等一切都配备齐全！缺点嘛，床有点硬，电话只可以打市话，长途是打不成的，整体而言，性价比还是很高的，以后还会光临！', 'star': 5}
{'descr': '房间干净卫生，可以上网，电视节目也不少，洗浴等一切都配备齐全！缺点嘛，床有点硬，电话只可以打市话，长途是打不成的，整体而言，性价比还是很高的，以后还会光临！', 'star': 5}
{'descr': '冬天住这里快冻死人了，又没有暖气。。。空调根本不顶用！', 'star': 1}
{'descr': '冬天住这里快冻死人了，又没有暖气。。。空调根本不顶用！', 'star': 1}
{'descr': '感觉不这么好。不介意大家去，隔音不是很好！', 'star': 1}
{'descr': '感觉不这么好。不介意大家去，隔音不是很好！', 'star': 1}
{'descr': '还行吧，位置有点难找，在太原这个地方还算可以。。', 'star': 5}
{'descr': '还行吧，位置有点难找，在太原这个地方还算可以。。', 'star': 5}
{'descr': '为了给其他jjjjjjjjjjjj用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '为了给其他jjjjjjjjjjjj用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '条件不错。。住着舒服', 'star': 3}
{'descr': '条件不错。。住着舒服', 'star': 3}
{'descr': '这家酒店还不错，交通便利，有免费停车场，地段蛮好，价格实惠，服务态度也很好。', 'star': 5}
{'descr': '没有暖气，空调又不行，快冻死我了！！！！！！！！！！！', 'star': 1}
{'descr': '没有暖气，空调又不行，快冻死我了！！！！！！！！！！！', 'star': 1}
{'descr': ' 很好', 'star': 3}
{'descr': ' 干净,服务好', 'star': 3}
{'descr': '不错，住很多次了，以后还会去的。不错，住很多次了，以后还会去的。', 'star': 5}
{'descr': '不错，住很多次了，以后还会去的。不错，住很多次了，以后还会去的。', 'star': 5}
{'descr': '＋酒店还算干净 就是地方太小 不能上网 电视是黑白的 ', 'star': 3}
{'descr': '＋酒店还算干净 就是地方太小 不能上网 电视是黑白的 ', 'star': 3}
{'descr': '物超所值，值得推荐。以后还会住。希望能提供免费早餐', 'star': 5}
{'descr': '物超所值，值得推荐。以后还会住。希望能提供免费早餐', 'star': 5}
{'descr': '不错，不错，不错，不错，不错，不错，不错，不错，不错，', 'star': 5}
{'descr': '不错，不错，不错，不错，不错，不错，不错，不错，不错，', 'star': 5}
{'descr': '常客了，很满意，就是房间太潮了，拐角处有蟑螂', 'star': 5}
{'descr': '常客了，很满意，就是房间太潮了，拐角处有蟑螂', 'star': 5}
{'descr': '房间不错，服务一般吧！住好几次了！！！！！！！！', 'star': 5}
{'descr': '房间不错，服务一般吧！住好几次了！！！！！！！！', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '房间还不错,挺干净。', 'star': 3}
{'descr': '还不错，不过离市中心有段距离，好在淮安出租车并不贵，基本6元搞定。\n\n窗外的空调机有点吵，房间不大，只是够用', 'star': 5}
{'descr': '房间干净,不错。', 'star': 3}
{'descr': '房间非常小~距离商业区不算太近~价格相对于其他酒店价格来说不算便宜~', 'star': 1}
