{'短评内容': '单位商务出差', '短评打分': 5}
{'短评内容': '位置比较方便，还凑合吧！标间一般都在福楼，一共就3层。主楼都是套房，可能条件会好一些。院里停车比较方便，从东三环的入口进路比较敞亮。', '短评打分': 5}
{'短评内容': '房间很大比较满意！', '短评打分': 3}
{'短评内容': '地点很好，周边交通极为方便。每次都选择入住在这里，以后也会继续选择在这里入住。酒店设施需要不断的更新，希望不断改进，创造更好的服务。', '短评打分': 5}
{'短评内容': '.酒店地理环境很好，酒店闹中取静。服务热情，看到她们的笑容，一天的疲惫都没有了。房间卫生还可以，下次一定还会入住这里的。\n\n.', '短评打分': 5}
{'短评内容': '该酒店综合服务水平较高，环境适合商旅人士。外部交通比较发达，前往市内各个地方比较方便，卫生条件还行。', '短评打分': 5}
{'短评内容': '第二次入住了,三环边,交通方便,离地铁近,却很安静,有停车位,房间比较宽敞,比周边那些经济性酒店好.', '短评打分': 5}
{'短评内容': '常来看看，很方便，几乎是我们的定点酒店；硬件随老旧点、但还过得去，饮食休闲都可以足不出户，距离地铁劲松站不过几百米，去机场、中关村都很便利', '短评打分': 5}
{'短评内容': '真的很不错，离地铁站很近。 在附近出差的话，住这里很理想。为什么要在五十字以上呢， 我从小写作文就得凑够数。', '短评打分': 5}
{'短评内容': '还好  下次还会住', '短评打分': 3}
{'短评内容': '房间还不错，但是卫浴设施简陋。尤其淋浴喷头不可拿下来。住宿两个区域，明显住的是旧的区域，不知道新的楼条件如何。两个区域价格差不多。', '短评打分': 5}
{'短评内容': '交通便捷，离地铁站、公交站都很近，性价比较高，值得推荐。\n入住的是商务标间，虽然室内设施比较陈旧，但卫生条件还不错，服务也比较好。卧室内有一米半和一米二两张床，特适合一家三口居住。客厅、厨房、冰箱和晾衣架用起来很方便，感觉住得很舒适。', '短评打分': 5}
{'短评内容': '交通便捷，性价比较高，只是设施陈旧不知什么时候可以重新装修。', '短评打分': 5}
{'短评内容': '设施较陈旧，交通还算方便，服务尚可······', '短评打分': 5}
{'短评内容': '北京华泰饭店，单从地理位置来看，实在是方便的很，我因为是去附近出差，查询了周边所有酒店，与价位与位置，权衡了许久，选择了它，出门地铁公交打车，都方便至极！时尚单人间，的确如其名！！！再去京城，还会一如既往的选择华泰~~~', '短评打分': 5}
{'短评内容': '设施较齐全，就是房间内味道不好，发霉的味道，不知道是不是下雨关系，房间一间与厕所是隔断，窗户在厕所，透气不好。住的地方挺方便，离10号地铁终点站5分钟路程。另一个问题，该饭店没有吃饭地方，呵呵。不过在北京三环里，这个价格也算可以了。', '短评打分': 1}
{'短评内容': '酒店的位置不错，邻近地铁10号线劲松站，附近小吃店也比较多。\n酒店房间很大，但的确很旧，入住后加了100元升至豪华间，豪华间的设施还不错。\n建议酒店方面投点资，把房间内设施升升级，好好粉刷粉刷，现在很多客人对居住质量都有要求的。', '短评打分': 5}
{'短评内容': '虽然设施有些老了,但交通非常便利，出门300米就有地铁。酒店服务环境不错，会再次选择!', '短评打分': 5}
{'短评内容': '酒店位置还好，吃饭购物比较方便，只是卫生服务太一般了，不像3星的', '短评打分': 5}
{'短评内容': '卫生不好，房间气味浓，去宾馆的陆坑坑洼洼\n', '短评打分': 1}
{'短评内容': '房间面积比较大,我喜欢,卫生也可以,只是设施陈旧一些,咳,要是都好的话,价格就会比较高了.另外停车场地比较大.很方便外地驾车自助游的人.', '短评打分': 5}
{'短评内容': '环境闹中取静。停车很方便。在北京的三环里还是比较难得的。', '短评打分': 5}
{'短评内容': '前几天住的华泰饭店，住了两晚。订这家酒店之前仔细看了评价，当时主要因为酒店离地铁10号线挺近，所以就定了。入住的是豪华标间，价格是398，是一室一厅，空间挺大，设施是比较旧，但比较干净，对于一个老的三星酒店来说，也就可以了。', '短评打分': 5}
{'短评内容': '在夏天的北京，性价比还是可以的，房间挺大的。但是，不是三星级的房间。酒店的星级标注不准确。', '短评打分': 5}
{'短评内容': '性价比还好，设施比较老，位置比较好离劲松地铁站比较近，还有就是比较安静。', '短评打分': 5}
{'短评内容': 'hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh', '短评打分': 5}
{'短评内容': 'hhhhhhhhhhhhhhhhhhhhhhhhhhhhh', '短评打分': 5}
{'短评内容': '住过很多次了 不过都是老公去住的 不知道怎么样', '短评打分': 5}
{'短评内容': '房间很大，尽管有点旧，还算干净，很安静，也比较好找。', '短评打分': 5}
{'短评内容': '交通方便，环境优雅，服务热情。值得大家选择。严重推荐！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '，不错，下次还住这', '短评打分': 3}
{'短评内容': '我住的房间比较大，有厨房，有大厅，设施齐全，但卫生间的设施坏了，没人修，下水道不能正常下水。价格比较合理。', '短评打分': 5}
{'短评内容': 'Convenient and comfortable. But the room facilities obsolete.\n', '短评打分': 5}
{'短评内容': '交通便利，环境安静，价格合理，设施不错！', '短评打分': 5}
{'短评内容': '交通便利，环境安静，都很满意下次朋友过来还会推荐，', '短评打分': 5}
{'短评内容': '标准间还行，挺便宜，设施一般,希望以后能多多改善一下', '短评打分': 5}
{'短评内容': '入住', '短评打分': 3}
{'短评内容': 'very good value, closed to metro station, very big room too!', '短评打分': 5}
{'短评内容': '性价比高.服务好.', '短评打分': 3}
{'短评内容': ' very big studio room and bedroom, very good for value!', '短评打分': 3}
{'短评内容': '超值。', '短评打分': 3}
{'短评内容': '不错,很安静', '短评打分': 3}
{'短评内容': '酒店不太好找。', '短评打分': 3}
{'短评内容': ' 入住了福楼的323和324房，标准的三星标准，交通很便利！', '短评打分': 3}
{'短评内容': '服务态度还不错，周边比较繁华，并不难找~', '短评打分': 3}
{'短评内容': '入住人刘国毅2201吴福冬2202', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': ' ，环境不错!价位合适。', '短评打分': 3}
{'短评内容': '服务不错', '短评打分': 3}
{'短评内容': '华泰酒店不错，公交 地铁 自驾全很方便，价格也不贵', '短评打分': 5}
{'短评内容': '不错，价格合理，性价比高,交通便利，推荐', '短评打分': 5}
{'短评内容': '我订的是套房，房间非常不错，宽敞明亮，空气流通顺畅，居然还带厨房，感觉非常不一样。缺点就是家俱太破，电冰箱插座坏了，烤箱也不能用。网速快得没话说。总之，我基本满意。', '短评打分': 5}
{'短评内容': '離地鐵站近交通便利. 衛浴間較老舊有異味.可能是下水道氣味.', '短评打分': 5}
{'短评内容': '酒店环境不错~~服务也不错~~去机场比较方便~推荐~', '短评打分': 5}
{'短评内容': '来住过一次不  不过是老公住的 具体怎么样我也不太清楚', '短评打分': 5}
{'短评内容': '，住了好几天了，性价比还可以，服务好。', '短评打分': 3}
{'短评内容': '说实话我觉得条件一般，但是服务很好，毛巾浴巾却硬的不行，我甚至考虑以后出差自己是不是要带浴巾。房间还是很大的，很宽敞。不过这个价位在北京住，也算是性价比很高了。细节之处还是希望酒店能改善。', '短评打分': 5}
{'短评内容': '服务挺好，房间挺大，就是觉得卫生间感觉不明亮，毛巾太硬，该换了，总体说这个价值还是满值的，值得一住。', '短评打分': 3}
{'短评内容': '老公住的 还没有看到老公 也不知道好不好 先给个好评吧 ', '短评打分': 5}
{'短评内容': '交通方便，常来这家饭店商住，足疗花样很多，适合不同人群； 洗澡间下水较差', '短评打分': 5}
{'短评内容': '位置比错，房价在北京也算很低，就是设施有点老化，总得来说：值', '短评打分': 5}
{'短评内容': 'weizhibucuo,fangjiapianyi ,haixing ', '短评打分': 5}
{'短评内容': '设备稍旧一些,在东三环这个价格很实惠,闹中取静.值得一住.', '短评打分': 5}
{'短评内容': '地段不错,机场大巴第一站就在酒店门口,交通方便,很安静.', '短评打分': 5}
{'短评内容': '房间设施虽然陈旧，但是 空间很大。价格合理！', '短评打分': 5}
{'短评内容': '闹市中的幽静，实在而不奢华。价格合理，交通方便，值得一住！', '短评打分': 5}
{'短评内容': '非常好的酒店。值得一住，出行也非常方便。', '短评打分': 5}
{'短评内容': '酒店不错,值得一住', '短评打分': 3}
{'短评内容': '.酒店还可以，就是东西旧了些，不过还好', '短评打分': 3}
{'短评内容': '位置不错,离地铁比较近.也比较安静.附近不远就有餐厅和超市..', '短评打分': 5}
{'短评内容': '挺好的，以後有機會還會再次入住。。。。。。', '短评打分': 5}
{'短评内容': '多次入住，位置方便，房间还行，旁边就是潘家园， 不远就是奥特莱斯折扣店', '短评打分': 5}
{'短评内容': '还算中规中矩吧，交通比较方便了，条件还好。', '短评打分': 5}
{'短评内容': '酒店不错，交通非常便利，出门就有地铁。酒店环境也还不错，服务挺好，会再次选择。', '短评打分': 5}
{'短评内容': '没住到自己定的房间，到酒店后告诉我没有房间，有点不太满意，我不知道以后提前预定还有什么意义', '短评打分': 3}
{'短评内容': '靠近潘家园，每次去潘家园必住的酒店，挺好的，下次还会继续入住！', '短评打分': 5}
{'短评内容': '酒店设备陈旧，卫生一般，入住当天就见到蟑螂，想来也恶心。', '短评打分': 1}
{'短评内容': '房子可以的物超所值就是有些陈旧好', '短评打分': 3}
{'短评内容': '设施很老旧了，睡得实在不舒服，应该没下次了', '短评打分': 1}
{'短评内容': '   其它都很好，就是酒店的设施用具太旧了，也没装修！如门窗，楼梯等等', '短评打分': 3}
{'短评内容': '设施陈旧，洗完澡以后洗手间就被水淹了，马桶漏水', '短评打分': 1}
{'短评内容': '行,住得还行。', '短评打分': 3}
{'短评内容': '推荐！最大的优势是很安静！适合休息！硬件设施一般，比较陈旧，和三星比起来有一定差距…', '短评打分': 3}
{'短评内容': '不错，还可以不错，还可以不错，还可以不错，还可以不错，还可以', '短评打分': 5}
{'短评内容': '交通方便，离地铁也比较近，环境不错，干净卫生，推荐', '短评打分': 5}
{'短评内容': '已住了N次，位置、交通非常方便，闹中取静', '短评打分': 5}
{'短评内容': '很不错，已是第五次入住了\n严军', '短评打分': 3}
{'短评内容': '和父母一起住的套房，面积足足有80平，一个双人床+一个单人床，一家人住再合适不过了。\n华泰在性价比上绝对是压倒性的。', '短评打分': 5}
{'短评内容': '还好啦，房间挺大。就是硬件差了点，我住的房间竟然没有网线，晕！', '短评打分': 5}
{'短评内容': '登记方便，快捷，室内安静，价格适中，位置很好，不错，就是房间常要开窗通风\n', '短评打分': 5}
{'短评内容': '离地铁站近，交通很好很强大！！！不错哦，就是有点旧', '短评打分': 5}
{'短评内容': '地理位置好，交通方便，性价比比较高，不错！~', '短评打分': 5}
{'短评内容': '副楼比主楼新，很不错！', '短评打分': 3}
{'短评内容': '我和爸妈住，挺舒服的，客房部的几个大姐态度很好，交通也很方便。', '短评打分': 5}
{'短评内容': '房间面积很大，是之前居家居住房屋改建；由此导致出电梯后不辨东西。\n\n性价比不错，但是内部设施陈旧；最关键的是，电源插板漏电很严重。', '短评打分': 1}
{'短评内容': '床超大，物有所值！', '短评打分': 3}
{'短评内容': '洗手间一般，楼里比较绕，其他都还可以！！！', '短评打分': 1}
{'短评内容': '很方便·····很方便很满意很好位置好还会光临的 ', '短评打分': 5}
{'短评内容': '很安静很舒适，适合常住，一室一厅与周围标间的价格差不多，要求新装修的最好绕道，是比较老的酒店，设施有些陈旧。', '短评打分': 5}
{'短评内容': '酒店的位置还是挺好找的，房间环境还是挺不错的，服务态度还是比较周到。价格也是比较合理。 ', '短评打分': 5}
{'短评内容': '区域内性价比高，老三星，房间比很多新酒店宽敞，设施全，客服态度佳，本人入住满意。毕竟不是新酒店，对新旧程度特别讲究的“三思而后行”。', '短评打分': 5}
{'短评内容': '还行，性价比不错。就是早餐太差，设备陈旧了。', '短评打分': 5}
{'短评内容': '性价比高,早餐不错,床很大,但不够舒服,希望以后改进', '短评打分': 5}
{'短评内容': '性价比高，在这周围确实找不到这样便宜的。房间有70几平。。。。', '短评打分': 5}
{'短评内容': '该酒店不错，性价比不错。酒店很老，但是服务还好。', '短评打分': 5}
{'短评内容': '地理位置和价格的性价比很好，就是酒店比较陈旧，东西都过时了，该换了', '短评打分': 1}
{'短评内容': '环境不太好~早饭也一般~但是前台服务好！', '短评打分': 1}
{'短评内容': '在同一位置比较而言，这个酒店的优势是压倒性的！', '短评打分': 5}
{'短评内容': '还不错，环境安静。还是三星的。如果能再装修的好一点就更好了。', '短评打分': 5}
{'短评内容': '交通便利，非常安静。总体感觉很好。下次还会去。', '短评打分': 5}
{'短评内容': ' 房间挺好的，性价比不错。', '短评打分': 3}
{'短评内容': '福楼不主楼的套间好 我会推荐朋友住福楼 性价比较高', '短评打分': 5}
{'短评内容': '这个价位，这个地段，值。不错 不错 不错', '短评打分': 5}
{'短评内容': '以为网线有问题 其实是我们没有调对哈 同学看了一晚上动漫了 哈哈 网管的服务态度超好><位置也很方便 走200M就是终点站劲松 200多块70平米的屋子很值 我喜欢服务态度好的酒店 就是卧室的空调有点问题 开了一晚上也没有很暖和 客厅的空调倒是热气很足 烧热水的时候跳闸了╮(╯_╰)╭我脚着没开多少电器啊 周围吃东西的地方也挺多的 我是来自主招生考试的 早晨我和同学自己带饭前台有给微波炉热了一下 ', '短评打分': 5}
{'短评内容': '非常安静。交通也很方便。整体感觉很好。以后还会考虑那里。', '短评打分': 5}
{'短评内容': '淋浴不好！其它特一班！暖气不热', '短评打分': 3}
{'短评内容': '感觉还不错..房间比较干净,热书也比较热.\n就是设施比较陈旧,进去感觉很古老的电视,床和柜子', '短评打分': 5}
{'短评内容': '挺好哒……很大很舒服哦！~~房间不冷，水也很热。看见前边留言说房间旧，我觉得还可以~~不错不错！~~', '短评打分': 5}
{'短评内容': ' 位置离地铁很近非常方便，房间住着感觉很好，很宽敞，正好是在春节几天入住，能看到窗外的烟花，很有家的感觉。', '短评打分': 5}
{'短评内容': '房间很大但是设施太旧了需要装修了。地理位置还不错', '短评打分': 1}
{'短评内容': '位置很好，价格合理！服务周到！开心最好！', '短评打分': 5}
{'短评内容': '宾馆周围东西很多很方便', '短评打分': 3}
