{'短评内容': '非常好，直接被取消', '短评打分': 5}
{'短评内容': '我住的是特惠商务房，窗子有点小，但是房间很干净，也很安静，住的很舒服。就是酒店在一个大坡上，如果玩一天回来爬那个破有点恐怖啊', '短评打分': 5}
{'短评内容': '干净、方便、是出外住宿的首选！位置在最美校园厦门大学旁边，离中山路很近哦。', '短评打分': 5}
{'短评内容': '客房面积不大但是设施齐全，也干净整洁。就是门的隔音不大好，走廊声音会吵到；另外就是空调直接对着床头吹，对人不太好，睡了一晚都着凉肚子痛了；最后就是前台的人手不太够，两个店员处理十几个客人，退房退了半小时。不过就位置、房内设施和价格来说，整体还是不错的，值得推荐。这里离厦大很近，走路过去十分钟就到。', '短评打分': 5}
{'短评内容': '酒店不错，门口就有公交站牌，到厦大和南普陀步行十分钟左右，门口就有到轮渡和中山路步行街的公交，很方便', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '酒店干净不错。', '短评打分': 3}
{'短评内容': '房间小了点，但算比较干净，地理位置真的不错，去哪都方便！', '短评打分': 5}
{'短评内容': '地理位置真的不错，去厦大、南普陀寺、植物园、集美等地方都很方便，去哪都方便！', '短评打分': 5}
{'短评内容': '跟全国各地的如家一样，挺适应的。离厦大近，完全可以走过去。门口很多公交到中山路什么的，很方便。', '短评打分': 5}
{'短评内容': '如家厦大店，房间干净，而且离厦大很近，生活很方便，地理位置属于市中心，交通很便利，有十几辆公交经过。房间比较小，隔音效果较差。\n\n', '短评打分': 5}
{'短评内容': '大床房里面空间有点小', '短评打分': 3}
{'短评内容': '如家不错，很干净', '短评打分': 3}
{'短评内容': '酒店卫生状况较好，位置还可以，就是有个上坡比较累些，下坡马路就有公交车站，交通挺方便的。', '短评打分': 5}
{'短评内容': '服务不错，室内环境挺舒适的', '短评打分': 3}
{'短评内容': '环境挺好，干净舒适，旁边就是厦大，出门就有公交车，出行很方便，唯一不足的就是房间的设施太简单，只是地床头有一个柜子。', '短评打分': 5}
{'短评内容': '感觉挺好，位于公交车站旁，线路较多，去中山路、厦大、集美等地方都很方便，房间设施比较齐备，被铺比较干净，下次来厦门仍会选择该店。', '短评打分': 5}
{'短评内容': '如家快捷厦门思明南路厦大店', '短评打分': 3}
{'短评内容': ' 酒店设施都比较不错。', '短评打分': 3}
{'短评内容': '交通挺方便的，离厦大和南普陀很近，只有一站的路程。房间舒适，服务态度不错。', '短评打分': 5}
{'短评内容': '住在1号楼5楼，房间很干净舒服，周围环境挺好的，交通方便，距离厦大和南普陀寺还满近的，大概十分钟左右的路程。', '短评打分': 5}
{'短评内容': '酒店在厦门理工学院站边上，要走一段坡道。很安静，设施比较新。交通非常方便，离厦门大学一站路左右。但要注意的是，厦门如家的思明南路有3家店，一开始我就走错了。总之还是很满意的，浴室龙头水很大，夏天流汗之后冲个热水澡很舒服哦。', '短评打分': 5}
{'短评内容': '交通方便 离厦大、中山路都很近  值得入住', '短评打分': 5}
{'短评内容': '出來就有公交站 去哪裡多方便 離廈大喊普陀侍只有走路5分鐘的路程 ', '短评打分': 5}
{'短评内容': '出來就有公交站 去哪裡多方便 離廈大喊普陀侍只有走路5分鐘的路程 \n', '短评打分': 5}
{'短评内容': '在搞错店后，在烈日下暴走几百米，终于登记入住，环境一贯温馨干净…', '短评打分': 3}
{'短评内容': '位置很好，交通非常方便，酒店服务很好，住起来比较舒服', '短评打分': 5}
{'短评内容': '不错  离厦大和南普陀都很近。门口29路车可以游玩环岛路。。。。。', '短评打分': 5}
{'短评内容': '还挺好找得，离厦大很近，可以夜游厦大', '短评打分': 3}
{'短评内容': '环境不错，比较安静，适合自驾游的出行，卫生间的水比较好，淋浴出水大', '短评打分': 5}
{'短评内容': '很舒适，干净。', '短评打分': 3}
{'短评内容': '就是因为离厦门大学很近，所以才选的。酒店很干净，价格也不算贵，以后来厦门还会去入住的。', '短评打分': 5}
{'短评内容': '如家还不错，房间比较大', '短评打分': 3}
{'短评内容': '还行的。也蛮干净。就是在一个斜坡上。要上去真的很累。', '短评打分': 5}
{'短评内容': '环境和服务都还可以，就是太贵了，近300元的价格只是个小房。。还不能无线上网。。', '短评打分': 3}
{'短评内容': '这家酒店最舒服的是交通便利，出了门便是公交车站，基本到景区都不用转车。服务也很热情，住着不错，推荐。', '短评打分': 5}
{'短评内容': '酒店干净，交通便利', '短评打分': 3}
{'短评内容': '每次都住如家，真的很好！一如既往的支持~', '短评打分': 5}
{'短评内容': '冲着离南普陀近去的，就是那个坡真的很陡，爬得气喘吁吁', '短评打分': 5}
{'短评内容': '一如既往的支持如家！很好，离厦大很近，方便！', '短评打分': 5}
{'短评内容': '如家品质，真的不错！离厦大很近，环境很好！喜欢，预订了三次！', '短评打分': 5}
{'短评内容': '酒店房间挺大，设备新，床上用品干净，服务态度好', '短评打分': 5}
{'短评内容': '酒店挺不错的。虽然本身比较偏，但是乘公交车挺方便的。', '短评打分': 5}
{'短评内容': '环境还不错，上坡时有点累，但是厦门就是这种地形吧。1号楼还是比较安静的，打扫很干净，不错的选择。', '短评打分': 5}
{'短评内容': '感觉还好吧，就是酒店门前上坡有点陡', '短评打分': 3}
{'短评内容': '喜欢如家的被子，玫红色的上面还有小花。在那住了三天，每天都会把被子铺好，卫生搞干净，就是那坡实在是高，走的累。交通还是挺方便的，很多公交都能到轮渡，火车站，中山路，夏大，炮台等', '短评打分': 3}
{'短评内容': '房间大，交通方便，挺干净的，非常不错。在一个小坡上，上下有些累。', '短评打分': 5}
{'短评内容': '去了主要是去厦大附近玩，去厦大很方便，也比较干净。', '短评打分': 5}
{'短评内容': '看点评很好才去的，后来发现跟想象的有距离。被子有股味道，晚上十一点多还能听见汽车轰隆隆的声音，一晚上没睡好。对如家是失望了！', '短评打分': 1}
{'短评内容': '位置较方便，去中山路以及厦门大学、南普陀寺都很方便！整体上可以给予8分！（10分满分）', '短评打分': 5}
{'短评内容': '地理位置很好，在厦门理工对面，旁边是博物馆，离南普陀、厦门大学很近，徒步五六分钟。房间很干净，设备齐全，景色很好。我们住的是一号楼，感觉二号楼更好，在山上，不过总体感觉很不错。', '短评打分': 5}
{'短评内容': '离厦门大学、南普陀寺非常近，步行大约5分钟的样子就到了。房间比较干净清爽，周边有夜宵一条街，门口就有公交车站台，苏州的公车都是1元，车次多，也不算很拥挤，出行游玩都挺方便。', '短评打分': 5}
{'短评内容': '地理位置不错，不管去哪里都比较方便。房间设施也比较干净，服务也很热情', '短评打分': 5}
{'短评内容': '离厦大确实近。但去酒店还要上很大一个坡。。天热受不了。其他没什么平价全国各地如家都这样了', '短评打分': 3}
{'短评内容': '酒店不难找，有很长的斜坡，离各个景点都很近，但是房间的钱有点发霉，房间很大霉味，哎，反正睡一晚就算了！', '短评打分': 3}
{'短评内容': '这家如家的房间挺干净的，地理位置也很好，步行去南普陀寺和厦门大学还有华侨博物馆都行~', '短评打分': 5}
{'短评内容': '去各个景点的交通真的很方便，朋友很满意，唯一不足的是房间内没wifi，只能在酒店大堂上网。总的来讲OK啦~', '短评打分': 5}
{'短评内容': '房间很大，很舒服嘿嘿就是那个斜坡....爬死人', '短评打分': 5}
{'短评内容': '酒店不错。房间很新。干净，舒适，服务到位！每天还送矿泉水。', '短评打分': 5}
{'短评内容': ' 地方很干净，服务很周到，地段挺方便', '短评打分': 3}
{'短评内容': '这间酒店很不错，各个方面我都很满意很喜欢。交通便利，酒店干净整洁。', '短评打分': 5}
{'短评内容': '服务态度一般，给我们安排的二楼其实就是一楼，因为有斜坡，来往的出租车很吵。不如拐弯的锦江之星', '短评打分': 1}
{'短评内容': '非常差,前台服务员的态度就像别人欠他几百万似的,不会再入住了.', '短评打分': 1}
{'短评内容': '酒店位置不错哦~~靠近厦门大学，只值夏至，知了叫个不停哟！！不错！！！', '短评打分': 5}
{'短评内容': '酒店挺干净的，服务还不错，就是有天挺冷水，挺麻烦的', '短评打分': 3}
{'短评内容': '酒店环境不错。。。老板人也很好...下次去的话还要订。', '短评打分': 5}
{'短评内容': '地理位置不错，离厦大，普陀寺，轮渡，很近！坐公车很方便！', '短评打分': 5}
{'短评内容': '酒店环境不错，不过大家要注意这条路有3间如家，我们住的是厦大店', '短评打分': 3}
{'短评内容': '还不错，蛮干净，就是灯控的电源没弄好，不过和服务台一反应，工作人员很快就来解决了，态度很好', '短评打分': 5}
{'短评内容': '干净、整洁、舒适！地理交通便利！就是有点街上的汽车噪音！如果窗户是双层隔音玻璃就好了！', '短评打分': 3}
{'短评内容': '蛮好的，离厦门大学比较近！总体感觉不错！', '短评打分': 3}
{'短评内容': '很方便靠近市区就在厦门大学和南普陀寺旁边~~交通便利很重要~~~极力推荐', '短评打分': 5}
{'短评内容': '地理位置还不错，从博物馆坐车去厦大、环岛路、中山路、轮渡和鼓浪屿都挺方便~~~', '短评打分': 5}
{'短评内容': '总体来说还不错，就有一点：洗漱用品你不丢进垃圾桶就不会给你换新的，无语啊，还要问前台讨要。', '短评打分': 5}
{'短评内容': '就是被子太薄了。其他都很不错~~', '短评打分': 3}
{'短评内容': '这家店真心不错，距离厦大鼓浪屿都很近，位置极好，房间也很干净。', '短评打分': 5}
{'短评内容': '这个如家厦大店的地理位置比较好，到哪都方便，一出门就有公交站台，而且出租车也很多！服务态度也很好！以后有机会的话，还去这家店！', '短评打分': 5}
{'短评内容': '环境不错，床蛮大的，浴室也蛮大的！绝对物有所值！', '短评打分': 3}
{'短评内容': '很好 干净卫生 服务态度也很好 住的2号楼6层 从窗户向外看可以看到海 会向朋友推荐', '短评打分': 5}
{'短评内容': '房间要走一段上坡路，如果当天玩的很累，还是有点小痛苦的，其他的都还行', '短评打分': 5}
{'短评内容': '不错，位置好价格还可以,去大学方便。------', '短评打分': 5}
{'短评内容': '还是有**卡片塞进房内 让人有段不放心 服务一般', '短评打分': 1}
{'短评内容': '酒店在思明南路上，离南普陀和厦门大学超级近，房间很干净，住起来也蛮舒服的。住的高了还可以远远的看到海。', '短评打分': 5}
{'短评内容': '位置还行，离厦大很近，房间很整洁干净，和其他如家差不多', '短评打分': 5}
{'短评内容': '不错，交通出行方便', '短评打分': 3}
{'短评内容': '交通还比较方便，到南普陀厦大步行可达，公交车、打车都方便。服务员服务不错，我们家宝宝要吃中药，带去的药也可以免费存冰箱的。给后来朋友的建议：房间建议要求不向饭店的一边，否则油烟味蛮大的。给酒店的建议：卫生间防水有不好，把房间的墙都湛湿了。', '短评打分': 5}
{'短评内容': '环境不错，很干净！', '短评打分': 3}
{'短评内容': '酒店的位置优越，公交车来往频繁交通非常便利。酒店房间整洁，卫生，服务态度也好，是一家典型的经济型酒店。但是美中不足的是从街口到酒店内需要趴一段坡，对老年人来说不太方便。\n', '短评打分': 5}
{'短评内容': '如家不错，干净，而且位置好，去夏大和南普陀非常近，吃饭也方便哦！', '短评打分': 3}
{'短评内容': '交通方便，离厦大很近，就是在坡上，走起来有点累，前台和住宿楼也是分开的，这点不不太方便', '短评打分': 5}
{'短评内容': '地点不错，靠近厦大，鼓浪屿，环境还不错。人员服务态度也挺好，是个去厦门旅游的好地点，旁边的顶澳海鲜非常的便宜实惠！', '短评打分': 5}
{'短评内容': '酒店位置很好，到南普陀，厦大就十多分钟。房间很干净，最好下面的餐厅晚上也供应。', '短评打分': 5}
{'短评内容': '该店服务态度好，当时行李很多，寄存的时候店员十分细心，过后还帮忙预约计程车，非常热情。', '短评打分': 5}
{'短评内容': '酒店位置优越，毗邻普陀寺和厦大，房间环境也不错，尤其是店员服务周到而热情，值得推荐~~~~', '短评打分': 5}
{'短评内容': '房子还可以，就是小了点，而且价格偏贵', '短评打分': 3}
{'短评内容': '离厦门大学很近，房间有点小，不过服务态度很好', '短评打分': 5}
{'短评内容': '交通方便，房间干净，已多次光临了。', '短评打分': 3}
{'短评内容': '很方便', '短评打分': 3}
{'短评内容': '酒店挺干净的，房间也大，前台的工作人员也挺好的，退房后，行礼放在前台，方便，服务很大卫，不过那个坡度，人走累的时候，觉得在走这个，超累，平时走走也挺不错，早餐也不错，满意，下次推荐朋友也住这家，离厦大近，公交车极度方便，只不过去旅游要注意，上车的是叫”博物馆“站，下车要”厦大理工学院“，这站离酒店近！', '短评打分': 5}
{'短评内容': '还算是干净，离轮渡很近，打车起步价。离中山路也很近，打车起步价。美中不足，房间不够大。酒店在一个大坡上，上下不是很方便。', '短评打分': 5}
{'短评内容': '为何还要收取8元的城市建设费呢？还要交400的押金？早餐7点还木有供应好~~隔音效果不大好。其他的还ok，离厦大距离也就10多分钟的路程，比较方便，室内设施完全。', '短评打分': 1}
{'短评内容': '在理工站下车就看到了，自助早餐还不错，就是15块贵了点。。', '短评打分': 3}
{'短评内容': '酒店还是蛮可以的。', '短评打分': 3}
{'短评内容': ' 环境不错离厦大很近', '短评打分': 3}
{'短评内容': ' 房间比较小，不过很干净，吹风机借到了o(∩_∩)o ~~  \n 就是门口的斜坡进来有点累，特别是抱着小孩，不过早餐挺好吃的，15块一份~~', '短评打分': 5}
{'短评内容': '很刺激阿，居然遇到了小偷。。。还好在我们的机智下解决了他', '短评打分': 5}
{'短评内容': '离厦大挺近的，服务不错。整体感觉挺好的，推荐，但是思明南路上3个如家，可别找错地方了哦', '短评打分': 5}
{'短评内容': '离厦大很南普陀真的很近.卫生,环境都还可以.\n只是在个小斜坡上,每次进进出出爬的累死!\n\n前台工作人员态度很好,耐心!', '短评打分': 5}
{'短评内容': '室内不错，就是地方太偏僻了', '短评打分': 3}
{'短评内容': '经济实惠，交通便利，卫生环境设施都挺不错的。下次如果再去厦门的话，还是会选择住这里的', '短评打分': 5}
{'短评内容': '还不错~~就是有个大上坡~~一条路上有好多如家~~一定要看清是厦大店~~', '短评打分': 5}
{'短评内容': '1.酒店在一个小坡上面,距离马路还是有点距离的,所以我想隔音效果比起那些马路边的酒店要好些吧. \n2.离厦大还是有10+分钟的步行路程的,离厦门理工学院比较近.最近的公交站就在酒店下面,博物馆站和理工学院站.来去算是同方便的.\n3.这几天一直去厦大吃晚饭,吃完之后走在厦大的路上,享受夏日习习的凉风,看路边来往的人群,很是惬意呢.\n4.这边的手机信号不是很好,好像整个厦门都不好的样子,无线网络只有大', '短评打分': 5}
{'短评内容': '酒店在山上啊，每次进店都要爬个小山坡，有点累人。服务不错！', '短评打分': 5}
{'短评内容': '30号  379价格有点吐血  其他各方面还是很不错的', '短评打分': 5}
{'短评内容': '旅游的比较方便  就是五一期间价格有点高', '短评打分': 5}
{'短评内容': '酒店很好找，斜坡又长又抖，不过酒店很大，房间也比想像中大，前台态度很好！', '短评打分': 3}
{'短评内容': '各方面还不错，地方比较安静。。。就是标准间床稍微小了点', '短评打分': 5}
{'短评内容': '这家如家真的有回家的感觉，环境卫生很不错，服务员也很客气。到各个景点都很方便，坐公交车都很方便，真的是到厦门自助游不错的一个选择。', '短评打分': 5}
{'短评内容': '地理位置蛮好的，离厦大近，南普陀近，服务员也很好的', '短评打分': 5}
{'短评内容': '酒店离厦大很近，步行几分钟的路程。交通也很方便。', '短评打分': 5}
{'短评内容': '房间小但是还算简洁,就是比较吵,可能是楼层比较低。', '短评打分': 3}
{'短评内容': '酒店有一个大坡，但房间很好，还能看到海', '短评打分': 3}
{'短评内容': '房间干净.交通方便.门口出去就是公交车站.哪个景点都能到.就是有个小坡.小孩喜欢.', '短评打分': 3}
{'短评内容': '离厦大蛮近的，走路5-10分钟吧，也有公家直接过去的。', '短评打分': 5}
{'短评内容': '挺干净就是太吵 宽带有问题', '短评打分': 3}
{'短评内容': '房间挺安静的，就是要走到对面的1号楼，就当散步吧。服务还行，没有太多的言语交流。', '短评打分': 5}
{'短评内容': '靠在路边有点吵，但是交通很方便，门口有公交车站。周边有一些特色小店。\n工作人员服务很好。', '短评打分': 5}
{'短评内容': '优点：地理位置好，距厦大与南普陀仅一公里路程;门口公交车很多，去轮渡、火车站、中山路以及环岛路一带都有直达车，出行很方便。酒店房间干净明亮，很安静。\n缺点：酒店在一个坡上（所以安静），对于平时运动很少的人来说可能是个小挑战，不过关系不大。房间内没有吹风机，这是最不能接受的。晚上10点多洗完头打电话到前台借吹风机说是借完了,让MM湿着头发睡觉不好吧?这东西按理说不贵,几十块钱的事情,如家为什么不能一', '短评打分': 5}
{'短评内容': '离厦大、南普陀、中山路都很近，交通便利。 房间也干净，就是没有吹风机', '短评打分': 5}
{'短评内容': '不错不错，离厦大近，而且附近有一些特色小店挺好的。', '短评打分': 5}
{'短评内容': '整体环境还不错，离厦门大学一站地。宾馆在坡上，而且天天都有旅游大巴来回，有点吵', '短评打分': 5}
{'短评内容': '第一次入住如家。总体感觉还可以。这家店优点：免费停车场；临近厦门大学、南普陀、环岛路、中山路；晚上比较安静。缺点：要爬一小段坡；没有大房间，两大人带一小孩有点挤；卫生一般，毛巾和地巾一个颜色，黑的，实在不忍心用到下面超市买了个小毛巾。被套很软，上面有点污渍，不知有没换洗过。房间里没吹风和浴帽，不知如家是不是都这样。', '短评打分': 3}
{'短评内容': '不错，干净，位置好。从高铁站下来公交车刚好到酒店门口中。', '短评打分': 5}
{'短评内容': '感觉房间还不错啊，干净卫生，服务也很热情就是晚上周边没有什么吃的东西。', '短评打分': 3}
{'短评内容': '地段很好，出入很方便，但是酒店隔音效果差，一号楼和二号楼之间的美食城装在屋顶的油烟机实在太吵', '短评打分': 3}
{'短评内容': '位子不错，就在理工大学对面，很多车都到的，到厦大南普陀寺等景点都很方便，经济实惠', '短评打分': 5}
{'短评内容': '到厦门大学和南普坨都方便,边上还有必胜客.3月去的时候,天气比较温暖了,但是酒店的被子有点厚', '短评打分': 5}
{'短评内容': '还不错,环境比较安静,离厦大跟南普陀都很近,服务态度也还好,借了吹风机', '短评打分': 5}
{'短评内容': '如家真的各个细节都做得不错，靠窗位子确实比较吵', '短评打分': 3}
{'短评内容': '非常不错。这次去厦门住了两家如家。一家是故宫路店，另一家就是本店。离厦大，南普陀步行10分钟左右，去中山路做公交10分钟左右，去环岛路也有公交车。很方便。酒店服务也不错，有个女领班服务态度很好。总的来说。这次入住厦门的如家是最好的一次。', '短评打分': 5}
{'短评内容': '非常不错的酒店，离厦大非常近，去那里吃饭很方便，1号楼虽然和服务台不在一起，但是也很安全安静，酒店非常干净整洁，大床房的阳光非常好。', '短评打分': 5}
{'短评内容': '位置离厦大和南普陀寺很近。出行方便。有停车场。路边有公交车站。房内设施标准同于全国如家店。服务还行。总之，值得推荐。', '短评打分': 5}
{'短评内容': '设施干净，标准的连锁酒店，就是地理位置不大好找，住的蛮素服的', '短评打分': 5}
{'短评内容': '不错的选择，下次我还会选这家如家。交通便利，而且比较安静，不临街', '短评打分': 5}
{'短评内容': '酒店位置不错，去景点都比较方便，十分钟走到南普陀，到轮渡也非常方便。坡虽然有点陡，但是不长，可以接受。', '短评打分': 5}
{'短评内容': '很好 灰常好 离任何景点都很近 公交非常方便', '短评打分': 5}
{'短评内容': ' 开始喜欢上如家，很温馨很舒适，而且环境很干净很清新，比较推荐…', '短评打分': 3}
{'短评内容': '还行 交通还算方便，从轮渡过来几站就到', '短评打分': 3}
{'短评内容': '交通特别方便，去机场也很快', '短评打分': 3}
{'短评内容': '一如既往的干净，交通方便，距离厦大非常近', '短评打分': 3}
{'短评内容': '位置确实好，厦大，南普陀步行一站地就到，去中山路，轮渡都有直达公交车，3，4站就到。原先以为特惠商务房临街，会很吵，不过住进去发现，还可以接受，虽然也能听到外面马路上的车辆声。房间的实施中规中矩，没有什么出彩的。晚上的时候，会有人从门外塞进来一些小黄卡片，无视即可。网速不好，总断。总之，若为了出行方便，还是可以选择入住的。', '短评打分': 5}
{'短评内容': '干净态度也不错，就是周围没什么大超市，不过买小东西还挺方便的！', '短评打分': 5}
{'短评内容': '挺好的，就是入住的标间没有吹风，排队也没轮上，总体不错，离那儿都近！', '短评打分': 5}
{'短评内容': '蛮不错的，很干净舒适简洁。', '短评打分': 3}
{'短评内容': ' 好陡的大坡啊!屋里倒还干净，也比较安静，吹风机借晚了就没有了。有瓶免费矿泉水', '短评打分': 3}
{'短评内容': '和大多数网友一样，这家酒店建在坡上，的确是挺陡的。不过年轻人还好。酒店设施比较新，也没有出现之前大家说的太吵的问题。', '短评打分': 5}
{'短评内容': ' 房间纸巾不够。床头插座增加一个比较好。还配个针线包就挺好的。', '短评打分': 3}
{'短评内容': '服务态度很好，酒店也很干净，位置也很好，可以步行去南普陀和厦大，晚上的时候斜对面路上有个小夜市，那里卖的水果又便宜又好吃。就是我们住的一号楼，跟前台不在一起', '短评打分': 5}
{'短评内容': '位置不是很好找（从厦大这边），不过靠近南华路咖啡吧一条街', '短评打分': 5}
{'短评内容': '  总体感觉不错，这个如家规模大，客房数量多。管理规范，服务到位。', '短评打分': 5}
{'短评内容': '酒店很大两栋楼，厦大和南普陀寺就在旁边，门口公交线路有好多，出行很方便', '短评打分': 5}
{'短评内容': '思明南路一共有三家，我还是喜欢这家，离公交站台近，去南普陀寺和厦门大学也近，噪声还行，不大，住五楼，还不错，有机会还会住的', '短评打分': 5}
{'短评内容': '很不错，交通非常方便，宾馆一楼走廊有交通图，包括景点购物广场等。宾馆在坡上，不是非常靠近马路，所以比较安静。大床房床很大，房间有很多灯，衣架也多，服务很不错，服务台还有针线。', '短评打分': 5}
{'短评内容': '位置不错，价格合理，环境也不错，下次来厦门，还住这', '短评打分': 5}
{'短评内容': '蛮干净的，就是连锁酒店居然还有塞那种小广告的不太好', '短评打分': 5}
{'短评内容': '位置不错，房间也蛮干净,就是在上坡走上去有点累', '短评打分': 5}
{'短评内容': '除了隔音太差其他都还好！', '短评打分': 3}
{'短评内容': '还不错\u3000挺干净的', '短评打分': 3}
{'短评内容': '标准的经济性酒店，很舒服\n\n标准的经济性酒店，很舒服\n', '短评打分': 5}
{'短评内容': '感觉非常不错很安静环境很好', '短评打分': 3}
{'短评内容': '环境不错，离厦大和南普陀都很近，非常不错的一家旅馆', '短评打分': 5}
{'短评内容': '酒店还可以,总体不错,就是附近有装修,睡懒觉会被吵到.', '短评打分': 5}
{'短评内容': '很干净的房间，服务也很好，非常满意，以后还会来的 ', '短评打分': 5}
{'短评内容': '一号楼1612房\n优点：1、走廊安静明亮，通风良好，楼道两头是安全通道。\n2、服务员很礼貌，虽然很少碰见，但每次见到都主动问好，服务总台人员很友好，事无巨细，都能圆满解决。3、房间小巧温馨，电视空调卫浴设施崭新，特别是24小时热水，水大得比家里都爽。\n缺点:1、1号楼没有服务台，也没有常驻管理人员，晚间不安全，一连两晚都有人从门缝塞进裸按图片。\n2、酒店两栋楼，1号楼在坡底，2号楼在坡顶。1号楼的', '短评打分': 5}
{'短评内容': '交通方便，离公交站很近，房间大，就是上坡很陡很累', '短评打分': 5}
{'短评内容': '交通很方便 退房还可以存行李 房间也不错 推荐', '短评打分': 3}
{'短评内容': '地段很好 很幽静 走过去夏大 南普陀 炮台 都是在一起的\n从机场打的到这里48', '短评打分': 5}
{'短评内容': '酒店安静，离厦大，南普陀，中山路都不远，交通也非常方便', '短评打分': 5}
{'短评内容': '房间比较干净，环境还行。\n就是有点小，从机场打车过去约50圆', '短评打分': 5}
{'短评内容': '很不错的商务宾馆，只是没想到距离2所高校这么近，周边设施却差强人意。', '短评打分': 5}
{'短评内容': '房间不错，很干净，房间感觉很温馨，非常满意，以后还会来的^_^', '短评打分': 5}
{'短评内容': '我们从轮渡被某人晃点过去。。。走了一个多小时。。。途径n个坡。。。。最恐怖的是酒店的那个坡。。。我的腿啊。。。。\n房间非常小。。。不过很干净。。。浴室非常干净。。。水很大很热。。。\n对面貌似在装修~~', '短评打分': 5}
{'短评内容': '离厦大，南普陀寺很近，离中山路三站路程。房间很温馨。总体感觉不错，值得推荐', '短评打分': 5}
{'短评内容': '地理位置不错，门口就是公交站，相当方便，去南普陀和厦大走5分钟就到了，卫生间的热水特别大，住得很舒服', '短评打分': 5}
{'短评内容': '地理位置有点小偏  但酒店是新的  环境很不错  离那个很有名的乌糖沙茶面很近', '短评打分': 3}
{'短评内容': '比较满意,只是增加的收费项目未提前告知.望完善.', '短评打分': 3}
{'短评内容': '思明南路上有三家如家，外地人无法轻易辨认，浪费很多寻找的时间，酒店位于高坡上需要攀爬，另外酒店没提供吹风机与WIFI，不够人性化', '短评打分': 3}
{'短评内容': '没想到一条思明南路上有三家如家~~~~这家是最大的，也在坡上，要爬坡，因为是定的特价房，安排我们在外面路口这家，可能里面的新的环境会更好一点~~~~~', '短评打分': 5}
{'短评内容': '酒店很不错，离中山路、厦门大学、南普陀都非常近，出门就是公交站点，打车也很方便，特别提到的是酒店的服务很人性化，可以帮忙寄快递，还主动帮忙调高房间楼层', '短评打分': 5}
{'短评内容': '地理位置很好，离厦大和南普陀寺十分钟的路程，出来就有公交站，去环岛路和中山路都方便。在思明南路上，这条路上有三家如家，定的是特惠商务房，床很大很舒服，洗澡水也很热很大。缺点就是靠马路，不过窗一关基本还算安静，房间和前台办理是在两栋楼，要来回跑，而且还有个坡，爬起来有点累。总的性价比很高，住了两天，挺满意。', '短评打分': 5}
{'短评内容': '这家酒店出行还算方便，离厦大一站路，步行至西村大概15分钟。酒店比较干净，早餐15块每人也算不错。', '短评打分': 5}
{'短评内容': '整体不错，离厦大很近，交通也比较方便。去鼓浪屿也不远，总之值得推荐，不错。', '短评打分': 5}
{'短评内容': '去厦大和南普陀住在这里很方便，出门就有公交车站，只是住的当晚热水管道发生问题，后来帮我调换了房间。', '短评打分': 5}
{'短评内容': '环境不错，卫生间挺宽敞的，水龙头出水也比较大', '短评打分': 5}
{'短评内容': '感觉还不错。去厦大等地都比较方便。机场来酒店也在半个小时车程。房间略小。但是干净卫生。下次去厦门还会入住', '短评打分': 5}
