{'descr': '还不错啦，卫生也挺干净，就是六楼没电梯，给个好评吧', 'star': 5}
{'descr': '酒店干净安全\r\n非常舒心，价钱再便宜点就更完美了，', 'star': 3}
{'descr': '设施都挺好的，服务业很周到，不过离地铁站有点距离\n不过交通还是很方便的，而且地段也不错', 'star': 5}
{'descr': '设施都挺好的，服务业很周到，不过离地铁站有点距离\n不过交通还是很方便的，而且地段也不错', 'star': 5}
{'descr': '里南京西路很近，逛街方便。卫生还不错。还挺新的。离火车站近。', 'star': 5}
{'descr': '里南京西路很近，逛街方便。卫生还不错。还挺新的。离火车站近。', 'star': 5}
{'descr': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', 'star': 5}
{'descr': '酒店前台服务非常好，房间安排得也很满意，晚上睡觉很安静，值得推荐。', 'star': 5}
{'descr': '这里环境较好', 'star': 3}
{'descr': '这里环境较好', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '总体还行吧，隔音效果有待改进。另外，房间是否是无窗房请提前标示。别等客户到了再告知。', 'star': 1}
{'descr': '总体还行吧，隔音效果有待改进。另外，房间是否是无窗房请提前标示。别等客户到了再告知。', 'star': 1}
{'descr': '   酒店干净服务好', 'star': 3}
{'descr': '   酒店干净服务好', 'star': 3}
{'descr': '酒店地理位置很好，价格便宜，房间内环境也不错，很干净，酒店工作人员服务态度很好。', 'star': 5}
{'descr': '酒店地理位置很好，价格便宜，房间内环境也不错，很干净，酒店工作人员服务态度很好。', 'star': 5}
{'descr': '宾馆环境不错，附近购物吃饭都很方便，屋内为阁楼设置，住起来还是比较舒服的。服务类态度非常好，干净以后还会住', 'star': 5}
{'descr': '宾馆环境不错，附近购物吃饭都很方便，屋内为阁楼设置，住起来还是比较舒服的。服务类态度非常好，干净以后还会住', 'star': 5}
{'descr': '不错，很方便', 'star': 3}
{'descr': '不错，很方便', 'star': 3}
{'descr': '位置很不错，床单被子枕头都很干净，服务员服务态度也很好；就是睡觉不隔音，有点吵。能有网就更好了。大家可以亲身体验一下。', 'star': 5}
{'descr': '位置很不错，床单被子枕头都很干净，服务员服务态度也很好；就是睡觉不隔音，有点吵。能有网就更好了。大家可以亲身体验一下。', 'star': 5}
{'descr': '很干净，很温馨', 'star': 3}
{'descr': '很干净，很温馨', 'star': 3}
{'descr': '酒店潮味很大…。服务态度还可以', 'star': 3}
{'descr': '酒店潮味很大…。服务态度还可以', 'star': 3}
{'descr': '如家快捷酒店（上海火车站昌化路店）（原静安昌化店）干净，服务较好。价格合理。出行较方便。距地铁500米，有电脑。无饭。周围饭店多。距南京路不远。去机场到一次地铁，约2.5小时。', 'star': 5}
{'descr': '如家快捷酒店（上海火车站昌化路店）（原静安昌化店）干净，服务较好。价格合理。出行较方便。距地铁500米，有电脑。无饭。周围饭店多。距南京路不远。去机场到一次地铁，约2.5小时。', 'star': 5}
{'descr': '很好，很干净！服务态度也很好，去哪都方便！', 'star': 3}
{'descr': '很好，很干净！服务态度也很好，去哪都方便！', 'star': 3}
{'descr': ' 还可以吧！', 'star': 3}
{'descr': ' 还可以吧！', 'star': 3}
{'descr': '条件不错，很干净，特惠房环境也一样好，附近也很便捷。', 'star': 5}
{'descr': '条件不错，很干净，特惠房环境也一样好，附近也很便捷。', 'star': 5}
{'descr': '酒店很干净，总体满意，性价比高，交通其实没有某些评论上面说的麻烦，离地铁1号线汉中路1号口其实蛮近的。唯一不足是小广告太多，我每天都能收到从门缝塞进来的不健康的宣传小纸卡', 'star': 5}
{'descr': '酒店很干净，总体满意，性价比高，交通其实没有某些评论上面说的麻烦，离地铁1号线汉中路1号口其实蛮近的。唯一不足是小广告太多，我每天都能收到从门缝塞进来的不健康的宣传小纸卡', 'star': 5}
{'descr': '地点很方便，很不错，房间设施也很好很方便，周围小吃店比较多', 'star': 5}
{'descr': '地点很方便，很不错，房间设施也很好很方便，周围小吃店比较多', 'star': 5}
{'descr': '干净 不错 交通好 周边很多快捷酒店 这家不错。。。。。。。。。。。。', 'star': 5}
{'descr': '很干净也很安静，电视没有网络电视，不过也无所谓，挺好的', 'star': 5}
{'descr': ' 环境还可以，挺干净的，就是早上有点吵，呵呵，下次来还会考虑这里！', 'star': 3}
{'descr': '服务 质量各方面都不错 可以向各位推荐 尤其是那些外地来上海签证的同学们 地理位置非常不错', 'star': 5}
{'descr': '标准间蛮好的，干净、整洁。房间也不小，网速也不错。就是交通不是很方便，但是性价比不错的。', 'star': 5}
{'descr': '性价比蛮高的！建议定窗户对外的房间，那种房间不吵。交通方面离地铁站教远，但是打出租车很方便！', 'star': 5}
{'descr': '很不错哦，前台服务员也很好，有位实习生不知道叫什么名字，微笑很有爱', 'star': 5}
{'descr': '还不错，位置挺好，也算干净。总之，还可以。', 'star': 5}
{'descr': '  酒店房间不大，但是挺温馨的。', 'star': 3}
{'descr': '挺好的!!就是离地铁远了点. 下次还是会住这边.', 'star': 5}
{'descr': '根据地图走着找到了。还帮我免费升级了商务大床房，很干净也很舒服', 'star': 3}
{'descr': '挺实惠的，定过好几次。~~~~~~~~~~~', 'star': 5}
{'descr': '服务好，地理位置不错。综合看，很不错了，综合看，很不错了，综合看，很不错了', 'star': 5}
{'descr': '服务不错，有吃早餐的地方。酒店在静安区，干什么都很方便', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '舒适便宜。', 'star': 3}
{'descr': '房间小但很整洁，不隔音，深处居民区，周边没有大一点的饭馆，但小吃店很多。工作人员服务态度好。', 'star': 5}
{'descr': '房间没有窗，很闷，而且很小。实在不怎么样。', 'star': 1}
{'descr': '房间很小', 'star': 3}
{'descr': '舒适，物有所值吧，以后还会入住的。\n交通也挺方便的。', 'star': 5}
{'descr': '酒店的工作人员人都很友好，房间干净整洁，我还蛮喜欢的。', 'star': 5}
{'descr': '好\n1~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': '总体挺好，只是房间隔音效果有待改善。能清晰听到门外打扫房间的大声说话的声音。', 'star': 5}
{'descr': '房间很小，特惠房没有窗户，感觉有点呼吸困难。还算干静。便是必竟价格便宜。', 'star': 1}
{'descr': '特价房房屋狭窄，几乎没有隔音效果，过道的声音很吵，性价比不合算！', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '总体感觉还不错, 服务员很有礼貌..隔音效果不是很好,其他都满意..', 'star': 5}
{'descr': '不错 帮朋友定的   地点好 环境也可以  还会在光顾', 'star': 5}
{'descr': ' 服务态度很好，客房很整洁！', 'star': 3}
{'descr': '一直都喜欢如家，这次运气不好，一夜都没睡好，隔音效果不好，不知哪个房间水管坏了，从晚上到起床都有水滴声，虽然有点遗憾，但总台态度很好，让我欣慰。', 'star': 5}
{'descr': '路段不错，去外滩，南京步行街，人民广场打车过去都不贵，步行没多远就有家星巴克，唯一不好的就是房间隔音不好。', 'star': 3}
{'descr': '房间挺舒服的', 'star': 3}
{'descr': '酒店不错  交通便捷  离火车站近   很好', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '我们从火车站打车十三块,周围有几个菜场,房间挺大就是洗手间有问题', 'star': 3}
{'descr': '服务很好。  周围环境也很好\n下次还会选择的。', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '还不错，位置也好，很干净，服务员也很有礼貌！', 'star': 5}
{'descr': '还行吧，我预定的是特惠大床房，房间小，不过卫生间不小又干净明亮。与价格相比要求不能过高。以后还会来。', 'star': 5}
{'descr': '酒店在静安区江宁路旁，由于是在居民区，饮食和生活用品购买方便。距离火车站步行15分钟。酒店内很干净，服务人员热情有礼。上海小街巷的公交车经常是单线行驶，来去的站台常常不在一条马路。建议酒店在大堂和简介卡片上标上附近公交车的站点位置如113、19、76、54等。', 'star': 5}
{'descr': '环境不错很干净!', 'star': 3}
{'descr': '酒店经济实惠而且很干净  值得推荐', 'star': 3}
{'descr': '环境不怎么样，房间小，卫生间小。离车站进。', 'star': 1}
{'descr': '离上海火车站很近，交通便利，服务好，价格实惠，还会再来！', 'star': 5}
{'descr': '由于到店较晚，房间干净整洁，也挺安静的，晚上到上海十一点过后，机场316路江宁路下车后一公里，很方便。', 'star': 3}
{'descr': '装修很不错，感觉清新淡雅，色调搭配的很好，房间空间也还可以。附近小吃很多，饮食方便。', 'star': 5}
{'descr': '周边比较热闹。吃饭比较方便。， 不远有个寺院， 可以观光吧。。。。房间唯一的缺点就是 隔音实在不怎么样。。隔壁说话一清二楚的', 'star': 5}
{'descr': '还是蛮好的 价格比较合适 地理位置比较好 应该推荐', 'star': 5}
{'descr': '环境还可以  而且价格很乐观 以后有机会还会去', 'star': 5}
{'descr': '这家如家的服务非常的好，房间也很干净，睡得很舒服，下次来上海我还会来的！', 'star': 5}
{'descr': '房间有点小，环境还不错，周围也是闹市区，卫生条件还可以，服务挺到位的', 'star': 5}
{'descr': '很不错，环境服务都很好，在市中心，很方便。', 'star': 5}
{'descr': '在闹市区的附近，周围是老城区，显得有些不合格调，房间比较小，隔音也很一般，不过算是对得起这个价格吧', 'star': 5}
{'descr': '条件很值这个价 但是白天没热水 说是装修在', 'star': 5}
{'descr': '地理位置很好，离火车站汽车站很近。房间很干净，前台接待小姐态度很好，很亲切！唯独就是热水供应不是很足，希望改进！', 'star': 5}
{'descr': '临时加订了一宿，贵了好多，唔。。。。，谁让住着舒服，懒得搬了呢', 'star': 5}
{'descr': '如家总是能给人一个稳定的预期，对于酒店本身就不多做评价了，地理位置有点隐蔽，步行到最近的地铁站大约需要15分钟，想特别推荐酒店楼下那家外卖的包子很好吃，一口气吃了三个，没吃够，也许是当时太饿了，呵呵', 'star': 5}
{'descr': '＋很好很强大，服务态度超级好', 'star': 3}
{'descr': '位置还可以，离人民广场不是很远。房间不错，服务人员也挺好，舒服', 'star': 5}
{'descr': '\r\n房间比想像中稍微小点 但很新很干净 感觉很温馨 购物什么也很方便 下次来还会考虑住这', 'star': 3}
{'descr': '挺安静，环境也不错，服务员也挺热情~\n总之觉得很舒服，在上海这种大都市里能找到这么一个幽静的地方，\n感觉挺不错的~', 'star': 5}
{'descr': '还不错~,还不错~还不错~还不错~就在单位边上', 'star': 5}
{'descr': '房间还舒适，没有感觉什么不便的', 'star': 3}
{'descr': '还行,比较方便', 'star': 3}
{'descr': '＋服务不错。。。无窗房好闷。', 'star': 3}
{'descr': '不多说了，一如既往的如家品质，值得推荐。', 'star': 5}
{'descr': '位置很好，就在火车站对面，离长途汽车总站也近些，方便换乘', 'star': 5}
{'descr': '房间很小，但很温馨，应有尽有，交通也还方便，80分吧', 'star': 5}
{'descr': ',地里位置不错呀！', 'star': 3}
{'descr': '很棒！NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'star': 5}
{'descr': '干净，方便，交通也好，服务人员态度不错，总之，临时住住还是不错的', 'star': 5}
{'descr': '房间虽小但很舒适，设施也完备，如家的标准化服务，位置也不错，但距地铁站有些远。', 'star': 5}
{'descr': '＋交通还可以，条件差，隔音非常烂，没休息好，以后不会再来了', 'star': 3}
{'descr': '不那么繁华，相对来说是老城区，我喜欢。。。。。。', 'star': 5}
{'descr': '在此推荐入住，环境还可以，比较干净，价格也算可以，交通方便，位置也可以', 'star': 5}
{'descr': '很好。有机会再去上海的话还会光顾。地理位置还可以，交通比较方便呢', 'star': 5}
{'descr': '酒店还可以就是不见太阳光', 'star': 3}
{'descr': '房间还行一般和快捷酒店差不多，服务一般，位置还不错，价格是贵了很多。', 'star': 3}
{'descr': '还不错啦，就经济型酒店来说都差不多了，出行方便的', 'star': 5}
{'descr': '新开的酒店，环境不错，位置也不错，推荐入住！', 'star': 5}
{'descr': '酒店说没有订单给安排了其它房型。（当时预定的是特惠房)反馈以后酒店告知不用更换房间按照特惠房价格结账，处理结果满意。', 'star': 5}
{'descr': '酒店设备很好，服务态度也好，住得很舒服！\n下次到上海还会选择入住这家酒店！', 'star': 5}
{'descr': '房间挺小的，好在看起来整洁。。。。。。。。。。。。。。', 'star': 5}
{'descr': '说实话这家点真的住的很舒服 只不过离地铁站大概有2.4公里 走走路有点 不过房间很好', 'star': 5}
{'descr': '服务绝对OK.....打电话也很亲切......有要求,只要能办,一定办.', 'star': 5}
{'descr': ' 小店附近的人文环境比较不错，能体现出上海人的生活环境，住在这里很能感受上海，酒店附近的小吃，早点都不错，很有上海特色，很喜欢这里的环境，虽然是有点微微噪杂，但也别有一番情趣，只是酒店的隔音不是很好，这是酒店的通病，躺在床上还能清楚的听到其他房间卫生间里传来的流水哗哗声，稍有点郁闷', 'star': 5}
{'descr': '酒店设施比较简单，确实是快捷酒店！', 'star': 5}
{'descr': '房间太小了，卫生间很大，我住的是商务标间！', 'star': 1}
{'descr': '为参观世博入住的，设施是标准的如家风格，房间略小，但还算舒服。位置也不错，距玉佛寺和南京西路商圈都不远，但步行至地铁口有些远。', 'star': 5}
{'descr': '很不错，即使是特价房一样还可以。态度也好。下次还来', 'star': 3}
{'descr': '入住  离店  时间 在有电话预约保证情况下 应该灵活点', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '走进如家，见到的所有员工都会主动和你说你好。尽量满足你的要求。房子虽然简单，不大，但是很舒适，干净。', 'star': 5}
{'descr': '卫生还可以\u3000就是房间有点小.离地铁站步行有点路程.总体还是满意的', 'star': 5}
{'descr': '世博会可以订到那么便宜的房子已经很好了，就是少定了一天，再订已经订不到了。', 'star': 5}
{'descr': '一般...一楼气味重点,楼上的房间都是蛮好的!交通也算是方便.....', 'star': 5}
{'descr': '+还可以', 'star': 5}
{'descr': '酒店 的位置很好，就是房间很小，干净倒是蛮干净的。就是住个地段那。就在市区，出去逛街很方便', 'star': 5}
{'descr': '     房间环境不错  虽然从标间被改为大床房  总体来说还是不错的', 'star': 5}
{'descr': '在外旅游，有一间如此舒适的店，真的很舒服！！！！', 'star': 5}
{'descr': '挺好的酒店，很近火车站，门口就是居民区。房间也还可以', 'star': 5}
{'descr': '酒店距离地铁7号线昌平站还是有点远的，起码要走4，5个路口才能到。附近有很多吃饭的地方，挺方便。订的是商务大床房，房间在一楼，有点不见天日的感觉，虽然有窗。服务态度不错，以世博会期间的房价来说，住这个如家还是挺划算的。', 'star': 5}
{'descr': '开在居民集中区域，离外滩不远（打车20元），去世博可以坐7号线直达。总之在世博期间能住到这样干净，方便的酒店很不错了，楼下就有卖包子的，上海馄饨，兰州拉面，锅贴等，填饱肚子很容易的。', 'star': 5}
{'descr': '有些失望', 'star': 5}
{'descr': '服务态度很好，房间很干净，设施也很齐全。以后有机会，继续住！', 'star': 5}
{'descr': '  超过半个小时就给你把房间取消了 .. 说什么世博会房间紧张\r\n  刚来上海就碰到这等事 连玩的心情都没了', 'star': 1}
{'descr': '交通很方便，环境也蛮好的…下次还会来的…去世博也方便的…呵呵…', 'star': 3}
{'descr': '性价比还是很高的，去世博园也还挺方面的，呼呼，下次有需要还会去', 'star': 5}
{'descr': '已如住,房间很好很干净,如果要是能续租就好了', 'star': 5}
{'descr': '还算不错，交通方便，下次有机会的话还会去。', 'star': 5}
{'descr': '+此店刚装修有异味且房间太低使人住着压抑并且房价与房间不对称服务态度较好但弥补不了实际住宿遇到的不舒服', 'star': 5}
{'descr': '房间很闷，味道不好。被子潮潮的，全身都不舒服。对如家来说，这个价格也太贵 了', 'star': 1}
{'descr': '洒店总体不错,卫生好', 'star': 5}
{'descr': '服务很好，和男朋友住的商务房，刚刚进去的时候，真是气晕了，有一股油漆味好像，不过入住了，感觉还挺好，买东西也比较方便，男朋友也很满意，服务真的很好', 'star': 5}
{'descr': '很好 推荐入住 房间还不错 周边环境也可以 交通也方便', 'star': 5}
{'descr': '该酒店管理较规范，设施都是新的，很卫生。到南京路上办事，亦很近，很方便。住店价格也合理。', 'star': 3}
{'descr': ' 刚入住 房间太小 东西比较整洁 隔音效果不好', 'star': 5}
{'descr': '好像是新开的店，房间小但是设施比较新、干净，工作人员服务态度不错', 'star': 5}
{'descr': '+  己入住 令人满意', 'star': 5}
{'descr': '整体的性价比高，在地铁附近，周边的生活设施也很齐全，出行很便利。', 'star': 5}
{'descr': '服务态度很好，很友善，世博的确给城市注入了新的活力，不枉此行', 'star': 5}
{'descr': '酒店的设施很齐全，基础的设施都有了，房间的网速也比较快，位置也满意', 'star': 5}
{'descr': '服务比较周到，毕竟是连锁酒店，服务比较一致，算是比较放心的吧', 'star': 5}
{'descr': '装修的比较大气，通风效果也是很不错的，整体感觉卫生清洁度很好', 'star': 5}
{'descr': '位置很好，距离7号线比较近，去世博园很方便，也是看中这点才入住的', 'star': 5}
{'descr': '新装修的酒店，很干净，色彩搭配比较好，看起来神清气爽的，值', 'star': 5}
{'descr': '员工的责任心比较强，出门会提醒带上雨伞，卫生打扫的也很彻底。', 'star': 5}
{'descr': '房间玻璃的隔音效果不错，晚上睡的很安心，而且周边的环境不错，绿化比较好', 'star': 5}
{'descr': '如家的服务一直做得都不错，我喜欢明亮的楼体颜色，和房间的装饰，简单大方', 'star': 5}
