{'descr': '还好吧，就是充电不方便', 'star': 5}
{'descr': '住了两天吉林大街店，整体来说不错，因为是特价房？给了没有窗户的房间。打扫房间的大姐很热情，服务业很好。希望以后更好。', 'star': 5}
{'descr': '我住的是88元特价房，一进去心情就很好，非常干净，床单很漂亮，巧克力的窗帘，有种家的感觉，住着很舒服，很满意', 'star': 5}
{'descr': '我住的是88元特价房，一进去心情就很好，非常干净，床单很漂亮，巧克力的窗帘，有种家的感觉，住着很舒服，很满意', 'star': 5}
{'descr': '不错，感觉很好~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '不错，感觉很好~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '好~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '入住期间客房有翻新施工，可能会比较吵一些，不过客房卫生还算不错，干净整洁，服务也可以.', 'star': 5}
{'descr': '装修卫生都挺好的，酒店位置还是挺好找离火车站也很近，价格还是很实惠的。', 'star': 5}
{'descr': '推荐，性价比高，干净，空间大，又住一天！', 'star': 5}
{'descr': '推荐，性价比高，干净，空间大，又住一天！', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '很干净，很不错，就是隔音还可以再好一点，性价比高', 'star': 5}
{'descr': '酒店非常不错，在汽车站和火车站附近，走过去十分钟，性价比非常高，唯一一点缺陷就是离火车道很近，时不时有火车路过，声音很大，不过晚上睡觉时到没有发现，可能是我睡的比较死，哈哈！推荐！', 'star': 5}
{'descr': '这次住的不如以前的感觉好，可能是靠门边的关系，房间冷。', 'star': 5}
{'descr': '---服务态度好------这次感觉空调不是很好-----房间有些冷-------但还算可以---推荐\n', 'star': 5}
{'descr': '---服务态度好-----------\n---宾至如归的感觉--------\n', 'star': 5}
{'descr': '卫生间的天花板，有两块有坏掉。洗澡用的热水感觉不是太好，水温不好控制，有时候调好了还会冒出凉水，虽然是偶尔的。不知道怎么回事每次从外边回来进屋都会有一股味道，不太舒服。不过酒店的服务还是不错的，期间大灯坏了，很快就修好了。而且屋子收拾得很不错。总体来说，88元的特价房，还算不错。', 'star': 1}
{'descr': '距离新修的吉林站挺近的，还行！交通方便。', 'star': 1}
{'descr': '挺好', 'star': 3}
{'descr': '信息准确，及时，服务周到，推荐的旅店服务也很好，物美价廉。。。。。。', 'star': 5}
{'descr': '很好很干净…隔音稍差', 'star': 3}
{'descr': '地理位置，周围环境相比北京路速八较差。附近没有吃饭，购物的场所。', 'star': 1}
{'descr': '环境不错。', 'star': 3}
{'descr': '我住的是七楼，房间离火车道太近，火车经过一次噪音奇大！而且卫生间顶棚还少一块板，漏风，很冷，总体感觉不好。', 'star': 3}
{'descr': '不错，但是没有提供洗发精，隔音也不是太好', 'star': 5}
{'descr': '八十八的标间超值,酒店整个环境、卫生.都不错.', 'star': 3}
{'descr': '酒店环境优雅、服务优良。原来没有餐厅，现在及时增设餐厅方便了许多，希望以后餐厅再多增加些饮食品种', 'star': 5}
{'descr': '酒店环境优雅、服务优良。原来没有餐厅，现在及时增设餐厅方便了许多，希望以后餐厅再多增加些饮食品种', 'star': 5}
{'descr': '第二次入住了 感觉不错 就是隔音不好，位置方便，性价比高', 'star': 5}
{'descr': '第二次入住了 感觉不错 就是隔音不好，位置方便，性价比高', 'star': 5}
{'descr': ' 房间还可以  但是隔音差', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '已入住', 'star': 3}
{'descr': '入住', 'star': 3}
{'descr': '环境优雅，空间宽敞，价格合理，服务周到，感动常在', 'star': 5}
{'descr': '环境优雅，空间宽敞，价格合理，服务周到，感动常在', 'star': 5}
{'descr': '房间热水服务员指导了放半小时才能出来。太浪费。护照，驾照，户籍证明没用，需要到酒店那的派出所打入住证明', 'star': 3}
{'descr': '房间热水服务员指导了放半小时才能出来。太浪费。护照，驾照，户籍证明没用，需要到酒店那的派出所打入住证明', 'star': 3}
{'descr': '酒店不错，服务员态度好，洗澡水温一般，蚊子较多，', 'star': 5}
{'descr': '酒店环境还成。离火车站还是很近步行就能到，服务态度挺不错，价格也很便宜。', 'star': 5}
{'descr': '酒店环境还成。离火车站还是很近步行就能到，服务态度挺不错，价格也很便宜。', 'star': 5}
{'descr': '特价订的，应该说性价比很高了，交通也还算方便', 'star': 5}
{'descr': '特价订的，应该说性价比很高了，交通也还算方便', 'star': 5}
{'descr': '挺好,和想象的一样!', 'star': 3}
{'descr': '挺好,和想象的一样!', 'star': 3}
{'descr': '应该新开的，挺干净，房间也挺大挺舒服的。安保方面做得挺仔细。', 'star': 5}
{'descr': '应该新开的，挺干净，房间也挺大挺舒服的。安保方面做得挺仔细。', 'star': 5}
{'descr': '房间不错床大，一个人睡可惜了，还有电脑，环境不错很喜欢。', 'star': 3}
{'descr': '房间不错床大，一个人睡可惜了，还有电脑，环境不错很喜欢。', 'star': 3}
{'descr': '此次入住的是特价88元大床房，总体感觉很好，干净整洁。\n前台小妹和清洁阿姨态度很热情，让你感觉很好。\n房间设施保持较好，但是墙上有些老化现象。\n床很大很舒服，就是冬天零下20多度的时候房间稍微有些冷。\n唯一的不足就是酒店的位置了，这个让人比较纠结，打车去市中心需要7元，去火车站需要6元吧，附近没有合适的餐馆。\n总体来说不错。', 'star': 5}
{'descr': '此次入住的是特价88元大床房，总体感觉很好，干净整洁。\n前台小妹和清洁阿姨态度很热情，让你感觉很好。\n房间设施保持较好，但是墙上有些老化现象。\n床很大很舒服，就是冬天零下20多度的时候房间稍微有些冷。\n唯一的不足就是酒店的位置了，这个让人比较纠结，打车去市中心需要7元，去火车站需要6元吧，附近没有合适的餐馆。\n总体来说不错。', 'star': 5}
{'descr': '条件还真的不错，信价比较高，就是前台的速度不敢恭维', 'star': 3}
{'descr': '条件还真的不错，信价比较高，就是前台的速度不敢恭维', 'star': 3}
{'descr': '宾馆很好，很满意', 'star': 3}
{'descr': '宾馆很好，很满意', 'star': 3}
{'descr': '服务很好，性价比高，唯一的缺点就是隔音的效果不是很好', 'star': 5}
{'descr': '服务很好，性价比高，唯一的缺点就是隔音的效果不是很好', 'star': 5}
{'descr': '比较满意', 'star': 3}
{'descr': '比较满意', 'star': 3}
{'descr': '洗澡水很好，热乎乎的，不过厕所没有暖气，有点冷', 'star': 3}
{'descr': '洗澡水很好，热乎乎的，不过厕所没有暖气，有点冷', 'star': 3}
{'descr': '很干净，温馨，就是噪音大了点,还有离川沙车站根本不是0.3公里，好远的...', 'star': 5}
{'descr': '房间蛮干净的，设备也都齐全，感觉还不错！', 'star': 5}
{'descr': '房间还可以 就是结账的时候竟然说打过房间电话 有些美中不足吧', 'star': 1}
{'descr': '酒店服务很好，就是楼上装修很吵~ 隔音还算不错吧.. 推荐！', 'star': 5}
{'descr': '酒店服务很好，就是楼上装修很吵~ 隔音还算不错吧.. 推荐！', 'star': 5}
{'descr': '环境不错就是有点冷。但整体还算不错。', 'star': 3}
{'descr': '环境不错就是有点冷。但整体还算不错。', 'star': 3}
{'descr': '干净，卫生，友好，很不错的地方，就是空调声音有点大，不过制热效果不错！', 'star': 5}
{'descr': '干净，卫生，友好，很不错的地方，就是空调声音有点大，不过制热效果不错！', 'star': 5}
{'descr': '服务很好 也很干净 就是房间有些小 但总体来说不错', 'star': 5}
{'descr': '服务很好 也很干净 就是房间有些小 但总体来说不错', 'star': 5}
{'descr': '第一次住这家店  还可以  不错  而且价格非常的合适  ', 'star': 5}
{'descr': '第一次住这家店  还可以  不错  而且价格非常的合适  ', 'star': 5}
{'descr': '还好，就是一如既往飞小了一些，总体还算是不错', 'star': 5}
{'descr': '酒店服务不错，环境好，卫生挺好的，网速还可以。', 'star': 5}
{'descr': '服务不错 价格合理。就是去的时候等了一会才有房间，总体很满意', 'star': 5}
{'descr': '服务不错', 'star': 3}
{'descr': '环境、位置、价位都不错，但隔音效果太太太太太太太太太太太太太太差了！隔壁有什么动静都能听的见，就像只隔了层纸一样！！！！！', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '还行蛮舒服', 'star': 3}
{'descr': 'better', 'star': 3}
{'descr': '不错 位置好 态度也很好 总的评价就是一个好,下回有机会还会去的\n', 'star': 5}
{'descr': '隔音一般，床还可以，房间还算干净，有个饮水机，可以无限畅饮，周围没有吃东西的地方', 'star': 5}
{'descr': '不错的地方，推荐入住，环境不错，就是前台有点忙', 'star': 5}
{'descr': '不错的地方，推荐入住，环境不错，就是前台有点忙', 'star': 5}
{'descr': '非常实惠，设施还不错，洗手间很大，能借吹风机。地段也好，离汽车站和新的火车站很近，走过去10分钟以内。到松江中路教堂那里打车起步价，到江城广场坐机场大巴的地方也就以一个起步价。', 'star': 5}
{'descr': '酒店不错，卫生，整洁，安静，房间内设施也不错。但装修做得不太好，开业才半年不到，很多地方都已经显出破旧，墙壁掉皮，卫生间门把手歪歪扭扭的，镜子有很多斑驳，不知道时间再长些会怎么样。', 'star': 5}
{'descr': '挺好的，很干净，房间也挺大，卫生也不错，值得推荐', 'star': 5}
{'descr': '挺好的，很干净，房间也挺大，卫生也不错，值得推荐', 'star': 5}
{'descr': '從来末曾住过一间酒店,会没有热水洗澡.大哥呀,吉林呀,大冬天不洗热水,难道要洗冰河浴.', 'star': 1}
{'descr': '都挺不错的', 'star': 3}
{'descr': 'good', 'star': 3}
{'descr': '环境挺好，刚开始空调不好使，后来维修人员来修好了，服务挺好！', 'star': 5}
{'descr': '环境挺好，刚开始空调不好使，后来维修人员来修好了，服务挺好！', 'star': 5}
{'descr': '还可以，， 就是不好找， 胡同里牌子挺大。外边小，不好找。', 'star': 5}
{'descr': '位置还不错,服务也可以，就是房间小了点，还行，还行', 'star': 5}
{'descr': '宾馆总体挺好的,房间也很大气.美中不足的是暖气不足,稍微凉一些', 'star': 5}
{'descr': '非常好环境不错', 'star': 3}
{'descr': '隔音稍差 房间稍小  其他很好 床很大 卫生间也不错 新店 新空调  网速再快点就更好了 哈哈', 'star': 5}
{'descr': '那位置这价格没得挑了。？？？？？？？？？？？？？？？', 'star': 5}
{'descr': '不错，很干净，除了房间空间稍小，没有问题', 'star': 5}
{'descr': '不错，很干净，除了房间空间稍小，没有问题', 'star': 5}
{'descr': '性价比较高，但是周围能吃饭的干净的地方不多！', 'star': 5}
{'descr': '性价比较高，但是周围能吃饭的干净的地方不多！', 'star': 5}
{'descr': '还不错', 'star': 3}
{'descr': '酒店整体感觉不错,床还算比较舒服,只是房间稍小了一些.服务也不错,很亲切', 'star': 3}
{'descr': '光顾很多次了，感觉很好，给个好评吧，希望再接再厉啊！', 'star': 5}
{'descr': '！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '非常好', 'star': 3}
{'descr': '很好。。。不错。很舒适。。。以后还会继续订购的。。。', 'star': 5}
{'descr': '我住的大床房一般不是很满意！', 'star': 3}
{'descr': '服务态度超烂！死女人拽个毛！房间有气味！', 'star': 1}
{'descr': '很好，刚开业不久，干净,房间也比较大，大床房也有窗户，不错，下次还来', 'star': 5}
{'descr': '朋友说 还不错 挺干净的 舒服·性价比高', 'star': 5}
{'descr': '不错，屋子干净，服务态度也热情。值得私家住。', 'star': 5}
{'descr': '很不错很好', 'star': 3}
{'descr': '卫生条件蛮不错的，设施也很新很全，服务态度很好，价格不高。\n不大好的地方就是标准间有些小了，两个人加上两个拉杆包有些转不过身的感觉。早饭也有些单调，品种很少。\n距离浦东国际机场很近的，打的才五六十，还不错吧。', 'star': 5}
{'descr': '。。。。。。。。。。。。。。。。。。。很好\n。', 'star': 5}
{'descr': '已经是第二次光顾了，环境很好，就是网速慢了点，呵呵总体感觉不错！', 'star': 5}
{'descr': '环境很好，床很舒服，服务态度也好，还会光顾的！', 'star': 5}
{'descr': '床很舒服，环境很好，服务态度也很好，还会选择这家酒店的', 'star': 5}
{'descr': '非常满意', 'star': 3}
{'descr': '环境很不错！！！！！！！！！！！！！！！！！！', 'star': 5}
{'descr': '环境很干净，配套设施也比较齐全，就是刚开业还没有餐厅，有些不方便，其他方面都很好！', 'star': 5}
{'descr': '总的来说还可以吧，酒店不是临街的比较安静。卫生也还好，下次来还会选择。', 'star': 5}
{'descr': '性价比非常高的一家店，而且环境非常非常的好！！', 'star': 5}
{'descr': '卫生干净、环境幽雅、服务优良、给人有一种到家的感觉。 ', 'star': 5}
{'descr': ' 环境不错', 'star': 5}
{'descr': '方便 干净 快捷 舒适 就是酒店标识不明显  ，附近设施齐全 性价比高', 'star': 5}
{'descr': '前台服务员连路都不知道，但是态度可以.自驾的朋友就不要去啦。', 'star': 1}
{'descr': '满好', 'star': 5}
{'descr': '交通比较便利，住着感觉也很舒适。', 'star': 5}
{'descr': '酒店位于川沙镇上，有点偏，但如果第二天一早要坐飞机的话这家是不错的选择。最早6：30的地铁二号线去浦东机场，十几分钟就到了，从酒店走路到地铁二号线十来分钟，坐三轮车五元钱。房间很小，我住的是大床房，作为商务酒店性价比不错。', 'star': 5}
{'descr': '比较干净，不错的地方，离机场比较近，打车60块钱左右！', 'star': 3}
{'descr': '整体来说，如家非常不错，就是感觉有点小，但是非常满意！', 'star': 5}
{'descr': '世博期间，还是不错的……世博期间，还是不错的……', 'star': 5}
{'descr': '总的还不错，服务态度很好，同时商务大床房没感觉到比普通大床房好多少。', 'star': 5}
{'descr': '+已经入住，房间还可以，就是办理入住手续有点慢，等了一个小时才有房间。', 'star': 5}
{'descr': '还好吧 房间很小。位置有点偏。到机场大概有15到20分钟的车程。', 'star': 5}
{'descr': '在这我终于见到了传说中的大蟑螂，真是够大。价格不便宜，地点也不够好，如果可以就不要住这里。', 'star': 1}
{'descr': '比较偏僻，打车被宰了很多，房间有点小，其他还好把，总体还行吧', 'star': 3}
{'descr': '比会员价高，而且无法享受会员一点退房待遇。', 'star': 5}
{'descr': '房间干净，床很舒服，服务也很好，就是房间有点小', 'star': 5}
{'descr': '在川沙的中心繁华区，但是酒店不靠路，显得就很安静。整体来说，环境还是比较舒适的。', 'star': 5}
{'descr': '其他都好，就是隔音效果不好，房间有蟑螂，好多小虫', 'star': 5}
{'descr': '距离世博比较远，不过还好有2号线，可是2号线也比较郁闷，延线换乘比较麻烦，打车司机通常会很宰一下，不过晚上比较安静，睡的不错', 'star': 5}
{'descr': '如家很不错，干净整洁，真如其名', 'star': 5}
{'descr': '酒店还行，就是房间有点小', 'star': 5}
{'descr': '位置不错，若是去世博会的话推荐这一家，离川沙客运站很近，从川沙客运站有世博十四路专线，到白莲泾入口，交通便利，不过就是时间长了点，一个小时十分钟吧。而且从火车站直接做申川专线或者新川专线到川沙路新源路下车，走不到二百米就到，附近也比较繁华，夜市不错~~酒店环境不错，服务也可以，我住的大床房，感觉就是房间小了点~~其他的都比较满意~~', 'star': 5}
{'descr': '离浦东机场近', 'star': 5}
{'descr': '酒店的设施和卫生服务都还不错，值得住。大床比较新，还是硬的那种，很舒服。位置较地铁口有10分钟左右路程，川沙的末班时间是21点，切记。', 'star': 5}
{'descr': '酒店卫生不错，服务态度很好、很热情，整体比较干净。', 'star': 5}
{'descr': '酒店不错，交通方便，离浦东机场近，坐地铁2号线可以直达。下次还会去住。', 'star': 3}
{'descr': '还不错，推荐大家试下。', 'star': 5}
{'descr': '服务很好 干净整洁 地方离机场远了点其实 打表50左右', 'star': 3}
{'descr': '位置离机场偏远 价格偏高  其他方面没话说啊\r\n', 'star': 5}
{'descr': '我住的312房间，上网的桌子就正正在空调出风口下，上网开空调，冷风对着肩膀吹，受不了，不开又太热，索性不上网了。\r\n', 'star': 1}
{'descr': '不提供早餐. 房間有蟑螂. 服務員友善', 'star': 5}
{'descr': '世博会期间价格上涨较多。交通比较方便，离川沙地铁站约10分钟路程。', 'star': 5}
{'descr': '挺好的', 'star': 3}
{'descr': '酒店不错，推荐', 'star': 3}
{'descr': 'good', 'star': 5}
{'descr': '酒店性价比值得推荐 \r\n', 'star': 3}
{'descr': '蛮安静的，地方也舒服，离机场打车四十几块', 'star': 5}
{'descr': '性价比很好', 'star': 5}
{'descr': '推荐去住', 'star': 5}
{'descr': '适合晚上下飞机及一早登机的朋友入住', 'star': 5}
{'descr': '在川沙中心，打车方便。', 'star': 5}
{'descr': '唯一一点不方便的就是地铁2号线，在4：30 就没了', 'star': 5}
{'descr': '还可以的酒店', 'star': 5}
{'descr': '恩，帮朋友订的，朋友很满意！', 'star': 5}
