{'descr': '还好。', 'star': 3}
{'descr': '房间还好吧.周边环境不错.房间的床头没有电源.充电不是很方便其它还好!', 'star': 3}
{'descr': '早上提前预订，为什么前台没有收到订房传真呢？前台服务员服务态度挺好，很灵活。地理位置很好，房间设施也不错！', 'star': 5}
{'descr': '＋环境以及地理位置不错，服务也不错，房间也挺整洁的', 'star': 3}
{'descr': '闹中取静,还行!', 'star': 3}
{'descr': '干净 不错 交通好 周边很多快捷酒店 这家不错。。。。。。。。。。。。', 'star': 5}
{'descr': '离东站确实不远~而且闹中取静，不错。下次有机会还会去光顾。', 'star': 5}
{'descr': '很干净也很安静，电视没有网络电视，不过也无所谓，挺好的', 'star': 5}
{'descr': '不错，很满意。很安静，很卫生，条件也不错。感觉不足的是前台就一个人，人多的时候要等好久', 'star': 5}
{'descr': '离汽车站真的非常近。。性价比还可以。。适合工薪族。。', 'star': 5}
{'descr': ' 环境还可以，挺干净的，就是早上有点吵，呵呵，下次来还会考虑这里！', 'star': 3}
{'descr': '服务 质量各方面都不错 可以向各位推荐 尤其是那些外地来上海签证的同学们 地理位置非常不错', 'star': 5}
{'descr': '标准间蛮好的，干净、整洁。房间也不小，网速也不错。就是交通不是很方便，但是性价比不错的。', 'star': 5}
{'descr': '性价比蛮高的！建议定窗户对外的房间，那种房间不吵。交通方面离地铁站教远，但是打出租车很方便！', 'star': 5}
{'descr': '很不错哦，前台服务员也很好，有位实习生不知道叫什么名字，微笑很有爱', 'star': 5}
{'descr': '还不错，位置挺好，也算干净。总之，还可以。', 'star': 5}
{'descr': '还不错。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '  酒店房间不大，但是挺温馨的。', 'star': 3}
{'descr': '挺好的!!就是离地铁远了点. 下次还是会住这边.', 'star': 5}
{'descr': '靠近汽车东站，很方便……………………………………', 'star': 5}
{'descr': '根据地图走着找到了。还帮我免费升级了商务大床房，很干净也很舒服', 'star': 3}
{'descr': '挺实惠的，定过好几次。~~~~~~~~~~~', 'star': 5}
{'descr': '各方面都不错。。。。。。。。。。。。。。', 'star': 5}
{'descr': '服务好，地理位置不错。综合看，很不错了，综合看，很不错了，综合看，很不错了', 'star': 5}
{'descr': '服务不错，有吃早餐的地方。酒店在静安区，干什么都很方便', 'star': 5}
{'descr': '好舒服真不错', 'star': 3}
{'descr': '总体还行 本酒店在当地算不错的酒店了，环境卫生和其它的酒店没多少差别，关键是离汽车东站近。南京的公交车也不方便，但在汽车东站里有好多公交车还是挺方便的。就是房价内不含早晨，吃饭还得自己交钱。', 'star': 5}
{'descr': '本酒店在当地算不错的酒店了，环境卫生和其它的酒店没多少差别，关键是离汽车东站近。南京的公交车也不方便，但在汽车东站里有好多公交车还是挺方便的。就是房价内不含早晨，吃饭还得自己交钱。总体还行', 'star': 5}
{'descr': '的确是不错的酒店，可惜因为早餐孩子的收费问题没去吃，跑到老远的FKC去吃了，有点遗憾。', 'star': 5}
{'descr': '交通方便.卫生,安全.一般去南京都在那里住.就是价格有点贵.', 'star': 5}
{'descr': '已入住', 'star': 3}
{'descr': '宾馆不临街；房间的间隔竟然是三合板类的材质，隔壁的呼噜声可以轻易地穿越过来教你不能成眠；总台的服务员也很死板，想调一间有电脑的客房或者在房间里加台电脑，却回网上订了啥房间就必须是啥房间，不可以调换。', 'star': 1}
{'descr': '还行~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '还行~~~~~~~~~~~~~~~~~~~~~~~', 'star': 5}
{'descr': '舒适便宜。', 'star': 3}
{'descr': '还不错，总体来说还不错，就是有点旧了。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还行、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、、', 'star': 5}
{'descr': '房间小但很整洁，不隔音，深处居民区，周边没有大一点的饭馆，但小吃店很多。工作人员服务态度好。', 'star': 5}
{'descr': '房间没有窗，很闷，而且很小。实在不怎么样。', 'star': 1}
{'descr': '房间很小', 'star': 3}
{'descr': '舒适，物有所值吧，以后还会入住的。\n交通也挺方便的。', 'star': 5}
{'descr': '酒店的工作人员人都很友好，房间干净整洁，我还蛮喜欢的。', 'star': 5}
{'descr': '还可以吧，房间有点小，屋里没有特殊气味，赞一个。洗手间的排风扇噪声太大了，设施比较陈旧了。', 'star': 5}
{'descr': '宾馆位置很好找, 交通特别方便, 服务也很到位,下次还会光顾的!', 'star': 3}
{'descr': '好\n1~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~·', 'star': 5}
{'descr': '总体挺好，只是房间隔音效果有待改善。能清晰听到门外打扫房间的大声说话的声音。', 'star': 5}
{'descr': '交通蛮方便的，就是太吵了，如果再安静一点就可以休息得更好。', 'star': 5}
{'descr': '房间很小，特惠房没有窗户，感觉有点呼吸困难。还算干静。便是必竟价格便宜。', 'star': 1}
{'descr': '住了三天,不错,各方面都行,干净,整洁,交通方便.服务态度也行.总体来说,如果下次来这附近还会再选择的.价格也不高.赞!!', 'star': 5}
{'descr': '特价房房屋狭窄，几乎没有隔音效果，过道的声音很吵，性价比不合算！', 'star': 1}
{'descr': '满意', 'star': 3}
{'descr': '总体感觉还不错, 服务员很有礼貌..隔音效果不是很好,其他都满意..', 'star': 5}
{'descr': '刚刚入住酒店，太方便了。', 'star': 3}
{'descr': '虽然隔音效果不是太好。。但挺干净。。周围也很安静。。住的感觉不错。。推荐。。价格也合理~', 'star': 5}
{'descr': '不错 帮朋友定的   地点好 环境也可以  还会在光顾', 'star': 5}
{'descr': '很干净，很便宜。 服务业不错，交通很方便。隔音挺好的', 'star': 5}
{'descr': ' 服务态度很好，客房很整洁！', 'star': 3}
{'descr': '一直都喜欢如家，这次运气不好，一夜都没睡好，隔音效果不好，不知哪个房间水管坏了，从晚上到起床都有水滴声，虽然有点遗憾，但总台态度很好，让我欣慰。', 'star': 5}
{'descr': '环境蛮好，实惠!', 'star': 3}
{'descr': '环境不错，服务也可以，最主要的就是交通方便', 'star': 5}
{'descr': '已入住，整洁安静，条件还行。', 'star': 3}
{'descr': '路段不错，去外滩，南京步行街，人民广场打车过去都不贵，步行没多远就有家星巴克，唯一不好的就是房间隔音不好。', 'star': 3}
{'descr': '房间挺舒服的', 'star': 3}
{'descr': '性价比挺高的，周围环境很好，没什么噪音。地理位置也还行。', 'star': 3}
{'descr': '酒店不错，服务也蛮周到。', 'star': 3}
{'descr': '酒店不错  交通便捷  离火车站近   很好', 'star': 5}
{'descr': '挺好', 'star': 3}
{'descr': '我们从火车站打车十三块,周围有几个菜场,房间挺大就是洗手间有问题', 'star': 3}
{'descr': '感觉还不错，环境，卫生，服务还都可以。', 'star': 3}
{'descr': '服务很好。  周围环境也很好\n下次还会选择的。', 'star': 5}
{'descr': '环境不错 就是装修有点旧了 价格还行 以后还会入住的', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '还不错，位置也好，很干净，服务员也很有礼貌！', 'star': 5}
{'descr': '还行吧，我预定的是特惠大床房，房间小，不过卫生间不小又干净明亮。与价格相比要求不能过高。以后还会来。', 'star': 5}
{'descr': '酒店在静安区江宁路旁，由于是在居民区，饮食和生活用品购买方便。距离火车站步行15分钟。酒店内很干净，服务人员热情有礼。上海小街巷的公交车经常是单线行驶，来去的站台常常不在一条马路。建议酒店在大堂和简介卡片上标上附近公交车的站点位置如113、19、76、54等。', 'star': 5}
{'descr': '环境不错很干净!', 'star': 3}
{'descr': '酒店经济实惠而且很干净  值得推荐', 'star': 3}
{'descr': '环境不怎么样，房间小，卫生间小。离车站进。', 'star': 1}
{'descr': '离上海火车站很近，交通便利，服务好，价格实惠，还会再来！', 'star': 5}
{'descr': '酒店周围环境毕竟安全，距离火车站比较近，比较满意！', 'star': 5}
{'descr': '房间很整洁干净，服务员服务态度很好，我们打算经常来这里入住。', 'star': 3}
{'descr': '总体蛮好，就是服务人员的热情不高，让客人等候的时间太长', 'star': 5}
{'descr': '很不错的酒店，在南京的几天，就只有它给我留下了好印象', 'star': 5}
{'descr': '由于到店较晚，房间干净整洁，也挺安静的，晚上到上海十一点过后，机场316路江宁路下车后一公里，很方便。', 'star': 3}
{'descr': '装修很不错，感觉清新淡雅，色调搭配的很好，房间空间也还可以。附近小吃很多，饮食方便。', 'star': 5}
{'descr': '周边比较热闹。吃饭比较方便。， 不远有个寺院， 可以观光吧。。。。房间唯一的缺点就是 隔音实在不怎么样。。隔壁说话一清二楚的', 'star': 5}
{'descr': '还是蛮好的 价格比较合适 地理位置比较好 应该推荐', 'star': 5}
{'descr': '环境还可以  而且价格很乐观 以后有机会还会去', 'star': 5}
{'descr': '这家如家的服务非常的好，房间也很干净，睡得很舒服，下次来上海我还会来的！', 'star': 5}
{'descr': '房间有点小，环境还不错，周围也是闹市区，卫生条件还可以，服务挺到位的', 'star': 5}
{'descr': '很不错，环境服务都很好，在市中心，很方便。', 'star': 5}
{'descr': '在闹市区的附近，周围是老城区，显得有些不合格调，房间比较小，隔音也很一般，不过算是对得起这个价格吧', 'star': 5}
{'descr': '条件很值这个价 但是白天没热水 说是装修在', 'star': 5}
{'descr': '地理位置很好，离火车站汽车站很近。房间很干净，前台接待小姐态度很好，很亲切！唯独就是热水供应不是很足，希望改进！', 'star': 5}
{'descr': '临时加订了一宿，贵了好多，唔。。。。，谁让住着舒服，懒得搬了呢', 'star': 5}
{'descr': '如家总是能给人一个稳定的预期，对于酒店本身就不多做评价了，地理位置有点隐蔽，步行到最近的地铁站大约需要15分钟，想特别推荐酒店楼下那家外卖的包子很好吃，一口气吃了三个，没吃够，也许是当时太饿了，呵呵', 'star': 5}
{'descr': '＋很好很强大，服务态度超级好', 'star': 3}
{'descr': '位置还可以，离人民广场不是很远。房间不错，服务人员也挺好，舒服', 'star': 5}
{'descr': '\r\n房间比想像中稍微小点 但很新很干净 感觉很温馨 购物什么也很方便 下次来还会考虑住这', 'star': 3}
{'descr': '挺安静，环境也不错，服务员也挺热情~\n总之觉得很舒服，在上海这种大都市里能找到这么一个幽静的地方，\n感觉挺不错的~', 'star': 5}
{'descr': '还不错~,还不错~还不错~还不错~就在单位边上', 'star': 5}
{'descr': '房间还舒适，没有感觉什么不便的', 'star': 3}
{'descr': '还行,比较方便', 'star': 3}
{'descr': '不错，下次会继续入住，就是房间空调声音有点大', 'star': 5}
{'descr': '＋服务不错。。。无窗房好闷。', 'star': 3}
{'descr': '每次都会选择入住，性价比比较高，房间配置也不错', 'star': 5}
{'descr': '不多说了，一如既往的如家品质，值得推荐。', 'star': 5}
{'descr': '位置很好，就在火车站对面，离长途汽车总站也近些，方便换乘', 'star': 5}
{'descr': '房间很小，但很温馨，应有尽有，交通也还方便，80分吧', 'star': 5}
{'descr': ',地里位置不错呀！', 'star': 3}
{'descr': '墙壁稍微旧了点 没有吹风机 数字电视不可以点播 隔音一般 床单较为干净 还算便宜 离汽车站超近 ', 'star': 5}
{'descr': '很棒！NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'star': 5}
{'descr': '干净，方便，交通也好，服务人员态度不错，总之，临时住住还是不错的', 'star': 5}
{'descr': '房间虽小但很舒适，设施也完备，如家的标准化服务，位置也不错，但距地铁站有些远。', 'star': 5}
{'descr': '环境还不错，就是地理位置比较偏，不在热闹地区。', 'star': 5}
{'descr': '安全性和整洁性都不错，就是客房间的隔音实在是比较差，一度凌晨被隔壁房间大叔的呼噜声吵醒。', 'star': 5}
{'descr': '＋交通还可以，条件差，隔音非常烂，没休息好，以后不会再来了', 'star': 3}
{'descr': '不那么繁华，相对来说是老城区，我喜欢。。。。。。', 'star': 5}
{'descr': '安静卫生安全', 'star': 3}
{'descr': '这家酒店位置不错，离汽车东站很近，出行方便，酒店在院内不临街，本应很安静，内部设施总体还可以，毕竟是这样的价位。可惜入住后让我非常失望，到了晚上近12点时隔壁突然想起了激情音乐（隔音很差），声音很大，想去提醒下隔壁把音乐声放小点，可再一听，发觉竟是主播在主持“在线视频工作”（视频内容想必大家也猜的到），一直到2点多我才迷迷糊糊睡着。第二天隔壁又是惊天动地，不知什么原因，这伙人竟在隔壁打起来了（发觉', 'star': 1}
{'descr': '挺好的，环境不错，服务也很好，交通挺方便的', 'star': 5}
{'descr': '在此推荐入住，环境还可以，比较干净，价格也算可以，交通方便，位置也可以', 'star': 5}
{'descr': '很好。有机会再去上海的话还会光顾。地理位置还可以，交通比较方便呢', 'star': 5}
{'descr': '酒店条件简陋 隔音极差 下次不会考虑了', 'star': 3}
{'descr': '酒店还可以就是不见太阳光', 'star': 3}
{'descr': '服务周到，位于国展中心旁，适合参会用的，下次再来', 'star': 5}
{'descr': '很静，离国展中心很近，服务也挺好的，住了三天，感觉不错。', 'star': 5}
{'descr': '不错，很干净，离火车站很近，离南京林业大学很近，很舒服！', 'star': 5}
{'descr': '房间还行一般和快捷酒店差不多，服务一般，位置还不错，价格是贵了很多。', 'star': 3}
{'descr': '还不错啦，就经济型酒店来说都差不多了，出行方便的', 'star': 5}
{'descr': '新开的酒店，环境不错，位置也不错，推荐入住！', 'star': 5}
{'descr': '酒店说没有订单给安排了其它房型。（当时预定的是特惠房)反馈以后酒店告知不用更换房间按照特惠房价格结账，处理结果满意。', 'star': 5}
{'descr': '酒店设备很好，服务态度也好，住得很舒服！\n下次到上海还会选择入住这家酒店！', 'star': 5}
{'descr': '不错，环境很好，很方便。', 'star': 3}
{'descr': '房间挺小的，好在看起来整洁。。。。。。。。。。。。。。', 'star': 5}
{'descr': '说实话这家点真的住的很舒服 只不过离地铁站大概有2.4公里 走走路有点 不过房间很好', 'star': 5}
{'descr': '位置很好，交通方便，公交、出租都很快捷。\n环境不错，周围比较安静。\n房间干净，卫生间满意。\n周边的餐饮也很丰富，高中低档任由选择。\n房间隔音不太好，电视机有嗡嗡的声音，不知道是个例还是普遍的问题。', 'star': 5}
{'descr': '服务绝对OK.....打电话也很亲切......有要求,只要能办,一定办.', 'star': 5}
{'descr': ' 小店附近的人文环境比较不错，能体现出上海人的生活环境，住在这里很能感受上海，酒店附近的小吃，早点都不错，很有上海特色，很喜欢这里的环境，虽然是有点微微噪杂，但也别有一番情趣，只是酒店的隔音不是很好，这是酒店的通病，躺在床上还能清楚的听到其他房间卫生间里传来的流水哗哗声，稍有点郁闷', 'star': 5}
{'descr': '酒店设施比较简单，确实是快捷酒店！', 'star': 5}
{'descr': '房间太小了，卫生间很大，我住的是商务标间！', 'star': 1}
{'descr': '为参观世博入住的，设施是标准的如家风格，房间略小，但还算舒服。位置也不错，距玉佛寺和南京西路商圈都不远，但步行至地铁口有些远。', 'star': 5}
{'descr': '很不错，即使是特价房一样还可以。态度也好。下次还来', 'star': 3}
{'descr': '连吹风机都没有，真是没什么话好说了，性价比真的不高', 'star': 1}
{'descr': '入住  离店  时间 在有电话预约保证情况下 应该灵活点', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '走进如家，见到的所有员工都会主动和你说你好。尽量满足你的要求。房子虽然简单，不大，但是很舒适，干净。', 'star': 5}
{'descr': '卫生还可以\u3000就是房间有点小.离地铁站步行有点路程.总体还是满意的', 'star': 5}
{'descr': '世博会可以订到那么便宜的房子已经很好了，就是少定了一天，再订已经订不到了。', 'star': 5}
{'descr': '一般...一楼气味重点,楼上的房间都是蛮好的!交通也算是方便.....', 'star': 5}
{'descr': '+还可以', 'star': 5}
{'descr': '酒店 的位置很好，就是房间很小，干净倒是蛮干净的。就是住个地段那。就在市区，出去逛街很方便', 'star': 5}
{'descr': '     房间环境不错  虽然从标间被改为大床房  总体来说还是不错的', 'star': 5}
{'descr': '除了隔音不好外  门外的声音很清楚啊   其他都还挺不错的', 'star': 5}
{'descr': '离车站近，交通方便，房间不大，适合一人住，卫生还好，就是 装修旧了点', 'star': 3}
{'descr': '隔音效果很差，设施简陋，性价比很低，强烈不建议', 'star': 5}
{'descr': '房间不错，价格也很合理，而且在楼上是江苏安全生产研究所，住宿安全性很高。', 'star': 5}
{'descr': '交通比较方便，环境还可以，就是服务态度有点差', 'star': 5}
{'descr': '很好，很舒服~~~很适合旅游、度假、游玩、出差~~~探亲~~~交通很便利&#183;~~~', 'star': 5}
{'descr': '不错的一家店，房间挺大，干净，很超值~以后还会考虑去的', 'star': 5}
{'descr': '性价比高，浴室干净卫生，不吵不闹适合学习', 'star': 3}
{'descr': '性价比很高，卫生间干净清爽，不吵不闹适合学习，不错', 'star': 3}
{'descr': '+房间没有冼澡液,用肥皂不好', 'star': 5}
{'descr': '＋性价比高，比较干净卫生，浴室很大，不错', 'star': 5}
{'descr': '环境很安静，交通算很方便，总之，性价比很高。', 'star': 5}
{'descr': '酒店的性价比还可以,服务一般,小住还是可以,位置偏点,我从南京火车站打的过去,到了花园路,的哥找了很久才帮我找到酒店.', 'star': 3}
{'descr': '不知道是否享受到了预订的优惠，他们有140元的特价房。我们是159元，还我包括早餐。', 'star': 5}
{'descr': '已住', 'star': 5}
{'descr': '相当的惊喜，这个价格找到这样的房间很不容易', 'star': 5}
{'descr': '房间很大，服务也很到位，卫生很好，房间不错', 'star': 3}
{'descr': '经常入住此店，觉得还不错，就是位置第一次时有点难找，不过交通还是很方便的，就在长途东站那', 'star': 5}
{'descr': '房间很大，服务也很热情，蛮不错的', 'star': 5}
{'descr': '各方面都不错，每次都住这家，不过有时候会没房，得提前预订，总之值得推荐', 'star': 5}
{'descr': '服务不错 。位置也不错 ，反正 可以的 。。', 'star': 5}
{'descr': '环境相对安静，有一点可以肯定的就是：可以对得起那个价格的', 'star': 5}
{'descr': '酒店蛮舒适的，性价比一般，还算能接受，服务可以的', 'star': 5}
{'descr': '还行吧，我到的时候已经凌晨三点了，酒店有点偏，难找', 'star': 5}
{'descr': '靠近长途东站，对于旅客比较方便吧，性价比一般吧，小住也可。', 'star': 1}
{'descr': '很经济很舒适', 'star': 5}
{'descr': '不错，值得推荐', 'star': 3}
{'descr': '不错，可以！', 'star': 3}
{'descr': '环境不错，可以选择！', 'star': 5}
{'descr': '酒店一般，性价比不错，里面设施一般，比较安静，位置不算差，但是周末什么的不调价格，相比现在有的快捷酒店，节假日价格都快赶上星级标准了', 'star': 5}
{'descr': '总体来说还不错……', 'star': 5}
{'descr': '不错的地方。交通方便。住过几次了', 'star': 5}
{'descr': '不错。可以入住', 'star': 3}
{'descr': '比较好', 'star': 5}
{'descr': '性价比比较高的酒店，尤其可以租自行车，这个蛮好的，但是酒店设施太简单了，房间也比较小。', 'star': 5}
{'descr': '性价比高', 'star': 5}
{'descr': '不错，交通方便，去市中心，火车站都有直达的公车，到火车站打的也是个起步价，旁边长途车站，KFC，等其它，很方便，下次去还想住。', 'star': 5}
{'descr': '去朋友家玩，这里是唯一一家最近酒店，服务卫生都不错，价格合理，下次还来。', 'star': 5}
{'descr': '整体挺好的。\r\n房间很安静', 'star': 3}
{'descr': '一般', 'star': 3}
{'descr': '价格不适合学生住，应该适当降低点', 'star': 5}
{'descr': '还行吧', 'star': 3}
{'descr': '位置不好', 'star': 1}
{'descr': '位置有点偏僻，环境干净卫生，值得推荐', 'star': 5}
{'descr': '离火车站打车起步费左右，比较近．房间内有无线网络，不错', 'star': 5}
{'descr': '位置不错 ，靠近东站，出行方便，房间小点，卫生还不错，下次还会住那', 'star': 5}
{'descr': '最近的地铁线要坐公交去火车站才行，如果去新街口逛的话只能做公交。\r\n因为宾馆的外边有个大院子，所以比较安静。\r\n晚上睡觉隔音不好，这是通病呵呵。', 'star': 5}
{'descr': '很实惠。', 'star': 5}
{'descr': '不错不错，很方便', 'star': 3}
{'descr': '不错，很干净，第二次住了，价格也公道，附近的长途东站很方便坐公交车，边上的牛肉锅贴超级好吃，还有苏果超市的黑米糕！', 'star': 5}
{'descr': '挺不错的', 'star': 5}
{'descr': '性价比高，位置较偏僻。离汽车站近。打车不方便', 'star': 5}
