{'短评内容': '6137  6061服务很好', '短评打分': 5}
{'短评内容': ' 房間有嚴重的霉味，浴室沒洗髮液及沐浴乳，只有肥皂，床墊也很差，只有早餐還可以', '短评打分': 1}
{'短评内容': '老客户了,自助早餐不错,不过做为一个四星级酒店,如果在浴室里放一小瓶润肤乳,在这个季节应该会更好.', '短评打分': 5}
{'短评内容': '性价比还是蛮高的一家酒店，不过中餐厅不怎么样，菜很差又贵。', '短评打分': 5}
{'短评内容': '不要住3101，喷泉的发动机声音很吵，到晚上九点才关；总体还行', '短评打分': 5}
{'短评内容': '外观气派,内部装修实在一般,奇怪还有许多老外来住,性价比实在一般,以后不会来住了', '短评打分': 1}
{'短评内容': '房间很大,位置也还好,就是卫生间的墙是玻璃透明的,晚上很不方便!餐厅也比较一般', '短评打分': 5}
{'短评内容': '朋友说电压不稳，结账时前台说是房卡的问题，希望改进', '短评打分': 5}
{'短评内容': '性价比蛮高的酒店，早餐也比较丰富。购物、娱乐都比较方便', '短评打分': 5}
{'短评内容': '闹中取静，自助早餐也不错，就是房间有点小。', '短评打分': 5}
{'短评内容': '服务很好，酒店的位置也不错，来南通出差就住在这家。', '短评打分': 5}
{'短评内容': '入住的5号楼，比较干净，房间里有一个棋牌桌，但是卫生间没有浴缸，只有淋浴。\n可能是国庆的原因吧，早餐补菜的速度很慢，很多东西都没有了\n\n', '短评打分': 5}
{'短评内容': '入住的5号楼，比较干净，房间里有一个棋牌桌，但是卫生间没有浴缸，只有淋浴。\n可能是国庆的原因吧，早餐补菜的速度很慢，很多东西都没有了', '短评打分': 5}
{'短评内容': '酒店住宿条件尚可，停车也较方便，只是餐饮比较差了一点，两三个人用餐不知如何安排。', '短评打分': 5}
{'短评内容': '酒店比较干净，但是还是有股味。性价比还是可以的', '短评打分': 3}
{'短评内容': '挺好的，还是比较满意的！算是比较实惠的一家。。。', '短评打分': 5}
{'短评内容': '房间舒适，服务也不错，早餐比较丰盛，就是地段一般！！！', '短评打分': 5}
{'短评内容': '虽然因为交通工具的问题，我对南通出差比较抗拒\n但是不得不承认，在我所出差的城市里，\n南通的住宿是最好的\n反正每次来都住的这家酒店\n早饭好，设施新，地段也不错', '短评打分': 5}
{'短评内容': '交通方便，房间很安静，性价比高，就是退房时结账速度比较慢，不过下次去还会再住。', '短评打分': 5}
{'短评内容': '中午在酒店吃饭不爽。我是1个人的，点了1个菜。结果等了半个多小时。那个时候用餐的人也很少，就3座客人，他们的点菜也不多。', '短评打分': 5}
{'短评内容': '虽然订的特价房，房间在副楼，但是房间还是很不错，就是偏紧凑一些，不够一个人住足够了，床很舒服很软，就是给我的一楼房间有些吵，早饭也不错，出门打车没有在市中心那么方便，需要多等一会儿，下次还会来。', '短评打分': 5}
{'短评内容': '装修时尚，房间宽敞，性价比很高。值得入住。', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 3}
{'短评内容': '再次入住感觉还是很好，但是这次发现房间淋浴的水较小。', '短评打分': 5}
{'短评内容': '该酒店不错哦，周边的环境也很好，早餐也是不错的。会向朋友推荐的', '短评打分': 5}
{'短评内容': '商务套房比较宽敞，设施也不错，性价比比较高，就是我觉得酒店的电视节目应该设定的更多点，特别是给外国客人看的英语节目', '短评打分': 5}
{'短评内容': '地理位置还好，酒店比较新，早餐也不错，唯一的不好就是没有商务服务，这样要是没有电脑还得出去找地方打印', '短评打分': 5}
{'短评内容': '很舒适，早餐丰富，服务很好，现代感强！', '短评打分': 3}
{'短评内容': '司机师傅说银座算档次比较高的酒店，房间还挺整洁干净，前台态度挺好，但酒店没有包车服务，看来还是要订五星的才行', '短评打分': 3}
{'短评内容': '非常不错的花园酒店，安静。有泳池和台球，免费的。早餐一般般，但在南通也还不错了。结账速度一般。酒店位置也不错的。就是总感觉服务有改进的地方。', '短评打分': 5}
{'短评内容': '酒店周边环境挺不错，房间也比较干净，前台服务员态度挺好，其他工作人员态度也不错。就是花洒有点陈旧， 且酒店没有免费提供的袋子。', '短评打分': 5}
{'短评内容': 'nice room decoration and surroudings, rich breakfast buffet...', '短评打分': 5}
{'短评内容': '酒店环境不错，停车方便。房间设施也比较新。中餐厅水平不高，菜肴品种少，服务也达不到酒店的星级水平。早自助餐还算说的过去吧。', '短评打分': 5}
{'短评内容': '环境不错，物有所值', '短评打分': 3}
{'短评内容': '好！', '短评打分': 3}
{'短评内容': '房间比较干净，虽然是特价房，房间也不小，早餐也不错，下次继续支持！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': ' 房间够大，很干净，性价比高。', '短评打分': 3}
{'短评内容': '房间挺大的，房间装修也不错，早餐也可以，挺满意的', '短评打分': 5}
{'短评内容': '是在院子里的宾馆，位置还好，出门有公交站。房间设施尚可，早餐还可以，人员服务有待提高。', '短评打分': 1}
{'短评内容': '酒店被子有点潮，可能是因为如果不住人就不开空调的原因。', '短评打分': 5}
{'短评内容': '花园式的酒店，房间比较干净且挺大的，设施还不错', '短评打分': 5}
{'短评内容': '再便宜点就更好了。早餐啊，房间啊什么的都非常不错。', '短评打分': 5}
{'短评内容': '出差两人住标准间，厕所竟然没有浴帘，比较尴尬。其他都非常的好。', '短评打分': 5}
{'短评内容': '非常不错的酒店，早餐，房间大小都不错，价格再低一点就更好了。', '短评打分': 5}
{'短评内容': '酒店非常好，就是淋浴水稍微小了一点，空调系统有的房间好一点，有点差一点。但是总体还是不错的。客房服务人员态度很亲切。', '短评打分': 5}
{'短评内容': '不错，宁静。前台服务的态度也很好。早餐也算是不错了！就是我的房间靠近电梯，不是很喜欢：（', '短评打分': 5}
{'短评内容': '在南通就不错了，这个酒店房间还可以，就是感觉和真正的四星还有差巨！', '短评打分': 5}
{'短评内容': '酒店装修很时尚，房间太小，不过值得一住！！！！！！！！11', '短评打分': 5}
{'短评内容': '银座一向感觉不错，可惜就是现在门口改成公交专用车道，打车很不好打，的士都不敢往那里走，每天早上打的是一件痛苦的事情，还有卫生间的墙是玻璃的，对着窗户，每次要CC还要跑去把窗户的窗帘拉上，不然就曝光了', '短评打分': 5}
{'短评内容': '習慣了這飯店 每次來南通都住這家\n但是這次連住了兩天 才發現\n兩天的早餐 竟然都一模一樣\n連青菜都一樣  果汁都也一樣\n廚師也太懶了吧  好歹也換幾樣吧\n', '短评打分': 5}
{'短评内容': '酒店盖得很有新意，房间设施也不错，会向同事推荐这个宾馆。', '短评打分': 5}
{'短评内容': '都是老客户了，价格能再便宜些就好了，目前从交通角度还是可以推荐的，但是有新的酒店出来了，就难说了，因为金石的协议也不过贵一点点而已', '短评打分': 5}
{'短评内容': '很不错很不错的酒店，价格也不贵，房间确实是很好。。。', '短评打分': 5}
{'短评内容': '真的是非常不错的酒店，住了好几次了，住着很舒服。', '短评打分': 5}
{'短评内容': '相当好的地方，住着很舒服，价格也不贵，地段也好。', '短评打分': 5}
{'短评内容': 'nice place and good food.', '短评打分': 5}
{'短评内容': '酒店位置不太好。\n里面装修一般吧。现在的星级酒店都没什么大的区别。', '短评打分': 5}
{'短评内容': '还可以，房间比较大，卫生可以接受，早餐可接受，综合评价OK', '短评打分': 5}
{'短评内容': '性价比高，\n位置好，停车方便\n游泳池，早餐特别吸引人。\n房间舒适，面积比较理想，装修高档，房间配套比较齐全，\n前台服务不错。\n棋牌室，单买早餐，比较贵。', '短评打分': 5}
{'短评内容': '适合出差住，房间大硬件软件都不错，早餐品种也很多', '短评打分': 5}
{'短评内容': '去南通就住那，设施不错，房间够大， 早餐很丰富的，不错', '短评打分': 5}
{'短评内容': '还好主要是酒店很新 所以设施干净点。', '短评打分': 3}
{'短评内容': '新酒店，干净，早餐好，自助晚餐也很好。服务也好。', '短评打分': 5}
{'短评内容': '不错的酒店,房间的设施也不错,就是在早餐差了点', '短评打分': 5}
{'短评内容': '酒店环境还不错,但价格有点高,性价比一般.', '短评打分': 5}
{'短评内容': '位置不错，房间也不错，价钱还合适。位置不错，房间也不错，价钱还合适。', '短评打分': 5}
{'短评内容': '很好，房间布置很精致，设施都挺好的。下次还住这里！', '短评打分': 3}
{'短评内容': '基本现在到南通都住这个酒店了，主要是早餐比较吸引人，位置也还不错，就是大堂比较矮', '短评打分': 5}
{'短评内容': '还不错，整体环境较舒适。但房间格局较小，同时没有浴袍。', '短评打分': 5}
{'短评内容': '酒店很好，交通也还可以。店内早晚有自助餐，质量也还可以。', '短评打分': 5}
{'短评内容': '物美价廉，但前台小姐们心情都不好，满脸的不爽，不知道是男朋友们晚上集体不给力，还是老板不厚道。好大个院子，但停车居然找不到位置，算下来平均每间客房有超过一辆以上的车停在宾馆院子里。', '短评打分': 5}
{'短评内容': '行程比较匆忙，只住了一两天，性价比尚可。。。', '短评打分': 5}
{'短评内容': '酒店闹中取静，双层窗隔音效果很好，所以晚上很安静。房间宽敞，卫生，装修也很有品位。服务生高峰时刻动作慢了点，但态度很好。自助早餐也不错。', '短评打分': 5}
{'短评内容': '房间不错!!\n早晨、晚上的自主餐很好!!!\n价格如果更优惠一点就好了!!!', '短评打分': 5}
{'短评内容': '很不错的酒店，建议客户入住，价格还是比较合适的', '短评打分': 5}
{'短评内容': '        酒店环境还不错,但价格有点高,性价比一般.', '短评打分': 5}
{'短评内容': '住过几次了，还不错，特别是早餐，就是价格高了点', '短评打分': 5}
{'短评内容': '老住客了，还是不错的', '短评打分': 3}
{'短评内容': '不错的酒店,房间的设施也不错,就是在早餐差了点', '短评打分': 5}
{'短评内容': '酒店环境好，房间也舒适。安静！好，下次仍住。推荐！', '短评打分': 5}
{'短评内容': '酒店不错，房间很小，这个价格性价比一般。', '短评打分': 5}
{'短评内容': '花园式酒店，环境不错，酒店装修比较新。设施还凑合', '短评打分': 5}
{'短评内容': '酒店环境不错，很适合出外旅游商务居住，下次一定还定此酒店。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': '还不错，就是之前的住客吸烟，搞的整个房间都是味道，最好房间能分出无烟层。', '短评打分': 5}
{'短评内容': '还可以还可以还可以还可以还可以还可以还可以', '短评打分': 5}
{'短评内容': '很不错的一家酒店，服务很好，房间也很干净，下次到南通还会住的。', '短评打分': 5}
{'短评内容': '酒店硬件不错，服务态度也挺好，就是早餐品种太少', '短评打分': 5}
{'短评内容': '酒店除了前台退房结账的速度太慢，其他的还可以！', '短评打分': 5}
{'短评内容': '比较新的酒店，除了房间有点小，其它都很满意。已是第二次入住，下次还会来，一个人的话住特价房超值。', '短评打分': 3}
{'短评内容': '老客户了，还是不错的', '短评打分': 3}
{'短评内容': '客户都说好，我还说啥。', '短评打分': 3}
{'短评内容': '性价比高,早餐较好.\n服务不错.交通还行.\n下次还住.', '短评打分': 5}
{'短评内容': '订的豪华标间,但与图片对比,入住时给我们的一般标间', '短评打分': 3}
{'短评内容': '入住的是豪单，房间干净整洁，感觉不错。最主要是早餐比同等级酒店选择多。', '短评打分': 5}
{'短评内容': '不错的酒店。\n早餐的时间比较晚，希望能提早一些，南通大饭店是6点开始、。', '短评打分': 5}
{'短评内容': '性价比较高，国内客户都非常满意，物有所值。\n对日本客人来说，唯一的缺陷：没有日文NHK，早餐时间比较晚。\n希望贵店能有所改进，吸引更多的日本客人。', '短评打分': 5}
{'短评内容': '性价比还是不错，以后还会住。出行还是比较方便的', '短评打分': 5}
{'短评内容': '酒店退房速度比较慢，其他方面还可以！希望能够改进！', '短评打分': 5}
{'短评内容': '在南通，南通银座花园酒店很不错，交通方便，服务还行吧', '短评打分': 5}
{'短评内容': '在市区 房间很大~~~~~~~~~~~~~~~~~~~~~~~~~~···············', '短评打分': 5}
{'短评内容': '房间干净还不错，交通便利，下次考虑继续住。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '酒店设施OK,早餐OK,入住时白天有施工,有点吵.当晚楼下中餐厅有活动,所以只能出去吃.自助晚上6点才开始,有点晚.', '短评打分': 5}
{'短评内容': '酒店的服务态度非常好，早餐也很丰盛，以后还会入住。', '短评打分': 5}
{'短评内容': '酒店设施不错，早餐很好！\n服务有待提高，下午四点送报纸的服务员不敲门开门就进，把人从睡梦中惊醒，一声不吭就出去了，连声对不起都不说。前台投诉，来了客房主管，送了两根香蕉两个苹果。\n这种事情从没碰到过~', '短评打分': 5}
{'短评内容': '房间还是不错的，特别是早餐非常不错，很丰盛。', '短评打分': 5}
{'短评内容': '酒店比较新，房间干净，早餐佷好。到市中心不远。', '短评打分': 5}
{'短评内容': '一直在南通帮客户订这酒店，确实不错的说，客户反响也一直非常不错，说了，下次还是要过来住', '短评打分': 5}
{'短评内容': '地段不错出行很方便，就是房间小了点，特价房的性价比还是可以的', '短评打分': 5}
{'短评内容': '不错的酒店，下次还入住，位置很好，推荐给朋友', '短评打分': 5}
{'短评内容': '经常帮客户订此酒店，反映确实不错', '短评打分': 3}
{'短评内容': '酒店不错，性价比高，以后有机会还会入住的。', '短评打分': 5}
{'短评内容': '宾馆比较干净,早餐也很好,到市中心不远.但有一天跳电近二十次,也没人解释.', '短评打分': 5}
{'短评内容': '酒店非常新,房间整洁安静. 早餐分西式中式,种类不是特别丰富但也有足够的选择.因我的笔记本电脑设置原因在上网时遇到了问题,酒店马上派来员工,很快就解决了. 下次再去南通时一定还住这里.  ', '短评打分': 5}
{'短评内容': 'convenient place and nice dinner ', '短评打分': 5}
{'短评内容': '在这里住了3晚，感觉还是很好，特别是入住和结账的效率很高；最近南通市内交通改造，进出城很困难，出入该酒店可以从南通东出口下高速直达工农路', '短评打分': 5}
{'短评内容': '￠隔音消果不好', '短评打分': 3}
{'短评内容': '房间比较小，设施也一般，不过早餐还算不错', '短评打分': 5}
{'短评内容': '地理位置非常好！离市中心非常近！\n酒店很气派！房间设施很好！\n最值得一提的是酒店早餐非常好！\n值得推荐！', '短评打分': 5}
{'短评内容': '酒店很新，设施也都不错，来南通值得一住。。', '短评打分': 5}
{'短评内容': '酒店不错，最近来南通一直都住在这里，值得推荐', '短评打分': 5}
{'短评内容': '酒店非常好，很干净，对面的江海渔港吃饭很便宜！', '短评打分': 5}
{'短评内容': '酒店非常的新，服务态度也很好，性价比很高！', '短评打分': 5}
{'短评内容': '非常不错，房间设施很新，就是周围没什么吃饭的地方', '短评打分': 5}
{'短评内容': '属于南通比较不错的，值得推荐，新开发的，以后还选择', '短评打分': 5}
{'短评内容': '房间不错，就是早上结账高峰期人太少，结个帐居然要20分钟以上', '短评打分': 5}
{'短评内容': '隔音效果较差,并且空调有声音,装修不错,有点华而不实', '短评打分': 1}
{'短评内容': '不错，住了几次了', '短评打分': 3}
{'短评内容': '南通的酒店相对价格较高,建议选择电梯旁边的房间,里面还有棋牌室,很不错!', '短评打分': 5}
{'短评内容': '接待外宾不错，很多老外都入住，性价比也还好，早餐不错', '短评打分': 5}
{'短评内容': '一般,设施新，但服务与4星5星级酒店有差距。', '短评打分': 5}
{'短评内容': '性价比相当不错的酒店。只是卫生间的地漏可能没弄好，一进门有些味道。', '短评打分': 5}
{'短评内容': '很不错的酒店，比较新。价位合适。以后来南通还住这里。', '短评打分': 5}
{'短评内容': '很好，很干净。环境不错。自助餐好吃。以后到南通还住这里。', '短评打分': 5}
{'短评内容': '酒店很不错，比我想象的要好很多，豪华单间和普通单间差不多！', '短评打分': 5}
{'短评内容': 'nice location and clean place', '短评打分': 5}
{'短评内容': '该酒店就餐环境不错,菜的口味比较适合南方人,稍微偏甜,北方人不一定喜欢,单从就餐来看,我推荐该酒店,价格适中,口味清淡', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': 'nice place, pretty clean', '短评打分': 5}
{'短评内容': '挺豪华的感觉。也许是新酒店的关系。\n很满意，如果有机会再来还会住\n', '短评打分': 5}
{'短评内容': '住的很好，环境很满意，价格也适当，值得推荐！', '短评打分': 3}
{'短评内容': '房间空间比较小，而且给的都是附楼，价格偏高在南通', '短评打分': 1}
{'短评内容': '十酒店服务好,房间设施较好,干净,冲凉水大且热很舒服,推荐朋友入住。306', '短评打分': 3}
{'短评内容': '环境不错，早餐比较丰富，是个非常不错的选择。', '短评打分': 5}
{'短评内容': '挺好的。。。。下次还会去住。。。。。。。', '短评打分': 5}
{'短评内容': '应该是入住主楼的，怎么给安排到付楼上去了？', '短评打分': 5}
{'短评内容': '不错，房间挺大', '短评打分': 3}
{'短评内容': '相当不错的酒店，以后出差还是旅游都会首选这家酒店', '短评打分': 5}
{'短评内容': '首先是服务态度很好，酒店是新酒店内部设施很不错，下次肯定还住。', '短评打分': 5}
{'短评内容': '很新的酒店，不靠马路比较安静，最值得推荐的是早餐，很不错。', '短评打分': 5}
{'短评内容': '酒店环境不错，新装修的。如果能把装修的气味减少点那就更好了。', '短评打分': 5}
{'短评内容': '新建的酒店，每次出差都住这里，特别是早餐很值得推荐', '短评打分': 5}
{'短评内容': '酒店的前台办理入住和退房手续效率很高，很方便；房内的陈设和用品都很精致；希望酒店有机会改造下中央机组，深夜时能听到轻微的轰鸣声，虽然对睡眠影响不大。', '短评打分': 5}
{'短评内容': '酒店挺新的，设施也不错，交通也方便.就是早餐地方太小。', '短评打分': 5}
{'短评内容': '非常好的一家酒店, 房间很舒服, 但是我们打国际长途被告之收费标准是每1秒0.8元再加服务费等, 交涉很长时间也没有改变, 说是电脑系统自动计费. 希望能彻底调整该收费标准', '短评打分': 5}
{'短评内容': '设施比较新的，早餐很丰富。离南通市中心也不远。', '短评打分': 5}
{'短评内容': '酒店装修不错，早餐不错，在南通四星酒店里面算是不错的了，但在软件上要加强！', '短评打分': 5}
{'短评内容': '帮日本客户订的房间，收不到NHK日本电视台，请贵酒店能近快解决，这样能吸引更多的日本客户。', '短评打分': 5}
{'短评内容': '早餐时间太晚，7点才开始，日本人比较多，但收不到NHK电视台，希望酒店能在这两项上有所改进。这样才能接收更多的日本客人。', '短评打分': 5}
{'短评内容': '还算干净，早餐不错。。。。\n下次可以考虑在次入住。。。。。。。。。', '短评打分': 5}
{'短评内容': '很不错的一家酒店, 房间舒适温馨, 虽然卫生间偏狭窄, 但瑕不掩瑜, 总体上来说性价比非常高.', '短评打分': 5}
{'短评内容': '酒店很不错，房间很干净，就是没有浴缸可以泡泡澡。', '短评打分': 5}
{'短评内容': '不错的酒店，闹中取静，只是价格略偏高了。', '短评打分': 5}
{'短评内容': '不错的酒店，房间较大、设施新，简洁清爽，卫生间干净。', '短评打分': 5}
{'短评内容': '酒店地处工农路濠南路口附近，出行交通非常方便，旁边有个水立方不错，酒店很新，附近吃饭也特方便，区上海、南京可以在酒店前的南通大饭店文峰外事旅游坐车，很不错哦！', '短评打分': 3}
{'短评内容': '该酒店为一家新开酒店，环境卫生设施很好，房间舒适度也不错，我会向我朋友推荐！', '短评打分': 5}
{'短评内容': '对于各方面都较为满意，特别是酒店位置不错，很好认。酒店风格也是我所喜欢的，简约而大方。下次有机会还会入住这里。', '短评打分': 5}
{'短评内容': '酒店设施不错，服务也不错，很好，早餐很好，以后还住', '短评打分': 5}
{'短评内容': '酒店外观很漂亮很气派，符合银座品质。连接着一个水疗中心。大堂不是奢华的那种，但足够豪华大气。房间相比一些老的五星宾馆显得宽敞、新式、卫生，我们这次两家人出游，订了3个豪标一个大床房，豪标的卫生间里有淋浴房和浴缸，大床房少了淋浴房，但是房间内多了一个靠背沙发，大床前还多了一个窗前沙发椅。45元的自助早餐很丰富，有西式的，中式的。寿司和小馄饨很有特色，特别是小混沌的汤，很好喝。宽带也很好用。晚上128', '短评打分': 5}
{'短评内容': '性价比很高,房内还有一个小房间用来上网很好,只是缺少了一个保险柜.', '短评打分': 5}
{'短评内容': '\n银座花园酒店整体环境不错，干净，虽然靠近主要路段但是挺安静，入住豪华大床房，感觉还不错，朋友进门就说这个房间不错，下次还要入住', '短评打分': 5}
{'短评内容': '环境服务都很到位，以后会推荐同事们', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '新的酒店，总体来说还是不错的，性价比高，值得去住住看', '短评打分': 5}
{'短评内容': '好的,不错的酒店,服务不错,但早餐餐厅能装修的明亮些更好', '短评打分': 3}
{'短评内容': '很good,太感动了,电视机居然是液晶的,很豪华', '短评打分': 5}
{'短评内容': '入住的特价房内有棋牌桌，多几个人可以打打牌，交通很方便，晚上睡觉很安静，下次还会选择去住。', '短评打分': 3}
{'短评内容': '新开业不久的酒店，环境卫生不错，配套设施也可以，早餐还丰盛。\r\n', '短评打分': 5}
{'短评内容': '新的酒店，那天订的是特价房。内部还有棋牌桌，如果人多一点可以打牌', '短评打分': 5}
{'短评内容': '這次是我第二次入住\r\n還是很喜歡這家酒店\r\n雖然價格比較高 但是還是值得的\r\n只是房間的宽帶使用時需打密碼\r\n一直想不通有這需要嗎?造成使用上的不方便性', '短评打分': 5}
