{'descr': '好住处，很舒服，很满意。', 'star': 5}
{'descr': '周边环境一般，房间环境一流，比如家好。早餐一般。发票没给开让明天开，可是下次不一定什么时候在到这边出差。总体来讲还不错，美中不足是住了两天，停水半天。', 'star': 5}
{'descr': '周边环境一般，房间环境一流，比如家好。早餐一般。发票没给开让明天开，可是下次不一定什么时候在到这边出差。总体来讲还不错，美中不足是住了两天，停水半天。', 'star': 5}
{'descr': '还可以！', 'star': 3}
{'descr': '还可以！', 'star': 3}
{'descr': '还可以！', 'star': 3}
{'descr': '发现蟑螂了。。', 'star': 3}
{'descr': '发现蟑螂了。。', 'star': 3}
{'descr': '发现蟑螂了。。', 'star': 3}
{'descr': '非常好！', 'star': 3}
{'descr': '非常好！', 'star': 3}
{'descr': '非常好！', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '还不错', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '比较满意', 'star': 3}
{'descr': '比较满意', 'star': 3}
{'descr': '比较满意', 'star': 3}
{'descr': '床上用品比较新，床也比较舒服，就是房间偏小！', 'star': 5}
{'descr': '床上用品比较新，床也比较舒服，就是房间偏小！', 'star': 5}
{'descr': '床上用品比较新，床也比较舒服，就是房间偏小！', 'star': 5}
{'descr': '锦江之星在快捷连锁酒店设施齐全、简单实用，酒店干净卫生，淋浴水流很大，下面的大连渔港餐厅不错，服务员待人比较热情，从住店的角度来说，推荐。不足之处是酒店房间比较小，过道窄，早餐18元太贵。', 'star': 5}
{'descr': '锦江之星在快捷连锁酒店设施齐全、简单实用，酒店干净卫生，淋浴水流很大，下面的大连渔港餐厅不错，服务员待人比较热情，从住店的角度来说，推荐。不足之处是酒店房间比较小，过道窄，早餐18元太贵。', 'star': 5}
{'descr': '锦江之星在快捷连锁酒店设施齐全、简单实用，酒店干净卫生，淋浴水流很大，下面的大连渔港餐厅不错，服务员待人比较热情，从住店的角度来说，推荐。不足之处是酒店房间比较小，过道窄，早餐18元太贵。', 'star': 5}
