{'短评内容': '好 好好好好', '短评打分': 5}
{'短评内容': '酒店早餐不太丰富，酒店比较新，硬件不错。', '短评打分': 5}
{'短评内容': '服务态度端正，环境卫生好……......。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店挺不错，以前的华北大酒店，奥运之前重新装修而成的\n住的房型，房间稍微有点小，但洗手间比较大，还是挺舒服的\n床睡得很舒服\n早餐稍微有些贵', '短评打分': 5}
{'短评内容': '这次是标房，面积不大。但是比较干净，早餐挺丰富。', '短评打分': 5}
{'短评内容': '房间蛮大,隔音很好,卫生间也很大,服务态度挺好', '短评打分': 3}
{'短评内容': '酒店很干净，环境很好，服务很好，已经是入住很多次了，下次有机会还会选择它。', '短评打分': 5}
{'短评内容': '条件还行，就是价格长了不少。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '不错，早餐到十点还有，适合谁懒觉的人，呵呵！', '短评打分': 5}
{'短评内容': '不錯。', '短评打分': 3}
{'短评内容': '非常好的酒店，干净、设备好。值得！!!!!!!!!!!!!!!!!!!!!!!!!!!', '短评打分': 5}
{'短评内容': '酒店相当不错，是开元一向的水准，卫生间很大很好，早饭也很好，推荐推荐', '短评打分': 5}
{'短评内容': '以入住', '短评打分': 3}
{'短评内容': '酒店设施齐全，单人房较窄。', '短评打分': 3}
{'短评内容': '不错。干净。安静\n交通方便。不错。干净。安静 交通方便。不错。干净。安静 交通方便。不错。干净。安静 交通方便。', '短评打分': 5}
{'短评内容': '酒店性价比一般。', '短评打分': 3}
{'短评内容': '酒店还不错，别人推荐的，要是保留时间再长点就好了', '短评打分': 5}
{'短评内容': '酒店是很好，设施服务到位。特价港离电梯太远了，。', '短评打分': 5}
{'短评内容': '房间比较新比较大，是性价比不错的5星酒店。', '短评打分': 5}
{'短评内容': '上次有关不愉快入住的投诉，开元回馈的很及时，态度也比较诚恳，对于处理结果也比较满意，因此我还会选择继续入住，也继续推荐入住。', '短评打分': 5}
{'短评内容': '很好的酒店，床很舒服，洗手间很大，隔音很好，服务一流，推荐', '短评打分': 5}
{'短评内容': '非常满意，非常好，有机会还会煮这家酒店的。', '短评打分': 5}
{'短评内容': '入住很多次了， 以前一直很满意，唯独这次很不满意，具体是一入住和退房的等待时间过长，当时急的一直催；二是大床房卫生间居然滴水，而且投诉后没有回应。', '短评打分': 5}
{'短评内容': '酒店很新，服务不错，国内星级酒店连锁做得比较好的一家。关键是性价比也很好。', '短评打分': 5}
{'短评内容': '位置稍微偏一点，设施和服务都不错。\n不过，用ELONG卡，订后突然接到ELONG客服的电话，要我信用卡担保，很不愉快。实际上是对客户的不尊重。不得不直接电话酒店确认。\n只定了1天的房子，续一天，放假长了100.\n', '短评打分': 5}
{'短评内容': '设施不错，大堂大气，是浙江人的风格。 不含早餐，不是浙江的风格。。。。。', '短评打分': 5}
{'短评内容': '总体还不错，交通方便，刚装修过，价格较高。', '短评打分': 5}
{'短评内容': '北三环附近不错的五星级酒店，设施设备新且好，有舒适感', '短评打分': 5}
{'短评内容': '改造后的环境很不错。价格比一般五星级酒店要便宜很多，推荐一下', '短评打分': 5}
{'短评内容': '地理位置还是比较方便的', '短评打分': 3}
{'短评内容': '停车有点不方便，其他都很好，服务热情，宾至如归', '短评打分': 5}
{'短评内容': '很好的酒店,酒店装潢大气,服务很好,基本每次来包头都回入住这件酒店', '短评打分': 5}
{'短评内容': '开元房间设施豪华,感觉不错', '短评打分': 3}
{'短评内容': '服务不错，中式餐饮很有特色，推荐商务和旅游人士入住。', '短评打分': 5}
{'短评内容': '房间干净,毛巾上有脏的痕迹,停车有些远,总的还可以', '短评打分': 5}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': ' 酒店不错房间也算舒适，就是淋浴间的门密封不好冲完凉外面都湿了。', '短评打分': 3}
{'短评内容': '硬件条件好、服务令人满意', '短评打分': 3}
{'短评内容': '交通方便，服务细腻周到，特别是餐饮比较适合南方客人胃口', '短评打分': 5}
{'短评内容': '这里不错', '短评打分': 3}
{'短评内容': '第二次住，房间不错，就是结账时间有点慢，早餐一般。', '短评打分': 5}
{'短评内容': '第三次评了。。总的来说还行吧，装修也不错，房间到处都是镜子。', '短评打分': 5}
{'短评内容': '奥运会的新闻中心，现在也是媒体中心，感觉挺不错的。', '短评打分': 5}
{'短评内容': '地理位置稍微有点偏，早上打车30分钟才等到车子过来。', '短评打分': 5}
{'短评内容': '交通便利，环境卫生，安静，服务周到，……………………', '短评打分': 5}
{'短评内容': '位置好，非常的方便，中式非常有特色的。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店干净宽敞明亮，位置好，安静舒适，推荐选择', '短评打分': 3}
{'短评内容': '优点是：位置好，酒店环境好，卫生条件不错。缺点是：房间面积小。', '短评打分': 5}
{'短评内容': '设施和服务都不错，是北京不错的性价比比较高的酒店。下次还会考虑住那。', '短评打分': 5}
{'短评内容': '房间太小，本来预订的是豪华大床房，50平方米的，前台非要说没了，给升级到行政客房，小得转不开身，上当受骗的感觉。非常不舒服。', '短评打分': 1}
{'短评内容': '环境不错，设施一般，服务一般，没有更换用品，', '短评打分': 1}
{'短评内容': '位置不错价格不错性价比也不错，值得推荐。环境也非常好', '短评打分': 5}
{'短评内容': '房间的玻璃门很难打开。落在房间里的东西第二天打电话去问就说没有了。', '短评打分': 1}
{'短评内容': '装修了是中国风的感觉非常不错，下次还会光临的，谢谢', '短评打分': 5}
{'短评内容': '不错的，卫生，干净，交通便利………………………………', '短评打分': 5}
{'短评内容': '酒店不错!', '短评打分': 3}
{'短评内容': '价格是越来越贵了，不知道加了多少次，快翻番了！', '短评打分': 1}
{'短评内容': 'OK', '短评打分': 3}
{'短评内容': '酒店设施不错，洗手间如果再放上一个垃圾桶和烟灰缸会更方便。', '短评打分': 5}
{'短评内容': ' 服务不错', '短评打分': 3}
{'短评内容': '一连入住好几天才体会到这个酒店真得不错、。。。。。。。。。。', '短评打分': 5}
{'短评内容': '第一次入住前台速度太慢了。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '710元的特惠间很小，局促。保险箱坏一直响警报音，联系服务中心几次不来修，亲自下到大堂找副理交涉才半天修好。台灯不亮，算了不修，对付。因房间太小，卫生间的门是推拉式的，很难合上锁住，好不容易锁住洗完澡，又打不开了，折腾好几分钟才打开，吓坏了。前台和楼层服务员比较热情，但显然不像是接受过五星级酒店的训练的，房价这么高还不含早餐，不厚道。公交地铁都远，餐饮也要过马路好远才有。除了外观气派外，与未改之前', '短评打分': 1}
{'短评内容': '位置，设施，环境，服务都是一流的，性价比也很高奥', '短评打分': 5}
{'短评内容': '满意。', '短评打分': 3}
{'短评内容': '位置非常好，两会代表都住那，环境超级棒。。。。。。。。。。', '短评打分': 5}
{'短评内容': '歌华开元服务可圈可点，不小心手指甲破了，服务生马上进行处理，很感谢。', '短评打分': 5}
{'短评内容': '位置佳，进出北京和到机场都比较快捷，值得推荐！', '短评打分': 5}
{'短评内容': '酒店位置还可以，交通也方便，只周围商业配套少了一些。房内设施也不错。', '短评打分': 3}
{'短评内容': '非常非常的方便，风格独特，价格也还可以。推荐', '短评打分': 5}
{'短评内容': '前台效率提高很快，但客房服务要进一步提高，加湿器没水，要自加，南方人对干燥受不了。', '短评打分': 5}
{'短评内容': '此酒店前身是华北大酒店，重新装修后，设施齐全，交通便利，服务周到，是商旅人士的选择。', '短评打分': 5}
{'短评内容': '开元酒店作为五星酒店的房间设施还可以，但是房间没有提供水果和报纸，', '短评打分': 5}
{'短评内容': '住过很多次，感觉还不错。只是上次入住的时候有一点问题，房间里的灯有两个关不掉，连总电源都关了还不行，结果晚上10点半了工人上来把灯泡卸掉了，感觉不好。退房的时候又超级慢，觉得工作人员的效率有些低。几个老外的入住也搞了半天才好，结果很多人排队。', '短评打分': 5}
{'短评内容': '酒店很气派，很温馨，感觉不错，停车位也多，会给朋友建议入住。', '短评打分': 5}
{'短评内容': '很不错的酒店，设施不错，房间干净，交通便利，能再优惠些就完美了。', '短评打分': 5}
{'短评内容': '吃的不错自助早餐很有特点，住的挺安静服务比较周到，重要的是在三环附近出入方便！', '短评打分': 5}
{'短评内容': ' 位置方便，住的挺好，吃的也不错。', '短评打分': 3}
{'短评内容': '酒店的位置在中轴路上，还算挺方便，房间也不错。但最近一段时间的价位一直比较高，相比去年上半年是高了不少。单位出差的话还是不错，但要自己出来玩可能会觉得比较贵，而且一直没有免费早餐。不过酒店每个房间都有加湿器是在北京唯一看到的一家，很人性化。', '短评打分': 5}
{'短评内容': '房间小了点，装修很好，尤其是电控设备不错。床睡着不是很舒服，枕头太软。', '短评打分': 5}
{'短评内容': '交通便利的很，而且价位还可以，环境相当好啊', '短评打分': 5}
{'短评内容': '房间很大，就是楼道略窄。', '短评打分': 3}
{'短评内容': '环境相当好，服务业不错！\n以后有机会还会去住。\n前台效率有点太低，无论是退房还是登记入住，办理太费时间。', '短评打分': 5}
{'短评内容': '很值得！\n登记入住和退房办手续的等候时间有点太长，建议酒店能随时增加人手，加快办理速度。', '短评打分': 5}
{'短评内容': '服务态度非常之好，酒店设施很有档次，还会入住的', '短评打分': 5}
{'短评内容': '第一次订这家酒店，很满意。这是第一次在酒店里看到有加湿器，每次在北京住酒店因为大多是中央空调，所以温度总是很不让人满意，冬天房间里太热，而且太干，可是住了这么多酒店只在这里看到了加湿器，真是很细心。而且房间的温度也很时宜，以后会常来。如果再有早餐赠送就更好了。因为855的高级间也不便宜哈哈。', '短评打分': 5}
{'短评内容': '设施非常先进、服务很好，就是地理位置不是很便利。', '短评打分': 3}
{'短评内容': '客人反应 很好，很干净，很舒适，很温馨。', '短评打分': 5}
{'短评内容': '房间宽敞，设施齐备，干净整洁，床铺舒适，交通便利。很不错的酒店', '短评打分': 5}
{'短评内容': '交通非常方便，装修后非常的舒服，房间也好。\n\n大型会议可考虑这，不错', '短评打分': 5}
{'短评内容': '我预定的是豪华大床房，卫生间算比较豪华，性价比也算可以', '短评打分': 5}
{'短评内容': '房间很豪华，酒店设施比较新，床也比较舒服，没吃早餐，不知道咋样', '短评打分': 5}
{'短评内容': '再次入住这家酒店。服务人员的微笑和主动问候有五星级的感觉了。房间等设施也好。但是办事效率还是有待提高。在入住和退房高峰时段前台的操作实在太慢。', '短评打分': 5}
{'短评内容': '酒店比较干净，环境还可以，出行也比较方便。', '短评打分': 5}
{'短评内容': '性价比高，位置尚可，房间不错，服务稍差，总体还行', '短评打分': 5}
{'短评内容': '很干净，很安静，很舒服，服务员服务很好，会建议朋友们去住。', '短评打分': 5}
{'短评内容': '房间有加湿器，挺好的一个酒店，还是比较值得推荐的，而且，房间的装修也很新。', '短评打分': 5}
{'短评内容': '性价比很高，房间很大很舒服\n床也很舒适，整体很不错', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '酒店很好，每次都住，希望可以继续提高性价比', '短评打分': 5}
{'短评内容': '很满意的酒店，已经入住几次了，还会再来！', '短评打分': 5}
{'短评内容': '很不错，我经常入住，设施达到五星标准。服务很周到。', '短评打分': 5}
{'短评内容': '卫    生： 非常好 很好 \r\n服    务：很好 \r\n设    施： 非常好 \r\n位    置： 非常好 \r\n舒适度： 非常好 \r\n性价比： 非常好 \r\n', '短评打分': 5}
{'短评内容': '很不错的酒店，\r\n\r\n就是周边没好的商场，出门只能出租，旁边没地铁什么的', '短评打分': 5}
{'短评内容': '北京歌华开元大酒店是我经常住的酒店，也经常推荐给来京的朋友。', '短评打分': 5}
{'短评内容': '地理位置方便快捷，酒店设施良好，服务完善。', '短评打分': 3}
{'短评内容': '酒店设置良好，服务良好，地理位置方便快捷。', '短评打分': 5}
{'短评内容': '酒店不错', '短评打分': 5}
{'短评内容': '从入住登记开始,感觉一直很好,体验到了很多个贴心细节,如下的士车时会给张写有车牌的卡...,每天定时送来报纸...,会向周围朋友推荐入住.我下次出差来京,仍会选择入住.开元品质,值得信任!期待我们浙江的品牌走向全国,走向世界!', '短评打分': 5}
{'短评内容': '挺新的酒店，各方面都还不错！！！！！！！！！！', '短评打分': 5}
{'短评内容': '酒店设施齐全，配套完善，酒店服务一流，地处交通便利之处。', '短评打分': 3}
{'短评内容': '总台服务态度.卫生较好；房间较小。', '短评打分': 5}
{'短评内容': '酒店比较新，离后海不远。我觉得性价比较高，是住在北京东边较好的选择', '短评打分': 3}
{'短评内容': '+这次住的歌华开元大酒店大床房，进去之后，插上房卡，开水就已经烧上，房间很大且敞亮。床很舒服，居然是开元酒店自己开发的床品牌。', '短评打分': 5}
{'短评内容': '经常入住开元酒店，感觉开元的风格很温馨。以后会继续选择开元。', '短评打分': 5}
{'短评内容': '房间小了点 位置还好 晚上灯关发现一个关不了  叫服务员来 他说所有房间都关不了 我也没较真儿 懒得换房了 态度不能这样啊 好歹五星级啊', '短评打分': 5}
{'短评内容': '位置和设施还都不错，房间布局很紧凑，服务没怎么太体会到吧，因为临时选择的地方，虽然赶上特惠但价格还是有些微贵，标准大床房看上去挺干净的，不过浴室还是有些小，似乎洗浴设备也略简单，其他的都还可以吧。', '短评打分': 5}
{'短评内容': '这家酒店非常不错，到北京出差较多，都住歌华开元，这多少有点浙江情节，但主要还是酒店本身好，特别是床非常舒服，但就是中晚自助餐贵。', '短评打分': 5}
{'短评内容': '酒店环境舒适，卫生、个人认为非常值得去住。', '短评打分': 5}
{'短评内容': '酒店很好下次还住', '短评打分': 5}
{'短评内容': '这个酒店位置很不错，建议到北京东南边可以入住，价格合理，装修较新，而且服务很好', '短评打分': 3}
{'短评内容': '在后海附近挺好的选择，酒店很新，服务很好，性价比高', '短评打分': 5}
{'短评内容': '很好。', '短评打分': 5}
{'短评内容': '酒店确实不错，也很火爆，希望增加前台服务人员，每次办理入住时，等的时间比较长。', '短评打分': 5}
{'短评内容': '多次入住了   好处不说了  提个缺点  淋浴间的大喷头跟小喷头的开关密度不行   只想用小喷头时大喷头总是淋水   水又那么凉   很不舒服！\r\n还有这次入住的一间在9楼  肯能是酒店刚刚涂完什么料   房间里油漆味道极大！！！这个事情也没人给个说明   好在第二天整个楼层都开窗通风  好多了   但是让我们在味道那么大的房间里睡了一晚上   这不像是5星级酒店的作风吧    \r\n再就是  开元', '短评打分': 5}
{'短评内容': '酒店还可以吧', '短评打分': 5}
{'短评内容': ' 酒店的服务态度很好，距离我朋友开会的国家会议中心很方便', '短评打分': 5}
{'短评内容': '入住和离店都是在中午时分，前台工作人员比较少，期望能改进！', '短评打分': 5}
{'短评内容': '交通方便，硬件环境不错，网速实在太慢，希望升级', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '离机场非常方便，而且不堵车，无论是在三元桥坐airport express还是直接taxi到机场，都非常方便。\r\n离逛街的地方，有点远喔，到国贸去或者SOHO那里要堵车，到西单也要堵车。\r\n不过酒店周围是鼓楼外大街，是地安门那里，鬼街附近夜市很多，吃夜宵方便，离后海也很近。。\r\n必胜客送不到，麦当劳可以送到。。肯德基和棒约翰，没试过，可以打打问问看。\r\n', '短评打分': 5}
{'短评内容': '很舒适的酒店，服务也不错，一层还有I SPA哦，强烈推荐去试试。', '短评打分': 3}
{'短评内容': '性价比不错的酒店，卫生舒适，设施也比较新，就是退房稍慢些，早上用餐的人很多，不能安静享用丰盛的早餐！', '短评打分': 5}
{'短评内容': '很不错的一家酒店   性价比在北京来说是非常不错的了   卫生及房间设施都很棒   值得入住', '短评打分': 5}
{'短评内容': '入住一天了，感觉服务很好，水果也送来了，插线板也送到，客服很及时，电话响一声就有人服务人员接，非常好。我要的无烟房间也及时来电话解决，真的感觉服务很棒。', '短评打分': 3}
{'短评内容': '我今天入住，但是没有给我无烟房间，只是无烟处理。由于烟过敏，楼道理烟味很重，希望明天能换一间相同房型。', '短评打分': 5}
{'短评内容': '酒店整体不错，不足之处还是前台办入住时工作效率有点低。', '短评打分': 5}
{'短评内容': '酒店位置离鸟巢很近，离后海的酒吧街也很近，值得入住。', '短评打分': 3}
{'短评内容': '床品非常舒适，安静，停车位充足。这些都是值得推荐的。', '短评打分': 3}
{'短评内容': '很好，值得入住。硬件条件和软件条件都不错，如果能含早餐就更好了。', '短评打分': 5}
{'短评内容': '卫    生： 非常好 很好 \r\n服    务： 非常好 很好 \r\n设    施： 非常好 很好 \r\n位    置： 非常好 很好 \r\n舒适度： 非常好 很好 好 \r\n性价比： 非常好 很好 好 \r\n', '短评打分': 5}
{'短评内容': '有条件的话，非常推荐这家酒店。\n唯一的缺点是前台工作人员太少了，入住/结账手续都要等较久。', '短评打分': 5}
{'短评内容': ' 房间设施很好很新 但是房间有些小 感觉有点压抑 干净 总体还算不错 早餐种类太少 品种单一 而且不太可口', '短评打分': 5}
{'短评内容': '非常贴心的服务~放了自带茶叶在桌上~结果回来后发现连水壶里水也放好了~小细节~体现服务质量。唯一美中不足~价格一直在涨', '短评打分': 5}
{'短评内容': '酒店比较新，由于入住率高，建议增加前台服务人员。', '短评打分': 5}
{'短评内容': '酒店的大堂气派优雅。前台和服务生的态度都是轻声轻语很客气温馨。主动帮我叫出租车，根据我的航班延迟退房，服务很好。定的是豪华大床房，房间装修新颍，全部是液晶触摸控制有现代感。面积确实宽敞，床也软，高支棉的床品我很喜欢。尤其卫生间超大的。卫浴是汉斯格雅的，就体现了酒店的品质。以前都去西城区办事住香格里拉，下次来北京我就会考虑再住这里了。', '短评打分': 5}
{'短评内容': '酒店的服务非常细致,非常好,态度很和蔼. 房间干净整洁,唯一稍有不足的就是在交通高峰期出租车不好叫,不过可能也是由于这个时段的出租车都很忙吧.酒店各项服务很满意,下次一定还会入住.', '短评打分': 5}
{'短评内容': '住宿条件不错，很安静，遮光窗帘强悍。每天早晨总是睡过劲。\r\n含早餐就好了。', '短评打分': 5}
{'短评内容': '歌华开元大酒店越来越好了，服务相当不错，对多次入住的客人还送小欢迎卡片，不过，有一次姓名张冠李戴了。', '短评打分': 5}
{'短评内容': '+服务好，酒店条件好。', '短评打分': 5}
{'短评内容': '+', '短评打分': 5}
{'短评内容': ' 酒店房间太小，洗手间也小，位置还可以', '短评打分': 5}
{'短评内容': '地理位置很好，性价比很高的一家酒店。', '短评打分': 3}
{'短评内容': '很方便、很不错的酒店。', '短评打分': 5}
{'短评内容': '设施尚可，服务待完善', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '要是只参观奥运场馆及在附近进行商务活动，住在这里还是不错的。旅游购物不是很方便，再就是价格偏高。', '短评打分': 5}
{'短评内容': '经常去住，物超所值', '短评打分': 3}
{'短评内容': '很不错的酒店', '短评打分': 3}
{'短评内容': '酒店硬件设施可以，但前台人数太少，办理手续速度不快，有时等候时间过长，希望改进。', '短评打分': 5}
{'短评内容': '卫生间很大，床很舒服，离鼓楼后海也很近。就是办理入住太慢了。', '短评打分': 5}
{'短评内容': '酒店位置不错。去鸟巢很近：）周围吃饭的地比较少。美中不足。', '短评打分': 3}
{'短评内容': '酒店很好。安静整洁。', '短评打分': 3}
{'短评内容': '酒店很好没的说。就是门口的出租车很操蛋。停在那里等客的出租车司机没一个好东西。他们在计价器上做手脚。一般会多收30%的车款。大家小心。', '短评打分': 5}
{'短评内容': '新装后环境非常好', '短评打分': 5}
{'短评内容': '不错的酒店，设施很新，豪华，就是当时在装修有点气味，谢谢', '短评打分': 3}
{'短评内容': '不错！', '短评打分': 5}
{'短评内容': '房价目偏高', '短评打分': 5}
{'短评内容': '还好吧！位置好！出行方便！', '短评打分': 5}
{'短评内容': '整个酒店一股味,设施很差', '短评打分': 1}
{'短评内容': '酒店设施及服务都很好，代表开元水平。浙商就是做的好', '短评打分': 5}
{'短评内容': '宾馆挺好的，就是价格高了点。', '短评打分': 3}
{'短评内容': '其他都好，就是越来越贵了。', '短评打分': 5}
{'短评内容': '已经第三次住了，非常不错的酒店，服务非常好！房间也很安静！', '短评打分': 5}
{'短评内容': '位置很方便，离公司很近，设施也很新', '短评打分': 5}
{'短评内容': '入住的领导很大喜欢，每次都选择这家酒店。', '短评打分': 5}
{'短评内容': '不错~还会再去', '短评打分': 3}
{'短评内容': '第三次入住~还是很不错！', '短评打分': 5}
{'短评内容': '不错的酒店 又住了', '短评打分': 3}
{'短评内容': 'ok 以后还会考虑', '短评打分': 5}
{'短评内容': '挺好 以后还要定', '短评打分': 3}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '性价比还可以，以后要是附近办公，还可以考虑定这家酒店。', '短评打分': 5}
{'短评内容': '其他都很好，就是价格越来越贵。', '短评打分': 5}
{'短评内容': '能不能不要一天到晚涨价？已经长了很多次！！就算是每次30快，20快~客人也会发现~', '短评打分': 1}
{'短评内容': '各个方面都很好，服务周到，价格完善，房间也很干净，性价比蛮好，下次还会入住的。', '短评打分': 5}
{'短评内容': '很不错的酒店。唯一不好的是第一天的房间里居然是个1米左右的小床，不过后来调了一个1.5米的：）', '短评打分': 3}
{'短评内容': '很干净，卫生间很大，位置靠近民族园和奥体公园。', '短评打分': 5}
{'短评内容': '装修后真不错', '短评打分': 5}
{'短评内容': '酒店环境还是不错的，房间很整洁，设施也比较齐全比较新，服务人员也蛮热情的，感觉住的很舒适，酒店位置也不错，周边交通也比较便利，整体感觉性价比还是不错的，值得推荐。', '短评打分': 5}
{'短评内容': '客房服务很好，但前台速度比较慢，在做更换并确认入住人业务时反应迟钝。', '短评打分': 3}
{'短评内容': '位置不错，离机场和市内都比较方便。', '短评打分': 3}
{'短评内容': '性价比很高，服务很好。', '短评打分': 5}
{'短评内容': '用过期的立顿红茶给客人，管理太差啦！！', '短评打分': 3}
{'短评内容': '一如既往的好', '短评打分': 5}
{'短评内容': '是2010年5月30日入住的，房间里面的免费袋茶有一种是立顿（黄牌精选红茶），本来感觉挺满意的，可是喝完一看居然2008年5月8日生产的！（保质期24个月），另外一袋是2008年9月22日上产的。\r\n晕啊，强烈鄙视酒店的管理人员！是不是免费的茶叶就可以给顾客喝过期的啊？？', '短评打分': 1}
{'短评内容': '酒店干净整洁，床相当舒适，性价比很不错，下次来还会选择这里', '短评打分': 5}
{'短评内容': '很舒适很干净', '短评打分': 5}
{'短评内容': '交通方便，朝西侧的房间很安静。一楼中餐厅上菜有点慢', '短评打分': 5}
{'短评内容': '最好的是服务.我住的房间窗户不严,刮风在屋子里听象吹哨似的&quot;呼啸&quot;. 但是因为服务很好,每个人都是比较真诚的微笑服务.而我只住两天, 第二天就不吹风了.所以还是很满意. 但如果你爱健身和游泳,就不可以住此酒店. 好像没有游泳池. 我住过的所有5星级唯一没有游泳池的. \n\n另外床上用品都是&quot;high thread count&quot; 佷好. 很干净', '短评打分': 5}
{'短评内容': '不错的酒店。房间非常舒适。唯一不方便的是虽然在中轴线，但打车不方便。', '短评打分': 3}
{'短评内容': '生日出差，居然还送了我蛋糕：）谢谢', '短评打分': 5}
{'短评内容': '比较贵!晚上有酒鬼在走廊里狂喊服务员.房间的整理,清洁比上次(2009年)下降了.下次考虑其他地方.', '短评打分': 1}
{'短评内容': '住了两个晚上，不错，性价比还是比较高的', '短评打分': 5}
{'短评内容': '总体感觉不错，下次还会入住。', '短评打分': 3}
{'短评内容': '非常棒，下次还会入住\r\n', '短评打分': 5}
{'短评内容': '周边餐厅多,交通便利,员工服务好,下次还会住', '短评打分': 5}
{'短评内容': '酒店的确很不错', '短评打分': 5}
{'短评内容': '下次还会选择，性价比很好的一家酒店，卫生间超大，我很喜欢。有一点不足，建议改用羽绒被会更好。', '短评打分': 5}
