{'descr': '不错哦', 'star': 5}
{'descr': '位置很好，四通八达，离火车站也比较近。前台服务好，细致。干净。热水不够热，不给力。', 'star': 5}
{'descr': '就在观前街商业区附近，逛街很方便，房间很干净，下次还会选择', 'star': 5}
{'descr': '前台服务很好，房间小而干净，但热水温度实在不高，温温的，满足不了喜欢洗热水澡的我。', 'star': 5}
{'descr': '酒店不错，很干净，很安静，服务态度也很好，只是有点太小了！', 'star': 5}
{'descr': '环境还可以，房间也挺大的', 'star': 3}
{'descr': '隔音效果太差，隔壁打电话和电视的声音都听得很清楚', 'star': 1}
{'descr': '房间实在太小了，真的像它的名字一样，就那么一丁点儿，只够放下一个床，尽管有洗手间，总的感觉：性价比低，价格也不算便宜，而且前台态度一般，可能很忙吧，总是打电话没人接（当时不知道怎么去），而且问WIFI时态度很不耐烦，希望周末的时候多安排人上班，这样他们就不可能会友善点吧', 'star': 1}
{'descr': '总的来说，很满意，装修很可爱，非常干净，唯一不足的是地方小了点', 'star': 3}
{'descr': '这个酒店十分的简约，没有任何的洗漱用品，需要去大堂自动售货机购买，一元一份。屋子很小，没有多余的奢华东西，墙壁的装修都是直接涂在墙上的。空间狭小，电脑、床、卫浴都是挤着放的。晚上没有吹风筒用，前台说借完了。', 'star': 1}
{'descr': '定的周六182大床房（内宾），住进去后发现是温馨大床房，付了钱就应该给我应该有的待遇，住该住的房间，这是闹哪出？懒得为这几十块钱争吵，你们蒙受的是信誉的损失。、这是我第一次住布丁，以后绝对不会再来了。', 'star': 1}
{'descr': '酒店很好，不错的，安静，干净、整洁，服务态度也不错', 'star': 5}
{'descr': '没有牙膏，香皂，浴液等，不太方便啊', 'star': 3}
{'descr': '酒店环境不错，', 'star': 3}
{'descr': '挺不错的，虽然格局确实是蛮小的，但挺对的起温馨这俩字！', 'star': 3}
{'descr': '位置很好，就在观前街附近，公交车也很方便。价格比较便宜。\n不好的地方，房间太小了，设施真的很一般，没有浴液、香皂等洗漱用品，住的大床房洗手间没有门，夜里会有臭味返上来。床很硬，直接能感觉到弹簧，硌得厉害。还算干净。与我住过的杭州西湖的布丁酒店相比，要差得很多。\n对于房间设施要求不高的，可以住，性价比还好。', 'star': 5}
{'descr': '服务还不错 房间确实很小 但是温馨倒还是不错 但是床单什么的不知道是洗的还是旧了 感觉不太好 脏脏的 ', 'star': 1}
{'descr': '酒店服务不错，交通也很方便，出门左拐就到最热闹的观前街和平江路。', 'star': 5}
{'descr': '地方很便利，就在城隍庙隔壁，离观前街也不远。房间清洁度一般，网速一般，适合要求不高的人。', 'star': 3}
{'descr': '地点很好找，城隍庙隔壁。房间很小，但五脏俱全。上网很快。要自带洗漱用品。适宜一个人的旅游者。', 'star': 5}
{'descr': '第二次入住了，交通很便利，公交站就在门口，去哪儿都方便，下次到苏州还是会选布丁。', 'star': 5}
{'descr': '位置挺好,大床房间有点小.', 'star': 3}
{'descr': '环境可以，住着舒服！最主要是有电脑提供！', 'star': 3}
{'descr': '放间好小啊，洗手间还没门，有些别扭～', 'star': 3}
{'descr': '到了，精致小巧，还不错，和心目中想象到差不多哦', 'star': 5}
{'descr': ' 房间小，隔音较差。卫生间没有门，洗澡后浴室有积水。酒店也没多的被子提供，放东西的柜子少，挂钩也少。交通方便。', 'star': 3}
{'descr': '房间太小，没洗涤用品不方便', 'star': 3}
{'descr': '很干净很好', 'star': 3}
{'descr': '酒店前台服务态度很好，房间也还算大小合适，不是太袖珍，地理位置相当优越，在我住过的布丁酒店里是最满意的一家啦！好评好评！', 'star': 3}
{'descr': '房间有点小哦，洗手间都很袖珍，不过有电脑不错，一个人住还是可以的。位置在商业中心区，交通还是相当比例的~~', 'star': 5}
{'descr': '布丁就是小，巨小啊，可是地理位置确实不错，值得推荐。', 'star': 5}
{'descr': '看起来很舒服，遗憾就是没有衣柜', 'star': 3}
{'descr': '毛雀虽小，五脏俱全，整洁很温馨，价格也合算。主要是交通便利！有电脑房或网络房供你选择！！', 'star': 5}
{'descr': '果然是布丁啊，房间果然很小，不过很干净，也很温馨，交通也很方便，门前就是城隍庙，走3分钟是观前街，到拙政园和狮子林公交很非常方便，非常对得起这个价钱，唯一的缺点就是网速太坑爹了……', 'star': 5}
{'descr': '实在太小了 价钱有点贵相对这么点地方   不过环境还可以', 'star': 5}
{'descr': '.,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.', 'star': 5}
{'descr': '定的145的特惠房，一点都不划算，连杯子都不提供，前台1块钱4个卖纸杯，床单被套潮乎乎的，房间超级小，几乎就只有一张床，有一面墙是木头的，不隔音，隔壁声音都听得见。', 'star': 1}
{'descr': '设置不错。服务好。房间虽小，住得还算舒服。', 'star': 5}
{'descr': '很温馨  超值  很喜欢  服务也很周到  下次还会住！', 'star': 3}
{'descr': '酒店不在街边，要拐进来下，不远，院子很安静，入住的是单人房，方间看起来有点窄，到但还算干净整洁，简单安静。', 'star': 3}
{'descr': '舒适，干净，服务也很好，是个很不错的选择哦。', 'star': 5}
{'descr': '环境，服务和交通都还不错\n住的是110的“温馨大床房”，的确够布丁儿，名副其实。\n实在是太小了，适合一个人住，2个人都转不了身。\n\n', 'star': 5}
{'descr': '住的是110元一晚上的单人大床房,房间大约1.5乘6米,墙壁和地面不太干净,床上用品挺干净的。房间很有童趣。房间小适合一个人住', 'star': 3}
{'descr': '很时尚，很有格调。', 'star': 3}
{'descr': '房间经济型，可却是有点太小了，同等价位的酒店，房间都要稍微大一些。', 'star': 5}
{'descr': '床单不太干净 地方有点小 网速慢 另外就是隔音效果太差 ', 'star': 1}
{'descr': '虽然小但是住的也算舒服 适合年轻人和短途旅游者。', 'star': 5}
{'descr': '房间太小。', 'star': 3}
{'descr': '不错谢谢', 'star': 3}
{'descr': '酒店干净，服务热情，交通便利，下次还会入住这家酒店。为了给其他用户提供更有价值的意见，请您发表20个字以上的点评', 'star': 5}
{'descr': '1楼大床房靠马路边的声音太吵，晚上睡觉不方便，而且窗户开不开呀，其它还可以。', 'star': 5}
{'descr': '还不错吧,交通便利,环境一般,价格实惠,可以住住', 'star': 5}
{'descr': '服务很好', 'star': 3}
{'descr': '不错！态度、服务都不错！我觉得以后我还会选择这家酒店的！不错！不错！真不错！', 'star': 5}
{'descr': '不错，住的挺舒服，就是不提供早餐挺遗憾的。', 'star': 5}
{'descr': '这边环境不错,服务态度也很好~~~', 'star': 3}
{'descr': '太差了啊，空间小到死，卫生状况差，反正就是很差', 'star': 1}
{'descr': '房间很漂亮，干净，整洁，美中不足的是小了点，没有洗漱用品。', 'star': 5}
{'descr': '性价比不错，服务态度很好，无线网络很方便。交通超级便利，下次去了还住这儿。', 'star': 5}
{'descr': '还行，下次还会去光顾，主要是光线也蛮好的，都有窗户', 'star': 5}
{'descr': '房间非常的小，洗漱用品也一般。问总台要泡面，居然没有，还要客人出去自己买', 'star': 1}
{'descr': '这家酒店特别的经济实惠，装修的也很温馨，特别适合外出旅行时居住。', 'star': 5}
{'descr': '入住了，基本和酒店介绍描述差不多！话说布丁有点那节约啦！但是工作人员态度不错诶，总体感觉挺OK~', 'star': 5}
{'descr': '不错.就是稍微小点.不过房间很干净', 'star': 3}
{'descr': '地理位置很好，环境也不错，交通方便，支持。', 'star': 5}
{'descr': '酒店位置很好，价格经济实惠，就是房间稍微有点小，比较干净，总体来说还可以。', 'star': 5}
{'descr': '酒店最好有挂衣柜，服务还还可以', 'star': 3}
{'descr': '环境还可以，价格也实惠，就是没有洗漱用具。', 'star': 5}
{'descr': '面积太小无洗梳用品卫生还可以不会再住了', 'star': 3}
{'descr': '服务不错，装饰挺有意思的，就是房间有点小，而且竟然不提供洗梳用品也不在预定前说明！这让我有点不爽', 'star': 3}
{'descr': '尚可,特价房间较小', 'star': 3}
{'descr': '房间没有很小，2个人住完全够了，也挺干净的。交通很方便，服务很好，唯一缺陷就是电脑网速太慢，我好不容易下载下的游戏竟然玩不了。', 'star': 5}
{'descr': '我们已入住，条件较好，服务周到热情，非常感谢！', 'star': 3}
{'descr': '挺干净的一家店，看上去也挺温馨，下次还会去的', 'star': 5}
{'descr': '很好，性价比很高的店，虽然小店，但是好不错！', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '房间很小，但配了电脑，可上网，总的来说不错', 'star': 3}
{'descr': '位置很好，房间很小，服务尚可，卫生还行，点评完毕。', 'star': 5}
{'descr': '宾馆很干净，服务也不错，特价大床房是年轻驴友经济选择，不建议老年朋友选择这个房型，总体感觉很不错哦', 'star': 5}
{'descr': '房间小的不能在小了,无语了啊...住过的最小的房,估计也就五个平方吧', 'star': 1}
{'descr': '不太干净，床单有污渍。', 'star': 3}
{'descr': '满意', 'star': 3}
{'descr': '房间小到不能再小，厕所没有门，墙不隔音。不过风格还行，店员服务态度也可以。', 'star': 3}
{'descr': '很不错的酒店。房间大小适宜，卫生条件也不错。大床房和单人间差20元，感觉完全不同。建议一个人多花20元住大床房。', 'star': 5}
{'descr': '酒店不能提供吹风机, 其它的都还好,房间小巧而精致, 地理位置不错,在市中心的闹市区,去哪里都比较方便.', 'star': 5}
{'descr': '酒店蛮干净的 环境也蛮好 装修蛮有特色 性价比蛮高的 就是通风不太好 感觉在房间有点闷', 'star': 5}
{'descr': '在观前街这个位置，便宜的酒店好像就只能选着家了，没啥特别的地方。', 'star': 5}
{'descr': '挺好挺方便', 'star': 3}
{'descr': '相比于150元的房价，房间只有一张床宽，房间长方形，一头就是床，一头是卫生间，就是北京人家造的蜗居，这个价格加20可以住其他酒店的标间了，相当不值得，隔音也很一般，电脑的主机端在服务器，貌似很先进的“云计算”，不过因为配置太差，速度实在太慢，点两下直接睡觉拉倒。', 'star': 1}
{'descr': '还很方便。很是满意。如去别的城市游玩的话还会选布丁连锁店。', 'star': 5}
{'descr': '总体还不错~主要是地点方便~但就是有点贵', 'star': 5}
{'descr': '很方便,就是房间很小，服务还是不错，离观前街位置很近，交通方便，设施一般。', 'star': 5}
{'descr': '经济型酒店。整体感觉不错。怎么在广州那边没有看到呢？', 'star': 5}
{'descr': '住的特价大床房，很不错，很温馨。\n但是厕所没门或者窗帘这个问题需要解决。两个人住很不方便。', 'star': 5}
{'descr': '好', 'star': 3}
{'descr': '距離有點遠但價錢合理，乾淨。如果toilet 有門就更好。', 'star': 5}
{'descr': '好\n ', 'star': 3}
{'descr': '很便宜，很好，谢谢，下次一定 再去。转介绍更多朋友', 'star': 5}
{'descr': '经济实惠！交通便利，卫生清洁服务周到！下次再入住。', 'star': 5}
{'descr': '在苏州市区这么便宜的酒店是很少了  性价比挺高的 主要是离观前街很近', 'star': 5}
{'descr': '房间太小了· 布置也一般 性价比不高 不推荐', 'star': 1}
{'descr': '一般', 'star': 3}
{'descr': '地理位置占优势，但太小很憋屈，房间落脚点几乎没有', 'star': 1}
{'descr': '位置很好，房间有点小，其它都还好', 'star': 3}
{'descr': '就是有点难找，一些的士司机都不知道酒店位置。\n酒店其他方面还是不错的', 'star': 5}
{'descr': '麻雀虽小五脏俱全，大厅很时尚，条件一般但很实用', 'star': 5}
{'descr': '酒店位置极佳，就在观前街旁边，到观前街只需要3分钟路程，房间卫生部错，就是房间实在是小，不过对于这个位置，这个价格也算是经济实惠了，对于想多逛逛观前街的人是个不错的选择', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '价格很便宜，就是房间空间太小，地理位置超好。', 'star': 5}
{'descr': '地理位置不错。城隍庙隔壁。到观前近。袖珍的房间。105特价大床房。要的电脑房。下次选电视房。因为电脑是2000的系统噢。。。。\n麻雀虽小。但是能满足基本出行需要。有点要指出。即使再提倡环保，也不至于连个水杯也不给啊。。。。', 'star': 5}
{'descr': '差性价比不高性价比不高性价比不高性价比不高性价比不高性价比不高性价比不高', 'star': 1}
{'descr': '比会议中心的布丁差多了，预定前还特地打电话咨询过可不可以送洗漱用品，前台说可以送！可是到了居然说不送了！火，还有房间里不知道有什么锋利的东西把我们两个人的手指都割开了，希望好好检查下！ ', 'star': 1}
{'descr': '感觉很好，很温馨，就是没有洗漱的东西！！！', 'star': 5}
{'descr': '蛮好的，实惠，适合我们学生出来考试住～', 'star': 3}
{'descr': '住过校的没住过那么小的酒店，估计空间面积有4个排放最多了，看到住过才晓得蜗居蚁族是痛苦。', 'star': 1}
{'descr': '位置不错，环境还可以，就是房间很小，隔音很不好！', 'star': 5}
{'descr': '位置不错。购物、旅行方便。房间干净小巧。可选择电脑或电视房，比较人性化。', 'star': 5}
{'descr': '酒店整体还可以，就是房间比较小，而且隔音效果比较差，希望改进。', 'star': 3}
{'descr': '交通很便利，房间设施实在不怎么样！不过有价格优势！', 'star': 5}
{'descr': '特价房有点小不过很有爱，喜欢', 'star': 3}
{'descr': '交通方便,地理位罝好,干净整洁,无线网络信号強大,就是房间太小了', 'star': 5}
{'descr': '干净整洁挺不错的', 'star': 3}
{'descr': ' 环境不错。', 'star': 3}
{'descr': '没电视，上网速度很慢，隔音效果不好，隔壁小青年嬉戏的声音都听得见。', 'star': 1}
{'descr': '很实惠，外出也很方便…就是晚上想洗澡水都不怎么热了，不知道是不是意外，希望改善！', 'star': 3}
{'descr': '虽然小但感觉很温馨\r\n酒店装修色调很喜欢', 'star': 3}
{'descr': '我住的单人间，房间小的可以，尝蜗居的滋味了，不过倒是够用。房间布置温馨，也很干净整洁，有电脑，有网。网速不错，就是电脑太卡。床很大，睡着很舒服。前台服务态度很好。不足之处就是没有刷牙的杯子；有电热水壶，但是没有水杯；插座太少了，我同时给手机和相机充电，就不能烧水了。', 'star': 5}
{'descr': '在苏杭都选择的布丁酒店，相当喜欢它的装修风格，苏州这家店的位置很好，出门就是公交站，到虎丘或是拙政园都很方便。离观前街也很近。步行的话不要5MINS就到了。', 'star': 5}
{'descr': '优点：交通比较便利，步行到长椿街地铁2号线15分钟左右，离前门3站，到北京西站也很近。\n缺点：宾馆环境不是令人满意：148元特惠单人房房间很小，而且是地下室。房间隔音效果很差，隔壁走路都能听见，热水壶烧水声大的吓人。床中间都塌陷了，睡着很不舒服。最关键的是在浴室发现了一条叫不上名字的虫子。唯一感到欣慰的是服务员态度比较好，本来定了2天，最后还是只住了1天就走了。', 'star': 1}
{'descr': '最近优惠活动很给力啊！住一晚送好多券。不过希望券的使用说明写写详细，我结账时才出示券结果跟我说要入住时出示才能用，95元的会员价房也被告知不能用抵价券，那优惠券有什么用处啊？', 'star': 5}
{'descr': ',虽然房间小,但是比较干净,挺好的.', 'star': 3}
{'descr': '不错。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '环境不错，临近地铁。卫生好。。。。。。。', 'star': 5}
{'descr': '单人间实在太小了，其他都还可以，尤其是离观前街近，吃饭交通方便', 'star': 5}
{'descr': '隔壁叫床太吵', 'star': 3}
{'descr': '房间实在是太小了，小得无话可说，不过出行很方便，而且服务态度蛮好的！', 'star': 1}
{'descr': '总体来说，地理位置还是不错的，距离城隍庙很近。就是空间小了一点，不过快捷酒店差不多都是位置好空间小的特点', 'star': 5}
{'descr': '位置很好,房间也挺干净,就是没有洗漱洗浴用品,连刷牙喝水的杯子都没有,光有个烧水的壶', 'star': 3}
{'descr': '地段很好，很方便，不过单人间房间实在太小了，好在价钱便宜', 'star': 5}
{'descr': '不喜欢这个酒店，太小了。多住2天，衣服都没法洗。', 'star': 5}
{'descr': '单人大床房真的很小，房间与床等宽，位置比较不错，商业街临街。', 'star': 5}
{'descr': '+不错，爽！', 'star': 5}
{'descr': '地理位置比较方便，基本去各个景点的公交车都有，去火车站也有，就是从汽车站过来酒店比较不方便。酒店只提供两条毛巾一卷纸，电脑或电视挑一种，其他的好像就没有了，不过热水蛮好，开没多久就有热水了，而且挺热的，只是厕所没门，提供的一次性拖鞋要是走到有点湿的卫生间会滑，房间也太小了，简直小得无话可言，连放行李的地方差点都没有了，感觉就是一回来就睡觉了，大厅有免费电话可以打', 'star': 1}
{'descr': '交通非常便利，到园林和虎丘都有直达公交车，离步行街只有五分钟距离。房间干净舒适，老妈很喜欢。', 'star': 5}
{'descr': '价格实惠，离观前街也还蛮近的，就是房间是在是太小了，洗漱用品不提供！', 'star': 5}
{'descr': '虽然小但位置很好，服务不错，还算温馨，价格合理值得一住。', 'star': 5}
{'descr': '位置很好，交通很方便，服务很好，不足是房间真的很小。', 'star': 5}
{'descr': '装修风格很好，服务很好，就是房间小点，电视信号差些', 'star': 5}
{'descr': '布丁挺不错的', 'star': 5}
{'descr': '房间小到太离谱~~~有窗户还是闷~~~~~网络路标指示太菜，那么多公交站牌，愣没提示~~', 'star': 1}
{'descr': '小巧精致干静还能上网,这两天同等价钱的这个最好,很满意。酒店在城皇庙隔壁。', 'star': 5}
{'descr': '小，真的小，手机信号不好，标配的电脑还是不是正常立着，耷拉在那里', 'star': 1}
{'descr': '位置非常好，步行到观前街5分钟，在一个院子里又比较安静，门口的花溪王牛肉粉好吃，对面的绿杨馄饨小笼包不错，不过我享受不了，腻；房间可选择有电脑的，要是带了移动硬盘装了电影就太棒了，这里的电脑上网速度不行；有直达的车去拙政园、狮子林、虎丘、寒山寺；注意：苏州的女孩腿很美，匀称且直，建议夏天去看', 'star': 5}
{'descr': '+床很大，还不错，对得起这个价格。', 'star': 5}
{'descr': '第二次入住，性价比不错，地段很好，而且闹中取静。就是房间实在太小了，单人间桌子小得连笔记本都放不好', 'star': 5}
{'descr': '比较不错,连锁酒店,各方面都很放心,而且真是物美价廉,在苏州这个价格估计真的算很抵的了.', 'star': 5}
{'descr': '酒店的地段真的是比较不错，就是房间太小了', 'star': 5}
{'descr': '这个酒店不什么样,只是地理位置比较好点，其他的算是一般。', 'star': 1}
{'descr': '住了单人间，让我深刻地体会到什么叫寸土寸金。。。真的是感觉压抑，其它都不错，装修挺别致', 'star': 1}
{'descr': '除了地方小点，其他都还不错的，，出行还是很方便的', 'star': 3}
{'descr': '很好，虽然小，但是干净卫生，以后还住布丁', 'star': 3}
{'descr': '酒店正如名字所说的很小很小，不过服务很到位，房间满干净的，设备也比较新，洗澡很舒服，地理位置也很好。', 'star': 5}
{'descr': '地理位置非常好，就在观前街西口，向西去留院虎丘，向东去拙政园狮子林，向北去汽车站火车站打车都非常方便。屋子里很干净，服务员都偏年轻，态度很好，卫生间下水有点慢', 'star': 5}
{'descr': '还不错，虽然是地下室，但是通风很好，没有异味。。', 'star': 3}
{'descr': '房间实在是太小了，一点空余的地方都没有..就一个床的大小', 'star': 5}
{'descr': '+虽然房间很小，但五脏俱全，很干净，服务员态度很好。不错的选择！', 'star': 5}
{'descr': '环境卫生还可以  喜欢洗手间的喷头 特别大 就是离地铁站稍微远一点', 'star': 5}
{'descr': '房间小是小了点，但觉得还不错，感觉挺温馨。前台服务也不错，算得上是热情了，就是房价要是能再便宜点就好了，觉得185的价格有点偏贵，可能跟地段有关，毕竟对面就是观前街~', 'star': 5}
{'descr': '入住', 'star': 5}
{'descr': '酒店地理位置非常好，环境也不错，各方面都很满意，下次还会考虑那里的', 'star': 3}
{'descr': '标间比想向的大很多，大床房比想象的小，设施齐全，干净整洁，爸妈住的很舒服。', 'star': 5}
{'descr': '+小巧迷你，很可爱！', 'star': 5}
{'descr': '酒店离观前街很近，走路10分钟的距离。但是房间太小了，一个床、卫生间，就剩走道了，上网还要坐在床上！', 'star': 5}
{'descr': '酒店感觉不错', 'star': 5}
{'descr': '位置非常好，离观前街非常近。房子很小，但是还整齐。房间没有洗漱一次性用品，要记得自己带', 'star': 5}
{'descr': '房间真是小的就放个床了，谈不上舒适了，隔音效果不怎么样。', 'star': 5}
{'descr': '地理位置不错。装修年轻化，蛮可爱的，没有电视，但房间配有电脑可以上网，也不错！', 'star': 5}
{'descr': '感觉非常不错哦~虽然非常小，却很温馨！墙上的贴纸感觉也很温暖~我喜欢这样有创意有设计的地方~', 'star': 5}
{'descr': '房间有些小，但是比较干净、舒适。如果只是住一晚的话，还是不错的选择。', 'star': 5}
{'descr': '+蛮袖珍的单人间，有电脑可以上网，很方便。', 'star': 5}
{'descr': '一分价钱一分货，价钱便宜，但房间真是袖珍，算是我见到的最小的酒店了。位置不错，观前街就在咫尺，吃饭、交通什么的都很方便。服务还算不错，但早上居然忘了叫醒服务，服务员给了我一张会员卡以示补偿，所以也不好再跟他们发火了。', 'star': 5}
{'descr': '酒店蛮干净，服务态度很好，房间面积跟价位成正比。', 'star': 5}
{'descr': ' 135元的大床房虽然实惠但是真的是小的可以,麻烦以后网站上最好是注明下房间尺寸,免的误导了大家,厕所没有门,太前卫了些,装修', 'star': 5}
{'descr': '概念型酒店，环保，可以上网，很方便！位置也不错，值得推荐！！！', 'star': 5}
{'descr': '总体感觉还不错,就是房间比想象中的有些小.值得推荐', 'star': 5}
{'descr': '+酒店卫生良好，较为舒适。入住时未查到预订信息，险些没房。', 'star': 5}
{'descr': '感觉很好，很不错！', 'star': 5}
{'descr': '房间比较小。。位置还行吧。交通较方便。。', 'star': 5}
{'descr': '该酒店位置很好，离观前街很近，购物吃饭都比较方便，从性价比来说算是很不错的。', 'star': 5}
{'descr': '+', 'star': 5}
{'descr': '住的房间装修很可爱，去前台入住登记时告知房间不大，心想大小没关系反正只住一晚，就OK了。结果上去才发现，真的是很小～～刚够放一张床.不过价格也只这么多，性价比还不错～', 'star': 5}
{'descr': '房间很小，但是比想象中舒服，服务态度好', 'star': 5}
{'descr': '感觉还行经济点，都一般吧。电脑太卡了好像还是95的系统吧，\n\n屋子太小了。', 'star': 5}
{'descr': '非常好,小巧紧凑,恰到好处。', 'star': 5}
{'descr': '连锁特色，不错的选择，其他地区也住过，感觉很好！', 'star': 3}
{'descr': '很有特色，在其他地方也住过，很不错的选择', 'star': 5}
{'descr': '性价比高。位置也好。地方实在也是很迷你。而且有电脑就没电视。有电视就没电脑', 'star': 3}
{'descr': '酒店不太好找，藏在巷子里。我住的是副楼，前台也不讲清楚，找了好久。房间比较小，适合年轻的穷人！！', 'star': 3}
