{'descr': '房间设置很不错！', 'star': 4}
{'descr': '住了2楼里面的房间，还好，不吵。\n因为要去青阳，所以住了这里，离去青阳的车站很近。', 'star': 5}
{'descr': '因为火车晚点，到酒店时网上预定的房没了，要么住五楼但有些吵，要么住六楼不吵有窗，但不能上网。住两晚只给了一盒奶。头晚上因为淋浴头，水壶，电视机，等问题打了五次电话，都能很快来解决，服务还好。', 'star': 5}
{'descr': '因为火车晚点，到酒店时网上预定的房没了，要么住五楼但有些吵，要么住六楼不吵有窗，但不能上网。住两晚只给了一盒奶。头晚上因为淋浴头，水壶，电视机，等问题打了五次电话，都能很快来解决，服务还好。', 'star': 5}
{'descr': '酒店很好，网上预订还有牛奶赠送，建议要求住在三楼，二楼有歌厅会吵人。', 'star': 5}
{'descr': '酒店很好，网上预订还有牛奶赠送，建议要求住在三楼，二楼有歌厅会吵人。', 'star': 5}
{'descr': '房间还行，餐厅菜味道还行，量也实惠，价格也适中，推荐', 'star': 5}
{'descr': '房间还行，餐厅菜味道还行，量也实惠，价格也适中，推荐', 'star': 5}
{'descr': '第一次住套间感觉很不错，物有所值！但这次住的168元的圆床房，好像设施有些陈旧，其他都还不错。', 'star': 5}
{'descr': '第一次住套间感觉很不错，物有所值！但这次住的168元的圆床房，好像设施有些陈旧，其他都还不错。', 'star': 5}
{'descr': '酒店服务意识强，服务好，各方面设施也齐全，性价比高。', 'star': 5}
{'descr': '酒店服务意识强，服务好，各方面设施也齐全，性价比高。', 'star': 5}
{'descr': '干净、设施不错，就是针对退房问题，太上纲上线了', 'star': 5}
{'descr': '被单好旧唉，什么时候能换新的？对此很无语。。。\n', 'star': 5}
{'descr': '被单好旧唉，什么时候能换新的？对此很无语。。。\n', 'star': 5}
{'descr': '前台结账很慢，上网的网速很慢，上网的参数每个房间给出的都是一样，其实不行，必须摸索后还要打电话给前台，他们再告诉你方法，感觉很麻烦。', 'star': 1}
{'descr': '前台结账很慢，上网的网速很慢，上网的参数每个房间给出的都是一样，其实不行，必须摸索后还要打电话给前台，他们再告诉你方法，感觉很麻烦。', 'star': 1}
{'descr': '环境一般，早餐还行，在这家住过好多次了。', 'star': 5}
{'descr': '环境一般，早餐还行，在这家住过好多次了。', 'star': 5}
{'descr': '铜陵没有其他连锁酒店，该家酒店住一住，还可以。', 'star': 5}
{'descr': '铜陵没有其他连锁酒店，该家酒店住一住，还可以。', 'star': 5}
{'descr': '离汽车站以及市中心近不过下面是KTV难免有点吵闹放假卫生装饰不是太好太久床单颜色是黄的绝对不是白的不会每天换', 'star': 5}
{'descr': '离汽车站以及市中心近不过下面是KTV难免有点吵闹放假卫生装饰不是太好太久床单颜色是黄的绝对不是白的不会每天换', 'star': 5}
{'descr': '还算安静，还有牛奶送,他离汽车站只有几分钟路程，这里的的士超便的。', 'star': 5}
{'descr': '还算安静，还有牛奶送,他离汽车站只有几分钟路程，这里的的士超便的。', 'star': 5}
{'descr': '环境很好，闹中取静，周围的环境也是相当不错的。', 'star': 5}
{'descr': '经常住的，总体来说还不错，前台服务一般，不是很热情，不够专业', 'star': 5}
{'descr': '经常住的，总体来说还不错，前台服务一般，不是很热情，不够专业', 'star': 5}
{'descr': '位置不错，周边老是在修路，很吵，个方面都还不错，就是晚上骚扰电话很多，希望改进', 'star': 5}
{'descr': '位置不错，周边老是在修路，很吵，个方面都还不错，就是晚上骚扰电话很多，希望改进', 'star': 5}
{'descr': '每次到铜陵都会选择这家，性价比高，有早餐，就是前台服务不是很好，动作太慢，预定了老是说找不到单子，希望改进', 'star': 5}
{'descr': '每次到铜陵都会选择这家，性价比高，有早餐，就是前台服务不是很好，动作太慢，预定了老是说找不到单子，希望改进', 'star': 5}
{'descr': '一直住的，在铜陵这个地方还不错i，希望越做越好！', 'star': 5}
{'descr': '一直住的，在铜陵这个地方还不错i，希望越做越好！', 'star': 5}
{'descr': ' 宾馆条件很好，服务质量也很好，很满意', 'star': 3}
{'descr': ' 宾馆条件很好，服务质量也很好，很满意', 'star': 3}
{'descr': '房间、早饭一般，房间设备有些老旧了，但总体来说服务态度还可以。性价比不高，主要是铜陵本身消费水平高，边上是KTV，走廊里能听到唱歌声，进到房间里就基本听不到了。', 'star': 5}
{'descr': '房间、早饭一般，房间设备有些老旧了，但总体来说服务态度还可以。性价比不高，主要是铜陵本身消费水平高，边上是KTV，走廊里能听到唱歌声，进到房间里就基本听不到了。', 'star': 5}
{'descr': '早饭还可以，酒店卫生稍微差了点，总体说来性价比不错，还有电脑', 'star': 5}
{'descr': '早饭还可以，酒店卫生稍微差了点，总体说来性价比不错，还有电脑', 'star': 5}
{'descr': '酒店卫生情况良好，房间非常不错，空间大、有电脑，建议入住。', 'star': 3}
{'descr': '酒店卫生情况良好，房间非常不错，空间大、有电脑，建议入住。', 'star': 3}
{'descr': '主要是房间有点小。不过房间挺干净。位置很好，很方便的。', 'star': 3}
{'descr': '评价全是一般，有几点想说的是。\r\n我住的是特色房，所谓的特色房就是床是圆的。。\r\n床已经严重变形，睡上去感觉疙疙瘩瘩的。床单也是脏兮兮的黄色，很不舒服。\r\n房间隔音效果差，整体空间小，没有发现“特色”在哪儿。\r\n酒店外正在修路，停车场也很小，遇到客多时没地儿停车。\r\n牛奶也要自己去总台领，住了2晚，第二晚就不送牛奶了，服务员解释到，这是规定。。。。。\r\n唯一能够满意的是，华亭小厨还能吃到几个热菜。', 'star': 5}
{'descr': '评价全是一般，有几点想说的是。\r\n我住的是特色房，所谓的特色房就是床是圆的。。\r\n床已经严重变形，睡上去感觉疙疙瘩瘩的。床单也是脏兮兮的黄色，很不舒服。\r\n房间隔音效果差，整体空间小，没有发现“特色”在哪儿。\r\n酒店外正在修路，停车场也很小，遇到客多时没地儿停车。\r\n牛奶也要自己去总台领，住了2晚，第二晚就不送牛奶了，服务员解释到，这是规定。。。。。\r\n唯一能够满意的是，华亭小厨还能吃到几个热菜。', 'star': 5}
{'descr': '+良好', 'star': 5}
{'descr': '+良好', 'star': 5}
{'descr': '服务还不错，但是旁边是KTV有点小吵，但是总体还算满意，推荐', 'star': 3}
{'descr': '服务还不错，但是旁边是KTV有点小吵，但是总体还算满意，推荐', 'star': 3}
{'descr': '很好的一个地方，以后还去                         ', 'star': 5}
{'descr': '很好的一个地方，以后还去                         ', 'star': 5}
{'descr': '宾馆比较温馨，干净。离新街口也不算太远。', 'star': 5}
{'descr': '还不错吧！还不错吧！还不错吧！还不错吧！还不错吧！还不错吧！', 'star': 3}
{'descr': '还不错吧！还不错吧！还不错吧！还不错吧！还不错吧！还不错吧！', 'star': 3}
{'descr': '不错位置很好交通便利附近就是汽车站离市中心的步行街很近不过酒店下面就是KTV所以选择房间要考虑好酒店里面的床单卫生不是很好', 'star': 3}
{'descr': '不错位置很好交通便利附近就是汽车站离市中心的步行街很近不过酒店下面就是KTV所以选择房间要考虑好酒店里面的床单卫生不是很好', 'star': 3}
{'descr': '铜陵华亭之星，圆床有点小，环境整体一般，服务一般。隔壁有KTV，晚上十二点前很吵。', 'star': 5}
{'descr': '铜陵华亭之星，圆床有点小，环境整体一般，服务一般。隔壁有KTV，晚上十二点前很吵。', 'star': 5}
{'descr': '常去的酒店，网上订方便还能有优惠。呵呵\r\n主要是性价比高，楼下的小餐厅也很不错的。菜的口味比较适合我。\r\n就是在修路，交通稍有不便，还有房间的通风效果一般；有点闷', 'star': 5}
{'descr': '常去的酒店，网上订方便还能有优惠。呵呵\r\n主要是性价比高，楼下的小餐厅也很不错的。菜的口味比较适合我。\r\n就是在修路，交通稍有不便，还有房间的通风效果一般；有点闷', 'star': 5}
{'descr': '蛮好的，基本满意。就是离市中心区有点远，打的不是很方便。推荐！', 'star': 5}
{'descr': '蛮好的，基本满意。就是离市中心区有点远，打的不是很方便。推荐！', 'star': 5}
{'descr': '酒店位置不错在旅游汽车站附近以及市中心区域不过最近酒店门前路在大面积修肯定会影响环境,当然还有酒店下面的KTV也是很吵的,房间床单不是特别白干净卫生间不错非常干净,电脑房里的电脑网络非常卡看视频基本是不行的只能上QQ', 'star': 3}
{'descr': '酒店位置不错在旅游汽车站附近以及市中心区域不过最近酒店门前路在大面积修肯定会影响环境,当然还有酒店下面的KTV也是很吵的,房间床单不是特别白干净卫生间不错非常干净,电脑房里的电脑网络非常卡看视频基本是不行的只能上QQ', 'star': 3}
{'descr': '+很实惠的宾馆，房间很宽敞', 'star': 5}
{'descr': '+很实惠的宾馆，房间很宽敞', 'star': 5}
{'descr': '酒店挺宽敞位置还行，就是在进行道路改造，影响出行，早餐较丰富，适合商旅。推荐！', 'star': 5}
{'descr': '酒店挺宽敞位置还行，就是在进行道路改造，影响出行，早餐较丰富，适合商旅。推荐！', 'star': 5}
{'descr': '还是不错的，呵呵！就是旁边的KTV有点吵！晚上', 'star': 3}
{'descr': '还是不错的，呵呵！就是旁边的KTV有点吵！晚上', 'star': 3}
{'descr': '早餐不错房间设施陈旧枕头不是那么白不过洗手间大性价比一般', 'star': 5}
{'descr': '早餐不错房间设施陈旧枕头不是那么白不过洗手间大性价比一般', 'star': 5}
{'descr': '还不错的酒店,在铜陵这个小城,这个价格.以后可能还选择', 'star': 3}
{'descr': '还不错的酒店,在铜陵这个小城,这个价格.以后可能还选择', 'star': 3}
{'descr': '性价比还可以了,在铜陵这个地方,就是晚上睡觉有蚊子,要用蚊香.', 'star': 5}
{'descr': '性价比还可以了,在铜陵这个地方,就是晚上睡觉有蚊子,要用蚊香.', 'star': 5}
{'descr': '总的来说，华亭之星还是 不错的，优惠后140元的价格还是能接受的，出门也挺方便的，呵呵，支持一下，不过有个缺点就是隔壁就是KTV，晚上可能会有点吵！', 'star': 5}
{'descr': '总的来说，华亭之星还是 不错的，优惠后140元的价格还是能接受的，出门也挺方便的，呵呵，支持一下，不过有个缺点就是隔壁就是KTV，晚上可能会有点吵！', 'star': 5}
{'descr': '烂 ，二楼的位置有个夜总会，骚扰电话打到后半夜一点，估计老板不是靠开酒店赚钱的', 'star': 3}
{'descr': '烂 ，二楼的位置有个夜总会，骚扰电话打到后半夜一点，估计老板不是靠开酒店赚钱的', 'star': 3}
{'descr': '早餐还可以，卫生条件一般，床单不太好，有些粗糙。', 'star': 5}
{'descr': '早餐还可以，卫生条件一般，床单不太好，有些粗糙。', 'star': 5}
{'descr': '+设备陈旧，电脑也落后', 'star': 5}
{'descr': '+设备陈旧，电脑也落后', 'star': 5}
{'descr': '晚上骚扰电话太多，都一点多TMD还打，以后不会去了', 'star': 1}
{'descr': '晚上骚扰电话太多，都一点多TMD还打，以后不会去了', 'star': 1}
{'descr': '不错啊~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 3}
{'descr': '不错啊~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'star': 3}
{'descr': '环境尚可', 'star': 5}
{'descr': '蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵v', 'star': 5}
{'descr': '蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵蛮不错 呵呵v', 'star': 5}
{'descr': '还不错 性价比高，不贵的价格住的还算舒适', 'star': 3}
{'descr': '还不错 性价比高，不贵的价格住的还算舒适', 'star': 3}
{'descr': '各方面不错,如果早餐再丰富点就完美啦', 'star': 5}
{'descr': '各方面不错,如果早餐再丰富点就完美啦', 'star': 5}
{'descr': '服务还行其它-般', 'star': 5}
{'descr': '服务还行其它-般', 'star': 5}
{'descr': '网上订房间价格比门店便宜，有卡拉ok，2，3楼很吵闹', 'star': 3}
{'descr': '网上订房间价格比门店便宜，有卡拉ok，2，3楼很吵闹', 'star': 3}
{'descr': '附近施工白天没法休息', 'star': 5}
{'descr': '附近施工白天没法休息', 'star': 5}
{'descr': '在铜陵还是不错的，但是性价比有点低了！房间比较小！而且是地板，不是地毯，单间没有衣橱，很是麻烦！席梦思也是比较差，很硬！浴室不错！还有就是房间颜色我蛮喜欢，总体还不错，100分的话，可以打70分！', 'star': 1}
{'descr': '在铜陵还是不错的，但是性价比有点低了！房间比较小！而且是地板，不是地毯，单间没有衣橱，很是麻烦！席梦思也是比较差，很硬！浴室不错！还有就是房间颜色我蛮喜欢，总体还不错，100分的话，可以打70分！', 'star': 1}
{'descr': '服务还是热情，但是卫生不太好，干净浴巾不干净', 'star': 5}
{'descr': '服务还是热情，但是卫生不太好，干净浴巾不干净', 'star': 5}
{'descr': '宽带上不了，其它方面基本可以，酒店周边的环境餐饮购物不够丰富。', 'star': 5}
{'descr': '宽带上不了，其它方面基本可以，酒店周边的环境餐饮购物不够丰富。', 'star': 5}
{'descr': '空调不好！很热。早餐还凑合，附近有点吵，网上预订比门店订要便宜', 'star': 5}
{'descr': '空调不好！很热。早餐还凑合，附近有点吵，网上预订比门店订要便宜', 'star': 5}
{'descr': '床单材质略为粗糙，容易刮伤皮肤，建议更换优质床单。另外夜间有电话骚扰情况，望改进。', 'star': 1}
{'descr': '床单材质略为粗糙，容易刮伤皮肤，建议更换优质床单。另外夜间有电话骚扰情况，望改进。', 'star': 1}
{'descr': '没进去之前看着外面完全心灰意冷，进去以后绝对是心花怒放。。呵呵。。很好，干净 卫生 安静', 'star': 5}
{'descr': '房间大，空调不制冷，下了电梯还要爬楼，走好久，其他还好', 'star': 3}
{'descr': '房间大，空调不制冷，下了电梯还要爬楼，走好久，其他还好', 'star': 3}
{'descr': '华亭之星的软、硬件设施很好，只是有个歌厅，有个别房间有些影响。总体来说，性价比不错。', 'star': 5}
{'descr': '华亭之星的软、硬件设施很好，只是有个歌厅，有个别房间有些影响。总体来说，性价比不错。', 'star': 5}
{'descr': '+出了电梯还要走很远。', 'star': 5}
{'descr': '+出了电梯还要走很远。', 'star': 5}
{'descr': '没在市中心，吃饭和坐车不是很方便，但比较安静！', 'star': 5}
{'descr': '没在市中心，吃饭和坐车不是很方便，但比较安静！', 'star': 5}
{'descr': '实在太差了，整个宾馆都比较旧，服务员一点都不专业，开房卡都能开错!', 'star': 3}
{'descr': '实在太差了，整个宾馆都比较旧，服务员一点都不专业，开房卡都能开错!', 'star': 3}
{'descr': '门口在修路，交通不方便，工作人员太懒散', 'star': 1}
{'descr': '门口在修路，交通不方便，工作人员太懒散', 'star': 1}
{'descr': '房间的隔音效果不是很好！', 'star': 5}
{'descr': '房间的隔音效果不是很好！', 'star': 5}
{'descr': '不错！不错！还行', 'star': 3}
{'descr': '不错！不错！还行', 'star': 3}
{'descr': '总体还好了  就是里面的某些设施比较旧了   大厅感觉很好   但是房间只能说一般吧', 'star': 5}
{'descr': '总体还好了  就是里面的某些设施比较旧了   大厅感觉很好   但是房间只能说一般吧', 'star': 5}
{'descr': '不错', 'star': 3}
{'descr': '不错', 'star': 3}
{'descr': '早餐和别的经济酒店比有不小差距 吃完了也不补上 样式也少', 'star': 5}
{'descr': '早餐和别的经济酒店比有不小差距 吃完了也不补上 样式也少', 'star': 5}
{'descr': '早餐不错', 'star': 3}
{'descr': '早餐不错', 'star': 3}
{'descr': '还不错\r\n酒店的菜也不错', 'star': 5}
{'descr': '还不错\r\n酒店的菜也不错', 'star': 5}
{'descr': '应该说特色房的房间是很不错的，圆床，很有特色的椅子和卫生间，但是，首先，床上脏兮兮的，地毯上都是烟头烧的洞，椅子上不知道是什么东西，卫生间还可以，另外，电话是坏的，晚上想打电话也按不了键，更让人无法忍受的是，酒店紧挨着一个KTV，一直到深夜都清晰地听到有人在唱歌，如果不是很困，实在没法睡，就是这样了！', 'star': 1}
{'descr': '应该说特色房的房间是很不错的，圆床，很有特色的椅子和卫生间，但是，首先，床上脏兮兮的，地毯上都是烟头烧的洞，椅子上不知道是什么东西，卫生间还可以，另外，电话是坏的，晚上想打电话也按不了键，更让人无法忍受的是，酒店紧挨着一个KTV，一直到深夜都清晰地听到有人在唱歌，如果不是很困，实在没法睡，就是这样了！', 'star': 1}
{'descr': '还行，简单实际！', 'star': 5}
{'descr': '还行，简单实际！', 'star': 5}
